"Shape_Leng","Shape_Area","ADM2_EN","ADM2_DA","ADM2_PCODE","ADM2_REF","ADM2ALT1EN","ADM2ALT2EN","ADM2ALT1DA","ADM2ALT2DA","ADM1_EN","ADM1_DA","ADM1_PCODE","ADM0_EN","ADM0_DA","ADM0_PCODE","date","validOn","ValidTo","REG_EN","REG_DA","REG_PCODE"
1.28331809014,0.030518460037,"Behsud","بهسود","AF0602",NA,NA,NA,NA,NA,"Nangarhar","ننگرهار","AF06","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
2.36134122487,0.112226620615,"Bilcheragh","بلچراغ","AF2905",NA,NA,NA,NA,NA,"Faryab","فاریاب","AF29","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
1.60029857395,0.0838533132248,"Burka","بورکه","AF0910",NA,NA,NA,NA,NA,"Baghlan","بغلان","AF09","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.35230709043,0.0775337255393,"Chahab","چاه آب","AF1816",NA,NA,NA,NA,NA,"Takhar","تخار","AF18","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
0.807053109764,0.0252480068689,"Chahar Asyab","چهار آسیاب","AF0103",NA,NA,NA,NA,NA,"Kabul","کابل","AF01","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
1.96663234722,0.12242537075,"Chahar Darah","چهار دره","AF1902",NA,NA,NA,NA,NA,"Kunduz","کندز","AF19","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.86890317598,0.108588130967,"Chak-e-Wardak","چک","AF0404",NA,"Chak",NA,NA,NA,"Maidan Wardak","میدان وردک","AF04","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
5.29260535296,0.92771958736,"Chakhansur","چخانسور","AF3403",NA,"Asl-i-Chakhansur",NA,NA,NA,"Nimroz","نیمروز","AF34","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
1.05920418902,0.0328278270222,"Chal","چال","AF1805",NA,NA,NA,NA,NA,"Takhar","تخار","AF18","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
0.916152403289,0.0293429313219,"Chamkani","څمکنی","AF1310",NA,"Samkani",NA,NA,NA,"Paktya","پکتیا","AF13","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"South Eastern","جنوب ختیځه حوزه","SE"
1.14281797645,0.0592687519319,"Chapa Dara","چپه دره","AF1513",NA,NA,NA,NA,NA,"Kunar","کنر ها","AF15","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
0.680761358172,0.0226452584005,"Chaparhar","چپر هار","AF0604",NA,NA,NA,NA,NA,"Nangarhar","ننگرهار","AF06","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
1.55080793408,0.0520805420613,"Char Bolak","چار بولک","AF2111",NA,NA,NA,NA,NA,"Balkh","بلخ","AF21","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
5.93010866362,1.9428982069,"Char Burjak","چاربرجک","AF3404",NA,NA,NA,NA,NA,"Nimroz","نیمروز","AF34","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
0.988713437324,0.0264165826734,"Charikar","چاریکار","AF0301",NA,"Centre",NA,NA,NA,"Parwan","پروان","AF03","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
1.78333922103,0.108114561468,"Charkent","چار کنت","AF2104",NA,NA,NA,NA,NA,"Balkh","بلخ","AF21","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
0.806917535263,0.0278973142976,"Charkh","چرخ","AF0503",NA,NA,NA,NA,NA,"Logar","لوگر","AF05","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
2.14060256951,0.127940051604,"Charsadra","چار صد ره","AF2304",NA,NA,NA,NA,NA,"Ghor","غور","AF23","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
0.781672385021,0.0241395391044,"Chawkay","چوکی","AF1509",NA,"Sawkai",NA,NA,NA,"Kunar","کنر ها","AF15","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
2.42844414893,0.18199223579,"Chemtal","چمتال","AF2108",NA,NA,NA,NA,NA,"Balkh","بلخ","AF21","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
3.02373453432,0.244750082806,"Chisht-e-Sharif","چشت شریف","AF3216",NA,NA,NA,NA,NA,"Hirat","هرات","AF32","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
3.60046642377,0.292260670004,"Chora","چوره","AF2503",NA,NA,NA,NA,NA,"Uruzgan","ارزگان","AF25","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
1.87659253166,0.145067351011,"Dahana-e-Ghori","دهنۀ غوری","AF0902",NA,NA,NA,NA,NA,"Baghlan","بغلان","AF09","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
4.42139417218,0.388346778249,"Daman","دامان","AF2703",NA,NA,NA,NA,NA,"Kandahar","کندهار","AF27","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
0.80512594645,0.0199065050032,"Dand Wa Patan","دند وپټان","AF1311",NA,NA,NA,NA,NA,"Paktya","پکتیا","AF13","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"South Eastern","جنوب ختیځه حوزه","SE"
0.749989595157,0.0200641993358,"Dangam","دانگام","AF1512",NA,NA,NA,NA,NA,"Kunar","کنر ها","AF15","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
1.39422903539,0.0705669416048,"Dara","دره","AF0803",NA,NA,NA,NA,NA,"Panjsher","پنجشیر","AF08","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
0.647954413038,0.0254430234089,"Dara-e-Nur","دره نور","AF0612",NA,NA,NA,NA,NA,"Nangarhar","ننگرهار","AF06","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
1.09823951524,0.054207396777,"Dara-e-Pech","دره پیچ","AF1507",NA,NA,NA,NA,NA,"Kunar","کنر ها","AF15","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
3.52359195294,0.287820082341,"Dara-e-Suf-e-Bala","درۀ صوف بالا","AF2007",NA,NA,NA,NA,NA,"Samangan","سمنگان","AF20","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
2.12729769678,0.134151630955,"Dara-e-Suf-e-Payin","درۀ صوف پائین","AF2006",NA,NA,NA,NA,NA,"Samangan","سمنگان","AF20","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
1.29542620075,0.0566753353227,"Darayem","درایم","AF1707",NA,NA,NA,NA,NA,"Badakhshan","بدخشان","AF17","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.19763196983,0.0374177310864,"Darqad","درقد","AF1815",NA,NA,NA,NA,NA,"Takhar","تخار","AF18","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.30263606622,0.0477321120274,"Darzab","درز آب","AF2811",NA,NA,NA,NA,NA,"Jawzjan","جوزجان","AF28","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
1.2916304559,0.0872194698409,"Dasht-e-Archi","دشت ارچی","AF1906",NA,NA,NA,NA,NA,"Kunduz","کندز","AF19","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
0.949260504114,0.0333555478106,"Dasht-e-Qala","دشت قلعه","AF1812",NA,NA,NA,NA,NA,"Takhar","تخار","AF18","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.95101015011,0.166436325908,"Dawlat Abad","دولت آباد","AF2109",NA,NA,NA,NA,NA,"Balkh","بلخ","AF21","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
2.75265945287,0.27391217786,"Dawlat Abad","دولت آباد","AF2909",NA,NA,NA,NA,NA,"Faryab","فاریاب","AF29","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
1.33787884181,0.073325918804,"Dawlatshah","دولت شاه","AF0705",NA,NA,NA,NA,NA,"Laghman","لغمان","AF07","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
2.02860544542,0.166898895365,"Dawlatyar","دولت یار","AF2303",NA,NA,NA,NA,NA,"Ghor","غور","AF23","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
2.39912989418,0.137308579932,"Dawraz-e-Bala","دروازبالا ( نیسی)","AF1727",NA,"Nusai",NA,NA,NA,"Badakhshan","بدخشان","AF17","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.88740018205,0.125949866717,"Dawraz-e-Payin","درواز پائین (ما می )","AF1722",NA,"Mai Mai","Dawraz",NA,NA,"Badakhshan","بدخشان","AF17","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
2.63702626044,0.157546238855,"Daychopan","دای چوپان","AF2607",NA,NA,NA,NA,NA,"Zabul","زابل","AF26","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
1.93394642933,0.0936284355924,"Daymirdad","دایمیرداد","AF0406",NA,NA,NA,NA,NA,"Maidan Wardak","میدان وردک","AF04","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
4.25969996143,0.846127212852,"Deh-e-Shu","دیشو","AF3013",NA,NA,NA,NA,NA,"Hilmand","هلمند","AF30","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
0.897873130588,0.0376597369386,"Deh Bala","ده بالا","AF0610",NA,"Haska Meyna",NA,NA,NA,"Nangarhar","ننگرهار","AF06","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
1.01738438436,0.0454260348976,"Deh Sabz","ده سبز","AF0105",NA,NA,NA,NA,NA,"Kabul","کابل","AF01","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
1.04192947531,0.0451874293743,"Deh Salah","ده صلاح","AF0908",NA,NA,NA,NA,NA,"Baghlan","بغلان","AF09","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.15822969322,0.0702401885494,"Deh Yak","ده یک","AF1105",NA,NA,NA,NA,NA,"Ghazni","غزنی","AF11","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"South Eastern","جنوب ختیځه حوزه","SE"
0.743410952227,0.0260706651904,"Dehdadi","دهدادی","AF2103",NA,NA,NA,NA,NA,"Balkh","بلخ","AF21","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
2.42604284351,0.15418163133,"Dehrawud","دهراود","AF2502",NA,NA,NA,NA,NA,"Uruzgan","ارزگان","AF25","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Southern","جنوبی حوزه","SR"
2.08038443276,0.147134512076,"Dila","دیله","AF1216",NA,"Dila Wa Khusamand",NA,NA,NA,"Paktika","پکتیکا","AF12","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"South Eastern","جنوب ختیځه حوزه","SE"
4.56387765173,0.455990767724,"DoLayna","دو لینه","AF2302",NA,NA,NA,NA,NA,"Ghor","غور","AF23","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
2.72976009388,0.193402844998,"Doshi","دوشی","AF0903",NA,NA,NA,NA,NA,"Baghlan","بغلان","AF09","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.31152185082,0.0558831332621,"Duab","دو آب","AF1605",NA,NA,NA,NA,NA,"Nuristan","نورستان","AF16","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
0.787307715967,0.0273061216409,"Dur Baba","دُر بابا","AF0622",NA,NA,NA,NA,NA,"Nangarhar","ننگرهار","AF06","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Eastern","ختیځه حوزه","ER"
2.54372858093,0.114568310254,"Eshkashem","اشکاشم","AF1723",NA,NA,NA,NA,NA,"Badakhshan","بدخشان","AF17","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.57284386902,0.0802696460777,"Eshkmesh","اشکمش","AF1811",NA,"Ishkamish",NA,NA,NA,"Takhar","تخار","AF18","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
0.519350045186,0.010793371733,"Estalef","استالف","AF0113",NA,NA,NA,NA,NA,"Kabul","کابل","AF01","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
3.87075248436,0.326498459427,"Farah","فراه","AF3301",NA,"Centre",NA,NA,NA,"Farah","فراه","AF33","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
1.85102785998,0.126305629642,"Farkhar","فرخار","AF1808",NA,NA,NA,NA,NA,"Takhar","تخار","AF18","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
2.47721387726,0.197520962722,"Farsi","فرسی","AF3215",NA,NA,NA,NA,NA,"Hirat","هرات","AF32","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
0.502622658606,0.00883464007361,"Farza","فرزه","AF0112",NA,NA,NA,NA,NA,"Kabul","کابل","AF01","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Capital","مرکزی حوزه","CR"
1.24537777811,0.0501463743902,"Fayzabad","فیض آباد","AF1701",NA,"Centre",NA,NA,NA,"Badakhshan","بدخشان","AF17","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
1.97311249135,0.118994961942,"Fayzabad","فیض آباد","AF2808",NA,NA,NA,NA,NA,"Jawzjan","جوزجان","AF28","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Northern","سهیلی حوزه","NR"
0.730622413648,0.0240959040479,"Fereng Wa Gharu","فرنگ وغارو","AF0915",NA,"Fereng",NA,NA,NA,"Baghlan","بغلان","AF09","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"North Eastern","سهیل ختیځه حوزه","NE"
6.62290523263,0.75832671223,"Feroz Koh","فیروزکوه","AF2301",NA,"Chagcharan","Centre",NA,NA,"Ghor","غور","AF23","Afghanistan","افغانستان","AF","2017/08/23","2018/05/22",NA,"Western","لویدیځه حوزه","WR"
