"province_code","province_code_2018","province_name_eng","province_name_dari","province_name_pashto","district_code","provincial_capital","district_number","district_name_eng","district_or_subdivision_name_eng","district_name_dari","pc_code","pc_location","pc_location_dari","ps_count","ps_male","ps_fem","ps_kuchi","est_voters","access_notes"
"14","17","Badakhshan","بدخشان","بدخشان","1420","NO","20","SHEGHNAN","SHEGHNAN","شیغنان","1420219","Darma Rakht School, Darma Rakht","مکتب درما رخت, درما رخت",2,1,1,0,1350,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1420","NO","20","SHEGHNAN","SHEGHNAN","شیغنان","1420220","School, Shendoj","مکتب, شیدوج",3,2,1,0,1284,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1420","NO","20","SHEGHNAN","SHEGHNAN","شیغنان","1420221","School, Chashnoor Baala","مکتب, چسنور بالا",2,1,1,0,700,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421222","Khanoqa Mosque, Khanoqa","مسجد خانقا, خانقا",2,1,1,0,1200,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421223","Sumdara School, Sumdara","مکتب سمدره, سمدره",2,1,1,0,1200,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421224","Tagabak School, Tagabak","مکتب تگابک, تگابک",3,2,1,0,1500,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421225","Pali Zariwan School, Pali Zariwan","مکتب پالی زریوان, پالی زریوان",2,1,1,0,1100,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421226","Qala-e-Mirza Shah School, Qala Mirza Shah","مکتب قلعه مرزا شاه, قلعه مرزا شاه",2,1,1,0,1052,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421227","Khenj Mosque, Khenj","مسجد خینج, خینج",3,2,1,0,1100,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1421","NO","21","ARGHANJ KHAWA","ARGHANJ KHAWA","ارغنجخواه","1421228","School, Sar Nazem","مکتب, سر ناظم",3,0,0,3,1800,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422229","Ziraki Mosque, Ziraki","مسجد زیرکی, زیرکی",4,3,1,0,2083,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422230","Naqshdi School, Naqshdi","مکتب نقشدی, نقشدی",2,1,1,0,1105,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422231","Kalaar School, Kalaar","مکتب کالار, کالار",3,2,1,0,2200,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422232","Khonilaar School, Khonilaar","مکتب خونیلار, خونیلار",2,1,1,0,1370,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422233","Sayab School, Sahib Shahr","مکتب سیاب, صاحب شهر",3,2,1,0,2350,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422234","Ajirash School, Ajirash","مکتب اجیراش, اجیراش",4,2,2,0,2350,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422235","Salam Deh Mosque, Salam Deh","مسجد سلام ده, سلام ده",4,2,2,0,2370,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422236","Ulya Kham School, Ulya Kham","مکتب علیا خام, علیا خام",3,2,1,0,1800,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1422","NO","22","RAGHISTAN","RAGHISTAN","راغستان","1422237","Patir School, Patir","مکتب پتیر, پتیر",3,2,1,0,1940,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423238","Sang Aab, Sang Aab","سنگ آب, سنگ آب",2,1,1,0,850,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423239","Boys School, Chashma Toot","لیسه ذکور, چشمه توت",2,1,1,0,1000,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423240","Tah Kamar School, Tah Kamar","مکتب ته کمر, ته کمر",2,1,1,0,870,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423241","School, Royeen Zar","مکتب, رویین زار",2,1,1,0,850,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423242","School, Saldan","مکتب, سلدان",2,1,1,0,1000,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423243","School, Awzishah","مکتب, آوزیشاه",2,1,1,0,950,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423244","Jar Payan, Jar Payan","جر پایان, جر پایان",2,1,1,0,904,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1423","NO","23","KHWAHAN","KHWAHAN","خواهان","1423245","School, Hawza Shah","مکتب, حوزه شاه",2,1,1,0,920,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424246","School, Qalha","مکتب, قلعه",3,2,1,0,1288,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424247","Noh Shahr, Noh Shahr","نه شهر, نه شهر",2,1,1,0,1300,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424248","Mosque, Karnio","مسجد, کرنیو",3,2,1,0,1300,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424249","Daraj, Daraj","دراج, دراج",3,2,1,0,2000,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424250","Shakhar School, Shakhar","مکتب شخار, شخار",3,2,1,0,1500,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424251","Pai Mazar, Pai Mazar","پای مزار, پای مزار",2,1,1,0,1500,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1424","NO","24","KOF AB","KOF AB","کوف آب","1424252","School, Podio","مکتب, پودیو",2,1,1,0,1000,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425253","Charmaghistan School / Wani School","مکتب چماغستان / مکتب ونی, وانی",3,2,1,0,1500,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425254","Gharmi School, Gharmi","مکتب غرمی, غرمی",3,2,1,0,1500,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425255","Mula Qurban Mosque / Sar Awash Mosque, Sar Awash","مسجد ملا قربان / مسجد سر آوش, سر آوش",2,1,1,0,900,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425256","Hoshnaam School / Sanawari School, Sanawari","مکتب یشنم / مکتب سناواری, سناوری",3,2,1,0,1500,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425257","Nasir Khisraw School, Hazrat Saed","مکتب ناصر خسرو, حضرت سید",2,1,1,0,1000,"توسط عراده جات راه موتر"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425258","Gawhar School, Gawhar","مکتب گوهر, گوهر",3,2,1,0,1524,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425259","Qalat School / Larki School, Larki","مکتب قلات / مکتب لارکی, لارکی",3,2,1,0,1750,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1425","NO","25","YAMGAN (GRIWAN)","YAMGAN (GRIWAN)","یمگان","1425260","School, Aab Ashnaam","مکتب, آب اشنم",3,2,1,0,1750,"مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426268","Religious School, Kharkad","مدرسه, خرکد",3,2,1,0,1300,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426269","School, Sar Pul","مکتب, سرپل",3,2,1,0,1300,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426270","School, Zoghar","مکتب, زوغار",3,2,1,0,1400,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426271","Disctrict, Markaz Nesayee","ولسوالی, مرکز نسایی",3,2,1,0,1050,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426272","Obaghan School, Obaghan","مکتب اوباغون, اوباغون",3,2,1,0,1500,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426273","Aroon School, Aroon","مکتب آرون, آرون",3,2,1,0,1600,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426274","Magai School, Magai","مکتب مگی, مگی",2,1,1,0,1100,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1426","NO","26","DARWAZE-E PAYAN NUSAY","DARWAZE-E PAYAN NUSAY","درواز پایان نسی","1426275","School, Magai Jawai","مکتب, مه گی جاوای",3,2,1,0,1070,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427261","Religious School, Charbagh","مدرسه, چارباغ",3,2,1,0,3900,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427262","School, Jashtak","مکتب, جشتک",2,1,1,0,1800,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427263","School, Warfaad","مکتب, ورفاد",2,1,1,0,1500,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427264","Jamurch School","مکتب, جمارچ",2,1,1,0,1200,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427265","School, Ghamai","مکتب, غمی",2,1,1,0,1000,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427266","School, Waro","مکتب, وارو",2,1,1,0,1160,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1427","NO","27","DARWAZE BALA MAMAI","DARWAZE BALA MAMAI","دروازۀ بالا مامی","1427267","School, Tang Shio","مکتب, تنگ شیو",2,1,1,0,1200,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428276","Ghamai School, Ghamai Payan","مکتب غمی, غمی پایان",3,2,1,0,2400,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428277","Manaw High School, Manaw","لیسه مناو, مناو",3,2,1,0,2400,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428278","High School, Shahr-e-Sabz","مکتب عالی, شهر سبز",3,2,1,0,2400,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428279","Zharf High School, Zharf","لیسه ژرف, ژرف",2,1,1,0,1200,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428280","School, Sar Nazem","مکتب, سر ناظم",2,1,1,0,1100,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428281","School, Khan Dara","مکتب, خان دره",2,1,1,0,1100,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"14","17","Badakhshan","بدخشان","بدخشان","1428","NO","28","SHEIKE","SHEIKE","شکی","1428282","Primary School, Sang Leech","مکتب ابتداییه, سنگ لیچ",2,1,1,0,1112,"هوائی تا مرکز ولسوالی     انتقال تا مراکز رایدهی به مرکب"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501001","Lata Band High School","لیسه لته بند",3,2,1,0,2400,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501002","Khatayan High School","لیسه  خطايان",3,2,1,0,2500,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501003","Al-Farooq School","مکتب الفردوق",6,4,2,0,3000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501004","Eng. Naik Mohammad School","مکتب انجنر نیک محمد",3,2,1,0,2300,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501005","Khawja Khalil School","مسجد خواجه خلیل",3,2,1,0,2300,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501006","Sayed Abullah Male High School","لیسه ذکورسید عبدالله",6,4,2,0,3000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501007","Bibi Hajera Female High School","لیسه نسوان بی بی ها جره",3,2,1,0,1900,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501008","Qari Seddiq High School","لیسه قا ری صد یق",3,2,1,0,1608,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501009","Sarai Sang High School","لیسه سرای سنگ",4,2,2,0,2000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501010","Dr. Sayed Hussain High School","لیسه دا کتر سید حسین",6,4,2,0,3000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501011","Abu Osman Male High School","لیسه ذکور ابو عثمان ",8,5,3,0,4000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501012","Mullah Abdul Wadood High School","لیسه ملا عبدالودود",7,4,3,0,3500,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501013","Bibi Marian High School","لیسه بی  بی مر یم ",4,2,2,0,3600,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501014","Agriculture Dept","ریا ست زرا عت",6,4,2,0,4500,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501015","Women Affairs Department","ریا ست امو ر زنا ن",4,2,2,0,3500,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501016","Abdullah bin Massoud University","پوهنتون عبدالله ابن مسعود ",4,2,2,0,3500,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501017","Bolak Ortabuz Primary School","مکتب ابتدای بو لک اورته بز ",3,2,1,0,1500,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501018","Shuba-e Malarya","شعبه ملاریا",6,4,2,0,4000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501019","Fayaz High School","لیسه فیا ض ",4,2,2,0,3600,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501020","Sayed Nasir High School","لیسه سید ناصر ",3,2,1,0,3000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501021","Gul Nazar High School","لیسه گل نظر",5,3,2,0,3400,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501022","Aaq Masjid High School","لیسه آق مسجد",6,4,2,0,4800,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501023"," Statistics Dept - changed to Chashma-e Shir","شعبه احصايه بايد تغير كند به ليسه چشمه شير ",3,2,1,0,2400,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501024","Female High School No 1","لیسه نسوان نمبر 1",6,3,3,0,6000,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501025","Tordan High School","لیسه تو دان",3,2,1,0,2400,"عادي"
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501026","Shorcha School No 1","مکتب شورچه",2,1,1,0,1200,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501027","Joe Saikh School","مد رسه جو ی شیخ",2,1,1,0,1200,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501028","Cheen Zaee School","مکتب چینزه یی",3,1,1,1,2000,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501029","Madrasa-e Turma Bai","مد رسه ترمه با ی",3,2,1,0,2400,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501030","Abdul Rahman Taloqani High School","لیسه عبدالرحمن  تا لقا نی",3,2,1,0,1900,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501031","Takhta Kaprak Madrasa","مدر سه تخته کو پر ک",3,2,1,0,2400,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501032","Ganj Ali Big High School","ليسه گنج علی  بیگ",4,2,2,0,3100,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501033","Ochaqduq Primary School","مكتب اابتدائيه اشقدق",3,2,1,0,1900,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501034","Mosque of Shorcha-e 2","مسجد   شو ر چه 2 ",2,1,1,0,900,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501183","Haji Abdul Wadood Mosque (New)","مسجد حاجي عبدالودود ( جديد )",3,2,1,0,2000,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501184","Ahan Dara High School (New)","ليسه آهن دره (جدید)",3,2,1,0,1500,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501185","Abdul Latif Shaheed High School (New)","ليسه عبدالطيف شهيد (جدید)",2,1,1,0,1000,""
"15","18","Takhar","تخار","تخار","1501","YES","01","TALOQAN - CENTER OF TALOQAN","TALOQAN - CENTER OF TALOQAN","مرکزتخار- تالقان","1501186","Baghak Primary School (New)","مكتب ابتدائيه باغك ( جديد)",2,1,1,0,800,""
"15","18","Takhar","تخار","تخار","1502","NO","02","HAZAR SOMOCH","HAZAR SOMOCH","هزارسموچ","1502035","Hazar Smoch Secondary School","مکتب متوسطه هرازسموج",3,2,1,0,1800,""
"15","18","Takhar","تخار","تخار","1502","NO","02","HAZAR SOMOCH","HAZAR SOMOCH","هزارسموچ","1502036","Archa Primary School","مکتب ابتدا ی اچه",3,2,1,0,1500,""
"15","18","Takhar","تخار","تخار","1502","NO","02","HAZAR SOMOCH","HAZAR SOMOCH","هزارسموچ","1502037","Aaq Masjid School","مسجد آق مسجد ",2,1,1,0,700,""
"15","18","Takhar","تخار","تخار","1502","NO","02","HAZAR SOMOCH","HAZAR SOMOCH","هزارسموچ","1502038","Khawja Lamtu Mosque","مسجد خواجه لمتو",2,1,1,0,696,""
"15","18","Takhar","تخار","تخار","1502","NO","02","HAZAR SOMOCH","HAZAR SOMOCH","هزارسموچ","1502039","Qala-e Mamaee School","مکتب قلعه مامه یی",2,1,1,0,700,""
"15","18","Takhar","تخار","تخار","1502","NO","02","HAZAR SOMOCH","HAZAR SOMOCH","هزارسموچ","1502187","Shololok General Mosque","مسجد جامع شلولوك ( جديد)",2,1,1,0,700,""
