"province_code","province_code_2018","province_name_eng","province_name_dari","province_name_pashto","district_code","provincial_capital","district_number","district_name_eng","district_or_subdivision_name_eng","district_name_dari","pc_code","pc_location","pc_location_dari","ps_count","ps_male","ps_fem","ps_kuchi","est_voters","access_notes"
"02","02","Kapisa","کاپیسا","کاپيسا","0206","NO","06","TAGAB","TAGAB","تگاب","0206088","Jalo khail Masque ( Nowroz khail)","مسجد جامع خیل, نوروز خیل",4,3,1,0,2100,"سرک , راه"
"02","02","Kapisa","کاپیسا","کاپيسا","0206","NO","06","TAGAB","TAGAB","تگاب","0206095","Shahed Hafizullah Secondary School (Shokut)","متوسطه شهید حفیظ الله, شکوت",4,3,1,0,1500,"سرک , راه"
"02","02","Kapisa","کاپیسا","کاپيسا","0206","NO","06","TAGAB","TAGAB","تگاب","0206097","Tater khail Masque ( Tater khail) Khuchian","مسجد تتارخیل, تتارخیل  ( کوچیان)",3,0,1,2,1000,"سرک , راه"
"02","02","Kapisa","کاپیسا","کاپيسا","0206","NO","06","TAGAB","TAGAB","تگاب","0206098","Hadeh Anwar  Landakhail ( khuchian)","حده انور, لنداخیل  (کوچیان)",3,0,1,2,1000,"سرک , راه"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301001","Noman High School, Charikar","لیسه نعما ن, جا ر یکا ر",5,3,2,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301002","Sadigi High School, Charikar","لیسه صا د قی, جا ر یکا ر",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301003","Experimental High School, Charikar","لیسه تجر بو ی, جا ر یکا ر",5,3,2,0,4200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301004","Sadiqi High School, Charikar","متو سط حره جلا لی, جا ر یکا ر",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301005","Abdul Haq Wala High School, Qazi Village","لیسه ده قا ضی, د ه فا ضی",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301006","Mian Shakh High School, Mian Shakh","لیسه میا ن شا خ, میا ن شا خ",4,2,2,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301007","Tatumdara Female High School, Tatumdara Alia","نسو ا ن تتمدره علیی, تتمدره علیا",4,2,2,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301008","Omar Farooq High School, Tatumdara Safle","لیسه عمر فا روق, تتمدره سفلی",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301009","Sofi Qalandar Masjid, Charikar","مسجد صو فی قلندر, چا ر یکا ر",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301010","Mir Ali Ahmad Shaheed High School, Charikar","لیسه میر علی ا حمد شهد, چا ر یکا ر",4,3,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301011","Toghbardi School, Toghbardi","مسجد جا می تو غبر دی, تو غبر دی",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301012","Hofiane Sharif Middle School, Hofiane Sharif","متو سط  هو فیا ن شر یف, هو فیا ن شر یف",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301013","Khwaja Saran Payan School, Khwaja Saran Baba","مکتب خو ا جه سا را ن پا یا ن, خو ا جه سا را ن پا یا",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301014","Qalache Sokhta Middle School, Qalache Sokhta","مکتب متو سط قلعچه سو خته, قلعچه سو خته",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301015","Abdi by Jami Masjid, Abdi By","مسجد جامی عبدی با ی, عبدی با ی",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301016","Daud Sadullah High School, Sadullah","لیسه دا دو سعد لا, سعد لا",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301017","Khwaja Syaran bala School, Khwaja Syaran Bala","مکتب خواجه سیا ر ا ن با لا, خواجه سیا ر ا ن با لا",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301018","Jami Peshan Masjid, Peshan","مسجد جا می پشبا ن, پشبا ن",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301019","Masjid Jami Dolana, Dolana","مسجد دو لا نه, دو لا نه",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301020","Telanchi Female School, Telanchi","مکتب نسوا ن تیلا نچی, تیلا نچی",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301021","Masjid Jami Sunjid Dara, Sunjid Dara","مسجد جامی سنجد دره, سنجد دره",4,3,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301022","Masjid Sadiqi, Charikar","مسجد صا د قی, جا ر یکا ر",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301023","Masjid Jami Khala Zai, Khalazai","مسجد جا می خلا زیئ, خلا زیئ",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301024","Laghmani High School, Laghmani","لیسه لغما نی, لغما نی",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301025","Payan Bala Middle School, Payan Bala","متو سط با یا ن بالا, با یا ن بالا",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301026","Bala Ghail Secondary School, bala ghail","مسجد جا می با لا غیل, با لا غیل",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301027","Toop Dara School, Toop Dara","مکتب توب در ه, توب در ه",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301028","Masjid Jami Qala Sahil, Qala Sahil","مسجد جا می قلعه سا حل, قلعه سا حل",2,1,1,0,1464,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301029","Masjid Jami Mula Yousaf Village, Mula Yousaf Village","مسجد جا می د ه ملا یوسف, د ه ملا یوسف",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301030","Muncipality Building, Charika","تعمیر شا روا لی, جا ر یکا ر",4,3,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301031","Hura Jalali High School, Charikar","لیسه حره جلا لی, جا ر یکا ر",3,2,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301032","Sayadan School, Sayadan","مکتب صیا  د ا ن, صیا  د ا ن",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301033","Masjid Jami Payan Payan, Payan Payan","مسحد جا می پا یا ن  پا یا ن, با یا ن پا یا ن",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301034","Barak Parcha 13 School, Charikar","برک, پارچه 13",3,2,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301035","Parch 12  No 2 High School, Charikar","لیسه نمبر2, پارچه 12",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0301","YES","01","PROVINCIAL CENTER (CHARIKAR)","PROVINCIAL CENTER (CHARIKAR)","مرکزپروان- چاریکار","0301036","Masood Buzurg High School, Sunjid Dara","لیسه مسعود بزرگ, سنجد دره",3,2,1,0,3600,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302037","Imam Azaam Uqtash High School, Uqtash","لیسه امام ا عضام  ا قتا ش, ا قتا ش",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302038","Ibrahim Khail Girls School, Ibrahim Khail","نسو ا ن ا برا م خیل, ا برا م خیل",2,1,1,0,800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302039","Darul Hifaaz Said Khail, Said Khail bazar","دارلحفا ض سید خیل, با زا ر سید خیل",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302040","Chinki Alia Girls School, Chinki Alia","مکتب نسو ا ن   چینکی علیا, چینکی علیا",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302041","Sayed Rahman Shaheed School, Kumangar","مکتب سید رحما ن شهید, کما نگر",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302042","Abdul Qadir Shaheed, Kaka Khail","عبد القا در شهید, کا که خیل",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302043","Anchu masjid, Anchu","مدرسه انچو, انچو",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302044","Girls Middle School Haibat Khail, Haibat Khail","متوسط نسو ا ن ههیبت  خیل, هیبت  خیل",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302045","Khan Jan Khail Mosque, Khan Jan Khail","مسجد خا ن جا ن خیل, خا ن جا ن خیل",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302046","Chinki payan Masjid, Chinki Payan","مسجد چینکی پا یا ن, چینکی پا یا ن",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302047"," Anchu Madrasah, Anchu","مسجد ا نچو, ا نچو",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302048","She Dukan Masjid Anchu, Anchu","مسجد سه د و کا ن ا نچو, ا نچو",2,1,1,0,906,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0302","NO","02","SAYID KHAIL","SAYID KHAIL","سید خیل","0302049","Saifurahman High School, Middle Niki","لیسه سیف الرحمن, نکی وسط",2,1,1,0,1150,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303050","Jabal Siraj Boys high school, Jabal siraj bazar","لیسه زکو ر جبلسر ا ج, با زا ر  جبلسر ا ج",3,3,0,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303051","Girls High school, Jabal Siraj bazar","لیسه نسو ا ن, با زا ر  جبلسر ا ج",3,0,3,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303052","Zar bia high school, Top of the hill","لیسه زر بیا, با لا ی تپه",5,3,2,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303053","Cement Factory, ce Koti","فا بریکی سمنت, سه کو تی",3,2,1,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303054","Mir Khan Village school, Mir Khan Village","مکتب ده میر خا ن, ده میر خا ن",3,2,1,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303055","Pinjah Khana Jami Masjid, Gul bahar bazar","مسجد جامی پنجا ه خا نه, با زا ر گل بها ر",3,2,1,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303056","Malek Jan Khail Jami Masjid, Malek Jan Khail","مسجد جا می ملک جا ن خیل, ملک جا ن خیل",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303057","Du bandi Jami Masjid, Du bandi","مسجد جا می دو بندی, دو بندی",3,2,1,0,3200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303058","Aushaba Mosque, Aushab capital","مسجد ا شا به, مر کز  ا شا به",2,1,1,0,968,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303059","Esa Khail Mosque, Esa Khail village","مسجد عسی خیل, قر یه عسی خیال",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303060","Khalil Zaman Middle School, Tape Surkh","مکتب متو سط خلیل ز ما ن, تپه سر ح",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303061","Gul bahar girls high school no 2, Gul bahar","لیسه نسوان گلبهار, گلبهار",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0303","NO","03","JABUL SARAJ","JABUL SARAJ","جبل السراج","0303062","Chape Qool Mosque, Aushaba","مسجد چپ قل, اشابه",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304063","Salang High School, Baghe Maidan","لیسه سا لنگ, با غ مید ا ن",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304064","Takhma Jami Masjid, Takhma","مسجد جا می تا خمه, تا خمه",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304065","Awlang School, Awlang","مکتب او لنگ, او لنگ",2,1,1,0,900,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304066","Ahengaran Mosque, Ahengaran","مسجد ا هنگر ا ن, ا هنگر ا ن",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304067","Tutumzar Mosque, Tutumzar","مسجد تتمز ار, تتمز ار",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304068","Roye Aab Madrasah, Roye Aab","مدرسه رو ی  ا ب, رو ی  ا ب",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304069","Awnamak Jami Masjid, Awnamak","مسجد جا می او نا مک, او نا مک",2,1,1,0,868,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304070","Viva Jami Masjid, Viva","مسجد جا می و یو ا, و یو ا",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0304","NO","04","SALANK","SALANK","سالنگ","0304071","Lalmi Sabzak middle school, Lalmi sabzak","مکتب متوسطه للمی سبزک, للمی سبزک",2,1,1,0,800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305072","Maktabe Tafhimul Quran, Qaqshal","مکتب تفهیم ا لقر ا ن, قا قشا ل",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305073","Nomana high school, ashtahar shar","لیسه  نعما نه, ا شتر شهر",4,2,1,1,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305074","Jan Fida Shaheed School, Shewa","مکتب  جا ن فد ا شیهد, شیو ه",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305075","Sofi Khail, Sofi Khail","صو فی خیل, صو فی خیل",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305076","Daraz Gird Madrasah, Daraz Gird","مدرسه دراز گیرد, دراز گیرد",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305077","Abdul Sattar Shaheed High School, Baghe Afghan","لیسه عبد ا لستا ر شهید, با غ ا ففا ن",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305078","Muhammad Sharif Kafshan High school, Sarwar","لیسه  محمد شر یف  کفشا ن, سر و ر",2,1,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305079","Ezatul Aqul Har School, Qala","مکتب عزت ا لا قول هر, قلعه",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305080","Abdul Karim Shaheed school, old village","مکتب  عبد اکریم شهید, کهنه د ه",3,2,1,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0305","NO","05","SHENWARI","SHENWARI","شینواری","0305081","Ustama High school, ustama","لیسه استامه, استامه",2,1,1,0,1288,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306082","Hazrat Ali high school, Sya gird bazar","لیسه حضر ت علی, با زا ر سیا گر د",3,2,1,0,1800,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306083","Joy dukhtar school, Joy dukhtar","مکتب جوی د ختر, جوی د ختر",3,2,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306084","Qamchaq high school, Qamchaq center","لیسه قمچا ق, مر کز قمچا ق",3,2,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306085","Chahar dehe high school, chahar dehe bazar","لیسه چها ردهی, با زا ر چها ر د هی",3,2,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306086","Fanda qushtan school, fanda qushtan","مکتب فنده قستا ن, فنده قستا ن",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306087","Frenjil high school, frenjil bazar","لیسه فرنجل, با زا ر فر نجل",3,2,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306088","dara sayadan high school, Alam khail","لیسه دره سیا دا ن, علم خیل",4,2,2,0,3600,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306089","Yakh dara school, yakh dara center","مکتب یخ دره, مر کز یخ در ه",4,3,1,0,3000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306090","Masjid jami do aab, sare pul do aab","مسجد جا می دو ا ب, سر پل د و ا ب",3,2,1,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306091","dushtak rangab school, gul muhammad khail rangab","مکتب دشتک رنگا ب, گل محمد خیل ر نگا ب",3,2,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306092","sya gird middle school, sya gird bazar center","مکتب متو سط سیا گرد, مر کز با ز ا ر سیا گر د",2,1,1,0,1860,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306094","Dara Tang Mulakhi middle school, Mir khan khail","مکتب متو سط در ه تا نگ ملا خی, میر خا ن خیل",2,1,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306095","sardara school, sardara","مکتب سر د ر ه, مر کز سر د ر ه",2,1,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306096","shahi khail school, shahi khail","کتب شا هی خیل, شا هی خیل",2,1,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306097","Tahi khan school, Tahi khan","مکتب تا هی خا ن, تا هی خا ن",2,1,1,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306098","Kana khail school, kana khail","مکتب کانه خیل, کانه خیل",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0306","NO","06","SEYAGERD GHORBAND","SEYAGERD GHORBAND","سیاه گرد (غوربند)","0306099","makar khail girls school, makar khail","مکتب نسوان مکر خیل, مکر خیل",2,1,1,0,1200,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0307","NO","07","BAGRAM","BAGRAM","بگرام","0307100","Shafaq Shaheed high school, center of district","لیسه شفق شهبد, مر کز و ا لسو ا لی",4,2,2,0,2000,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0307","NO","07","BAGRAM","BAGRAM","بگرام","0307101","Abu zar ghafari high school, rabat","لیسه ا بو ضر غفاا ر ی, ر با ط",4,2,2,0,2400,"قابل دسترسی"
"03","03","Parwan","پروان","پروان","0307","NO","07","BAGRAM","BAGRAM","بگرام","0307102","nasiri high school, sayad","لیسه نا صر ی, سیا د",4,2,2,0,2400,"قابل دسترسی"
