"electorate","province_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","incumbent","candidate_gender","prelim_winner","final_winner"
"General","01","5765387","1","Eng. Muhammad Afzal Ahmadzai","انجنیر محمد افضل احمدزی","No","Male","No","No"
"General","01","3664613","2","Babrak Shirzad","ببرک شیرزاد","No","Male","No","No"
"General","01","5765385","3","Eng. Nimatullah","انجنیر نعمت اله","No","Male","No","No"
"General","01","6053758","4","Dr. Muhammad Akram Khpalwak","داکتر محمد اکرم خپلواک","No","Male","No","No"
"General","01","5765439","5","Shaima Sekandari","شیما  سکندری","No","Female","No","No"
"General","01","860346","6","Hajji Shah Agha Sakhizada","حاجی شاه آغا سخیزا ده","No","Male","No","No"
"General","01","7889725","7","Muhammad Hamayoon Faiz Zad","محمد همايون فيض زاد","No","Male","No","No"
"General","01","972412","8","Mir Ahmad Joyenda","میر احمد جوینده","Yes","Male","No","No"
"General","01","702521","9","Khalida Alokozai","خالده الکوزی","No","Female","No","No"
"General","01","3901177","10","Saranwal Moh. Nabi Mastoor","څارنوال محمد نبی مستور","No","Male","No","No"
"General","01","5765358","11","Eng. Zia Ahmad Noori","انجینر ضیا احمد نوری","No","Male","No","No"
"General","01","3466638","12","Dawood Maliar Muhai‐ud‐Din","داود ملیار محی الدین","No","Male","No","No"
"General","01","5167932","13","Muhammad Ibrahim Qasemi","محمد  ابراهیم قاسمی","Yes","Male","Yes","Yes"
"General","01","3881865","14","Muhammad Faridoon Qeyami","محمد فریدون قیامی","No","Male","No","No"
"General","01","987309","15","Suhaila Ansari","سهیلا انصاری","No","Female","No","No"
"General","01","11387722","16","Allhaj Ustad Moh. Shoaib Niazi","الحاج استاد محمد شعیب نیازی","No","Male","No","No"
"General","01","990359","17","Noor Ahmad Chardhiwal","نور احمد چهاردهی وال","No","Male","No","No"
"General","01","6859861","18","Muhammad Saboor Furmuli","محمد صبور فرملی","No","Male","No","No"
"General","01","4646087","19","Eng. Muhammad Alam Khisrawi","انجنیر محمد علم خسروی","No","Male","No","No"
"General","01","5765422","20","Nadia Rasooli","نادیه  رسولی","No","Female","No","No"
"General","01","5507599","21","Malika Sadat","ملکه سعادت","No","Female","No","No"
"General","01","3466626","22","Nastu Naderi","نستوه  نادری","No","Male","No","No"
"General","01","3664601","23","Ahmad Gul Khan","احمد گل خان","No","Male","No","No"
"General","01","7762167","24","Fawzia Nasir Yar Guldarayee","فوزیه ناصر یار گلدره ئی","Yes","Female","Yes","Yes"
"General","01","6018039","25","Master of Sport Ustad Khuwaja Farid","ماستر سپورت استاد  خواجه فرید صدیقی","No","Male","No","No"
"General","01","3466663","26","Dr. Sayed Abdul Habib Rahmani","داکتر سید عبدالحبیب رحمانی","No","Male","No","No"
"General","01","3466641","27","Hajji Janat Gul Hussainkhil","حاجی جنت گل  حسین خیل","No","Male","No","No"
"General","01","6780147","28","Alhaj Abdul Saboor Hashimi","الحاج  عبدالصبور هاشمی","No","Male","No","No"
"General","01","3699568","29","Hajji Muhammad Mohaqiq","حاجی محمد محقق","No","Male","Yes","Yes"
"General","01","6132861","30","Ramazan Juma Zada","رمضان جمعه زاده","No","Male","Yes","Yes"
"General","01","5765400","31","Noor Ali Omarkhil","نورالله عمرخیل","No","Male","No","No"
"General","01","4792718","32","Masooma Tusali","معصومه توسلی","No","Female","No","No"
"General","01","3906930","33","Eng. Muhammad Sharif Shaheem","انجنیر محمد شریف شهیم","No","Male","No","No"
"General","01","723540","34","Eng. Ghulam Muhammad Musafer","انجنیر غلام محمد مسافر","No","Male","No","No"
"General","01","2382689","35","Dagarwal Nik Muhammad Abbasi","دگروال نیک محمد عباسی","No","Male","No","No"
"General","01","749247","36","Naseem GulTutakhil","نسیم ګل توتا خیل","No","Male","No","No"
"General","01","5486154","37","Farkhunda Zahra Naderi","فرخنده زهرا نادری","No","Female","Yes","Yes"
"General","01","3466697","38","Noor Muhammad Salik","نور محمد سالک","No","Male","No","No"
"General","01","3658859","39","Dr. Muhammad Ali Dostdar","داکتر محمد علی دوستدار","No","Male","No","No"
"General","01","6470374","40","Rajab Ali Hussaini Allah Dad","رجب علی حسینی الله داد","No","Male","No","No"
"General","01","5732240","41","Ahmad Tameem Rahyaab","احمد تمیم رهیاب","No","Male","No","No"
"General","01","3601440","42","Hajji Faiz Muhammad Mussazai","حاجی  فیض محمد موسی زی","No","Male","No","No"
"General","01","1001242","43","Jawad Omid","جواد امید","No","Male","No","No"
"General","01","3466677","44","Sayed Essa Hussaini Mazari","سید عیسی حسینی مزاری","No","Male","No","No"
"General","01","5765397","45","Alhaj Sardar Muhammad Waqibeen","الحاج سردار محمد واقعبین","No","Male","No","No"
"General","01","3466686","46","Muhammad Ibrahim Rasooli","محمد ابراهیم رسولی","No","Male","No","No"
"General","01","5765383","47","Hajji Shireen Agha Rahmani","حاجی شیرین آغا رحمانی","No","Male","No","No"
"General","01","3466648","48","Muhammad Haroon Asadi","محمد هارون اسدی","No","Male","No","No"
"General","01","967571","49","Molawi Fazal Karim Saraji","مولوی فضل الکریم سراجی","No","Male","No","No"
"General","01","3907226","50","Muhammad Hussain Momin Zada","محمد حسین  مومن زاده","No","Male","No","No"
"General","01","3466631","51","Muhammad Yosuf Amin Zazai","محمد یوسف امین ځاځی","No","Male","No","No"
"General","01","2278941","52","Mir Amanullah Guzar","میر امان الله   گذر","No","Male","Yes","Yes"
"General","01","5765371","53","Saranwal Muhammad Shakir Baryal","څارنوال محمد شاکر بریال","No","Male","No","No"
"General","01","11202201","54","Yardil Nizami","یاردل نظامی","No","Male","No","No"
"General","01","5485531","55","Ghulam Sakhi Masraf","غلام سخی مصرف","No","Male","No","No"
"General","01","776444","56","Ustad Abdul Habib Samim","استاد عبدالحبیب صمیم","No","Male","No","No"
"General","01","3664610","57","Dr. Farid khalid","داکتر فرید خالد","No","Male","No","No"
"General","01","3466622","58","Muhammad Zia Yari","محمد ضیا یاری","No","Male","No","No"
"General","01","725614","59","Muhammad Ullah Babrak","محمد الله ببرک","No","Male","No","No"
"General","01","747229","60","Ismail Safdari","اسماعیل صفدر ی","Yes","Male","No","No"
"General","01","4363325","61","Abdul Hay Rahimi","عبدالحی رحیمی","No","Male","No","No"
"General","01","3466650","62","Alhaj Muhammad Osman Najeeb","الحاج محمد عثمان  نجیب","No","Male","No","No"
"General","01","3445024","63","Dr. Sadr‐ud‐Din Fakhri","دکتور صدرالدین فخری","No","Male","No","No"
"General","01","5765321","64","Alhaj Muhammad Hassan Hassam","الحاج محمد حسن حسام","No","Male","No","No"
"General","01","4236418","65","Ahmad Fayaz Qalandari","احمد فیاض قلندری","No","Male","No","No"
"General","01","972471","66","Sayed Askar Faqiri","سید عسکر  فقیری","No","Male","No","No"
"General","01","1032394","67","Hajji Eng. Muhammad Zia Tahiri","حاجی انجنیر محمد ضیا طاهری","No","Male","No","No"
"General","01","3466683","68","Dr. Asghar Khil Mangal","دوکتور اصغرخیل منگل","No","Male","No","No"
"General","01","10704929","69","Ahmad Sameer Mayel","احمد سمیر مایل","No","Male","No","No"
"General","01","5765406","70","Shahla Maihan Dost","شهلا میهن دوست","No","Female","No","No"
"General","01","3466612","71","Hajji Abdul Masood Satari","حاجی  عبدالمسعود ستاری","No","Male","No","No"
"General","01","3466647","72","Abdul Samad A.K.A Shah Ghasi","عبدالصمد مشهور به شاه غاسی","No","Male","No","No"
"General","01","11238922","73","Gulalay Yaqubi","گلالی یعقوبی","No","Female","No","No"
"General","01","992330","74","Abdul Samad Naab","عبدالصمد ناب","No","Male","No","No"
"General","01","3466657","75","Hajji Sabir Khan","حاجی صابر  خان","No","Male","No","No"
"General","01","5765340","76","Hajji Zia‐ul‐Haq","حاجی ضیأالحق","No","Male","No","No"
"General","01","3466681","77","Nabi Haikal","نبی هیکل","No","Male","No","No"
"General","01","987061","78","Nadira Kharoty","نادره خروټی","No","Female","No","No"
"General","01","7821642","79","Alhaj Ghulam Rabani Nashir","الحاج غلام ربانی ناشر","No","Male","No","No"
"General","01","3466611","80","Master Ghulam Mustafa Faizi","ماستر غلام مصطفی  فیضی","No","Male","No","No"
"General","01","3708920","81","Nazari Paryani","نظری  پریانی","No","Male","No","No"
"General","01","5765330","82","Sardar Muhammad Ali Ahmad Zada","سردار محمد علی احمد زاده","No","Male","No","No"
"General","01","3121280","83","Alhaj Abdul Satar Mubariz","الحاج عبدالستار مبارز","No","Male","No","No"
"General","01","5765379","84","Eng. Tughyan Bakhshi","انجنیر طغیان  بخشی","No","Male","No","No"
"General","01","1044582","85","Muhammad Aqa Nazari","محمد آقا نظری","No","Male","No","No"
"General","01","11228682","86","Alhaj Mir Abdul Ghafoor Mawdoodi","الحاج میر عبدالغفور مودودی","No","Male","No","No"
"General","01","6350173","87","Muhammad Hashim Sangar Niazi","محمد هاشم سنگر نيازی","No","Male","No","No"
"General","01","5279269","88","Dr. Muhammad Saeed Niazi","داکتر محمد سعید نیازی","No","Male","No","No"
"General","01","3466692","89","Barialay Bayat","بریالی بیات","No","Male","No","No"
"General","01","10409918","90","Hajji Gul Marjan Aka Khil","حاجی گل مرجان اکا خیل","No","Male","No","No"
"General","01","6358601","91","Prof. Dr. Ghulam Faroq Nejarbi","پروفیسور دوکتور غلام فاروق نجرابی","No","Male","No","No"
"General","01","3664620","92","Hajji Noor Muhammad","حاجی نور محمد","No","Male","No","No"
"General","01","3659737","93","Muhammad Arif Nooristani","محمد عارف  نورستانی","No","Male","No","No"
"General","01","4814212","94","Arfanullah Arfan","عرفان الله عرفان","Yes","Male","Yes","Yes"
"General","01","5765415","95","Bibi Hajji Zarifa Hasas Nasiri","بی بی حاجی ظریفه حساس ناصری","No","Female","No","No"
"General","01","11040318","96","Ustad Qurban Ali Arfani","استاد قربانعلی عرفانی","No","Male","Yes","Yes"
"General","01","4936817","97","Humayoon Nezami","همایون نظامی","No","Male","No","No"
"General","01","3466655","98","Muhammad Nawab Tuta khil","محمد نواب طوطا خیل","No","Male","No","No"
"General","01","5765390","99","Dr. Shafiqullah Faizi","دوکتور شفیق اله فیضی","No","Male","No","No"
"General","01","997138","100","Dr. Ramzan Bashar Dost","داکتر رمضان بشر دوست","Yes","Male","Yes","Yes"
"General","01","6371308","101","Afifa Shams","عفيفه شمس","No","Female","No","No"
"General","01","3466693","102","Hakim","حکیم","No","Male","No","No"
"General","01","3861413","103","Ustad Rababa Parwani Darwish","استاد ربابه پروانی درویش","No","Female","Yes","Yes"
"General","01","972403","104","Hajji Mahdawi","حاجی مهدوی","No","Male","No","No"
"General","01","5765372","105","Muhammad Sangeen Tawakalzay","محمد سنگین توکلزی","Yes","Male","No","No"
"General","01","5765303","106","Mina Khashiee","مینا خاشعی","No","Female","No","No"
"General","01","6004888","107","Muhammad Dawood","محمد داود","No","Male","No","No"
"General","01","3904870","108","Khadim Hussain Karimi","خادم حسین کریمی","No","Male","No","No"
"General","01","5765324","109","Ahmad Shekib Haidari","احمد شکیب حیدری","No","Male","No","No"
"General","01","5971319","110","Wakeel Ahmad Hussain Ikhteyar","وکیل احمد حسین اختیار","No","Male","No","No"
"General","01","3466668","112","Hajji Shawkat Stanikzai","حاجی شوکت ستانکزی","No","Male","No","No"
"General","01","5765306","113","Mir Zaman Humayoon Sadat","میر زمان همایون سادات","No","Male","No","No"
"General","01","5765413","114","Rana Nooristani","رڼا نورستانی","No","Female","No","No"
"General","01","5276242","115","Muhammad Wasa","محمد واسع","No","Male","No","No"
"General","01","3466700","116","Turab Khan Hussain Khil","تراب خان حسین خیل","No","Male","No","No"
"General","01","2364003","117","Qurban Ali Faseehi","قربان علی فصیحی","No","Male","No","No"
"General","01","1071366","118","Shah Muhammad Nazari","شاه محمد نظری","No","Male","No","No"
"General","01","663139","119","Zalmay Tofaan","زلمی طوفان","No","Male","No","No"
"General","01","3466698","120","Hajji Dr. Muhammad Zaman Bahlol","حاجی داکتر محمد زمان بهلول","No","Male","No","No"
"General","01","3466665","121","Pohandoy  Muhammad Hassan Furootan","پوهندوی محمد حسن فروتن","No","Male","No","No"
"General","01","5976887","122","Wakeel Ghulam Raza Ahmadi","وکیل غلام رضا احمدی","No","Male","No","No"
"General","01","3664623","123","Ghulam Rabani Rabani","غلام ربانی ربانی","No","Male","No","No"
"General","01","7784763","124","Hajji Sadaqat Zahid","حاجی صداقت زاهد","No","Male","No","No"
"General","01","5765354","125","Jan Gul Kargar","جان گل کارگر","No","Male","No","No"
"General","01","3466654","126","Baktash Siawash","بکتاش سیاووش","No","Male","Yes","Yes"
"General","01","3664609","127","Saranwal Hussain Bakshi","څارنوال حسین بخشی","No","Male","No","No"
"General","01","11327530","128","Najeebullah Intizar Kuhdamani","نجیب اله انتظار کوهدامنی","No","Male","No","No"
"General","01","6666831","129","General Khuwajah Salah‐ud‐Din Seddiqi","جنرال خواجه صلاح الدین  صدیقی","No","Male","No","No"
"General","01","1017429","130","Dr. Abdul Khalil Khakzad","داکتر عبدالخليل خاکزاد","No","Male","No","No"
"General","01","3626273","131","Muhammad Yosuf Ahmadzai","محمد یوسف احمدزی","No","Male","No","No"
"General","01","988772","132","Sayed Abdullah","سید عبدالله","No","Male","No","No"
"General","01","3664614","133","Dr. Hashmat Hassan Rahguzar","داکتر حشمت حسن رهگذر","No","Male","No","No"
"General","01","5551880","134","Muhammad Yaseen Habib","محمد یاسین حبیب","No","Male","No","No"
"General","01","3466688","135","Abdul Wali Baz","عبدالولی باز","No","Male","No","No"
"General","01","848023","136","Muhammad Sadiq  A.K.A Malim Qand gha","محمد صادق مشهور به معلم قند آغا","No","Male","No","No"
"General","01","14182170","137","Muhammad Irshad Manawi","محمد ارشاد معنوی","No","Male","No","No"
"General","01","3466614","138","Eng. Abdul Ghafar Rasooli","انجنیر عبدالغفار  رسولی","No","Male","No","No"
"General","01","6350934","139","Abdul Hameed Islampor","عبدالحمید اسلامپور","No","Male","No","No"
"General","01","3659192","140","Dagarwal Niazai Wal","دگروال نیازی وال","No","Male","No","No"
"General","01","7408088","141","Mir Nasratullah Shams","میر نصرت الله شمس","No","Male","No","No"
"General","01","5765362","142","Abdul Karim Bekran","عبدالکریم بیکران","No","Male","No","No"
"General","01","10585921","143","Muhammad Rafiq Masroor Kakar","محمد رفیق مسرور کاکر","No","Male","No","No"
"General","01","11167326","144","Abdul Fatah Mahraban","عبدالفتاح مهریان","No","Male","No","No"
"General","01","987032","145","Amani Alhaj Bibi Hajji  Halima Muslima","الحاج بی بی حاجی مسلمه امانی","No","Female","No","No"
"General","01","6188777","146","Muhammad Ibrahim Zarif","محمد ابراهیم ظریف","No","Male","No","No"
"General","01","11082236","147","Muhammad Sabir","محمد صابر","No","Male","No","No"
"General","01","4813902","148","Sayed Fazal Hashimi","سید فاضل هاشمی","No","Male","No","No"
"General","01","3797749","149","Alhaj Eng. Abdul Khalil Dawlatzai","الحاج انجنیر عبدالخلیل دولت زی","No","Male","No","No"
"General","01","3466671","150","Mir Ahmad Niazmand","میر احمد نیازمند","No","Male","No","No"
"General","01","3690629","151","Sayed Muhammad Alawi","سید محمد علوی","No","Male","No","No"
"General","01","5765378","152","Muhammad Dawood Aman Haidari","محمد داود  امان حیدری","No","Male","No","No"
"General","01","3771573","153","Ustad Maria","استاد ماریا","No","Female","No","No"
"General","01","5301671","154","Zarghoona Bakhsi","زرغونه بخشی","No","Female","No","No"
"General","01","5174098","155","Dr. Zohra Karimi Turkmani","داکتر زهرا کریمی ترکمنی","No","Female","No","No"
"General","01","3614289","156","Hajji Yaar Muhammad Fazal","حاجی یار محمد فاضل","No","Male","No","No"
"General","01","3862326","157","Abd‐ur‐ Rasheed","عبدالرشید","No","Male","No","No"
"General","01","6040720","158","Kamdar Hutak","کامدار هوتک","No","Male","No","No"
"General","01","7827841","159","Muhammad Akbar Safi","محمد اکبر صافی","No","Male","No","No"
"General","01","972751","160","Muhammad Rafi","محمد رفیع","No","Male","No","No"
"General","01","5765416","161","Shahla Rahimi","شهلا رحیمی","No","Female","No","No"
"General","01","1051349","162","Ustad Sayed Yosuf Qadis","استاد سید یوسف  قدیس","No","Male","No","No"
"General","01","5750749","163","Abdul Qadar","عبدالقادر","No","Male","No","No"
"General","01","3466679","164","Ahmad Salangi","احمد سالنگی","No","Male","No","No"
"General","01","11021649","165","Khalil Ruman","خلیل رومان","No","Male","No","No"
"General","01","11014324","166","Muhammad Alam Watan Dost","محمد عالم وطن دوست","No","Male","No","No"
"General","01","5765332","167","Ahmad Shahpoor Ahmadi","احمد شاهپور احمدی","No","Male","No","No"
"General","01","1243575","168","Eng. Muhammad Khan","انجینر محمد خان","No","Male","No","No"
"General","01","948420","169","Ustad Nafisa Hanif Khush Naseeb","استاد نفیسه حنیف خوش نصیب","No","Female","No","No"
"General","01","5765425","170","Dr. Raisa Seddiqi","داکتر رئیسه صدیقی","No","Female","No","No"
"General","01","828465","171","Fawad Sultani","فواد سلطانی","No","Male","No","No"
"General","01","3466651","172","Abdul Hadi Rashid","عبدالهادی راشد","No","Male","No","No"
"General","01","3466674","173","Mazdur Yar","مزدور یار","No","Male","No","No"
"General","01","5765350","174","Muhammad Ayoub Qasimi","محمد ایوب قاسمی","No","Male","No","No"
"General","01","5714443","175","Masooma Muhammadi","معصومه محمدی","No","Female","No","No"
"General","01","11336357","176","Hayatullah Balaghi","حیات الله بلاغی","No","Male","No","No"
"General","01","3466627","177","Dr. Murtaza Kaiwan Basharmal","داکتر مرتضی کیوان بشرمل","No","Male","No","No"
"General","01","3612624","178","Torpekai Patman","تورپیکۍ پتمن","No","Female","Yes","Yes"
"General","01","6020244","179","Hajji Gul Nazem Farman Bahzad","حاجی گل نظیم فرمان بهزاد","No","Male","No","No"
"General","01","1044702","180","Hajji Muhammad Aman Safi","حاجی محمد امان صافی","No","Male","No","No"
"General","01","5765438","181","Nazira Ziayee","نذیره ضیائی","No","Female","No","No"
"General","01","798530","182","Hajji Roz‐ud‐Din","حاجی روزالدین","No","Male","No","No"
"General","01","4206518","183","Hamid Khan Mumiez","حمید خان ممیز","No","Male","No","No"
"General","01","981488","184","Hajji Sikandar Farji","حاجی سکندر فراجی","No","Male","No","No"
"General","01","2274719","185","Fatima Naziri","فاطمه نظیری","Yes","Female","No","No"
"General","01","6475120","186","Saboor Shams","صبور شمس","No","Male","No","No"
"General","01","3466623","187","Wakeel Muhammad Hadi Hani","وکیل محمد هادی هانی","No","Male","No","No"
"General","01","2260470","188","Amanullah Qati","امان الله قاطع","No","Male","No","No"
"General","01","6043787","189","Qais Hassan","قیس حسن","No","Male","Yes","Yes"
"General","01","5749744","190","Humaira Muhammadi","حمیرا محمدی","No","Female","No","No"
"General","01","3010721","191","Muhammad Amin Gawhari","محمد امین گوهری","No","Male","No","No"
"General","01","5765366","192","Qadam Ali Khadim","قدم علی خادم","No","Male","No","No"
"General","01","6374351","193","Noor Agha Sahak","نورآغا سهاک","No","Male","No","No"
"General","01","3466630","194","Barimal Areenpoor","بریمل آرین پور","No","Male","No","No"
"General","01","8464412","195","Hajji Muhammad Najem Ameri","حاجی محمد نجیم  امیری","No","Male","No","No"
"General","01","8349990","196","Dr. Nimatullah","داکتر نعمت الله","Yes","Male","No","No"
"General","01","11041325","197","Abdullah Afzali","عبدالله افضلی","No","Male","No","No"
"General","01","8958672","198","Abdul Ali Saeed","عبدالعلی سعید","No","Male","No","No"
"General","01","5765386","199","Yaqub Shah Areenpoor","یعقوب شاه آرین پور","No","Male","No","No"
"General","01","4781836","200","Faridoon Alham Mahmoodi","فریدون الهام محمودی","No","Male","No","No"
"General","01","620226","201","Abdul Jamil Oryakhil","عبدالجمیل اوریا خیل","No","Male","No","No"
"General","01","3466645","202","Muhammad Ibrahim Babah","محمد ابراهیم بابه","No","Male","No","No"
"General","01","3664602","203","Sardar Barialay Amiri","سردار بریالی امیری","No","Male","No","No"
"General","01","5917527","204","Ahmad Ali Rashid","احمد علی راشد","No","Male","No","No"
"General","01","5765393","205","Dr. Abdul Kahalil Abasi","داکتر عبدالخلیل  عباسی","No","Male","No","No"
"General","01","5138505","206","Maulawi Baba Jan Seghani","مولوی بابه جان سیغانی","No","Male","No","No"
"General","01","3466649","207","Mudeer Muhammad  Zahir Malistani","مدیر محمد ظاهر مالستانی","No","Male","No","No"
"General","01","3768441","208","Jawad Neyosh","جواد نیوش","No","Male","No","No"
"General","01","4754128","209","Abdul Hafeez Mansoor","عبدالحفیظ   منصور","No","Male","Yes","Yes"
"General","01","3455588","210","Hajji Khawas Haqyar","حاجی خواص  حق یار","No","Male","No","No"
"General","01","5765339","211","Ahmad Haidar Haidar","احمد حیدر حیدر","No","Male","No","No"
"General","01","926537","212","Muhammad Hakim Tursan","محمد حکیم تورسن","No","Male","No","No"
"General","01","11096632","213","Muhammad Zarif Nasiri A.K.A Mama","محمد ظریف ناصری مشهور به ماما","No","Male","No","No"
"General","01","11380005","214","Diploma Eng. Abdul Wakeel Azizi","دیپلوم انجینر عبدالوکیل  عزیزی","No","Male","No","No"
"General","01","5765349","215","Muhammad Yosuf Nooristani","محمد یوسف  نورستانی","No","Male","No","No"
"General","01","10206325","216","Saranwal  Muhammad Ismail Babakarkhail","څارنوال محمد اسمعیل  بابکرخیل","No","Male","No","No"
"General","01","7408041","217","Fahim Kohdamani","فهیم  کوهدامنی","No","Male","No","No"
"General","01","3664607","218","Alhaj Muhaqiq Khalilullah Abqari","الحاج محقق خلیل الله عبقری حسان","No","Male","No","No"
"General","01","6139053","219","Hajji Muhammad Amir Bazil","حاجی محمد امیر بازل","No","Male","No","No"
"General","01","5109113","220","General Aminullah Amarkhil","جنرال امين الله امرخيل","No","Male","No","No"
"General","01","5765367","221","Eng. Abdul Wakeel Sadaat","انجینر عبدالوکیل   سعادت","No","Male","No","No"
"General","01","6176526","222","Dr. Jafar Mahdawi","داکتر جعفر مهدوی","No","Male","Yes","Yes"
"General","01","3466615","223","Hamid Shah Babakarkhil","حمید شاه بابکرخیل","No","Male","No","No"
"General","01","788019","224","Eng. Hedayatullah Zafari","انجنیر هدایت الله ظفری","No","Male","No","No"
"General","01","664088","225","Alhaj Abdul Karim Karimi","الحاج عبدالکریم  کریمی","No","Male","No","No"
"General","01","5125270","226","Sayed Karim Agha","سید کریم آغا","No","Male","No","No"
"General","01","3899426","227","Ustad Hajji  Muhammad Akbar Darman","استاد حاجی محمد اکبر درمان","No","Male","No","No"
"General","01","5765320","228","Ahmad Farid Mahrabi","احمد فرید محرابی","No","Male","No","No"
"General","01","13886131","229","Sayed Muhammad Farhad Hashimi","سید محمد فرهاد هاشمی","No","Male","No","No"
"General","01","3766150","230","Muhammad Jafar Kuhistani","محمد جعفر کوهستانی","No","Male","No","No"
"General","01","5765328","231","Ajmal Gulab","اجمل گلاب","No","Male","No","No"
"General","01","972453","232","Alhaj Sayed Abdul Nasir Yaqubi","الحاج سید عبدالناصر یعقوبی","No","Male","No","No"
"General","01","5765359","233","Qismat Khan","قسمت خان","No","Male","No","No"
"General","01","14257253","234","General Abdul Wahid Taqat","جنرال عبدالواحد طاقت","No","Male","No","No"
"General","01","688007","235","Malim Abid","معلم عابد","No","Male","No","No"
"General","01","5765307","236","Alhaj Eng. Muhammad Haneef","الحاج انجینیر محمد حنیف","No","Male","No","No"
"General","01","610537","237","Hamida Amiri","حمیده  امیری","No","Female","No","No"
"General","01","5765310","238","Akhgar Shams","اخگر شمس","No","Male","No","No"
"General","01","3443958","239","Shamsullah Javid","شمس اله جاوید","No","Male","No","No"
"General","01","1073284","240","Sayed Dawood Shah Murtazawi","سید داودشاه مرتضوی","No","Male","No","No"
"General","01","5765305","241","Iwaz Khan Dargai","عوض خان درگی","No","Male","No","No"
"General","01","6371192","242","Sona Sahar","سونا سحر","No","Female","No","No"
"General","01","3699134","243","Muhammad Jafar  Rahimi S/O Hajji Qambar Tabib","محمد جعفر رحیمی پسر حاجی قمبر طبیب","No","Male","No","No"
"General","01","3664616","244","Alhaj Samiullah Karimi","الحاج سمیع الله کریمی","No","Male","No","No"
"General","01","6370858","245","Ustad Alia Husan Yar","استاد عالیه حسنیار","No","Female","No","No"
"General","01","8895893","246","Alhaj Abdul Qayoom Parsa","الحاج عبدالقیوم پارسا","No","Male","No","No"
"General","01","5765311","247","Hajji Najeebullah Kabuli","حاجی نجیب الله کابلی","Yes","Male","No","No"
"General","01","5749640","248","Fawzia Sadat Samkanai","فوزیه  سادات څمکنی","No","Female","No","No"
"General","01","5765345","249","Muhammad Tahir Shuaib","محمد طاهر شعیب","No","Male","No","No"
"General","01","3466629","250","Maulawi  Muhammad Mukhtar Muflih","مولوی محمد مختار مفلح","No","Male","No","No"
"General","01","5569480","251","Turpekai Zia","تورپیکی ضیا","No","Female","No","No"
"General","01","5765376","252","Abdul Mubeen Wahidi","عبدالمبین   واحدی","No","Male","No","No"
"General","01","630791","253","Muhammad Zahir Abasi","محمد ظاهر عباسی","No","Male","No","No"
"General","01","6494335","254","Izatullah Nasratyar","عزت الله نصرتیار","No","Male","No","No"
"General","01","4896564","255","Sayed Asmatullah Wijdani","سید عصمت الله وجدانی","No","Male","No","No"
"General","01","11011693","256","Hajji Muhammad Farhad Seddiqi","حاجی محمد فرهاد  صدیقی","No","Male","Yes","Yes"
"General","01","3440614","257","Alhaj Abdul Wasa Turkmani","الحاج عبدالواسع ترکمنی","No","Male","No","No"
"General","01","14171676","258","Robina Jalali","روبینا جلالی","No","Female","No","No"
"General","01","5765388","259","Alhaj Habibullah Amarkhil Janabdar","الحاج حبیب الله امرخیل جانبدار","No","Male","No","No"
"General","01","3664622","260","Shekh Abdul Bari Madani","شیخ عبدالباری مدنی","No","Male","No","No"
"General","01","14346501","261","Shakila Naveed","شکیلا نوید","No","Female","No","No"
"General","01","6359945","262","Hajji Nimatullah","حاجی نعمت الله","No","Male","No","No"
"General","01","6492372","263","Ustad Nima Suratgar","استاد نیماصورتگر","No","Female","No","No"
"General","01","980690","264","Muhammad Dawood Jalali","محمد داود جلالی","No","Male","No","No"
"General","01","5765355","265","Qari Yar Muhammad Maihan Parast","قاری یار محمد میهن پرست","No","Male","No","No"
"General","01","6370396","266","Malalai Shinwari","ملالی شینواری","Yes","Female","No","No"
"General","01","3683895","267","Ustad Hajji Abas Hassan Zada","استاد حاجی عباس حسن زاده","No","Male","No","No"
"General","01","11336260","268","Ustad Dr. Ahmad Zia Amiri Safi","استاد داکتر احمد ضیآ امیری  صافی","No","Male","No","No"
"General","01","5765399","269","Alhaj Fazal Ahmad Sabat","الحاج فضل احمد ثابت","No","Male","No","No"
"General","01","7408029","270","Hajji Shalizi Didar","حاجی شالیزی دیدار","No","Male","No","No"
"General","01","660038","271","Alhaj Noorullah Noor","الحاج نور اله نور","No","Male","No","No"
"General","01","980186","272","Wahidullah Ghazikhil","وحید الله غازی خیل","No","Male","No","No"
"General","01","3709007","273","Hajji Aminullah Wijdan","حاجی امین الله وجدان","No","Male","No","No"
"General","01","3440463","274","Dr. Abdul Haq","داکتر عبدالحق","No","Male","No","No"
"General","01","4798985","275","Noor Agha Mahmoodi","نور آغا محمودی","No","Male","No","No"
"General","01","3466613","276","Sayed Enayatullah Hufyani","سيد عنايت الله هوفيانی","No","Male","No","No"
"General","01","7032991","277","Muhammad Afzal Habib Safi","محمدافضل حبیب صافی","No","Male","No","No"
"General","01","3677437","278","Qazi Mahbubullah Shafiq","قاضی محبوب اله شفیق","No","Male","No","No"
"General","01","3466669","279","Sayed Muhammad Alam Hashimi","سید محمد عالم  هاشمی","No","Male","No","No"
"General","01","4892130","280","Dr. Muhammad Yahya Weyar","داکتر محمد یحی ویاړ","No","Male","No","No"
"General","01","3861387","281","Kamila Saifi","کامله سیفی","No","Female","No","No"
"General","01","3466607","282","Imal Samkanai","ایمل څمکنی","No","Male","No","No"
"General","01","861135","283","Zarghoona Hamid","زرغونه  حمید","No","Female","No","No"
