"electorate","province_code","district_code","district_number","pc_code","pc_number","ps_code","ps_type","prelim_reporting"
"General","01","0101","01","0101105","105","0101105-03","F","YES"
"General","01","0101","01","0101106","106","0101106-01","M","YES"
"General","01","0101","01","0101106","106","0101106-02","M","YES"
"General","01","0101","01","0101106","106","0101106-03","M","YES"
"General","01","0101","01","0101106","106","0101106-04","F","YES"
"General","01","0101","01","0101106","106","0101106-05","F","YES"
"General","01","0101","01","0101107","107","0101107-01","M","YES"
"General","01","0101","01","0101107","107","0101107-02","M","YES"
"General","01","0101","01","0101107","107","0101107-03","M","YES"
"General","01","0101","01","0101107","107","0101107-04","F","YES"
"General","01","0101","01","0101107","107","0101107-05","F","YES"
"General","01","0101","01","0101108","108","0101108-01","M","YES"
"General","01","0101","01","0101108","108","0101108-02","M","YES"
"General","01","0101","01","0101108","108","0101108-03","M","YES"
"General","01","0101","01","0101108","108","0101108-04","M","YES"
"General","01","0101","01","0101108","108","0101108-05","M","YES"
"General","01","0101","01","0101108","108","0101108-06","F","YES"
"General","01","0101","01","0101108","108","0101108-07","F","YES"
"General","01","0101","01","0101109","109","0101109-01","M","YES"
"General","01","0101","01","0101109","109","0101109-02","M","YES"
"General","01","0101","01","0101109","109","0101109-03","M","YES"
"General","01","0101","01","0101109","109","0101109-04","M","YES"
"General","01","0101","01","0101109","109","0101109-05","M","YES"
"General","01","0101","01","0101109","109","0101109-06","F","YES"
"General","01","0101","01","0101109","109","0101109-07","F","YES"
"General","01","0101","01","0101110","110","0101110-01","M","YES"
"General","01","0101","01","0101110","110","0101110-02","M","YES"
"General","01","0101","01","0101110","110","0101110-03","F","YES"
"General","01","0101","01","0101110","110","0101110-04","F","YES"
"General","01","0101","01","0101111","111","0101111-01","M","YES"
"General","01","0101","01","0101111","111","0101111-02","M","YES"
"General","01","0101","01","0101111","111","0101111-03","M","YES"
"General","01","0101","01","0101111","111","0101111-04","F","YES"
"General","01","0101","01","0101111","111","0101111-05","F","YES"
"General","01","0101","01","0101112","112","0101112-01","M","YES"
"General","01","0101","01","0101112","112","0101112-02","M","YES"
"General","01","0101","01","0101112","112","0101112-03","M","YES"
"General","01","0101","01","0101112","112","0101112-04","M","YES"
"General","01","0101","01","0101112","112","0101112-05","F","YES"
"General","01","0101","01","0101112","112","0101112-06","F","YES"
"General","01","0101","01","0101113","113","0101113-01","M","YES"
"General","01","0101","01","0101113","113","0101113-02","M","YES"
"General","01","0101","01","0101113","113","0101113-03","M","YES"
"General","01","0101","01","0101113","113","0101113-04","M","YES"
"General","01","0101","01","0101113","113","0101113-05","F","YES"
"General","01","0101","01","0101113","113","0101113-06","F","YES"
"General","01","0101","01","0101114","114","0101114-01","M","YES"
"General","01","0101","01","0101114","114","0101114-02","M","YES"
"General","01","0101","01","0101114","114","0101114-03","M","YES"
"General","01","0101","01","0101114","114","0101114-04","F","YES"
"General","01","0101","01","0101114","114","0101114-05","F","YES"
"General","01","0101","01","0101115","115","0101115-01","M","YES"
"General","01","0101","01","0101115","115","0101115-02","M","YES"
"General","01","0101","01","0101115","115","0101115-03","M","YES"
"General","01","0101","01","0101115","115","0101115-04","F","YES"
"General","01","0101","01","0101115","115","0101115-05","F","YES"
"General","01","0101","01","0101116","116","0101116-01","M","YES"
"General","01","0101","01","0101116","116","0101116-02","M","YES"
"General","01","0101","01","0101116","116","0101116-03","M","YES"
"General","01","0101","01","0101116","116","0101116-04","F","YES"
"General","01","0101","01","0101116","116","0101116-05","F","YES"
"General","01","0101","01","0101117","117","0101117-01","M","YES"
"General","01","0101","01","0101117","117","0101117-02","M","YES"
"General","01","0101","01","0101117","117","0101117-03","F","YES"
"General","01","0101","01","0101118","118","0101118-01","M","YES"
"General","01","0101","01","0101118","118","0101118-02","M","YES"
"General","01","0101","01","0101118","118","0101118-03","M","YES"
"General","01","0101","01","0101118","118","0101118-04","M","YES"
"General","01","0101","01","0101118","118","0101118-05","M","YES"
"General","01","0101","01","0101118","118","0101118-06","M","YES"
"General","01","0101","01","0101118","118","0101118-07","F","YES"
"General","01","0101","01","0101118","118","0101118-08","F","YES"
"General","01","0101","01","0101119","119","0101119-01","M","YES"
"General","01","0101","01","0101119","119","0101119-02","M","YES"
"General","01","0101","01","0101119","119","0101119-03","M","YES"
"General","01","0101","01","0101119","119","0101119-04","F","YES"
"General","01","0101","01","0101119","119","0101119-05","F","YES"
"General","01","0101","01","0101120","120","0101120-01","M","YES"
"General","01","0101","01","0101120","120","0101120-02","M","YES"
"General","01","0101","01","0101120","120","0101120-03","M","YES"
"General","01","0101","01","0101120","120","0101120-04","M","YES"
"General","01","0101","01","0101120","120","0101120-05","M","YES"
"General","01","0101","01","0101120","120","0101120-06","F","YES"
"General","01","0101","01","0101120","120","0101120-07","F","YES"
"General","01","0101","01","0101121","121","0101121-01","M","YES"
"General","01","0101","01","0101121","121","0101121-02","M","YES"
"General","01","0101","01","0101121","121","0101121-03","M","YES"
"General","01","0101","01","0101121","121","0101121-04","M","YES"
"General","01","0101","01","0101121","121","0101121-05","F","YES"
"General","01","0101","01","0101121","121","0101121-06","F","YES"
"General","01","0101","01","0101122","122","0101122-01","M","YES"
"General","01","0101","01","0101122","122","0101122-03","M","YES"
"General","01","0101","01","0101122","122","0101122-04","F","YES"
"General","01","0101","01","0101122","122","0101122-05","F","YES"
"General","01","0101","01","0101123","123","0101123-01","M","YES"
"General","01","0101","01","0101123","123","0101123-02","M","YES"
"General","01","0101","01","0101123","123","0101123-03","M","YES"
"General","01","0101","01","0101123","123","0101123-04","M","YES"
"General","01","0101","01","0101123","123","0101123-05","F","YES"
"General","01","0101","01","0101123","123","0101123-06","F","YES"
"General","01","0101","01","0101124","124","0101124-01","M","YES"
"General","01","0101","01","0101124","124","0101124-02","M","YES"
"General","01","0101","01","0101124","124","0101124-03","M","YES"
"General","01","0101","01","0101124","124","0101124-05","F","YES"
"General","01","0101","01","0101125","125","0101125-01","M","YES"
"General","01","0101","01","0101125","125","0101125-02","M","YES"
"General","01","0101","01","0101125","125","0101125-03","M","YES"
"General","01","0101","01","0101125","125","0101125-04","M","YES"
"General","01","0101","01","0101125","125","0101125-05","M","YES"
"General","01","0101","01","0101125","125","0101125-06","M","YES"
"General","01","0101","01","0101125","125","0101125-07","F","YES"
"General","01","0101","01","0101125","125","0101125-08","F","YES"
"General","01","0101","01","0101126","126","0101126-01","M","YES"
"General","01","0101","01","0101126","126","0101126-02","M","YES"
"General","01","0101","01","0101126","126","0101126-04","M","YES"
"General","01","0101","01","0101126","126","0101126-05","M","YES"
"General","01","0101","01","0101126","126","0101126-06","M","YES"
"General","01","0101","01","0101126","126","0101126-07","F","YES"
"General","01","0101","01","0101126","126","0101126-08","F","YES"
"General","01","0101","01","0101127","127","0101127-01","M","YES"
"General","01","0101","01","0101127","127","0101127-02","M","YES"
"General","01","0101","01","0101127","127","0101127-03","M","YES"
"General","01","0101","01","0101127","127","0101127-04","M","YES"
"General","01","0101","01","0101127","127","0101127-05","M","YES"
"General","01","0101","01","0101127","127","0101127-06","F","YES"
"General","01","0101","01","0101127","127","0101127-07","F","YES"
"General","01","0101","01","0101128","128","0101128-01","M","YES"
"General","01","0101","01","0101128","128","0101128-02","M","YES"
"General","01","0101","01","0101128","128","0101128-03","M","YES"
"General","01","0101","01","0101128","128","0101128-04","M","YES"
"General","01","0101","01","0101128","128","0101128-05","M","YES"
"General","01","0101","01","0101128","128","0101128-06","M","YES"
"General","01","0101","01","0101128","128","0101128-07","F","YES"
"General","01","0101","01","0101128","128","0101128-08","F","YES"
"General","01","0101","01","0101128","128","0101128-09","F","YES"
"General","01","0101","01","0101129","129","0101129-01","M","YES"
"General","01","0101","01","0101129","129","0101129-02","M","YES"
"General","01","0101","01","0101129","129","0101129-03","M","YES"
"General","01","0101","01","0101129","129","0101129-04","M","YES"
"General","01","0101","01","0101129","129","0101129-05","M","YES"
"General","01","0101","01","0101129","129","0101129-06","F","YES"
"General","01","0101","01","0101129","129","0101129-07","F","YES"
"General","01","0101","01","0101129","129","0101129-08","F","YES"
"General","01","0101","01","0101130","130","0101130-01","M","YES"
"General","01","0101","01","0101130","130","0101130-02","M","YES"
"General","01","0101","01","0101130","130","0101130-03","M","YES"
"General","01","0101","01","0101130","130","0101130-04","M","YES"
"General","01","0101","01","0101130","130","0101130-05","M","YES"
"General","01","0101","01","0101130","130","0101130-06","F","YES"
"General","01","0101","01","0101130","130","0101130-07","F","YES"
"General","01","0101","01","0101130","130","0101130-08","F","YES"
"General","01","0101","01","0101130","130","0101130-09","F","YES"
"General","01","0101","01","0101131","131","0101131-01","M","YES"
"General","01","0101","01","0101131","131","0101131-02","M","YES"
"General","01","0101","01","0101131","131","0101131-03","M","YES"
"General","01","0101","01","0101131","131","0101131-04","M","YES"
"General","01","0101","01","0101131","131","0101131-05","F","YES"
"General","01","0101","01","0101131","131","0101131-06","F","YES"
"General","01","0101","01","0101132","132","0101132-01","M","YES"
"General","01","0101","01","0101132","132","0101132-02","M","YES"
"General","01","0101","01","0101132","132","0101132-03","M","YES"
"General","01","0101","01","0101132","132","0101132-04","M","YES"
"General","01","0101","01","0101132","132","0101132-06","F","YES"
"General","01","0101","01","0101132","132","0101132-07","F","YES"
"General","01","0101","01","0101133","133","0101133-01","M","YES"
"General","01","0101","01","0101133","133","0101133-02","M","YES"
"General","01","0101","01","0101133","133","0101133-03","F","YES"
"General","01","0101","01","0101134","134","0101134-01","M","YES"
"General","01","0101","01","0101134","134","0101134-02","M","YES"
"General","01","0101","01","0101134","134","0101134-03","M","YES"
"General","01","0101","01","0101134","134","0101134-04","F","YES"
"General","01","0101","01","0101134","134","0101134-05","F","YES"
"General","01","0101","01","0101135","135","0101135-01","M","YES"
"General","01","0101","01","0101135","135","0101135-02","M","YES"
"General","01","0101","01","0101135","135","0101135-03","M","YES"
"General","01","0101","01","0101135","135","0101135-04","F","YES"
"General","01","0101","01","0101135","135","0101135-05","F","YES"
"General","01","0101","01","0101136","136","0101136-01","M","YES"
"General","01","0101","01","0101136","136","0101136-02","M","YES"
"General","01","0101","01","0101137","137","0101137-01","M","YES"
"General","01","0101","01","0101137","137","0101137-02","M","YES"
"General","01","0101","01","0101137","137","0101137-03","M","YES"
"General","01","0101","01","0101137","137","0101137-04","F","YES"
"General","01","0101","01","0101137","137","0101137-05","F","YES"
"General","01","0101","01","0101138","138","0101138-01","M","YES"
"General","01","0101","01","0101138","138","0101138-02","M","YES"
"General","01","0101","01","0101138","138","0101138-03","M","YES"
"General","01","0101","01","0101138","138","0101138-04","M","YES"
"General","01","0101","01","0101138","138","0101138-05","F","YES"
"General","01","0101","01","0101138","138","0101138-06","F","YES"
"General","01","0101","01","0101138","138","0101138-07","F","YES"
"General","01","0101","01","0101139","139","0101139-01","M","YES"
