"province_code","district_code","pc_code","ps_code","ps_number","ps_station_type"
"03","0306","0306091","0306091-02","02","M"
"03","0306","0306091","0306091-03","03","F"
"03","0306","0306092","0306092-01","01","M"
"03","0306","0306092","0306092-02","02","F"
"03","0306","0306094","0306094-01","01","M"
"03","0306","0306094","0306094-02","02","F"
"03","0306","0306095","0306095-01","01","M"
"03","0306","0306095","0306095-02","02","F"
"03","0306","0306096","0306096-01","01","M"
"03","0306","0306096","0306096-02","02","F"
"03","0306","0306097","0306097-01","01","M"
"03","0306","0306097","0306097-02","02","F"
"03","0306","0306098","0306098-01","01","M"
"03","0306","0306098","0306098-02","02","F"
"03","0306","0306099","0306099-01","01","M"
"03","0306","0306099","0306099-02","02","F"
"03","0307","0307100","0307100-01","01","M"
"03","0307","0307100","0307100-02","02","M"
"03","0307","0307100","0307100-03","03","F"
"03","0307","0307100","0307100-04","04","F"
"03","0307","0307101","0307101-01","01","M"
"03","0307","0307101","0307101-02","02","M"
"03","0307","0307101","0307101-03","03","F"
"03","0307","0307101","0307101-04","04","F"
"03","0307","0307102","0307102-01","01","M"
"03","0307","0307102","0307102-02","02","M"
"03","0307","0307102","0307102-03","03","F"
"03","0307","0307102","0307102-04","04","F"
"03","0307","0307103","0307103-01","01","M"
"03","0307","0307103","0307103-02","02","M"
"03","0307","0307103","0307103-03","03","F"
"03","0307","0307103","0307103-04","04","F"
"03","0307","0307104","0307104-01","01","M"
"03","0307","0307104","0307104-02","02","M"
"03","0307","0307104","0307104-03","03","F"
"03","0307","0307105","0307105-01","01","M"
"03","0307","0307105","0307105-02","02","M"
"03","0307","0307105","0307105-03","03","F"
"03","0307","0307105","0307105-04","04","F"
"03","0307","0307106","0307106-01","01","M"
"03","0307","0307106","0307106-02","02","M"
"03","0307","0307106","0307106-03","03","F"
"03","0307","0307107","0307107-01","01","M"
"03","0307","0307107","0307107-02","02","M"
"03","0307","0307107","0307107-03","03","F"
"03","0307","0307108","0307108-01","01","M"
"03","0307","0307108","0307108-02","02","M"
"03","0307","0307108","0307108-03","03","F"
"03","0307","0307108","0307108-04","04","F"
"03","0307","0307109","0307109-01","01","M"
"03","0307","0307109","0307109-02","02","M"
"03","0307","0307109","0307109-03","03","F"
"03","0307","0307109","0307109-04","04","F"
"03","0307","0307110","0307110-01","01","M"
"03","0307","0307110","0307110-02","02","F"
"03","0307","0307110","0307110-03","03","F"
"03","0307","0307110","0307110-04","04","M"
"03","0307","0307111","0307111-01","01","M"
"03","0307","0307111","0307111-02","02","M"
"03","0307","0307111","0307111-03","03","F"
"03","0307","0307111","0307111-04","04","F"
"03","0307","0307112","0307112-01","01","M"
"03","0307","0307112","0307112-02","02","M"
"03","0307","0307112","0307112-03","03","M"
"03","0307","0307112","0307112-04","04","F"
"03","0307","0307112","0307112-05","05","F"
"03","0307","0307113","0307113-01","01","M"
"03","0307","0307113","0307113-02","02","M"
"03","0307","0307113","0307113-03","03","M"
"03","0307","0307113","0307113-04","04","F"
"03","0307","0307114","0307114-01","01","M"
"03","0307","0307114","0307114-02","02","M"
"03","0307","0307114","0307114-03","03","M"
"03","0307","0307114","0307114-04","04","F"
"03","0307","0307115","0307115-01","01","M"
"03","0307","0307115","0307115-02","02","M"
"03","0307","0307115","0307115-03","03","M"
"03","0307","0307115","0307115-04","04","F"
"03","0307","0307116","0307116-01","01","M"
"03","0307","0307116","0307116-02","02","M"
"03","0307","0307116","0307116-03","03","M"
"03","0307","0307116","0307116-04","04","F"
"03","0307","0307116","0307116-05","05","F"
"03","0307","0307117","0307117-01","01","M"
"03","0307","0307117","0307117-02","02","M"
"03","0307","0307117","0307117-03","03","F"
"03","0307","0307117","0307117-04","04","F"
"03","0307","0307118","0307118-01","01","M"
"03","0307","0307118","0307118-02","02","M"
"03","0307","0307118","0307118-03","03","F"
"03","0307","0307118","0307118-04","04","F"
"03","0307","0307119","0307119-01","01","M"
"03","0307","0307119","0307119-02","02","M"
"03","0307","0307119","0307119-03","03","F"
"03","0307","0307119","0307119-04","04","F"
"03","0307","0307119","0307119-05","05","K"
"03","0307","0307120","0307120-01","01","M"
"03","0307","0307120","0307120-02","02","M"
"03","0307","0307120","0307120-03","03","F"
"03","0307","0307121","0307121-01","01","M"
"03","0307","0307121","0307121-02","02","M"
"03","0307","0307121","0307121-03","03","F"
"03","0308","0308143","0308143-01","01","M"
"03","0308","0308143","0308143-02","02","F"
"03","0308","0308144","0308144-01","01","M"
"03","0308","0308144","0308144-02","02","F"
"03","0308","0308145","0308145-01","01","M"
"03","0308","0308145","0308145-02","02","M"
"03","0308","0308145","0308145-03","03","F"
"03","0308","0308147","0308147-01","01","M"
"03","0308","0308147","0308147-02","02","F"
"03","0308","0308148","0308148-01","01","M"
"03","0308","0308148","0308148-02","02","F"
"03","0308","0308149","0308149-01","01","M"
"03","0308","0308149","0308149-02","02","F"
"03","0309","0309122","0309122-01","01","M"
"03","0309","0309123","0309123-01","01","M"
"03","0309","0309123","0309123-02","02","F"
"03","0309","0309124","0309124-01","01","M"
"03","0309","0309124","0309124-02","02","F"
"03","0309","0309125","0309125-01","01","M"
"03","0309","0309126","0309126-01","01","M"
"03","0309","0309126","0309126-02","02","F"
"03","0309","0309127","0309127-01","01","M"
"03","0309","0309127","0309127-02","02","F"
"03","0309","0309128","0309128-01","01","M"
"03","0309","0309128","0309128-02","02","F"
"03","0309","0309129","0309129-01","01","M"
"03","0309","0309129","0309129-02","02","F"
"03","0309","0309130","0309130-01","01","M"
"03","0309","0309130","0309130-02","02","F"
"03","0309","0309131","0309131-01","01","M"
"03","0309","0309131","0309131-02","02","F"
"03","0310","0310132","0310132-01","01","M"
"03","0310","0310133","0310133-01","01","M"
"03","0310","0310133","0310133-02","02","F"
"03","0310","0310134","0310134-01","01","M"
"03","0310","0310134","0310134-02","02","F"
"03","0310","0310135","0310135-01","01","M"
"03","0310","0310135","0310135-02","02","F"
"03","0310","0310136","0310136-01","01","M"
"03","0310","0310136","0310136-02","02","F"
"03","0310","0310137","0310137-01","01","M"
"03","0310","0310137","0310137-02","02","F"
"03","0310","0310138","0310138-01","01","M"
"03","0310","0310138","0310138-02","02","F"
"03","0310","0310139","0310139-01","01","M"
"03","0310","0310139","0310139-02","02","F"
"03","0310","0310140","0310140-01","01","M"
"03","0310","0310140","0310140-02","02","F"
"03","0310","0310141","0310141-01","01","M"
"03","0310","0310141","0310141-02","02","F"
"03","0310","0310142","0310142-01","01","M"
"03","0310","0310142","0310142-02","02","F"
"04","0401","0401001","0401001-01","01","M"
"04","0401","0401001","0401001-02","02","M"
"04","0401","0401001","0401001-03","03","F"
"04","0401","0401002","0401002-02","02","F"
"04","0401","0401003","0401003-01","01","M"
"04","0401","0401003","0401003-02","02","F"
"04","0401","0401004","0401004-01","01","M"
"04","0401","0401004","0401004-02","02","F"
"04","0401","0401005","0401005-01","01","M"
"04","0401","0401005","0401005-02","02","F"
"04","0401","0401006","0401006-01","01","M"
"04","0401","0401006","0401006-02","02","M"
"04","0401","0401007","0401007-01","01","M"
"04","0401","0401009","0401009-01","01","M"
"04","0401","0401009","0401009-02","02","F"
"04","0401","0401010","0401010-02","02","F"
"04","0401","0401011","0401011-01","01","K"
"04","0401","0401011","0401011-02","02","K"
"04","0401","0401012","0401012-01","01","K"
"04","0401","0401012","0401012-02","02","K"
"04","0401","0401012","0401012-03","03","K"
"04","0402","0402014","0402014-01","01","M"
"04","0402","0402014","0402014-02","02","M"
"04","0402","0402014","0402014-03","03","F"
"04","0402","0402015","0402015-02","02","M"
"04","0402","0402015","0402015-03","03","F"
"04","0402","0402016","0402016-01","01","M"
"04","0402","0402016","0402016-03","03","F"
"04","0402","0402017","0402017-01","01","M"
"04","0402","0402017","0402017-02","02","M"
"04","0402","0402017","0402017-03","03","F"
"04","0402","0402018","0402018-01","01","M"
"04","0402","0402018","0402018-02","02","M"
"04","0402","0402018","0402018-03","03","F"
"04","0402","0402019","0402019-01","01","M"
"04","0402","0402019","0402019-02","02","M"
"04","0402","0402019","0402019-03","03","F"
"04","0402","0402020","0402020-01","01","M"
"04","0402","0402020","0402020-02","02","M"
"04","0402","0402020","0402020-03","03","F"
"04","0402","0402021","0402021-01","01","M"
"04","0402","0402021","0402021-02","02","M"
"04","0402","0402021","0402021-03","03","F"
"04","0402","0402022","0402022-01","01","M"
"04","0402","0402022","0402022-02","02","M"
"04","0402","0402022","0402022-03","03","F"
"04","0402","0402023","0402023-01","01","M"
"04","0402","0402023","0402023-03","03","F"
"04","0402","0402024","0402024-01","01","M"
"04","0402","0402024","0402024-02","02","M"
"04","0402","0402024","0402024-03","03","F"
"04","0403","0403025","0403025-01","01","M"
"04","0403","0403025","0403025-02","02","F"
"04","0403","0403026","0403026-01","01","M"
"04","0403","0403026","0403026-02","02","F"
"04","0403","0403027","0403027-01","01","M"
"04","0403","0403027","0403027-02","02","M"
"04","0403","0403027","0403027-03","03","F"
"04","0403","0403028","0403028-01","01","M"
"04","0403","0403028","0403028-02","02","M"
"04","0403","0403028","0403028-03","03","F"
"04","0403","0403029","0403029-01","01","M"
"04","0403","0403029","0403029-02","02","M"
"04","0403","0403029","0403029-03","03","F"
"04","0403","0403030","0403030-01","01","M"
"04","0403","0403030","0403030-02","02","F"
"04","0403","0403031","0403031-01","01","M"
"04","0403","0403031","0403031-02","02","F"
"04","0403","0403032","0403032-01","01","M"
"04","0403","0403032","0403032-02","02","M"
"04","0403","0403032","0403032-03","03","M"
"04","0403","0403032","0403032-04","04","F"
"04","0403","0403032","0403032-05","05","F"
"04","0403","0403033","0403033-01","01","M"
"04","0403","0403033","0403033-02","02","F"
"04","0404","0404034","0404034-01","01","M"
"04","0404","0404034","0404034-02","02","M"
"04","0404","0404034","0404034-03","03","F"
"04","0404","0404036","0404036-01","01","M"
"04","0404","0404036","0404036-02","02","F"
"04","0404","0404037","0404037-01","01","M"
"04","0404","0404037","0404037-02","02","F"
"04","0404","0404038","0404038-01","01","M"
"04","0404","0404038","0404038-02","02","F"
"04","0404","0404039","0404039-01","01","M"
"04","0404","0404039","0404039-02","02","F"
"04","0404","0404040","0404040-01","01","M"
"04","0404","0404040","0404040-02","02","F"
"04","0404","0404041","0404041-01","01","M"
"04","0404","0404041","0404041-02","02","F"
"04","0404","0404042","0404042-02","02","F"
"04","0404","0404043","0404043-01","01","M"
"04","0404","0404043","0404043-02","02","F"
"04","0404","0404044","0404044-01","01","M"
"04","0404","0404044","0404044-02","02","M"
"04","0404","0404044","0404044-03","03","F"
"04","0404","0404045","0404045-01","01","M"
"04","0404","0404045","0404045-02","02","M"
"04","0404","0404045","0404045-03","03","F"
"04","0404","0404046","0404046-01","01","M"
"04","0404","0404046","0404046-02","02","F"
"04","0404","0404047","0404047-01","01","M"
"04","0404","0404047","0404047-02","02","F"
"04","0404","0404048","0404048-01","01","M"
"04","0404","0404048","0404048-02","02","F"
"04","0404","0404049","0404049-01","01","M"
"04","0404","0404049","0404049-02","02","F"
"04","0404","0404050","0404050-01","01","M"
"04","0404","0404050","0404050-02","02","M"
"04","0404","0404050","0404050-03","03","F"
"04","0404","0404051","0404051-01","01","M"
"04","0404","0404051","0404051-02","02","F"
"04","0404","0404052","0404052-01","01","M"
"04","0404","0404052","0404052-02","02","F"
"04","0404","0404053","0404053-01","01","M"
"04","0404","0404053","0404053-02","02","M"
"04","0404","0404053","0404053-03","03","F"
"04","0404","0404054","0404054-01","01","M"
"04","0404","0404054","0404054-02","02","M"
"04","0404","0404054","0404054-03","03","F"
"04","0404","0404055","0404055-02","02","F"
"04","0404","0404056","0404056-01","01","M"
"04","0404","0404056","0404056-02","02","F"
"04","0404","0404057","0404057-01","01","M"
"04","0404","0404057","0404057-02","02","M"
"04","0404","0404057","0404057-03","03","F"
"04","0404","0404059","0404059-01","01","M"
"04","0404","0404059","0404059-02","02","F"
"04","0404","0404060","0404060-01","01","M"
"04","0404","0404060","0404060-02","02","F"
"04","0404","0404061","0404061-01","01","M"
"04","0404","0404062","0404062-01","01","M"
"04","0404","0404062","0404062-02","02","F"
"04","0404","0404063","0404063-01","01","M"
"04","0404","0404063","0404063-02","02","M"
"04","0404","0404063","0404063-03","03","F"
"04","0405","0405064","0405064-01","01","M"
"04","0405","0405067","0405067-01","01","M"
"04","0405","0405067","0405067-02","02","F"
"04","0405","0405068","0405068-01","01","M"
"04","0405","0405068","0405068-02","02","M"
"04","0405","0405069","0405069-01","01","M"
"04","0405","0405069","0405069-02","02","M"
"04","0405","0405069","0405069-03","03","M"
"04","0405","0405069","0405069-04","04","F"
"04","0405","0405069","0405069-05","05","F"
"04","0406","0406072","0406072-01","01","M"
"04","0406","0406072","0406072-02","02","F"
"04","0406","0406073","0406073-01","01","M"
"04","0406","0406073","0406073-02","02","M"
"04","0406","0406073","0406073-03","03","F"
"04","0406","0406073","0406073-04","04","F"
"04","0406","0406082","0406082-02","02","F"
"04","0407","0407083","0407083-01","01","M"
"04","0407","0407083","0407083-02","02","M"
"04","0407","0407084","0407084-01","01","M"
"04","0407","0407089","0407089-01","01","M"
"04","0407","0407089","0407089-02","02","M"
"04","0407","0407091","0407091-01","01","M"
"04","0407","0407091","0407091-02","02","M"
"04","0407","0407093","0407093-01","01","M"
"04","0407","0407093","0407093-02","02","M"
"04","0407","0407093","0407093-03","03","F"
"04","0407","0407097","0407097-02","02","M"
"04","0407","0407097","0407097-03","03","F"
"04","0407","0407100","0407100-02","02","M"
"04","0407","0407100","0407100-03","03","F"
"04","0407","0407100","0407100-04","04","F"
"04","0407","0407103","0407103-01","01","M"
"04","0407","0407103","0407103-02","02","M"
"04","0408","0408110","0408110-02","02","M"
"04","0408","0408110","0408110-03","03","F"
"04","0408","0408111","0408111-02","02","M"
"04","0408","0408111","0408111-03","03","F"
"04","0408","0408114","0408114-01","01","M"
"04","0408","0408116","0408116-01","01","M"
"04","0408","0408116","0408116-02","02","F"
"04","0408","0408117","0408117-01","01","M"
"04","0408","0408117","0408117-02","02","F"
"04","0408","0408118","0408118-01","01","M"
"04","0408","0408118","0408118-02","02","F"
"04","0408","0408120","0408120-01","01","M"
"04","0408","0408120","0408120-02","02","F"
"04","0408","0408121","0408121-01","01","M"
"04","0408","0408125","0408125-01","01","M"
"04","0408","0408125","0408125-02","02","M"
"04","0408","0408125","0408125-03","03","F"
"04","0408","0408127","0408127-01","01","M"
"04","0408","0408127","0408127-02","02","F"
"04","0408","0408132","0408132-01","01","M"
"04","0408","0408132","0408132-02","02","F"
"04","0408","0408133","0408133-01","01","M"
"04","0408","0408133","0408133-02","02","F"
"04","0408","0408139","0408139-01","01","M"
"04","0408","0408142","0408142-01","01","K"
"04","0408","0408142","0408142-02","02","K"
"04","0409","0409143","0409143-02","02","F"
"04","0409","0409144","0409144-01","01","M"
"04","0409","0409145","0409145-01","01","M"
"04","0409","0409147","0409147-01","01","M"
"04","0409","0409147","0409147-02","02","F"
"04","0409","0409148","0409148-01","01","M"
"04","0409","0409151","0409151-01","01","M"
"04","0409","0409151","0409151-02","02","M"
"04","0409","0409151","0409151-03","03","F"
"04","0409","0409154","0409154-01","01","M"
"04","0409","0409154","0409154-02","02","F"
"04","0409","0409156","0409156-01","01","M"
"04","0409","0409156","0409156-02","02","F"
"04","0409","0409158","0409158-01","01","M"
"04","0409","0409158","0409158-02","02","M"
"04","0409","0409160","0409160-03","03","K"
"05","0501","0501001","0501001-01","01","M"
"05","0501","0501001","0501001-02","02","M"
"05","0501","0501001","0501001-03","03","M"
"05","0501","0501001","0501001-04","04","M"
"05","0501","0501001","0501001-05","05","F"
"05","0501","0501001","0501001-06","06","F"
"05","0501","0501001","0501001-07","07","F"
"05","0501","0501002","0501002-02","02","M"
"05","0501","0501002","0501002-03","03","M"
"05","0501","0501002","0501002-05","05","M"
"05","0501","0501002","0501002-06","06","F"
"05","0501","0501002","0501002-07","07","F"
"05","0501","0501002","0501002-08","08","F"
"05","0501","0501003","0501003-01","01","M"
"05","0501","0501003","0501003-02","02","M"
"05","0501","0501003","0501003-03","03","M"
"05","0501","0501003","0501003-04","04","F"
"05","0501","0501004","0501004-01","01","M"
"05","0501","0501004","0501004-02","02","M"
"05","0501","0501004","0501004-03","03","M"
"05","0501","0501004","0501004-04","04","F"
"05","0501","0501004","0501004-05","05","F"
"05","0501","0501004","0501004-06","06","K"
"05","0501","0501004","0501004-07","07","K"
"05","0501","0501005","0501005-01","01","M"
"05","0501","0501005","0501005-02","02","M"
"05","0501","0501005","0501005-03","03","M"
"05","0501","0501005","0501005-04","04","F"
"05","0501","0501005","0501005-05","05","F"
"05","0501","0501007","0501007-01","01","M"
"05","0501","0501007","0501007-02","02","M"
"05","0501","0501007","0501007-03","03","M"
"05","0501","0501007","0501007-04","04","F"
"05","0501","0501007","0501007-05","05","F"
"05","0501","0501007","0501007-06","06","K"
"05","0501","0501007","0501007-07","07","K"
"05","0501","0501007","0501007-08","08","K"
"05","0501","0501008","0501008-01","01","M"
"05","0501","0501008","0501008-02","02","M"
"05","0501","0501008","0501008-03","03","F"
"05","0501","0501009","0501009-01","01","M"
"05","0501","0501009","0501009-02","02","M"
"05","0501","0501009","0501009-03","03","M"
"05","0501","0501009","0501009-05","05","M"
"05","0501","0501009","0501009-06","06","K"
"05","0501","0501009","0501009-07","07","K"
"05","0501","0501011","0501011-01","01","M"
"05","0501","0501011","0501011-02","02","M"
"05","0501","0501011","0501011-03","03","F"
"05","0501","0501014","0501014-01","01","M"
"05","0501","0501014","0501014-02","02","M"
"05","0501","0501016","0501016-01","01","M"
"05","0501","0501016","0501016-02","02","M"
"05","0501","0501016","0501016-03","03","F"
"05","0501","0501016","0501016-04","04","F"
"05","0501","0501017","0501017-01","01","M"
"05","0501","0501017","0501017-02","02","M"
"05","0501","0501017","0501017-03","03","F"
"05","0501","0501018","0501018-01","01","K"
"05","0501","0501018","0501018-02","02","K"
"05","0501","0501018","0501018-03","03","K"
"05","0501","0501019","0501019-01","01","M"
"05","0501","0501019","0501019-02","02","F"
"05","0501","0501019","0501019-03","03","K"
"05","0501","0501019","0501019-04","04","M"
"05","0501","0501020","0501020-01","01","M"
"05","0501","0501020","0501020-02","02","M"
"05","0501","0501020","0501020-03","03","F"
"05","0502","0502022","0502022-01","01","M"
"05","0502","0502022","0502022-02","02","M"
"05","0502","0502022","0502022-03","03","M"
"05","0502","0502022","0502022-04","04","M"
"05","0502","0502022","0502022-05","05","M"
"05","0502","0502022","0502022-06","06","F"
"05","0502","0502022","0502022-07","07","F"
"05","0502","0502023","0502023-02","02","M"
"05","0502","0502023","0502023-03","03","M"
"05","0502","0502023","0502023-06","06","F"
"05","0502","0502023","0502023-07","07","F"
"05","0502","0502028","0502028-01","01","M"
"05","0502","0502028","0502028-02","02","M"
"05","0502","0502028","0502028-03","03","F"
"05","0502","0502034","0502034-01","01","M"
"05","0502","0502034","0502034-02","02","M"
"05","0502","0502036","0502036-01","01","M"
"05","0502","0502036","0502036-02","02","M"
"05","0502","0502036","0502036-03","03","F"
"05","0503","0503043","0503043-01","01","M"
"05","0503","0503043","0503043-02","02","M"
"05","0503","0503043","0503043-03","03","M"
"05","0503","0503043","0503043-04","04","M"
"05","0503","0503043","0503043-05","05","M"
"05","0503","0503043","0503043-07","07","M"
"05","0503","0503043","0503043-10","10","F"
"05","0503","0503045","0503045-01","01","M"
"05","0503","0503045","0503045-02","02","M"
"05","0503","0503045","0503045-03","03","M"
"05","0503","0503045","0503045-04","04","F"
"05","0503","0503045","0503045-05","05","K"
"05","0504","0504046","0504046-01","01","M"
"05","0504","0504046","0504046-02","02","M"
"05","0504","0504046","0504046-03","03","M"
"05","0504","0504046","0504046-04","04","M"
"05","0504","0504046","0504046-05","05","M"
"05","0504","0504046","0504046-06","06","M"
"05","0504","0504046","0504046-07","07","F"
"05","0504","0504046","0504046-08","08","F"
"05","0504","0504046","0504046-09","09","F"
"05","0504","0504047","0504047-01","01","M"
"05","0504","0504047","0504047-02","02","M"
"05","0504","0504047","0504047-03","03","F"
"05","0504","0504047","0504047-04","04","K"
"05","0504","0504047","0504047-05","05","K"
"05","0504","0504048","0504048-01","01","M"
"05","0504","0504048","0504048-02","02","F"
"05","0504","0504048","0504048-03","03","K"
"05","0504","0504048","0504048-04","04","K"
"05","0504","0504049","0504049-01","01","M"
"05","0504","0504049","0504049-02","02","M"
"05","0504","0504049","0504049-03","03","M"
"05","0505","0505050","0505050-01","01","M"
"05","0505","0505050","0505050-02","02","M"
"05","0505","0505050","0505050-03","03","M"
"05","0505","0505050","0505050-04","04","F"
"05","0505","0505051","0505051-01","01","M"
"05","0505","0505051","0505051-02","02","M"
"05","0505","0505051","0505051-03","03","M"
"05","0505","0505051","0505051-04","04","F"
"05","0505","0505051","0505051-05","05","F"
"05","0505","0505052","0505052-01","01","M"
"05","0505","0505052","0505052-02","02","F"
"05","0505","0505053","0505053-01","01","M"
"05","0505","0505053","0505053-02","02","F"
"05","0505","0505054","0505054-01","01","M"
"05","0505","0505054","0505054-02","02","M"
"05","0505","0505054","0505054-03","03","F"
"05","0505","0505055","0505055-01","01","M"
"05","0505","0505055","0505055-02","02","M"
"05","0505","0505055","0505055-03","03","F"
"05","0505","0505056","0505056-01","01","M"
"05","0505","0505056","0505056-02","02","M"
"05","0505","0505056","0505056-03","03","F"
"05","0505","0505057","0505057-01","01","M"
"05","0505","0505057","0505057-02","02","M"
"05","0505","0505057","0505057-03","03","F"
"05","0505","0505057","0505057-04","04","K"
"05","0505","0505057","0505057-05","05","K"
"05","0505","0505058","0505058-01","01","M"
"05","0505","0505058","0505058-02","02","M"
"05","0505","0505058","0505058-03","03","M"
"05","0505","0505058","0505058-04","04","M"
"05","0505","0505058","0505058-05","05","F"
"05","0505","0505058","0505058-06","06","F"
"05","0505","0505059","0505059-01","01","M"
"05","0505","0505059","0505059-02","02","M"
"05","0505","0505059","0505059-03","03","F"
"05","0505","0505060","0505060-01","01","M"
"05","0505","0505060","0505060-02","02","F"
"05","0505","0505060","0505060-03","03","K"
"05","0505","0505060","0505060-04","04","K"
"05","0505","0505061","0505061-01","01","M"
"05","0505","0505061","0505061-02","02","M"
"05","0505","0505061","0505061-03","03","F"
"05","0505","0505062","0505062-01","01","M"
"05","0505","0505062","0505062-02","02","F"
"05","0505","0505062","0505062-03","03","M"
"05","0505","0505062","0505062-04","04","K"
"05","0505","0505063","0505063-01","01","M"
"05","0505","0505063","0505063-02","02","M"
"05","0505","0505063","0505063-03","03","F"
"05","0505","0505065","0505065-01","01","M"
"05","0505","0505065","0505065-02","02","M"
"05","0505","0505065","0505065-03","03","F"
"05","0505","0505065","0505065-04","04","K"
"05","0505","0505065","0505065-05","05","K"
"05","0505","0505066","0505066-01","01","M"
"05","0505","0505066","0505066-02","02","M"
"05","0505","0505066","0505066-03","03","F"
"05","0505","0505067","0505067-01","01","M"
"05","0505","0505067","0505067-02","02","M"
"05","0505","0505067","0505067-03","03","M"
"05","0505","0505067","0505067-04","04","F"
"05","0506","0506068","0506068-01","01","M"
"05","0506","0506068","0506068-02","02","M"
"05","0506","0506068","0506068-04","04","F"
"05","0506","0506068","0506068-05","05","F"
"05","0506","0506068","0506068-06","06","K"
"05","0506","0506068","0506068-07","07","K"
"05","0506","0506072","0506072-01","01","M"
"05","0506","0506072","0506072-02","02","M"
"05","0506","0506072","0506072-03","03","M"
"05","0506","0506072","0506072-04","04","F"
"05","0506","0506072","0506072-05","05","F"
"05","0506","0506072","0506072-06","06","F"
"05","0507","0507074","0507074-01","01","M"
"05","0507","0507074","0507074-02","02","M"
"05","0507","0507074","0507074-03","03","M"
"05","0507","0507074","0507074-04","04","M"
"05","0507","0507075","0507075-01","01","M"
"05","0507","0507075","0507075-02","02","M"
"05","0507","0507075","0507075-03","03","M"
"05","0507","0507075","0507075-05","05","M"
"05","0507","0507075","0507075-06","06","F"
"05","0507","0507075","0507075-07","07","F"
"05","0507","0507075","0507075-08","08","F"
"05","0507","0507075","0507075-09","09","F"
"05","0507","0507079","0507079-01","01","M"
"05","0507","0507079","0507079-02","02","M"
"05","0507","0507079","0507079-06","06","F"
"05","0507","0507079","0507079-07","07","F"
"06","0601","0601001","0601001-01","01","M"
"06","0601","0601001","0601001-02","02","M"
"06","0601","0601001","0601001-03","03","M"
"06","0601","0601002","0601002-01","01","M"
"06","0601","0601002","0601002-02","02","M"
"06","0601","0601002","0601002-03","03","M"
"06","0601","0601003","0601003-01","01","F"
"06","0601","0601003","0601003-02","02","F"
"06","0601","0601003","0601003-03","03","F"
"06","0601","0601004","0601004-01","01","M"
"06","0601","0601004","0601004-02","02","M"
"06","0601","0601004","0601004-03","03","M"
"06","0601","0601005","0601005-01","01","F"
"06","0601","0601005","0601005-02","02","F"
"06","0601","0601005","0601005-03","03","F"
"06","0601","0601006","0601006-01","01","M"
"06","0601","0601006","0601006-02","02","M"
"06","0601","0601006","0601006-03","03","M"
"06","0601","0601007","0601007-01","01","F"
"06","0601","0601007","0601007-02","02","F"
"06","0601","0601007","0601007-03","03","F"
"06","0601","0601008","0601008-01","01","M"
"06","0601","0601008","0601008-02","02","M"
"06","0601","0601008","0601008-03","03","M"
"06","0601","0601009","0601009-01","01","F"
"06","0601","0601009","0601009-02","02","F"
"06","0601","0601009","0601009-03","03","F"
"06","0601","0601010","0601010-01","01","M"
"06","0601","0601010","0601010-02","02","M"
"06","0601","0601010","0601010-03","03","M"
"06","0601","0601011","0601011-01","01","M"
"06","0601","0601011","0601011-02","02","F"
"06","0601","0601012","0601012-01","01","M"
"06","0601","0601012","0601012-02","02","M"
"06","0601","0601012","0601012-03","03","F"
"06","0601","0601013","0601013-01","01","M"
"06","0601","0601013","0601013-02","02","M"
"06","0601","0601013","0601013-03","03","M"
"06","0601","0601014","0601014-01","01","F"
"06","0601","0601014","0601014-02","02","F"
"06","0601","0601014","0601014-03","03","F"
"06","0601","0601015","0601015-01","01","M"
"06","0601","0601015","0601015-02","02","M"
"06","0601","0601016","0601016-01","01","M"
"06","0601","0601016","0601016-02","02","M"
"06","0601","0601016","0601016-03","03","M"
"06","0601","0601017","0601017-01","01","F"
"06","0601","0601017","0601017-02","02","F"
"06","0601","0601017","0601017-03","03","F"
"06","0601","0601018","0601018-01","01","M"
"06","0601","0601018","0601018-02","02","M"
"06","0601","0601018","0601018-03","03","F"
"06","0601","0601019","0601019-01","01","M"
"06","0601","0601019","0601019-02","02","M"
"06","0601","0601019","0601019-03","03","M"
"06","0601","0601020","0601020-01","01","F"
"06","0601","0601020","0601020-02","02","F"
"06","0601","0601020","0601020-03","03","F"
"06","0601","0601021","0601021-01","01","M"
"06","0601","0601021","0601021-02","02","M"
"06","0601","0601021","0601021-03","03","M"
"06","0601","0601022","0601022-01","01","M"
"06","0601","0601022","0601022-02","02","M"
"06","0601","0601022","0601022-03","03","F"
"06","0601","0601022","0601022-04","04","F"
"06","0601","0601023","0601023-01","01","M"
"06","0601","0601023","0601023-02","02","M"
"06","0601","0601023","0601023-03","03","F"
"06","0601","0601024","0601024-01","01","M"
"06","0601","0601024","0601024-02","02","M"
"06","0601","0601024","0601024-03","03","F"
"06","0601","0601024","0601024-04","04","F"
"06","0601","0601024","0601024-05","05","M"
"06","0601","0601025","0601025-01","01","M"
"06","0601","0601025","0601025-02","02","M"
"06","0601","0601025","0601025-03","03","M"
"06","0601","0601026","0601026-01","01","F"
"06","0601","0601026","0601026-02","02","F"
"06","0601","0601026","0601026-03","03","F"
"06","0601","0601027","0601027-01","01","M"
"06","0601","0601027","0601027-02","02","M"
"06","0601","0601027","0601027-03","03","M"
"06","0601","0601028","0601028-01","01","F"
"06","0601","0601028","0601028-02","02","F"
"06","0601","0601029","0601029-01","01","M"
"06","0601","0601029","0601029-02","02","M"
"06","0601","0601029","0601029-03","03","F"
"06","0601","0601032","0601032-01","01","M"
"06","0601","0601032","0601032-02","02","M"
