PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
1703103,2,M,31,0,12,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,4685858,4685858
1703111,2,F,10,0,0,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352201,8352201
1703100,2,M,65,25,36,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352207,8352207
1703204,1,M,75,0,17,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352204,8352204
1703103,1,M,47,2,18,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,102729466,102729466
1703204,1,M,1,0,17,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352219,8352219
1703099,3,F,85,1,52,261,QALA-I-ZAL,Kunduz,17,FALSE,M,54,8352221,8352221
1703100,2,M,6,0,36,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352202,8352202
1703102,1,M,70,0,31,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,262715,262715
1703204,1,M,18,0,17,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,13656405,13656405
1703102,1,M,61,0,31,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,3625892,3625892
1703104,2,M,84,2,9,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352205,8352205
1701026,1,M,1,2,13,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8352219,8352219
1701027,1,M,30,1,3,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,2042460,2042460
1701034,1,M,85,0,10,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,54,8352221,8352221
1701007,3,F,33,1,0,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,3152923,3152923
1701034,1,M,79,0,10,259,Provincial Center (Kunduz),Kunduz,17,FALSE,F,1,8352208,8352208
1701005,2,F,15,1,2,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8628908,8628908
1701008,5,F,21,3,2,259,Provincial Center (Kunduz),Kunduz,17,FALSE,F,1,138357,138357
1701027,2,M,53,0,17,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,2031120,2031120
1701015,1,F,50,3,4,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,54,4121601,4121601
1701199,1,M,53,0,4,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,2031120,2031120
1701049,2,F,27,1,4,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,3108159,3108159
1701036,1,M,27,1,2,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,3108159,3108159
1701001,3,M,85,4,9,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,54,8352221,8352221
1701003,1,M,15,10,21,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8628908,8628908
1703204,1,M,61,0,17,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,3625892,3625892
1701199,2,F,32,0,0,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8352215,8352215
1701003,3,F,35,2,29,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,660112,660112
1701015,3,F,3,2,4,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8927225,8927225
1701011,5,F,64,0,0,259,Provincial Center (Kunduz),Kunduz,17,FALSE,F,1,141013,141013
1701198,2,F,82,1,10,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,2033553,2033553
1701028,5,F,76,0,8,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,5611202,5611202
1702091,1,M,44,40,9,260,IMAM SAHEB,Kunduz,17,FALSE,M,1,1633341,1633341
1702093,2,M,76,3,0,260,IMAM SAHEB,Kunduz,17,FALSE,M,1,5611202,5611202
1701012,1,M,84,2,10,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8352205,8352205
1701003,4,M,32,1,9,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8352215,8352215
1701001,1,M,35,5,5,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,660112,660112
1701199,1,M,70,0,4,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,262715,262715
1701049,1,M,35,12,11,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,660112,660112
1703100,1,M,65,22,7,261,QALA-I-ZAL,Kunduz,17,FALSE,M,1,8352207,8352207
1702090,1,M,18,0,6,260,IMAM SAHEB,Kunduz,17,FALSE,M,1,13656405,13656405
1704120,7,F,15,0,0,262,CHAR DARA,Kunduz,17,FALSE,M,1,8628908,8628908
1701054,2,F,52,0,0,259,Provincial Center (Kunduz),Kunduz,17,FALSE,M,1,8352217,8352217
1702079,4,F,64,0,0,260,IMAM SAHEB,Kunduz,17,FALSE,F,1,141013,141013
1702096,3,F,38,0,0,260,IMAM SAHEB,Kunduz,17,FALSE,M,1,8352224,8352224
1702200,1,M,67,0,13,260,IMAM SAHEB,Kunduz,17,FALSE,M,1,102734879,102734879
1701021,1,M,51,0,0,259,Provincial Center (Kunduz),Kunduz,17,FALSE,F,1,12520623,12520623
