PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
502022,2,M,8,2,0,28,BARAKIBARAK,Logar,5,FALSE,M,2,7939506,7939506
505050,2,M,31,5,6,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,1553215,1553215
505057,1,M,37,4,1,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,1553218,1553218
505053,1,M,5,0,2,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,14139841,14139841
505059,3,F,29,4,0,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,638911,638911
505067,3,M,17,0,0,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,1553208,1553208
505065,3,F,31,1,7,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,1553215,1553215
505063,3,F,29,1,4,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,638911,638911
504047,3,F,29,2,0,30,KHUSHI,Logar,5,FALSE,M,1,638911,638911
506068,1,M,5,1,0,32,KHARWAR,Logar,5,FALSE,M,1,14139841,14139841
505057,3,F,19,0,0,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,1553209,1553209
504046,1,M,15,1,3,30,KHUSHI,Logar,5,FALSE,M,1,1553214,1553214
504049,3,M,21,3,0,30,KHUSHI,Logar,5,FALSE,M,1,642212,642212
504046,9,F,7,25,0,30,KHUSHI,Logar,5,FALSE,M,1,4896524,4896524
505053,2,F,39,0,1,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,2622602,2622602
505058,3,M,39,0,0,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,2622602,2622602
504046,5,M,38,15,13,30,KHUSHI,Logar,5,FALSE,F,1,1553211,1553211
501005,5,F,35,34,6,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,F,1,602367,602367
503043,3,M,39,0,0,29,CHARKH,Logar,5,FALSE,M,1,2622602,2622602
501016,2,M,11,4,0,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,M,1,1553213,1553213
501007,5,F,31,1,0,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,M,1,1553215,1553215
501002,8,F,22,61,0,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,F,1,7939516,79395161
501014,1,M,25,1,5,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,F,1,1553206,1553206
501009,1,M,16,20,0,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,M,1,5613959,5613959
501019,1,M,18,14,0,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,M,1,4895021,4895021
501005,3,M,21,6,2,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,M,1,642212,642212
501007,3,M,5,1,0,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,M,1,14139841,14139841
503043,7,M,31,1,7,29,CHARKH,Logar,5,FALSE,M,1,1553215,1553215
503045,4,F,6,22,0,29,CHARKH,Logar,5,FALSE,F,1,7939501,7939501
505053,2,F,14,0,1,31,MOHAMMAD AGHA,Logar,5,FALSE,M,1,639759,639759
505058,4,M,38,0,5,31,MOHAMMAD AGHA,Logar,5,FALSE,F,1,1553211,1553211
501002,2,M,6,10,7,27,PROVINCIAL CENTER (PULLE-ALAM),Logar,5,FALSE,F,1,7939501,7939501
505055,3,F,40,18,9,31,MOHAMMAD AGHA,Logar,5,FALSE,F,2,1553212,1553212
