"province_code","district_code","pc_code","ps_code","ps_number","ps_type","results_status","reporting_results","pre_prelim_invalidated_votes","final_votes","prelim_votes","net_prelim_final_change"
"07","0719","0719280","0719280-02","02","F","PRELIMINARY","YES",0,108,108,0
"07","0719","0719280","0719280-03","03","F","FINAL","YES",0,163,163,0
"07","0719","0719280","0719280-03","03","F","PRELIMINARY","YES",0,163,163,0
"08","0801","0801001","0801001-01","01","M","FINAL","YES",14,356,356,0
"08","0801","0801001","0801001-01","01","M","PRELIMINARY","YES",14,356,356,0
"08","0801","0801001","0801001-02","02","M","FINAL","YES",16,581,582,-1
"08","0801","0801001","0801001-02","02","M","PRELIMINARY","YES",16,581,582,-1
"08","0801","0801001","0801001-03","03","M","FINAL","YES",17,294,429,-135
"08","0801","0801001","0801001-03","03","M","PRELIMINARY","YES",17,294,429,-135
"08","0801","0801001","0801001-04","04","M","FINAL","YES",9,572,572,0
"08","0801","0801001","0801001-04","04","M","PRELIMINARY","YES",9,572,572,0
"08","0801","0801001","0801001-05","05","M","FINAL","YES",9,274,276,-2
"08","0801","0801001","0801001-05","05","M","PRELIMINARY","YES",9,274,276,-2
"08","0801","0801001","0801001-06","06","M","FINAL","YES",12,298,302,-4
"08","0801","0801001","0801001-06","06","M","PRELIMINARY","YES",12,298,302,-4
"08","0801","0801001","0801001-07","07","M","FINAL","YES",4,236,236,0
"08","0801","0801001","0801001-07","07","M","PRELIMINARY","YES",4,236,236,0
"08","0801","0801001","0801001-08","08","M","FINAL","YES",11,235,236,-1
"08","0801","0801001","0801001-08","08","M","PRELIMINARY","YES",11,235,236,-1
"08","0801","0801002","0801002-01","01","F","FINAL","YES",6,179,179,0
"08","0801","0801002","0801002-01","01","F","PRELIMINARY","YES",6,179,179,0
"08","0801","0801002","0801002-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0801","0801002","0801002-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801002","0801002-03","03","F","FINAL","NO",NA,NA,NA,NA
"08","0801","0801002","0801002-03","03","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801002","0801002-04","04","F","FINAL","YES",4,102,102,0
"08","0801","0801002","0801002-04","04","F","PRELIMINARY","YES",4,102,102,0
"08","0801","0801003","0801003-01","01","M","FINAL","YES",0,262,135,127
"08","0801","0801003","0801003-01","01","M","PRELIMINARY","YES",0,262,135,127
"08","0801","0801003","0801003-02","02","M","FINAL","YES",3,124,124,0
"08","0801","0801003","0801003-02","02","M","PRELIMINARY","YES",3,124,124,0
"08","0801","0801003","0801003-03","03","M","FINAL","YES",3,591,161,430
"08","0801","0801003","0801003-03","03","M","PRELIMINARY","YES",3,591,161,430
"08","0801","0801003","0801003-04","04","F","FINAL","NO",0,0,124,-124
"08","0801","0801003","0801003-04","04","F","PRELIMINARY","YES",0,0,124,-124
"08","0801","0801003","0801003-05","05","F","FINAL","YES",1,196,196,0
"08","0801","0801003","0801003-05","05","F","PRELIMINARY","YES",1,196,196,0
"08","0801","0801003","0801003-06","06","F","FINAL","YES",0,113,113,0
"08","0801","0801003","0801003-06","06","F","PRELIMINARY","YES",0,113,113,0
"08","0801","0801004","0801004-01","01","M","FINAL","YES",2,114,115,-1
"08","0801","0801004","0801004-01","01","M","PRELIMINARY","YES",2,114,115,-1
"08","0801","0801004","0801004-02","02","M","FINAL","YES",4,164,164,0
"08","0801","0801004","0801004-02","02","M","PRELIMINARY","YES",4,164,164,0
"08","0801","0801004","0801004-03","03","M","FINAL","YES",5,108,110,-2
"08","0801","0801004","0801004-03","03","M","PRELIMINARY","YES",5,108,110,-2
"08","0801","0801004","0801004-04","04","F","FINAL","YES",0,0,0,0
"08","0801","0801004","0801004-04","04","F","PRELIMINARY","YES",0,0,0,0
"08","0801","0801004","0801004-05","05","F","FINAL","YES",0,1,1,0
"08","0801","0801004","0801004-05","05","F","PRELIMINARY","YES",0,1,1,0
"08","0801","0801005","0801005-01","01","M","FINAL","NO",400,0,200,-200
"08","0801","0801005","0801005-01","01","M","PRELIMINARY","YES",400,0,200,-200
"08","0801","0801005","0801005-02","02","M","FINAL","NO",0,0,160,-160
"08","0801","0801005","0801005-02","02","M","PRELIMINARY","YES",0,0,160,-160
"08","0801","0801005","0801005-03","03","M","FINAL","NO",2,0,181,-181
"08","0801","0801005","0801005-03","03","M","PRELIMINARY","YES",2,0,181,-181
"08","0801","0801005","0801005-04","04","F","FINAL","NO",NA,NA,NA,NA
"08","0801","0801005","0801005-04","04","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801007","0801007-01","01","M","FINAL","YES",5,380,380,0
"08","0801","0801007","0801007-01","01","M","PRELIMINARY","YES",5,380,380,0
"08","0801","0801007","0801007-02","02","M","FINAL","YES",1,409,409,0
"08","0801","0801007","0801007-02","02","M","PRELIMINARY","YES",1,409,409,0
"08","0801","0801007","0801007-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0801","0801007","0801007-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801008","0801008-01","01","F","FINAL","NO",NA,NA,NA,NA
"08","0801","0801008","0801008-01","01","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801008","0801008-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0801","0801008","0801008-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801008","0801008-03","03","F","FINAL","NO",NA,NA,NA,NA
"08","0801","0801008","0801008-03","03","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801009","0801009-01","01","M","FINAL","YES",0,178,178,0
"08","0801","0801009","0801009-01","01","M","PRELIMINARY","YES",0,178,178,0
"08","0801","0801009","0801009-02","02","M","FINAL","YES",2,205,205,0
"08","0801","0801009","0801009-02","02","M","PRELIMINARY","YES",2,205,205,0
"08","0801","0801009","0801009-03","03","M","FINAL","YES",3,195,195,0
"08","0801","0801009","0801009-03","03","M","PRELIMINARY","YES",3,195,195,0
"08","0801","0801009","0801009-04","04","F","FINAL","YES",2,452,452,0
"08","0801","0801009","0801009-04","04","F","PRELIMINARY","YES",2,452,452,0
"08","0801","0801009","0801009-05","05","F","FINAL","YES",2,126,126,0
"08","0801","0801009","0801009-05","05","F","PRELIMINARY","YES",2,126,126,0
"08","0801","0801010","0801010-01","01","M","FINAL","YES",1,295,295,0
"08","0801","0801010","0801010-01","01","M","PRELIMINARY","YES",1,295,295,0
"08","0801","0801010","0801010-02","02","M","FINAL","YES",1,142,142,0
"08","0801","0801010","0801010-02","02","M","PRELIMINARY","YES",1,142,142,0
"08","0801","0801010","0801010-03","03","M","FINAL","YES",1,169,169,0
"08","0801","0801010","0801010-03","03","M","PRELIMINARY","YES",1,169,169,0
"08","0801","0801010","0801010-04","04","F","FINAL","YES",1,199,199,0
"08","0801","0801010","0801010-04","04","F","PRELIMINARY","YES",1,199,199,0
"08","0801","0801010","0801010-05","05","K","FINAL","YES",4,18,372,-354
"08","0801","0801010","0801010-05","05","K","PRELIMINARY","YES",4,18,372,-354
"08","0801","0801010","0801010-06","06","K","FINAL","YES",0,118,318,-200
"08","0801","0801010","0801010-06","06","K","PRELIMINARY","YES",0,118,318,-200
"08","0801","0801011","0801011-01","01","M","FINAL","YES",1,238,239,-1
"08","0801","0801011","0801011-01","01","M","PRELIMINARY","YES",1,238,239,-1
"08","0801","0801011","0801011-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0801","0801011","0801011-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801011","0801011-03","03","M","FINAL","YES",0,228,229,-1
"08","0801","0801011","0801011-03","03","M","PRELIMINARY","YES",0,228,229,-1
"08","0801","0801011","0801011-04","04","F","FINAL","YES",1,281,281,0
"08","0801","0801011","0801011-04","04","F","PRELIMINARY","YES",1,281,281,0
"08","0801","0801011","0801011-05","05","F","FINAL","YES",0,333,333,0
"08","0801","0801011","0801011-05","05","F","PRELIMINARY","YES",0,333,333,0
"08","0801","0801012","0801012-01","01","M","FINAL","YES",0,110,112,-2
"08","0801","0801012","0801012-01","01","M","PRELIMINARY","YES",0,110,112,-2
"08","0801","0801012","0801012-02","02","M","FINAL","YES",0,116,118,-2
"08","0801","0801012","0801012-02","02","M","PRELIMINARY","YES",0,116,118,-2
"08","0801","0801012","0801012-03","03","M","FINAL","YES",2,95,97,-2
"08","0801","0801012","0801012-03","03","M","PRELIMINARY","YES",2,95,97,-2
"08","0801","0801012","0801012-04","04","F","FINAL","YES",2,437,441,-4
"08","0801","0801012","0801012-04","04","F","PRELIMINARY","YES",2,437,441,-4
"08","0801","0801012","0801012-05","05","F","FINAL","YES",NA,NA,NA,NA
"08","0801","0801012","0801012-05","05","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801016","0801016-01","01","K","FINAL","YES",10,41,58,-17
"08","0801","0801016","0801016-01","01","K","PRELIMINARY","YES",10,41,58,-17
"08","0801","0801016","0801016-02","02","K","FINAL","YES",2,48,84,-36
"08","0801","0801016","0801016-02","02","K","PRELIMINARY","YES",2,48,84,-36
"08","0801","0801016","0801016-03","03","K","FINAL","YES",5,20,47,-27
"08","0801","0801016","0801016-03","03","K","PRELIMINARY","YES",5,20,47,-27
"08","0801","0801017","0801017-01","01","K","FINAL","NO",NA,NA,NA,NA
"08","0801","0801017","0801017-01","01","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801017","0801017-02","02","K","FINAL","NO",NA,NA,NA,NA
"08","0801","0801017","0801017-02","02","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801017","0801017-03","03","K","FINAL","NO",NA,NA,NA,NA
"08","0801","0801017","0801017-03","03","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0801","0801201","0801201-01","01","M","FINAL","YES",2,59,60,-1
"08","0801","0801201","0801201-01","01","M","PRELIMINARY","YES",2,59,60,-1
"08","0801","0801201","0801201-02","02","M","FINAL","YES",0,39,39,0
"08","0801","0801201","0801201-02","02","M","PRELIMINARY","YES",0,39,39,0
"08","0801","0801201","0801201-03","03","F","FINAL","YES",0,6,6,0
"08","0801","0801201","0801201-03","03","F","PRELIMINARY","YES",0,6,6,0
"08","0801","0801202","0801202-01","01","M","FINAL","YES",12,458,470,-12
"08","0801","0801202","0801202-01","01","M","PRELIMINARY","YES",12,458,470,-12
"08","0801","0801202","0801202-02","02","M","FINAL","YES",0,377,393,-16
"08","0801","0801202","0801202-02","02","M","PRELIMINARY","YES",0,377,393,-16
"08","0801","0801202","0801202-03","03","F","FINAL","YES",0,330,354,-24
"08","0801","0801202","0801202-03","03","F","PRELIMINARY","YES",0,330,354,-24
"08","0801","0801204","0801204-01","01","M","FINAL","YES",1,500,515,-15
"08","0801","0801204","0801204-01","01","M","PRELIMINARY","YES",1,500,515,-15
"08","0801","0801204","0801204-02","02","M","FINAL","YES",4,214,221,-7
"08","0801","0801204","0801204-02","02","M","PRELIMINARY","YES",4,214,221,-7
"08","0801","0801204","0801204-03","03","F","FINAL","YES",0,519,536,-17
"08","0801","0801204","0801204-03","03","F","PRELIMINARY","YES",0,519,536,-17
"08","0802","0802019","0802019-01","01","M","FINAL","NO",3,0,255,-255
"08","0802","0802019","0802019-01","01","M","PRELIMINARY","YES",3,0,255,-255
"08","0802","0802019","0802019-02","02","M","FINAL","NO",0,0,251,-251
"08","0802","0802019","0802019-02","02","M","PRELIMINARY","YES",0,0,251,-251
"08","0802","0802019","0802019-03","03","K","FINAL","YES",2,340,447,-107
"08","0802","0802019","0802019-03","03","K","PRELIMINARY","YES",2,340,447,-107
"08","0802","0802019","0802019-04","04","K","FINAL","YES",22,205,578,-373
"08","0802","0802019","0802019-04","04","K","PRELIMINARY","YES",22,205,578,-373
"08","0802","0802020","0802020-01","01","F","FINAL","YES",0,599,599,0
"08","0802","0802020","0802020-01","01","F","PRELIMINARY","YES",0,599,599,0
"08","0802","0802020","0802020-02","02","F","FINAL","YES",3,301,301,0
"08","0802","0802020","0802020-02","02","F","PRELIMINARY","YES",3,301,301,0
"08","0802","0802020","0802020-03","03","F","FINAL","YES",6,525,525,0
"08","0802","0802020","0802020-03","03","F","PRELIMINARY","YES",6,525,525,0
"08","0802","0802023","0802023-01","01","M","FINAL","YES",1,588,598,-10
"08","0802","0802023","0802023-01","01","M","PRELIMINARY","YES",1,588,598,-10
"08","0802","0802023","0802023-02","02","M","FINAL","YES",1,365,365,0
"08","0802","0802023","0802023-02","02","M","PRELIMINARY","YES",1,365,365,0
"08","0802","0802023","0802023-03","03","M","FINAL","YES",0,598,598,0
"08","0802","0802023","0802023-03","03","M","PRELIMINARY","YES",0,598,598,0
"08","0802","0802024","0802024-01","01","F","FINAL","YES",3,517,517,0
"08","0802","0802024","0802024-01","01","F","PRELIMINARY","YES",3,517,517,0
"08","0802","0802024","0802024-02","02","F","FINAL","YES",3,597,597,0
"08","0802","0802024","0802024-02","02","F","PRELIMINARY","YES",3,597,597,0
"08","0802","0802024","0802024-03","03","F","FINAL","YES",2,598,598,0
"08","0802","0802024","0802024-03","03","F","PRELIMINARY","YES",2,598,598,0
"08","0802","0802029","0802029-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802029","0802029-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802029","0802029-02","02","M","FINAL","YES",2,598,598,0
"08","0802","0802029","0802029-02","02","M","PRELIMINARY","YES",2,598,598,0
"08","0802","0802029","0802029-03","03","M","FINAL","YES",0,595,595,0
"08","0802","0802029","0802029-03","03","M","PRELIMINARY","YES",0,595,595,0
"08","0802","0802030","0802030-01","01","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802030","0802030-01","01","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802030","0802030-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802030","0802030-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802031","0802031-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802031","0802031-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802031","0802031-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802031","0802031-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802031","0802031-03","03","M","FINAL","YES",0,594,583,11
"08","0802","0802031","0802031-03","03","M","PRELIMINARY","YES",0,594,583,11
"08","0802","0802032","0802032-01","01","F","FINAL","YES",31,569,569,0
"08","0802","0802032","0802032-01","01","F","PRELIMINARY","YES",31,569,569,0
"08","0802","0802032","0802032-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802032","0802032-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802033","0802033-01","01","M","FINAL","YES",3,398,398,0
"08","0802","0802033","0802033-01","01","M","PRELIMINARY","YES",3,398,398,0
"08","0802","0802033","0802033-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802033","0802033-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802033","0802033-03","03","M","FINAL","YES",1,408,408,0
"08","0802","0802033","0802033-03","03","M","PRELIMINARY","YES",1,408,408,0
"08","0802","0802034","0802034-01","01","F","FINAL","YES",5,413,414,-1
"08","0802","0802034","0802034-01","01","F","PRELIMINARY","YES",5,413,414,-1
"08","0802","0802034","0802034-02","02","F","FINAL","YES",0,577,578,-1
"08","0802","0802034","0802034-02","02","F","PRELIMINARY","YES",0,577,578,-1
"08","0802","0802038","0802038-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802038","0802038-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802038","0802038-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802038","0802038-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802038","0802038-03","03","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802038","0802038-03","03","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802041","0802041-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802041","0802041-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802041","0802041-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802041","0802041-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802041","0802041-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802041","0802041-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802042","0802042-01","01","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802042","0802042-01","01","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802042","0802042-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802042","0802042-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802047","0802047-01","01","M","FINAL","YES",13,574,583,-9
"08","0802","0802047","0802047-01","01","M","PRELIMINARY","YES",13,574,583,-9
"08","0802","0802047","0802047-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802047","0802047-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802047","0802047-03","03","M","FINAL","YES",0,596,596,0
"08","0802","0802047","0802047-03","03","M","PRELIMINARY","YES",0,596,596,0
"08","0802","0802048","0802048-01","01","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802048","0802048-01","01","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802048","0802048-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802048","0802048-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802050","0802050-01","01","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802050","0802050-01","01","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802050","0802050-02","02","F","FINAL","YES",1,599,599,0
"08","0802","0802050","0802050-02","02","F","PRELIMINARY","YES",1,599,599,0
"08","0802","0802051","0802051-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802051","0802051-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802051","0802051-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802051","0802051-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802051","0802051-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802051","0802051-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802205","0802205-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802205","0802205-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802205","0802205-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0802","0802205","0802205-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0802","0802205","0802205-03","03","F","FINAL","NO",NA,NA,NA,NA
"08","0802","0802205","0802205-03","03","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803078","0803078-01","01","M","FINAL","YES",4,44,45,-1
"08","0803","0803078","0803078-01","01","M","PRELIMINARY","YES",4,44,45,-1
"08","0803","0803078","0803078-02","02","M","FINAL","YES",2,106,106,0
"08","0803","0803078","0803078-02","02","M","PRELIMINARY","YES",2,106,106,0
"08","0803","0803078","0803078-03","03","M","FINAL","YES",4,45,45,0
"08","0803","0803078","0803078-03","03","M","PRELIMINARY","YES",4,45,45,0
"08","0803","0803078","0803078-04","04","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803078","0803078-04","04","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803078","0803078-05","05","F","FINAL","YES",NA,NA,NA,NA
"08","0803","0803078","0803078-05","05","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803078","0803078-06","06","F","FINAL","NO",NA,NA,NA,NA
"08","0803","0803078","0803078-06","06","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803079","0803079-01","01","M","FINAL","NO",18,0,185,-185
"08","0803","0803079","0803079-01","01","M","PRELIMINARY","YES",18,0,185,-185
"08","0803","0803079","0803079-02","02","M","FINAL","NO",2,0,198,-198
"08","0803","0803079","0803079-02","02","M","PRELIMINARY","YES",2,0,198,-198
"08","0803","0803079","0803079-03","03","M","FINAL","NO",6,0,194,-194
"08","0803","0803079","0803079-03","03","M","PRELIMINARY","YES",6,0,194,-194
"08","0803","0803079","0803079-04","04","M","FINAL","NO",6,0,194,-194
"08","0803","0803079","0803079-04","04","M","PRELIMINARY","YES",6,0,194,-194
"08","0803","0803088","0803088-01","01","M","FINAL","YES",0,0,0,0
"08","0803","0803088","0803088-01","01","M","PRELIMINARY","YES",0,0,0,0
"08","0803","0803088","0803088-02","02","M","FINAL","YES",NA,NA,NA,NA
"08","0803","0803088","0803088-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803088","0803088-03","03","M","FINAL","YES",NA,NA,NA,NA
"08","0803","0803088","0803088-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803088","0803088-04","04","K","FINAL","NO",NA,NA,NA,NA
"08","0803","0803088","0803088-04","04","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803088","0803088-05","05","K","FINAL","NO",NA,NA,NA,NA
"08","0803","0803088","0803088-05","05","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-04","04","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-04","04","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-05","05","F","FINAL","NO",NA,NA,NA,NA
"08","0803","0803090","0803090-05","05","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803094","0803094-01","01","M","FINAL","YES",0,319,319,0
"08","0803","0803094","0803094-01","01","M","PRELIMINARY","YES",0,319,319,0
"08","0803","0803094","0803094-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803094","0803094-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803094","0803094-03","03","M","FINAL","YES",0,592,412,180
"08","0803","0803094","0803094-03","03","M","PRELIMINARY","YES",0,592,412,180
"08","0803","0803094","0803094-04","04","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803094","0803094-04","04","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803095","0803095-01","01","F","FINAL","YES",0,63,63,0
"08","0803","0803095","0803095-01","01","F","PRELIMINARY","YES",0,63,63,0
"08","0803","0803095","0803095-02","02","F","FINAL","YES",NA,NA,NA,NA
"08","0803","0803095","0803095-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803095","0803095-03","03","F","FINAL","YES",2,469,469,0
"08","0803","0803095","0803095-03","03","F","PRELIMINARY","YES",2,469,469,0
"08","0803","0803096","0803096-01","01","M","FINAL","YES",17,85,85,0
"08","0803","0803096","0803096-01","01","M","PRELIMINARY","YES",17,85,85,0
"08","0803","0803096","0803096-02","02","M","FINAL","YES",2,94,94,0
"08","0803","0803096","0803096-02","02","M","PRELIMINARY","YES",2,94,94,0
"08","0803","0803096","0803096-03","03","M","FINAL","YES",5,109,114,-5
"08","0803","0803096","0803096-03","03","M","PRELIMINARY","YES",5,109,114,-5
"08","0803","0803096","0803096-04","04","M","FINAL","YES",NA,NA,NA,NA
"08","0803","0803096","0803096-04","04","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-04","04","F","FINAL","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-04","04","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803103","0803103-05","05","K","FINAL","YES",0,2,2,0
"08","0803","0803103","0803103-05","05","K","PRELIMINARY","YES",0,2,2,0
"08","0803","0803103","0803103-06","06","K","FINAL","YES",NA,NA,NA,NA
"08","0803","0803103","0803103-06","06","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-02","02","M","FINAL","NO",1,0,443,-443
"08","0803","0803104","0803104-02","02","M","PRELIMINARY","YES",1,0,443,-443
"08","0803","0803104","0803104-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-04","04","M","FINAL","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-04","04","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-05","05","K","FINAL","NO",0,0,586,-586
"08","0803","0803104","0803104-05","05","K","PRELIMINARY","YES",0,0,586,-586
"08","0803","0803104","0803104-06","06","K","FINAL","NO",NA,NA,NA,NA
"08","0803","0803104","0803104-06","06","K","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803105","0803105-01","01","F","FINAL","YES",7,593,593,0
"08","0803","0803105","0803105-01","01","F","PRELIMINARY","YES",7,593,593,0
"08","0803","0803105","0803105-02","02","F","FINAL","NO",NA,NA,NA,NA
"08","0803","0803105","0803105-02","02","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0803","0803105","0803105-03","03","F","FINAL","NO",NA,NA,NA,NA
"08","0803","0803105","0803105-03","03","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0804","0804112","0804112-01","01","M","FINAL","YES",0,599,599,0
"08","0804","0804112","0804112-01","01","M","PRELIMINARY","YES",0,599,599,0
"08","0804","0804112","0804112-02","02","M","FINAL","YES",1,598,599,-1
"08","0804","0804112","0804112-02","02","M","PRELIMINARY","YES",1,598,599,-1
"08","0804","0804112","0804112-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0804","0804112","0804112-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0804","0804112","0804112-04","04","M","FINAL","YES",1,597,597,0
"08","0804","0804112","0804112-04","04","M","PRELIMINARY","YES",1,597,597,0
"08","0804","0804112","0804112-05","05","F","FINAL","YES",0,574,575,-1
"08","0804","0804112","0804112-05","05","F","PRELIMINARY","YES",0,574,575,-1
"08","0804","0804112","0804112-06","06","F","FINAL","NO",NA,NA,NA,NA
"08","0804","0804112","0804112-06","06","F","PRELIMINARY","NO",NA,NA,NA,NA
"08","0804","0804113","0804113-01","01","M","FINAL","NO",NA,NA,NA,NA
"08","0804","0804113","0804113-01","01","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0804","0804113","0804113-02","02","M","FINAL","NO",NA,NA,NA,NA
"08","0804","0804113","0804113-02","02","M","PRELIMINARY","NO",NA,NA,NA,NA
"08","0804","0804113","0804113-03","03","M","FINAL","NO",NA,NA,NA,NA
"08","0804","0804113","0804113-03","03","M","PRELIMINARY","NO",NA,NA,NA,NA
