"district_code","district_name_eng","district_name_dari","district_name_pashto","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","district_or_subdivision_name_pashto","provincial_capital"
"1806","NAMAKAB","نمک آب","نمک آب","1806","NAMAKAB","نمک آب","نمک آب","NO"
"1807","KALAFGAN","کلفگان","کلفگان","1807","KALAFGAN","کلفگان","کلفگان","NO"
"1808","FARKHAR","فرخار","فرخار","1808","FARKHAR","فرخار","فرخار","NO"
"1809","KHWAJAGHAR","خواجه غار","خواجه غار","1809","KHWAJAGHAR","خواجه غار","خواجه غار","NO"
"1810","RUSTAQ","رستاق","رستاق","1810","RUSTAQ","رستاق","رستاق","NO"
"1811","ESHKAMESH","اشکمش","اشکمش","1811","ESHKAMESH","اشکمش","اشکمش","NO"
"1812","DASHT QALA","دشت قلعه","دشت قلعه","1812","DASHT QALA","دشت قلعه","دشت قلعه","NO"
"1813","WARSAJ","ورسج","ورسج","1813","WARSAJ","ورسج","ورسج","NO"
"1814","KHWAJA BAHAUDIN","خواجه بهاوالدین","خواجه بهاوالدین","1814","KHWAJA BAHAUDIN","خواجه بهاوالدین","خواجه بهاوالدین","NO"
"1815","DARQAD","درقد","درقد","1815","DARQAD","درقد","درقد","NO"
"1816","CHAHAB","چا آب","چا آب","1816","CHAHAB","چا آب","چا آب","NO"
"1817","YANGI QALA","ینگی قلعه","ینگی قلعه","1817","YANGI QALA","ینگی قلعه","ینگی قلعه","NO"
"1901","KUNDUZ","کندز","کندز","1901","KUNDUZ","کندز","کندز","YES"
"1902","CHAHAR DARAH","چاردره","چاردره","1902","CHAHAR DARAH","چاردره","چاردره","NO"
"1903","ALI ABAD","علی آباد","علی آباد","1903","ALI ABAD","علی آباد","علی آباد","NO"
"1904","KHAN ABAD","خان آباد","خان آباد","1904","KHAN ABAD","خان آباد","خان آباد","NO"
"1905","EMAM SAHEB","حضرت امام صاحب","حضرت امام صاحب","1905","EMAM SAHEB","حضرت امام صاحب","حضرت امام صاحب","NO"
"1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO"
"1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO"
"1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO"
"1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO"
"1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO"
"2001","AYBAK","ایبک","ایبک","2001","AYBAK","ایبک","ایبک","YES"
"2002","HAZRATE SULTAN","حضرت سلطان","حضرت سلطان","2002","HAZRATE SULTAN","حضرت سلطان","حضرت سلطان","NO"
"2003","KHURAM WA SARBAGH","خرم و سارباغ","خرم و سارباغ","2003","KHURAM WA SARBAGH","خرم و سارباغ","خرم و سارباغ","NO"
"2004","FIROZ NAKHCHEER","فیروز نخچیر","فیروز نخچیر","2004","FIROZ NAKHCHEER","فیروز نخچیر","فیروز نخچیر","NO"
"2005","ROYE DOAB","روی دوآب","روی دوآب","2005","ROYE DOAB","روی دوآب","روی دوآب","NO"
"2006","DARAE SOFE PAYEN","دره صوف پائین","دره صوف پائین","2006","DARAE SOFE PAYEN","دره صوف پائین","دره صوف پائین","NO"
"2007","DARAE SOFE BALA","دره صوف بالا","دره صوف بالا","2007","DARAE SOFE BALA","دره صوف بالا","دره صوف بالا","NO"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-01","MAZARE SHARIF NAHIA 01","مزار شریفد ناحیه 01","مزار شریفد ناحیه 01","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-02","MAZARE SHARIF NAHIA 02","مزار شریفد ناحیه 02","مزار شریفد ناحیه 02","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-03","MAZARE SHARIF NAHIA 03","مزار شریفد ناحیه 03","مزار شریفد ناحیه 03","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-04","MAZARE SHARIF NAHIA 04","مزار شریفد ناحیه 04","مزار شریفد ناحیه 04","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-05","MAZARE SHARIF NAHIA 05","مزار شریفد ناحیه 05","مزار شریفد ناحیه 05","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-06","MAZARE SHARIF NAHIA 06","مزار شریفد ناحیه 06","مزار شریفد ناحیه 06","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-07","MAZARE SHARIF NAHIA 07","مزار شریفد ناحیه 07","مزار شریفد ناحیه 07","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-08","MAZARE SHARIF NAHIA 08","مزار شریفد ناحیه 08","مزار شریفد ناحیه 08","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-09","MAZARE SHARIF NAHIA 09","مزار شریفد ناحیه 09","مزار شریفد ناحیه 09","YES"
"2101","MAZARE SHARIF","مزار شریفد","مزار شریفد","2101-10","MAZARE SHARIF NAHIA 10","مزار شریفد ناحیه 10","مزار شریفد ناحیه 10","YES"
"2102","NAHR SHAHI","نهر شاهی","نهر شاهی","2102","NAHR SHAHI","نهر شاهی","نهر شاهی","NO"
"2103","DEHDADI","دهدادی","دهدادی","2103","DEHDADI","دهدادی","دهدادی","NO"
"2104","CHARKENT","چارکنت","چارکنت","2104","CHARKENT","چارکنت","چارکنت","NO"
"2105","MARMUL","مارمل","مارمل","2105","MARMUL","مارمل","مارمل","NO"
"2106","BALKH","بلخ","بلخ","2106","BALKH","بلخ","بلخ","NO"
"2107","SHOLGARA","شولگره","شولگره","2107","SHOLGARA","شولگره","شولگره","NO"
"2108","CHEMTAL","چمتال","چمتال","2108","CHEMTAL","چمتال","چمتال","NO"
"2109","DAWLATABAD","دولت آباد","دولت آباد","2109","DAWLATABAD","دولت آباد","دولت آباد","NO"
"2110","KHULM","خلم","خلم","2110","KHULM","خلم","خلم","NO"
"2111","CHARBOLAK","چار بولک","چار بولک","2111","CHARBOLAK","چار بولک","چار بولک","NO"
"2112","SHORTEPA","شور تیپه","شور تیپه","2112","SHORTEPA","شور تیپه","شور تیپه","NO"
"2113","KALDAR","کلدار","کلدار","2113","KALDAR","کلدار","کلدار","NO"
"2114","KUSHENDEH","کشنده","کشنده","2114","KUSHENDEH","کشنده","کشنده","NO"
"2115","ZARI","زاری","زاری","2115","ZARI","زاری","زاری","NO"
"2201","SARE PUL","سرپل","سرپل","2201","SARE PUL","سرپل","سرپل","YES"
"2202","SAYAD","صیاد","صیاد","2202","SAYAD","صیاد","صیاد","NO"
"2203","KOHESTANAT","کوهستانات","کوهستانات","2203","KOHESTANAT","کوهستانات","کوهستانات","NO"
"2204","SOZMAQALA","سوزمه قلعه","سوزمه قلعه","2204","SOZMAQALA","سوزمه قلعه","سوزمه قلعه","NO"
"2205","SANCHARAK","سنگ چارک","سنگ چارک","2205","SANCHARAK","سنگ چارک","سنگ چارک","NO"
"2206","GOSFANDI","گوسفندی","گوسفندی","2206","GOSFANDI","گوسفندی","گوسفندی","NO"
"2207","BALKHAB","بلخآب","بلخآب","2207","BALKHAB","بلخآب","بلخآب","NO"
"2301","FEROZKOH (CHEGHCHERAN)","چغچران","چغچران","2301","FEROZKOH (CHEGHCHERAN)","چغچران","چغچران","YES"
"2302","DOLAYNA","دولینه","دولینه","2302","DOLAYNA","دولینه","دولینه","NO"
"2303","DAWLATYAR","دولت یار","دولت یار","2303","DAWLATYAR","دولت یار","دولت یار","NO"
"2304","CHARSADA","چار صده","چار صده","2304","CHARSADA","چار صده","چار صده","NO"
"2305","PASABAND","پسابند","پسابند","2305","PASABAND","پسابند","پسابند","NO"
"2306","SHAHRAK","شهرک","شهرک","2306","SHAHRAK","شهرک","شهرک","NO"
"2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","NO"
"2308","TAYWARA","تیوره","تیوره","2308","TAYWARA","تیوره","تیوره","NO"
"2309","TOLAK","تولک","تولک","2309","TOLAK","تولک","تولک","NO"
"2310","SAGHAR","ساغر","ساغر","2310","SAGHAR","ساغر","ساغر","NO"
"2401","NILI","نیلی","نیلی","2401","NILI","نیلی","نیلی","YES"
"2402","SHAHRESTAN","شهرستان","شهرستان","2402","SHAHRESTAN","شهرستان","شهرستان","NO"
"2403","PATO","پاتو","پاتو","2403","PATO","پاتو","پاتو","NO"
"2404","ESHTARLAY","اشترلی","اشترلی","2404","ESHTARLAY","اشترلی","اشترلی","NO"
"2405","KHADER","خدیر","خدیر","2405","KHADER","خدیر","خدیر","NO"
"2406","KITI","کیتی","کیتی","2406","KITI","کیتی","کیتی","NO"
"2407","MERAMOR","میرامور","میرامور","2407","MERAMOR","میرامور","میرامور","NO"
"2408","SANG TAKHT","سنگ تخت","سنگ تخت","2408","SANG TAKHT","سنگ تخت","سنگ تخت","NO"
"2409","KAJRAN","کجران","کجران","2409","KAJRAN","کجران","کجران","NO"
"2501","TIRENKOT","ترینکوټ","ترینکوټ","2501","TIRENKOT","ترینکوټ","ترینکوټ","YES"
"2502","DEHRAWUD","دهراود","دهراود","2502","DEHRAWUD","دهراود","دهراود","NO"
"2503","CHORA","چوره","چوره","2503","CHORA","چوره","چوره","NO"
"2504","SHAHED HASAS","شهید حساس","شهید حساس","2504","SHAHED HASAS","شهید حساس","شهید حساس","NO"
"2505","KHASURUZGAN","خاص ارزگان","خاص ارزگان","2505","KHASURUZGAN","خاص ارزگان","خاص ارزگان","NO"
"2506","CHENARTO","چنارتو","چنارتو","2506","CHENARTO","چنارتو","چنارتو","NO"
"2507","GIZAB","گیزاب","گیزاب","2507","GIZAB","گیزاب","گیزاب","NO"
"2601","QALAT","قلات","قلات","2601","QALAT","قلات","قلات","YES"
"2602","TARNAK WA JALDAK","ترنک و جلدک","ترنک و جلدک","2602","TARNAK WA JALDAK","ترنک و جلدک","ترنک و جلدک","NO"
"2603","SHINKAI","شینکې","شینکې","2603","SHINKAI","شینکې","شینکې","NO"
"2604","MEZAN","میزان","میزان","2604","MEZAN","میزان","میزان","NO"
"2605","ARGHANDAB","ارغنداب","ارغنداب","2605","ARGHANDAB","ارغنداب","ارغنداب","NO"
"2606","SHAHJOY","شاه جوی","شاه جوی","2606","SHAHJOY","شاه جوی","شاه جوی","NO"
"2607","DAYCHOPAN","دایچوپان","دایچوپان","2607","DAYCHOPAN","دایچوپان","دایچوپان","NO"
"2608","ATGHAR","اتغر","اتغر","2608","ATGHAR","اتغر","اتغر","NO"
"2609","NAWBAHAR","نوبهار","نوبهار","2609","NAWBAHAR","نوبهار","نوبهار","NO"
"2610","SHUMULZAY","شملزائی","شملزائی","2610","SHUMULZAY","شملزائی","شملزائی","NO"
"2611","KAKAR","کاکړ","کاکړ","2611","KAKAR","کاکړ","کاکړ","NO"
"2701","KANDAHAR","کندهار","کندهار","2701-01","KANDAHAR NAHIA 01","کندهار ناحیه 01","کندهار ناحیه 01","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-02","KANDAHAR NAHIA 02","کندهار ناحیه 02","کندهار ناحیه 02","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-03","KANDAHAR NAHIA 03","کندهار ناحیه 03","کندهار ناحیه 03","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-04","KANDAHAR NAHIA 04","کندهار ناحیه 04","کندهار ناحیه 04","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-05","KANDAHAR NAHIA 05","کندهار ناحیه 05","کندهار ناحیه 05","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-06","KANDAHAR NAHIA 06","کندهار ناحیه 06","کندهار ناحیه 06","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-07","KANDAHAR NAHIA 07","کندهار ناحیه 07","کندهار ناحیه 07","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-08","KANDAHAR NAHIA 08","کندهار ناحیه 08","کندهار ناحیه 08","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-09","KANDAHAR NAHIA 09","کندهار ناحیه 09","کندهار ناحیه 09","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-10","KANDAHAR NAHIA 10","کندهار ناحیه 10","کندهار ناحیه 10","YES"
"2701","KANDAHAR","کندهار","کندهار","2701-13","KANDAHAR NAHIA 13","کندهار ناحیه 13","کندهار ناحیه 13","YES"
"2702","ARGHANDAB","ارغنداب","ارغنداب","2702","ARGHANDAB","ارغنداب","ارغنداب","NO"
"2703","DAMAN","دامان","دامان","2703","DAMAN","دامان","دامان","NO"
"2704","PANJWAYE","پنجوایې","پنجوایې","2704","PANJWAYE","پنجوایې","پنجوایې","NO"
"2705","ZHERAY","ژیړی","ژیړی","2705","ZHERAY","ژیړی","ژیړی","NO"
"2706","SHAHWALEKOT","شاه ولي كوټ","شاه ولي كوټ","2706","SHAHWALEKOT","شاه ولي كوټ","شاه ولي كوټ","NO"
"2707","KHAKREZ","خاک ریز","خاک ریز","2707","KHAKREZ","خاک ریز","خاک ریز","NO"
"2708","ARGHESTAN","ارغستان","ارغستان","2708","ARGHESTAN","ارغستان","ارغستان","NO"
"2709","GHORAK","غورك","غورك","2709","GHORAK","غورك","غورك","NO"
"2710","MAYWAND","میوند","میوند","2710","MAYWAND","میوند","میوند","NO"
"2711","SPENBOLDAK","سپین بولدک","سپین بولدک","2711","SPENBOLDAK","سپین بولدک","سپین بولدک","NO"
"2712","NESH","نيش","نيش","2712","NESH","نيش","نيش","NO"
"2713","MIYANSHIN","ميانشين","ميانشين","2713","MIYANSHIN","ميانشين","ميانشين","NO"
"2714","SHORABAK","شورابك","شورابك","2714","SHORABAK","شورابك","شورابك","NO"
"2715","MAROF","معروف","معروف","2715","MAROF","معروف","معروف","NO"
"2716","REG","ریګ","ریګ","2716","REG","ریګ","ریګ","NO"
"2717","DAND","ډند","ډند","2717","DAND","ډند","ډند","NO"
"2718","TAKHTAPUL","تخته پل","تخته پل","2718","TAKHTAPUL","تخته پل","تخته پل","NO"
"2801","SHEBERGHAN","شبرغان","شبرغان","2801","SHEBERGHAN","شبرغان","شبرغان","YES"
"2802","KHWAJA DOKOH","خواجه دوکوه","خواجه دوکوه","2802","KHWAJA DOKOH","خواجه دوکوه","خواجه دوکوه","NO"
"2803","KHANEQA","خانقاه","خانقاه","2803","KHANEQA","خانقاه","خانقاه","NO"
"2804","MENGAJEK","منگجیک","منگجیک","2804","MENGAJEK","منگجیک","منگجیک","NO"
"2805","QOSHTEPA","قوش تیپه","قوش تیپه","2805","QOSHTEPA","قوش تیپه","قوش تیپه","NO"
"2806","KHAMYAB","خم آب","خم آب","2806","KHAMYAB","خم آب","خم آب","NO"
"2807","AQCHA","آقچه","آقچه","2807","AQCHA","آقچه","آقچه","NO"
"2808","FAYZABAD","فیض آباد","فیض آباد","2808","FAYZABAD","فیض آباد","فیض آباد","NO"
"2809","MARDYAN","مردیان","مردیان","2809","MARDYAN","مردیان","مردیان","NO"
"2810","QARQEEN","قرقین","قرقین","2810","QARQEEN","قرقین","قرقین","NO"
"2811","DARZAB","درز آب","درز آب","2811","DARZAB","درز آب","درز آب","NO"
"2901","MAYMANA","میمنه","میمنه","2901","MAYMANA","میمنه","میمنه","YES"
"2902","PASHTONKOT","پشتون کوت","پشتون کوت","2902","PASHTONKOT","پشتون کوت","پشتون کوت","NO"
"2903","KHWAJA SABZPOSH","خواجه سبز پوش ولی","خواجه سبز پوش ولی","2903","KHWAJA SABZPOSH","خواجه سبز پوش ولی","خواجه سبز پوش ولی","NO"
"2904","ALMAR","المار","المار","2904","ALMAR","المار","المار","NO"
"2905","BELCHERAGH","بل چراغ","بل چراغ","2905","BELCHERAGH","بل چراغ","بل چراغ","NO"
"2906","SHIRINTAGAB","شیرین تگاب","شیرین تگاب","2906","SHIRINTAGAB","شیرین تگاب","شیرین تگاب","NO"
"2907","QAYSAR","قیصار","قیصار","2907","QAYSAR","قیصار","قیصار","NO"
"2908","GURZIWAN","گرزیوان","گرزیوان","2908","GURZIWAN","گرزیوان","گرزیوان","NO"
"2909","DAWLATABAD","دولت آباد","دولت آباد","2909","DAWLATABAD","دولت آباد","دولت آباد","NO"
"2910","KOHESTAN","کوهستان","کوهستان","2910","KOHESTAN","کوهستان","کوهستان","NO"
"2911","QARAMQUL","قرم قل","قرم قل","2911","QARAMQUL","قرم قل","قرم قل","NO"
"2912","QURGHAN","قرغان","قرغان","2912","QURGHAN","قرغان","قرغان","NO"
"2913","ANDKHOY","اندخوی","اندخوی","2913","ANDKHOY","اندخوی","اندخوی","NO"
"2914","KHAN CHAR BAGH","خان چار باغ","خان چار باغ","2914","KHAN CHAR BAGH","خان چار باغ","خان چار باغ","NO"
"3001","LASHKARGAH","لشکرگاه","لشکرگاه","3001","LASHKARGAH","لشکرگاه","لشکرگاه","YES"
"3002","NADALI","نادعلی","نادعلی","3002","NADALI","نادعلی","نادعلی","NO"
"3003","NAWAE BARAKZAYE","ناوه بارکزایی","ناوه بارکزایی","3003","NAWAE BARAKZAYE","ناوه بارکزایی","ناوه بارکزایی","NO"
"3004","NAHR SARAJ","نهرسراج","نهرسراج","3004","NAHR SARAJ","نهرسراج","نهرسراج","NO"
"3005","WASHIR","واشیر","واشیر","3005","WASHIR","واشیر","واشیر","NO"
"3006","GARMSER","گرم سیر","گرم سیر","3006","GARMSER","گرم سیر","گرم سیر","NO"
"3007","NAWZAD","نوزاد","نوزاد","3007","NAWZAD","نوزاد","نوزاد","NO"
"3008","SANGEEN","سنگین قلعه","سنگین قلعه","3008","SANGEEN","سنگین قلعه","سنگین قلعه","NO"
"3009","MOSAQALA","موسی قلعه","موسی قلعه","3009","MOSAQALA","موسی قلعه","موسی قلعه","NO"
"3010","KAJAKI","کجکی","کجکی","3010","KAJAKI","کجکی","کجکی","NO"
"3011","REG(KHAN NESHIN)","ریگ خانشین","ریگ خانشین","3011","REG(KHAN NESHIN)","ریگ خانشین","ریگ خانشین","NO"
"3012","BAGHRAN","باغران","باغران","3012","BAGHRAN","باغران","باغران","NO"
"3013","DISHO","دیشو","دیشو","3013","DISHO","دیشو","دیشو","NO"
"3014","MARJA","مارجه","مارجه","3014","MARJA","مارجه","مارجه","NO"
"3015","NAWAMISH","ناوه میش","ناوه میش","3015","NAWAMISH","ناوه میش","ناوه میش","NO"
"3101","QALAE NAW","قلعه نو","قلعه نو","3101","QALAE NAW","قلعه نو","قلعه نو","YES"
"3102","ABKAMARI","آبکمری","آبکمری","3102","ABKAMARI","آبکمری","آبکمری","NO"
"3103","MUQUR","مقر","مقر","3103","MUQUR","مقر","مقر","NO"
"3104","QADEES","قادس","قادس","3104","QADEES","قادس","قادس","NO"
"3105","MURGHAB","بالا مرغاب","بالا مرغاب","3105","MURGHAB","بالا مرغاب","بالا مرغاب","NO"
"3106","JAWAND","جوند","جوند","3106","JAWAND","جوند","جوند","NO"
"3107","GHORMACH","غورماچ","غورماچ","3107","GHORMACH","غورماچ","غورماچ","NO"
"3201","HERAT","هرات","هرات","3201-01","HERAT NAHIA 01","هرات ناحیه 01","هرات ناحیه 01","YES"
"3201","HERAT","هرات","هرات","3201-02","HERAT NAHIA 02","هرات ناحیه 02","هرات ناحیه 02","YES"
"3201","HERAT","هرات","هرات","3201-03","HERAT NAHIA 03","هرات ناحیه 03","هرات ناحیه 03","YES"
"3201","HERAT","هرات","هرات","3201-04","HERAT NAHIA 04","هرات ناحیه 04","هرات ناحیه 04","YES"
"3201","HERAT","هرات","هرات","3201-05","HERAT NAHIA 05","هرات ناحیه 05","هرات ناحیه 05","YES"
"3201","HERAT","هرات","هرات","3201-06","HERAT NAHIA 06","هرات ناحیه 06","هرات ناحیه 06","YES"
"3201","HERAT","هرات","هرات","3201-07","HERAT NAHIA 07","هرات ناحیه 07","هرات ناحیه 07","YES"
"3201","HERAT","هرات","هرات","3201-08","HERAT NAHIA 08","هرات ناحیه 08","هرات ناحیه 08","YES"
"3201","HERAT","هرات","هرات","3201-09","HERAT NAHIA 09","هرات ناحیه 09","هرات ناحیه 09","YES"
"3201","HERAT","هرات","هرات","3201-10","HERAT NAHIA 10","هرات ناحیه 10","هرات ناحیه 10","YES"
"3201","HERAT","هرات","هرات","3201-11","HERAT NAHIA 11","هرات ناحیه 11","هرات ناحیه 11","YES"
"3201","HERAT","هرات","هرات","3201-12","HERAT NAHIA 12","هرات ناحیه 12","هرات ناحیه 12","YES"
"3201","HERAT","هرات","هرات","3201-13","HERAT NAHIA 13","هرات ناحیه 13","هرات ناحیه 13","YES"
"3201","HERAT","هرات","هرات","3201-14","HERAT NAHIA 14","هرات ناحیه 14","هرات ناحیه 14","YES"
"3201","HERAT","هرات","هرات","3201-15","HERAT NAHIA 15","هرات ناحیه 15","هرات ناحیه 15","YES"
"3202","ENJEEL","انجیل","انجیل","3202","ENJEEL","انجیل","انجیل","NO"
"3203","GUZARA","گذره","گذره","3203","GUZARA","گذره","گذره","NO"
"3204","KARUKH","کرخ","کرخ","3204","KARUKH","کرخ","کرخ","NO"
"3205","ZENDAJAN","زنده جان","زنده جان","3205","ZENDAJAN","زنده جان","زنده جان","NO"
"3206","PASHTON ZARGHON","پشتون زرغون","پشتون زرغون","3206","PASHTON ZARGHON","پشتون زرغون","پشتون زرغون","NO"
"3207","KUSHK","کشک (رباط سنگی)","کشک (رباط سنگی)","3207","KUSHK","کشک (رباط سنگی)","کشک (رباط سنگی)","NO"
"3208","GULRAN","گلران","گلران","3208","GULRAN","گلران","گلران","NO"
"3209","ADRASKAN","ادرسکن","ادرسکن","3209","ADRASKAN","ادرسکن","ادرسکن","NO"
"3210","KUSHK KUHNA","کشک کهنه","کشک کهنه","3210","KUSHK KUHNA","کشک کهنه","کشک کهنه","NO"
"3211","GHORYAN","غوریان","غوریان","3211","GHORYAN","غوریان","غوریان","NO"
"3212","OBI","اوبه","اوبه","3212","OBI","اوبه","اوبه","NO"
"3213","KOHSAN","کهسان","کهسان","3213","KOHSAN","کهسان","کهسان","NO"
"3214","SHEENDND","شیندند","شیندند","3214","SHEENDND","شیندند","شیندند","NO"
"3215","FARSI","فرسی","فرسی","3215","FARSI","فرسی","فرسی","NO"
"3216","CHISHT SHAREF","چشت شریف","چشت شریف","3216","CHISHT SHAREF","چشت شریف","چشت شریف","NO"
"3217","ZIR KOH","زیرکوه","زیرکوه","3217","ZIR KOH","زیرکوه","زیرکوه","NO"
"3218","PUSHT KOH","پشت کوه","پشت کوه","3218","PUSHT KOH","پشت کوه","پشت کوه","NO"
"3219","KOHE ZOR","کوه زور","کوه زور","3219","KOHE ZOR","کوه زور","کوه زور","NO"
"3220","ZAWOL","زاول","زاول","3220","ZAWOL","زاول","زاول","NO"
"3301","FARAH","فراه","فراه","3301","FARAH","فراه","فراه","YES"
"3302","PUSHTROD","پشت رود","پشت رود","3302","PUSHTROD","پشت رود","پشت رود","NO"
"3303","KHAK SAFID","خاک سفید","خاک سفید","3303","KHAK SAFID","خاک سفید","خاک سفید","NO"
"3304","QALAYE KAH","قلعه کاه","قلعه کاه","3304","QALAYE KAH","قلعه کاه","قلعه کاه","NO"
"3305","SHIBKOH","شیب کوه","شیب کوه","3305","SHIBKOH","شیب کوه","شیب کوه","NO"
"3306","BALABLOK","بالا بلوک","بالا بلوک","3306","BALABLOK","بالا بلوک","بالا بلوک","NO"
"3307","ANARDARA","انار دره","انار دره","3307","ANARDARA","انار دره","انار دره","NO"
"3308","BAKWA","بکواه","بکواه","3308","BAKWA","بکواه","بکواه","NO"
"3309","LASH JUWAYN","لاش جوین","لاش جوین","3309","LASH JUWAYN","لاش جوین","لاش جوین","NO"
"3310","GULESTAN","گلستان","گلستان","3310","GULESTAN","گلستان","گلستان","NO"
"3311","PURCHAMAN","پرچمن","پرچمن","3311","PURCHAMAN","پرچمن","پرچمن","NO"
"3401","ZARANJ","زرنج","زرنج","3401","ZARANJ","زرنج","زرنج","YES"
"3402","KANG","کنگ","کنگ","3402","KANG","کنگ","کنگ","NO"
"3403","CHAKHANSOR","اصل چغانسور","اصل چغانسور","3403","CHAKHANSOR","اصل چغانسور","اصل چغانسور","NO"
"3404","CHAR BURJAK","چاربرجک","چاربرجک","3404","CHAR BURJAK","چاربرجک","چاربرجک","NO"
"3405","KHASHROD","خاشرود","خاشرود","3405","KHASHROD","خاشرود","خاشرود","NO"
"3406","DELARAM","دلارام","دلارام","3406","DELARAM","دلارام","دلارام","NO"
