"province_code","district_code","pc_code","ps_code"
"06","0610","0610247","0610247-01"
"06","0610","0610247","0610247-02"
"06","0610","0610248","0610248-01"
"06","0610","0610248","0610248-02"
"06","0610","0610248","0610248-03"
"06","0610","0610249","0610249-01"
"06","0610","0610249","0610249-02"
"06","0610","0610249","0610249-03"
"06","0610","0610250","0610250-01"
"06","0610","0610250","0610250-02"
"06","0610","0610250","0610250-03"
"06","0610","0610251","0610251-01"
"06","0610","0610251","0610251-02"
"06","0610","0610251","0610251-03"
"06","0610","0610254","0610254-01"
"06","0610","0610254","0610254-02"
"06","0611","0611258","0611258-01"
"06","0611","0611258","0611258-02"
"06","0611","0611259","0611259-01"
"06","0611","0611259","0611259-02"
"06","0611","0611259","0611259-03"
"06","0611","0611260","0611260-01"
"06","0611","0611260","0611260-02"
"06","0611","0611260","0611260-03"
"06","0611","0611260","0611260-04"
"06","0611","0611260","0611260-05"
"06","0611","0611261","0611261-01"
"06","0611","0611261","0611261-02"
"06","0611","0611261","0611261-03"
"06","0611","0611262","0611262-01"
"06","0611","0611262","0611262-02"
"06","0611","0611262","0611262-03"
"06","0611","0611263","0611263-01"
"06","0611","0611263","0611263-02"
"06","0611","0611263","0611263-03"
"06","0611","0611264","0611264-01"
"06","0611","0611264","0611264-02"
"06","0611","0611264","0611264-03"
"06","0611","0611264","0611264-04"
"06","0611","0611265","0611265-01"
"06","0611","0611265","0611265-02"
"06","0611","0611265","0611265-03"
"06","0611","0611265","0611265-04"
"06","0611","0611266","0611266-01"
"06","0611","0611266","0611266-02"
"06","0611","0611266","0611266-03"
"06","0611","0611267","0611267-01"
"06","0611","0611267","0611267-02"
"06","0611","0611267","0611267-03"
"06","0611","0611268","0611268-01"
"06","0611","0611268","0611268-02"
"06","0611","0611269","0611269-01"
"06","0611","0611269","0611269-02"
"06","0611","0611269","0611269-03"
"06","0611","0611270","0611270-01"
"06","0611","0611270","0611270-02"
"06","0611","0611270","0611270-03"
"06","0611","0611270","0611270-04"
"06","0611","0611271","0611271-01"
"06","0611","0611271","0611271-02"
"06","0611","0611271","0611271-03"
"06","0612","0612273","0612273-01"
"06","0612","0612273","0612273-02"
"06","0612","0612273","0612273-03"
"06","0612","0612273","0612273-04"
"06","0612","0612273","0612273-05"
"06","0612","0612273","0612273-06"
"06","0612","0612273","0612273-07"
"06","0612","0612274","0612274-01"
"06","0612","0612274","0612274-02"
"06","0612","0612274","0612274-03"
"06","0612","0612274","0612274-04"
"06","0612","0612275","0612275-01"
"06","0612","0612275","0612275-02"
"06","0612","0612275","0612275-03"
"06","0612","0612275","0612275-04"
"06","0612","0612275","0612275-05"
"06","0612","0612276","0612276-01"
"06","0612","0612276","0612276-02"
"06","0612","0612276","0612276-03"
"06","0612","0612276","0612276-04"
"06","0612","0612277","0612277-01"
"06","0612","0612277","0612277-02"
"06","0612","0612277","0612277-03"
"06","0612","0612277","0612277-04"
"06","0612","0612278","0612278-01"
"06","0612","0612278","0612278-02"
"06","0612","0612278","0612278-03"
"06","0612","0612279","0612279-01"
"06","0612","0612279","0612279-02"
"06","0612","0612279","0612279-03"
"06","0612","0612279","0612279-04"
"06","0612","0612279","0612279-05"
"06","0612","0612279","0612279-06"
"06","0612","0612279","0612279-07"
"06","0612","0612279","0612279-08"
"06","0612","0612279","0612279-09"
"06","0612","0612280","0612280-01"
"06","0612","0612280","0612280-02"
"06","0612","0612280","0612280-03"
"06","0612","0612280","0612280-04"
"06","0612","0612281","0612281-01"
"06","0612","0612281","0612281-02"
"06","0612","0612281","0612281-03"
"06","0612","0612281","0612281-04"
"06","0612","0612282","0612282-01"
"06","0612","0612282","0612282-02"
"06","0612","0612282","0612282-03"
"06","0612","0612282","0612282-04"
"06","0612","0612282","0612282-05"
"06","0612","0612283","0612283-01"
"06","0612","0612283","0612283-02"
"06","0612","0612283","0612283-03"
"06","0612","0612283","0612283-04"
"06","0612","0612283","0612283-05"
"06","0612","0612284","0612284-01"
"06","0612","0612284","0612284-02"
"06","0612","0612284","0612284-03"
"06","0612","0612284","0612284-04"
"06","0612","0612285","0612285-01"
"06","0612","0612285","0612285-02"
"06","0612","0612285","0612285-03"
"06","0612","0612285","0612285-04"
"06","0612","0612286","0612286-01"
"06","0612","0612286","0612286-02"
"06","0612","0612287","0612287-01"
"06","0612","0612287","0612287-02"
"06","0612","0612288","0612288-01"
"06","0612","0612288","0612288-02"
"06","0613","0613289","0613289-01"
"06","0613","0613289","0613289-02"
"06","0613","0613290","0613290-01"
"06","0613","0613290","0613290-02"
"06","0613","0613290","0613290-03"
"06","0613","0613290","0613290-04"
"06","0613","0613291","0613291-01"
"06","0613","0613292","0613292-01"
"06","0613","0613292","0613292-02"
"06","0613","0613293","0613293-01"
"06","0613","0613293","0613293-02"
"06","0613","0613294","0613294-01"
"06","0613","0613294","0613294-02"
"06","0613","0613295","0613295-01"
"06","0613","0613295","0613295-02"
"06","0613","0613296","0613296-01"
"06","0613","0613296","0613296-02"
"06","0613","0613296","0613296-03"
"06","0613","0613296","0613296-04"
"06","0613","0613296","0613296-05"
"06","0613","0613296","0613296-06"
"06","0613","0613297","0613297-01"
"06","0613","0613297","0613297-02"
"06","0613","0613297","0613297-03"
"06","0613","0613297","0613297-04"
"06","0613","0613298","0613298-01"
"06","0613","0613298","0613298-02"
"06","0613","0613298","0613298-03"
"06","0613","0613298","0613298-04"
"06","0613","0613299","0613299-01"
"06","0613","0613299","0613299-02"
"06","0613","0613299","0613299-03"
"06","0613","0613300","0613300-01"
"06","0613","0613300","0613300-02"
"06","0613","0613300","0613300-03"
"06","0613","0613300","0613300-04"
"06","0613","0613300","0613300-05"
"06","0613","0613301","0613301-01"
"06","0613","0613301","0613301-02"
"06","0613","0613301","0613301-03"
"06","0613","0613301","0613301-04"
"06","0613","0613301","0613301-05"
"06","0613","0613301","0613301-06"
"06","0613","0613302","0613302-01"
"06","0613","0613302","0613302-02"
"06","0613","0613302","0613302-03"
"06","0613","0613303","0613303-01"
"06","0613","0613304","0613304-01"
"06","0613","0613304","0613304-02"
"06","0613","0613305","0613305-01"
"06","0613","0613305","0613305-02"
"06","0613","0613305","0613305-03"
"06","0614","0614306","0614306-01"
"06","0614","0614306","0614306-02"
"06","0614","0614306","0614306-03"
"06","0614","0614307","0614307-01"
"06","0614","0614307","0614307-02"
"06","0614","0614307","0614307-03"
"06","0614","0614307","0614307-04"
"06","0614","0614307","0614307-05"
"06","0614","0614309","0614309-01"
"06","0614","0614309","0614309-02"
"06","0614","0614310","0614310-01"
"06","0614","0614310","0614310-02"
"06","0614","0614310","0614310-03"
"06","0614","0614310","0614310-04"
"06","0614","0614310","0614310-05"
"06","0614","0614311","0614311-01"
"06","0614","0614311","0614311-02"
"06","0614","0614311","0614311-03"
"06","0614","0614311","0614311-04"
"06","0614","0614312","0614312-01"
"06","0614","0614312","0614312-02"
"06","0614","0614312","0614312-03"
"06","0614","0614313","0614313-01"
"06","0614","0614313","0614313-02"
"06","0614","0614314","0614314-01"
"06","0614","0614314","0614314-02"
"06","0614","0614315","0614315-01"
"06","0614","0614315","0614315-02"
"06","0614","0614316","0614316-01"
"06","0614","0614316","0614316-02"
"06","0614","0614317","0614317-01"
"06","0614","0614317","0614317-02"
"06","0614","0614317","0614317-03"
"06","0614","0614318","0614318-01"
"06","0614","0614318","0614318-02"
"06","0614","0614318","0614318-03"
"06","0614","0614319","0614319-01"
"06","0614","0614319","0614319-02"
"06","0614","0614319","0614319-03"
"06","0614","0614319","0614319-04"
"06","0614","0614320","0614320-01"
"06","0614","0614320","0614320-02"
"06","0614","0614320","0614320-03"
"06","0614","0614320","0614320-04"
"06","0615","0615324","0615324-01"
"06","0615","0615325","0615325-01"
"06","0615","0615325","0615325-02"
"06","0615","0615325","0615325-03"
"06","0615","0615325","0615325-04"
"06","0615","0615325","0615325-05"
"06","0615","0615325","0615325-06"
"06","0615","0615326","0615326-01"
"06","0615","0615326","0615326-02"
"06","0615","0615327","0615327-01"
"06","0615","0615327","0615327-02"
"06","0615","0615327","0615327-03"
"06","0615","0615327","0615327-04"
"06","0615","0615328","0615328-01"
"06","0615","0615328","0615328-02"
"06","0615","0615328","0615328-03"
"06","0615","0615328","0615328-04"
"06","0615","0615329","0615329-01"
"06","0615","0615329","0615329-02"
"06","0615","0615329","0615329-03"
"06","0615","0615329","0615329-04"
"06","0615","0615330","0615330-01"
"06","0615","0615330","0615330-02"
"06","0615","0615331","0615331-01"
"06","0615","0615331","0615331-02"
"06","0615","0615331","0615331-03"
"06","0615","0615332","0615332-01"
"06","0615","0615332","0615332-02"
"06","0615","0615332","0615332-03"
"06","0615","0615333","0615333-01"
"06","0615","0615333","0615333-02"
"06","0615","0615346","0615346-01"
"06","0615","0615346","0615346-02"
"06","0615","0615347","0615347-01"
"06","0615","0615347","0615347-02"
"06","0615","0615348","0615348-01"
"06","0615","0615348","0615348-02"
"06","0615","0615348","0615348-03"
"06","0615","0615348","0615348-04"
"06","0615","0615349","0615349-01"
"06","0615","0615349","0615349-02"
"06","0616","0616358","0616358-01"
"06","0616","0616358","0616358-02"
"06","0616","0616358","0616358-03"
"06","0616","0616359","0616359-01"
"06","0616","0616359","0616359-02"
"06","0616","0616359","0616359-03"
"06","0616","0616359","0616359-04"
"06","0616","0616360","0616360-01"
"06","0616","0616360","0616360-02"
"06","0616","0616360","0616360-03"
"06","0616","0616361","0616361-01"
"06","0616","0616361","0616361-02"
"06","0616","0616361","0616361-03"
"06","0616","0616361","0616361-04"
"06","0616","0616362","0616362-01"
"06","0616","0616362","0616362-02"
"06","0616","0616363","0616363-01"
"06","0616","0616363","0616363-02"
"06","0616","0616363","0616363-03"
"06","0616","0616363","0616363-04"
"06","0616","0616363","0616363-05"
"06","0616","0616363","0616363-06"
"06","0616","0616363","0616363-07"
"06","0616","0616365","0616365-01"
"06","0616","0616365","0616365-02"
"06","0616","0616365","0616365-03"
"06","0616","0616365","0616365-04"
"06","0616","0616366","0616366-01"
"06","0616","0616366","0616366-02"
"06","0616","0616366","0616366-03"
"06","0616","0616366","0616366-04"
"06","0616","0616366","0616366-05"
"06","0616","0616366","0616366-06"
"06","0616","0616366","0616366-07"
"06","0616","0616368","0616368-01"
"06","0616","0616368","0616368-02"
"06","0616","0616368","0616368-03"
"06","0616","0616368","0616368-04"
"06","0616","0616368","0616368-05"
"06","0616","0616368","0616368-06"
"06","0617","0617371","0617371-01"
"06","0617","0617371","0617371-02"
"06","0617","0617371","0617371-03"
"06","0617","0617371","0617371-04"
"06","0617","0617372","0617372-01"
"06","0617","0617372","0617372-02"
"06","0617","0617373","0617373-01"
"06","0617","0617373","0617373-02"
"06","0617","0617373","0617373-03"
"06","0617","0617373","0617373-04"
"06","0617","0617373","0617373-05"
"06","0617","0617373","0617373-06"
"06","0617","0617374","0617374-01"
"06","0617","0617374","0617374-02"
"06","0617","0617374","0617374-03"
"06","0617","0617374","0617374-04"
"06","0617","0617374","0617374-05"
"06","0617","0617376","0617376-01"
"06","0617","0617376","0617376-02"
"06","0617","0617376","0617376-03"
"06","0617","0617376","0617376-04"
"06","0617","0617376","0617376-05"
"06","0617","0617376","0617376-06"
"06","0617","0617376","0617376-07"
"06","0617","0617376","0617376-08"
"06","0617","0617377","0617377-01"
"06","0617","0617377","0617377-02"
"06","0617","0617377","0617377-03"
"06","0617","0617377","0617377-04"
"06","0617","0617377","0617377-05"
"06","0617","0617378","0617378-01"
"06","0617","0617378","0617378-02"
"06","0617","0617378","0617378-03"
"06","0617","0617378","0617378-04"
"06","0617","0617379","0617379-01"
"06","0617","0617379","0617379-02"
"06","0617","0617380","0617380-01"
"06","0617","0617380","0617380-02"
"06","0617","0617380","0617380-03"
"06","0617","0617380","0617380-04"
"06","0617","0617381","0617381-01"
"06","0617","0617381","0617381-02"
"06","0617","0617381","0617381-03"
"06","0617","0617381","0617381-04"
"06","0617","0617382","0617382-01"
"06","0617","0617382","0617382-02"
"06","0617","0617382","0617382-03"
"06","0617","0617383","0617383-01"
"06","0617","0617383","0617383-02"
"06","0617","0617383","0617383-03"
"06","0617","0617383","0617383-04"
"06","0617","0617383","0617383-05"
"06","0617","0617383","0617383-06"
"06","0617","0617387","0617387-01"
"06","0617","0617387","0617387-02"
"06","0617","0617387","0617387-03"
"06","0617","0617388","0617388-01"
"06","0617","0617388","0617388-02"
"06","0617","0617388","0617388-03"
"06","0618","0618390","0618390-01"
"06","0618","0618390","0618390-02"
"06","0618","0618390","0618390-03"
"06","0618","0618390","0618390-04"
"06","0618","0618390","0618390-05"
"06","0618","0618390","0618390-06"
"06","0618","0618390","0618390-07"
"06","0618","0618391","0618391-01"
"06","0618","0618391","0618391-02"
"06","0618","0618391","0618391-03"
"06","0618","0618391","0618391-04"
"06","0618","0618391","0618391-05"
"06","0618","0618391","0618391-06"
"06","0618","0618391","0618391-07"
"06","0619","0619399","0619399-01"
"06","0619","0619399","0619399-02"
"06","0620","0620415","0620415-01"
"06","0620","0620415","0620415-02"
"06","0620","0620416","0620416-01"
"06","0620","0620416","0620416-02"
"06","0620","0620416","0620416-03"
"06","0620","0620417","0620417-01"
"06","0620","0620417","0620417-02"
"06","0620","0620417","0620417-03"
"06","0620","0620418","0620418-01"
"06","0620","0620418","0620418-02"
"06","0620","0620418","0620418-03"
"06","0620","0620419","0620419-01"
"06","0620","0620419","0620419-02"
"06","0620","0620419","0620419-03"
"06","0620","0620419","0620419-04"
"06","0620","0620420","0620420-01"
"06","0620","0620420","0620420-02"
"06","0620","0620420","0620420-03"
"06","0620","0620420","0620420-04"
"06","0620","0620420","0620420-05"
"06","0620","0620420","0620420-06"
"06","0620","0620420","0620420-07"
"06","0620","0620420","0620420-08"
"06","0620","0620420","0620420-09"
"06","0620","0620420","0620420-10"
"06","0620","0620420","0620420-11"
"06","0620","0620420","0620420-12"
"06","0620","0620420","0620420-13"
"06","0620","0620420","0620420-14"
"06","0621","0621426","0621426-01"
"06","0621","0621426","0621426-02"
"06","0621","0621427","0621427-01"
"06","0621","0621427","0621427-02"
"06","0621","0621427","0621427-03"
"06","0621","0621428","0621428-01"
"06","0621","0621428","0621428-02"
"06","0621","0621430","0621430-01"
"06","0621","0621431","0621431-01"
"06","0621","0621431","0621431-02"
"06","0621","0621431","0621431-03"
"06","0621","0621431","0621431-04"
"06","0622","0622446","0622446-01"
"06","0622","0622446","0622446-02"
"06","0622","0622446","0622446-03"
"06","0622","0622447","0622447-01"
"06","0622","0622447","0622447-02"
"06","0622","0622447","0622447-03"
"06","0622","0622447","0622447-04"
"06","0622","0622448","0622448-01"
"06","0622","0622448","0622448-02"
"06","0622","0622448","0622448-03"
"06","0622","0622449","0622449-01"
"06","0622","0622449","0622449-02"
"06","0622","0622449","0622449-03"
"06","0622","0622450","0622450-01"
"06","0622","0622450","0622450-02"
"06","0622","0622450","0622450-03"
"06","0622","0622451","0622451-01"
"06","0622","0622451","0622451-02"
"06","0622","0622451","0622451-03"
"06","0622","0622451","0622451-04"
"06","0622","0622452","0622452-01"
"06","0622","0622452","0622452-02"
"06","0622","0622452","0622452-03"
"06","0622","0622453","0622453-01"
"06","0622","0622453","0622453-02"
"06","0622","0622453","0622453-03"
"06","0622","0622454","0622454-01"
"06","0622","0622454","0622454-02"
"06","0622","0622455","0622455-01"
"06","0622","0622455","0622455-02"
"06","0622","0622455","0622455-03"
"06","0622","0622456","0622456-01"
"06","0622","0622456","0622456-02"
"06","0622","0622456","0622456-03"
"06","0622","0622457","0622457-01"
"06","0622","0622457","0622457-02"
"06","0622","0622457","0622457-03"
"06","0623","0623337","0623337-01"
"06","0623","0623337","0623337-02"
"06","0623","0623337","0623337-03"
"06","0623","0623338","0623338-01"
"06","0623","0623338","0623338-02"
"06","0623","0623338","0623338-03"
"06","0623","0623341","0623341-01"
"06","0623","0623341","0623341-02"
"06","0623","0623342","0623342-01"
"06","0623","0623342","0623342-02"
"06","0623","0623343","0623343-01"
"06","0623","0623343","0623343-02"
"06","0623","0623343","0623343-03"
"06","0623","0623344","0623344-01"
"06","0623","0623344","0623344-02"
"06","0623","0623344","0623344-03"
"06","0623","0623345","0623345-01"
"06","0623","0623345","0623345-02"
"06","0623","0623350","0623350-01"
"06","0623","0623350","0623350-02"
"06","0623","0623351","0623351-01"
"06","0623","0623351","0623351-02"
"06","0623","0623353","0623353-01"
"06","0623","0623353","0623353-02"
"06","0623","0623353","0623353-03"
"06","0623","0623353","0623353-04"
"06","0623","0623355","0623355-01"
"06","0623","0623355","0623355-02"
"06","0623","0623355","0623355-03"
"06","0623","0623355","0623355-04"
"06","0623","0623355","0623355-05"
"07","0701","0701001","0701001-01"
"07","0701","0701001","0701001-02"
"07","0701","0701001","0701001-03"
"07","0701","0701001","0701001-04"
"07","0701","0701001","0701001-05"
"07","0701","0701001","0701001-06"
"07","0701","0701001","0701001-07"
"07","0701","0701001","0701001-08"
"07","0701","0701001","0701001-09"
"07","0701","0701001","0701001-10"
"07","0701","0701001","0701001-11"
"07","0701","0701001","0701001-12"
"07","0701","0701001","0701001-13"
"07","0701","0701001","0701001-14"
"07","0701","0701001","0701001-15"
"07","0701","0701001","0701001-16"
"07","0701","0701001","0701001-17"
"07","0701","0701001","0701001-18"
"07","0701","0701001","0701001-19"
"07","0701","0701001","0701001-20"
"07","0701","0701002","0701002-01"
"07","0701","0701002","0701002-02"
"07","0701","0701002","0701002-03"
"07","0701","0701002","0701002-04"
"07","0701","0701002","0701002-05"
"07","0701","0701002","0701002-06"
"07","0701","0701002","0701002-07"
"07","0701","0701002","0701002-08"
"07","0701","0701002","0701002-09"
"07","0701","0701002","0701002-10"
"07","0701","0701003","0701003-01"
"07","0701","0701003","0701003-02"
"07","0701","0701003","0701003-03"
"07","0701","0701003","0701003-04"
"07","0701","0701003","0701003-05"
"07","0701","0701003","0701003-06"
"07","0701","0701003","0701003-07"
"07","0701","0701003","0701003-08"
"07","0701","0701003","0701003-09"
"07","0701","0701003","0701003-10"
"07","0701","0701003","0701003-11"
"07","0701","0701004","0701004-01"
"07","0701","0701004","0701004-02"
"07","0701","0701004","0701004-03"
"07","0701","0701005","0701005-01"
"07","0701","0701005","0701005-02"
"07","0701","0701005","0701005-03"
"07","0701","0701006","0701006-01"
"07","0701","0701006","0701006-02"
"07","0701","0701006","0701006-03"
"07","0701","0701006","0701006-04"
"07","0701","0701006","0701006-05"
"07","0701","0701006","0701006-06"
"07","0701","0701006","0701006-07"
"07","0701","0701006","0701006-08"
"07","0701","0701007","0701007-01"
"07","0701","0701007","0701007-02"
"07","0701","0701007","0701007-03"
"07","0701","0701007","0701007-04"
"07","0701","0701007","0701007-05"
"07","0701","0701007","0701007-06"
"07","0701","0701007","0701007-07"
"07","0701","0701008","0701008-01"
"07","0701","0701008","0701008-02"
"07","0701","0701008","0701008-03"
"07","0701","0701008","0701008-04"
"07","0701","0701008","0701008-05"
"07","0701","0701008","0701008-06"
"07","0701","0701009","0701009-01"
"07","0701","0701009","0701009-02"
"07","0701","0701009","0701009-03"
"07","0701","0701009","0701009-04"
"07","0701","0701009","0701009-05"
"07","0701","0701010","0701010-01"
"07","0701","0701010","0701010-02"
"07","0701","0701010","0701010-03"
"07","0701","0701011","0701011-01"
"07","0701","0701011","0701011-02"
"07","0701","0701011","0701011-03"
"07","0701","0701011","0701011-04"
"07","0701","0701012","0701012-01"
"07","0701","0701012","0701012-02"
"07","0701","0701012","0701012-03"
"07","0701","0701012","0701012-04"
"07","0701","0701012","0701012-05"
"07","0701","0701012","0701012-06"
"07","0701","0701013","0701013-01"
"07","0701","0701013","0701013-02"
"07","0701","0701013","0701013-03"
"07","0701","0701013","0701013-04"
"07","0701","0701014","0701014-01"
"07","0701","0701014","0701014-02"
"07","0701","0701014","0701014-03"
"07","0701","0701014","0701014-04"
"07","0701","0701014","0701014-05"
"07","0701","0701014","0701014-06"
"07","0701","0701014","0701014-07"
"07","0701","0701014","0701014-08"
"07","0701","0701015","0701015-01"
"07","0701","0701015","0701015-02"
"07","0701","0701015","0701015-03"
"07","0701","0701015","0701015-04"
"07","0701","0701016","0701016-01"
"07","0701","0701016","0701016-02"
"07","0701","0701017","0701017-01"
"07","0701","0701017","0701017-02"
"07","0701","0701017","0701017-03"
"07","0701","0701018","0701018-01"
"07","0701","0701019","0701019-01"
"07","0701","0701019","0701019-02"
"07","0701","0701019","0701019-03"
"07","0701","0701019","0701019-04"
"07","0701","0701019","0701019-05"
"07","0701","0701020","0701020-01"
"07","0701","0701020","0701020-02"
"07","0701","0701020","0701020-03"
"07","0701","0701020","0701020-04"
"07","0701","0701021","0701021-01"
"07","0701","0701021","0701021-02"
"07","0701","0701021","0701021-03"
"07","0701","0701021","0701021-04"
"07","0701","0701022","0701022-01"
"07","0701","0701023","0701023-01"
"07","0701","0701024","0701024-01"
"07","0701","0701024","0701024-02"
"07","0701","0701025","0701025-01"
"07","0701","0701025","0701025-02"
"07","0701","0701025","0701025-03"
"07","0701","0701124","0701124-01"
"07","0701","0701124","0701124-02"
"07","0701","0701124","0701124-03"
"07","0701","0701124","0701124-04"
"07","0701","0701124","0701124-05"
"07","0701","0701124","0701124-06"
"07","0701","0701124","0701124-07"
"07","0701","0701124","0701124-08"
"07","0701","0701124","0701124-09"
"07","0702","0702026","0702026-01"
"07","0702","0702026","0702026-02"
"07","0702","0702026","0702026-03"
"07","0702","0702027","0702027-01"
"07","0702","0702027","0702027-02"
"07","0702","0702027","0702027-03"
"07","0702","0702027","0702027-04"
"07","0702","0702027","0702027-05"
"07","0702","0702027","0702027-06"
"07","0702","0702027","0702027-07"
"07","0702","0702028","0702028-01"
"07","0702","0702028","0702028-02"
"07","0702","0702028","0702028-03"
"07","0702","0702028","0702028-04"
"07","0702","0702028","0702028-05"
"07","0702","0702029","0702029-01"
"07","0702","0702029","0702029-02"
"07","0702","0702029","0702029-03"
"07","0702","0702029","0702029-04"
"07","0702","0702029","0702029-05"
"07","0702","0702029","0702029-06"
"07","0702","0702030","0702030-01"
"07","0702","0702030","0702030-02"
"07","0702","0702030","0702030-03"
"07","0702","0702030","0702030-04"
"07","0702","0702030","0702030-05"
"07","0702","0702030","0702030-06"
"07","0702","0702030","0702030-07"
"07","0702","0702030","0702030-08"
"07","0702","0702031","0702031-01"
"07","0702","0702031","0702031-02"
"07","0702","0702031","0702031-03"
"07","0702","0702031","0702031-04"
"07","0702","0702031","0702031-05"
"07","0702","0702031","0702031-06"
"07","0702","0702031","0702031-07"
"07","0702","0702031","0702031-08"
"07","0702","0702031","0702031-09"
"07","0702","0702032","0702032-01"
"07","0702","0702032","0702032-02"
"07","0702","0702032","0702032-03"
"07","0702","0702032","0702032-04"
"07","0702","0702032","0702032-05"
"07","0702","0702032","0702032-06"
"07","0702","0702033","0702033-01"
"07","0702","0702033","0702033-02"
"07","0702","0702033","0702033-03"
"07","0702","0702033","0702033-04"
"07","0702","0702033","0702033-05"
"07","0702","0702033","0702033-06"
"07","0702","0702034","0702034-01"
"07","0702","0702034","0702034-02"
"07","0702","0702034","0702034-03"
"07","0702","0702034","0702034-04"
"07","0702","0702034","0702034-05"
"07","0702","0702035","0702035-01"
"07","0702","0702035","0702035-02"
"07","0702","0702035","0702035-03"
"07","0702","0702036","0702036-01"
"07","0702","0702036","0702036-02"
"07","0702","0702036","0702036-03"
"07","0702","0702036","0702036-04"
"07","0702","0702037","0702037-01"
"07","0702","0702037","0702037-02"
"07","0702","0702037","0702037-03"
"07","0702","0702037","0702037-04"
"07","0702","0702037","0702037-05"
"07","0702","0702037","0702037-06"
"07","0702","0702037","0702037-07"
"07","0702","0702037","0702037-08"
"07","0702","0702038","0702038-01"
"07","0702","0702038","0702038-02"
"07","0702","0702038","0702038-03"
"07","0702","0702038","0702038-04"
"07","0702","0702039","0702039-01"
"07","0702","0702039","0702039-02"
"07","0702","0702039","0702039-03"
"07","0702","0702039","0702039-04"
"07","0702","0702039","0702039-05"
"07","0702","0702039","0702039-06"
"07","0702","0702039","0702039-07"
"07","0702","0702039","0702039-08"
"07","0702","0702039","0702039-09"
"07","0702","0702039","0702039-10"
"07","0702","0702039","0702039-11"
"07","0702","0702040","0702040-01"
"07","0702","0702040","0702040-02"
"07","0702","0702040","0702040-03"
"07","0702","0702040","0702040-04"
"07","0702","0702041","0702041-01"
"07","0702","0702041","0702041-02"
"07","0702","0702041","0702041-03"
"07","0702","0702041","0702041-04"
"07","0702","0702041","0702041-05"
"07","0702","0702041","0702041-06"
"07","0702","0702042","0702042-01"
"07","0702","0702042","0702042-02"
"07","0702","0702042","0702042-03"
"07","0702","0702043","0702043-01"
"07","0702","0702043","0702043-02"
"07","0702","0702043","0702043-03"
"07","0702","0702043","0702043-04"
"07","0702","0702043","0702043-05"
"07","0702","0702043","0702043-06"
"07","0702","0702043","0702043-07"
"07","0702","0702044","0702044-01"
"07","0702","0702044","0702044-02"
"07","0702","0702045","0702045-01"
"07","0702","0702045","0702045-02"
"07","0702","0702045","0702045-03"
"07","0702","0702045","0702045-04"
"07","0702","0702045","0702045-05"
"07","0702","0702045","0702045-06"
"07","0702","0702045","0702045-07"
"07","0702","0702046","0702046-01"
"07","0702","0702046","0702046-02"
"07","0702","0702046","0702046-03"
"07","0702","0702046","0702046-04"
"07","0702","0702046","0702046-05"
"07","0702","0702046","0702046-06"
"07","0702","0702046","0702046-07"
"07","0702","0702046","0702046-08"
"07","0702","0702046","0702046-09"
"07","0702","0702046","0702046-10"
"07","0703","0703051","0703051-01"
"07","0703","0703051","0703051-02"
"07","0703","0703051","0703051-03"
"07","0703","0703052","0703052-01"
"07","0703","0703052","0703052-02"
"07","0703","0703052","0703052-03"
"07","0703","0703052","0703052-04"
"07","0703","0703054","0703054-01"
"07","0703","0703054","0703054-02"
"07","0703","0703054","0703054-03"
"07","0703","0703056","0703056-01"
"07","0703","0703056","0703056-02"
"07","0703","0703056","0703056-03"
"07","0703","0703057","0703057-01"
"07","0703","0703057","0703057-02"
"07","0703","0703057","0703057-03"
"07","0703","0703057","0703057-04"
"07","0703","0703058","0703058-01"
"07","0703","0703058","0703058-02"
"07","0703","0703060","0703060-01"
"07","0703","0703060","0703060-02"
"07","0703","0703060","0703060-03"
"07","0703","0703065","0703065-01"
"07","0703","0703065","0703065-02"
"07","0703","0703065","0703065-03"
"07","0704","0704072","0704072-01"
"07","0704","0704072","0704072-02"
"07","0704","0704072","0704072-03"
"07","0704","0704072","0704072-04"
"07","0704","0704072","0704072-05"
"07","0704","0704075","0704075-01"
"07","0704","0704075","0704075-02"
"07","0704","0704076","0704076-01"
"07","0704","0704076","0704076-02"
"07","0704","0704076","0704076-03"
"07","0704","0704091","0704091-01"
"07","0704","0704091","0704091-02"
"07","0704","0704091","0704091-03"
"07","0704","0704092","0704092-01"
"07","0704","0704092","0704092-02"
"07","0704","0704101","0704101-01"
"07","0704","0704101","0704101-02"
"07","0704","0704101","0704101-03"
"07","0704","0704101","0704101-04"
"07","0704","0704101","0704101-05"
"07","0704","0704101","0704101-06"
"07","0704","0704101","0704101-07"
"07","0704","0704102","0704102-01"
"07","0704","0704102","0704102-02"
"07","0704","0704102","0704102-03"
"07","0705","0705103","0705103-01"
"07","0705","0705103","0705103-02"
"07","0705","0705103","0705103-03"
"07","0705","0705104","0705104-01"
"07","0705","0705104","0705104-02"
"07","0705","0705105","0705105-01"
"07","0705","0705105","0705105-02"
"07","0705","0705106","0705106-01"
"07","0705","0705106","0705106-02"
"07","0705","0705106","0705106-03"
"07","0705","0705108","0705108-01"
"07","0705","0705108","0705108-02"
"07","0706","0706121","0706121-01"
"07","0706","0706121","0706121-02"
"08","0801","0801001","0801001-01"
"08","0801","0801001","0801001-02"
"08","0801","0801001","0801001-03"
"08","0801","0801001","0801001-04"
"08","0801","0801001","0801001-05"
"08","0801","0801001","0801001-06"
"08","0801","0801002","0801002-01"
