"constituency_code","constituency_name_eng","results_status","general_seats","female_seats","pc_plan_count","pc_reporting_count","pc_reporting_pct","ps_reporting_count","candidate_count","total_votes","total_votes_winner","winner_votes_pct","total_votes_loser","loser_votes_pct","runup_threshold_MOV","runup_threshold_pct","mean_candidate_threshold_MOV","med_candidate_threshold_MOV","prelim_winners_to_losers","prelim_losers_to_winners","mean_candidate_pct","mean_male_candidate_pct","mean_fem_candidate_pct","mean_incumbent_candidate_pct","mean_win_candidate_pct","mean_win_male_candidate_pct","mean_win_fem_candidate_pct","mean_win_incumbent_candidate_pct","med_candidate_pct","med_male_candidate_pct","med_fem_candidate_pct","med_incumbent_candidate_pct","med_win_candidate_pct","med_win_male_candidate_pct","med_win_fem_candidate_pct","med_win_incumbent_candidate_pct","total_votes_fem_candidate","female_candidate_votes_pct","total_votes_incumbent_candidate","incumbent_votes_pct","total_votes_capital_district","capital_district_votes_pct","total_vr","votes_pct_vr","total_vr_capital_district","vr_capital_district_pct","total_vr_not_reporting_pcs","vr_not_reporting_pcs_pct_vr","total_vr_prov_closest_decile","vr_prov_closest_decile_pct","total_vr_prov_closest_quartile","vr_prov_closest_quartile_pct","total_vr_prov_farthest_decile","vr_prov_farthest_decile_pct","total_vr_prov_farthest_quartile","vr_prov_farthest_qartile_pct","pop_est_CSO_18_19","capital_pop_est_CSO_18_19","capital_pop_pct_CSO_18_19","votes_pct_pop_CSO_18_19","pop_est_CSO_16_17","capital_pop_est_CSO_16_17","capital_pop_pct_CSO_16_17","votes_pct_pop_CSO_16_17","pop_est_Landscan_16_17","capital_pop_est_Landscan_16_17","capital_pop_pct_Landscan_16_17","votes_pct_pop_Landscan_16_17","pop_est_iMAPP_17_18","capital_pop_est_iMAPP_17_18","capital_pop_pct_iMAPP_17_18","votes_pct_pop_iMAPP_17_18","closest_decile_total_votes","closest_decile_votes_pct","closest_decile_winner_votes","closest_decile_winner_votes_pct","closest_decile_winner_own_votes_pct","closest_decile_fem_votes","closest_decile_fem_votes_pct","closest_decile_fem_own_votes_pct","closest_quartile_total_votes","closest_quartile_votes_pct","closest_quartile_winner_votes","closest_quartile_winner_votes_pct","closest_quartile_winner_own_votes_pct","closest_quartile_fem_votes","closest_quartile_fem_votes_pct","closest_quartile_fem_own_votes_pct","farthest_decile_total_votes","farthest_decile_votes_pct","farthest_decile_winner_votes","farthest_decile_winner_votes_pct","farthest_decile_winner_own_votes_pct","farthest_decile_fem_votes","farthest_decile_fem_votes_pct","farthest_decile_fem_own_votes_pct","farthest_quartile_total_votes","farthest_quartile_votes_pct","farthest_quartile_winner_votes","farthest_quartile_winner_votes_pct","farthest_quartile_winner_own_votes_pct","farthest_quartile_fem_votes","farthest_quartile_fem_votes_pct","farthest_quartile_fem_own_votes_pct"
"G-01","Kabul","FINAL",24,9,558,502,0.899641577060932,2981,803,397637,99852,0.251113452721955,297785,0.748886547278045,-49,-0.000123227969228216,-1780.81070983811,-2049,4,4,0.0012453300124533,0.00136950274623249,0.000524496769752056,0.00382643277662793,0.00760949856733197,0.00964007373559302,0.00219463145196917,0.00636921705886616,0.000570872428873571,0.000641288411289694,0.000285436214436785,0.00311087750888373,0.00744397528399017,0.00907108744910559,0.00204960805961216,0.00617900245701482,24610,0.0618906188307426,48689,0.122445848852094,302964,0.761910989168513,1567465,0.253681581406921,1110484,0.708458562073156,127304,0.0812164864925214,116592,0.0743825220977821,302473,0.192969539989729,154789,0.0987511682876492,389168,0.248278589952567,4860880,4117414,0.847051151231876,0.0818035006007143,4523718,3817241,0.843828240398716,0.0879004836287319,5326000,4486000,0.84228313931656,0.0746595944423582,4764900,2930000,0.614913219584881,0.0834512791454175,28086,0.0706322600764013,6080,0.0152903276103582,0.0608901173737131,1649,0.00414699839300669,0.0670052824055262,77616,0.195193103257494,17046,0.0428682441523299,0.170712654728999,5091,0.0128031345171601,0.206867127184072,23427,0.0589155435736614,8237,0.0207148731129145,0.0824920882906702,1515,0.00381000762001524,0.0615603413246648,77602,0.195157895266286,22554,0.0567200738361873,0.225874293955053,3534,0.0088875029235207,0.143600162535555
"G-01","Kabul","PRELIMINARY",24,9,558,526,0.942652329749104,2613,803,666478,156794,0.235257577894544,509684,0.764742422105456,-33,-0.0000495140124655277,-2949.01494396015,-3383,4,4,0.0012453300124533,0.00135869253918567,0.000587250937778103,0.00383325668664232,0.00712901751195588,0.00890320710761145,0.00239784525687436,0.00629168963907695,0.000594168149586333,0.000658686408253536,0.000320340656405763,0.00299784839109468,0.0064788335098833,0.0091938518600764,0.00215911102842104,0.00626277236457918,46184,0.0692956106578162,81753,0.122664213972554,513250,0.770092936300973,1567465,0.425194820936991,1110484,0.708458562073156,88052,0.0561747790221791,116592,0.0743825220977821,302473,0.192969539989729,154789,0.0987511682876492,389168,0.248278589952567,4860880,4117414,0.847051151231876,0.137110564342259,4523718,3817241,0.843828240398716,0.14732969650186,5326000,4486000,0.84228313931656,0.125136687945926,4764900,2930000,0.614913219584881,0.139872400260236,50966,0.0764706411914572,11061,0.0165961967236728,0.0705447912547674,3511,0.00526799084140812,0.076021998960679,138832,0.208306950867095,30804,0.0462190799996399,0.196461599295891,9765,0.0146516464159357,0.21143686125065,36487,0.0547459931160518,10875,0.0163171177443216,0.0693585213719913,2865,0.00429871653677991,0.0620344708124026,122826,0.184291154396694,30623,0.0459475031433896,0.195307218388459,6661,0.00999432839493577,0.144227438073792
"G-01","Kabul","NET CHANGE",0,0,0,-24,-0.043010752688172,368,0,-268841,-56942,0.0158558748274108,-211899,-0.0158558748274108,-16,-0.0000737139567626879,1168.20423412204,1334,0,0,0,0.0000108102070468228,-0.0000627541680260471,-0.00000682391001439022,0.000480481055376084,0.000736866627981562,-0.000203213804905187,0.0000775274197892112,-0.0000232957207127624,-0.0000173979969638418,-0.0000349044419689775,0.000113029117789051,0.000965141774106875,-0.00012276441097081,-0.000109502968808884,-0.0000837699075643605,-21574,-0.00740499182707354,-33064,-0.000218365120460501,-210286,-0.00818194713246023,0,-0.171513239530069,0,0,39252,0.0250417074703422,0,0,0,0,0,0,0,0,0,0,0,-0.0553070637415447,0,0,0,-0.0594292128731278,0,0,0,-0.0504770935035674,0,0,0,-0.0564211211148188,-22880,-0.00583838111505584,-4981,-0.00130586911331461,-0.0096546738810543,-1862,-0.00112099244840143,-0.00901671655515282,-61216,-0.0131138476096017,-13758,-0.00335083584731,-0.0257489445668925,-4674,-0.00184851189877559,-0.00456973406657807,-13060,0.00416955045760956,-2638,0.0043977553685929,0.0131335669186789,-1350,-0.000488708916764669,-0.000474129487737791,-45224,0.0108667408695913,-8069,0.0107725706927977,0.0305670755665947,-3127,-0.00110682547141507,-0.000627275538237132
"G-02","Kapisa","FINAL",3,1,80,76,0.95,323,35,38641,17952,0.464584249890013,20689,0.535415750109987,-3030,-0.0784141197173986,-4250.97142857143,-4692,0,0,0.0285714285714286,0.0323691875929137,0.0157539918739163,0.0967711325621318,0.116146062472503,0.142974215643142,0.0356616029605859,0.144975544111177,0.0171579410470744,0.0175720090059781,0.0114386273647162,0.138583369995601,0.138777464351337,0.138971558707073,0.0356616029605859,0.144975544111177,4870,0.12603193499133,11218,0.290313397686395,7498,0.194042597241272,143971,0.268394329413562,19550,0.135791235734974,7201,0.0500170173159872,20405,0.141729931722361,47727,0.33150426127484,14080,0.097797473102222,33346,0.231616089351328,471574,70206,0.148875892224762,0.0819404801791447,448245,66719,0.148844939709311,0.0862050887349552,528000,90000,0.170454545454545,0.0731837121212121,506200,75300,0.148755432635322,0.076335440537337,7546,0.195284801117983,3249,0.0840816749048938,0.180982620320856,1269,0.0328407649905541,0.260574948665298,17162,0.44413964441914,8829,0.228487875572578,0.491811497326203,3060,0.0791904971403432,0.628336755646817,1760,0.0455474754794131,943,0.0244041303278901,0.0525289661319073,93,0.00240677001112808,0.0190965092402464,5503,0.14241349861546,2626,0.0679589037550788,0.146278966131907,388,0.0100411480034161,0.0796714579055442
"G-02","Kapisa","PRELIMINARY",3,1,80,77,0.9625,334,35,39820,18295,0.459442491210447,21525,0.540557508789553,-3110,-0.0781014565544952,-4299.28571428571,-4774,0,0,0.0285714285714286,0.0321967371691129,0.0163360120542441,0.0955968525029299,0.114860622802612,0.14156202913109,0.0347564038171773,0.143219487694626,0.0166499246609744,0.0170517327975892,0.0111125062782521,0.136539427423405,0.137393269713712,0.138247112004018,0.0347564038171773,0.143219487694626,5204,0.130688096433953,11420,0.28679055750879,7498,0.188297338021095,143971,0.276583478617222,19550,0.135791235734974,5383,0.0373894742691236,20405,0.141729931722361,47727,0.33150426127484,14080,0.097797473102222,33346,0.231616089351328,471574,70206,0.148875892224762,0.0844406180154122,448245,66719,0.148844939709311,0.0888353467411795,528000,90000,0.170454545454545,0.0754166666666667,506200,75300,0.148755432635322,0.078664559462663,7546,0.189502762430939,3249,0.081592164741336,0.177589505329325,1269,0.0318684078352587,0.243850883935434,17162,0.430989452536414,8829,0.221722752385736,0.482590871822902,3060,0.0768458061275741,0.588009223674097,2295,0.0576343545956806,1099,0.0275991963837268,0.060071057666029,94,0.00236062280261175,0.0180630284396618,6572,0.165042692114515,2859,0.0717980914113511,0.156272205520634,722,0.0181315921647413,0.138739431206764
"G-02","Kapisa","NET CHANGE",0,0,0,-1,-0.0125000000000001,-11,0,-1179,-343,0.00514175867956618,-836,-0.00514175867956623,80,-0.00031266316290339,48.3142857142857,82,0,0,0,0.000172450423800825,-0.000582020180327793,0.00117428005920189,0.00128543966989156,0.00141218651205255,0.000905199143408607,0.00175605641655141,0.000508016386099965,0.000520276208388955,0.000326121086464098,0.0020439425721952,0.00138419463762499,0.000724446703054743,0.000905199143408607,0.00175605641655141,-334,-0.00465616144262235,-202,0.00352284017760573,0,0.0057452592201773,0,-0.0081891492036591,0,0,1818,0.0126275430468636,0,0,0,0,0,0,0,0,0,0,0,-0.00250013783626749,0,0,0,-0.00263025800622427,0,0,0,-0.00223295454545455,0,0,0,-0.00232911892532595,0,0.00578203868704427,0,0.00248951016355775,0.00339311499153064,0,0.000972357155295415,0.0167240647298635,0,0.0131501918827264,0,0.00676512318684255,0.00922062550330077,0,0.00234469101276907,0.0403275319727204,-535,-0.0120868791162675,-156,-0.00319506605583671,-0.00754209153412166,-1,0.0000461472085163234,0.00103348080058461,-1069,-0.0226291934990551,-233,-0.00383918765627228,-0.00999323938872676,-334,-0.00809044416132528,-0.0590679733012199
"G-03","Parwan","FINAL",4,2,154,153,0.993506493506494,506,28,86028,52988,0.615938996605756,33040,0.384061003394244,-1304,-0.0151578555819036,-6256.57142857143,-7780,0,0,0.0357142857142857,0.0492650819569005,0.0147721460666083,0.0860045566559725,0.102656499434293,0.129821104756591,0.0483272887896964,0.0841848002975775,0.0180057655646999,0.0247593806667597,0.00584693355651648,0.0932835820895522,0.112114660343144,0.120042311805459,0.0483272887896964,0.08936625284791,13979,0.162493606732692,36994,0.430022783279862,23993,0.278897568233598,212499,0.404839552186128,53658,0.252509423573758,282,0.0013270650685415,34697,0.163280768380086,63970,0.301036710760992,16463,0.077473305756733,34588,0.162767824789764,711621,194471,0.273278894242862,0.120890192953834,675795,184229,0.272610776936793,0.12729895900384,800000,222000,0.2775,0.107535,774900,162000,0.209059233449477,0.111018195896245,12946,0.150485888315432,9197,0.106907053517459,0.173567600211369,3560,0.041381875668387,0.254667715859504,24261,0.282012833031106,16817,0.195482866043614,0.317373744998868,5610,0.0652113265448459,0.401316260104442,8697,0.101094992328079,4773,0.0554819361138234,0.090076998565713,1290,0.0149951178686009,0.0922812790614493,17313,0.201248430743479,9508,0.110522155577254,0.179436853627236,2057,0.0239108197331101,0.147149295371629
"G-03","Parwan","PRELIMINARY",4,2,154,154,1,506,27,86252,52886,0.613156796364142,33366,0.386843203635858,-1241,-0.0143880721606456,-6165.48148148148,-7726,0,0,0.037037037037037,0.052329221351389,0.0147938598525252,0.0861290172981496,0.102192799394024,0.129089760237444,0.0483988777071836,0.0841284839771831,0.0189444882437509,0.0291819320131707,0.00577377915874415,0.0941311505820155,0.112333627046329,0.119858090247183,0.0483988777071836,0.0895979223670176,14036,0.162732458377777,37144,0.430645086490748,24043,0.278752956453184,212499,0.405893674793764,53658,0.252509423573758,0,0,34697,0.163280768380086,63970,0.301036710760992,16463,0.077473305756733,34588,0.162767824789764,711621,194471,0.273278894242862,0.121204967250826,675795,184229,0.272610776936793,0.127630420467745,800000,222000,0.2775,0.107815,774900,162000,0.209059233449477,0.111307265453607,12934,0.149955943050596,9198,0.106641005425961,0.17392126460689,3560,0.041274405231183,0.253633513821602,24195,0.280515234429347,16795,0.194720122431944,0.317569867261657,5608,0.065018782173167,0.399544029638074,9338,0.10826415619348,5027,0.0582827064879655,0.0950535113262489,1349,0.0156402170384455,0.0961100028498148,17648,0.204609748179752,9455,0.109620646477763,0.178780773739742,2118,0.0245559523257432,0.150897691650043
"G-03","Parwan","NET CHANGE",0,0,0,-1,-0.00649350649350644,0,1,-224,102,0.00278220024161391,-326,-0.00278220024161396,-63,-0.000769783421258016,-91.0899470899467,-54,0,0,-0.00132275132275132,-0.00306413939448846,-0.0000217137859168243,-0.000124460642177124,0.000463700040268994,0.000731344519147081,-0.0000715889174872225,0.0000563163203943923,-0.000938722679051006,-0.00442255134641105,0.0000731543977723383,-0.000847568492463244,-0.000218966703185261,0.000184221558276007,-0.0000715889174872225,-0.000231669519107594,-57,-0.000238851645085081,-150,-0.000622303210885689,-50,0.000144611780414639,0,-0.00105412260763582,0,0,282,0.0013270650685415,0,0,0,0,0,0,0,0,0,0,0,-0.000314774296992351,0,0,0,-0.000331461463905475,0,0,0,-0.000279999999999989,0,0,0,-0.000289069557362243,12,0.000529945264836268,-1,0.0002660480914983,-0.000353664395521675,0,0.000107470437203994,0.00103420203790194,66,0.00149759860175958,22,0.000762743611670086,-0.000196122262789478,2,0.000192544371678857,0.00177223046636887,-641,-0.00716916386540034,-254,-0.00280077037414209,-0.00497651276053591,-59,-0.000645099169844563,-0.00382872378836545,-335,-0.00336131743627349,53,0.000901509099491091,0.000656079887494276,-61,-0.000645132592633022,-0.00374839627841386
"G-04","Wardak","FINAL",3,2,106,81,0.764150943396226,217,39,58784,26407,0.44922087642896,32377,0.55077912357104,-1375,-0.0233907185628743,-4517.71794871795,-5292,0,0,0.0256410256410256,0.0254211152475108,0.0264931784158955,0.0704840319361277,0.0898441752857921,0.117089684267828,0.0489759118127382,0.087353701687534,0.0124693794229722,0.00983260751224823,0.0285706995100708,0.0431920250408274,0.102493875884594,0.117259798584649,0.0489759118127382,0.087353701687534,12459,0.211945427327164,12430,0.211452095808383,7096,0.120713119216113,144419,0.407037855129865,21684,0.150146448874456,29430,0.203782050838186,22885,0.1584625291686,45529,0.315256302841039,17624,0.122033804416316,39258,0.271834038457544,637634,44180,0.0692873968452121,0.0921908179300351,606077,41959,0.0692304773155886,0.0969909763940885,714000,49000,0.0686274509803922,0.0823305322128852,662500,47500,0.0716981132075472,0.0887305660377359,7111,0.120968290691345,3160,0.0537561241154056,0.119665240277199,409,0.00695767555797496,0.0328276747732563,8665,0.147404055525313,4018,0.0683519324986391,0.152156625137274,530,0.00901605879150789,0.0425395296572759,8131,0.138319951007077,4012,0.0682498639085465,0.151929412655735,2920,0.0496733805117039,0.234368729432539,18491,0.314558383233533,7970,0.13558111050626,0.30181391297762,7440,0.126565051714752,0.597158680471948
