"electorate","constituency_code","province_code","province_name_eng","province_name_dari","province_name_pashto","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","winner","results_date","results_status","votes"
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",8913447,153,"Ihsanullah Munawr","احسان الله منور","No","2010-10-20","PRELIMINARY",255
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",4340863,154,"Eng. Abdul Ghafar","انجینر عبدالغفار","Yes","2010-10-20","PRELIMINARY",6713
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",5896676,155,"Abdul Maalik Malikzai","عبدالمالک ملکزی","No","2010-10-20","PRELIMINARY",671
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",1285396,156,"Ustad Rohullah Lal Porwal","استاد روح الله لعل پوروال","No","2010-10-20","PRELIMINARY",2242
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",3997757,157,"Nadira Wali Sajid","نادره ولی ساجد","No","2010-10-20","PRELIMINARY",342
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",1335057,158,"Dr. Maliha Obaidi","داکتر ملیحه عبیدی","No","2010-10-20","PRELIMINARY",97
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",1095117,159,"Hajji Shafiullah Arab","حاجی شفیع الله عرب","No","2010-10-20","PRELIMINARY",1442
"General","G-10","10","Nangerhar","ننگرهار","ننگرهار",4341251,160,"Eng. Amran Khan Jabarkhil","انجنیر عمراخان جبارخیل","No","2010-10-20","PRELIMINARY",2563
"General","G-11","11","Kunarha","کنرها","کنرها",102877725,1,"Ahsan ul Haq","احسان الحق","No","2010-10-20","PRELIMINARY",2157
"General","G-11","11","Kunarha","کنرها","کنرها",10060214,2,"Maulawi Shazada Shaid","مولوی شهزاده شاهد","Yes","2010-10-20","PRELIMINARY",8375
"General","G-11","11","Kunarha","کنرها","کنرها",5061102,3,"Hajji Rahim Dad","حاجی رحیم داد","No","2010-10-20","PRELIMINARY",2119
"General","G-11","11","Kunarha","کنرها","کنرها",5061106,4,"Abdul Hadi Khalil Zai","عبدالهادی خلیل زی","No","2010-10-20","PRELIMINARY",592
"General","G-11","11","Kunarha","کنرها","کنرها",9919250,5,"Ustad Faridullah Hasam","استاد فرید الله حسام","No","2010-10-20","PRELIMINARY",4181
"General","G-11","11","Kunarha","کنرها","کنرها",1446468,6,"Hajji Salih Muhammad","حاجی صالح محمد","Yes","2010-10-20","PRELIMINARY",6188
"General","G-11","11","Kunarha","کنرها","کنرها",5061103,7,"Puhanwal Shir Gull Awusta","پوهنوال شیر گل آوستا","No","2010-10-20","PRELIMINARY",234
"General","G-11","11","Kunarha","کنرها","کنرها",55335,8,"Eng. Gull Agha Hussaini Sahibzada","انجینیر ګل آغا حسنی صاحبزاده","No","2010-10-20","PRELIMINARY",570
"General","G-11","11","Kunarha","کنرها","کنرها",388970,9,"Said-u-Rahman Sabwoon","سید الرحمن سباوون","No","2010-10-20","PRELIMINARY",150
"General","G-11","11","Kunarha","کنرها","کنرها",5061108,10,"Said Wali Hussani","سید ولی حسنی","No","2010-10-20","PRELIMINARY",792
"General","G-11","11","Kunarha","کنرها","کنرها",5061101,11,"Khalid Khan","خالد خان","No","2010-10-20","PRELIMINARY",3474
"General","G-11","11","Kunarha","کنرها","کنرها",2147509,12,"Gull Har Jalal","ګل هار جلال","No","2010-10-20","PRELIMINARY",2142
"General","G-11","11","Kunarha","کنرها","کنرها",13323851,13,"Muhibullah Woluswal","محب الله ولسوال","No","2010-10-20","PRELIMINARY",357
"General","G-11","11","Kunarha","کنرها","کنرها",9209045,14,"Saranwal Jakran Ayaan","څارنوال جګړن عیان","No","2010-10-20","PRELIMINARY",5585
"General","G-11","11","Kunarha","کنرها","کنرها",402713,15,"Hajji Najeebullah","حاجی نجیب الله","No","2010-10-20","PRELIMINARY",2586
"General","G-11","11","Kunarha","کنرها","کنرها",100217671,16,"Shuja ‐ul‐ Mulk Jalala","شجاع الملک جلاله","No","2010-10-20","PRELIMINARY",2825
"General","G-11","11","Kunarha","کنرها","کنرها",1323209,17,"Dr. Muhammad Nawaz Haqiqat Sanin","ډاکټر محمد نواز حقیقت سانین","No","2010-10-20","PRELIMINARY",1107
"General","G-11","11","Kunarha","کنرها","کنرها",298402,18,"Wagma Sapai","وږمه ساپۍ","Yes","2010-10-20","PRELIMINARY",2557
"General","G-11","11","Kunarha","کنرها","کنرها",1141968,19,"Hajji Pacha Sangar Mal","حاجی پاچا سنګر مل","No","2010-10-20","PRELIMINARY",3899
"General","G-11","11","Kunarha","کنرها","کنرها",272931,20,"Muhibullah","محب الله","No","2010-10-20","PRELIMINARY",125
"General","G-11","11","Kunarha","کنرها","کنرها",5061107,21,"Dr. Nazerullah Muhabat","داکتر نذیر الله محبت","No","2010-10-20","PRELIMINARY",2895
"General","G-11","11","Kunarha","کنرها","کنرها",1137454,22,"Alhaj Muhammad Roze","الحاج محمد روزی","No","2010-10-20","PRELIMINARY",4214
"General","G-11","11","Kunarha","کنرها","کنرها",5061105,23,"Eng. Ashna Gull Bandiwal","انجینیر آشنا ګل بانډه وال","No","2010-10-20","PRELIMINARY",3045
"General","G-11","11","Kunarha","کنرها","کنرها",13371615,24,"Retired Colonel Noor Rahman Gharanai","متقاعد ډګروال نور الرحمن غرنی","No","2010-10-20","PRELIMINARY",4492
"General","G-11","11","Kunarha","کنرها","کنرها",5061109,25,"Eng. Sher Ali Khan","انجینیر شیر علی خان","No","2010-10-20","PRELIMINARY",653
"General","G-11","11","Kunarha","کنرها","کنرها",1136901,26,"Hajji Sakhi","حاجی سخی","Yes","2010-10-20","PRELIMINARY",7788
"General","G-11","11","Kunarha","کنرها","کنرها",113794,27,"Asmatullah Muslim","عصمت الله مسلم","No","2010-10-20","PRELIMINARY",666
"General","G-12","12","Laghman","لغمان","لغمان",8844643,1,"Alhaj Sher Shah Stor Laghmani","الحاج شیرشاه ستور لغمانی","No","2010-10-20","PRELIMINARY",2090
"General","G-12","12","Laghman","لغمان","لغمان",8834689,2,"Qazi Abdul Qudos Sahak","قاضی عبدالقدوس سهاک","No","2010-10-20","PRELIMINARY",2512
"General","G-12","12","Laghman","لغمان","لغمان",8594354,3,"Eng. Zabihullah Hamidi","انجنير ذبيح الله حميدی","No","2010-10-20","PRELIMINARY",50
"General","G-12","12","Laghman","لغمان","لغمان",3953391,4,"Dr. Khair-u-Nisa Farida","داکتر خیرنسا فریده","No","2010-10-20","PRELIMINARY",1005
"General","G-12","12","Laghman","لغمان","لغمان",8592576,5,"Alhaj Zefnoon Safi","الحاج زیفنون صافی","No","2010-10-20","PRELIMINARY",2381
"General","G-12","12","Laghman","لغمان","لغمان",5098316,6,"Eng. Dost Muhammad","انجنیر دوست محمد","No","2010-10-20","PRELIMINARY",76
"General","G-12","12","Laghman","لغمان","لغمان",7732210,7,"Khesraw Yusufzai","خسرو یوسفزی","No","2010-10-20","PRELIMINARY",1515
"General","G-12","12","Laghman","لغمان","لغمان",8790381,8,"Dr. Habib‐u‐Rahman Nang","ډاکترحبیب الرحمن ننګ","No","2010-10-20","PRELIMINARY",351
"General","G-12","12","Laghman","لغمان","لغمان",11468889,9,"Gull Mari","گل مرۍ","Yes","2010-10-20","PRELIMINARY",2510
"General","G-12","12","Laghman","لغمان","لغمان",7732222,10,"Safi-u-din Mudasir Laghmani","صفی الدین مدثر لغمانی","No","2010-10-20","PRELIMINARY",340
"General","G-12","12","Laghman","لغمان","لغمان",7732208,11,"Dr. Humayoon Laghmani","داکتر همایون   لغمانی","No","2010-10-20","PRELIMINARY",1008
"General","G-12","12","Laghman","لغمان","لغمان",3918666,12,"Pohanyar Abdul Ghafoor Niazi","پوهنیار عبدالغفور نیازی","No","2010-10-20","PRELIMINARY",1239
"General","G-12","12","Laghman","لغمان","لغمان",72918,13,"Sher Zaman Zaland","شیرزمان ځلاند","No","2010-10-20","PRELIMINARY",1693
"General","G-12","12","Laghman","لغمان","لغمان",3934081,14,"Mualim Sher Aqa Saiedi","معلم شیر اقا  سعیدی","No","2010-10-20","PRELIMINARY",364
"General","G-12","12","Laghman","لغمان","لغمان",8951470,15,"Hajji Sardar Agha A.K.A Barialay","حاجی سردار آغا مشهور به بریالی","No","2010-10-20","PRELIMINARY",337
"General","G-12","12","Laghman","لغمان","لغمان",7732218,16,"Muhammad  Homayoon Haqmal Kamalpur","محمد همایون حقمل      کمالپوری","No","2010-10-20","PRELIMINARY",248
"General","G-12","12","Laghman","لغمان","لغمان",7732205,17,"Eng. Shams-u-Rahman Shams","انجینر شمس الرحمن شمس","No","2010-10-20","PRELIMINARY",1145
"General","G-12","12","Laghman","لغمان","لغمان",4546647,18,"Alhaj Colonel Qambar Bedar","الحاج دگروال قمبر بیدار","No","2010-10-20","PRELIMINARY",1388
"General","G-12","12","Laghman","لغمان","لغمان",7732225,19,"Muhammad Dawoud Niazi","محمد داود نیازی","No","2010-10-20","PRELIMINARY",559
"General","G-12","12","Laghman","لغمان","لغمان",102508749,20,"Aseer-u-din Hotak","اسیرالدین  هوتک","No","2010-10-20","PRELIMINARY",523
"General","G-12","12","Laghman","لغمان","لغمان",5044418,21,"Hajji Muhammad Musem","حاجی محمد موسم","No","2010-10-20","PRELIMINARY",1499
"General","G-12","12","Laghman","لغمان","لغمان",7732214,22,"Sheren Taj Sahak","شیرین تاج      سهاک","No","2010-10-20","PRELIMINARY",281
"General","G-12","12","Laghman","لغمان","لغمان",7732216,23,"Abdul Ghani Atmar","عبدالغنی  اتمر","No","2010-10-20","PRELIMINARY",356
"General","G-12","12","Laghman","لغمان","لغمان",3940413,24,"Alhaj Jamal-u-din Seddiqi","الحاج جمال الدین صدیقی","No","2010-10-20","PRELIMINARY",1684
"General","G-12","12","Laghman","لغمان","لغمان",7732209,25,"Mir Agha Oria Khil","محمد اغا   اوریا خیل","No","2010-10-20","PRELIMINARY",1336
"General","G-12","12","Laghman","لغمان","لغمان",7732211,26,"Dr. Muhammad  Haroon Silab Abdul Rahimzai","داکترمحمد هارون سیلاب  عبدالرحیمزی","No","2010-10-20","PRELIMINARY",2702
"General","G-12","12","Laghman","لغمان","لغمان",7732226,27,"Eng. Muhammad Afzal Afzal Zada","انجینرمحمد افضل افضل زاده","No","2010-10-20","PRELIMINARY",299
"General","G-12","12","Laghman","لغمان","لغمان",2965261,28,"Alhaj Maulawi Abdul Qahar Haqani","الحاج مولوی عبدالقهار حقانی","No","2010-10-20","PRELIMINARY",105
"General","G-12","12","Laghman","لغمان","لغمان",4342784,29,"Maulawi Wali Ahmad Buttshekan","مولوی ولی احمد بتشکن","No","2010-10-20","PRELIMINARY",97
"General","G-12","12","Laghman","لغمان","لغمان",3416766,30,"Nematullah Rakazai","نعمت الله رکازی","No","2010-10-20","PRELIMINARY",227
"General","G-12","12","Laghman","لغمان","لغمان",3947743,31,"Sherzad Safi","شیرزاد    صافی","No","2010-10-20","PRELIMINARY",1708
"General","G-12","12","Laghman","لغمان","لغمان",1570517,32,"Eng. Muhammad Agha Mubariz","انجنیرمحمدآغا مبارز","No","2010-10-20","PRELIMINARY",1056
"General","G-12","12","Laghman","لغمان","لغمان",396260,33,"Mualim Asadullah Asad","معلم اسدالله اسد","No","2010-10-20","PRELIMINARY",127
"General","G-12","12","Laghman","لغمان","لغمان",7732215,34,"Ogai Amil","اوگی امیل","No","2010-10-20","PRELIMINARY",667
"General","G-12","12","Laghman","لغمان","لغمان",10029677,35,"Ustad Tajwar Khan Sangarwal","استاد  تاجورخان  سنگروال","No","2010-10-20","PRELIMINARY",533
"General","G-12","12","Laghman","لغمان","لغمان",4001139,36,"Eng. Gull Ahmad","انجینر گل احمد","No","2010-10-20","PRELIMINARY",173
"General","G-12","12","Laghman","لغمان","لغمان",7732219,37,"Muhammad Ismael Neshat","محمد اسماعیل    نشاط","No","2010-10-20","PRELIMINARY",889
"General","G-12","12","Laghman","لغمان","لغمان",8238890,38,"Abdul Wahid Mulla Farshghan","عبدالواحد ملافرشغان","No","2010-10-20","PRELIMINARY",795
"General","G-12","12","Laghman","لغمان","لغمان",7732212,39,"Maulawi Abdul Halim Halimi","مولوی عبدالحلیم  حلیمی","No","2010-10-20","PRELIMINARY",546
"General","G-12","12","Laghman","لغمان","لغمان",7732221,40,"Abdul Rashed Omar Khil","عبدالرشید عمر خیل","No","2010-10-20","PRELIMINARY",593
"General","G-12","12","Laghman","لغمان","لغمان",7767635,41,"Hajji Muhammad Hassan Mamozai","حاجی محمد حسن  مموزی","Yes","2010-10-20","PRELIMINARY",8740
"General","G-12","12","Laghman","لغمان","لغمان",7732202,42,"Saranwal Aziz-u-Rahman","څارنوال عزیزالرحمن","No","2010-10-20","PRELIMINARY",276
"General","G-12","12","Laghman","لغمان","لغمان",7732223,43,"Alhaj Hafiz Ahmad Gullzad","الحاج حفیظ احمد گلزاد","No","2010-10-20","PRELIMINARY",842
"General","G-12","12","Laghman","لغمان","لغمان",7732203,44,"Ustad Karima Seddiqi","استاد کریمه صدیقی","No","2010-10-20","PRELIMINARY",866
"General","G-12","12","Laghman","لغمان","لغمان",2829966,45,"Eng. Muhammad Alam Qarar","انجینر محمد عالم قرار","Yes","2010-10-20","PRELIMINARY",8239
"General","G-12","12","Laghman","لغمان","لغمان",8594067,46,"Shuialay Asadullah Saqib","ښویالی اسد الله ثاقب","No","2010-10-20","PRELIMINARY",298
"General","G-12","12","Laghman","لغمان","لغمان",6474507,47,"Ajaml Suhail","اجمل سهیل","No","2010-10-20","PRELIMINARY",1820
"General","G-12","12","Laghman","لغمان","لغمان",4311692,48,"Muhammad Azim Haidari","محمد عظیم حیدری","No","2010-10-20","PRELIMINARY",610
"General","G-12","12","Laghman","لغمان","لغمان",7732224,49,"Maulawi Sayed Rahman","مولوی سعیدالرحمن","No","2010-10-20","PRELIMINARY",1325
"General","G-12","12","Laghman","لغمان","لغمان",7732207,50,"Dr. Zakia Qudrat Jalili","داکتر ذکیه قدرت جلیلی","No","2010-10-20","PRELIMINARY",237
"General","G-12","12","Laghman","لغمان","لغمان",3994436,51,"Ghulam Sakhi Shaarai","غلام سخی     شاړی","No","2010-10-20","PRELIMINARY",34
"General","G-12","12","Laghman","لغمان","لغمان",7732220,52,"Zabihullah Bahar Ghazi","ذبیح الله بهار غازی","No","2010-10-20","PRELIMINARY",191
"General","G-12","12","Laghman","لغمان","لغمان",7732217,53,"Ghufranullah","غفران الله","No","2010-10-20","PRELIMINARY",418
"General","G-12","12","Laghman","لغمان","لغمان",3828151,54,"Abdul Hadi Wahidi","عبدالهادی واحدی","No","2010-10-20","PRELIMINARY",4618
"General","G-12","12","Laghman","لغمان","لغمان",4000316,55,"Dr. Muhibullah Niazai","داکتر محب الله نیازی","No","2010-10-20","PRELIMINARY",423
"General","G-12","12","Laghman","لغمان","لغمان",3947887,56,"Captain Abdul Ghafar Mirzakhil","تورن عبدالغفار میرزاخیل","No","2010-10-20","PRELIMINARY",1158
"General","G-12","12","Laghman","لغمان","لغمان",7732213,57,"Maulawi Hayatullah  Hayat Furqani Pashayee","مولوی حیات الله حیات فرقانی پشه ئی","No","2010-10-20","PRELIMINARY",125
"General","G-12","12","Laghman","لغمان","لغمان",8834725,58,"Alhaj Major General Naqeebullah","الحاج برید جنرال نقیب الله","Yes","2010-10-20","PRELIMINARY",5215
"General","G-12","12","Laghman","لغمان","لغمان",7732206,59,"Sayed Zabihullah Abas","سید ذبیخ الله عباس","No","2010-10-20","PRELIMINARY",142
"General","G-13","13","Nooristan","نورستان","نورستان",100980010,2,"Dr. Zahida Faizan Nooristani","داکتر زاهده فیضان نورستانی","No","2010-10-20","PRELIMINARY",1117
"General","G-13","13","Nooristan","نورستان","نورستان",5795209,3,"Dr. Muhammad‐u‐ ddin Sajad","داکتر محمدالدین سجاد","No","2010-10-20","PRELIMINARY",1381
"General","G-13","13","Nooristan","نورستان","نورستان",6367327,4,"Sayed Bibi Muahid","سید بی بی مؤحد","No","2010-10-20","PRELIMINARY",493
"General","G-13","13","Nooristan","نورستان","نورستان",5795211,5,"Dr. Reta Ali","داکتر ریتاعلی","No","2010-10-20","PRELIMINARY",1282
"General","G-13","13","Nooristan","نورستان","نورستان",5795203,6,"Dr. Parween Nooristani","داکټر پروین نورستانی","Yes","2010-10-20","PRELIMINARY",4384
"General","G-13","13","Nooristan","نورستان","نورستان",5795206,7,"Mahbuba Saraj","محبوبه سراج","No","2010-10-20","PRELIMINARY",404
"General","G-13","13","Nooristan","نورستان","نورستان",5795205,8,"Alhaj Muhammad Ismael Nooristani","الحاج محمداسماعیل نورستانی","No","2010-10-20","PRELIMINARY",4
"General","G-13","13","Nooristan","نورستان","نورستان",5795202,9,"Hawa Alam Nooristani","حواعلم نورستانی","No","2010-10-20","PRELIMINARY",1296
"General","G-13","13","Nooristan","نورستان","نورستان",5795201,10,"Liza Ghauwsi","لیزأ غوثی","No","2010-10-20","PRELIMINARY",521
"General","G-13","13","Nooristan","نورستان","نورستان",101050508,11,"Malik Muhammad Sabir","ملک محمد صابر","No","2010-10-20","PRELIMINARY",171
"General","G-13","13","Nooristan","نورستان","نورستان",5139791,12,"Alhaj Muhammad Zubair","الحاج محمد زبیر","No","2010-10-20","PRELIMINARY",302
"General","G-13","13","Nooristan","نورستان","نورستان",5795212,13,"Maulawi Ahmadullah Muahid","مولوی احمد الله موحد","No","2010-10-20","PRELIMINARY",3614
"General","G-13","13","Nooristan","نورستان","نورستان",5795210,14,"Munawar Nizami","منور  نظامی","No","2010-10-20","PRELIMINARY",1710
"General","G-13","13","Nooristan","نورستان","نورستان",5795213,15,"Qari Jamal‐u‐din Marabit","قاری جمال الدین مرابط","No","2010-10-20","PRELIMINARY",10
"General","G-13","13","Nooristan","نورستان","نورستان",8364004,17,"Noorullah Memmar","نورالله معمار","Yes","2010-10-20","PRELIMINARY",3700
"General","G-13","13","Nooristan","نورستان","نورستان",5795207,18,"Dr. Zulaikha","داکتر زلیخا","No","2010-10-20","PRELIMINARY",739
"General","G-13","13","Nooristan","نورستان","نورستان",8337640,19,"Abdul Raqib Mushtaq","عبدالرقیب مشتاق","No","2010-10-20","PRELIMINARY",666
"General","G-13","13","Nooristan","نورستان","نورستان",5795204,20,"Muhammad Tamim Nooristani","محمد تمیم نورستانی","No","2010-10-20","PRELIMINARY",2187
"General","G-14","14","Badakhshan","بدخشان","بدخشان",3338477,1,"Alhaj Sayed Abdul Basir Ahmadi Dehqan","الحاج سید عبدالبصیر احمدی دهقان","No","2010-10-20","PRELIMINARY",1619
"General","G-14","14","Badakhshan","بدخشان","بدخشان",14112364,2,"Muhammad Rahman Pahlawan Zada","محمد رحمن پهلوان زاده","No","2010-10-20","PRELIMINARY",541
"General","G-14","14","Badakhshan","بدخشان","بدخشان",12536497,3,"Alhaj Shah Abdul Ahad Afzali","الحاج شاه عبدالاحد افضلی","Yes","2010-10-20","PRELIMINARY",7267
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2803114,4,"Alhaj Sayed Abdul Qader Sayad","الحاج سید عبدالقدیر صیاد","No","2010-10-20","PRELIMINARY",3851
"General","G-14","14","Badakhshan","بدخشان","بدخشان",1960001,5,"Dr. Anis Gull Akhgar","دوکتورس انیس گل اخگر","No","2010-10-20","PRELIMINARY",1438
"General","G-14","14","Badakhshan","بدخشان","بدخشان",1809942,6,"Qazi Noor-u-din Zeiayee","قاضی نورالدین ضیایئ","No","2010-10-20","PRELIMINARY",1827
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233808,7,"Amiri","امیری","No","2010-10-20","PRELIMINARY",1568
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233840,8,"Abdul Shukor Waqif Hakemi","عبدالشکور واقف حکیمی","No","2010-10-20","PRELIMINARY",5405
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2450650,9,"Ustad Maliha Arzish","استاد ملیحه ارزش","No","2010-10-20","PRELIMINARY",890
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233838,10,"Kashaf","کشاف","No","2010-10-20","PRELIMINARY",3267
"General","G-14","14","Badakhshan","بدخشان","بدخشان",9042020,11,"Mazafar‐u‐din Zafar","مظفرالدین ظفر","No","2010-10-20","PRELIMINARY",643
"General","G-14","14","Badakhshan","بدخشان","بدخشان",13404503,12,"Fazel Rahman Tughri","فضل الرحمن طغری","No","2010-10-20","PRELIMINARY",1617
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233832,13,"Alhaj General Akbar Rohgar","الحاج جنرال اکبر روهگر","No","2010-10-20","PRELIMINARY",1404
"General","G-14","14","Badakhshan","بدخشان","بدخشان",11647791,14,"Saranwal Abdul Rawouf","څارنوال عبدالروف","Yes","2010-10-20","PRELIMINARY",9703
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233812,15,"Muhammad Zekria Soda","محمد ذکریا سودا","Yes","2010-10-20","PRELIMINARY",7514
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2243824,17,"Muhibullah Zeiayee","محب الله ضیائی","No","2010-10-20","PRELIMINARY",241
"General","G-14","14","Badakhshan","بدخشان","بدخشان",180981,18,"Muhammad Azim Mosawi","محمد عظیم موسوی","No","2010-10-20","PRELIMINARY",103
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2217449,19,"Sayed Muhammad Shamsheri","سید محمد  شمشیری","No","2010-10-20","PRELIMINARY",1460
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233828,21,"Mahbubullah Mutahari","محبوب الله مطهری","No","2010-10-20","PRELIMINARY",1378
"General","G-14","14","Badakhshan","بدخشان","بدخشان",1972897,23,"Alhaj Mufti Hafiz-u-Rahman Naqi","الحاج مفتی حفیظ الرحمن نقی","No","2010-10-20","PRELIMINARY",4403
"General","G-14","14","Badakhshan","بدخشان","بدخشان",8863552,24,"Qazi Munira Baharaki","قاضی منیره بهارکی","No","2010-10-20","PRELIMINARY",2793
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233822,25,"Noorullah Hadaf","نور الله هدف","No","2010-10-20","PRELIMINARY",368
"General","G-14","14","Badakhshan","بدخشان","بدخشان",102468526,26,"Alhaj Puhanyar  Ustad MuhammadSediq Sabah","الحاج پوهنیار استاد محمد صدیق     صباح","No","2010-10-20","PRELIMINARY",168
"General","G-14","14","Badakhshan","بدخشان","بدخشان",1801346,27,"Alhaj Mawin Safar Muhammad Mubariz","الحاج معاون صفر محمد مبارز","No","2010-10-20","PRELIMINARY",4406
"General","G-14","14","Badakhshan","بدخشان","بدخشان",8972251,28,"Shah Ismael","شاه اسماعیل","No","2010-10-20","PRELIMINARY",4466
"General","G-14","14","Badakhshan","بدخشان","بدخشان",8995505,29,"Sadatullah Hamdard","سعادت الله همدرد","No","2010-10-20","PRELIMINARY",564
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233829,30,"Habibullah Furoghi","حبیب الله فروغی","No","2010-10-20","PRELIMINARY",2624
"General","G-14","14","Badakhshan","بدخشان","بدخشان",102998440,31,"Rahila Nizam A.K.A Laila","راحله نظام مشهور به لیلی","No","2010-10-20","PRELIMINARY",302
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233834,32,"Taqi‐u‐din Danishi","تقی الدین دانشی","No","2010-10-20","PRELIMINARY",1114
"General","G-14","14","Badakhshan","بدخشان","بدخشان",10276422,33,"Alhaj Qazi  Muhammad Yaqub Seddiqi","الحاج قاضی محمد یعقوب صدیقی","No","2010-10-20","PRELIMINARY",917
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233821,34,"Fauzia Kofi","فوزیه کوفی","Yes","2010-10-20","PRELIMINARY",15710
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233839,35,"Sardar Khan","سردار خان","No","2010-10-20","PRELIMINARY",4495
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233830,36,"Maulawi Abdul Aziz","مولوی عبدالعزیز","No","2010-10-20","PRELIMINARY",4257
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2215763,37,"Muhammad Noor Khuwahani","محمد نور خواهانی","No","2010-10-20","PRELIMINARY",2650
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233841,38,"Qudratullah Sharifi","قدرت الله شریفی","No","2010-10-20","PRELIMINARY",510
"General","G-14","14","Badakhshan","بدخشان","بدخشان",9042023,39,"Asal Muhammad Shakeri Badakhshani","عسل محمد  شاکری بدخشانی","No","2010-10-20","PRELIMINARY",682
"General","G-14","14","Badakhshan","بدخشان","بدخشان",13937633,40,"Naserullah Muhammadi","نصیرالله محمدی","No","2010-10-20","PRELIMINARY",3394
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233842,41,"Maulawi Abdul Jabar Furqani","مولوی عبدالجبارفرقانی","No","2010-10-20","PRELIMINARY",41
"General","G-14","14","Badakhshan","بدخشان","بدخشان",4788501,42,"Sayed Muhabat Shah Kashani","سید محبت شاه کاشانی","No","2010-10-20","PRELIMINARY",2354
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233820,43,"Abdul Shahed Nadiri","عبدالشهید نادری","No","2010-10-20","PRELIMINARY",1236
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2474774,44,"Abdul Wali Niazi","عبدالولی نیازی","No","2010-10-20","PRELIMINARY",6892
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2803117,45,"Maulawi Hafiz-u-Rahman Haidari","مولوی حافظ الرحمن حیدری","No","2010-10-20","PRELIMINARY",414
"General","G-14","14","Badakhshan","بدخشان","بدخشان",1959638,46,"Rahim Shah Qurluq","رحیم شاه قرلق","No","2010-10-20","PRELIMINARY",1065
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2074033,47,"Dawlat Muhammad Joshan","دولت محمد  جوشن","No","2010-10-20","PRELIMINARY",270
"General","G-14","14","Badakhshan","بدخشان","بدخشان",100407011,48,"Aqil Mah Sakhizada Pamiri","عقل ماه سخی زاد پامیری","No","2010-10-20","PRELIMINARY",732
"General","G-14","14","Badakhshan","بدخشان","بدخشان",102922678,49,"Abdul Karim","عبدالکریم","No","2010-10-20","PRELIMINARY",399
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233843,50,"Abdul Latif Pedram","عبداللطیف پدرام","Yes","2010-10-20","PRELIMINARY",7996
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233825,51,"Alhaj Zalmai Mujadidi","الحاج زلمی مجددی","Yes","2010-10-20","PRELIMINARY",15357
"General","G-14","14","Badakhshan","بدخشان","بدخشان",102940256,52,"Hajji Abdul Haq Haqani","حاجی عبدالحق حقانی","No","2010-10-20","PRELIMINARY",636
"General","G-14","14","Badakhshan","بدخشان","بدخشان",12268193,53,"Qazi Sadullah Abu Aman","قاضی سعد الله ابو امان","No","2010-10-20","PRELIMINARY",2507
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233844,54,"Sayed Alam Tayeb","سید علم تائب","No","2010-10-20","PRELIMINARY",2615
"General","G-14","14","Badakhshan","بدخشان","بدخشان",102467925,55,"Muhammad Jan Pamir","محمد جان پامیر","No","2010-10-20","PRELIMINARY",2860
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233837,56,"Khalill‐u‐Rahman","خلیل الرحمن","No","2010-10-20","PRELIMINARY",6230
"General","G-14","14","Badakhshan","بدخشان","بدخشان",1840837,57,"Dr. Nilofar Ibrahimi","داکتر نیلوفر ابراهیمی","Yes","2010-10-20","PRELIMINARY",3193
"General","G-14","14","Badakhshan","بدخشان","بدخشان",11923509,58,"Sayed Abdul Hadi Hedayat","سید عبدالهادی هدایت","No","2010-10-20","PRELIMINARY",256
"General","G-14","14","Badakhshan","بدخشان","بدخشان",2233835,59,"Abdul Musawir Sarwari","عبدالمصور سروری","No","2010-10-20","PRELIMINARY",3321
