"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"1809111","Not Reporting","TAKHAR","18","KHWAJAGHAR","1809","Sobhani High School","Ming Choqor","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812173","Not Reporting","TAKHAR","18","DASHT QALA","1812","Arabkakul Secondary School","Arabkakul","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812175","Not Reporting","TAKHAR","18","DASHT QALA","1812","Bagh Bayan High School","Bagh Bayan","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812176","Not Reporting","TAKHAR","18","DASHT QALA","1812","Saksakol Secondary School","Saksakol","New","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812177","Not Reporting","TAKHAR","18","DASHT QALA","1812","Ay Khanum High School","Ay Khanum","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812178","Not Reporting","TAKHAR","18","DASHT QALA","1812","Girls High School","Shahri Kohna (Old City)","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812179","Not Reporting","TAKHAR","18","DASHT QALA","1812","Shahr Boys High School","Shahri Jadeed (New City)","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814202","Not Reporting","TAKHAR","18","KHWAJA BAHAUDIN","1814","Shortoghi Mosque","Shortoghi","Old","no change",648,13,7,0,1,0,0,0,5,635,439,196,0,0,439,196,635
"1814203","Not Reporting","TAKHAR","18","KHWAJA BAHAUDIN","1814","Kotak Jar Boys High School","Kotak Jar","Old","no change",156,16,15,0,1,0,0,0,0,140,111,29,0,0,111,29,140
"1817232","Not Reporting","TAKHAR","18","YANGI QALA","1817","Rahim Abad School","Rahim Abad","Old","no change",2426,105,33,0,34,0,0,7,31,2321,1565,756,0,0,1565,756,2321
"1901001","Not Reporting","KUNDUZ","19","KUNDUZ","1901","Chela Mazar School","Nahia 1","Old","no change",2940,118,47,0,30,0,0,24,17,2821,1668,1153,1,0,1668,1154,2822
"1901033","Not Reporting","KUNDUZ","19","KUNDUZ","1901","Qazaq Jami Mosque","Qoraq Village","Relocated","no change",2076,41,4,0,5,0,0,9,23,2035,1585,450,0,0,1585,450,2035
"1901036","Not Reporting","KUNDUZ","19","KUNDUZ","1901","Bagh Meerai High School","Bagh Meerai Payeen","Old","no change",1722,101,11,0,5,0,0,66,19,1621,1595,26,0,0,1595,26,1621
"1901054","Not Reporting","KUNDUZ","19","KUNDUZ","1901","Bagh e  Sharkat Secondary School","Bagh e  Sharkat","Old","no change",229,26,15,0,0,0,0,4,7,198,134,64,5,0,138,65,203
"1902059","Not Reporting","KUNDUZ","19","CHAHAR DARAH","1902","Amir Mohammad Shinwari Mosque","Qatli Aam","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902063","Not Reporting","KUNDUZ","19","CHAHAR DARAH","1902","Yateem Village School","Yateem Village","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903081","Not Reporting","KUNDUZ","19","ALI ABAD","1903","Arza Bege Girls High School","Qorekh Arzbegee","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904093","Not Reporting","KUNDUZ","19","KHAN ABAD","1904","Char Sari Secondary School","Char Sari Village","Old","no change",600,7,3,0,4,0,0,0,0,593,593,0,0,0,593,0,593
"1905121","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Abdul Rahman Turk Secondary School","Qorghan Tapa","Relocated","no change",384,26,18,0,5,0,0,0,3,358,279,79,0,0,279,79,358
"1905126","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Jan Chashma School","Jan Chashma Village","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905130","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Qalam Guzar High School","Qalam Guzar","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905131","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Amo School","Puli Mudeer Jangal","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905132","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Eski School","Qari Kamal","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905134","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Aab Faroshan School","Aab Faroshan","Old","no change",924,24,11,0,2,0,0,7,4,900,636,264,0,0,636,264,900
"1905135","Not Reporting","KUNDUZ","19","EMAM SAHEB","1905","Jehon Primary School","Halqa Kol","Old","no change",1302,37,16,0,3,0,0,13,5,1265,906,359,0,0,906,359,1265
"1907179","Not Reporting","KUNDUZ","19","QALAE ZAL","1907","Kolokh Tapa High School","Kolokh Tapa","Old","no change",1831,50,13,0,6,0,0,2,29,1781,853,928,0,0,853,928,1781
"1907180","Not Reporting","KUNDUZ","19","QALAE ZAL","1907","Bagh e cha Secondary School","Bagh e cha","Old","no change",420,38,18,0,3,0,0,0,17,382,184,198,0,0,184,198,382
"1907181","Not Reporting","KUNDUZ","19","QALAE ZAL","1907","Khisht Tapa Secondary School","Khisht Tapa","Old","no change",432,10,8,0,1,0,0,0,1,421,207,214,1,0,207,215,422
"1910210","Not Reporting","KUNDUZ","19","AQTASH","1910","Mehrab Bay Mosque","Basos Village","Relocated","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910213","Not Reporting","KUNDUZ","19","AQTASH","1910","Parcha Dasht School","Parcha Dasht Village","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006074","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Daikundi Jame Mosque"," Daikundi village","Not Assessed","no change",30,9,9,0,0,0,0,0,0,21,18,3,0,0,18,3,21
"2006075","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Naizar Mosque"," Nai Zar village","Not Assessed","no change",90,8,7,0,0,0,0,0,1,82,55,27,0,0,55,27,82
"2006076","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Palez Payah Mosque"," Palez Paya village","Not Assessed","no change",840,78,57,0,6,0,0,1,14,762,687,75,0,0,687,75,762
"2006081","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Katah Qaq Secondary School"," Kata Qaq village","Relocated","no change",1572,71,14,0,8,0,0,1,48,1500,901,599,1,0,901,600,1501
"2006082","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Toqsun Secondary School"," Toqsan village","Old","no change",1476,64,35,0,12,0,0,1,16,1412,1000,412,0,0,1000,412,1412
"2006083","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Tolai Ghazi Mosque"," Tolai Ghazi village","Old","no change",1608,76,12,0,11,0,0,3,50,1531,1158,373,1,0,1159,373,1532
"2006087","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Khanah e Sangi Mosque"," Khanah Sangi village","Old","no change",1476,73,32,0,13,0,0,1,27,1403,974,429,0,0,974,429,1403
"2006090","Not Reporting","SAMANGAN","20","DARAE SOFE PAYEN","2006"," Numazgah Madrassah"," Namazgah village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102055","Not Reporting","BALKH","21","NAHR SHAHI","2102"," Sharak Afghania School"," Shahrak Afghania","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106104","Not Reporting","BALKH","21","BALKH","2106"," Elqichi School"," Elqechi village","Old","no change",504,10,5,0,2,0,0,1,2,493,285,208,1,0,286,208,494
"2106105","Not Reporting","BALKH","21","BALKH","2106"," Arghandab Mosque"," Arghandab village","Old","no change",378,14,9,0,0,0,0,4,1,364,223,141,0,0,223,141,364
"2106106","Not Reporting","BALKH","21","BALKH","2106"," Salarzai School"," Salarzai village","Old","no change",1074,35,29,0,2,0,0,1,3,1038,373,665,1,0,374,665,1039
"2106107","Not Reporting","BALKH","21","BALKH","2106"," Walah Gai School"," Walagai (Khaspak) village","Old","no change",660,17,12,0,4,0,0,0,1,640,548,92,3,0,551,92,643
"2106111","Not Reporting","BALKH","21","BALKH","2106"," Bokah School","Bokah village","Old","no change",1855,90,49,0,6,0,0,23,12,1762,998,764,3,0,1000,765,1765
"2107147","Not Reporting","BALKH","21","SHOLGARA","2107"," Kandali School"," Kandali village","Old","no change",420,21,7,0,5,0,0,0,9,399,242,157,0,0,242,157,399
"2108151","Not Reporting","BALKH","21","CHEMTAL","2108"," Machaldi Mosque"," Machaldi village","Not Assessed","no change",360,6,4,0,2,0,0,0,0,354,231,123,0,0,231,123,354
"2108154","Not Reporting","BALKH","21","CHEMTAL","2108"," Chiqnaq Clinic"," Chaqnaq village","Not Assessed","no change",960,31,13,0,6,0,0,0,12,929,582,347,0,0,582,347,929
"2108155","Not Reporting","BALKH","21","CHEMTAL","2108"," Haji Barfi School"," Haji Barfi village","Old","no change",1872,54,18,0,17,0,0,3,16,1818,982,836,0,0,982,836,1818
"2108157","Not Reporting","BALKH","21","CHEMTAL","2108"," Mulla Juma Khan School"," Mulla Juma Khan village","Old","no change",1362,55,8,0,15,0,0,6,26,1307,723,584,0,0,723,584,1307
"2108170","Not Reporting","BALKH","21","CHEMTAL","2108"," Jangal Girls High School"," Jangal village","Relocated","no change",1368,57,22,0,8,0,0,5,22,1311,795,516,0,0,795,516,1311
"2109184","Not Reporting","BALKH","21","DAWLATABAD","2109"," Farukh Abad School"," Farukh Abad village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109188","Not Reporting","BALKH","21","DAWLATABAD","2109"," Chahi School"," Chahi village","Old","no change",30,5,5,0,0,0,0,0,0,25,22,3,0,0,22,3,25
"2109191","Not Reporting","BALKH","21","DAWLATABAD","2109"," Khwalah Bachgan School"," Khowala Bachgan village","Old","no change",1122,38,20,0,6,0,0,2,10,1084,639,445,0,0,639,445,1084
"2109194","Not Reporting","BALKH","21","DAWLATABAD","2109"," Afghania Jame Mosque"," Bye Mashhad Afghania","Old","no change",600,16,8,0,7,0,0,0,1,583,583,0,1,0,584,0,584
"2111222","Not Reporting","BALKH","21","CHARBOLAK","2111"," Yalman School"," Yalman village","Old","no change",2616,87,22,0,18,0,0,12,35,2231,1180,1051,298,0,1369,1160,2529
"2111223","Not Reporting","BALKH","21","CHARBOLAK","2111"," Aliabad School"," Ali Abad village","Old","no change",720,29,11,0,1,0,0,2,15,691,494,197,0,0,494,197,691
"2111224","Not Reporting","BALKH","21","CHARBOLAK","2111"," Nawai Kot School"," Nawai Kot (Yangareeq) village","Old","no change",12,10,10,0,0,0,0,0,0,2,1,1,0,0,1,1,2
"2111225","Not Reporting","BALKH","21","CHARBOLAK","2111"," Suryan village Jame Mosque"," Soryan village","Old","no change",1134,103,3,0,14,0,0,76,10,1031,740,291,0,0,740,291,1031
"2111231","Not Reporting","BALKH","21","CHARBOLAK","2111"," Chobah School"," Chobah village","Old","no change",72,47,7,0,39,0,0,0,1,25,9,16,0,0,9,16,25
"2111232","Not Reporting","BALKH","21","CHARBOLAK","2111"," Hamid Ba Ba School"," Teemorak village","Old","no change",1482,70,16,0,16,0,0,0,38,1412,1064,348,0,0,1064,348,1412
"2111233","Not Reporting","BALKH","21","CHARBOLAK","2111"," Badaee Balkhi School"," Teemorak village","Old","no change",186,18,10,0,2,0,0,0,6,168,132,36,0,0,132,36,168
"2111235","Not Reporting","BALKH","21","CHARBOLAK","2111"," Sikandar Khil Zhangoorah School"," Zhangoorah e Watani","Old","no change",1134,22,10,0,4,0,0,2,6,1109,659,450,3,0,662,450,1112
"2111236","Not Reporting","BALKH","21","CHARBOLAK","2111"," Tannah School"," Tannah village","Old","no change",1968,28,12,0,5,0,0,5,6,1940,1235,705,0,0,1235,705,1940
"2111237","Not Reporting","BALKH","21","CHARBOLAK","2111"," Mullah Shaheen village Mosque"," Mulla Shaheen village","Old","no change",1800,179,4,0,14,0,0,7,154,994,412,582,627,0,1039,582,1621
"2111238","Not Reporting","BALKH","21","CHARBOLAK","2111"," Development Council Building"," Zhangoorah Maawen Zaman village","Old","no change",1194,255,6,2,122,0,0,10,115,863,352,511,76,0,373,566,939
"2111241","Not Reporting","BALKH","21","CHARBOLAK","2111"," Shiekh Tash Taimoor School"," Shiekh Tash Temoor village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111242","Not Reporting","BALKH","21","CHARBOLAK","2111"," Aadenah Jame Mosque"," Aadenah village Mosque","Old","no change",612,28,8,0,5,0,0,3,12,584,364,220,0,0,364,220,584
"2111246","Not Reporting","BALKH","21","CHARBOLAK","2111"," Mangoli School"," Mangoolo village","Old","no change",354,17,9,0,1,0,0,1,6,337,263,74,0,0,263,74,337
"2111247","Not Reporting","BALKH","21","CHARBOLAK","2111"," Ahmad Abad School"," Ahmad Abad village","Old","no change",414,21,9,0,1,0,0,0,11,393,299,94,0,0,299,94,393
"2112254","Not Reporting","BALKH","21","SHORTEPA","2112"," Dali School"," Dali village ","Old","no change",726,30,14,0,4,0,0,0,12,696,690,6,0,0,690,6,696
"2112255","Not Reporting","BALKH","21","SHORTEPA","2112"," Shor Ariq School"," Shor Areq village","Old","no change",948,92,15,0,3,0,0,0,74,856,856,0,0,0,856,0,856
"2201013","Not Reporting","SARE PUL","22","SARE PUL","2201"," Balghali Girls High School"," Adrang village","Relocated","no change",3000,594,523,0,18,0,0,5,48,2406,1986,420,0,0,1986,420,2406
"2202044","Not Reporting","SARE PUL","22","SAYAD","2202"," Billand Ghor Kuhnah Primary School"," Billand Ghur Kuhnanh village","New","no change",1200,567,555,0,4,0,0,5,3,633,488,145,0,0,488,145,633
"2202045","Not Reporting","SARE PUL","22","SAYAD","2202"," Quflatoon Secondary School"," Quflaton village","Relocated","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204092","Not Reporting","SARE PUL","22","SOZMAQALA","2204"," Du Aabah Boys High School"," Du Aabah","Old","no change",120,12,5,0,3,0,0,0,4,108,86,22,0,0,86,22,108
"2205117","Not Reporting","SARE PUL","22","SANCHARAK","2205"," Ideen Kol Primary School"," Aabdin Kol","Old","no change",1062,39,9,0,7,0,0,7,16,1023,390,633,0,0,390,633,1023
"2205118","Not Reporting","SARE PUL","22","SANCHARAK","2205"," Tabeer wa Taghai Khwajah High School","  Bahar Naw Tubra","Old","no change",2064,67,20,0,15,0,0,3,29,1997,936,1061,0,0,936,1061,1997
"2205119","Not Reporting","SARE PUL","22","SANCHARAK","2205"," Irfan Secondary School"," Gul Khanah Tafaikhor village","Old","no change",1050,28,16,0,4,0,0,2,6,1022,440,582,0,0,440,582,1022
"2205120","Not Reporting","SARE PUL","22","SANCHARAK","2205"," Qatar Darakht Mosque"," Qatar Derakht","Old","no change",1302,33,20,0,3,0,0,4,6,1269,515,754,0,0,515,754,1269
"2206134","Not Reporting","SARE PUL","22","GOSFANDI","2206"," Chaghdan Secondary School"," Chaghdan","Relocated","no change",132,11,7,0,0,0,0,0,4,121,116,5,0,0,116,5,121
"2301011","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Sokhtah Sufla Mosque"," Soukhtah Sufla","Relocated","no change",708,29,11,0,3,0,0,5,10,679,441,238,0,0,441,238,679
"2301012","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Amrotak Mosque"," Amrotak","Old","no change",864,35,11,0,4,0,0,12,8,829,555,274,0,0,555,274,829
"2301019","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Haji Abdul Hakim Mosque"," Dahan Khak Mulla","New","no change",1416,97,21,0,8,0,0,49,19,1316,714,602,3,0,717,602,1319
"2301020","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Aabul Bazar Secondary School"," Abol Ghaibi","Relocated","no change",1314,193,9,0,21,0,0,120,43,1120,752,368,1,0,753,368,1121
"2301021","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Sar Tangi Mosque"," Sar Tangi","New","no change",1590,199,1,0,10,0,0,169,19,1385,1105,280,6,0,1111,280,1391
"2301022","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Pullah Mosque"," Pullah village","New","no change",1488,252,7,0,18,0,0,200,27,1236,970,266,0,0,970,266,1236
"2301023","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Raqeebi Bazar, old clinic"," Qeebi Dahana e Shor Qul","Old","no change",1740,85,4,0,6,0,0,44,31,1650,1333,317,5,0,1338,317,1655
"2301024","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301"," Khil Azam Mosque"," Khil Azam","Relocated","no change",2035,131,1,0,10,0,0,11,109,1903,1336,567,1,0,1336,568,1904
"2301071","Not Reporting","GHOR","23","FEROZKOH (CHEGHCHERAN)","2301","Shakh Mulan Mosque "," Shakh Malan, Chashmah Sakeenah","Old","no change",216,26,16,0,1,0,0,4,5,190,181,9,0,0,181,9,190
"2302074","Not Reporting","GHOR","23","DOLAYNA","2302"," Arbab Ma’azullah Garmabak School"," Qalla Naqshi","Old","no change",1733,199,14,0,7,0,0,112,66,1534,990,544,0,0,990,544,1534
"2302075","Not Reporting","GHOR","23","DOLAYNA","2302"," Sairzar School"," Serzar","New","no change",772,111,17,0,8,0,0,40,46,659,478,181,2,0,480,181,661
"2302076","Not Reporting","GHOR","23","DOLAYNA","2302"," Girls School"," Dewar Safid","New","no change",1770,161,28,0,8,0,0,96,29,1609,1064,545,0,0,1064,545,1609
"2302077","Not Reporting","GHOR","23","DOLAYNA","2302"," Shorba Mosque"," Shura Sufla","New","no change",60,5,4,0,0,0,0,1,0,55,53,2,0,0,53,2,55
"2302078","Not Reporting","GHOR","23","DOLAYNA","2302"," Iskechi School"," Iskechi","New","no change",493,66,4,0,2,0,0,51,9,426,283,143,1,0,283,144,427
"2302079","Not Reporting","GHOR","23","DOLAYNA","2302"," Khwajahgan Jame Mosque"," Khwajah Gan","Old","no change",1019,125,13,0,2,0,0,69,41,893,491,402,1,0,492,402,894
"2302080","Not Reporting","GHOR","23","DOLAYNA","2302"," Salmeen School"," Salmeen","Old","no change",822,81,22,0,13,0,0,31,15,741,387,354,0,0,387,354,741
"2302081","Not Reporting","GHOR","23","DOLAYNA","2302"," Razqan Mosque"," Rezqan","Relocated","no change",432,25,15,0,3,0,0,2,5,407,170,237,0,0,170,237,407
"2302082","Not Reporting","GHOR","23","DOLAYNA","2302"," Dahan Ghal Mulla School"," Dahan Ghal Mulla","New","no change",618,51,15,0,1,0,0,28,7,567,304,263,0,0,304,263,567
"2302083","Not Reporting","GHOR","23","DOLAYNA","2302"," Bazar Gellah Asyab"," Gellah Asyab","Old","no change",3530,553,15,0,49,0,0,78,411,2976,2076,900,1,0,2077,900,2977
"2302084","Not Reporting","GHOR","23","DOLAYNA","2302"," Birinji School"," Berenji","New","no change",596,87,31,0,6,0,0,32,18,509,396,113,0,0,396,113,509
"2302086","Not Reporting","GHOR","23","DOLAYNA","2302"," Shaheedan Jame Mosque"," Shaheedan","Old","no change",1913,149,32,0,19,0,0,68,30,1762,1032,730,2,0,1034,730,1764
"2302089","Not Reporting","GHOR","23","DOLAYNA","2302"," Nasar Guzae Pahab Mosque"," Chashma e Safid","Relocated","no change",1913,83,19,0,12,0,0,38,14,1830,973,857,0,0,973,857,1830
"2302093","Not Reporting","GHOR","23","DOLAYNA","2302"," Gharak Ulya School"," Ghart Ulya","New","no change",602,143,33,0,35,0,0,41,34,457,334,123,2,0,336,123,459
"2303103","Not Reporting","GHOR","23","DAWLATYAR","2303"," Pushtah e Noor Boys High School"," Joi Nesae village","Old","no change",1405,131,9,0,7,0,0,103,12,1274,798,476,0,0,798,476,1274
"2303104","Not Reporting","GHOR","23","DAWLATYAR","2303"," Wazi Primary School"," Wazi village","New","no change",263,37,7,0,5,0,0,21,4,225,117,108,1,0,118,108,226
"2304115","Not Reporting","GHOR","23","CHARSADA","2304"," Qalla Gowhar High School"," Qalla Gowhar","Old","no change",1107,100,14,0,0,0,0,23,63,1007,698,309,0,0,698,309,1007
"2304116","Not Reporting","GHOR","23","CHARSADA","2304"," Maseen Jame Mosque"," Maseen","Old","no change",1136,81,11,0,10,0,0,35,25,1055,712,343,0,0,712,343,1055
"2304120","Not Reporting","GHOR","23","CHARSADA","2304"," Malmanj Mosque"," Malmanj","Relocated","no change",1586,71,3,0,4,0,0,49,15,1515,998,517,0,0,998,517,1515
"2305141","Not Reporting","GHOR","23","PASABAND","2305"," Wari Mosque"," Wari ","New","no change",585,66,23,0,5,0,0,31,7,519,300,219,0,0,300,219,519
"2305142","Not Reporting","GHOR","23","PASABAND","2305"," Aspi Buz School"," Ispe Buz","Old","no change",1037,74,22,0,4,0,0,36,12,962,442,520,1,0,442,521,963
"2305143","Not Reporting","GHOR","23","PASABAND","2305"," Talmastan School"," Talmastan","Old","no change",1241,109,22,0,5,0,0,42,40,1131,590,541,1,0,591,541,1132
"2306154","Not Reporting","GHOR","23","SHAHRAK","2306"," Kharah Sang Mosque"," Kharah Sang","Not Assessed","no change",1657,123,10,0,6,0,0,58,49,1532,986,546,2,0,986,548,1534
"2306174","Not Reporting","GHOR","23","SHAHRAK","2306"," Oshan School"," Dahanah Du Tayee","Old","no change",142,10,5,0,0,0,0,4,1,132,124,8,0,0,124,8,132
"2306175","Not Reporting","GHOR","23","SHAHRAK","2306"," Kham Mosque"," Qalla Kodak","Old","no change",153,29,13,0,1,0,0,14,1,124,114,10,0,0,114,10,124
"2309255","Not Reporting","GHOR","23","TOLAK","2309"," Khameen Mosque"," Rubat","Relocated","no change",2994,201,15,0,19,0,0,93,74,2791,2217,574,2,0,2218,575,2793
"2309256","Not Reporting","GHOR","23","TOLAK","2309"," Durudi School"," Kheftah village","Old","no change",3602,231,9,0,10,0,0,196,16,3367,2780,587,4,0,2783,588,3371
"2309258","Not Reporting","GHOR","23","TOLAK","2309"," Kabotar Khan Primary School"," Kabotar Khan","Old","no change",4200,125,0,0,23,0,0,19,83,4075,2324,1751,0,0,2324,1751,4075
"2309259","Not Reporting","GHOR","23","TOLAK","2309"," Askwan Mosque"," Kah Deh Ru","Relocated","no change",3599,167,2,0,9,0,0,57,99,3431,2849,582,1,0,2850,582,3432
"2309261","Not Reporting","GHOR","23","TOLAK","2309"," Sang Khalq Primary School"," Sang Khalq","Old","no change",660,48,10,0,1,0,0,34,3,612,366,246,0,0,366,246,612
"2309265","Not Reporting","GHOR","23","TOLAK","2309"," Naw Charah Primary School"," NawCharah","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501022","Not Reporting","URUZGAN","25","TIRENKOT","2501"," Kotwal High School"," Kotwal","Not Assessed","no change",336,45,7,0,2,0,0,31,5,291,291,0,0,0,291,0,291
"2610091","Not Reporting","ZABUL","26","SHUMULZAY","2610"," Qalla Rasheed village"," Rasheed Qalla Mosque","New","no change",594,15,8,0,3,0,0,1,3,578,578,0,1,0,579,0,579
"2707122","Not Reporting","KANDAHAR","27","KHAKREZ","2707"," Haji Gul School"," Haji Gul","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708128","Not Reporting","KANDAHAR","27","ARGHESTAN","2708"," Tessan Village School"," Bala Zharrah","Old","no change",600,38,0,0,3,0,0,0,35,562,562,0,0,0,562,0,562
"2708129","Not Reporting","KANDAHAR","27","ARGHESTAN","2708"," Tessan village School"," Tessan village","Old","no change",600,15,0,0,5,0,0,2,8,585,585,0,0,0,585,0,585
"2708130","Not Reporting","KANDAHAR","27","ARGHESTAN","2708"," Ghbarge village Mosque"," Ghbargee village","New","no change",708,38,1,0,7,0,0,1,29,670,566,104,0,0,566,104,670
"2804051","Not Reporting","JAWZJAN","28","MENGAJEK","2804"," Mangeejak School "," Mangeejak","Old","no change",300,10,10,0,0,0,0,0,0,290,254,36,0,0,254,36,290
"2806070","Not Reporting","JAWZJAN","28","KHAMYAB","2806"," Sayed Ismael School "," Ismael Shayan village","New","no change",54,7,7,0,0,0,0,0,0,47,36,11,0,0,36,11,47
"2806071","Not Reporting","JAWZJAN","28","KHAMYAB","2806"," Khum Aab School "," Kham Aab","Old","no change",78,9,9,0,0,0,0,0,0,69,55,14,0,0,55,14,69
"2808093","Not Reporting","JAWZJAN","28","FAYZABAD","2808"," Char Bagh High School"," Chahar Bagh ","Old","no change",6,5,5,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"2808095","Not Reporting","JAWZJAN","28","FAYZABAD","2808"," Shesha Khan Boys High School"," Sheesha Khanah Arabia","Old","no change",852,58,26,0,4,0,0,1,27,794,519,275,0,0,519,275,794
"2808096","Not Reporting","JAWZJAN","28","FAYZABAD","2808"," Gerjak Boys Secondary School"," Gurjak village","Old","no change",402,27,19,0,5,0,0,0,3,375,192,183,0,0,192,183,375
"2810112","Not Reporting","JAWZJAN","28","QARQEEN","2810"," Joi Sarai Secondary School"," Joi Sarai","Old","no change",539,26,17,0,6,0,0,0,3,513,319,194,0,0,319,194,513
"2902028","Not Reporting","FARYAB","29","PASHTONKOT","2902","Qala Sar Hawz Mosque","Sar Hawz","Not Assessed","no change",3000,43,1,0,22,0,0,5,15,2956,2367,589,1,0,2367,590,2957
"2902059","Not Reporting","FARYAB","29","PASHTONKOT","2902","Gadai Qala Boys School","Gadai Qala","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903071","Not Reporting","FARYAB","29","KHWAJA SABZPOSH","2903","Deh Naw Boys High School Building","Deh Naw","Old","no change",791,141,48,0,7,0,69,4,13,650,375,275,0,0,375,275,650
"2903072","Not Reporting","FARYAB","29","KHWAJA SABZPOSH","2903","Badghisy Girls High School","Badghisy","Old","no change",1074,45,24,0,11,0,0,2,8,1028,571,457,1,0,572,457,1029
"2904085","Not Reporting","FARYAB","29","ALMAR","2904","Chaghatak Jami Mosque","Chaghatak","Old","no change",750,22,6,0,2,0,0,8,6,728,450,278,0,0,450,278,728
"2904086","Not Reporting","FARYAB","29","ALMAR","2904","Shaheed Alauddin Girls High School","Khodaymat Village","Relocated","no change",2442,67,22,0,11,0,0,12,22,2375,1376,999,0,0,1376,999,2375
