"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"0905154","Not Reporting","BAGHLAN","09","BAGHLAN JADID","0905","Shahi Khil Secondary School","Shahi Khil","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0905155","Not Reporting","BAGHLAN","09","BAGHLAN JADID","0905","Allauddin Jame Mosque","Shahi Khil village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0905156","Not Reporting","BAGHLAN","09","BAGHLAN JADID","0905","Mangal Ha Boys High School","Mangal ha village","Old","no change",4794,301,4,0,37,0,0,66,194,4486,2304,2182,7,0,2311,2182,4493
"0905160","Not Reporting","BAGHLAN","09","BAGHLAN JADID","0905","Arab ha village, on the left side of the Qasarkhil","Qeshlaq  (village) Arab ha","Old","no change",1194,62,8,0,11,0,0,27,16,1129,754,375,3,0,756,376,1132
"0905161","Not Reporting","BAGHLAN","09","BAGHLAN JADID","0905","Qaisarkhil High School","Qaisarkhil","Old","no change",1308,114,11,0,12,0,0,20,71,1194,757,437,0,0,757,437,1194
"0910207","Not Reporting","BAGHLAN","09","BORKA","0910","Sai Hazarah Secondary School","Haji Hazrat Shah village","Old","no change",3438,121,14,1,20,0,0,35,51,3315,1666,1649,2,0,1667,1650,3317
"0910212","Not Reporting","BAGHLAN","09","BORKA","0910","Chappah School","Chapah","Old","no change",1019,99,23,0,11,0,0,13,52,920,550,370,0,0,550,370,920
"0911223","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Amir Naziah Mosque","Dahana e Reshqab","Old","no change",2400,114,10,0,14,0,0,3,87,2284,1137,1147,2,0,1138,1148,2286
"0911224","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Gardandah Jame Mosque","Gardandah","New","no change",2400,91,11,0,34,0,0,22,24,2309,1160,1149,0,0,1160,1149,2309
"0911227","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Sang Paran Mosque","Sang Paran","New","no change",1200,102,2,0,71,0,0,6,23,1098,545,553,0,0,545,553,1098
"0911228","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Kololah Sang Mosque","Kulula Sang","Old","no change",2400,77,6,0,37,0,0,8,26,2322,1177,1145,1,0,1178,1145,2323
"0911230","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Khelar Secondary School","Khilar","New","no change",1794,88,4,0,13,0,0,15,56,1705,566,1139,1,0,566,1140,1706
"0911231","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Wadu High School","Wadur","Old","no change",600,29,3,0,5,0,0,14,7,571,571,0,0,0,571,0,571
"0911232","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Tarmesh School","Tarmesh","Relocated","no change",1800,33,6,0,7,0,0,7,13,1767,582,1185,0,0,582,1185,1767
"0911233","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Bilandi Ashraf Madrassah","Bilandi Ashraf village","Old","no change",1799,87,19,0,11,0,0,21,36,1712,1140,572,0,0,1140,572,1712
"0911235","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Talah Boys High School","Talah district center","Old","no change",4800,228,14,0,63,0,0,63,88,4570,2246,2324,2,0,2248,2324,4572
"0911236","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Barfak Secondary School","Surkh Joi","Old","no change",3000,250,30,1,137,0,0,31,51,2750,1701,1049,0,0,1701,1049,2750
"0911237","Not Reporting","BAGHLAN","09","TALA WA BARFAK","0911","Nomania Madrassah","Zer Bagh","Old","no change",4200,166,11,0,79,0,0,28,48,4033,2338,1695,1,0,2338,1696,4034
"0913257","Not Reporting","BAGHLAN","09","KHOST WA FERENG","0913","Sabz Mohammad Khan High School","Farghanbel","Old","no change",1416,133,16,0,11,0,0,33,73,1282,770,512,1,0,770,513,1283
"0913266","Not Reporting","BAGHLAN","09","KHOST WA FERENG","0913","Baharak Secondary School","Baharak","Old","no change",504,51,23,0,5,0,0,8,15,453,383,70,0,0,383,70,453
"0913271","Not Reporting","BAGHLAN","09","KHOST WA FERENG","0913","Sachi Secondary School","Sachi","Old","no change",1200,86,7,0,12,0,0,11,56,1114,547,567,0,0,547,567,1114
"1002046","Not Reporting","BAMYAN","10","SHEBAR","1002"," Sar e Qundi Baghak Madrassah","Imandab, Sar e Qundi Baghak","Old","no change",702,51,32,0,9,0,0,0,10,651,359,292,0,0,359,292,651
"1208094","Not Reporting","PAKTIKA","12","GOMAL","1208"," Sayed Khil Mosque"," Sayed Khil","Not Assessed","no change",2400,43,0,0,8,0,0,3,32,2301,1720,581,56,0,1776,581,2357
"1208097","Not Reporting","PAKTIKA","12","GOMAL","1208"," Eisa Jee School"," Menzai","Not Assessed","no change",1578,47,10,0,13,0,0,5,19,1528,1528,0,3,0,1531,0,1531
"1208101","Not Reporting","PAKTIKA","12","GOMAL","1208"," Mullah Dawlat Madrassah"," Zawlo Khil","Not Assessed","no change",1434,59,3,0,8,0,0,13,35,1374,1374,0,1,0,1375,0,1375
"1209111","Not Reporting","PAKTIKA","12","JANIKHEL","1209"," Shahturo Primary School"," Shah Tori","Relocated","no change",3594,168,16,0,58,0,0,24,70,3036,2084,952,390,0,2257,1169,3426
"1211134","Not Reporting","PAKTIKA","12","URGUN","1211"," Ali Baz Melmastoon (Guest House)"," Pushte Village","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216209","Not Reporting","PAKTIKA","12","DELA","1216"," Health Clinic"," District Center","Not Assessed","no change",2353,54,9,0,10,0,0,12,23,2298,1714,584,1,0,1715,584,2299
"1216210","Not Reporting","PAKTIKA","12","DELA","1216"," Akbar Jan Shop"," District Center","Not Assessed","no change",1248,28,2,0,12,0,0,2,12,1219,1173,46,1,0,1174,46,1220
"1302033","Not Reporting","PAKTYA","13","AHMADABA","1302"," Borgai School"," Borgaio Village village","Old","no change",4199,99,3,1,24,0,0,27,44,4002,1113,2889,96,2,1158,2942,4100
"1302035","Not Reporting","PAKTYA","13","AHMADABA","1302"," Fazel Khil Jame Mosque"," Gharrak","Old","no change",1200,56,6,0,9,0,0,0,41,1059,504,555,84,1,586,558,1144
"1303037","Not Reporting","PAKTYA","13","ZURMAT","1303"," Shahi Kot School"," Armah Shahi Kot","Old","no change",1859,84,4,0,26,0,0,35,19,1771,1720,51,4,0,1724,51,1775
"1303038","Not Reporting","PAKTYA","13","ZURMAT","1303"," District Center Armah"," Armah ","Old","no change",210,44,0,0,2,0,0,0,42,165,113,52,1,0,114,52,166
"1303048","Not Reporting","PAKTYA","13","ZURMAT","1303"," Batoor High School"," Batoor","Old","no change",1152,49,2,0,13,0,0,21,13,1103,1103,0,0,0,1103,0,1103
"1303050","Not Reporting","PAKTYA","13","ZURMAT","1303"," Sahak Clinic"," Sahak","Old","no change",1098,27,8,0,0,0,0,16,3,1009,936,73,62,0,998,73,1071
"1303051","Not Reporting","PAKTYA","13","ZURMAT","1303"," Sahak High School"," Sahak","Old","no change",2814,111,5,0,26,0,0,42,38,2689,2287,402,14,0,2301,402,2703
"1303052","Not Reporting","PAKTYA","13","ZURMAT","1303"," Haibat School"," Haibat Khil","Relocated","no change",2058,72,11,0,17,0,0,28,16,1946,1863,83,40,0,1903,83,1986
"1303053","Not Reporting","PAKTYA","13","ZURMAT","1303"," Shamolzai School"," Shamolzai Sahak","Relocated","no change",156,10,7,0,2,0,0,0,1,137,75,62,9,0,84,62,146
"1303054","Not Reporting","PAKTYA","13","ZURMAT","1303"," Shagom Bala Madrassah"," Haibat Khil","Old","no change",600,9,0,0,3,0,0,0,6,591,0,591,0,0,0,591,591
"1303055","Not Reporting","PAKTYA","13","ZURMAT","1303"," Dagar Ji Mosque"," Gerji","Relocated","no change",2562,99,14,0,20,0,0,39,26,2439,2092,347,24,0,2111,352,2463
"1303056","Not Reporting","PAKTYA","13","ZURMAT","1303"," Dawlat Khan village Mosque"," Dawlat Khan","Old","no change",696,14,1,0,7,0,0,6,0,596,538,58,86,0,586,96,682
"1303057","Not Reporting","PAKTYA","13","ZURMAT","1303"," Kolalgo High School"," Kolalgu","Old","no change",2592,129,3,0,31,0,0,45,50,2462,2270,192,1,0,2271,192,2463
"1303058","Not Reporting","PAKTYA","13","ZURMAT","1303"," Itefaq School"," Jeghatyan Kolalgu","Old","no change",2640,103,6,0,18,0,0,37,42,2530,2294,236,7,0,2301,236,2537
"1303059","Not Reporting","PAKTYA","13","ZURMAT","1303"," Koti Khil School"," Koti Khil","Old","no change",1063,33,4,0,14,0,0,1,14,717,631,86,313,0,944,86,1030
"1303060","Not Reporting","PAKTYA","13","ZURMAT","1303"," Dawlat Zai High School"," Makawah Dawlat zai","Old","no change",1200,56,2,0,5,0,0,2,47,837,411,426,307,0,551,593,1144
"1303065","Not Reporting","PAKTYA","13","ZURMAT","1303"," Alozo School"," Alozo Kala, Sourkai","Old","no change",1584,106,10,0,7,0,0,36,53,1478,1262,216,0,0,1262,216,1478
"1303066","Not Reporting","PAKTYA","13","ZURMAT","1303"," Soorkai School"," Sourkai","Old","no change",1506,122,7,0,10,0,0,26,79,1376,1144,232,8,0,1152,232,1384
"1303067","Not Reporting","PAKTYA","13","ZURMAT","1303"," Kam Jamali village Mosque"," Sourkai","Relocated","no change",522,18,7,0,2,0,0,3,6,503,428,75,1,0,429,75,504
"1305072","Not Reporting","PAKTYA","13","ZADRAN","1305"," Adah Mosque"," Moti","Old","no change",1500,36,6,0,10,0,0,10,10,1463,894,569,1,0,895,569,1464
"1305073","Not Reporting","PAKTYA","13","ZADRAN","1305"," Moti Mosque"," Ster Village Meti","Relocated","no change",2394,35,1,0,6,0,0,5,23,2359,1190,1169,0,0,1190,1169,2359
"1305082","Not Reporting","PAKTYA","13","ZADRAN","1305"," Keen Lagad Mosque"," Keen Lagad","Relocated","no change",1200,53,0,0,31,0,0,13,9,1146,583,563,1,0,584,563,1147
"1306091","Not Reporting","PAKTYA","13","SAYEDKARAM","1306"," Boqar Mosque"," Usman Khil","Relocated","no change",3600,117,11,0,35,0,0,5,66,3473,1717,1756,10,0,1724,1759,3483
"1306093","Not Reporting","PAKTYA","13","SAYEDKARAM","1306"," Khan Khil School"," Khan Khil, Bar Kalgar","Old","no change",2994,78,4,0,29,0,0,0,45,2916,1747,1169,0,0,1747,1169,2916
"1306094","Not Reporting","PAKTYA","13","SAYEDKARAM","1306"," Khoshal Khil Madrassah"," Khoshal Khil","Old","no change",792,46,4,0,10,0,0,1,31,742,521,221,4,0,525,221,746
"1306096","Not Reporting","PAKTYA","13","SAYEDKARAM","1306"," Shajanak School"," Sajanak","Relocated","no change",1200,64,1,0,28,0,0,9,26,1135,573,562,1,0,573,563,1136
"1306099","Not Reporting","PAKTYA","13","SAYEDKARAM","1306"," Khand Khil School"," Khand Khil","Old","no change",1668,69,9,0,14,0,0,23,23,1584,897,687,15,0,912,687,1599
"1307108","Not Reporting","PAKTYA","13","JAJEE","1307"," Mohammadullah School"," Belawoot","Old","no change",2400,40,1,0,12,0,0,10,17,2359,1179,1180,1,0,1179,1181,2360
"1307110","Not Reporting","PAKTYA","13","JAJEE","1307"," Patlaw Clinic"," Ali Sangi","Relocated","no change",2400,705,9,0,651,0,0,1,44,1694,757,937,1,0,758,937,1695
"1307116","Not Reporting","PAKTYA","13","JAJEE","1307"," Sangar Mosque"," Ali Khil","Old","no change",4464,91,4,0,25,0,0,25,37,4372,2194,2178,1,0,2195,2178,4373
"1307122","Not Reporting","PAKTYA","13","JAJEE","1307"," Khairmani School"," Khair Manah","Old","no change",4800,443,3,0,279,0,0,3,158,4355,2077,2278,2,0,2078,2279,4357
"1307124","Not Reporting","PAKTYA","13","JAJEE","1307"," Mari Khil School"," Mari Khil","Old","no change",1200,55,0,0,51,0,0,1,3,1143,587,556,2,0,589,556,1145
"1307125","Not Reporting","PAKTYA","13","JAJEE","1307"," Rokyano Madrassah"," Rokyan","Old","no change",1200,82,8,0,18,0,0,1,55,1117,535,582,1,0,535,583,1118
"1307126","Not Reporting","PAKTYA","13","JAJEE","1307"," Hasan Algadi Mosque"," Hasan Lagadah","Old","no change",1200,65,19,0,17,0,0,1,28,1134,581,553,1,0,581,554,1135
"1307127","Not Reporting","PAKTYA","13","JAJEE","1307"," Kharloti Hospital"," Kharlotai","Old","no change",1200,36,1,0,22,0,0,0,13,1164,585,579,0,0,585,579,1164
"1308128","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Moshkah Clinic"," Moshkah, Ahmad Khil","Old","no change",1068,42,8,0,12,0,0,3,19,1025,617,408,0,1,617,409,1026
"1308130","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Dawlat Khil Mosque"," Sabat Khil, Ahmad Khil","Old","no change",1896,80,9,0,10,0,0,3,58,1816,997,819,0,0,997,819,1816
"1308132","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Tarkanani Sikandar Khil Mosque"," Tarkanai","New","no change",1440,69,10,0,3,0,0,0,56,1371,793,578,0,0,793,578,1371
"1308133","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Sikandar Khil High School"," Warsak Village, Ahmad Khil","Old","no change",2394,38,1,0,11,0,0,3,23,2356,1170,1186,0,0,1170,1186,2356
"1308134","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Sikander Khil Girls School"," Warsak Village, Ahmad Khil","Relocated","no change",2394,43,6,0,10,0,0,3,24,2351,1168,1183,0,0,1168,1183,2351
"1308135","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Moti School"," Moti Village, Sikandar Khil, Ahmad Khil","Old","no change",2400,122,4,1,27,0,0,2,88,2278,1141,1137,0,0,1141,1137,2278
"1308136","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Sulaiman Khil Mosque"," Kondi Hasan Khil Village","Old","no change",1896,135,12,0,16,0,0,2,105,1761,961,800,0,0,961,800,1761
"1308137","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Wanas Khil Mosque"," Kondi Hasan Khil Village","Old","no change",2400,43,8,0,15,0,0,4,16,2355,1175,1180,2,0,1177,1180,2357
"1308138","Not Reporting","PAKTYA","13","LEJA AHMADKHEL","1308"," Jenaza Bagh Clinic"," Sabat Khil","Old","no change",1800,24,1,0,10,0,0,0,13,1774,1186,588,2,0,1187,589,1776
"1309142","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Chinari Madrassah"," Tanga Paru Khil","Old","no change",1086,25,3,0,12,0,0,3,7,1060,594,466,0,1,594,467,1061
"1309143","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Da Manzal Gadai Mosque"," Bal Khil","Old","no change",3000,94,22,0,16,0,0,6,50,2905,1148,1757,1,0,1149,1757,2906
"1309144","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Mulla Gul Mosque"," Bal Khil","Old","no change",2400,66,26,1,17,0,0,2,20,2332,1168,1164,2,0,1168,1166,2334
"1309145","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Da Drande Mosque"," Drandai , Bal khil","New","no change",912,13,3,0,2,0,0,3,5,898,507,391,1,0,507,392,899
"1309146","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Da Drande Mosque"," Drandai, Bal Khil","Old","no change",3000,79,20,0,26,0,0,8,25,2921,1744,1177,0,0,1744,1177,2921
"1309149","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Moti village Mosque"," Moti","Relocated","no change",612,22,3,0,6,0,0,0,13,589,327,262,0,1,327,263,590
"1309150","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Awgur High School"," Awrgorr","Old","no change",2400,79,21,0,13,0,0,0,45,2321,1165,1156,0,0,1165,1156,2321
"1309151","Not Reporting","PAKTYA","13","JANIKHEL","1309"," Kotki Mosque"," Kotkai, Ster Village","Old","no change",1800,23,0,0,8,0,0,1,14,1777,595,1182,0,0,595,1182,1777
"1311168","Not Reporting","PAKTYA","13","DAND WA PATAN","1311"," Saltak Moqbil Secondary School"," Seltak Muqbil","Old","no change",3598,26,7,0,11,0,0,1,7,3570,1786,1784,2,0,1788,1784,3572
"1312180","Not Reporting","PAKTYA","13","LEJAMANGAL","1312"," Tushnak School"," Tushnak, Lajjah Mangal","Old","no change",3600,168,14,0,26,0,0,23,105,3430,1723,1707,2,0,1724,1708,3432
"1312183","Not Reporting","PAKTYA","13","LEJAMANGAL","1312"," Lajjah Primary School"," Lajjah Mangal Patakah","Relocated","no change",2046,87,12,0,9,0,0,2,64,1959,822,1137,0,0,822,1137,1959
"1315039","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Nawai Madrassah","Armah Astogan",NA,"added",2718,108,12,0,22,0,0,36,38,2608,2301,307,2,0,2303,307,2610
"1315040","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Saleh Khil Madrassah","Sourkai",NA,"added",2898,90,13,0,16,0,0,22,39,2761,2289,472,47,0,2334,474,2808
"1315041","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Babul Khil village Mosque","Babul Khil",NA,"added",2844,106,6,0,9,0,0,26,65,2687,2267,420,51,0,2312,426,2738
"1315042","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Menjawar Rouhani Ba Ba Mosque","Mejanjour Rouhani Ba Ba",NA,"added",1614,111,10,0,85,0,0,4,12,1293,1109,184,210,0,1110,393,1503
"1315043","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Khar Mast Khilo Mosque","Armah Kharmast Khil",NA,"added",1026,111,14,1,49,0,0,29,18,915,850,65,0,0,850,65,915
"1315044","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Mamozai Clinic","Armah Jainak Khil",NA,"added",348,18,6,0,1,0,0,4,7,288,202,86,42,0,244,86,330
"1315045","Not Reporting","PAKTYA","13","ROHANI BABA","1315","Shah Haider Mosque","Shahi Dar",NA,"added",480,21,4,0,5,0,0,4,8,428,316,112,31,0,347,112,459
"1401021","Not Reporting","KHOST","14","KHOST (MATON)","1401"," Ghazi Abad Village Primary  School","Ghazi Abad","Old","no change",1524,80,23,0,6,0,0,1,50,258,244,14,1186,0,1358,86,1444
"1401033","Not Reporting","KHOST","14","KHOST (MATON)","1401"," Kondaio village Mosque"," Kondaio Village","Relocated","no change",1650,121,12,0,14,0,0,3,92,1529,1234,295,0,0,1234,295,1529
"1401035","Not Reporting","KHOST","14","KHOST (MATON)","1401"," Khani Khwarr Mosque"," Khani Khor","Old","no change",2604,70,16,0,8,0,0,16,30,1384,1253,131,1150,0,2234,300,2534
"1401036","Not Reporting","KHOST","14","KHOST (MATON)","1401"," Mazghora village Mosque"," Mazghora village","Old","no change",528,20,9,0,5,0,0,0,6,508,445,63,0,0,445,63,508
"1401042","Not Reporting","KHOST","14","KHOST (MATON)","1401"," Khabshkhilo Mosque"," Habash Khil","Relocated","no change",1980,365,16,0,34,0,0,3,312,1610,1173,437,5,0,1178,437,1615
"1405115","Not Reporting","KHOST","14","MOSAKHEL","1405"," Khoshamand Village Mosque"," Khoshmand Village","Relocated","no change",2142,94,42,1,7,0,0,0,44,2047,1136,911,1,0,1137,911,2048
"1405116","Not Reporting","KHOST","14","MOSAKHEL","1405"," Hazrat Bilal Mosque"," Awzak village","Old","no change",1434,109,34,0,3,0,0,3,69,1325,612,713,0,0,612,713,1325
"1405117","Not Reporting","KHOST","14","MOSAKHEL","1405"," Ajab Khan Mosque, Koseen Kholah"," Koseen Khowlah","Old","no change",786,13,7,0,1,0,0,0,5,773,393,380,0,0,393,380,773
"1405118","Not Reporting","KHOST","14","MOSAKHEL","1405"," Wachkarrai village Mosque"," Wachkarrai Village","Relocated","no change",1626,38,19,0,3,0,0,1,15,1588,730,858,0,0,730,858,1588
"1413183","Not Reporting","KHOST","14","JAJIMAYDAN","1413"," Zankhil Madrassah"," Zankhil","Old","no change",1572,49,6,0,4,0,0,4,35,1521,1150,371,1,1,1152,371,1523
"1501049","Not Reporting","KUNARHA","15","PROVINCIAL CAPITAL OF KUNARHA ( ASAD ABAD )","1501","Dandona High School","Dandona",NA,"added",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511098","Not Reporting","KUNARHA","15","GHAZIABAD","1511","Sonk Mosque","Sonk","New","no change",6,5,5,0,0,0,0,0,0,1,1,0,0,0,1,0,1
"1602013","Not Reporting","NOORESTAN","16","WAYGAL","1602","Keegal Mosque","Keegal","Relocated","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602014","Not Reporting","NOORESTAN","16","WAYGAL","1602","Moldish Mosque","Moldish","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602015","Not Reporting","NOORESTAN","16","WAYGAL","1602","Irnes Mosque","Irnes","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602023","Not Reporting","NOORESTAN","16","WAYGAL","1602","Hamshoz Village School","Hamshoz Village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602024","Not Reporting","NOORESTAN","16","WAYGAL","1602","Jamamish Mosque","Jamamish","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602025","Not Reporting","NOORESTAN","16","WAYGAL","1602","Nashi Gram School","Nashi Gram","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603032","Not Reporting","NOORESTAN","16","WAMA","1603","Kordar Village Mosque","Kooz Kali Kordor","Old","no change",1464,202,14,0,25,0,0,3,160,1262,869,393,0,0,869,393,1262
"1604035","Not Reporting","NOORESTAN","16","NOORGERAM","1604","Gadalam Village Jami Mosque","Gadalam Village","Old","no change",475,11,1,0,4,0,0,1,5,464,339,125,0,0,339,125,464
"1604036","Not Reporting","NOORESTAN","16","NOORGERAM","1604","Culton School","Culton","Old","no change",2887,2246,10,0,2219,0,0,11,6,641,343,298,0,0,343,298,641
"1604039","Not Reporting","NOORESTAN","16","NOORGERAM","1604","Malak wa Mashook","Malak Village","Old","no change",1967,335,6,0,245,0,0,53,31,1631,1145,486,1,0,1146,486,1632
"1605042","Not Reporting","NOORESTAN","16","DOAB","1605","Kor Gul Secondary School","Kor Gul","Not Assessed","no change",539,42,3,0,8,0,0,4,27,497,396,101,0,0,396,101,497
"1605043","Not Reporting","NOORESTAN","16","DOAB","1605","Do Aab High School","District Center","Old","no change",1517,70,5,0,16,0,0,29,20,1446,1177,269,1,0,1178,269,1447
"1605044","Not Reporting","NOORESTAN","16","DOAB","1605","Shah Dis Mosque","Shah Dis Bijigul","Old","no change",4997,617,12,0,443,0,0,33,129,4375,3167,1208,5,0,3167,1213,4380
"1605045","Not Reporting","NOORESTAN","16","DOAB","1605","Dahan Mawi Clinic","Dahan Mawi","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605046","Not Reporting","NOORESTAN","16","DOAB","1605","Kalam","Sabzar Kalam","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605047","Not Reporting","NOORESTAN","16","DOAB","1605","Nilab Village School","Nilab Poka","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605049","Not Reporting","NOORESTAN","16","DOAB","1605","Jhonia School","Jhonia","Old","no change",337,28,8,0,6,0,0,5,9,304,291,13,5,0,296,13,309
"1606053","Not Reporting","NOORESTAN","16","KAMDESH","1606","Gor Dish Village School","Gor Dish Village","Not Assessed","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607063","Not Reporting","NOORESTAN","16","MANDOL","1607","Bando Village Mosque","Bandol District Center","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607064","Not Reporting","NOORESTAN","16","MANDOL","1607","Dooni Village Jami Mosque","Dooni Village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607071","Not Reporting","NOORESTAN","16","MANDOL","1607","Lenar Village School","Lenar Village","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608073","Not Reporting","NOORESTAN","16","BARGEMATAL","1608","Shadgul Village Malik House","Shadgul Village","Old","no change",96,8,2,0,0,0,0,0,6,88,0,88,0,0,0,88,88
"1702029","Not Reporting","BADAKHSHAN","17","ARGO","1702","Barlas Wakhian School","Barlas Wakhian","Old","no change",854,135,10,0,9,0,0,111,5,719,513,206,0,0,513,206,719
"1702030","Not Reporting","BADAKHSHAN","17","ARGO","1702","Argtaal Primary School","Argtaal","New","no change",1003,34,5,0,7,0,0,9,13,969,466,503,0,0,466,503,969
"1713180","Not Reporting","BADAKHSHAN","17","SHAHR BUZORG","1713","Gazanfar Payeen Mosque","Ghanghar Payan","Old","no change",394,72,12,0,2,0,0,51,7,322,254,68,0,0,254,68,322
"1715204","Not Reporting","BADAKHSHAN","17","KESHEM","1715","Dashti Khawrak School","Dashti Khawrak","Old","no change",1154,299,15,0,45,0,0,154,85,853,617,236,2,0,618,237,855
"1717226","Not Reporting","BADAKHSHAN","17","TAGAB","1717","Khambak Bala School","Khambak Bala","Old","no change",485,87,2,0,4,0,0,62,19,398,205,193,0,0,205,193,398
"1717229","Not Reporting","BADAKHSHAN","17","TAGAB","1717","Kori School","Kori","Old","no change",775,72,12,0,6,0,0,36,18,703,517,186,0,0,517,186,703
"1717230","Not Reporting","BADAKHSHAN","17","TAGAB","1717","Aajil Mosque","Aajil","Old","no change",243,54,11,0,6,0,0,21,16,189,116,73,0,0,116,73,189
"1809106","Not Reporting","TAKHAR","18","KHWAJAGHAR","1809","Jokado Primary School","Jokado","Relocated","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809107","Not Reporting","TAKHAR","18","KHWAJAGHAR","1809","Laklakan Primary School","Laklakan","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809108","Not Reporting","TAKHAR","18","KHWAJAGHAR","1809","Haji Mirza Mohammad Secondary School","Jalom Khor","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809109","Not Reporting","TAKHAR","18","KHWAJAGHAR","1809","Qarooq Primary School","Qarooq","Old","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809110","Not Reporting","TAKHAR","18","KHWAJAGHAR","1809","Haji Nazir Qul Primary School","Ming Choqor Mullah Qutbuddin","New","no change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
