"province_name","province_code","district_name","district_code","pc_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"KAPISA","02","NEJRAB","0205","0205057","Saha e Azad (Open ground)","Ghacholan","Old","no change",1977,153,15,0,13,0,0,104,21,1818,1231,587,6,0,1233,591,1824
"KAPISA","02","NEJRAB","0205","0205058","Saranwal Habibul Rahman Shaheed School","Loqman, Darah e Ghous","Old","no change",1559,184,7,0,54,0,0,96,27,1375,820,555,0,0,820,555,1375
"KAPISA","02","NEJRAB","0205","0205059","Ziaulhaq Shaheed High School","Deh Khori, Darah e Ghous","Old","no change",1114,141,33,0,15,0,0,82,11,973,649,324,0,0,649,324,973
"KAPISA","02","NEJRAB","0205","0205060","Sabat Mosque","Sabat","Relocated","no change",873,66,8,0,6,0,0,51,1,681,552,129,126,0,555,252,807
"KAPISA","02","NEJRAB","0205","0205061","Ghulam Jailani Shaheed School","Chinar Qazi","Old","no change",1679,187,29,1,9,0,0,140,8,1492,983,509,0,0,983,509,1492
"KAPISA","02","NEJRAB","0205","0205062","Bagh e Aman Mosque","Bagh e Aman Darah Tapah","Old","no change",1883,200,32,0,21,0,0,119,28,1683,1067,616,0,0,1067,616,1683
"KAPISA","02","NEJRAB","0205","0205063","Tajikan Boys High School","Tajikan, Darah Tapah","Old","no change",2196,153,23,0,10,0,0,87,33,2035,1103,932,8,0,1103,940,2043
"KAPISA","02","NEJRAB","0205","0205064","Abdul Ghafar Shaheed High School","Aeskini, Darah Tapah","Old","no change",2578,203,5,0,11,0,0,142,45,2375,1505,870,0,0,1505,870,2375
"KAPISA","02","NEJRAB","0205","0205065","Weeshar Mosque","Weshar e Sufla","Old","no change",1072,76,13,0,4,0,0,36,23,993,667,326,3,0,670,326,996
"KAPISA","02","NEJRAB","0205","0205066","Yaseenzai School","Yaseen Zai","Old","no change",1666,159,24,0,18,0,0,84,33,1506,873,633,1,0,874,633,1507
"KAPISA","02","NEJRAB","0205","0205067","Qazi Abdul Jamil School","Afghania","Old","no change",750,71,26,0,8,0,0,6,31,622,615,7,57,0,672,7,679
"KAPISA","02","NEJRAB","0205","0205068","Abdul Salam Shaheed Primary School","Ghain village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","NEJRAB","0205","0205069","Mohammad Ayub Shaheed Secondary School","Hussain Khil","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206070","Shaheed Salim Secondary School","Landa Khil","Old","no change",1815,733,611,0,2,0,0,32,88,1081,1069,12,1,0,1070,12,1082
"KAPISA","02","TAGAB","0206","0206071","Hudah e Anwar Mosque","Landa Khil","Old","no change",2378,1152,1080,0,12,0,0,27,33,1224,1198,26,2,0,1200,26,1226
"KAPISA","02","TAGAB","0206","0206072","Jalo Khil Mosque","Jalo Khil","Old","no change",3596,1232,1093,0,30,0,0,25,84,2262,2191,71,102,0,2293,71,2364
"KAPISA","02","TAGAB","0206","0206073","Moqam Khil Mosque","Joybar","Old","no change",2400,660,558,3,22,0,0,24,53,1740,1684,56,0,0,1684,56,1740
"KAPISA","02","TAGAB","0206","0206074","Tatar Khil Mosque","Tatar Khil","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206075","Ghazi Amanullah High School","Mirah Khil","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206076","Shaheed Hafeezullah Secondary School","Shakoot","Old","no change",2586,127,17,0,26,0,0,15,69,2368,2185,183,91,0,2258,201,2459
"KAPISA","02","TAGAB","0206","0206077","Ghazi Usman High School","District Center","Old","no change",3891,652,544,0,35,0,0,24,49,3238,2963,275,1,0,2964,275,3239
"KAPISA","02","TAGAB","0206","0206078","Aman Shaheed Primary School","Ghani Khil","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206079","Rod Khushk Mosque","Mashwanni","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206080","Sofyan Mosque","Sofyan","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206081","Shaheed Anwar Khil High School","Bahadur Khil","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206082","Chayee Khil Primary School","Chayee Khil village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206083","Nowrozkhil Jame Mosque","Nowroz  Khil ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","TAGAB","0206","0206084","Shalwati Mosque","Shalwati","Not Assessed","no change",2378,170,30,0,13,0,0,34,93,2143,1642,501,65,0,1680,528,2208
"KAPISA","02","TAGAB","0206","0206085","Payenda Khil School","Payenda Khil","Old","no change",2788,186,13,0,21,0,0,35,117,2561,2138,423,41,0,2170,432,2602
"KAPISA","02","TAGAB","0206","0206086","Agha Shereen Secondary School","Sheenkai village","Old","no change",2241,127,20,0,19,0,0,38,50,1868,1571,297,246,0,1705,409,2114
"KAPISA","02","ALASAY","0207","0207087","Sultan Khil Mosque","Sultan Khil","Not Assessed","no change",1201,102,25,0,13,0,0,26,38,1088,1088,0,11,0,1099,0,1099
"KAPISA","02","ALASAY","0207","0207088","Hayatullah Shaheed High School","Ala Sayee Center","Old","no change",1200,199,122,0,13,0,0,40,24,975,975,0,26,0,1001,0,1001
"KAPISA","02","ALASAY","0207","0207089","Hassan Shaheed Primary School","Rasang","Not Assessed","no change",1200,67,8,0,4,0,0,29,26,1111,1111,0,22,0,1133,0,1133
"KAPISA","02","ALASAY","0207","0207090","Chayee Khil Primary School","Chayee Khil village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","ALASAY","0207","0207091","Kondi High School","Kondi village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","ALASAY","0207","0207092","Hassan Abad Primary School","Hassan Abad","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAPISA","02","ALASAY","0207","0207093","Koti Primary School","Koti village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARWAN","03","CHARIKAR","0301","0301001","Laila Sarahat Roshani High School","Charikar","Old","no change",1392,101,40,0,6,0,0,26,29,1288,738,550,3,0,739,552,1291
"PARWAN","03","CHARIKAR","0301","0301002","Hurrah e Jalali High School","Parcha 7, Charikar city","Old","no change",4362,137,49,0,30,0,0,38,20,4224,3070,1154,1,0,3071,1154,4225
"PARWAN","03","CHARIKAR","0301","0301003","Sadeqi High School","Charikar","Old","no change",4104,175,59,0,24,0,0,64,28,3928,2465,1463,1,0,2466,1463,3929
"PARWAN","03","CHARIKAR","0301","0301004","Bibi Safia Jame Mosque","Parcha 9","New","no change",1920,57,22,0,9,0,0,13,13,1861,1285,576,2,0,1286,577,1863
"PARWAN","03","CHARIKAR","0301","0301005","Omer Farouq Jame Mosque","Parcha 13 , Charikar City","Relocated","no change",504,37,23,0,4,0,0,2,8,466,314,152,1,0,315,152,467
"PARWAN","03","CHARIKAR","0301","0301006","Parcha 13 Shahri School","Parcha 13   ","New","no change",1320,84,10,0,5,0,0,24,45,1234,894,340,2,0,896,340,1236
"PARWAN","03","CHARIKAR","0301","0301007","Mir Ali Ahmad Shaheed High School","Charikar  ","Old","no change",2970,151,43,0,23,0,0,42,43,2777,1497,1280,42,0,1537,1282,2819
"PARWAN","03","CHARIKAR","0301","0301008","Mir Abdul Karim Maqoul High School","Parcha12, Charikar city","Old","no change",1656,75,33,0,8,0,0,17,17,1581,877,704,0,0,877,704,1581
"PARWAN","03","CHARIKAR","0301","0301009","Mohammad Usman Experimental High School","Charikar","Old","no change",4284,141,37,0,30,0,0,36,38,4141,3259,882,2,0,3260,883,4143
"PARWAN","03","CHARIKAR","0301","0301010","Sadeqi Padshah Jame Mosque","Guzar e Dehqan","Old","no change",2154,71,22,0,5,0,0,34,10,2083,1605,478,0,0,1605,478,2083
"PARWAN","03","CHARIKAR","0301","0301011","Noman High School","Charikar","Old","no change",1140,47,12,0,6,0,0,24,5,1092,916,176,1,0,916,177,1093
"PARWAN","03","CHARIKAR","0301","0301012","Bala Ghel Jame Mosque","Bala Ghel","Old","no change",1194,86,35,0,4,0,0,10,37,1108,888,220,0,0,888,220,1108
"PARWAN","03","CHARIKAR","0301","0301013","Abdul Qudous Jame Mosque","Dasht e Hofyan village","New","no change",390,29,16,0,2,0,0,11,0,361,273,88,0,0,273,88,361
"PARWAN","03","CHARIKAR","0301","0301014","Myan Shahkh High School","Myan Shakh","Old","no change",1182,94,34,0,6,0,0,23,31,1088,833,255,0,0,833,255,1088
"PARWAN","03","CHARIKAR","0301","0301015","Pashayan Girls School","Pashayan","Relocated","no change",570,30,18,0,1,0,0,11,0,540,464,76,0,0,464,76,540
"PARWAN","03","CHARIKAR","0301","0301016","Qalacha e Sokhta Secondary School","Qalacha e Sokhta","Old","no change",978,32,17,0,4,0,0,5,6,946,670,276,0,0,670,276,946
"PARWAN","03","CHARIKAR","0301","0301017","Bayan Payen Secondary School","Bayan Payan","Relocated","no change",702,58,14,0,22,0,0,13,9,642,461,181,2,0,462,182,644
"PARWAN","03","CHARIKAR","0301","0301018","Dolana High School","Do Lanah","Relocated","no change",954,45,12,0,5,0,0,9,19,908,594,314,1,0,595,314,909
"PARWAN","03","CHARIKAR","0301","0301019","Ilhaqya Khadijatul Kubra Madrassah","Deh Mulah Yousuf","Relocated","no change",732,41,22,0,4,0,0,5,10,677,487,190,14,0,497,194,691
"PARWAN","03","CHARIKAR","0301","0301020","Bayan Bala Secondary School","Bayan Bala","Old","no change",1362,85,48,0,13,0,0,16,8,1276,907,369,1,0,907,370,1277
"PARWAN","03","CHARIKAR","0301","0301021","Amanullah Shaheed High School","Abdi Bye","Relocated","no change",2112,119,54,0,13,0,0,13,39,1970,1475,495,23,0,1497,496,1993
"PARWAN","03","CHARIKAR","0301","0301022","Deh Qazi High School","Deh Qazi","Old","no change",864,45,14,0,7,0,0,17,7,812,611,201,7,0,618,201,819
"PARWAN","03","CHARIKAR","0301","0301023","Sayadan School","Sayadan","Old","no change",1518,55,23,0,4,0,0,18,10,1463,951,512,0,0,951,512,1463
"PARWAN","03","CHARIKAR","0301","0301024","Toghbeerdee Boys High School","Toghbeerdee","Relocated","no change",1183,109,68,0,6,0,0,11,24,1074,822,252,0,0,822,252,1074
"PARWAN","03","CHARIKAR","0301","0301025","Telanchi Girls School","Telanchi  ","Old","no change",642,52,24,0,7,0,0,8,13,589,405,184,1,0,406,184,590
"PARWAN","03","CHARIKAR","0301","0301026","Dadu High School","Sadullah","Old","no change",1566,98,27,0,5,0,0,30,36,1465,1125,340,3,0,1126,342,1468
"PARWAN","03","CHARIKAR","0301","0301027","Omer Farouq High School","Tatumdarah e Sufla","Old","no change",1638,100,78,0,3,0,0,8,11,1538,941,597,0,0,941,597,1538
"PARWAN","03","CHARIKAR","0301","0301028","Tatumdarah e Ulya High School","Tatumdarah e Ulya","Old","no change",2484,83,21,0,10,0,0,22,30,2401,1658,743,0,0,1658,743,2401
"PARWAN","03","CHARIKAR","0301","0301029","Hofyan e Shareef Secondary School","Hofyan e Shareef","Old","no change",1692,111,71,0,4,0,0,23,13,1581,1132,449,0,0,1132,449,1581
"PARWAN","03","CHARIKAR","0301","0301030","Khwaja Sayaran Ulya Secondary School","Khwaja Sayaran Ulya","Old","no change",528,28,14,0,3,0,0,7,4,500,418,82,0,0,418,82,500
"PARWAN","03","CHARIKAR","0301","0301031","Shaheed Mawlawi Abdul Rahim Hanafi Darul Uloom","Parcha 12 ","New","no change",1704,98,12,12,10,0,0,39,25,1606,1126,480,0,0,1126,480,1606
"PARWAN","03","CHARIKAR","0301","0301032","Khwaja Sayaran Payan School","Khwaja Sayaran Payan","Old","no change",2532,68,23,0,14,0,0,18,13,2463,1544,919,1,0,1544,920,2464
"PARWAN","03","CHARIKAR","0301","0301033","Laghmani High School","Laghmani","Old","no change",1842,78,44,0,5,0,0,16,13,1754,1325,429,10,0,1333,431,1764
"PARWAN","03","CHARIKAR","0301","0301034","Tob Darah School","Tob Darah","Old","no change",732,59,32,0,7,0,0,10,10,672,532,140,1,0,532,141,673
"PARWAN","03","CHARIKAR","0301","0301035","Masoud Buzurg High School","Senjid Darah","Old","no change",510,48,10,0,7,0,0,19,12,462,268,194,0,0,268,194,462
"PARWAN","03","CHARIKAR","0301","0301036","Mullah Hakam Shaheed High School","Khala Zai","Relocated","no change",1170,83,27,0,15,0,0,8,33,1087,1015,72,0,0,1015,72,1087
"PARWAN","03","BAGRAM","0302","0302037","Qalla e Nasro School","Qalla e Nasro","Old","no change",1876,67,38,0,11,0,0,7,11,1787,1345,442,22,0,1367,442,1809
"PARWAN","03","BAGRAM","0302","0302038","Bareek Aab Mosque","Barrek Aab","Old","no change",726,59,36,0,5,0,0,9,9,640,339,301,27,0,366,301,667
"PARWAN","03","BAGRAM","0302","0302039","Shahrak Mohajereen Bareek Aab High School","Shahrak Muhahereen Bareek Aab","Old","no change",822,33,14,0,9,0,0,4,6,787,534,253,2,0,536,253,789
"PARWAN","03","BAGRAM","0302","0302040","Nikah Khil Madrassah","Ogamti","Relocated","no change",1596,74,22,0,30,0,0,13,9,1510,1159,351,12,0,1168,354,1522
"PARWAN","03","BAGRAM","0302","0302041","Khanqa Girls Secondary School","Khanqah","New","no change",3054,181,23,0,20,0,0,70,68,2825,1778,1047,48,0,1810,1063,2873
"PARWAN","03","BAGRAM","0302","0302042","Naseri High School","Sayad ","Old","no change",3702,139,32,0,42,0,0,44,21,2945,1814,1131,618,0,2303,1260,3563
"PARWAN","03","BAGRAM","0302","0302043","Qalla Band High School","Qalla e Bulland","Old","no change",2575,91,12,0,17,0,0,40,22,2459,1141,1318,25,0,1165,1319,2484
"PARWAN","03","BAGRAM","0302","0302044","Taloot Shaheed School","Qalander Khil","Old","no change",2838,123,13,0,24,0,0,64,22,2709,1660,1049,6,0,1665,1050,2715
"PARWAN","03","BAGRAM","0302","0302045","Sher Aqa Shaheed School","Jafar Khil","Old","no change",4363,193,70,0,33,0,0,75,15,4157,3598,559,13,0,3609,561,4170
"PARWAN","03","BAGRAM","0302","0302046","Janqadam School","Jan Qadam","Old","no change",1566,95,42,0,7,0,0,38,8,1471,824,647,0,0,824,647,1471
"PARWAN","03","BAGRAM","0302","0302047","Bagram Airport Girls High School","Family Hai Maidan Hawai","Relocated","no change",2400,203,62,0,10,0,0,110,21,2184,1536,648,13,0,1549,648,2197
"PARWAN","03","BAGRAM","0302","0302048","Dahan Maidan Jame Mosque","Dahan Maidan","Old","no change",3600,236,93,0,57,0,0,74,12,3281,2152,1129,83,0,2235,1129,3364
"PARWAN","03","BAGRAM","0302","0302049","Ghulam Ali Girls Secondary School","Ghulam Ali","Relocated","no change",2016,117,41,0,21,0,0,16,39,1899,1014,885,0,0,1014,885,1899
"PARWAN","03","BAGRAM","0302","0302050","Shafaq Shaheed High School","Markaz Woleswali (District Center)","Old","no change",2478,191,42,0,18,0,0,112,19,2287,1641,646,0,0,1641,646,2287
"PARWAN","03","BAGRAM","0302","0302051","Mullah Mohammad Shaheed School and Tonchi Mosque","Tonchi","Old","no change",1566,89,27,0,9,0,0,46,7,1474,1035,439,3,0,1036,441,1477
"PARWAN","03","BAGRAM","0302","0302052","Yorchi Jame Mosque","Yorchi ","Old","no change",1290,48,15,0,9,0,0,11,13,1242,941,301,0,0,941,301,1242
"PARWAN","03","BAGRAM","0302","0302053","Qalla e Malik High School","Qalla e Malik","Old","no change",1122,68,42,0,3,0,0,15,8,1054,609,445,0,0,609,445,1054
"PARWAN","03","BAGRAM","0302","0302054","Abdul Sattar Shaheed High School","Dawlat Shahi","Old","no change",2388,116,48,0,12,0,0,40,16,2271,1557,714,1,0,1558,714,2272
"PARWAN","03","BAGRAM","0302","0302055","Deh Mullah Mosque","Deh Mullah ","Old","no change",1140,70,30,0,7,0,0,25,8,1070,771,299,0,0,771,299,1070
"PARWAN","03","BAGRAM","0302","0302056","Aziz Rahman Shah School","Qalla e Khwajah","Old","no change",2400,131,23,0,11,0,0,73,24,2268,1595,673,1,0,1596,673,2269
"PARWAN","03","BAGRAM","0302","0302057","Deh Meskeen Jame Mosque ","Deh Meskeen","Old","no change",1458,61,28,0,6,0,0,17,10,1395,909,486,2,0,910,487,1397
"PARWAN","03","BAGRAM","0302","0302058","Qazi Abdul Jamil Khil Secondary School","Cheekal ","Old","no change",1440,90,49,0,11,0,0,13,17,1350,802,548,0,0,802,548,1350
"PARWAN","03","BAGRAM","0302","0302059","Abu Zar Ghafari High School","Rubat","Old","no change",4968,217,97,0,30,0,0,63,27,4750,3384,1366,1,0,3385,1366,4751
"PARWAN","03","BAGRAM","0302","0302060","Qalla e Dasht Rubat Girls School","Dasht e Rubat","Old","no change",1776,76,42,0,10,0,0,17,7,1698,1304,394,2,0,1305,395,1700
"PARWAN","03","SHINWARI","0303","0303061","Ustamah High School","Ustamah","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARWAN","03","SHINWARI","0303","0303062","Abdul Satar Shaheed High School","Bagh e Afghan","Old","no change",2354,122,35,0,39,0,0,20,28,2228,1514,714,4,0,1518,714,2232
"PARWAN","03","SHINWARI","0303","0303063","Abdul Karim Shaheed School","Kuhnah Deh","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARWAN","03","SHINWARI","0303","0303064","Ezatullah Qul Har School","Qalla","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARWAN","03","SHINWARI","0303","0303065","Mohammad Sharif Kafshan High School","Sarwar","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARWAN","03","SHINWARI","0303","0303066","Sofi Khil Secondary School","Sofi Khil","Old","no change",2038,145,42,0,10,0,0,25,68,1890,1658,232,3,0,1661,232,1893
"PARWAN","03","SHINWARI","0303","0303067","Tafheem ul Quran School","Qashqal","Old","no change",3727,168,10,0,11,0,0,88,59,3558,2768,790,1,0,2768,791,3559
"PARWAN","03","SHINWARI","0303","0303068","Jan Fida Shaheed School","Shewah","Old","no change",552,45,12,0,5,0,0,14,14,507,328,179,0,0,328,179,507
"PARWAN","03","SHINWARI","0303","0303069","Mawlawi Yar Mohammad Madrassah","Ushtur Shahr","Relocated","no change",5002,255,68,0,35,0,0,116,36,4745,3841,904,2,0,3842,905,4747
"PARWAN","03","SHINWARI","0303","0303070","Daraz Gerd School","Daraz Gerd","Relocated","no change",300,18,6,0,4,0,0,4,4,282,270,12,0,0,270,12,282
"PARWAN","03","SHINWARI","0303","0303172","Namakab Secondary School","Shirak Village",NA,"added",1608,79,16,1,2,0,0,15,45,1527,854,673,2,0,856,673,1529
"PARWAN","03","SAYDKHEL","0304","0304071","Ancho Mosque","Qalla e Pastak","Old","no change",1818,91,26,0,18,0,0,27,20,1727,879,848,0,0,879,848,1727
"PARWAN","03","SAYDKHEL","0304","0304072","Abu Hanifah Ancho High School","Balla Deh Ancho","Relocated","no change",1421,74,10,0,12,0,0,34,18,1347,826,521,0,0,826,521,1347
"PARWAN","03","SAYDKHEL","0304","0304073","Sehdukan Anchu Mosque","She Dukan Ancho","Old","no change",1044,47,16,0,5,0,0,16,10,996,540,456,1,0,541,456,997
"PARWAN","03","SAYDKHEL","0304","0304074","Imam Azam Aaqtash High School","Aaqtash","Old","no change",606,34,21,0,2,0,0,9,2,572,379,193,0,0,379,193,572
"PARWAN","03","SAYDKHEL","0304","0304075","Qazi Khil Girls High School","Ibrahim Khil","Old","no change",1794,113,17,0,18,0,0,48,30,1647,1105,542,34,0,1111,570,1681
"PARWAN","03","SAYDKHEL","0304","0304076","Sayed Khil Girls High School","Khudaidad Khil","New","no change",2112,114,23,0,6,0,0,34,51,1997,1133,864,1,0,1134,864,1998
"PARWAN","03","SAYDKHEL","0304","0304077","Haibat Khil Girls High School","Haibat Khil","Old","no change",2032,89,17,0,6,0,0,35,31,1943,1035,908,0,0,1035,908,1943
"PARWAN","03","SAYDKHEL","0304","0304078","Gul Aqa Shaheed High School","Andrabi","New","no change",540,40,19,0,6,0,0,6,9,500,349,151,0,0,349,151,500
"PARWAN","03","SAYDKHEL","0304","0304079","Chainaki Payan Mosque and Ilhaqya","Chainaki Payan","Old","no change",601,43,17,0,3,0,0,10,13,558,393,165,0,0,393,165,558
"PARWAN","03","SAYDKHEL","0304","0304080","Abdul Qader Shaheed Secondary School","Kakah Khil","Old","no change",792,51,26,0,1,0,0,18,6,740,504,236,1,0,505,236,741
"PARWAN","03","SAYDKHEL","0304","0304081","Chainaki Ulya Girls High School","Malik Khil","Old","no change",834,56,28,0,2,0,0,7,19,777,456,321,1,0,457,321,778
"PARWAN","03","SAYDKHEL","0304","0304082","Saiful Rahman Shaheed High School","Burj e Mustawfi","Old","no change",372,37,26,0,3,0,0,4,4,335,194,141,0,0,194,141,335
"PARWAN","03","SAYDKHEL","0304","0304083","Ma'azuddin Khil Clinic","Ma'azuddin Khil village ","New","no change",780,39,13,0,4,0,0,11,11,741,503,238,0,0,503,238,741
"PARWAN","03","SAYDKHEL","0304","0304084","Sayed Khil Darulhefaz","Sayed Khil Bazzar","Old","no change",1203,75,27,0,8,0,0,31,9,1128,763,365,0,0,763,365,1128
"PARWAN","03","SAYDKHEL","0304","0304085","Lalah Khil Secondary School","Lalah Khil village","New","no change",1020,79,38,0,3,0,0,9,29,941,566,375,0,0,566,375,941
"PARWAN","03","SAYDKHEL","0304","0304086","Sayed Rahman Shaheed School","Kamangar","Old","no change",2738,141,18,0,17,0,0,46,60,2596,1509,1087,1,0,1510,1087,2597
"PARWAN","03","JABALUSARAJ","0305","0305087","Mawlana Jalaluddin Mohammad Balkhi Girls Primary *","Khwajah Khil","New","no change",1056,67,22,0,8,0,0,4,33,989,533,456,0,0,533,456,989
"PARWAN","03","JABALUSARAJ","0305","0305088","Malik Jan Khil Jame Mosque","Malik Jan Khil","Old","no change",1842,140,9,0,9,0,0,30,92,1701,1052,649,1,0,1053,649,1702
"PARWAN","03","JABALUSARAJ","0305","0305089","Faqeer Haider Gulbahar High School","Do Bandi","Relocated","no change",2557,234,75,0,18,0,0,49,92,2323,1537,786,0,0,1537,786,2323
"PARWAN","03","JABALUSARAJ","0305","0305090","Eisa Khil Mosque","Eisa Khil","Old","no change",474,35,6,0,3,0,0,4,22,439,219,220,0,0,219,220,439
"PARWAN","03","JABALUSARAJ","0305","0305091","Nawya Mosque","Nawya","New","no change",288,25,9,0,1,0,0,2,13,263,180,83,0,0,180,83,263
"PARWAN","03","JABALUSARAJ","0305","0305092","Abdul Hadi Shaheed Secondary School","Ezatullah Khil/ Gulbahar","Old","no change",828,51,4,0,4,0,0,16,27,777,434,343,0,0,434,343,777
"PARWAN","03","JABALUSARAJ","0305","0305093","Gulbahar Darul Hefaz","Gulbahar Bazzar","Relocated","no change",975,84,6,0,15,0,0,13,50,890,545,345,1,0,545,346,891
"PARWAN","03","JABALUSARAJ","0305","0305094","Gulbahar Girls High School No. 1 ","Gul Mirza Khil","Old","no change",2260,149,23,0,10,0,0,74,42,2106,1280,826,5,0,1285,826,2111
"PARWAN","03","JABALUSARAJ","0305","0305095","Ishq Abad Girls High School","Ishq Abad","Relocated","no change",1936,154,34,0,8,0,0,68,44,1782,1016,766,0,0,1016,766,1782
"PARWAN","03","JABALUSARAJ","0305","0305096","Guzar e Payan Girls High School","Haji Khil","New","no change",701,40,12,0,6,0,0,4,18,661,437,224,0,0,437,224,661
"PARWAN","03","JABALUSARAJ","0305","0305097","Jablul Seraj Boys High School","Markaz Jablul Seraj (Jablul Seraj Center)","Old","no change",3319,270,49,0,10,0,0,98,113,3048,2232,816,1,0,2233,816,3049
"PARWAN","03","JABALUSARAJ","0305","0305098","Habib Khil Mosque","Deh Mir Khan village","Relocated","no change",1660,144,58,0,12,0,0,20,54,1516,899,617,0,0,899,617,1516
"PARWAN","03","JABALUSARAJ","0305","0305099","Khalil Zaman, Tapah e Surkh Secondary School","Myanah Guzar","Old","no change",1422,77,15,0,7,0,0,34,21,1345,918,427,0,0,918,427,1345
"PARWAN","03","JABALUSARAJ","0305","0305100","Zarbya High School","Balai Tapah, Zarbia village","Old","no change",1836,486,26,0,12,0,0,31,417,1349,933,416,1,0,934,416,1350
"PARWAN","03","JABALUSARAJ","0305","0305101","Ashabah Mosque","Markaz Aashabah","Old","no change",768,55,5,0,4,0,0,5,41,713,485,228,0,0,485,228,713
"PARWAN","03","JABALUSARAJ","0305","0305102","Abu Hanifa High School","Aashawah or Aashabah","Old","no change",834,34,8,0,4,0,0,10,12,800,511,289,0,0,511,289,800
"PARWAN","03","JABALUSARAJ","0305","0305103","Aahangaran Chap Qoul Jame Mosque","Aahangaran","Old","no change",954,49,19,0,3,0,0,7,20,905,462,443,0,0,462,443,905
"PARWAN","03","SALANG","0306","0306104","Eng. Mohammad Gul Shaheed Secondary School","Roy Aab Madrassah","Old","no change",1254,76,39,0,10,0,0,7,20,1167,580,587,11,0,590,588,1178
"PARWAN","03","SALANG","0306","0306105","Lalmi Sabzak Secondary School","Lalmi Sabzak","Old","no change",1122,48,22,0,2,0,0,6,18,1016,506,510,58,0,564,510,1074
"PARWAN","03","SALANG","0306","0306106","Haji Abdul Karim Secondary School","Tatumzar village","Old","no change",1176,47,13,0,6,0,0,2,26,1128,541,587,1,0,541,588,1129
"PARWAN","03","SALANG","0306","0306107","Takhma High School","Takhmah e Baba Mardan Sahib","Old","no change",1536,59,16,0,4,0,0,27,12,1476,826,650,1,0,827,650,1477
"PARWAN","03","SALANG","0306","0306108","Salang Boys High School","Bagh E Maidan ","Old","no change",2154,92,34,0,11,0,0,23,24,2062,1104,958,0,0,1104,958,2062
"PARWAN","03","SALANG","0306","0306109","Hunroh e Bala Secondary School","Hunroh","New","no change",372,25,19,0,1,0,0,1,4,347,144,203,0,0,144,203,347
"PARWAN","03","SALANG","0306","0306110","Ghulam Nabi Shaheed High School","Unamak Salang","Relocated","no change",1020,44,26,0,3,0,0,2,13,976,414,562,0,0,414,562,976
"PARWAN","03","SALANG","0306","0306111","Wewa Secondary School","Wewa","Old","no change",792,25,13,0,2,0,0,3,7,767,301,466,0,0,301,466,767
"PARWAN","03","SALANG","0306","0306112","Do Aab High School","Do Aab","New","no change",744,51,27,0,3,0,0,1,20,693,339,354,0,0,339,354,693
