"province_name","province_code","district_name","district_code","pc_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"HERAT","32","OBI","3212","3212352","Duwawm Mosque","Deh Gahi Zananah","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","OBI","3212","3212353","Deh Gahi Mosque","Deh Gahi Mardanah","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","OBI","3212","3212354","Jangal Baz","Jangal Baz","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","OBI","3212","3212355","Tagab Mahi Mosque","Takab Mahi ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","OBI","3212","3212356","Takab Yari clinic","Takab Yari ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHSAN","3213","3213357","Aab Mazar Mosque","Chah Sangi / Aab Mazar ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHSAN","3213","3213358","Nai Yak tent","Nai Yak ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHSAN","3213","3213359","Bye Mohammad Primary School","Bye Mohammad ","Not Assessed","no change",594,13,8,0,2,0,0,1,2,581,316,265,0,0,316,265,581
"HERAT","32","KOHSAN","3213","3213360","Kamanah Primary School","Kamanah ","Old","no change",1602,22,13,0,4,0,0,0,5,1580,839,741,0,0,839,741,1580
"HERAT","32","KOHSAN","3213","3213361","Bunyad Primary School","Bunyad village","Old","no change",4200,111,15,1,27,0,0,17,51,4088,2328,1760,1,0,2329,1760,4089
"HERAT","32","KOHSAN","3213","3213362","Qazal Islam Secondary School","Qazal Islam ","Old","no change",720,39,17,0,9,0,0,2,11,681,290,391,0,0,290,391,681
"HERAT","32","KOHSAN","3213","3213363","Nayeb Ghafoor Secondary School","Nayeb Ghafoor ","Relocated","no change",1476,50,19,0,4,0,0,7,20,1425,754,671,1,0,755,671,1426
"HERAT","32","KOHSAN","3213","3213364","Mustafa Baig Primary School","Mustafa Baig ","Old","no change",954,43,19,0,8,0,0,2,14,911,435,476,0,0,435,476,911
"HERAT","32","KOHSAN","3213","3213365","Kalatah Qazi Primary School","Kalatah Qazi ","Old","no change",1368,50,28,1,9,0,0,4,8,1309,696,613,9,0,696,622,1318
"HERAT","32","KOHSAN","3213","3213366","Islam Qalla Secondary School","Islam Qalla ","Old","no change",2322,49,29,0,9,0,0,3,8,2271,1163,1108,2,0,1164,1109,2273
"HERAT","32","KOHSAN","3213","3213367","Sharafat School","South Islam Qalla","New","no change",1074,31,4,0,8,0,0,3,16,1041,542,499,2,0,542,501,1043
"HERAT","32","KOHSAN","3213","3213368","Karayee Ma’aref School","Qudus Abad Awal","Relocated","no change",2730,77,26,0,26,0,0,2,23,2649,1476,1173,4,0,1479,1174,2653
"HERAT","32","KOHSAN","3213","3213369","Qudus Abad Doum School","Qudus Abad Doum ","Old","no change",2310,105,49,0,24,0,0,1,31,2202,1391,811,3,0,1394,811,2205
"HERAT","32","KOHSAN","3213","3213370","The Kham village Mosque","Teh Kham village ","Relocated","no change",264,13,7,0,3,0,0,1,2,251,128,123,0,0,128,123,251
"HERAT","32","KOHSAN","3213","3213371","Kuhsan High School","Markaz Kuhsan ","Old","no change",2202,83,15,0,21,0,0,6,41,2118,1096,1022,1,0,1097,1022,2119
"HERAT","32","KOHSAN","3213","3213372","Qalla Sardar Primary School","Qalla Sardar ","Old","no change",444,180,2,0,2,162,0,4,10,264,264,0,0,0,264,0,264
"HERAT","32","KOHSAN","3213","3213373","Kochis location","Chah Zayedi","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHSAN","3213","3213374","Barah Koh tent","Barah Koh","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHSAN","3213","3213375","Ahmad Abad Primary School","Ahmad Abad ","Old","no change",4320,45,6,0,13,0,0,8,18,4275,2151,2124,0,0,2151,2124,4275
"HERAT","32","SHEENDND","3214","3214376","Municipality Center","Taht Bazar","Relocated","no change",871,40,15,1,5,0,0,12,7,831,638,193,0,0,638,193,831
"HERAT","32","SHEENDND","3214","3214377","Public Health","Taht Bazar","Old","no change",564,36,12,0,1,0,0,3,20,528,398,130,0,0,398,130,528
"HERAT","32","SHEENDND","3214","3214378","Mir Sadat Girls School","Khwaja Jangali","Old","no change",1284,34,17,0,5,0,0,4,8,1249,766,483,1,0,767,483,1250
"HERAT","32","SHEENDND","3214","3214379","Shor Aab School","Shor Aab ","Old","no change",1236,36,8,0,22,0,0,4,2,1200,622,578,0,0,622,578,1200
"HERAT","32","SHEENDND","3214","3214380","Fajer Mosque","Fajer Ulya","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","SHEENDND","3214","3214381","Sher Abad School, Khefan Doum","Sher Abad ","Relocated","no change",1386,92,14,0,55,0,0,11,12,1293,951,342,1,0,952,342,1294
"HERAT","32","SHEENDND","3214","3214382","Sangestan School","Sangestan ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","SHEENDND","3214","3214383","Qandeez old Mosque, Qandeez Doum","Mohalah Qandeez ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","SHEENDND","3214","3214384","Masjid Jame Naw (New Jame Mosque)","Mohalah Bazar","Relocated","no change",150,7,3,0,1,0,0,2,1,142,110,32,1,0,111,32,143
"HERAT","32","SHEENDND","3214","3214385","Khateeb Naser Abadi Mosque","Naser Abad","Old","no change",126,8,3,0,0,0,0,3,2,118,90,28,0,0,90,28,118
"HERAT","32","SHEENDND","3214","3214386","Haji Allaudin Khan Mosque","Pakushk","Old","no change",870,56,20,0,4,0,0,10,22,810,647,163,4,0,651,163,814
"HERAT","32","SHEENDND","3214","3214387","Kuhnah Sang School","Payan Bazar","Old","no change",1500,72,7,0,44,0,0,6,15,1428,1025,403,0,0,1025,403,1428
"HERAT","32","SHEENDND","3214","3214388","Khwajah Nouh Girls High School","Khwajah Nouh village","Relocated","no change",768,15,9,0,1,0,0,1,4,753,541,212,0,0,541,212,753
"HERAT","32","SHEENDND","3214","3214389","Abdullah Khan Mosque","Deh Mirza Qaem","Old","no change",102,8,6,0,0,0,0,0,2,94,85,9,0,0,85,9,94
"HERAT","32","FARSI","3215","3215390","Community Development Council","Dahan Khob Aab","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215391","Keshak Khak Jame Mosque","Sheelah","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215392","Haji Bagh Mosque","Haji Bagh ","Not Assessed","no change",846,31,4,0,6,0,0,7,14,815,576,239,0,0,576,239,815
"HERAT","32","FARSI","3215","3215393","Community Development Council building","Pai Hesar","Not Assessed","no change",1512,107,29,0,16,0,0,18,44,1405,1106,299,0,0,1106,299,1405
"HERAT","32","FARSI","3215","3215394","Girls School","District Center","Not Assessed","no change",36,8,7,0,1,0,0,0,0,28,20,8,0,0,20,8,28
"HERAT","32","FARSI","3215","3215395","Jame Mosque","Arkh","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215396","Community Development Council building","Safedan village","Not Assessed","no change",594,56,7,0,9,0,0,1,39,538,0,538,0,0,0,538,538
"HERAT","32","FARSI","3215","3215397","Dahan Jar Mosque","Dahan Jar Bar Pul","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215398","Aab Mahi Mosque","Aab Mahi ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215399","Community Development Council Shash Yar","Shash Yar","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215400","Tek Secondary School","Tek village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215401","Pyazak village School","Dahan Pyazak village ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","FARSI","3215","3215402","Haji Agha Mosque","Chap rod","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216403","Raghwajah Mosque","Raghwajah ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216404","Aarwej School","Aarwej ","Old","no change",636,15,6,0,4,0,0,0,5,621,324,297,0,0,324,297,621
"HERAT","32","CHISHT SHAREF","3216","3216405","Asfarz School","Asfarz ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216406","Soni School","Soni village","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216407","Tagab Ghazah Jame Mosque","Tagab Ghazah ","Old","no change",12,10,10,0,0,0,0,0,0,2,1,1,0,0,1,1,2
"HERAT","32","CHISHT SHAREF","3216","3216408","Kabotar Khan Mosque","Kabotar Khan ","Old","no change",48,7,6,0,0,0,0,0,1,41,25,16,0,0,25,16,41
"HERAT","32","CHISHT SHAREF","3216","3216409","Asadullah Chushti School","Markaz Chesht Sharif","Old","no change",372,28,15,0,5,0,0,0,8,344,234,110,0,0,234,110,344
"HERAT","32","CHISHT SHAREF","3216","3216410","Sar Tagab Mosque","Sar Tagab village","Old","no change",246,28,15,0,3,0,0,1,9,218,104,114,0,0,104,114,218
"HERAT","32","CHISHT SHAREF","3216","3216411","Sayed Mohammad Zahid School ","Deh Zabar ","Relocated","no change",36,5,4,0,0,0,0,0,1,31,21,10,0,0,21,10,31
"HERAT","32","CHISHT SHAREF","3216","3216412","Salma School ","Salma ","Old","no change",36,2,2,0,0,0,0,0,0,34,34,0,0,0,34,0,34
"HERAT","32","CHISHT SHAREF","3216","3216413","Sher Khaj Jame Mosque","Sher Khaj ","Old","no change",126,16,11,0,3,0,0,0,2,107,89,18,3,0,92,18,110
"HERAT","32","CHISHT SHAREF","3216","3216414","Chashwi Jame Mosque","Chashwi ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216415","Margha Mosque","Margha ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216416","Open ground, Haji Mohammad Rahim garden, Kharzar *","Kharzar","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216417","Rubatak JameMosque","Rubatak","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216418","Darah Takht clinic","Darah Takht village","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216419","Sher Khan School","Darah Takht ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","CHISHT SHAREF","3216","3216420","Open ground, Bismillah garden, Darahgak village","Darahgak village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217421","Shahr Abad School","Shahr Abad Awal","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217422","Marouf Khil Mosque","Marouf Khil ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217423","Chahar Qalla awal School","Chahar Qalla awal ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217424","Sanoghan Mosque","Shahr Abad Doum","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217425","Bakht Abad Mosque","Shahr Abad Soum","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217426","Chahar Qalla Doum Clinic","Chahar Qalla Doum ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217427","Farmakan Mosque","Farmakan ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217428","Emarat School","Emarat village, Kousha Doum","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217429","Kosha Awal School","Kosha Awal ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217430","Kohak Mosque","Kohak","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZIR KOH","3217","3217431","Darwaji Mosque","Darwaji ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218432","Karez Kalantar Mosque","Karez Kalantar ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218433","Masjid Surkh Mosque","Sukaru","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218434","Mandal Jame Mosque","Mandal village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218435","Qalla Payeen Awkal Mosque","Qalla Payeen Awkal ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218436","Markaz Awkal Jame Mosque","Markaz Awkal ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218437","Zyarat Awkal Mosque","Zyarat Awkal ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218438","Shand Mosque","Karezak Doum","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218439","Sar Dasht Kah School","Sar Dasht Kah ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218440","Manah hai Kah Jame Mosque","Manah hai Kah ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218441","Haji Mulla Sarwar Mosque","Abstan","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218442","Deh Alaikah Mosque","Deh Alaikah ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218443","Sangbar Mosque","Sangbar ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218444","Kalatah Nazar Khan Jame Mosque","Kalatah Nazar Khan","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","PUSHT KOH","3218","3218445","Karezak Mosque ","Karezak Awal","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHE ZOR","3219","3219446","Khairabad clinic","Khairabad ","Relocated","no change",1158,46,15,0,3,0,0,23,5,1110,1051,59,2,0,1053,59,1112
"HERAT","32","KOHE ZOR","3219","3219447","Ali Abad Mosque","Ali Abad","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHE ZOR","3219","3219448","Qabr Mir Koh Zor Mosque","Qabr Mir ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHE ZOR","3219","3219449","Dahan Owsha Koh Zor Mosque","Dahan Owsha ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","KOHE ZOR","3219","3219450","Wakhil Koh Zor Mosque","Wakhil ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220451","Deh Abdul Aziz School","Deh Abdul Aziz","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220452","Aziz Abad Madrassah","Aziz Abad ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220453","Kashak Mosque","Kashak ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220454","Abu Baker Sedique High School","Qalla Mirza","Relocated","no change",1134,62,37,0,4,0,0,7,14,1071,740,331,1,0,741,331,1072
"HERAT","32","ZAWOL","3220","3220455","Haji Sultan Khan Mosque","Deh Pahlawan","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220456","Mughulan Kuhnah Mosque","Mughulan village ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220457","Viterenary Clinic","Qanadi Bazar","Relocated","no change",1626,63,43,0,5,0,0,8,7,1562,1035,527,1,0,1036,527,1563
"HERAT","32","ZAWOL","3220","3220458","Changan Mosque","Changan","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220459","Kodan Madrassah","Kodan ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220460","Naisk School","Naisk village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220461","Chalosak Mosque","Chalosak ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HERAT","32","ZAWOL","3220","3220462","Joi Naw Mosque","Jak village","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301001","Ronakha Girls High School","Markaz (Farah city)","Relocated","no change",4321,328,32,0,15,0,0,274,7,3944,2614,1330,49,0,2656,1337,3993
"FARAH","33","FARAH","3301","3301002","Malalai Maiwand Girls High School","Nahia 1","Old","no change",3452,193,21,0,23,0,0,143,6,3239,1905,1334,20,0,1917,1342,3259
"FARAH","33","FARAH","3301","3301003","Merman Nazo High School","Markaz (Farah city)","Old","no change",6666,428,49,0,32,0,0,297,50,6210,4479,1731,28,0,4505,1733,6238
"FARAH","33","FARAH","3301","3301004","Taufeeq Mirzaii High School","Nahia 3","Old","no change",4931,458,34,0,24,0,0,386,14,4450,3058,1392,23,0,3080,1393,4473
"FARAH","33","FARAH","3301","3301005","Agriculture Institute","Markaz (Farah city)","Old","no change",3780,376,29,0,11,0,0,329,7,3375,2555,820,29,0,2583,821,3404
"FARAH","33","FARAH","3301","3301006","Mahbobah Popal Girls High School","Nahia 4","Old","no change",2459,130,35,0,8,0,0,80,7,2318,1005,1313,11,0,1014,1315,2329
"FARAH","33","FARAH","3301","3301007","Boys High School","Qalla Arbab","Old","no change",2161,97,12,0,12,0,0,60,13,2048,1217,831,16,0,1228,836,2064
"FARAH","33","FARAH","3301","3301008","Qalla Mohammad Secondary School","Qalla Mohammad ","Relocated","no change",1457,84,22,0,8,0,0,48,6,1369,720,649,4,0,723,650,1373
"FARAH","33","FARAH","3301","3301009","Nang Abad village Secondary School","Nang Abad village","New","no change",1149,141,6,0,2,0,0,126,7,1000,661,339,8,0,668,340,1008
"FARAH","33","FARAH","3301","3301010","Girls High School","Koh Danak","Old","no change",1202,75,9,0,3,0,0,52,11,1125,669,456,2,0,671,456,1127
"FARAH","33","FARAH","3301","3301011","Shorabad High School","Shorabad ","Relocated","no change",349,31,12,0,3,0,0,12,4,318,172,146,0,0,172,146,318
"FARAH","33","FARAH","3301","3301012","Karezak Boys School","Karezak","Old","no change",629,41,6,1,2,0,0,29,3,573,362,211,15,0,377,211,588
"FARAH","33","FARAH","3301","3301013","Girls Primary School","Kok Ulya","Old","no change",208,19,13,0,0,0,0,6,0,185,121,64,4,0,125,64,189
"FARAH","33","FARAH","3301","3301014","Sher Ali Khan Girls High School","Nawdah","Old","no change",467,34,16,0,2,0,0,15,1,432,239,193,1,0,240,193,433
"FARAH","33","FARAH","3301","3301015","Kok sheb High School","Kok Sheb","Relocated","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301016","Shaheed Benafshah Girls High School","Toesk","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301017","Secondary School","Tajag","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301018","Takht Mosque","Takht ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301019","Khur Maloq School","Khur Maloq ","Not Assessed","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301020","Shamalgah High School","Shamalgah ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301021","Sor wa Shorab High School","Sor ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301022","Dehak Kalan Boys High School","Dehak Kalan ","Old","dropped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARAH","33","FARAH","3301","3301023","Kirji Secondary School","Kirji","Old","no change",2377,252,65,0,5,0,0,175,7,2083,1333,750,42,0,1374,751,2125
"FARAH","33","FARAH","3301","3301024","Bakht Abad School","Junoob Gharb Maidan","New","no change",1871,197,20,2,13,0,0,158,4,1649,1309,340,25,0,1332,342,1674
"FARAH","33","FARAH","3301","3301025","Sports Stadium","Nahia 6","New","no change",1632,165,47,0,8,0,0,108,2,1446,1067,379,21,0,1088,379,1467
"FARAH","33","FARAH","3301","3301026","Transport and Aviation Directorate","Askar Abad","Relocated","no change",577,46,13,0,5,0,0,25,3,530,336,194,1,0,336,195,531
"FARAH","33","FARAH","3301","3301027","Girls High School","Qalla Zaman","Old","no change",1819,74,12,0,6,0,0,49,7,1739,1358,381,6,0,1364,381,1745
"FARAH","33","FARAH","3301","3301028","Regi Kalan Secondary School","Regi Kalan Secondary School","Relocated","no change",577,31,16,0,1,0,0,12,2,544,307,237,2,0,309,237,546
"FARAH","33","FARAH","3301","3301029","Qalla Behbod Mosque","Qalla Behbod ","Old","no change",604,28,12,0,9,0,0,6,1,576,320,256,0,0,320,256,576
"FARAH","33","FARAH","3301","3301030","Yazdah village Boys High School","Yazdah village","Old","no change",2314,81,20,0,10,0,0,43,8,2232,1195,1037,1,0,1195,1038,2233
"FARAH","33","FARAH","3301","3301031","Chahar Bagh High School","Chahar Bagh ","Old","no change",1039,49,17,0,2,0,0,22,8,963,520,443,27,0,547,443,990
"FARAH","33","FARAH","3301","3301032","Sang Zor High School","Sang Zor ","Relocated","no change",2506,92,28,0,9,0,0,36,19,2404,1537,867,10,0,1543,871,2414
"FARAH","33","FARAH","3301","3301033","Girls High School","Bagh Pul","Old","no change",1895,73,27,0,15,0,0,24,7,1809,1000,809,13,0,1012,810,1822
