"pc_code","prelim_results_status","province_name","province_code","district_name","district_code","pc_name","pc_location","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"0603079","Reporting","NANGARHAR","06","SURKHROD","0603","Bakhtan Clinic","Do Sarakah","Old","no change",2400,74,15,1,19,0,0,11,28,2280,1144,1136,46,0,1178,1148,2326
"0603080","Reporting","NANGARHAR","06","SURKHROD","0603","Reyasat Kanan","Do Sarakah","Old","no change",6660,272,50,0,110,0,0,10,102,6298,4838,1460,90,0,4916,1472,6388
"0603081","Reporting","NANGARHAR","06","SURKHROD","0603","Charbagh School","Chahar Bagh","Old","no change",6108,178,41,0,42,0,0,38,57,5902,3737,2165,28,0,3759,2171,5930
"0603082","Reporting","NANGARHAR","06","SURKHROD","0603","Peer Said Hasan Gailani High School","Swati","New","no change",3330,119,44,0,38,0,0,9,28,3196,2260,936,15,0,2272,939,3211
"0603083","Reporting","NANGARHAR","06","SURKHROD","0603","Amarkhil School","Amarkhil","Old","no change",4158,214,8,0,35,0,0,9,162,3841,2767,1074,103,0,2824,1120,3944
"0603084","Reporting","NANGARHAR","06","SURKHROD","0603","Bibi Mariam School","Daronta","Old","no change",3522,141,23,0,58,0,0,14,46,3366,2333,1033,15,0,2344,1037,3381
"0603085","Reporting","NANGARHAR","06","SURKHROD","0603","Shaheed Mohammad Ashraf Girls High School","Hejrat Kalai","Relocated","no change",3210,66,7,0,29,0,0,7,23,3122,1753,1369,22,0,1772,1372,3144
"0603086","Reporting","NANGARHAR","06","SURKHROD","0603","Qazi Fazel Mahmoud Primary School","Shams Agha Mena","New","no change",2688,65,10,1,7,0,0,18,29,2405,1613,792,218,0,1760,863,2623
"0603087","Reporting","NANGARHAR","06","SURKHROD","0603","Faqrullah High School","Koz Sultan Pour","Old","no change",4152,174,41,0,44,0,0,15,74,3922,3247,675,56,0,3298,680,3978
"0603088","Reporting","NANGARHAR","06","SURKHROD","0603","Girls High School","Koz Sultan Pour","Old","no change",2502,110,22,0,45,0,0,3,40,2310,1185,1125,82,0,1260,1132,2392
"0603089","Reporting","NANGARHAR","06","SURKHROD","0603"," Jame Mosque","Sharak Stanikzai","New","no change",1074,51,21,0,11,0,0,5,14,935,730,205,88,0,814,209,1023
"0603090","Reporting","NANGARHAR","06","SURKHROD","0603","Nazaneen Jabarkhil Girls and Boys High School","Shiekh Mesri   ","Relocated","no change",3185,123,14,0,30,0,0,49,30,3040,2053,987,22,0,2072,990,3062
"0603091","Reporting","NANGARHAR","06","SURKHROD","0603","Hazrat Bilal Jame Mosque","Shamspour","Relocated","no change",1134,51,27,0,10,0,0,6,8,1081,819,262,2,0,821,262,1083
"0603093","Reporting","NANGARHAR","06","SURKHROD","0603","Sultan Pour Mosque","Sultan Pour Ulya","Old","no change",1686,74,15,0,13,0,0,5,41,1597,736,861,15,0,747,865,1612
"0603094","Reporting","NANGARHAR","06","SURKHROD","0603","Abu Baker Sedique Jame Mosque","Dasht e Sultan Pour","New","no change",2400,78,14,0,32,0,0,19,13,2214,1624,590,108,0,1730,592,2322
"0603095","Reporting","NANGARHAR","06","SURKHROD","0603","Koshkak Girls High School","Koshkak","Old","no change",1896,72,24,0,10,0,0,19,19,1606,1263,343,218,0,1444,380,1824
"0603096","Reporting","NANGARHAR","06","SURKHROD","0603","Koz Fateh Abad School","Marghondi Banda Meeran","New","no change",1026,36,26,0,7,0,0,1,2,859,733,126,131,0,819,171,990
"0603098","Reporting","NANGARHAR","06","SURKHROD","0603","Fateh Abad School","Fateh Abad","Old","no change",3600,91,8,0,36,0,0,28,19,3433,2293,1140,76,0,2334,1175,3509
"0604101","Reporting","NANGARHAR","06","CHAPARHAR","0604","Manno High School","Mano Kalai","Old","no change",1026,63,18,0,16,0,0,13,16,962,485,477,1,0,485,478,963
"0604102","Reporting","NANGARHAR","06","CHAPARHAR","0604","Sangeenah School","Sanageenah","Old","no change",2088,93,7,0,47,0,0,6,33,1995,1719,276,0,0,1719,276,1995
"0604103","Reporting","NANGARHAR","06","CHAPARHAR","0604","Dago Girls High School","Dago Kalai","Relocated","no change",1169,52,11,0,9,0,0,9,23,1117,578,539,0,0,578,539,1117
"0604104","Reporting","NANGARHAR","06","CHAPARHAR","0604","Gratak School","Hedia Khil","Old","no change",1800,75,17,1,11,0,0,3,43,1719,1137,582,6,0,1143,582,1725
"0604107","Reporting","NANGARHAR","06","CHAPARHAR","0604","Bando School","Sholaanah","Old","no change",1098,51,10,0,2,0,0,14,25,1046,574,472,1,0,574,473,1047
"0604108","Reporting","NANGARHAR","06","CHAPARHAR","0604","Karez Jame Mosque","Karez Kalai","Old","no change",1056,49,17,0,21,0,0,1,10,1005,580,425,2,0,582,425,1007
"0604109","Reporting","NANGARHAR","06","CHAPARHAR","0604","Hafezano Kalai School","Hafezan","Relocated","no change",1674,74,9,1,13,0,0,3,48,1599,1127,472,1,0,1128,472,1600
"0604110","Reporting","NANGARHAR","06","CHAPARHAR","0604","Kundi Bagh School","Khalifa Khil","Old","no change",3576,238,50,0,62,0,0,27,99,3338,1662,1676,0,0,1662,1676,3338
"0604112","Reporting","NANGARHAR","06","CHAPARHAR","0604","Haji Malouk Mosque","Dawlat Zai","Old","no change",726,36,17,0,3,0,0,6,10,669,494,175,21,0,515,175,690
"0604113","Reporting","NANGARHAR","06","CHAPARHAR","0604","Mullah Sahib Mosque","Dawlat Zai","Old","no change",1116,49,25,0,0,0,0,11,13,1039,736,303,28,0,758,309,1067
"0604114","Reporting","NANGARHAR","06","CHAPARHAR","0604","Tereli School","Tereli Kalai","Old","no change",570,23,10,0,5,0,0,3,5,543,397,146,4,0,398,149,547
"0604116","Reporting","NANGARHAR","06","CHAPARHAR","0604","Lalma School","Lalmah Kalai","Old","no change",1800,62,8,0,14,0,0,5,35,1729,586,1143,9,0,587,1151,1738
"0604117","Reporting","NANGARHAR","06","CHAPARHAR","0604","Itefaq School","Itefaq Family","New","no change",1296,92,30,0,20,0,0,5,37,1191,799,392,13,0,812,392,1204
"0604118","Reporting","NANGARHAR","06","CHAPARHAR","0604"," Dawlat Zai Family Jame Mosque","Dawlat Zai Family","Old","no change",2400,71,33,0,6,0,0,6,26,2295,1730,565,34,0,1754,575,2329
"0604119","Reporting","NANGARHAR","06","CHAPARHAR","0604"," Kochi Dawlat Abad Secondary School","Pastah Talah","New","no change",1800,55,10,1,31,0,0,1,12,1716,562,1154,29,0,577,1168,1745
"0605122","Reporting","NANGARHAR","06","KAMA","0605"," Zakhil Mosque","Zakhil","Old","no change",1800,53,1,0,12,0,0,33,7,1746,583,1163,1,0,584,1163,1747
"0605123","Reporting","NANGARHAR","06","KAMA","0605"," Clinic","Koz Deh Ghazi","Old","no change",1800,25,2,0,6,0,0,4,13,1770,1770,0,5,0,1775,0,1775
"0605124","Reporting","NANGARHAR","06","KAMA","0605"," Qalla e Akhund High School","Qalla E Akhond ","Relocated","no change",3000,52,10,0,21,0,0,10,11,2945,1776,1169,3,0,1779,1169,2948
"0605125","Reporting","NANGARHAR","06","KAMA","0605"," Darman School","Zar Shoi","Old","no change",1800,49,2,0,4,0,0,31,12,1749,1175,574,2,0,1177,574,1751
"0605126","Reporting","NANGARHAR","06","KAMA","0605"," Hazrat Omer Farouq Jame Mosque","Qalla E Akhond ","Relocated","no change",1200,26,0,0,15,0,0,4,7,1174,584,590,0,0,584,590,1174
"0605127","Reporting","NANGARHAR","06","KAMA","0605"," Hazar Baig School","Hazar Baig Kalai Haji Baba","Relocated","no change",1248,25,6,0,9,0,0,4,6,1219,828,391,4,0,832,391,1223
"0605128","Reporting","NANGARHAR","06","KAMA","0605"," Shaheed Khudai Dost School","Kundai","Old","no change",2052,99,18,0,17,0,0,22,42,1932,1300,632,21,0,1312,641,1953
"0605129","Reporting","NANGARHAR","06","KAMA","0605"," Murad Ali High School","Zar Shoi","Old","no change",3168,93,19,0,24,0,0,26,24,3055,2082,973,20,0,2091,984,3075
"0605130","Reporting","NANGARHAR","06","KAMA","0605"," School","Deh Tahir","Old","no change",1638,47,18,0,7,0,0,5,17,1587,1004,583,4,0,1008,583,1591
"0605131","Reporting","NANGARHAR","06","KAMA","0605"," Sangar Sarai Clinic","Sangar Sarai","Relocated","no change",2040,61,12,0,12,0,0,8,29,1950,1319,631,29,0,1329,650,1979
"0605132","Reporting","NANGARHAR","06","KAMA","0605"," Sayed Sarwar Qaderi High School","Khas Kamah","Old","no change",1746,52,11,0,13,0,0,12,16,1693,1232,461,1,0,1233,461,1694
"0605133","Reporting","NANGARHAR","06","KAMA","0605"," Mirza Khil School","Mirza Khil","Old","no change",2214,82,13,0,10,0,0,3,56,2081,977,1104,51,0,994,1138,2132
"0605134","Reporting","NANGARHAR","06","KAMA","0605"," Nader Khan Momand School","Gerdaw","Old","no change",780,69,13,1,9,0,0,3,43,696,349,347,15,0,364,347,711
"0605135","Reporting","NANGARHAR","06","KAMA","0605"," Totakai Mosque","Totakai","Old","no change",1200,27,6,0,7,0,0,7,7,1173,587,586,0,0,587,586,1173
"0605136","Reporting","NANGARHAR","06","KAMA","0605"," Mama Khilo High School","Mama Khil","Relocated","no change",876,34,7,0,4,0,0,13,10,832,477,355,10,0,484,358,842
"0605137","Reporting","NANGARHAR","06","KAMA","0605"," Mama Khil Mosque","Mama Khil","Old","no change",2478,52,10,0,8,0,0,11,23,2422,1355,1067,4,0,1359,1067,2426
"0605138","Reporting","NANGARHAR","06","KAMA","0605"," Bazidkhil Mosque","Bazdeed Khil","Old","no change",1493,31,10,0,6,0,0,7,8,1435,952,483,27,0,971,491,1462
"0605139","Reporting","NANGARHAR","06","KAMA","0605"," Sapedari Mosque","Sapedari","Old","no change",954,32,19,0,5,0,0,1,7,886,524,362,36,0,535,387,922
"0605140","Reporting","NANGARHAR","06","KAMA","0605"," Mawlawi Ibrahim Kamawi School","Dar Gul Sufla","Old","no change",1884,36,17,0,4,0,0,5,10,1841,1093,748,7,0,1096,752,1848
"0605141","Reporting","NANGARHAR","06","KAMA","0605"," Landa Boch Clinic","Landa Boch","Old","no change",2400,45,6,0,11,0,0,5,23,2354,1185,1169,1,0,1186,1169,2355
"0605142","Reporting","NANGARHAR","06","KAMA","0605"," Mohammad Musa Shafeeq High School","Bar Landa Boch","Old","no change",3000,74,21,0,22,0,0,13,18,2922,1744,1178,4,0,1748,1178,2926
"0605143","Reporting","NANGARHAR","06","KAMA","0605"," Sher Garr High School","Sapedari","Old","no change",3000,89,23,0,28,0,0,8,30,2899,1737,1162,12,0,1748,1163,2911
"0605144","Reporting","NANGARHAR","06","KAMA","0605"," Darbung School","Darbang","Old","no change",1800,34,10,0,13,0,0,7,4,1758,582,1176,8,0,582,1184,1766
"0605145","Reporting","NANGARHAR","06","KAMA","0605"," Da Kochi Kali Jame Mosque","Gaj","Relocated","no change",1200,36,8,0,5,0,0,0,23,1130,556,574,34,0,571,593,1164
"0605146","Reporting","NANGARHAR","06","KAMA","0605"," Malik Sherren Dil School","Nawabad","Relocated","no change",3000,76,4,0,15,0,0,17,40,2880,1720,1160,44,0,1748,1176,2924
"0605147","Reporting","NANGARHAR","06","KAMA","0605"," Deh Ghazi School","Deh Ghazi","Old","no change",2400,40,7,0,7,0,0,18,8,2356,1772,584,4,0,1776,584,2360
"0606148","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Sarkund School","Sarkund","Old","no change",1278,83,29,0,20,0,0,3,31,1195,643,552,0,0,643,552,1195
"0606149","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Bar Kash Kot School","Bar KashKot Kalai","Old","no change",1782,576,20,0,489,0,0,3,64,1205,932,273,1,0,933,273,1206
"0606150","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Koz Kash Kot Girls School","Koz KashKot Kalai","Relocated","no change",2700,361,7,0,27,0,0,1,326,2339,1355,984,0,0,1355,984,2339
"0606151","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Goreek School","Goreek","Relocated","no change",1530,101,37,0,17,0,0,2,45,1428,1087,341,1,0,1088,341,1429
"0606152","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Goreek Mosque","Goreek","Old","no change",881,43,17,0,4,0,0,5,17,838,343,495,0,0,343,495,838
"0606153","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Pachahi Qalla Mosque","Pachahi Qalla","Old","no change",924,80,27,0,3,0,0,3,47,842,459,383,2,0,461,383,844
"0606154","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Islam Pour Village Mosque","Islam Pour","Old","no change",1164,64,17,0,9,0,0,2,36,1082,826,256,18,0,844,256,1100
"0606155","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Bodialai village Girls School","Bodyalai Kalai","Old","no change",2400,209,12,0,15,0,0,1,181,2063,1051,1012,128,0,1095,1096,2191
"0606156","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Sourach Jame Mosque","Bodyalai Pore Kalai","Relocated","no change",600,57,3,0,3,0,0,5,46,540,540,0,3,0,543,0,543
"0606157","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Sarjal Madrassah","Sarjal Kalai","Relocated","no change",588,43,32,0,2,0,0,2,7,473,322,151,72,0,382,163,545
"0606158","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Tawkal Baba High School","Tawkal Baba","Relocated","no change",1584,420,49,0,289,0,0,2,80,1164,961,203,0,0,961,203,1164
"0606159","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Markaz Khewah central Mosque","Markaz Khewah","Old","no change",2388,180,17,0,7,0,0,21,135,2205,1560,645,3,0,1562,646,2208
"0606160","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Zaragaran village Mosque","Zargaran Kalai","Old","no change",828,68,26,0,5,0,0,10,27,759,520,239,1,0,521,239,760
"0606161","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Qalla Tak Marakazi Mosque","Qalla Tak","Old","no change",1386,50,13,0,6,0,0,10,21,1334,777,557,2,0,779,557,1336
"0606162","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Boys School","Qalla Tak","Old","no change",1458,126,27,0,20,0,0,7,72,1203,837,366,129,0,966,366,1332
"0606163","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Shamil Kali Mosque","Shamil Kalai","Old","no change",612,81,28,0,29,0,0,6,18,530,379,151,1,0,380,151,531
"0606164","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Gambeeri School","Gambiri","Old","no change",1128,84,18,0,33,0,0,4,29,1030,968,62,14,0,982,62,1044
"0606165","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Bazarak Mosque","Bazarak","Old","no change",1410,143,19,0,26,0,0,9,89,1158,688,470,109,0,745,522,1267
"0606166","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Sayed Jamaluddin Afghan High School","Bazarak","Relocated","no change",1740,76,21,1,4,0,0,7,43,1663,1083,580,1,0,1084,580,1664
"0606167","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Kachrra School","Kachrah","Relocated","no change",1536,175,10,0,19,0,0,7,139,1008,795,213,353,0,971,390,1361
"0606168","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Shiekhan Girls School","Shiekhan","Old","no change",1956,139,16,0,34,0,0,5,84,1806,1070,736,11,0,1081,736,1817
"0606169","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Yaseen Baba Girls High School","Yaseen Baba","Relocated","no change",2754,159,37,0,66,0,0,9,47,2477,1421,1056,118,0,1483,1112,2595
"0606170","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Sayed Abad School","Sayeed Abad Kalai","New","no change",1602,59,31,0,3,0,0,4,21,1515,1013,502,28,0,1032,511,1543
"0606171","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Adel Khil Girls High School","Adel Khil","New","no change",1680,132,32,0,12,0,0,4,84,1540,973,567,8,0,980,568,1548
"0606172","Reporting","NANGARHAR","06","KOZ KUNAR","0606"," Koz Koti Mosque","Koz Kotai","Old","no change",1962,199,36,0,41,0,0,11,111,1739,1072,667,24,0,1093,670,1763
"0607173","Reporting","NANGARHAR","06","RODAT","0607"," Mazeenah Mosque","Mazeenah","Old","no change",1800,273,6,0,221,0,0,9,37,1526,984,542,1,0,985,542,1527
"0607174","Reporting","NANGARHAR","06","RODAT","0607"," Hesarak Mazeeni High School","Hesarak Kalai","Old","no change",1800,185,8,0,12,0,0,18,147,1614,1100,514,1,0,1100,515,1615
"0607175","Reporting","NANGARHAR","06","RODAT","0607"," Qallah Meerji Mosque","Qalla e Mirji","Old","no change",1800,242,9,0,26,0,0,2,205,1556,1063,493,2,0,1064,494,1558
"0607176","Reporting","NANGARHAR","06","RODAT","0607"," Kadi Jomat Mosque","Kadee","Old","no change",1644,622,17,0,514,0,0,3,88,1022,248,774,0,0,248,774,1022
"0607177","Reporting","NANGARHAR","06","RODAT","0607"," Da Roghano School","Roghano","Old","no change",2591,226,16,0,26,0,0,9,175,2362,1885,477,3,0,1888,477,2365
"0607178","Reporting","NANGARHAR","06","RODAT","0607"," Ihdad Primary School","Hesar Shahi","Old","no change",1752,57,5,0,21,0,0,12,19,1673,1166,507,22,0,1172,523,1695
"0607179","Reporting","NANGARHAR","06","RODAT","0607"," Hesar Shahi Mosque","Hesar Shahi","Old","no change",3222,319,5,0,81,0,0,73,160,2903,2262,641,0,0,2262,641,2903
"0607180","Reporting","NANGARHAR","06","RODAT","0607"," Muftia Qalla Jame Mosque","Mufti Qalla","Relocated","no change",834,89,12,0,10,0,0,0,67,745,545,200,0,0,545,200,745
"0607181","Reporting","NANGARHAR","06","RODAT","0607"," Chaghari Jame Mosque","Chaghri Kalai","Relocated","no change",420,59,3,1,7,0,0,1,47,361,281,80,0,0,281,80,361
"0607182","Reporting","NANGARHAR","06","RODAT","0607"," Hazrat Omer Farouq Darul Uloom","Kankarak","Relocated","no change",3504,165,17,1,20,0,0,52,75,3313,1600,1713,26,0,1625,1714,3339
"0607183","Reporting","NANGARHAR","06","RODAT","0607"," Barro High School","Barro","Old","no change",1272,97,13,0,17,0,0,4,63,1173,888,285,2,0,890,285,1175
"0607184","Reporting","NANGARHAR","06","RODAT","0607"," Barro Girls School","Barro Gari","Old","no change",798,93,14,0,15,0,0,0,64,704,544,160,1,0,545,160,705
"0607185","Reporting","NANGARHAR","06","RODAT","0607"," Hejrat Abad High School","Kabul Camp","Relocated","no change",3000,177,5,0,26,0,0,13,133,2669,1531,1138,154,0,1684,1139,2823
"0607186","Reporting","NANGARHAR","06","RODAT","0607"," Tube well Mosque","Shaheedano Menah","Relocated","no change",3000,185,6,0,28,0,0,18,133,2809,2255,554,6,0,2261,554,2815
"0607187","Reporting","NANGARHAR","06","RODAT","0607"," Hesar Shahi Camp School","Kabul Camp","Relocated","no change",5340,362,6,0,46,0,0,101,209,4814,3250,1564,164,0,3373,1605,4978
"0607188","Reporting","NANGARHAR","06","RODAT","0607"," Abu Baker Sedique Jame Mosque","Surkh Dewal","Relocated","no change",2376,92,5,0,14,0,0,14,59,2264,1684,580,20,0,1704,580,2284
"0607189","Reporting","NANGARHAR","06","RODAT","0607"," Katarghe Mosque","Katarghai","Old","no change",1800,208,6,0,30,0,0,1,171,1525,997,528,67,0,1041,551,1592
"0607190","Reporting","NANGARHAR","06","RODAT","0607"," Kan High School","Khan Kalai","Old","no change",3600,169,19,0,61,0,0,5,84,3363,2256,1107,68,0,2322,1109,3431
"0607191","Reporting","NANGARHAR","06","RODAT","0607"," Zakhil Primary School","Zakhil","Old","no change",3600,1249,30,0,1071,0,0,2,146,2350,1576,774,1,0,1576,775,2351
"0608192","Reporting","NANGARHAR","06","KHOGYANI","0608"," Khidar Khil Primary School","Khidar Khil","Not Assessed","no change",1800,95,9,1,56,0,0,4,25,1705,1147,558,0,0,1147,558,1705
"0608193","Reporting","NANGARHAR","06","KHOGYANI","0608"," Sangani Primary School","Sangani","Not Assessed","no change",1098,64,20,0,8,0,0,2,34,1034,571,463,0,0,571,463,1034
"0608194","Reporting","NANGARHAR","06","KHOGYANI","0608"," Kambo Primary School, Khwaza Khil","Khwaza Khil","Not Assessed","no change",3600,145,1,0,52,0,0,16,76,3442,2327,1115,13,0,2339,1116,3455
"0608195","Reporting","NANGARHAR","06","KHOGYANI","0608"," Aabko Madrassah","Peerah Khil","Not Assessed","no change",2400,71,7,0,19,0,0,9,36,2080,1613,467,249,0,1738,591,2329
"0608196","Reporting","NANGARHAR","06","KHOGYANI","0608"," Jihadi Boys High School","Wazir Ahmad Khil Kalai","Old","no change",2274,68,30,0,10,0,0,3,25,2206,1845,361,0,0,1845,361,2206
"0608197","Reporting","NANGARHAR","06","KHOGYANI","0608"," Haji Rokhan Mosque","Wazir Ahmad Khil Kalai","Relocated","no change",870,40,12,0,12,0,0,4,12,830,671,159,0,0,671,159,830
"0608198","Reporting","NANGARHAR","06","KHOGYANI","0608"," Hakim Abad Mosque","Hakim Abad","Old","no change",2472,146,23,0,25,0,0,9,89,2323,1929,394,3,0,1932,394,2326
"0608199","Reporting","NANGARHAR","06","KHOGYANI","0608"," Qailagho High School","Qailagho","Old","no change",2490,139,27,0,7,0,0,8,97,2349,1952,397,2,0,1954,397,2351
"0608200","Reporting","NANGARHAR","06","KHOGYANI","0608"," Malik Yar Hotak High School","Kaja Zorr Bazzar","Old","no change",4620,205,7,1,92,0,0,8,97,4330,3626,704,85,0,3672,743,4415
"0608201","Reporting","NANGARHAR","06","KHOGYANI","0608"," Kaji Girls High School","Kajah Nawi Bazar","Relocated","no change",3006,141,52,0,25,0,0,26,38,2863,2230,633,2,0,2232,633,2865
"0608202","Reporting","NANGARHAR","06","KHOGYANI","0608"," Sayed Agha Banda","Sardarano Banda","New","no change",1584,66,14,0,20,0,0,7,25,1516,1084,432,2,0,1085,433,1518
"0608203","Reporting","NANGARHAR","06","KHOGYANI","0608"," Sour Daag High School","Soor Daag","Old","no change",2400,67,4,0,14,0,0,10,39,2301,1720,581,32,0,1749,584,2333
"0608204","Reporting","NANGARHAR","06","KHOGYANI","0608"," Bar Bahar High School","Bar Bahar","Old","no change",1914,122,47,0,8,0,0,13,54,1789,1563,226,3,0,1565,227,1792
"0608205","Reporting","NANGARHAR","06","KHOGYANI","0608","Koz Bahar High School ","Koz Bahar","Old","no change",2796,163,16,0,33,0,0,9,105,2631,1943,688,2,0,1945,688,2633
"0608206","Reporting","NANGARHAR","06","KHOGYANI","0608"," Kala Khil Primary School","Koz Kala Khil","New","no change",750,49,30,0,1,0,0,7,11,698,546,152,3,0,549,152,701
"0608207","Reporting","NANGARHAR","06","KHOGYANI","0608"," Lokhi High School","Lookhai","Old","no change",1518,84,52,0,11,0,0,10,11,1396,1104,292,38,0,1140,294,1434
"0608208","Reporting","NANGARHAR","06","KHOGYANI","0608"," Chamtala Mosque","Chimtalah","New","no change",3078,147,32,0,19,0,0,18,78,2784,2146,638,147,0,2238,693,2931
"0608209","Reporting","NANGARHAR","06","KHOGYANI","0608"," Chimtala High School","Chimtalah","Old","no change",1800,73,12,0,9,0,0,29,23,1586,1007,579,141,0,1147,580,1727
"0608210","Reporting","NANGARHAR","06","KHOGYANI","0608"," Chimtala Camp Clinic","Chimtalah Camp","Relocated","no change",2400,176,46,0,24,0,0,14,92,2062,1513,549,162,0,1665,559,2224
"0608211","Reporting","NANGARHAR","06","KHOGYANI","0608"," Arghach Mosque","Arghach","New","no change",894,91,23,0,5,0,0,6,57,747,700,47,56,0,756,47,803
"0608213","Reporting","NANGARHAR","06","KHOGYANI","0608"," Zawah School","Zawah","Not Assessed","no change",1799,94,3,0,55,0,0,18,18,1695,1150,545,10,0,1160,545,1705
"0608215","Reporting","NANGARHAR","06","KHOGYANI","0608"," Ghulam Haider Khan High School","Memlah","Not Assessed","no change",1800,69,16,0,22,0,0,2,29,1730,1159,571,1,0,1160,571,1731
"0608216","Reporting","NANGARHAR","06","KHOGYANI","0608"," Nookarr Khil School"," Nookarr Khil","Not Assessed","no change",1800,100,15,0,21,0,0,14,50,1679,1132,547,21,0,1133,567,1700
"0608217","Reporting","NANGARHAR","06","KHOGYANI","0608"," Shiekhano Kalai Mosque","Wazir Tangai","Not Assessed","no change",1800,67,26,0,13,0,0,9,19,1715,1147,568,18,0,1149,584,1733
"0609221","Reporting","NANGARHAR","06","BATIKOT","0609"," Girls High Shool","Hajiano Kalai","Not Assessed","no change",768,69,19,0,11,0,0,6,33,699,545,154,0,0,545,154,699
"0609222","Reporting","NANGARHAR","06","BATIKOT","0609"," Lowarrtai Mosque","Loortai","Old","no change",738,103,16,1,8,0,0,7,71,635,516,119,0,0,516,119,635
"0609223","Reporting","NANGARHAR","06","BATIKOT","0609"," Se Pai Kali Mosque","Se Pai Kalai","Old","no change",1074,54,15,0,17,0,0,8,14,1011,848,163,9,0,857,163,1020
"0609224","Reporting","NANGARHAR","06","BATIKOT","0609"," Bati Kot School","Shoodyani","Old","no change",732,47,13,0,5,0,0,7,22,682,564,118,3,0,566,119,685
"0609225","Reporting","NANGARHAR","06","BATIKOT","0609"," Daman Mosque","Daman Kalai","Old","no change",570,49,13,0,27,0,0,2,7,515,417,98,6,0,423,98,521
"0609227","Reporting","NANGARHAR","06","BATIKOT","0609"," Farm 3 Jame Mosque","Farm 3","New","no change",222,11,10,0,0,0,0,0,1,208,180,28,3,0,181,30,211
"0609228","Reporting","NANGARHAR","06","BATIKOT","0609"," Speen Khowarr Mosque","Speen Khowarr","Old","no change",408,47,6,0,6,0,0,2,33,346,294,52,15,0,305,56,361
"0609229","Reporting","NANGARHAR","06","BATIKOT","0609"," 25 Wyale School","Anbar Kannah","Relocated","no change",2400,290,11,0,190,0,0,6,83,2051,986,1065,59,0,1042,1068,2110
"0609231","Reporting","NANGARHAR","06","BATIKOT","0609"," Takyah School","Takyah","Not Assessed","no change",1800,44,11,0,13,0,0,12,8,1719,1140,579,37,0,1169,587,1756
"0609232","Reporting","NANGARHAR","06","BATIKOT","0609"," Gandyani Mosque","Gandyani","Not Assessed","no change",2400,83,13,0,21,0,0,19,30,2172,1602,570,145,0,1746,571,2317
"0609233","Reporting","NANGARHAR","06","BATIKOT","0609"," Zyarat Mosque","Ghazi Abad","Not Assessed","no change",2400,73,22,0,28,0,0,3,20,2323,1740,583,4,0,1744,583,2327
"0609234","Reporting","NANGARHAR","06","BATIKOT","0609"," Chahardehi Mosque","Chahar Dehi Kalai","Not Assessed","no change",4200,261,24,0,184,0,0,3,50,3937,2311,1626,2,0,2312,1627,3939
"0609235","Reporting","NANGARHAR","06","BATIKOT","0609"," Mashwanni Clinic","Meshwanni","Not Assessed","no change",2400,99,16,0,34,0,0,1,48,2293,1714,579,8,0,1719,582,2301
"0609236","Reporting","NANGARHAR","06","BATIKOT","0609"," Boys High School","Lacha Pour","Not Assessed","no change",1800,90,1,0,72,0,0,7,10,1705,578,1127,5,0,583,1127,1710
"0609237","Reporting","NANGARHAR","06","BATIKOT","0609"," Kochi Banda Mosque","Pas Bareek Aab","Old","no change",4200,160,4,0,90,0,0,21,45,3728,2602,1126,312,0,2894,1146,4040
"0609238","Reporting","NANGARHAR","06","BATIKOT","0609"," Barekab School","Bareek Aab","Old","no change",132,8,5,0,3,0,0,0,0,42,16,26,82,0,57,67,124
"0609239","Reporting","NANGARHAR","06","BATIKOT","0609"," Sofyano Kali Mosque","Sofyano Kalai","Not Assessed","no change",5400,216,31,0,48,0,0,22,115,4998,3359,1639,186,0,3449,1735,5184
