PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
3206096,1,M,42,10,8,143,PANJAB,Bamyan,32,FALSE,F,1,5795014,5795014
3206096,1,M,4,1,8,143,PANJAB,Bamyan,32,FALSE,M,1,1557838,1557838
3206103,2,F,41,91,7,143,PANJAB,Bamyan,32,FALSE,M,1,931501,931501
3206108,1,M,28,0,9,143,PANJAB,Bamyan,32,FALSE,M,1,2779587,2779587
3206105,2,F,13,0,5,143,PANJAB,Bamyan,32,FALSE,M,1,5463027,5463027
3204051,1,M,1,1,14,141,KOHMARD,Bamyan,32,FALSE,M,1,5463029,5463029
3204066,1,M,30,2,7,141,KOHMARD,Bamyan,32,FALSE,M,1,5463006,5463006
3205092,1,M,27,0,3,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795007,1058127
3204068,1,M,21,2,4,141,KOHMARD,Bamyan,32,FALSE,M,1,5795005,5795005
3201003,2,F,1,1,13,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,5463029,5463029
3204054,1,M,29,0,7,141,KOHMARD,Bamyan,32,FALSE,F,2,101571256,101571256
3205093,1,M,35,0,8,142,YAKAWULANG,Bamyan,32,FALSE,F,2,99037507,99037507
3201002,2,F,10,1,26,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,9,5795011,5795011
3205077,1,M,36,0,0,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795015,5795015
3205093,2,F,36,0,5,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795015,5795015
3206118,1,M,31,2,6,143,PANJAB,Bamyan,32,FALSE,M,2,2529011,2529011
3201004,2,F,41,34,2,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,931501,931501
3201002,2,F,41,205,26,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,931501,931501
3205080,1,M,12,175,2,142,YAKAWULANG,Bamyan,32,FALSE,M,1,1151503,1151503
3206100,2,F,30,1,8,143,PANJAB,Bamyan,32,FALSE,M,1,5463006,5463006
3205069,4,F,25,1,9,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795009,5795009
3201002,2,F,19,7,26,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,1226023,1226023
3205070,1,M,16,0,5,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795016,5795016
3206104,2,F,38,1,15,143,PANJAB,Bamyan,32,FALSE,M,1,5795010,5795010
3205073,1,M,30,2,4,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5463006,5463006
3205079,1,M,30,3,5,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5463006,5463006
3205072,2,F,30,3,3,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5463006,5463006
3201016,1,M,24,1,11,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,2,5795006,5795006
3205072,2,F,24,0,3,142,YAKAWULANG,Bamyan,32,FALSE,M,2,5795006,5795006
3206097,1,M,16,1,9,143,PANJAB,Bamyan,32,FALSE,M,1,5795016,5795016
3205074,2,F,40,3,17,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795017,5795017
3201014,1,M,8,1,6,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,F,1,1160518,1160518
3206108,1,M,22,0,9,143,PANJAB,Bamyan,32,FALSE,M,30,5795013,5795013
3201002,1,F,6,0,30,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,1643130,1643130
3204057,2,M,32,0,13,141,KOHMARD,Bamyan,32,FALSE,M,1,5517199,5517199
3201015,2,F,3,31,27,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,12901009,12901009
3205084,2,F,37,22,6,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5795004,5795004
3201006,2,F,6,1,8,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,1643130,1643130
3204066,2,F,3,1,6,141,KOHMARD,Bamyan,32,FALSE,M,1,12901009,12901009
3206100,2,F,3,52,8,143,PANJAB,Bamyan,32,FALSE,M,1,12901009,12901009
3205070,2,F,1,1,8,142,YAKAWULANG,Bamyan,32,FALSE,M,1,5463029,5463029
3205070,2,F,2,16,8,142,YAKAWULANG,Bamyan,32,FALSE,F,2,1145253,1145253
3205093,2,F,39,0,5,142,YAKAWULANG,Bamyan,32,FALSE,M,1,1228811,1228811
3206104,2,F,4,1,15,143,PANJAB,Bamyan,32,FALSE,M,1,1557838,1557838
3201002,3,F,28,2,39,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,2779587,2779587
3205078,2,F,8,19,1,142,YAKAWULANG,Bamyan,32,FALSE,F,1,1160518,1160518
3201007,3,F,34,2,29,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,5795003,5795003
3201005,1,M,5,1,6,138,Province Center(MARKAZ-WOLLAYAT),Bamyan,32,FALSE,M,1,5795008,5795008
3204062,2,F,2,0,2,141,KOHMARD,Bamyan,32,FALSE,F,2,1145253,1145253
