"pc_code","nn_1_pc_code","nn_1_distance_km","nn_1_distance_degree","nn_2_pc_code","nn_2_distance_km","nn_2_distance_degree","nn_3_pc_code","nn_3_distance_km","nn_3_distance_degree","nn_4_pc_code","nn_4_distance_km","nn_4_distance_degree","nn_5_pc_code","nn_5_distance_km","nn_5_distance_degree"
101051,101052,0.24960680079247,0.00541161879662815,101057,0.496011734458419,0.00586941223633053,101217,0.486840316919175,0.00747930478051965,101223,1.09320947301449,0.00980051019079973,101218,0.993101355600151,0.0107915969624413
101052,101051,0.249606800792535,0.00541161879662815,101024,0.471671507711603,0.00869212390616078,101026,0.773570787259834,0.00899982677610686,101055,1.00429167647283,0.00962543593818265,101057,0.499325665643923,0.00983622986718338
101053,101054,0.115985996900292,0.00128062484747804,101024,0.513151223046423,0.00460108682812724,101055,0.227638492511843,0.00474415060890524,101020,0.780288036139716,0.00877242435134135,101056,0.65177937823795,0.00879620014551783
101054,101053,0.115985996900325,0.00128062484747804,101055,0.152308575868302,0.00378974471435668,101024,0.625305347437221,0.00564358042379627,101056,0.537717130788387,0.00756290532798804,101020,0.685485326658533,0.00861762316419618
101055,101054,0.152308575868297,0.00378974471435668,101056,0.462487810193404,0.00473751179418109,101053,0.2276384925119,0.00474415060890524,101190,0.663974070954578,0.00668060154476862,101024,0.673839646858388,0.00735116079269066
101056,101190,0.201702405851416,0.00195413535866554,101191,0.482015719604683,0.00432114996267381,101055,0.462487810193534,0.00473751179418109,101054,0.537717130788159,0.00756290532798804,101223,0.553652950679135,0.0078906106861235
101057,101217,0.110439881607999,0.00245153013442126,101218,0.499542522476919,0.00501971762153062,101051,0.49601173445848,0.00586941223633053,101223,0.644566532311656,0.00688186021363789,101222,0.895318939674756,0.00810198006662632
101058,101059,0.227948144660116,0.00287672609053983,101062,0.586831586614106,0.00563485021984336,101049,0.617311677108509,0.00764682476587697,101060,0.738692776080447,0.0085339754510951,101050,0.439625228465498,0.010648414576829
101059,101058,0.227948144659941,0.00287672609053983,101060,0.511606485648594,0.00568436909427453,101062,0.791566176103243,0.00709600253664412,101049,0.845240697306938,0.0105230430009581,101061,1.02414941180081,0.012446720531921
101060,101059,0.511606485648581,0.00568436909427453,101061,0.515293817927255,0.00684105255058886,101058,0.73869277608083,0.0085339754510951,101216,1.11936392643657,0.0103293254862068,101217,0.888889370328366,0.0111198021565202
101061,101060,0.515293817927282,0.00684105255058886,101319,0.409008408511852,0.00693541635376134,101320,0.375025427641495,0.00860604003012022,101215,0.964610360290875,0.00940283616788185,101216,0.720294698288502,0.00989384480371377
101062,101058,0.586831586614463,0.00563485021984336,101059,0.791566176103264,0.00709600253664412,101049,0.310469788580409,0.00780915373136087,101060,1.29079048040313,0.0120503111992988,101050,0.679758876511269,0.0133795122482133
101063,101348,0.333430053601174,0.00715661623954305,101247,0.583939363324803,0.00874642784226463,101224,0.588085285058739,0.0100730397596732,101248,0.606135847681191,0.0108078675047352,101226,1.12172255772215,0.0124061793070983
101064,101347,0.320771782637654,0.00389491578856433,101348,0.519560984714775,0.00892734142955633,101044,0.524166641736325,0.0124043528247142,101032,0.941885350054886,0.0127937081801965,101079,1.02747074305722,0.0143567046706435
101065,101066,0.74302346537608,0.00717611350245521,101067,1.18145985785799,0.0106545204021574,101284,0.428692226742587,0.0106947472153365,101089,1.02311578285009,0.0117695148583107,101083,0.865243356275603,0.0119500368200319
101066,101067,0.475205020738029,0.00572800139664215,101065,0.743023465376062,0.00717611350245521,101284,0.756267789934121,0.00997036654290756,101068,1.27366472463319,0.0121987296469705,101083,0.503672980385747,0.0125978628743157
101067,101066,0.475205020738007,0.00572800139664215,101068,0.81444681872739,0.00731596917708434,101083,0.529576688675493,0.00924410888079402,101065,1.18145985785809,0.0106545204021574,101082,0.732937488519561,0.013778245643047
101068,101067,0.814446818727156,0.00731596917708434,101069,0.879122656808467,0.00841354360540564,101070,1.02415256185704,0.00947038610618079,101066,1.27366472463331,0.0121987296469705,101082,0.57774668812956,0.0127456205027475
101069,101070,0.269786064833632,0.0057975102414794,101068,0.879122656808027,0.00841354360540564,101274,0.743628064466146,0.0118927262223538,101071,0.926732898410839,0.0119244594426815,101073,1.42636815447183,0.0130622725817605
101070,101069,0.269786064833528,0.0057975102414794,101071,0.716485669652738,0.00721433919357807,101068,1.02415256185669,0.00947038610618079,101072,1.27931908190511,0.0114789661990926,101073,1.27738903209417,0.0117427901284175
101071,101072,0.598532107744763,0.00656032811679281,101070,0.716485669652833,0.00721433919357807,101073,0.62270547337282,0.00811199617850334,101081,1.12597445354358,0.010174655964696,101069,0.926732898410763,0.0119244594426815
101072,101073,0.0902296443077933,0.00226077000156979,101071,0.598532107744565,0.00656032811679281,101081,0.58897344438349,0.00730933081751962,101077,1.05299631306828,0.00953250843168221,101074,0.458976933189602,0.0101568878107466
101073,101072,0.0902296443078022,0.00226077000156979,101074,0.388103910016718,0.0079740783166486,101071,0.622705473372908,0.00811199617850334,101081,0.633256421477357,0.00914193469676126,101077,1.05858422314044,0.00952203476153915
101074,101075,0.34008182369835,0.00385174882358951,101105,0.238616285400495,0.00549635961341723,101106,0.369879881343029,0.00760777687632517,101073,0.388103910016664,0.0079740783166486,101076,1.03722856682236,0.00998996241234009
101075,101105,0.251203541038707,0.00352278299077034,101074,0.340081823698639,0.00385174882358951,101106,0.58444080581372,0.0069020721526271,101076,0.745826076397089,0.00898795304838047,101107,0.759127880274142,0.0100873170367588
101076,101077,0.276136165211044,0.00496735342007797,101045,0.643314557596715,0.00587568013084824,101075,0.745826076397078,0.00898795304838047,101046,1.01246873695046,0.00945353373084042,101047,0.796019272166163,0.00951058883561266
101077,101076,0.276136165211279,0.00496735342007797,101078,0.318507722149274,0.00579986655018679,101081,0.57208702103531,0.00818745186245332,101045,0.85866156479466,0.00832922787537335,101073,1.05858422314058,0.00952203476153915
101078,101079,0.17962258424051,0.00428961909730687,101077,0.318507722149207,0.00579986655018679,101081,0.740426844425942,0.00677031077573497,101044,0.681869735163584,0.00704817933936992,101080,0.646763968509751,0.00829889342020704
101079,101078,0.179622584240485,0.00428961909730687,101080,0.541927778436893,0.00523927475897413,101044,0.725352451954134,0.00651920240519072,101081,0.687725538101852,0.00670733240566491,101077,0.422474965355082,0.00978675124849604
101080,101081,0.242766622023924,0.0050920239590957,101079,0.541927778436927,0.00523927475897413,101078,0.646763968509592,0.00829889342020704,101044,1.26476216533661,0.0115952576512889,101072,0.804453243602937,0.0120534367298263
101081,101080,0.242766622024126,0.0050920239590957,101079,0.687725538101748,0.00670733240566491,101078,0.740426844426113,0.00677031077573497,101072,0.588973444383426,0.00730933081751962,101077,0.572087021035429,0.00818745186245332
101082,101083,0.943767627363884,0.00943607651516291,101068,0.577746688129576,0.0127456205027475,101067,0.732937488519713,0.013778245643047,101070,1.37284230916054,0.0154397268434424,101069,1.32065845345652,0.0187907586329068
101083,101067,0.529576688675426,0.00924410888079402,101082,0.943767627364257,0.00943607651516291,101065,0.865243356275478,0.0119500368200319,101066,0.503672980385764,0.0125978628743157,101068,1.26226512150452,0.013557308951261
101084,101085,0.685575982140173,0.00616573515487867,101089,0.588045437653871,0.0138232306281838,101083,1.59974631846327,0.0181133239633134,101088,0.966503916502801,0.018531336703003,101086,1.76838481035656,0.0224187873222479
101085,101084,0.685575982140067,0.00616573515487867,101089,0.734689186925217,0.0148166111172555,101088,0.721487682172205,0.0180717902267586,101086,1.17785349676606,0.019459574121752,101083,2.26799835172037,0.0233874852218075
101086,101088,0.967288971846773,0.00868745745313077,101087,0.809915458580832,0.00938298785036337,102387,0.970849847469791,0.0128775797803732,101089,1.42120849181723,0.0131061764065675,101287,1.49652081507395,0.0185465358490541
101087,101088,0.304591533258031,0.00606457137809586,101287,0.689298155430935,0.00923462316502672,101086,0.809915458581126,0.00938298785036337,101089,0.75231486283449,0.0112607687570644,101065,1.62100178576985,0.0146241719423653
101088,101089,0.473808790628973,0.00556960079359777,101087,0.304591533258097,0.00606457137809586,101086,0.967288971846803,0.00868745745313077,101065,1.43059118113135,0.0133680832208674,101287,0.675731699531814,0.013690850704033
101089,101088,0.473808790628859,0.00556960079359777,101087,0.75231486283469,0.0112607687570644,101065,1.02311578285019,0.0117695148583107,101086,1.42120849181694,0.0131061764065675,101084,0.588045437653896,0.0138232306281838
101090,101121,0.623870609795433,0.00586455667548133,101139,0.853449462689113,0.0139052275421865,101120,0.818156650628472,0.0160188849174948,101140,1.46101164685032,0.0163058474174165,101092,1.5475531614189,0.0171354112002104
101091,101092,0.480795038000683,0.00685054742338434,101093,0.856302767924797,0.0124555208642647,101115,0.780830239562153,0.0139189253177092,101116,0.696910091792655,0.0166619636897916,101094,1.41725635304207,0.017705366418132
101092,101093,0.375692791661016,0.00560802995712618,101091,0.480795038000565,0.00685054742338434,101094,0.94099173539856,0.010965856099738,101115,1.05232031036477,0.0115743804153788,101114,0.588910994536603,0.0147122398022844
101093,101092,0.375692791661108,0.00560802995712618,101094,0.578964534468747,0.00577061521850236,101114,0.554692115813521,0.0105004761796812,101115,1.33961608079022,0.0122129473101397,101091,0.856302767924825,0.0124555208642647
101094,101093,0.578964534468551,0.00577061521850236,101092,0.94099173539868,0.010965856099738,101114,1.00121012780171,0.0112160599142473,101139,1.31114751043064,0.0129576567326032,101137,1.45463798671737,0.013047942749713
101095,101136,0.456822430248666,0.00523304624477669,101096,0.474866773172926,0.00766781096532747,101099,0.77377977666715,0.00917020741313506,101137,0.424293855196017,0.00939186376604825,101100,1.14590522893584,0.0110074615602292
101096,101097,0.345017553844018,0.00537121960079168,101098,0.308657214650385,0.00745313578301308,101095,0.47486677317312,0.00766781096532747,101135,1.02434874833796,0.00959022856869641,101099,1.12019854114695,0.0100492047944114
101097,101098,0.397254255429148,0.00436795524244489,101096,0.345017553843961,0.00537121960079168,101135,0.730815915697701,0.00675011733231685,101035,0.310296756057426,0.00780064099930574,101134,1.00616871707283,0.00918184404137924
101098,101097,0.397254255428991,0.00436795524244489,101035,0.44259040895839,0.00619559787268694,101096,0.308657214650286,0.00745313578301308,101033,0.567299280610574,0.00813287360039239,101034,0.392140260449899,0.00923750902570937
101099,101100,0.412316887230991,0.00422335624829437,101102,0.356287366803497,0.0079829230861931,101095,0.773779776666972,0.00917020741313506,101103,0.761720013470575,0.0100253667264665,101096,1.12019854114705,0.0100492047944114
101100,101099,0.412316887231195,0.00422335624829437,101101,1.00077154859878,0.00914408907437842,101102,0.460221761733877,0.0102282106450745,101103,0.494703112495772,0.0103785804424331,101095,1.14590522893573,0.0110074615602292
101101,101113,0.501739360620301,0.00747792758723917,101114,0.348782744376212,0.0086209048249016,101100,1.00077154859876,0.00914408907437842,101103,0.77726161711545,0.0103214836627286,101104,0.524491520639625,0.010340903297103
101102,101103,0.521723843475193,0.0046770722679908,101099,0.356287366803529,0.0079829230861931,101104,0.882724071282624,0.00807731867638414,101033,0.751729274101038,0.00924539377203713,101047,0.424936162933947,0.00929471387402144
101103,101104,0.364690240942153,0.00363788509988186,101102,0.521723843475087,0.0046770722679908,101047,0.467124666898924,0.00943412025575002,101099,0.76172001347065,0.0100253667264665,101101,0.77726161711546,0.0103214836627286
101104,101103,0.364690240942453,0.00363788509988186,101102,0.882724071282424,0.00807731867638414,101047,0.718020655910372,0.0094055664901079,101105,1.03469630188644,0.0102786906267356,101101,0.524491520639575,0.010340903297103
101105,101106,0.337746892233451,0.00351434204367937,101075,0.251203541038814,0.00352278299077034,101074,0.238616285400494,0.00549635961341723,101107,0.508324528510749,0.00657298752470583,101104,1.03469630188651,0.0102786906267356
101106,101107,0.186359827788731,0.00339260150916601,101105,0.337746892233484,0.00351434204367937,101075,0.584440805813524,0.0069020721526271,101108,0.469377999367388,0.00742335571018915,101274,0.822399172031457,0.00752426740620199
101107,101106,0.186359827788598,0.00339260150916601,101108,0.286587308376829,0.00407483557950405,101105,0.508324528510687,0.00657298752470583,101274,0.708422920410189,0.00775837386312304,101273,0.883660605037314,0.00794638062263749
101108,101107,0.286587308376781,0.00407483557950405,101272,0.488654643462107,0.00571416520587577,101273,0.650752747977379,0.00695651133830948,101106,0.46937799936739,0.00742335571018915,101271,0.928877645987227,0.0088293516183232
101109,101266,0.814403698611572,0.007306161783044,101267,0.367403560794324,0.00740405294416589,101111,0.711585391517807,0.0074886580907438,101281,0.921900075303447,0.0095668561189127,101280,0.736663648125356,0.0101833196944777
101110,101111,0.592282357057009,0.00866225980908359,101109,0.492239627995545,0.0116359075709619,101265,1.45875707387318,0.0137154491359153,101266,1.0971992703338,0.0147910021634801,101267,0.744819422799457,0.0186352286006902
101111,101109,0.711585391517911,0.0074886580907438,101110,0.592282357056639,0.00866225980908359,101270,0.829113941189475,0.0108074048688854,101267,0.641901451687567,0.0120208152801727,101112,1.47429308488362,0.0139864219870503
101112,101270,0.716465231303443,0.0072069410986886,101115,0.83851599337915,0.0102888231591366,101272,0.434360111467477,0.010826505715143,101269,0.916281980930331,0.0115894014081866,101113,1.36641721838411,0.0124212801675216
101113,101114,0.375832614742712,0.00394894935393984,101101,0.501739360620305,0.00747792758723917,101115,0.697715063167332,0.0110302441042845,101112,1.36641721838448,0.0124212801675216,101100,1.44148060699968,0.0135893961602426
101114,101113,0.375832614742697,0.00394894935393984,101101,0.34878274437617,0.0086209048249016,101093,0.554692115813482,0.0105004761796812,101094,1.0012101278017,0.0112160599142473,101115,0.992097771028604,0.0113339702664249
101115,101112,0.838515993379095,0.0102888231591366,101113,0.697715063167242,0.0110302441042845,101114,0.992097771028876,0.0113339702664249,101092,1.05232031036458,0.0115743804153788,101093,1.33961608079031,0.0122129473101397
101116,101091,0.696910091792779,0.0166619636897916,101090,1.74277508648181,0.0189442351389555,101120,2.23639591809181,0.0203559103210863,101092,0.906231265301856,0.0223035251473858,101121,2.3326424854708,0.0227458413781481
101117,101118,0.720255362795836,0.00656385382225537,103409,0.632347490256532,0.0101996809754044,101120,0.557835741429005,0.0119586929887888,101119,1.575720343638,0.015482865174114,101116,2.01479318821567,0.0230919301272151
101118,101117,0.720255362795898,0.00656385382225537,101119,0.893238136123719,0.0109853073238736,101120,0.654224192996201,0.0133961418699581,103409,1.27605961475771,0.0135693171898944,101121,1.09654945380628,0.0264178408277466
101119,101118,0.893238136123889,0.0109853073238736,101120,1.25529590187313,0.0121284526630497,101117,1.57572034363764,0.015482865174114,101121,1.3760229265773,0.0210047010214392,101122,1.2425123038045,0.0240061627504287
101120,101117,0.557835741428907,0.0119586929887888,101119,1.25529590187324,0.0121284526630497,101121,0.535648860088112,0.013368711418831,101118,0.654224192995989,0.0133961418699581,101090,0.818156650628378,0.0160188849174948
101121,101090,0.623870609795199,0.00586455667548133,101120,0.53564886008813,0.013368711418831,101140,0.921997087332987,0.0141443036237235,101139,0.574447256416285,0.0143333776200852,101122,2.03053707418464,0.0186953970003301
101122,101123,1.02004505447229,0.00919353539177978,101124,1.04856461605427,0.0134780848046038,101140,1.27785081720261,0.0135382304604339,101121,2.03053707418474,0.0186953970003301,101138,1.63353611845678,0.0194660187249432
101123,101122,1.02004505447219,0.00919353539177978,101124,0.454275187608176,0.0113654814680184,101125,0.770319865247289,0.0163930046056226,101140,2.28622304652742,0.0220620409073909,101126,1.02116100011635,0.0224354263832885
101124,101125,0.527080521426551,0.00635954943372339,101128,0.539182345373467,0.0112489077247591,101123,0.454275187608179,0.0113654814680184,101127,0.552306282383934,0.0115899516823859,101126,0.722588801930342,0.0118073355165358
101125,101126,0.256193187801338,0.00606687539018209,101124,0.527080521426632,0.00635954943372339,101127,0.313532797059445,0.00682805836237331,101128,0.855593834696339,0.0096774022340734,101129,0.984161993369618,0.0145578591832688
101126,101127,0.262969203439138,0.0024343820571171,101125,0.256193187801351,0.00606687539018209,101128,0.911343127823866,0.00817472916983523,101129,0.978904880759596,0.0106106203871415,101124,0.722588801930373,0.0118073355165358
101127,101126,0.262969203438934,0.0024343820571171,101128,0.649706471906787,0.00583315223529057,101125,0.313532797059305,0.00682805836237331,101129,0.720726184224904,0.00839310365716868,101124,0.552306282383707,0.0115899516823859
101128,101127,0.649706471906706,0.00583315223529057,101129,0.243821769078124,0.00608474962508458,101126,0.911343127823596,0.00817472916983523,101125,0.855593834696078,0.0096774022340734,101124,0.539182345373372,0.0112489077247591
101129,101128,0.243821769078088,0.00608474962508458,101130,0.302619512463162,0.00689531812174286,101127,0.720726184225034,0.00839310365716868,101131,0.36126356582421,0.00888919034558366,101126,0.978904880759557,0.0106106203871415
101130,101131,0.234288996328546,0.00285845780097852,101132,0.232359007917436,0.00459320813810883,101133,0.440839702547295,0.00634326414395539,101129,0.30261951246303,0.00689531812174286,101134,0.8048806253439,0.00838049783724117
101131,101130,0.234288996328537,0.00285845780097852,101132,0.384327875528881,0.00406366238755612,101133,0.619862054041049,0.00632576643577768,101129,0.361263565824303,0.00888919034558366,101134,1.00836709488847,0.00933344443385949
101132,101133,0.236045561283138,0.0022871687738293,101131,0.384327875528801,0.00406366238755612,101130,0.232359007917283,0.00459320813810883,101134,0.630304818251547,0.005652898460071,101135,0.916239105185228,0.0088056223516523
