"pc_code","nn_1_pc_code","nn_1_distance_km","nn_1_distance_degree","nn_2_pc_code","nn_2_distance_km","nn_2_distance_degree","nn_3_pc_code","nn_3_distance_km","nn_3_distance_degree","nn_4_pc_code","nn_4_distance_km","nn_4_distance_degree","nn_5_pc_code","nn_5_distance_km","nn_5_distance_degree"
101001,101002,0.23686183678422,0.00304153333040281,101169,0.17702834213536,0.00445773597244393,101003,0.434664366400841,0.00649365290109281,101004,0.354804338338009,0.00715555224982184,101011,0.910523074856581,0.00884942529206376
101002,101001,0.23686183678416,0.00304153333040281,101003,0.20222343914133,0.00351971490322577,101004,0.480689887222134,0.00603976762797964,101011,0.682834928498062,0.00624581403821417,101169,0.352236254256291,0.00708580729345337
101003,101002,0.202223439141369,0.00351971490322577,101011,0.529684425412873,0.00506951674225403,101009,0.581423356322229,0.00529528091795245,101004,0.604581939166329,0.00555427763079432,101001,0.434664366400725,0.00649365290109281
101004,101005,0.306633700555862,0.00377289199421554,101003,0.604581939166368,0.00555427763079432,101006,0.234339237155141,0.00581377674150008,101002,0.480689887222328,0.00603976762797964,101001,0.354804338337886,0.00715555224982184
101005,101004,0.306633700555932,0.00377289199421554,101006,0.352183721755249,0.00424432727295752,101167,0.980374767440596,0.00881284431951785,101003,0.90324049794524,0.00894412175677034,101007,1.00532482302269,0.00931843946162553
101006,101005,0.352183721755359,0.00424432727295752,101004,0.234339237155116,0.00581377674150008,101007,0.669603298008452,0.00602079728939598,101022,0.779889967134066,0.00702776073866847,101189,0.323360973137013,0.0081380803633294
101007,101022,0.120900151003787,0.00160387686559357,101006,0.669603298008592,0.00602079728939598,101003,0.284622624376189,0.00667532770731804,101009,0.518538357983047,0.00699999999999932,101010,0.646046984869174,0.00750066663704208
101008,101021,0.22741604558434,0.00213709428898589,101020,0.334540373234437,0.00399303355858406,101023,0.234315148083228,0.00554061115762307,101010,0.379633180991828,0.0058672286473313,101019,0.672430644152281,0.0061371355696282
101009,101010,0.146368081994102,0.00139283882771721,101011,0.127883653158942,0.00294278779391668,101014,0.419948144593346,0.00404011014702197,101012,0.258156160695855,0.00496487663492566,101003,0.581423356322644,0.00529528091795245
101010,101009,0.146368081994256,0.00139283882771721,101014,0.28248696894212,0.00318617168401684,101011,0.241914040183344,0.00384707681233491,101015,0.548211089339169,0.00497896073493937,101012,0.209061432210776,0.00520864665723774
101011,101012,0.244906686275534,0.00276586333719491,101009,0.127883653158861,0.00294278779391668,101010,0.241914040183389,0.00384707681233491,101014,0.474034017309896,0.00442778612853965,101003,0.529684425412633,0.00506951674225403
101012,101011,0.244906686275419,0.00276586333719491,101013,0.327247192396194,0.00302576420098095,101014,0.267444789591672,0.00378289439450342,101009,0.258156160696071,0.00496487663492566,101010,0.209061432210804,0.00520864665723774
101013,101014,0.128512855471821,0.00247011194077542,101012,0.327247192396167,0.00302576420098095,101015,0.234964611223706,0.00393140293025583,101011,0.561412565373485,0.00512000478515464,101010,0.399516968353176,0.0054580261083962
101014,101013,0.128512855471891,0.00247011194077542,101015,0.281032467139278,0.00276299113281487,101010,0.282486968942182,0.00318617168401684,101012,0.267444789591825,0.00378289439450342,101009,0.419948144593185,0.00404011014702197
101015,101014,0.281032467139337,0.00276299113281487,101013,0.234964611223937,0.00393140293025583,101010,0.548211089339091,0.00497896073493937,101016,0.635159660425184,0.0057273872751796,101019,0.482450196016076,0.00618821339320744
101016,101017,0.234871383453555,0.0051190516699945,101019,0.286615778795538,0.00566116949048434,101015,0.635159660425088,0.0057273872751796,101018,0.268914089531483,0.00620394342334083,101013,0.830541940344126,0.00792009949432097
101017,101018,0.245487716201131,0.00243849789829009,101019,0.31665657103834,0.00286378246380914,101016,0.234871383453479,0.0051190516699945,101021,0.766686738781347,0.00720793347638108,101020,0.694588755951186,0.00749233755246138
101018,101019,0.0801095020135938,0.000983464285076139,101017,0.245487716201238,0.00243849789829009,101021,0.5218965755379,0.00481105819960933,101020,0.450163506690544,0.0050988894869453,101016,0.268914089531338,0.00620394342334083
101019,101018,0.0801095020138605,0.000983464285076139,101017,0.316656571038136,0.00286378246380914,101021,0.4513424367361,0.00442568695232096,101020,0.390143881690275,0.00515611404063423,101016,0.286615778795315,0.00566116949048434
101020,101021,0.123232428374003,0.00228066415765239,101008,0.33454037323438,0.00399303355858406,101023,0.415498915013289,0.00448069514696185,101018,0.450163506690819,0.0050988894869453,101019,0.390143881689972,0.00515611404063423
101021,101008,0.227416045584435,0.00213709428898589,101020,0.123232428373995,0.00228066415765239,101019,0.451342436735884,0.00442568695232096,101018,0.521896575537946,0.00481105819960933,101023,0.365864510072164,0.00555697759578641
101022,101007,0.120900151003521,0.00160387686559357,101006,0.779889967134385,0.00702776073866847,101008,0.825858892343272,0.00749513849104899,101009,0.450272401220087,0.00758010692536504,101010,0.563336817644327,0.00780316736973094
101023,101020,0.415498915013446,0.00448069514696185,101008,0.234315148083122,0.00554061115762307,101021,0.365864510072257,0.00555697759578641,101022,0.756699860750136,0.00785367563628637,101192,0.830570186398138,0.00930587045901708
101024,101053,0.513151223046183,0.00460108682812724,101054,0.625305347437258,0.00564358042379627,101055,0.673839646858364,0.00735116079269066,101052,0.471671507711898,0.00869212390616078,101026,1.08091942582237,0.00986635900421388
101025,101026,0.197050232364753,0.00322531238797547,101027,0.269772896698442,0.00460977222864071,101028,0.601558926887884,0.00914166286842588,101042,1.14087779442824,0.0104139329746246,101031,1.16844132909644,0.0109731490466392
101026,101025,0.197050232364677,0.00322531238797547,101027,0.375768676765141,0.00358472314133548,101028,0.702163227389793,0.00784560004079441,101052,0.773570787259649,0.00899982677610686,101024,1.08091942582227,0.00986635900421388
101027,101026,0.375768676765296,0.00358472314133548,101028,0.335167074445057,0.00458039299624373,101025,0.269772896698573,0.00460977222864071,101030,0.895597888803334,0.00822253002426417,101031,0.948591784110535,0.00852877482408628
101028,101027,0.335167074445096,0.00458039299624373,101050,0.195043316096614,0.00485906863503695,101030,0.595534042893959,0.00559732078765522,101029,0.606153840637427,0.00566127194188192,101031,0.67021926611369,0.0072801098892778
101029,101030,0.139587705913369,0.00350142828000491,101048,0.399255700192571,0.00408166632639316,101028,0.606153840637691,0.00566127194188192,101031,0.246576960613289,0.00611310068623465,101050,0.643908824394509,0.00648022746514433
101030,101031,0.117451351825285,0.00264764045897622,101029,0.139587705913359,0.00350142828000491,101028,0.595534042894159,0.00559732078765522,101048,0.45917263940207,0.00665732679084142,101042,0.32770282704039,0.00820548596976694
101031,101030,0.117451351825264,0.00264764045897622,101042,0.223744672627836,0.00560357029044965,101029,0.246576960613269,0.00611310068623465,101028,0.670219266113432,0.0072801098892778,101027,0.948591784110571,0.00852877482408628
101032,101048,0.52193368020817,0.00518844870842663,101029,0.903641139855136,0.00810555365166277,101030,0.923524622241065,0.00880227243386808,101044,1.04046838371081,0.00951262319237827,101031,0.88936384318694,0.00964002074686591
101033,101034,0.652604840068948,0.00624872787053916,101098,0.567299280610431,0.00813287360039239,101035,0.894963742617871,0.00817863069223251,101047,0.930380877907904,0.00861278120005863,101046,0.713292110373013,0.00862786184404918
101034,101035,0.294453817842897,0.00461374034812921,101033,0.652604840069091,0.00624872787053916,101041,0.700334919516342,0.00733038880277874,101043,0.576269650720955,0.00808025989681487,101098,0.392140260449847,0.00923750902570937
101035,101034,0.29445381784299,0.00461374034812921,101098,0.442590408958851,0.00619559787268694,101036,0.848718979382415,0.00766550715869094,101097,0.310296756057424,0.00780064099930574,101033,0.894963742617681,0.00817863069223251
101036,101040,0.203852322476926,0.00500442174481938,101039,0.421546456841571,0.00531507290637265,101134,0.312169717015639,0.00708160010166834,101035,0.848718979382363,0.00766550715869094,101133,0.595318763248438,0.00788635099396645
101037,101038,0.455535571369417,0.00517397332811593,101039,0.7409498642121,0.00692603782837652,101132,0.502836174329864,0.00957724203515962,101133,0.667913477925251,0.00966108337610405,101036,1.12919271154129,0.0102771591405489
101038,101039,0.305585135743825,0.0029966648127585,101037,0.45553557136982,0.00517397332811593,101040,0.739577477430912,0.00663643255070463,101036,0.722971177355062,0.00815659242577086,101041,1.10666984314862,0.0100623058987501
101039,101038,0.305585135744048,0.0029966648127585,101040,0.440032187718285,0.00405083164300744,101036,0.421546456841552,0.00531507290637265,101037,0.740949864212164,0.00692603782837652,101041,0.812561778506757,0.00783900503890259
101040,101041,0.374432503327341,0.00389466776503236,101039,0.440032187718337,0.00405083164300744,101036,0.203852322476909,0.00500442174481938,101038,0.739577477431069,0.00663643255070463,101035,0.834569805229033,0.00934106187753805
101041,101040,0.374432503327251,0.00389466776503236,101034,0.700334919516388,0.00733038880277874,101042,0.479442293237449,0.0078262379212485,101039,0.812561778506511,0.00783900503890259,101036,0.499985728363852,0.00800624756049797
101042,101031,0.22374467262784,0.00560357029044965,101041,0.479442293237353,0.0078262379212485,101030,0.327702827040361,0.00820548596976694,101043,0.822000328040189,0.00843800924388776,101025,1.14087779442827,0.0104139329746246
101043,101046,0.810850556659045,0.007725283166329,101034,0.576269650720734,0.00808025989681487,101042,0.822000328040131,0.00843800924388776,101033,0.382136233074692,0.0090796475702529,101045,1.16885646578425,0.0105414760351679
101044,101079,0.725352451954144,0.00651920240519072,101078,0.681869735163533,0.00704817933936992,101032,1.0404683837108,0.00951262319237827,101080,1.26476216533625,0.0115952576512889,101077,0.971212273562708,0.0122078048804793
101045,101046,0.398413668132038,0.00519225548293368,101076,0.643314557596895,0.00587568013084824,101047,0.333659144404259,0.0079929542098081,101077,0.858661564794565,0.00832922787537335,101078,0.706139244852276,0.0103832136162126
101046,101047,0.299832687736268,0.00452769256907275,101045,0.398413668132034,0.00519225548293368,101043,0.810850556658909,0.007725283166329,101033,0.713292110372983,0.00862786184404918,101076,1.01246873695053,0.00945353373084042
101047,101046,0.299832687736033,0.00452769256907275,101045,0.333659144404219,0.0079929542098081,101033,0.93038087790802,0.00861278120005863,101102,0.424936162934051,0.00929471387402144,101104,0.718020655910407,0.0094055664901079
101048,101029,0.399255700192723,0.00408166632639316,101032,0.521933680208201,0.00518844870842663,101030,0.45917263940202,0.00665732679084142,101049,0.621801971902245,0.00789963809297932,101031,0.475258681545989,0.00876641317758052
101049,101050,0.488808957964483,0.0063637952512637,101058,0.617311677108659,0.00764682476587697,101062,0.310469788580405,0.00780915373136087,101048,0.621801971902277,0.00789963809297932,101029,0.370528289078224,0.0082573289870276
101050,101028,0.195043316096575,0.00485906863503695,101049,0.488808957964644,0.0063637952512637,101029,0.643908824394805,0.00648022746514433,101030,0.674439523094534,0.00867092544080546,101027,0.435291132535034,0.00889272444192546
