PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
407103,2,M,24,10,0,24,CHAK,Wardak,4,FALSE,F,1,4070527,4070527
402021,1,M,20,1,0,19,JALRAIZ,Wardak,4,FALSE,M,1,1515019,1515019
401001,1,M,30,59,20,18,Provincial Center (MAIDAN-SHAHR),Wardak,4,FALSE,M,1,1515002,1515002
402024,2,M,37,0,0,19,JALRAIZ,Wardak,4,FALSE,M,1,1515017,1515017
409151,3,F,23,0,0,26,NERKH,Wardak,4,FALSE,M,1,1515012,1515012
402020,2,M,2,0,2,19,JALRAIZ,Wardak,4,FALSE,M,1,1515001,1515001
406073,3,F,25,148,14,23,JAGHATO,Wardak,4,FALSE,M,1,1515008,1515008
401001,3,F,14,0,0,18,Provincial Center (MAIDAN-SHAHR),Wardak,4,FALSE,M,1,1515016,1515016
403032,4,F,10,3,0,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,M,2,5442288,5442288
407093,1,M,2,89,4,24,CHAK,Wardak,4,FALSE,M,1,1515001,1515001
403028,3,F,28,5,17,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,M,1,9338715,9338715
402020,1,M,34,16,0,19,JALRAIZ,Wardak,4,FALSE,F,1,1515007,1515007
402021,3,F,35,4,12,19,JALRAIZ,Wardak,4,FALSE,M,1,11769499,11769499
402022,3,F,32,0,5,19,JALRAIZ,Wardak,4,FALSE,M,1,2918784,2918784
404043,2,F,11,13,5,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,1,1515018,1515018
405069,3,M,2,10,1,22,DAIMIRDAD,Wardak,4,FALSE,M,1,1515001,1515001
404040,2,F,4,7,34,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,F,1,2919088,2919088
405068,1,M,10,1,0,22,DAIMIRDAD,Wardak,4,FALSE,M,2,5442288,5442288
404044,1,M,10,0,9,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,2,5442288,5442288
404063,1,M,7,1,2,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,F,1,1515021,1515021
408125,2,M,14,0,0,25,SAYED ABAD,Wardak,4,FALSE,M,1,1515016,1515016
408139,1,M,22,1,2,25,SAYED ABAD,Wardak,4,FALSE,F,31,9236600,9236600
409151,3,F,17,0,0,26,NERKH,Wardak,4,FALSE,M,1,1563884,1563884
402016,3,F,10,51,4,19,JALRAIZ,Wardak,4,FALSE,M,2,5442288,5442288
405067,2,F,26,0,24,22,DAIMIRDAD,Wardak,4,FALSE,F,31,1515009,1515009
405067,2,F,20,0,24,22,DAIMIRDAD,Wardak,4,FALSE,M,1,1515019,1515019
408133,2,F,23,0,0,25,SAYED ABAD,Wardak,4,FALSE,M,1,1515012,1515012
404050,2,M,31,12,3,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,95,1924529,1924529
405069,5,F,2,41,0,22,DAIMIRDAD,Wardak,4,FALSE,M,1,1515001,1515001
404053,3,F,2,2,15,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,1,1515001,1515001
409147,2,F,10,97,0,26,NERKH,Wardak,4,FALSE,M,2,5442288,5442288
403029,1,M,4,0,2,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,F,1,2919088,2919088
403032,4,F,29,1,0,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,M,1,7428380,7428380
403027,2,M,29,1,0,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,M,1,7428380,7428380
404063,3,F,12,29,6,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,1,1515006,1515006
409143,2,F,5,0,0,26,NERKH,Wardak,4,FALSE,F,1,1547603,1547603
402021,2,M,19,5,2,19,JALRAIZ,Wardak,4,FALSE,M,30,14142588,14142588
409145,1,M,20,0,0,26,NERKH,Wardak,4,FALSE,M,1,1515019,1515019
409156,1,M,2,4,17,26,NERKH,Wardak,4,FALSE,M,1,1515001,1515001
409151,3,F,37,0,0,26,NERKH,Wardak,4,FALSE,M,1,1515017,1515017
407084,1,M,33,4,0,24,CHAK,Wardak,4,FALSE,M,1,1515010,1515010
403029,1,M,9,0,2,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,F,1,1515004,1515004
409154,2,F,33,2,28,26,NERKH,Wardak,4,FALSE,M,1,1515010,1515010
402022,3,F,12,0,5,19,JALRAIZ,Wardak,4,FALSE,M,1,1515006,1515006
404037,2,F,17,2,10,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,1,1563884,1563884
402018,2,M,13,2,7,19,JALRAIZ,Wardak,4,FALSE,M,1,1515015,1515015
404043,1,M,16,1,11,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,1,6221882,6221882
409143,2,F,4,0,0,26,NERKH,Wardak,4,FALSE,F,1,2919088,2919088
406072,2,F,4,0,2,23,JAGHATO,Wardak,4,FALSE,F,1,2919088,2919088
404046,2,F,36,71,7,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,31,2646561,2646561
408110,2,M,14,0,4,25,SAYED ABAD,Wardak,4,FALSE,M,1,1515016,1515016
404037,1,M,19,4,6,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,30,14142588,14142588
408116,2,F,35,0,3,25,SAYED ABAD,Wardak,4,FALSE,M,1,11769499,11769499
408121,1,M,3,10,28,25,SAYED ABAD,Wardak,4,FALSE,M,1,1515005,1515005
404054,1,M,35,21,7,21,MARKAZ-I-BEHSOD,Wardak,4,FALSE,M,1,11769499,11769499
403031,2,F,19,5,112,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,M,30,14142588,14142588
403027,3,F,21,2,4,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,F,1,1515011,1515011
403032,1,M,21,18,5,20,HESA-AWAL-BEHSUD,Wardak,4,FALSE,F,1,1515011,1515011
401002,2,F,29,184,33,18,Provincial Center (MAIDAN-SHAHR),Wardak,4,FALSE,M,1,7428380,7428380
401001,3,F,23,0,0,18,Provincial Center (MAIDAN-SHAHR),Wardak,4,FALSE,M,1,1515012,1515012
401001,2,M,33,24,13,18,Provincial Center (MAIDAN-SHAHR),Wardak,4,FALSE,M,1,1515010,1515010
407097,3,F,9,36,0,24,CHAK,Wardak,4,FALSE,F,1,1515004,1515004
407103,2,M,33,250,0,24,CHAK,Wardak,4,FALSE,M,1,1515010,1515010
402019,3,F,9,1,0,19,JALRAIZ,Wardak,4,FALSE,F,1,1515004,1515004
402016,1,M,28,0,4,19,JALRAIZ,Wardak,4,FALSE,M,1,9338715,9338715
