PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
101448,6,K,4,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,6053758,6053758
101514,4,K,13,44,1,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,5167932,5167923
101512,9,K,22,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466626,3466626
101331,6,K,12,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466638,3466638
101511,5,K,1,0,4,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,5765387,5765387
105371,6,K,26,1,6,165,QARABAGH,Kabul,1,FALSE,M,1,3466663,3466663
101511,5,K,44,0,4,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466677,3466677
105371,6,K,46,0,6,165,QARABAGH,Kabul,1,FALSE,M,1,3466686,3466686
101512,7,K,13,0,1,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,5167932,5167923
114452,4,K,29,0,3,174,BAGRAMI,Kabul,1,FALSE,M,31,3699568,3699568
114459,4,K,52,0,1,174,BAGRAMI,Kabul,1,FALSE,M,1,2278941,2278941
101514,4,K,38,1,1,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466697,3466697
107380,4,K,10,0,0,167,ESTALEF,Kabul,1,FALSE,M,1,3901177,3901177
101510,1,K,2,1,1,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,62,3664613,3664613
102468,6,K,17,25,1,162,DAHSABZ,Kabul,1,FALSE,M,2,990359,990359
107380,5,K,13,0,0,167,ESTALEF,Kabul,1,FALSE,M,1,5167932,5167923
101148,7,K,52,1,1,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,2278941,2278941
101448,3,K,20,0,7,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,F,1,5765422,5765422
101250,8,K,22,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466626,3466626
101250,7,K,40,1,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,6470374,6470374
110398,5,K,45,0,2,170,PAGHMAN,Kabul,1,FALSE,M,1,5765397,5765397
101510,4,K,39,531,1,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3658859,3658859
101448,1,K,2,0,9,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,62,3664613,3664613
109394,6,K,52,0,1,169,SHAKER DARAH,Kabul,1,FALSE,M,1,2278941,2278941
109394,7,K,34,0,0,169,SHAKER DARAH,Kabul,1,FALSE,M,1,723540,723540
109394,6,K,17,0,1,169,SHAKER DARAH,Kabul,1,FALSE,M,2,990359,990359
101430,2,K,39,21,3,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3658859,3658859
101511,3,K,4,2,6,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,6053758,6053758
102465,4,K,29,0,4,162,DAHSABZ,Kabul,1,FALSE,M,31,3699568,3699568
102464,6,K,42,1,0,162,DAHSABZ,Kabul,1,FALSE,M,1,3601440,3601440
101331,5,K,49,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,967571,967571
101512,11,K,8,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,972412,972412
101473,4,K,22,8,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466626,3466626
101512,8,K,26,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466663,3466663
101278,7,K,1,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,5765387,5765387
109397,7,K,4,0,0,169,SHAKER DARAH,Kabul,1,FALSE,M,1,6053758,6053758
101084,3,K,52,1,8,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,2278941,2278941
101473,4,K,23,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3664601,3664401
101473,4,K,29,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,31,3699568,3699568
111419,4,K,33,1,7,171,CHAR ASIAB,Kabul,1,FALSE,M,1,3906930,3906930
101278,7,K,52,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,2278941,2278941
101509,3,K,6,1,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,860346,860346
101156,6,K,1,2,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,5765387,5765387
101448,3,K,33,0,7,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3906930,3906930
101512,8,K,9,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,F,1,702521,702521
108384,5,K,11,0,0,168,GULDARA,Kabul,1,FALSE,M,1,5765358,5765358
107377,4,K,34,0,0,167,ESTALEF,Kabul,1,FALSE,M,1,723540,723540
105359,3,K,52,0,1,165,QARABAGH,Kabul,1,FALSE,M,1,2278941,2278941
101331,6,K,15,40,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,F,1,987309,987309
101147,8,K,49,8,3,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,967571,967571
105360,6,K,3,0,1,165,QARABAGH,Kabul,1,FALSE,M,1,5765385,5765385
114452,4,K,23,0,3,174,BAGRAMI,Kabul,1,FALSE,M,1,3664601,3664401
107377,4,K,17,0,0,167,ESTALEF,Kabul,1,FALSE,M,2,990359,990359
101512,6,K,47,0,4,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,5765383,5765383
110398,5,K,25,0,2,170,PAGHMAN,Kabul,1,FALSE,M,1,6018039,6018039
101448,6,K,36,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,749247,749247
101512,8,K,6,0,2,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,860346,860346
104357,4,K,1,0,2,164,KALAKAN,Kabul,1,FALSE,M,1,5765387,5765387
102467,5,K,1,2,5,162,DAHSABZ,Kabul,1,FALSE,M,1,5765387,5765387
101278,7,K,12,0,0,161,PROVINCIAL CENTER (KABUL),Kabul,1,FALSE,M,1,3466638,3466638
