PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
2007087,2,F,12,1,32,293,KHAMYAB,Juzjan,20,FALSE,M,54,6550805,6550805
2010111,2,M,38,3,36,296,KHWAJA DUKOH,Juzjan,20,FALSE,M,1,5454513,5454513
2001015,1,M,35,11,3,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,54,6550802,6550802
2001018,3,F,35,1,22,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,54,6550802,6550802
2001019,3,M,38,3,28,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,5454513,5454513
2001002,4,M,38,1,0,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,5454513,5454513
2001010,3,M,38,0,5,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,5454513,5454513
2001005,1,M,2,2,9,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6535546,6535546
2001013,2,M,36,2,17,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550818,6550818
2001010,1,M,4,5,4,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,1926017,1926017
2001004,4,F,10,12,22,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,F,1,5349817,5349817
2001004,4,F,7,5,22,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550816,6550816
2001022,2,M,5,9,8,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550810,6550810
2010110,3,M,27,1,24,296,KHWAJA DUKOH,Juzjan,20,FALSE,F,1,324779,324779
2001001,2,M,24,5,6,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550806,6550806
2001006,1,M,4,7,6,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,1926017,1926017
2001018,2,M,36,2,8,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550818,6550818
2005069,2,M,20,8,12,291,MANGAJAK,Juzjan,20,FALSE,M,1,11844946,11844946
2001009,1,M,12,69,11,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,54,6550805,6550805
2010114,1,M,15,95,6,296,KHWAJA DUKOH,Juzjan,20,FALSE,M,1,1926013,1926013
2001024,3,F,47,4,59,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550817,6550817
2010110,5,F,12,32,34,296,KHWAJA DUKOH,Juzjan,20,FALSE,M,54,6550805,6550805
2001010,5,F,27,16,18,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,F,1,324779,324779
2001013,3,F,1,4,38,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,F,1,7364001,7364001
2001018,1,M,10,2,11,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,F,1,5349817,5349817
2005075,2,F,42,87,11,291,MANGAJAK,Juzjan,20,FALSE,M,1,5454507,5454507
2006083,2,M,10,1,20,292,QARQIN,Juzjan,20,FALSE,F,1,5349817,5349817
2001028,1,M,47,39,22,287,PROVINCIAL CENTER (SHEIRGHAN),Juzjan,20,FALSE,M,1,6550817,6550817
2006080,6,F,38,1,30,292,QARQIN,Juzjan,20,FALSE,M,1,5454513,5454513
2011121,2,F,47,0,0,297,KHANAQA,Juzjan,20,FALSE,M,1,6550817,6550817
2011119,3,F,15,33,27,297,KHANAQA,Juzjan,20,FALSE,M,1,1926013,1926013
