PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
2301016,1,M,39,8,8,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,13328155,13328155
2301001,6,M,29,2,12,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,8949310,8949310
2301009,1,M,29,0,11,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,8949310,8949310
2301019,2,M,13,7,4,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,F,1,773273,773273
2301014,2,M,28,2,17,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,200072,200072
2301016,2,M,40,0,5,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,8949308,8949308
2301011,1,M,19,0,3,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,6196639,6196639
2301002,2,F,10,32,36,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,6197728,6197728
2304067,2,M,25,4,14,314,QADIS,Badghis,23,FALSE,M,1,6199420,6199420
2304067,1,M,17,23,7,314,QADIS,Badghis,23,FALSE,M,60,6197931,6197931
2301007,2,M,9,0,7,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,206822,206822
2304059,2,F,8,0,19,314,QADIS,Badghis,23,TRUE,M,1,10340752,10340752
2301010,1,M,28,5,5,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,200072,200072
2304069,2,F,2,0,6,314,QADIS,Badghis,23,FALSE,M,1,5224115,5224115
2305179,1,M,26,0,2,315,JAWAND,Badghis,23,FALSE,F,1,8949304,8949304
2304058,2,M,5,36,8,314,QADIS,Badghis,23,FALSE,M,1,1902369,1902369
2301014,3,F,23,1,23,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,210401,210401
2301001,7,M,23,27,14,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,210401,210401
2304066,1,M,9,3,11,314,QADIS,Badghis,23,FALSE,M,1,206822,206822
2301003,1,M,10,302,12,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,6197728,6197728
2304069,1,M,6,0,21,314,QADIS,Badghis,23,FALSE,M,1,6964160,6964160
2307149,3,F,8,0,1,317,MURGHAB,Badghis,23,TRUE,M,1,10340752,10340752
2307168,2,M,10,0,3,317,MURGHAB,Badghis,23,FALSE,M,1,6197728,6197728
2303036,2,M,26,14,4,313,AB KAMARI,Badghis,23,FALSE,F,1,8949304,8949304
2303036,2,M,3,5,4,313,AB KAMARI,Badghis,23,FALSE,M,1,8949305,8949305
2301008,3,F,33,7,7,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,6199147,6199147
2301018,3,F,33,30,9,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,6199147,6199147
2303041,1,M,3,1,13,313,AB KAMARI,Badghis,23,FALSE,M,1,8949305,8949305
2301009,3,F,23,9,20,311,Provincial Center (QALA-I-NOW),Badghis,23,FALSE,M,1,210401,210401
