PC,PS,Type_Of_Station,Candidate,Vote,Total_Invalid_Votes,DistrictID,District_EnglishName,Province_EnglishName,ProvinceId,Invalidated,Gender,PoliticalPartyId,VoterID,CandidateID
1611189,2,M,38,0,0,254,DEHE SALAH,Baghlan,16,FALSE,M,39,4780154,4780154
1611189,2,M,112,0,0,254,DEHE SALAH,Baghlan,16,FALSE,M,1,2801887,2801887
1611189,2,M,95,1,0,254,DEHE SALAH,Baghlan,16,FALSE,F,1,6984233,6984233
1611189,2,M,69,0,0,254,DEHE SALAH,Baghlan,16,FALSE,M,1,2049502,2049502
1613215,1,M,58,4,0,256,KHOST-O-FERENG,Baghlan,16,FALSE,M,1,6984210,6984210
1610180,2,F,58,0,0,253,PUL-I-HESAR,Baghlan,16,FALSE,M,1,6984210,6984210
1608160,1,M,116,2,19,251,BORKA,Baghlan,16,FALSE,M,1,7564567,7564567
1613253,1,M,28,1,8,256,KHOST-O-FERENG,Baghlan,16,FALSE,M,1,6984204,6984204
1613215,1,M,83,22,0,256,KHOST-O-FERENG,Baghlan,16,FALSE,M,1,6984216,6984216
1608154,2,M,84,0,18,251,BORKA,Baghlan,16,FALSE,M,1,6984218,6984218
1610180,2,F,52,0,0,253,PUL-I-HESAR,Baghlan,16,FALSE,M,1,6984205,6984205
1610180,1,M,45,1,14,253,PUL-I-HESAR,Baghlan,16,FALSE,M,1,8306409,8306409
1612192,3,F,9,0,24,255,JELGA (KHWAJA HEJRAN),Baghlan,16,FALSE,F,31,7543344,7543344
1612192,3,F,15,0,24,255,JELGA (KHWAJA HEJRAN),Baghlan,16,FALSE,M,54,11336231,11336231
1613207,1,M,44,7,13,256,KHOST-O-FERENG,Baghlan,16,FALSE,M,1,6984251,6984251
1608160,1,M,79,1,19,251,BORKA,Baghlan,16,FALSE,M,1,8296433,8296433
1608148,1,M,59,0,0,251,BORKA,Baghlan,16,FALSE,M,1,6984213,6984213
1613215,1,M,101,0,0,256,KHOST-O-FERENG,Baghlan,16,FALSE,F,1,6606506,6606506
1613254,3,F,8,0,4,256,KHOST-O-FERENG,Baghlan,16,FALSE,M,1,6984221,6984221
