"province_code","province_name_eng","district_code","district_name_eng","district_or_subdivision_name","provincial_capital","pc_code","pc_name_eng","pc_location","ps_count","prelim_results_status","assessment_status","pc_change_initial_final_plan","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401002","Tameer Sharwali (Municipality Building)","Maidan Shahr Municipality Building",8,"Reporting","Old","no change",4962,227,27,0,38,0,0,70,92,4641,3830,811,94,0,3922,813,4735
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401003","Naser Abad School","Hewad Menah",5,"Reporting","New","no change",1854,60,18,0,9,0,0,10,23,1565,1366,199,229,0,1514,280,1794
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401004","Deh Afghanan School","Deh Afghanan",4,"Reporting","Old","no change",1572,42,4,0,10,0,0,18,10,1518,1453,65,12,0,1465,65,1530
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401005","Nayeban School","Nayban",3,"Reporting","Old","no change",1416,118,5,0,23,0,0,31,59,1269,798,471,29,0,820,478,1298
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401008","Khaimah (tent) Koh Ibrahim Khil","Koh e Ibrahim Khil village",2,"Reporting","Old","no change",2028,45,4,0,12,0,0,13,16,1983,1907,76,0,0,1907,76,1983
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401010","Charakah School","Gardani village",2,"Reporting","Old","no change",1242,76,8,0,4,0,0,9,55,1126,1049,77,40,0,1085,81,1166
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401011","Kuhnah Khumar School","Kuhnah Khumar",3,"Reporting","Not Assessed","no change",882,71,3,0,5,0,0,49,14,790,790,0,21,0,811,0,811
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401012","Rahman Khil Mosque","Rahman Khil",1,"Reporting","Old","no change",911,92,11,0,23,0,0,7,51,814,814,0,5,0,819,0,819
"04","MAYDANWARDAK","0401","MAYDANSHAHR","MAYDANSHAHR","YES","0401013","Kotah e Ashru Girls School","Toor Khil Village",4,"Reporting","Old","no change",2400,128,6,0,16,0,0,14,92,2204,2204,0,68,0,2272,0,2272
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402015","Andar Mosque","Andarr",4,"Reporting","Relocated","no change",1800,148,4,0,9,0,0,120,15,1651,1069,582,1,0,1070,582,1652
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402017","Masjid Kalan Shadi Kala Mosque","Shadi Kala village",2,"Reporting","Old","no change",1800,104,12,0,6,0,0,78,8,1696,1696,0,0,0,1696,0,1696
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402018","Masjid Kalan Hajian Mosque ","Hajan village",2,"Reporting","Old","no change",1560,85,2,0,5,0,0,59,19,1475,1123,352,0,0,1123,352,1475
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402019","Kan Ezat School","Bashi Khil",2,"Reporting","Old","no change",2382,118,16,0,19,0,0,64,19,2264,1699,565,0,0,1699,565,2264
"04","MAYDANWARDAK","0402","NIRKH","NIRKH","NO","0402023","Sahak School","Sahak",1,"Reporting","Not Assessed","no change",1632,462,13,0,416,0,0,26,7,1170,1170,0,0,0,1170,0,1170
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403030","Shaheed Yaqoubi High School","Syah Khak",2,"Reporting","Old","no change",972,84,25,0,12,0,0,18,29,888,499,389,0,0,499,389,888
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403032","Ghulam Dastageer Shaheed Secondary School","Qaum Jameel village",3,"Reporting","Old","no change",1800,128,5,0,18,0,0,92,13,1672,1122,550,0,0,1122,550,1672
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403033","Imam Azam School","Syah Pahtab",1,"Reporting","Old","no change",1122,48,7,0,6,0,0,33,2,1074,567,507,0,0,567,507,1074
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403034","Dawlan Secondary School","Ahmadzai village",4,"Reporting","Old","no change",1728,100,6,0,28,0,0,59,7,1628,1119,509,0,0,1119,509,1628
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403035","Bibi Ayesha Sediqa Secondary School","Yadgar village",3,"Reporting","Old","no change",1654,138,32,0,27,0,0,68,11,1516,1057,459,0,0,1057,459,1516
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403037","Ismael Khil Secondary School","Ismael Khil",3,"Reporting","Old","no change",2286,352,2,0,323,0,0,20,7,1933,1435,498,1,0,1436,498,1934
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403038","Zewlat High School","Zewlat",3,"Reporting","Old","no change",1800,132,7,0,20,0,0,89,16,1668,1105,563,0,0,1105,563,1668
"04","MAYDANWARDAK","0403","JALRIZ","JALRIZ","NO","0403039","Mir Ahmad Shah School","Qalla e Shah",3,"Reporting","Old","no change",1968,43,18,0,14,0,0,6,5,1925,747,1178,0,0,747,1178,1925
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404043","Kolak village Mosque","Kolak village",2,"Reporting","Old","no change",2340,99,3,0,14,0,0,31,51,2239,1720,519,2,0,1722,519,2241
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404044","Manzil Mangal (Mangal House)","Qalla e Qurbani",2,"Reporting","Not Assessed","no change",2280,64,7,0,8,0,0,20,29,2215,1691,524,1,0,1691,525,2216
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404045","Panah Bazzar Mosque","Panah Village",2,"Reporting","Relocated","no change",2375,281,7,0,9,0,0,139,126,2094,1596,498,0,0,1596,498,2094
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404046","Omer Farouq High School","Bombay village",4,"Reporting","Relocated","no change",2208,152,15,0,9,0,0,94,34,2056,1633,423,0,0,1633,423,2056
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404047","Sar e Koh School","Lando village",3,"Reporting","Not Assessed","no change",2400,185,3,0,11,0,0,136,35,2212,1687,525,3,0,1690,525,2215
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404051","Langar Madrassah","Langar",3,"Reporting","Old","no change",2148,150,9,0,8,0,0,108,25,1998,1664,334,0,0,1664,334,1998
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404052","AmboKhak School","Ambo Khak",2,"Reporting","Old","no change",2718,396,6,0,296,0,0,73,21,2320,2010,310,2,0,2012,310,2322
"04","MAYDANWARDAK","0404","CHAK","CHAK","NO","0404053","Alah Sang School","Alah Sang",2,"Reporting","Not Assessed","no change",2952,241,2,0,22,0,0,173,44,2709,2177,532,2,0,2179,532,2711
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405073","Haider Khil Village Mosque","Haider Khil",1,"Reporting","Old","no change",2250,261,8,0,33,0,0,184,36,1988,1580,408,1,0,1581,408,1989
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405075","Qalla Saduddin Jame Mosque","Qalla E Saduddin ",1,"Reporting","Old","no change",2322,327,2,0,12,0,0,271,42,1994,1486,508,1,0,1487,508,1995
"04","MAYDANWARDAK","0405","SAYDABAD","SAYDABAD","NO","0405085","Dasht Toup High School","Dasht Toup",5,"Reporting","Old","no change",2483,163,16,0,13,0,0,40,94,2285,1748,537,35,0,1783,537,2320
"04","MAYDANWARDAK","0406","DAYMIRDAD","DAYMIRDAD","NO","0406101","Block Hussaini School","Block Hussaini village",3,"Reporting","Old","no change",1794,81,10,0,4,0,0,43,24,1710,1120,590,3,0,1123,590,1713
"04","MAYDANWARDAK","0406","DAYMIRDAD","DAYMIRDAD","NO","0406102","Naqshband village Mosque","Naqsheen village",3,"Reporting","Old","no change",804,39,11,0,6,0,0,13,9,765,511,254,0,0,511,254,765
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407103","Sayed Taimoor village Mosque ","Qalla Saed Taimor",4,"Reporting","Old","no change",2250,121,19,0,21,0,0,37,44,2128,1133,995,1,0,1134,995,2129
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407104","Teezak Clinic","Teezak",4,"Reporting","Old","no change",2394,150,16,0,111,0,0,3,20,2244,1067,1177,0,0,1067,1177,2244
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407105","Qarya e Payen Nuqat Mosque","Payen Nuqat village",2,"Reporting","Old","no change",948,63,17,0,15,0,0,4,27,884,486,398,1,0,487,398,885
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407106","Gardan Dewar High School","Dahan Syah Sang village",2,"Reporting","Relocated","no change",1536,100,29,0,24,0,0,20,27,1436,866,570,0,0,866,570,1436
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407107","Dwalat Quli School","Dawlat Quli village",2,"Reporting","Old","no change",1200,101,4,0,15,0,0,7,75,1099,561,538,0,0,561,538,1099
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407108","Ergeen Secondary School","Ergeen Qoul Khwesh",3,"Reporting","Old","no change",1788,114,16,0,22,0,0,10,66,1671,1113,558,3,0,1116,558,1674
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407109","Gerdi Mosque","Syah Sang",2,"Reporting","Old","no change",1038,76,20,0,15,0,0,1,40,961,562,399,1,0,563,399,962
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407110","Dahan Aabdarah Primary School","Dahan Aabdarah",3,"Reporting","Relocated","no change",1992,73,22,0,8,0,0,11,32,1918,1018,900,1,0,1019,900,1919
"04","MAYDANWARDAK","0407","HISE AWAL BEHSOD","HISE AWAL BEHSOD","NO","0407111","Syah Botah School","Syah Botah",6,"Reporting","Relocated","no change",1986,98,36,0,10,0,0,29,23,1888,974,914,0,0,974,914,1888
"04","MAYDANWARDAK","0408","JAGHATO","JAGHATO","NO","0408118","Kalan Deh Clinic","Kalan Deh",3,"Reporting","Not Assessed","no change",1199,16,0,0,5,0,0,8,3,1183,588,595,0,0,588,595,1183
"04","MAYDANWARDAK","0408","JAGHATO","JAGHATO","NO","0408119","Sanzalah Mosque","Senzalah",3,"Reporting","Not Assessed","no change",1800,44,0,0,14,0,0,16,14,1756,1170,586,0,0,1170,586,1756
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409123","Band Botah School","Band e Botah",2,"Reporting","Relocated","no change",1020,73,12,0,6,0,0,5,50,947,400,547,0,0,400,547,947
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409124","Tagab Beermak School","Tagab Beermak",3,"Reporting","Relocated","no change",1374,156,67,0,13,0,0,3,73,1218,553,665,0,0,553,665,1218
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409125","Kamarak School","Kamarak",3,"Reporting","Relocated","no change",876,66,8,0,8,0,0,13,37,810,401,409,0,0,401,409,810
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409126","Tagab Zeerat Mosque","Zeerat Village",2,"Reporting","Old","no change",630,62,12,0,3,0,0,2,45,568,284,284,0,0,284,284,568
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409127","Qaraqul Madrassah","Qaraqul",4,"Reporting","Old","no change",1410,95,11,0,11,0,0,7,66,1315,630,685,0,0,630,685,1315
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409128","Babakah School","Gulzar village",2,"Reporting","Relocated","no change",528,71,4,0,0,0,0,6,61,457,245,212,0,0,245,212,457
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409129","Dahan Awji High School","Dahan Awji",2,"Reporting","Old","no change",420,37,8,0,0,0,0,7,22,383,213,170,0,0,213,170,383
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409130","Kujab Ulya School","Tarbulaq Village",2,"Reporting","New","no change",408,39,6,0,0,0,0,7,26,369,244,125,0,0,244,125,369
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409131","Mir Hazar Kujab High School","Mir Hazar village",2,"Reporting","Old","no change",708,42,15,0,2,0,0,7,18,666,330,336,0,0,330,336,666
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409132","Imam Mohammad Baqer Darul Uloom","Bazar Markaz",2,"Reporting","Old","no change",1008,43,14,0,5,0,0,11,13,964,512,452,1,0,512,453,965
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409133","Bad Aasyab School","Kotah School",2,"Reporting","Old","no change",1074,81,32,0,0,0,0,12,37,992,584,408,1,0,585,408,993
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409134","Sar Taalah School","Sar Talah ",2,"Reporting","Relocated","no change",390,39,2,0,7,0,0,18,12,351,210,141,0,0,210,141,351
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409135","Daranjoi Mosque","Daranjoi village",2,"Reporting","Old","no change",750,49,25,0,7,0,0,5,12,700,442,258,1,0,442,259,701
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409136","Shuhada High School","Pul Afghanan",2,"Reporting","Old","no change",768,45,14,0,1,0,0,5,25,722,372,350,1,0,372,351,723
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409137","Husainia Umoomi Safid Dewar","Safed Dewar",2,"Reporting","New","no change",1164,56,10,0,6,0,0,9,31,1108,586,522,0,0,586,522,1108
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409138","Rashek School","Rashek",2,"Reporting","Old","no change",690,30,10,0,3,0,0,7,10,660,354,306,0,0,354,306,660
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409139","Daman Khalil School","Daman Khalil",3,"Reporting","Relocated","no change",1716,227,37,0,15,0,0,81,94,1489,910,579,0,0,910,579,1489
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409140","Marak High School","Marak",3,"Reporting","Old","no change",2232,224,17,0,73,0,0,51,83,2007,1031,976,1,0,1031,977,2008
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409141","Raqul Boys High School","Rah Qul",3,"Reporting","Relocated","no change",1104,19,6,0,7,0,0,3,3,1084,619,465,1,0,619,466,1085
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409142","Aab Sherom School","Aab Sherom",2,"Reporting","Old","no change",1122,101,20,0,8,0,0,3,70,1021,540,481,0,0,540,481,1021
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409143","Tagab Ramoz High School","Tagab Ramoz village",2,"Reporting","Old","no change",1164,53,6,0,12,0,0,0,35,1111,564,547,0,0,564,547,1111
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409144","Peetab Ramoz High School","Qul Batu",2,"Reporting","New","no change",960,135,9,0,6,0,0,15,105,825,456,369,0,0,456,369,825
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409145","Kotal Mullah Yaqoub School","Kotal Mullah Yaqoub",3,"Reporting","Old","no change",1482,70,12,0,19,0,0,10,29,1412,849,563,0,0,849,563,1412
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409147","Jawad Jaria Khanah School","Dasht Qalla",2,"Reporting","Relocated","no change",996,39,19,0,0,0,0,0,20,957,479,478,0,0,479,478,957
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409148","Sarbalaq School","Sarbulaq Village",3,"Reporting","Old","no change",1218,33,5,0,7,0,0,3,18,1185,640,545,0,0,640,545,1185
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409149","Ghawas School","Ghawas village",2,"Reporting","Relocated","no change",1134,60,28,0,6,0,0,6,20,1074,564,510,0,0,564,510,1074
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409150","Dahan Sangeenak School","Dahan Sangeenak",2,"Reporting","New","no change",876,72,20,0,4,0,0,1,47,804,484,320,0,0,484,320,804
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409151","Barah Khanah School","Sabza",2,"Reporting","Old","no change",1122,83,17,0,10,0,0,20,36,1028,538,490,11,0,539,500,1039
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409152","Mahar Khanah School","Mahar Khanah",2,"Reporting","Relocated","no change",984,61,17,0,1,0,0,12,31,923,521,402,0,0,521,402,923
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409153","Qalla Gardum Mosque","Qalla Gardoum",2,"Reporting","Old","no change",1146,107,26,0,13,0,0,16,52,1039,528,511,0,0,528,511,1039
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409154","Nai Bolaq Ajam Mosque","Nai Bolaq Ajam village",2,"Reporting","Old","no change",1038,48,18,0,6,0,0,2,22,990,500,490,0,0,500,490,990
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409155","Surkh Abad School","Syah Zameen village",4,"Reporting","Relocated","no change",1626,133,4,0,11,0,0,37,81,1491,848,643,2,0,849,644,1493
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409156","Hasht Darakht Madrassah","Hasht Darakht",2,"Reporting","New","no change",738,54,7,0,6,0,0,4,37,684,355,329,0,0,355,329,684
"04","MAYDANWARDAK","0409","MARKAZ BIHSOD","MARKAZ BIHSOD","NO","0409157","Kuhnah Qalla School","Kuhnah Qalla",3,"Reporting","Old","no change",1308,57,3,0,0,0,0,4,50,1251,649,602,0,0,649,602,1251
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501001","Srah Myasht Markaz (Red Cresent Center)","Women Affairs, Red Cresent",13,"Reporting","Old","no change",7602,216,33,0,75,0,0,50,58,6905,4715,2190,481,0,5159,2227,7386
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501002","Omer Farouq High School","Markaz  ",24,"Reporting","Old","no change",13685,439,72,0,172,0,0,71,124,12005,9708,2297,1241,0,10884,2362,13246
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501003","Hesarak Secondary School","Hesarak",3,"Reporting","Old","no change",1894,66,16,0,19,0,0,5,26,1268,1153,115,560,0,1668,160,1828
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501006","Pad Khwab e Shanah Secondary School","Pad Khwab e Khidr",4,"Reporting","Old","no change",2472,127,14,1,12,0,0,9,91,2168,2168,0,177,0,2345,0,2345
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501007","Pas e Karez School","Pas e Karez",2,"Reporting","Old","no change",228,12,4,0,0,0,0,0,8,164,160,4,52,0,211,5,216
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501008","Al Tamoor Secondary School","Al Tamoor",5,"Reporting","Old","no change",2898,92,7,0,14,0,0,4,67,2088,2088,0,718,0,2806,0,2806
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501009","Chawnnai School","Chawanni ",2,"Reporting","Old","no change",306,12,8,0,1,0,0,0,3,258,258,0,36,0,294,0,294
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501010","Pashtoon Abad Mosque","Pashtoon Abad  ",2,"Reporting","Not Assessed","no change",2951,103,7,1,18,0,0,20,57,1682,1682,0,1166,0,2848,0,2848
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501011","Aabchakan School","Aabchakan ",1,"Reporting","Not Assessed","no change",504,12,4,0,3,0,0,0,5,473,473,0,19,0,492,0,492
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501012","Shahrak Muhajereen Clinic","Shahrak Muhajereen",4,"Reporting","Old","no change",2928,83,23,0,10,0,0,15,35,2169,2169,0,676,0,2845,0,2845
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501014","Poorak School","Kunjak",5,"Reporting","Old","no change",2235,139,35,0,24,0,0,25,55,1655,1335,320,441,0,1647,449,2096
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501017","Jihadi Kulangar High School","Kulangar",11,"Reporting","Old","no change",6020,280,47,0,72,0,0,79,82,5701,3923,1778,39,0,3950,1790,5740
"05","LOGAR","0501","PULE ALAM","PULE ALAM","YES","0501018","Kamidan Girls High School","Qalla e Ghafar",2,"Reporting","Relocated","no change",832,38,3,0,9,0,0,3,23,792,383,409,2,0,385,409,794
"05","LOGAR","0502","BARAKIBARAK","BARAKIBARAK","NO","0502030","Ghazi Amanullah High School","Baraki Barak",1,"Reporting","Old","no change",979,57,7,0,25,0,0,11,14,921,921,0,1,0,922,0,922
"05","LOGAR","0502","BARAKIBARAK","BARAKIBARAK","NO","0502032","Zahqoom Khil School","Zahqoom Khil",2,"Reporting","Old","no change",1452,62,4,0,15,0,0,5,38,1388,1190,198,2,0,1191,199,1390
"05","LOGAR","0503","CHARKH","CHARKH","NO","0503044","Dabar School","Dabar ha village",4,"Reporting","Old","no change",2389,229,7,0,160,0,0,2,60,1190,1190,0,970,0,2160,0,2160
"05","LOGAR","0504","KHOSHI","KHOSHI","NO","0504045","Do bandi School","Do Bandi Baghal",9,"Reporting","Not Assessed","no change",7763,329,39,0,79,0,0,6,205,5539,4074,1465,1895,0,5198,2236,7434
"05","LOGAR","0504","KHOSHI","KHOSHI","NO","0504048","Khoshi High School and Myanah Deh Girls School","Myan Deh",10,"Reporting","Old","no change",5745,285,38,0,48,0,0,39,160,5456,2871,2585,4,0,2875,2585,5460
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505055","Safed Sang School","Safid Sang",11,"Reporting","Old","no change",6528,1432,45,0,63,0,0,5,1319,4829,3240,1589,267,0,3330,1766,5096
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505056","Gumaran School","Gumaran village",4,"Reporting","Old","no change",2389,124,28,0,21,0,0,22,53,2249,1142,1107,16,0,1152,1113,2265
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505057","Mohammad Jan Khan School","Zaid Abad",6,"Reporting","Old","no change",4590,157,56,0,30,0,0,17,54,4068,3534,534,365,0,3827,606,4433
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505060","Mohammad Agha High School","Pul e qandahari",9,"Reporting","Old","no change",4269,262,53,0,45,0,0,53,111,3892,3118,774,115,0,3198,809,4007
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505062","Old Building of the District Administrator","Mohammad Agha",5,"Reporting","Old","no change",2471,117,32,0,29,0,0,25,31,2250,1751,499,104,0,1838,516,2354
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505063","Surkh Abad Girls Secondary School","Surkh Abad",2,"Reporting","Old","no change",3124,226,42,0,38,0,0,47,99,2877,1751,1126,21,0,1765,1133,2898
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505064","Deh Naw School","Deh Naw",2,"Reporting","Old","no change",4794,184,25,1,54,0,0,36,68,4607,3455,1152,3,0,3457,1153,4610
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505065","Aqab Bazar Mosque","Waghjan Bazzar",4,"Reporting","Old","no change",1962,93,10,0,29,0,0,30,24,1845,1448,397,24,0,1471,398,1869
"05","LOGAR","0505","MUHAMMADAGHA","MUHAMMADAGHA","NO","0505067","Mughul Khil Girls School","Mughul Khil",9,"Reporting","Old","no change",5940,885,16,0,102,600,0,17,150,4737,3393,1344,318,0,3692,1363,5055
"05","LOGAR","0506","KHARWAR","KHARWAR","NO","0506068","Khwajah Angor School","Khwaja Angor village",1,"Reporting","Old","no change",47,6,5,0,1,0,0,0,0,39,39,0,2,0,41,0,41
"05","LOGAR","0507","AZRA","AZRA","NO","0507078","Chotra School","Chotra",4,"Reporting","Old","no change",1721,87,18,0,17,0,0,3,49,1629,800,829,5,0,804,830,1634
"05","LOGAR","0507","AZRA","AZRA","NO","0507080","Akbar Khil Girls and Boys School","Akbar Khil",4,"Reporting","Old","no change",1734,90,10,0,29,0,0,14,37,1634,710,924,10,0,720,924,1644
"05","LOGAR","0507","AZRA","AZRA","NO","0507081","Babar School","Babar   ",4,"Reporting","Old","no change",2341,64,10,0,21,0,0,11,22,2250,1146,1104,27,0,1173,1104,2277
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601001","Abdul Rahim School","Awala Nahia (Nahia 1)",3,"Reporting","Old","no change",1797,118,38,2,6,0,0,15,57,1673,1125,548,6,0,1129,550,1679
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601002","Abdul Wakeel High School","Awala Nahia (Nahia 1)",8,"Reporting","Old","no change",3798,188,106,0,21,0,0,48,13,3514,2898,616,96,0,2983,627,3610
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601003","Hazrat Abu Qatadah Jame Mosque","Campono area",5,"Reporting","New","no change",2496,89,48,0,17,0,0,17,7,2396,1545,851,11,0,1556,851,2407
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601004","Campono Mosque","Awala Nahia (Nahia 1)",6,"Reporting","Old","no change",2868,103,17,0,17,0,0,58,11,2752,2065,687,13,0,2078,687,2765
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601005","Sediqullah Reshteen School","Awala Nahia (Nahia 1)",5,"Reporting","Relocated","no change",2435,121,37,0,18,0,0,47,19,2299,1576,723,15,0,1589,725,2314
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601006","Speen Jumat Mosque","Awala Nahia (Nahia 1)",8,"Reporting","Old","no change",3882,144,18,0,25,0,0,48,53,3516,3258,258,222,0,3478,260,3738
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601007","Serajul Emarat garden","Awala Nahia (Nahia 1)",5,"Reporting","Old","no change",1698,68,18,1,20,0,0,20,9,1602,1355,247,28,0,1381,249,1630
"06","NANGARHAR","0601","JALALABAD","JALALABAD","YES","0601008","Angor Bagh Jame Mosque","Dwayamah Nahia (Nahia 2)",13,"Reporting","Old","no change",7200,203,20,0,20,0,0,90,73,6852,5156,1696,145,0,5268,1729,6997
