"province_code","province_name_eng","candidate_code","candidate_name_eng","candidate_name_dari","candidate_name_pashto"
2,"Kapisa","2-1553-92","Rohullah Safi","روح الله صافی ","روح الله صافی "
2,"Kapisa","2-1149-59","Gull Ahmad Safi","گل احمد صافی ","گل احمد صافی "
2,"Kapisa","2-1318-109","Qazi Ahmadi Ahmadi","قاضی احمدی  احمدی","قاضی احمدی  احمدی"
2,"Kapisa","2-201-1142-13","Gen. Mohammad Iqbal Safi"," جنرال محمد اقبال صافی"," جنرال محمد اقبال صافی"
2,"Kapisa","2-1461-40","Rahima Shams Kohistani","رحیمه شمس کوهستانی","رحیمه شمس کوهستانی"
2,"Kapisa","2-1161-81","Mohammad Nader Khalid","محمدنادر خالد","محمدنادر خالد"
2,"Kapisa","2-1009-68","Abdul Wakil Jalili","عبدالوکیل جلیلی","عبدالوکیل جلیلی"
2,"Kapisa","2-1141-10","Nazar Mohammad Mohammadi","نظرمحمد محمدی","نظرمحمد محمدی"
2,"Kapisa","2-1081-112","Nooria Kohistani","نوریه کوهستانی","نوریه کوهستانی"
2,"Kapisa","2-1685-42","Eng. Mir Haidar Afzali","انجینر میر حیدر افضلی ","انجینر میر حیدر افضلی "
2,"Kapisa","2-1210-85","Talib Jaan Safi","طالب جان صافی ","طالب جان صافی "
2,"Kapisa","2-1269-86","Mawlana Abdul Maroof Waaseq","مولانا عبدالمعروف واثق","مولانا عبدالمعروف واثق"
2,"Kapisa","2-1273-83","Dr. Mohammad Nayem Safi","داکتر محمد نعیم صافی","داکتر محمد نعیم صافی"
2,"Kapisa","2-1290-26","Akhondzadah Abdul Salam Jawad","آخندزاده عبدالسلام جواد","آخندزاده عبدالسلام جواد"
2,"Kapisa","2-1250-33","Shejauddin Murad","شجاع الدین مراد ","شجاع الدین مراد "
2,"Kapisa","2-1133-3","Najibullah Rahimi Safi","نجیب الله رحیمی صافی","نجیب الله رحیمی صافی"
2,"Kapisa","2-1637-62","Mohammad Shafiq Alawi","محمد شفیق علوی ","محمد شفیق علوی "
2,"Kapisa","2-1389-35","Dr. Humma Shamim","داکتر هما شمیم ","داکتر هما شمیم "
2,"Kapisa","2-1265-90","Aaqel Khan Tagabi","عاقل خان تگابی ","عاقل خان تگابی "
2,"Kapisa","2-1437-37","Abdul Hakim = Khwaja Padshah"," عبدالحکیم= خواجه پادشاه "," عبدالحکیم= خواجه پادشاه "
2,"Kapisa","2-1162-113","Khalida Hakimi","خالده حکیمی ","خالده حکیمی "
2,"Kapisa","2-1274-34","Khadija Elham Khalili","خدیجه الهام خلیلی","خدیجه الهام خلیلی"
2,"Kapisa","2-1249-103","Mirdaad Khan Nejrabi","میرداد خان نجرابی ","میرداد خان نجرابی "
2,"Kapisa","2-1593-87","Fazel Hadi Ahmadi","فضل هادی احمدی ","فضل هادی احمدی "
3,"Parwan","3-1541-2","Sediq Ahmad Osmani","صدیق احمد  عثمانی","صدیق احمد  عثمانی"
3,"Parwan","3-1585-16","Mohammad Munib Hadad","محمد منیب حداد","محمد منیب حداد"
3,"Parwan","3-1273-3","Palwasha Ismailzadah","پلوشه اسماعیل زاده","پلوشه اسماعیل زاده"
3,"Parwan","3-1505-38","Khatol Faqirzadah","خاتول فقیر زاده","خاتول فقیر زاده"
3,"Parwan","3-1174-37","Qari Abdul Jalil Ayar","قاری عبدالجلیل عیار","قاری عبدالجلیل عیار"
3,"Parwan","3-1461-21","Alhaj Nesaruddin Baryalai","الحاج نثارالدین بریالی ","الحاج نثارالدین بریالی "
3,"Parwan","3-1306-4","Zakia Sangin","ذکیه سنگین","ذکیه سنگین"
3,"Parwan","3-1305-23","Dr. Abdul Satar Amiri","داکتر عبدالستار امیری","داکتر عبدالستار امیری"
3,"Parwan","3-1157-24","Dr. Mohammad Shafi Mushfeq","داکتر محمد شفیع مشفق","داکتر محمد شفیع مشفق"
3,"Parwan","3-1397-36","Wahida Payendah","وحیده پاینده","وحیده پاینده"
3,"Parwan","3-1309-32","Abdul Satar Khawasi","عبدالستار خواصی","عبدالستار خواصی"
3,"Parwan","3-1093-1","Alhaj Mir Rahman Rahmani","الحاج میر رحمن  رحمانی","الحاج میر رحمن  رحمانی"
3,"Parwan","3-1265-33","Mohammad Anwar Neyazai","محمد انور نیازی","محمد انور نیازی"
3,"Parwan","3-1198-27","Malem Abdullah Khalozai","معلم عبدالله خلوزی","معلم عبدالله خلوزی"
3,"Parwan","3-1297-26","Nargis Sayed","نرگس سید","نرگس سید"
3,"Parwan","3-1593-34","Abdul Aziz - Humayoun Harirod","عبدالعزیز - همایون هریرود","عبدالعزیز - همایون هریرود"
3,"Parwan","3-1441-18","Alhaj Abdul Zaher Salangi","الحاج عبدالظاهر سالنگی","الحاج عبدالظاهر سالنگی"
3,"Parwan","3-1329-19","Aziza Ishani Walizadah","عزیزه ایشانی ولیزاده","عزیزه ایشانی ولیزاده"
3,"Parwan","3-1173-14","Hasiba Efat","حسیبا عفت","حسیبا عفت"
3,"Parwan","3-1325-35","Farzana Farhat","فرزانه فرحت ","فرزانه فرحت "
3,"Parwan","3-1250-29","Bibi haji Shafiqa Noori","بی بی حاجی شفیقه نوری ","بی بی حاجی شفیقه نوری "
3,"Parwan","3-1009-30","Shekeba Sayedkheli","شکیبا سیدخیلی","شکیبا سیدخیلی"
3,"Parwan","3-1177-15","Master Samea Azizi Sadat","ماستر سامعه عزیزی سادات","ماستر سامعه عزیزی سادات"
3,"Parwan","3-1249-42","Alhaj Mohammadagull Mujahid","الحاج محمدا گل مجاهد","الحاج محمدا گل مجاهد"
3,"Parwan","3-1205-28","Hamta Mubarez","همتا مبارز","همتا مبارز"
3,"Parwan","3-1437-25","Mujahid Mowahid Ibrahimi","مجاهد موحد ابراهیمی","مجاهد موحد ابراهیمی"
3,"Parwan","3-1313-22","Abdul Motaal Mubasher","عبدالمتعال مبشر ","عبدالمتعال مبشر "
4,"Wardak","4-1461-11","Abdul Reza Rezaye","عبدالرضا رضایی","عبدالرضا رضایی"
4,"Wardak","4-1505-7","Alhaj Sediqa Mubarez","الحاج صدیقه مبارز","الحاج صدیقه مبارز"
4,"Wardak","4-1141-19","Saif Rahman Kamal","سیف االرحمن کمال","سیف االرحمن کمال"
4,"Wardak","4-1161-47","Mohammad Hassan Munsef","محمد حسن منصف","محمد حسن منصف"
4,"Wardak","4-1009-36","Haji Ahmad Khalid Karimzai","حاجی احمد خالد کریمزی","حاجی احمد خالد کریمزی"
4,"Wardak","4-1185-6","Alhaj Abdul Ahmad Durani","الحاج عبدالاحمد درانی","الحاج عبدالاحمد درانی"
4,"Wardak","4-1593-8","Abdul Rahman Wardag","عبدالرحمن وردګ","عبدالرحمن وردګ"
4,"Wardak","4-1601-121","Waliullah Shahin","ولی الله شاهین","ولی الله شاهین"
4,"Wardak","4-1093-27","Nafisa Selay Wardag","نفیسه سیلی وردګ","نفیسه سیلی وردګ"
4,"Wardak","4-1249-48","Anisa Taj Wardag","انیسه تاج وردګ","انیسه تاج وردګ"
4,"Wardak","4-1397-43","Khadem Hussain Hassani","خادم حسین حسنی","خادم حسین حسنی"
4,"Wardak","4-1489-13","Mohammad Hazrat Jaanan","محمد حضرت جانان","محمد حضرت جانان"
4,"Wardak","4-409-1329-26","Mohammad Yasin Ibrahimi","محمد یاسین ابراهیمی","محمد یاسین ابراهیمی"
4,"Wardak","4-1001-30","Mohammad Farhad Wardag","محمد فرهاد وردګ","محمد فرهاد وردګ"
4,"Wardak","4-1433-28","Mohammad Younus Mujahidzadah","محمد یونس مجاهد زاده","محمد یونس مجاهد زاده"
4,"Wardak","4-1441-32","Eng. Hashmatullah Kalimzai","انجینر حشمت الله کلیمزی","انجینر حشمت الله کلیمزی"
4,"Wardak","4-1541-31","Halima Askari","حلیمه عسکری","حلیمه عسکری"
4,"Wardak","4-1613-52","Eng. Nek Mohammad Mayar","انجینر نیک محمد مایار","انجینر نیک محمد مایار"
4,"Wardak","4-1477-47","Sayed Habib Hussaini","سید حبیب حسینی","سید حبیب حسینی"
4,"Wardak","4-1465-51","Safiullah Wardag","صفی الله وردګ","صفی الله وردګ"
4,"Wardak","4-1081-40","Fazel Rahman Tariq","فضل الرحمن طارق","فضل الرحمن طارق"
4,"Wardak","4-1337-44","Mirwais Amiri Known to Ashraf","میرویس امیری مشهور په اشرف","میرویس امیری مشهور په اشرف"
4,"Wardak","4-1605-26","Najibullah Najib","نجیب الله نجیب","نجیب الله نجیب"
4,"Wardak","4-1581-12","Dr. Zia  gull Rezaye","داکترضیا ګل رضایی","داکترضیا ګل رضایی"
4,"Wardak","4-1297-27","Mohammad Mahdi Rasekh","محمد مهدی راسخ","محمد مهدی راسخ"
4,"Wardak","4-1453-41","Habibullah Nazari","حبیب الله نظری","حبیب الله نظری"
4,"Wardak","4-1325-37","Hajer Mirzaye","هاجر میرزایی","هاجر میرزایی"
4,"Wardak","4-1281-59","Maliyar Wardag","ملیار وردګ","ملیار وردګ"
4,"Wardak","4-1477-40","Eng. Hamidah Akbari","انجینر حمیده اکبری","انجینر حمیده اکبری"
4,"Wardak","4-1305-35","Alhaj Mohammad Ayoub Sharifi","الحاج محمد ایوب شریفی","الحاج محمد ایوب شریفی"
4,"Wardak","4-1285-29","Ajmal Shinozadah","اجمل شینو زاده","اجمل شینو زاده"
4,"Wardak","4-1545-53","Ahmad Farid Nekzai","احمد فرید نیک زی","احمد فرید نیک زی"
4,"Wardak","4-1577-46","Sayed Rohullah Alawi","سید روح الله علوی","سید روح الله علوی"
4,"Wardak","4-1273-28","Dr. Hamidah Danesh Wardag","داکتر حمیده دانش وردګ","داکتر حمیده دانش وردګ"
4,"Wardak","4-1269-12","Alhaj Gul Habib Habibi","الحاج کل حبیب حبیبی","الحاج کل حبیب حبیبی"
4,"Wardak","4-1313-38","Mohammad Dawood Abid","محمد داود عابد ","محمد داود عابد "
4,"Wardak","4-1321-50","Dr. Mohammad Ibrahim Karimi","دوکتور محمد ابراهیم کریمی","دوکتور محمد ابراهیم کریمی"
4,"Wardak","4-1021-24","Ihsanullah Naseri","احسان الله ناصری","احسان الله ناصری"
4,"Wardak","4-1265-33","Shir Alam Harifaal","شیر علم حریفال","شیر علم حریفال"
5,"Logar","5-1437-22","Mohammad Khalid Momand","محمد خالد مومند ","محمد خالد مومند "
5,"Logar","5-1273-31","Sayed Mohammad Sediq Hassanzadah","سید محمد صدیق حسن زاده","سید محمد صدیق حسن زاده"
5,"Logar","5-1094-5","Alhaj Mohammad Hashem Hussainkhel","الحاج محمدهاشم  حسین خیل","الحاج محمدهاشم  حسین خیل"
5,"Logar","5-1142-21","Mohammad Ismail Sediqi","محمد اسمعیل  صدیقی","محمد اسمعیل  صدیقی"
5,"Logar","5-1009-4","Abdul Wase Noori","عبدالواسع  نوری ","عبدالواسع  نوری "
5,"Logar","5-1330-16","Haji Hayat Khan Ahmadzai","حاجی حیات خان احمدزی","حاجی حیات خان احمدزی"
5,"Logar","5-1141-29","Sayed Farhad Akbari","سید فرهاد اکبری ","سید فرهاد اکبری "
5,"Logar","5-1541-42","Dr. Saleh Mohammad Ahmadzai","داکترصالح محمد احمدزی","داکترصالح محمد احمدزی"
5,"Logar","5-1509-34","Shahpoor Stanikzai","شاه پور ستانکزی","شاه پور ستانکزی"
5,"Logar","5-1313-13","Ghazi Khan Ahmadzai","غازی خان احمدزی ","غازی خان احمدزی "
5,"Logar","5-1249-36","Wafiullah Eftekhar","وفی الله افتخار","وفی الله افتخار"
5,"Logar","5-1185-12","Eng. Mohammad Asef Nabizai","انجنیر محمد اصف  نبی زی","انجنیر محمد اصف  نبی زی"
5,"Logar","5-1274-10","Dr. Mirwais Shahed","داکتر میرویس  شاهد","داکتر میرویس  شاهد"
5,"Logar","5-1461-39","Eng. Mohammad Khalid Isshaqzad","انجنیر محمد خالد اسحاقزاد","انجنیر محمد خالد اسحاقزاد"
5,"Logar","5-1173-32","Samiullah Noori","سمیع الله نوری","سمیع الله نوری"
5,"Logar","5-1161-17","Hamid Azizi","حمید عزیزی","حمید عزیزی"
5,"Logar","5-1665-2","Abdul Rahman Watanwal","عبدالرحمن  وطنوال","عبدالرحمن  وطنوال"
5,"Logar","5-1149-33","Sanaullah Azimi Ahmadzai","ثناالله عظیمی  احمدزی","ثناالله عظیمی  احمدزی"
5,"Logar","5-1410-3","Abdul Satar Mubarez","عبدالستار  مبارز","عبدالستار  مبارز"
5,"Logar","5-1021-6","Ahmad Khetab Durani","احمد خطاب درانی ","احمد خطاب درانی "
5,"Logar","5-1001-40","Abdul Raazeq Khan","عبدالرازق خان ","عبدالرازق خان "
5,"Logar","5-1565-25","Nasratullah Wafa","نصرت الله  وفا ","نصرت الله  وفا "
5,"Logar","5-1133-19","Lailuma Yousufzai","لیلما یوسفزی","لیلما یوسفزی"
5,"Logar","5-1398-24","Nasir Ahmad Amin","نصیراحمد امین","نصیراحمد امین"
5,"Logar","5-1441-11","Dr. Shakila Hashemi","داکترشکیلا هاشمی","داکترشکیلا هاشمی"
5,"Logar","5-1545-1","Abdul Latif Abaasi","عبدالطیف عباسی","عبدالطیف عباسی"
5,"Logar","5-1593-20","Mohammad Aslam Masood","محمد اسلم مسعود","محمد اسلم مسعود"
5,"Logar","5-1609-14","Gull Andam Dina","ګل اندام دینا ","ګل اندام دینا "
5,"Logar","5-1022-41","Shahpoor Khan Hussainzai","شاه پور خان حسین زی","شاه پور خان حسین زی"
5,"Logar","5-1397-27","Humma Ahmadi","هما احمدی","هما احمدی"
5,"Logar","5-1553-37","Yama Logarwal","یما لوګروال","یما لوګروال"
5,"Logar","5-1241-23","Mohammad Rahim Amin","محمد رحیم  امین ","محمد رحیم  امین "
5,"Logar","5-1298-28","Eng. Saheb Khan","انجنیر صاحب خان ","انجنیر صاحب خان "
5,"Logar","5-1201-26","Noorzia Yousufzai Charkhi","نورضیا یوسفزی چرخی ","نورضیا یوسفزی چرخی "
5,"Logar","5-1010-35","Seranwal Shahzadah Tawhidmal","څيړنوال شهزاده توحیدمل","څيړنوال شهزاده توحیدمل"
6,"Nangarhar","6-1402-179","Mawlawi Abdul Aziz Khairkhwah","مولوی عبد العزیز خیرخواه ","مولوی عبد العزیز خیرخواه "
6,"Nangarhar","6-1274-12","Abdul Karim Karimi","عبدالکریم کریمی ","عبدالکریم کریمی "
6,"Nangarhar","6-1338-70","Abdul Malook Sapai","عبدالملوک ساپی ","عبدالملوک ساپی "
6,"Nangarhar","6-1149-117","Rayes Khan Amarkhel","ریس خان امرخیل ","ریس خان امرخیل "
6,"Nangarhar","6-1050-159","Haji Aziz Rahman Mohmand","حاجی عزیزالرحمن مهمند ","حاجی عزیزالرحمن مهمند "
6,"Nangarhar","6-1017-183","Dr. Mohammad Sediq Momand","ډاکټر محمد صدیق  مومند ","ډاکټر محمد صدیق  مومند "
6,"Nangarhar","6-1441-9","Feraidon Khan Momand","فریدون خان مومند ","فریدون خان مومند "
6,"Nangarhar","6-1605-110","Mohammad Younus Baargami","محمد یونس بارګامی ","محمد یونس بارګامی "
6,"Nangarhar","6-1521-166","Allah Noor Selab","الله نور سیلاب ","الله نور سیلاب "
6,"Nangarhar","6-1286-182","Dr. Sediqullah Reshtin","ډاکټر صدیق الله رښتین ","ډاکټر صدیق الله رښتین "
6,"Nangarhar","6-1577-53","Eng. Khan Mohammad Dost","انجینر خان محمد دوست ","انجینر خان محمد دوست "
6,"Nangarhar","6-1333-180","Malalai Mashal","ملالی مشعل ","ملالی مشعل "
6,"Nangarhar","6-1613-162","Toorpekai Rasooli","تورپیکی رسولی ","تورپیکی رسولی "
6,"Nangarhar","6-1049-91","Haji Pirbakhsh Gerdiwal","حاجی پیر بخش ګردیوال","حاجی پیر بخش ګردیوال"
6,"Nangarhar","6-1313-55","Shamshad Khan Omar Shinwari","شمشاد خان عمر شینواری ","شمشاد خان عمر شینواری "
6,"Nangarhar","6-1029-277","Haji Sultan Jaan Khaksar","حاجی سلطان جان خاکسار ","حاجی سلطان جان خاکسار "
6,"Nangarhar","6-603-1126-112","Mohammad Anwar Akram","محمد انور اکرام ","محمد انور اکرام "
6,"Nangarhar","6-1081-139","Sayed Abdul Ghafar Pacha","سید عبدالغفار پاچا","سید عبدالغفار پاچا"
6,"Nangarhar","6-1489-121","Haji Tella Mohammad Neyazai","حاجی طلا محمد نیازی ","حاجی طلا محمد نیازی "
6,"Nangarhar","6-1261-172","Neyaz Wali Muslim","نیازولی ملسم ","نیازولی ملسم "
6,"Nangarhar","6-1537-18","Rana Gull Shinwari","رڼا ګل شینواری ","رڼا ګل شینواری "
