"results_status","province_code","district_code","pc_code","reporting_results"
"PRELIMINARY","05","0505","0505067","YES"
"FINAL","05","0506","0506068","YES"
"PRELIMINARY","05","0506","0506068","YES"
"FINAL","05","0506","0506072","YES"
"PRELIMINARY","05","0506","0506072","YES"
"FINAL","05","0507","0507074","NO"
"PRELIMINARY","05","0507","0507074","YES"
"FINAL","05","0507","0507075","YES"
"PRELIMINARY","05","0507","0507075","YES"
"FINAL","05","0507","0507076","NO"
"PRELIMINARY","05","0507","0507076","NO"
"FINAL","05","0507","0507077","NO"
"PRELIMINARY","05","0507","0507077","NO"
"FINAL","05","0507","0507078","NO"
"PRELIMINARY","05","0507","0507078","NO"
"FINAL","05","0507","0507079","YES"
"PRELIMINARY","05","0507","0507079","YES"
"FINAL","05","0507","0507081","NO"
"PRELIMINARY","05","0507","0507081","NO"
"FINAL","06","0601","0601001","YES"
"PRELIMINARY","06","0601","0601001","YES"
"FINAL","06","0601","0601002","YES"
"PRELIMINARY","06","0601","0601002","YES"
"FINAL","06","0601","0601003","YES"
"PRELIMINARY","06","0601","0601003","YES"
"FINAL","06","0601","0601004","YES"
"PRELIMINARY","06","0601","0601004","YES"
"FINAL","06","0601","0601005","YES"
"PRELIMINARY","06","0601","0601005","YES"
"FINAL","06","0601","0601006","YES"
"PRELIMINARY","06","0601","0601006","YES"
"FINAL","06","0601","0601007","YES"
"PRELIMINARY","06","0601","0601007","YES"
"FINAL","06","0601","0601008","YES"
"PRELIMINARY","06","0601","0601008","YES"
"FINAL","06","0601","0601009","YES"
"PRELIMINARY","06","0601","0601009","YES"
"FINAL","06","0601","0601010","YES"
"PRELIMINARY","06","0601","0601010","YES"
"FINAL","06","0601","0601011","YES"
"PRELIMINARY","06","0601","0601011","YES"
"FINAL","06","0601","0601012","YES"
"PRELIMINARY","06","0601","0601012","YES"
"FINAL","06","0601","0601013","YES"
"PRELIMINARY","06","0601","0601013","YES"
"FINAL","06","0601","0601014","YES"
"PRELIMINARY","06","0601","0601014","YES"
"FINAL","06","0601","0601015","YES"
"PRELIMINARY","06","0601","0601015","YES"
"FINAL","06","0601","0601016","YES"
"PRELIMINARY","06","0601","0601016","YES"
"FINAL","06","0601","0601017","YES"
"PRELIMINARY","06","0601","0601017","YES"
"FINAL","06","0601","0601018","YES"
"PRELIMINARY","06","0601","0601018","YES"
"FINAL","06","0601","0601019","YES"
"PRELIMINARY","06","0601","0601019","YES"
"FINAL","06","0601","0601020","YES"
"PRELIMINARY","06","0601","0601020","YES"
"FINAL","06","0601","0601021","YES"
"PRELIMINARY","06","0601","0601021","YES"
"FINAL","06","0601","0601022","YES"
"PRELIMINARY","06","0601","0601022","YES"
"FINAL","06","0601","0601023","YES"
"PRELIMINARY","06","0601","0601023","YES"
"FINAL","06","0601","0601024","YES"
"PRELIMINARY","06","0601","0601024","YES"
"FINAL","06","0601","0601025","YES"
"PRELIMINARY","06","0601","0601025","YES"
"FINAL","06","0601","0601026","YES"
"PRELIMINARY","06","0601","0601026","YES"
"FINAL","06","0601","0601027","YES"
"PRELIMINARY","06","0601","0601027","YES"
"FINAL","06","0601","0601028","YES"
"PRELIMINARY","06","0601","0601028","YES"
"FINAL","06","0601","0601029","YES"
"PRELIMINARY","06","0601","0601029","YES"
"FINAL","06","0601","0601032","YES"
"PRELIMINARY","06","0601","0601032","YES"
"FINAL","06","0601","0601033","YES"
"PRELIMINARY","06","0601","0601033","YES"
"FINAL","06","0601","0601034","YES"
"PRELIMINARY","06","0601","0601034","YES"
"FINAL","06","0601","0601035","YES"
"PRELIMINARY","06","0601","0601035","YES"
"FINAL","06","0601","0601042","NO"
"PRELIMINARY","06","0601","0601042","NO"
"FINAL","06","0601","0601043","YES"
"PRELIMINARY","06","0601","0601043","YES"
"FINAL","06","0601","0601048","YES"
"PRELIMINARY","06","0601","0601048","YES"
"FINAL","06","0601","0601052","YES"
"PRELIMINARY","06","0601","0601052","YES"
"FINAL","06","0601","0601053","YES"
"PRELIMINARY","06","0601","0601053","YES"
"FINAL","06","0601","0601054","YES"
"PRELIMINARY","06","0601","0601054","YES"
"FINAL","06","0601","0601055","YES"
"PRELIMINARY","06","0601","0601055","YES"
"FINAL","06","0601","0601056","YES"
"PRELIMINARY","06","0601","0601056","YES"
"FINAL","06","0601","0601057","YES"
"PRELIMINARY","06","0601","0601057","YES"
"FINAL","06","0601","0601058","YES"
"PRELIMINARY","06","0601","0601058","YES"
"FINAL","06","0602","0602062","YES"
"PRELIMINARY","06","0602","0602062","YES"
"FINAL","06","0602","0602063","YES"
"PRELIMINARY","06","0602","0602063","YES"
"FINAL","06","0602","0602064","YES"
"PRELIMINARY","06","0602","0602064","YES"
"FINAL","06","0602","0602067","YES"
"PRELIMINARY","06","0602","0602067","YES"
"FINAL","06","0602","0602068","YES"
"PRELIMINARY","06","0602","0602068","YES"
"FINAL","06","0602","0602069","YES"
"PRELIMINARY","06","0602","0602069","YES"
"FINAL","06","0603","0603071","YES"
"PRELIMINARY","06","0603","0603071","YES"
"FINAL","06","0603","0603072","NO"
"PRELIMINARY","06","0603","0603072","NO"
"FINAL","06","0604","0604081","YES"
"PRELIMINARY","06","0604","0604081","YES"
"FINAL","06","0604","0604082","YES"
"PRELIMINARY","06","0604","0604082","YES"
"FINAL","06","0604","0604083","NO"
"PRELIMINARY","06","0604","0604083","NO"
"FINAL","06","0604","0604084","YES"
"PRELIMINARY","06","0604","0604084","YES"
"FINAL","06","0604","0604085","YES"
"PRELIMINARY","06","0604","0604085","YES"
"FINAL","06","0604","0604086","YES"
"PRELIMINARY","06","0604","0604086","YES"
"FINAL","06","0606","0606097","NO"
"PRELIMINARY","06","0606","0606097","NO"
"FINAL","06","0606","0606098","YES"
"PRELIMINARY","06","0606","0606098","YES"
"FINAL","06","0606","0606099","YES"
"PRELIMINARY","06","0606","0606099","YES"
"FINAL","06","0606","0606100","YES"
"PRELIMINARY","06","0606","0606100","YES"
"FINAL","06","0607","0607104","YES"
"PRELIMINARY","06","0607","0607104","YES"
"FINAL","06","0607","0607105","YES"
"PRELIMINARY","06","0607","0607105","YES"
"FINAL","06","0607","0607106","YES"
"PRELIMINARY","06","0607","0607106","YES"
"FINAL","06","0607","0607107","YES"
"PRELIMINARY","06","0607","0607107","YES"
"FINAL","06","0607","0607108","YES"
"PRELIMINARY","06","0607","0607108","YES"
"FINAL","06","0607","0607109","NO"
"PRELIMINARY","06","0607","0607109","NO"
"FINAL","06","0607","0607110","YES"
"PRELIMINARY","06","0607","0607110","YES"
"FINAL","06","0607","0607111","YES"
"PRELIMINARY","06","0607","0607111","YES"
"FINAL","06","0607","0607112","YES"
"PRELIMINARY","06","0607","0607112","YES"
"FINAL","06","0607","0607113","YES"
"PRELIMINARY","06","0607","0607113","YES"
"FINAL","06","0607","0607115","YES"
"PRELIMINARY","06","0607","0607115","YES"
"FINAL","06","0607","0607116","YES"
"PRELIMINARY","06","0607","0607116","YES"
"FINAL","06","0607","0607117","YES"
"PRELIMINARY","06","0607","0607117","YES"
"FINAL","06","0607","0607118","NO"
"PRELIMINARY","06","0607","0607118","NO"
"FINAL","06","0607","0607120","YES"
"PRELIMINARY","06","0607","0607120","YES"
"FINAL","06","0607","0607121","YES"
"PRELIMINARY","06","0607","0607121","YES"
"FINAL","06","0607","0607123","YES"
"PRELIMINARY","06","0607","0607123","YES"
"FINAL","06","0608","0608124","YES"
"PRELIMINARY","06","0608","0608124","YES"
"FINAL","06","0608","0608126","NO"
"PRELIMINARY","06","0608","0608126","NO"
"FINAL","06","0608","0608127","NO"
"PRELIMINARY","06","0608","0608127","NO"
"FINAL","06","0608","0608128","NO"
"PRELIMINARY","06","0608","0608128","NO"
"FINAL","06","0610","0610196","NO"
"PRELIMINARY","06","0610","0610196","NO"
"FINAL","06","0610","0610197","NO"
"PRELIMINARY","06","0610","0610197","NO"
"FINAL","06","0610","0610198","NO"
"PRELIMINARY","06","0610","0610198","NO"
"FINAL","06","0610","0610200","NO"
"PRELIMINARY","06","0610","0610200","NO"
"FINAL","06","0610","0610201","NO"
"PRELIMINARY","06","0610","0610201","NO"
"FINAL","06","0610","0610202","NO"
"PRELIMINARY","06","0610","0610202","NO"
"FINAL","06","0610","0610204","NO"
"PRELIMINARY","06","0610","0610204","NO"
"FINAL","06","0610","0610205","NO"
"PRELIMINARY","06","0610","0610205","NO"
"FINAL","06","0610","0610207","NO"
"PRELIMINARY","06","0610","0610207","NO"
"FINAL","06","0610","0610208","NO"
"PRELIMINARY","06","0610","0610208","NO"
"FINAL","06","0610","0610209","NO"
"PRELIMINARY","06","0610","0610209","NO"
"FINAL","06","0611","0611235","NO"
"PRELIMINARY","06","0611","0611235","NO"
"FINAL","06","0612","0612254","YES"
"PRELIMINARY","06","0612","0612254","YES"
"FINAL","06","0612","0612259","YES"
"PRELIMINARY","06","0612","0612259","YES"
"FINAL","06","0612","0612260","YES"
"PRELIMINARY","06","0612","0612260","YES"
"FINAL","06","0612","0612261","NO"
"PRELIMINARY","06","0612","0612261","NO"
"FINAL","06","0612","0612262","YES"
"PRELIMINARY","06","0612","0612262","YES"
"FINAL","06","0612","0612263","YES"
"PRELIMINARY","06","0612","0612263","YES"
"FINAL","06","0612","0612264","NO"
"PRELIMINARY","06","0612","0612264","YES"
"FINAL","06","0612","0612265","YES"
"PRELIMINARY","06","0612","0612265","YES"
"FINAL","06","0612","0612266","YES"
"PRELIMINARY","06","0612","0612266","YES"
"FINAL","06","0612","0612268","YES"
"PRELIMINARY","06","0612","0612268","YES"
"FINAL","06","0612","0612269","YES"
"PRELIMINARY","06","0612","0612269","YES"
"FINAL","06","0612","0612270","YES"
"PRELIMINARY","06","0612","0612270","YES"
"FINAL","06","0612","0612271","YES"
"PRELIMINARY","06","0612","0612271","YES"
"FINAL","06","0612","0612272","YES"
"PRELIMINARY","06","0612","0612272","YES"
"FINAL","06","0612","0612273","YES"
"PRELIMINARY","06","0612","0612273","YES"
"FINAL","06","0612","0612274","YES"
"PRELIMINARY","06","0612","0612274","YES"
"FINAL","06","0612","0612275","YES"
"PRELIMINARY","06","0612","0612275","YES"
"FINAL","06","0612","0612276","YES"
"PRELIMINARY","06","0612","0612276","YES"
"FINAL","06","0612","0612277","YES"
"PRELIMINARY","06","0612","0612277","YES"
"FINAL","06","0612","0612278","YES"
"PRELIMINARY","06","0612","0612278","YES"
"FINAL","06","0612","0612279","YES"
"PRELIMINARY","06","0612","0612279","YES"
"FINAL","06","0612","0612280","YES"
"PRELIMINARY","06","0612","0612280","YES"
"FINAL","06","0612","0612281","YES"
"PRELIMINARY","06","0612","0612281","YES"
"FINAL","06","0612","0612282","YES"
"PRELIMINARY","06","0612","0612282","YES"
"FINAL","06","0612","0612283","YES"
"PRELIMINARY","06","0612","0612283","YES"
"FINAL","06","0612","0612284","NO"
"PRELIMINARY","06","0612","0612284","NO"
"FINAL","06","0612","0612285","YES"
"PRELIMINARY","06","0612","0612285","YES"
"FINAL","06","0612","0612286","YES"
"PRELIMINARY","06","0612","0612286","YES"
"FINAL","06","0613","0613288","NO"
"PRELIMINARY","06","0613","0613288","NO"
"FINAL","06","0613","0613289","YES"
"PRELIMINARY","06","0613","0613289","YES"
"FINAL","06","0613","0613290","NO"
"PRELIMINARY","06","0613","0613290","NO"
"FINAL","06","0613","0613291","NO"
"PRELIMINARY","06","0613","0613291","NO"
"FINAL","06","0613","0613293","YES"
"PRELIMINARY","06","0613","0613293","YES"
"FINAL","06","0614","0614295","YES"
"PRELIMINARY","06","0614","0614295","YES"
"FINAL","06","0614","0614296","YES"
"PRELIMINARY","06","0614","0614296","YES"
"FINAL","06","0614","0614297","YES"
"PRELIMINARY","06","0614","0614297","YES"
"FINAL","06","0614","0614298","YES"
"PRELIMINARY","06","0614","0614298","YES"
"FINAL","06","0614","0614299","YES"
"PRELIMINARY","06","0614","0614299","YES"
"FINAL","06","0614","0614301","YES"
"PRELIMINARY","06","0614","0614301","YES"
"FINAL","06","0614","0614302","YES"
"PRELIMINARY","06","0614","0614302","YES"
"FINAL","06","0614","0614303","YES"
"PRELIMINARY","06","0614","0614303","YES"
"FINAL","06","0614","0614304","YES"
"PRELIMINARY","06","0614","0614304","YES"
"FINAL","06","0614","0614305","YES"
"PRELIMINARY","06","0614","0614305","YES"
"FINAL","06","0614","0614307","YES"
"PRELIMINARY","06","0614","0614307","YES"
"FINAL","06","0614","0614308","YES"
"PRELIMINARY","06","0614","0614308","YES"
"FINAL","06","0614","0614309","YES"
"PRELIMINARY","06","0614","0614309","YES"
"FINAL","06","0614","0614310","YES"
"PRELIMINARY","06","0614","0614310","YES"
"FINAL","06","0614","0614311","YES"
"PRELIMINARY","06","0614","0614311","YES"
"FINAL","06","0614","0614312","YES"
"PRELIMINARY","06","0614","0614312","YES"
"FINAL","06","0614","0614313","YES"
"PRELIMINARY","06","0614","0614313","YES"
"FINAL","06","0614","0614314","YES"
"PRELIMINARY","06","0614","0614314","YES"
"FINAL","06","0614","0614315","YES"
"PRELIMINARY","06","0614","0614315","YES"
"FINAL","06","0614","0614316","YES"
"PRELIMINARY","06","0614","0614316","YES"
"FINAL","06","0614","0614317","YES"
"PRELIMINARY","06","0614","0614317","YES"
"FINAL","06","0614","0614318","NO"
"PRELIMINARY","06","0614","0614318","NO"
"FINAL","06","0614","0614319","YES"
"PRELIMINARY","06","0614","0614319","YES"
"FINAL","06","0614","0614320","YES"
"PRELIMINARY","06","0614","0614320","YES"
"FINAL","06","0615","0615321","YES"
"PRELIMINARY","06","0615","0615321","YES"
"FINAL","06","0615","0615322","YES"
"PRELIMINARY","06","0615","0615322","YES"
"FINAL","06","0615","0615323","YES"
"PRELIMINARY","06","0615","0615323","YES"
"FINAL","06","0615","0615324","YES"
"PRELIMINARY","06","0615","0615324","YES"
"FINAL","06","0615","0615325","YES"
"PRELIMINARY","06","0615","0615325","YES"
"FINAL","06","0615","0615326","NO"
"PRELIMINARY","06","0615","0615326","NO"
"FINAL","06","0615","0615327","YES"
"PRELIMINARY","06","0615","0615327","YES"
"FINAL","06","0615","0615328","YES"
"PRELIMINARY","06","0615","0615328","YES"
"FINAL","06","0615","0615329","YES"
"PRELIMINARY","06","0615","0615329","YES"
"FINAL","06","0615","0615330","YES"
"PRELIMINARY","06","0615","0615330","YES"
"FINAL","06","0615","0615331","YES"
"PRELIMINARY","06","0615","0615331","YES"
"FINAL","06","0615","0615332","YES"
"PRELIMINARY","06","0615","0615332","YES"
"FINAL","06","0615","0615333","YES"
"PRELIMINARY","06","0615","0615333","YES"
"FINAL","06","0615","0615334","YES"
"PRELIMINARY","06","0615","0615334","YES"
"FINAL","06","0615","0615335","YES"
"PRELIMINARY","06","0615","0615335","YES"
"FINAL","06","0615","0615336","YES"
"PRELIMINARY","06","0615","0615336","YES"
"FINAL","06","0615","0615337","YES"
"PRELIMINARY","06","0615","0615337","YES"
"FINAL","06","0615","0615338","YES"
"PRELIMINARY","06","0615","0615338","YES"
"FINAL","06","0615","0615339","YES"
"PRELIMINARY","06","0615","0615339","YES"
"FINAL","06","0615","0615340","YES"
"PRELIMINARY","06","0615","0615340","YES"
"FINAL","06","0615","0615341","YES"
"PRELIMINARY","06","0615","0615341","YES"
"FINAL","06","0615","0615343","YES"
"PRELIMINARY","06","0615","0615343","YES"
"FINAL","06","0615","0615344","YES"
"PRELIMINARY","06","0615","0615344","YES"
"FINAL","06","0615","0615345","YES"
"PRELIMINARY","06","0615","0615345","YES"
"FINAL","06","0615","0615346","NO"
"PRELIMINARY","06","0615","0615346","NO"
"FINAL","06","0615","0615347","YES"
"PRELIMINARY","06","0615","0615347","YES"
"FINAL","06","0615","0615348","YES"
"PRELIMINARY","06","0615","0615348","YES"
"FINAL","06","0615","0615349","YES"
"PRELIMINARY","06","0615","0615349","YES"
"FINAL","06","0615","0615350","YES"
"PRELIMINARY","06","0615","0615350","YES"
"FINAL","06","0615","0615351","YES"
"PRELIMINARY","06","0615","0615351","YES"
"FINAL","06","0615","0615352","YES"
"PRELIMINARY","06","0615","0615352","YES"
"FINAL","06","0615","0615353","YES"
"PRELIMINARY","06","0615","0615353","YES"
"FINAL","06","0615","0615354","YES"
"PRELIMINARY","06","0615","0615354","YES"
"FINAL","06","0615","0615355","YES"
"PRELIMINARY","06","0615","0615355","YES"
"FINAL","06","0615","0615406","YES"
"PRELIMINARY","06","0615","0615406","YES"
"FINAL","06","0616","0616356","YES"
"PRELIMINARY","06","0616","0616356","YES"
"FINAL","06","0616","0616357","YES"
"PRELIMINARY","06","0616","0616357","YES"
"FINAL","06","0616","0616358","YES"
"PRELIMINARY","06","0616","0616358","YES"
"FINAL","06","0616","0616369","YES"
"PRELIMINARY","06","0616","0616369","YES"
"FINAL","06","0616","0616371","YES"
"PRELIMINARY","06","0616","0616371","YES"
"FINAL","06","0617","0617372","YES"
"PRELIMINARY","06","0617","0617372","YES"
"FINAL","06","0617","0617378","YES"
"PRELIMINARY","06","0617","0617378","YES"
"FINAL","06","0618","0618384","YES"
"PRELIMINARY","06","0618","0618384","YES"
"FINAL","06","0618","0618385","YES"
"PRELIMINARY","06","0618","0618385","YES"
"FINAL","06","0618","0618386","YES"
"PRELIMINARY","06","0618","0618386","YES"
"FINAL","06","0618","0618388","NO"
"PRELIMINARY","06","0618","0618388","NO"
"FINAL","07","0701","0701001","YES"
"PRELIMINARY","07","0701","0701001","YES"
"FINAL","07","0701","0701002","YES"
"PRELIMINARY","07","0701","0701002","YES"
"FINAL","07","0701","0701003","YES"
"PRELIMINARY","07","0701","0701003","YES"
"FINAL","07","0701","0701004","YES"
"PRELIMINARY","07","0701","0701004","YES"
"FINAL","07","0701","0701005","YES"
"PRELIMINARY","07","0701","0701005","YES"
"FINAL","07","0701","0701006","YES"
"PRELIMINARY","07","0701","0701006","YES"
"FINAL","07","0701","0701007","YES"
"PRELIMINARY","07","0701","0701007","YES"
"FINAL","07","0701","0701009","NO"
"PRELIMINARY","07","0701","0701009","NO"
"FINAL","07","0701","0701010","YES"
"PRELIMINARY","07","0701","0701010","YES"
"FINAL","07","0701","0701011","YES"
"PRELIMINARY","07","0701","0701011","YES"
"FINAL","07","0701","0701012","YES"
"PRELIMINARY","07","0701","0701012","YES"
"FINAL","07","0701","0701013","YES"
"PRELIMINARY","07","0701","0701013","YES"
"FINAL","07","0701","0701014","NO"
"PRELIMINARY","07","0701","0701014","YES"
"FINAL","07","0701","0701020","YES"
"PRELIMINARY","07","0701","0701020","NO"
"FINAL","07","0701","0701021","YES"
"PRELIMINARY","07","0701","0701021","YES"
"FINAL","07","0701","0701022","YES"
"PRELIMINARY","07","0701","0701022","YES"
"FINAL","07","0701","0701025","YES"
"PRELIMINARY","07","0701","0701025","YES"
"FINAL","07","0701","0701281","YES"
"PRELIMINARY","07","0701","0701281","YES"
"FINAL","07","0701","0701282","NO"
"PRELIMINARY","07","0701","0701282","NO"
"FINAL","07","0702","0702027","NO"
"PRELIMINARY","07","0702","0702027","NO"
"FINAL","07","0702","0702028","NO"
"PRELIMINARY","07","0702","0702028","NO"
"FINAL","07","0702","0702029","YES"
"PRELIMINARY","07","0702","0702029","YES"
"FINAL","07","0702","0702030","YES"
"PRELIMINARY","07","0702","0702030","YES"
"FINAL","07","0702","0702031","YES"
"PRELIMINARY","07","0702","0702031","YES"
"FINAL","07","0702","0702035","NO"
"PRELIMINARY","07","0702","0702035","NO"
"FINAL","07","0702","0702037","YES"
"PRELIMINARY","07","0702","0702037","YES"
"FINAL","07","0702","0702283","YES"
"PRELIMINARY","07","0702","0702283","YES"
"FINAL","07","0703","0703039","YES"
"PRELIMINARY","07","0703","0703039","YES"
"FINAL","07","0703","0703040","YES"
"PRELIMINARY","07","0703","0703040","YES"
"FINAL","07","0703","0703041","YES"
"PRELIMINARY","07","0703","0703041","YES"
"FINAL","07","0703","0703042","YES"
"PRELIMINARY","07","0703","0703042","YES"
"FINAL","07","0703","0703043","YES"
"PRELIMINARY","07","0703","0703043","YES"
"FINAL","07","0703","0703044","NO"
"PRELIMINARY","07","0703","0703044","NO"
"FINAL","07","0704","0704047","YES"
"PRELIMINARY","07","0704","0704047","YES"
"FINAL","07","0704","0704048","YES"
"PRELIMINARY","07","0704","0704048","YES"
"FINAL","07","0704","0704049","NO"
"PRELIMINARY","07","0704","0704049","NO"
"FINAL","07","0704","0704051","YES"
"PRELIMINARY","07","0704","0704051","YES"
"FINAL","07","0704","0704053","YES"
"PRELIMINARY","07","0704","0704053","YES"
"FINAL","07","0704","0704057","NO"
"PRELIMINARY","07","0704","0704057","NO"
"FINAL","07","0704","0704059","NO"
"PRELIMINARY","07","0704","0704059","NO"
"FINAL","07","0705","0705067","NO"
"PRELIMINARY","07","0705","0705067","NO"
"FINAL","07","0705","0705069","NO"
"PRELIMINARY","07","0705","0705069","NO"
"FINAL","07","0705","0705284","NO"
"PRELIMINARY","07","0705","0705284","NO"
"FINAL","07","0706","0706073","YES"
"PRELIMINARY","07","0706","0706073","YES"
"FINAL","07","0706","0706074","NO"
"PRELIMINARY","07","0706","0706074","NO"
"FINAL","07","0706","0706077","YES"
"PRELIMINARY","07","0706","0706077","YES"
"FINAL","07","0706","0706078","NO"
"PRELIMINARY","07","0706","0706078","NO"
"FINAL","07","0706","0706079","NO"
"PRELIMINARY","07","0706","0706079","NO"
"FINAL","07","0706","0706285","YES"
"PRELIMINARY","07","0706","0706285","YES"
"FINAL","07","0707","0707085","NO"
"PRELIMINARY","07","0707","0707085","NO"
"FINAL","07","0707","0707086","NO"
"PRELIMINARY","07","0707","0707086","NO"
"FINAL","07","0707","0707087","NO"
"PRELIMINARY","07","0707","0707087","NO"
"FINAL","07","0707","0707088","YES"
"PRELIMINARY","07","0707","0707088","YES"
"FINAL","07","0707","0707089","NO"
"PRELIMINARY","07","0707","0707089","NO"
"FINAL","07","0707","0707090","NO"
"PRELIMINARY","07","0707","0707090","NO"
"FINAL","07","0707","0707091","NO"
"PRELIMINARY","07","0707","0707091","NO"
"FINAL","07","0707","0707093","NO"
"PRELIMINARY","07","0707","0707093","NO"
"FINAL","07","0707","0707094","NO"
"PRELIMINARY","07","0707","0707094","NO"
"FINAL","07","0707","0707095","NO"
"PRELIMINARY","07","0707","0707095","NO"
"FINAL","07","0707","0707096","NO"
"PRELIMINARY","07","0707","0707096","NO"
"FINAL","07","0707","0707097","NO"
"PRELIMINARY","07","0707","0707097","NO"
"FINAL","07","0707","0707098","NO"
"PRELIMINARY","07","0707","0707098","NO"
"FINAL","07","0707","0707099","NO"
"PRELIMINARY","07","0707","0707099","NO"
"FINAL","07","0707","0707101","NO"
"PRELIMINARY","07","0707","0707101","NO"
"FINAL","07","0707","0707102","NO"
"PRELIMINARY","07","0707","0707102","NO"
"FINAL","07","0707","0707103","NO"
"PRELIMINARY","07","0707","0707103","NO"
"FINAL","07","0707","0707104","NO"
"PRELIMINARY","07","0707","0707104","NO"
"FINAL","07","0707","0707105","NO"
"PRELIMINARY","07","0707","0707105","NO"
"FINAL","07","0707","0707106","YES"
"PRELIMINARY","07","0707","0707106","YES"
"FINAL","07","0707","0707107","YES"
"PRELIMINARY","07","0707","0707107","YES"
"FINAL","07","0707","0707108","YES"
"PRELIMINARY","07","0707","0707108","YES"
"FINAL","07","0707","0707287","NO"
"PRELIMINARY","07","0707","0707287","NO"
"FINAL","07","0707","0707288","NO"
"PRELIMINARY","07","0707","0707288","NO"
"FINAL","07","0707","0707289","NO"
"PRELIMINARY","07","0707","0707289","NO"
"FINAL","07","0708","0708109","NO"
"PRELIMINARY","07","0708","0708109","NO"
"FINAL","07","0708","0708110","NO"
"PRELIMINARY","07","0708","0708110","NO"
"FINAL","07","0708","0708111","NO"
"PRELIMINARY","07","0708","0708111","NO"
"FINAL","07","0708","0708112","NO"
"PRELIMINARY","07","0708","0708112","NO"
"FINAL","07","0708","0708113","NO"
"PRELIMINARY","07","0708","0708113","NO"
"FINAL","07","0708","0708114","NO"
"PRELIMINARY","07","0708","0708114","NO"
"FINAL","07","0708","0708115","YES"
"PRELIMINARY","07","0708","0708115","YES"
"FINAL","07","0708","0708116","YES"
"PRELIMINARY","07","0708","0708116","YES"
"FINAL","07","0708","0708119","YES"
"PRELIMINARY","07","0708","0708119","YES"
"FINAL","07","0708","0708121","YES"
"PRELIMINARY","07","0708","0708121","YES"
"FINAL","07","0708","0708290","NO"
"PRELIMINARY","07","0708","0708290","NO"
"FINAL","07","0709","0709125","YES"
"PRELIMINARY","07","0709","0709125","YES"
"FINAL","07","0709","0709126","YES"
"PRELIMINARY","07","0709","0709126","YES"
"FINAL","07","0709","0709127","YES"
"PRELIMINARY","07","0709","0709127","YES"
"FINAL","07","0709","0709128","YES"
"PRELIMINARY","07","0709","0709128","YES"
"FINAL","07","0709","0709143","NO"
"PRELIMINARY","07","0709","0709143","NO"
"FINAL","07","0709","0709144","NO"
"PRELIMINARY","07","0709","0709144","NO"
"FINAL","07","0709","0709145","YES"
"PRELIMINARY","07","0709","0709145","YES"
"FINAL","07","0709","0709291","YES"
"PRELIMINARY","07","0709","0709291","YES"
"FINAL","07","0709","0709292","YES"
"PRELIMINARY","07","0709","0709292","YES"
"FINAL","07","0709","0709293","YES"
"PRELIMINARY","07","0709","0709293","YES"
"FINAL","07","0710","0710147","NO"
"PRELIMINARY","07","0710","0710147","NO"
"FINAL","07","0710","0710148","YES"
"PRELIMINARY","07","0710","0710148","YES"
"FINAL","07","0710","0710149","NO"
"PRELIMINARY","07","0710","0710149","YES"
"FINAL","07","0710","0710150","NO"
"PRELIMINARY","07","0710","0710150","YES"
"FINAL","07","0710","0710155","YES"
"PRELIMINARY","07","0710","0710155","YES"
"FINAL","07","0710","0710156","YES"
"PRELIMINARY","07","0710","0710156","YES"
"FINAL","07","0710","0710157","NO"
"PRELIMINARY","07","0710","0710157","NO"
"FINAL","07","0710","0710158","YES"
"PRELIMINARY","07","0710","0710158","YES"
"FINAL","07","0710","0710159","YES"
"PRELIMINARY","07","0710","0710159","YES"
"FINAL","07","0710","0710160","NO"
"PRELIMINARY","07","0710","0710160","NO"
"FINAL","07","0711","0711161","YES"
"PRELIMINARY","07","0711","0711161","YES"
"FINAL","07","0711","0711162","YES"
"PRELIMINARY","07","0711","0711162","YES"
"FINAL","07","0711","0711163","YES"
"PRELIMINARY","07","0711","0711163","YES"
"FINAL","07","0711","0711164","YES"
"PRELIMINARY","07","0711","0711164","YES"
"FINAL","07","0711","0711165","YES"
"PRELIMINARY","07","0711","0711165","YES"
"FINAL","07","0711","0711166","NO"
"PRELIMINARY","07","0711","0711166","NO"
"FINAL","07","0711","0711167","YES"
"PRELIMINARY","07","0711","0711167","YES"
"FINAL","07","0711","0711168","YES"
"PRELIMINARY","07","0711","0711168","YES"
"FINAL","07","0711","0711169","YES"
"PRELIMINARY","07","0711","0711169","YES"
"FINAL","07","0711","0711170","YES"
"PRELIMINARY","07","0711","0711170","YES"
"FINAL","07","0711","0711171","NO"
"PRELIMINARY","07","0711","0711171","NO"
"FINAL","07","0711","0711172","NO"
"PRELIMINARY","07","0711","0711172","NO"
"FINAL","07","0711","0711173","YES"
"PRELIMINARY","07","0711","0711173","YES"
"FINAL","07","0711","0711174","YES"
"PRELIMINARY","07","0711","0711174","YES"
"FINAL","07","0711","0711175","YES"
"PRELIMINARY","07","0711","0711175","YES"
"FINAL","07","0711","0711176","NO"
"PRELIMINARY","07","0711","0711176","NO"
"FINAL","07","0711","0711179","YES"
"PRELIMINARY","07","0711","0711179","YES"
"FINAL","07","0711","0711180","NO"
"PRELIMINARY","07","0711","0711180","NO"
"FINAL","07","0711","0711297","YES"
"PRELIMINARY","07","0711","0711297","YES"
"FINAL","07","0711","0711298","YES"
"PRELIMINARY","07","0711","0711298","YES"
"FINAL","07","0712","0712187","YES"
"PRELIMINARY","07","0712","0712187","YES"
