"province_code","candidate_id","voter_id","candidate_name_eng","candidate_id_corrected","candidate_gender","incumbent","final_votes","prelim_votes","prelim_winner","final_winner","ballot_position","electorate"
"01","5765377","5765377"," Alhaj Janat Khan Fahim Chakari","5765377","Male","No","661","690","No","No",603,"General"
"01","5765403","5765403"," Hirma Alokozai","5765403","Female","No","100","100","No","No",604,"General"
"01","14049742","14049742","Hajji Nazar Jan Ahmadzai","14049742","Male","No","16","16","No","No",605,"General"
"01","994017","994017","General Sikandar Asghari","994017","Male","No","633","633","No","No",606,"General"
"01","6450083","6450083","Rahim‐u‐Din Spin Ghar","6450083","Male","No","871","883","No","No",607,"General"
"01","3664612","3664612"," Faiz Muhammad Arghand","3664612","Male","No","135","135","No","No",608,"General"
"01","4896118","4896118"," Kafil Nazar Muhammad","4896118","Male","No","194","192","No","No",609,"General"
"01","3466646","3466646","Hajji Abdul Waheed","3466646","Male","No","769","765","No","No",610,"General"
"01","750974","750974","Hajji Muhammad Haneef Yosufzai","750974","Male","No","280","279","No","No",611,"General"
"01","5765431","5765431","Anisa Azizi","5765431","Female","No","41","41","No","No",612,"General"
"01","3906633","3906633","Ali Raza Mahmoodi","3906633","Male","No","22","22","No","No",613,"General"
"01","6188218","6188218","Asad Khan A.K.A Amir Asad Khan","6188218","Male","No","138","138","No","No",614,"General"
"01","712200","712200","Zahra Amiri","712200","Female","No","95","94","No","No",615,"General"
"01","3466687","3466687","Hajji Abdul Rawouf Hajji Zada","3466687","Male","No","55","55","No","No",616,"General"
"01","3773331","3773331","General Amrullah Nazari","3773331","Male","No","78","77","No","No",617,"General"
"01","3699579","3699579","Doctor Qayoum","3699579","Male","No","593","587","No","No",618,"General"
"01","3466640","3466640"," Muhammad Farid Kohistani","3466640","Male","No","430","424","No","No",619,"General"
"01","3674563","3674563","Hajji Muhammad Hussain Hani A.K.A Hajji Shir","3674563","Male","No","158","158","No","No",620,"General"
"01","5765370","5765370","Sayed Rawoof Rawoof","5765370","Male","No","471","461","No","No",621,"General"
"01","11118545","11118545","Sayed Nasir Aqil","11118545","Male","No","248","245","No","No",622,"General"
"01","5285902","5285902","Dawlat Khan Andar","5285902","Male","No","145","145","No","No",623,"General"
"01","5507514","5507514","General Nazifa Zaki","5507514","Female","No","1210","1188","Yes","Yes",624,"General"
"01","3011960","3011960","Farida Tarana","3011960","Female","No","140","140","No","No",625,"General"
"01","5765351","5765351","Rahmatullah Suliman Khil","5765351","Male","No","258","257","No","No",626,"General"
"01","3466621","3466621","Noor Wali Yaqubi","3466621","Male","No","223","221","No","No",627,"General"
"01","957331","957331","Malalay Sofi Tawhid","957331","Female","No","41","41","No","No",628,"General"
"01","6189005","6189005"," Mawlawi Habibullh Hasam","6189005","Male","No","1444","1426","No","No",629,"General"
"01","2289388","2289388","Muhammad Aslam Hazara","2289388","Male","No","146","146","No","No",630,"General"
"01","11345750","11345750"," Sultan Ali Murtaza Nikzad","11345750","Male","No","660","657","No","No",631,"General"
"01","10568153","10568153","Sabrullah Faiez","10568153","Male","No","91","90","No","No",632,"General"
"01","2364459","2364459","Sayed Muhammad Anwar Hashimi","2364459","Male","No","266","265","No","No",633,"General"
"01","4227533","4227533"," Hajji Qudratullah Sahak","4227533","Male","No","2771","2768","No","No",634,"General"
"01","5765423","5765423","Malalai Ishaqzai","5765423","Female","No","326","326","No","No",635,"General"
"01","5765335","5765335"," Muhammad Baqir Rezayee","5765335","Male","No","1214","1206","No","No",636,"General"
"01","3664617","3664617","Dr. Muhammad Zahir Najaf Zada","3664617","Male","No","244","244","No","No",637,"General"
"01","11173564","11173064","Hajji Khalil","11173064","Male","No","796","790","No","No",638,"General"
"01","5765380","5765380","Muhammad Zubair Dawoodzai","5765380","Male","No","12","12","No","No",639,"General"
"01","3466603","3466603","Puhanmal Raheel Furmuli","3466603","Male","No","707","701","No","No",640,"General"
"01","3466644","3466644","Hajji Khanjan","3466644","Male","No","190","189","No","No",641,"General"
"01","4766105","4766105"," Puhandoy Abdul Munir Nigah","4766105","Male","No","79","77","No","No",642,"General"
"01","988187","988187","Muhammad Ahrar","988187","Male","No","281","278","No","No",643,"General"
"01","5765361","5765361","Hajji Ehsan Sahibzada","5765361","Male","No","2777","2707","No","No",644,"General"
"01","3158719","3158719","Sharifullah Kamawal","3158719","Male","No","3876","4191","Yes","Yes",645,"General"
"01","3466639","3466639","Dr. Abdul Satar Stanikzai","3466639","Male","No","42","42","No","No",646,"General"
"01","11042268","11042268","Sayed Hussain Alimi Balkhi","11042268","Male","Yes","3423","3383","Yes","Yes",647,"General"
"01","6370454","6370454","Ruqia Shirzad Seddiqi","6370454","Female","No","88","88","No","No",648,"General"
"01","3466633","3466633"," Javid Dilawar","3466633","Male","No","155","155","No","No",649,"General"
"01","5510550","5510550"," Alhaj Muhammad Baqir Shikh Zada","5510550","Male","Yes","1857","1834","No","No",650,"General"
"01","6370973","6370973"," Kubra Mustafawi","6370973","Female","No","1129","1123","Yes","Yes",651,"General"
"01","7835492","7835492"," Muhammad Jawad Bazil","7835492","Male","No","411","411","No","No",652,"General"
"01","618568","618568","Abdullah Nariwal","618568","Male","No","36","36","No","No",653,"General"
"01","11259899","11259899","Puhandoy Dr. Asmatullah Sajad","11259899","Male","No","687","682","No","No",654,"General"
"01","3646759","3646759","Eng. Muhammad Jan Eshan Rohani","3646759","Male","No","2156","2149","No","No",655,"General"
"01","346616","346616","Muhammad Asif Barnayar","346616","Male","No","281","280","No","No",656,"General"
"01","11245333","11245333","Abdul Nasir Nadiri","11245333","Male","No","170","167","No","No",657,"General"
"01","5765417","5765417","Shukria Barikzai","5765417","Female","Yes","2174","2129","Yes","Yes",658,"General"
"01","3466659","3466659","Sayed Yaqoob Hushmand Fararudi","3466659","Male","No","270","268","No","No",659,"General"
"01","11389526","11389526","Eng. Abdul Jamil","11389526","Male","No","372","369","No","No",660,"General"
"01","987157","987157","Suraya Faizi","987157","Female","No","0","13","No","No",661,"General"
"01","11287065","11287065"," Dur Muhammad Radmard","11287065","Male","No","111","109","No","No",662,"General"
"01","11397233","11397233"," Alhaj Khadim Hussain Khuda Yar","11397233","Male","No","231","231","No","No",663,"General"
"01","699894","699894","Muhammad Dawood Akbar Nejrabi","699894","Male","No","570","570","No","No",664,"General"
"02","5794610","5794610","Ghulam Darwish Sanjni","5794610","Male","No","295","295","No","No",1,"General"
"02","2707649","2707649","Maulawi Amin-u-Din Muzafari","2707649","Male","No","534","534","No","No",2,"General"
"02","373308","373308","Alhaj Zeib Noor","373308","Male","No","2890","2890","No","No",3,"General"
"02","11012526","11012526","Maulawi Muhammad Asqhar","11012526","Male","No","1595","1595","No","No",4,"General"
"02","5794607","5794607","Abdul Wahab Askenwal","5794607","Male","No","21","21","No","No",5,"General"
"02","2893485","2893485","Muhammad Mustafa Yasa","2893485","Male","No","181","181","No","No",6,"General"
"02","5862785","5862785","Amrullah Salih","5862785","Male","No","165","165","No","No",7,"General"
"02","1366023","1366023","Sefora Kohestani","1366023","Female","No","1218","1218","No","No",8,"General"
"02","5794609","5794609","Alhaj Mirdad Khan Nijrabi","5794609","Male","No","10199","10199","Yes","Yes",9,"General"
"02","4612705","4612705","Tahira Mujadidi","4612705","Female","No","1464","1464","Yes","Yes",10,"General"
"02","1372347","1372347","Shafiqa Safi","1372347","Female","No","380","380","No","No",11,"General"
"02","5794605","5794605","Abdul Hadi Safi","5794605","Male","Yes","1913","1913","No","No",12,"General"
"02","2894166","2894166"," Hajji Khushal","2894166","Male","No","42","42","No","No",13,"General"
"02","5794601","5794601","Shazia Kohistani","5794601","Female","No","206","206","No","No",14,"General"
"02","2864462","2864462"," Hajji Muhammad Tahir Safi","2864462","Male","No","91","91","No","No",15,"General"
"02","5794604","5794604","Qazi Abdul Razaq Nijrabi","5794604","Male","No","0","17","No","No",16,"General"
"02","5794606","5794606"," Alhaj Khuwajah Padshah Seddiqi","5794606","Male","No","3106","3106","No","No",17,"General"
"02","1383203","1383203"," Tahira Mirzada","1383203","Female","Yes","1275","1275","No","No",18,"General"
"02","5552641","5552641"," Muhammad Yasin Safi","5552641","Male","No","151","151","No","No",19,"General"
"02","6734501","6734501","Eng. Muhammad Iqbal Safi","6734501","Male","Yes","6641","6965","Yes","Yes",20,"General"
"02","5794614","5794614"," Hamidullah Hatam","5794614","Male","No","2448","2448","No","No",21,"General"
"02","5794611","5794611","Sayed Fazal Haq Faiz","5794611","Male","No","115","115","No","No",22,"General"
"02","2893322","2893322","Dr. Huma Shamim","2893322","Female","No","830","830","No","No",23,"General"
"02","1373372","1373372","Qari Omid Safi","1373372","Male","No","338","338","No","No",24,"General"
"02","1352028","1352028"," Qazi Muhammad Aman Mubariz","1352028","Male","No","2257","2257","No","No",25,"General"
"02","5794615","5794615"," Masuda Ghafari","5794615","Female","No","469","469","No","No",26,"General"
"02","5794602","5794602"," Dr. Karima Temori Kohistani","5794602","Female","No","0","9","No","No",27,"General"
"02","5794608","5794608"," Marina Amin Kohistani","5794608","Female","No","356","356","No","No",28,"General"
"02","6918836","6918836"," Hajji Ahmad Farid","6918836","Male","Yes","922","922","No","No",29,"General"
"02","5437220","5437220"," Ustad Muhammad Alam Kohistani","5437220","Male","No","487","487","No","No",30,"General"
"02","4073020","4073020"," Nawsherawan Adeeb","4073020","Male","No","49","49","No","No",31,"General"
"02","2915960","2915960","Ghulam Wais Seddiqi","2915960","Male","No","91","91","No","No",32,"General"
"02","4073004","4073004","Muhammad Arif Malik Jan","4073004","Male","No","56","56","No","No",33,"General"
"02","5433013","5433013"," Zahida Kohistani","5433013","Female","No","249","249","No","No",34,"General"
"02","14030180","14030180","Ustad Aqa Muhammad Amiri","14030180","Male","No","243","243","No","No",35,"General"
"02","2707162","2707162"," Hajji Agha Jan","2707162","Male","No","3574","3574","Yes","Yes",36,"General"
"02","5794616","5794616"," Eng. Muhammad Aqa Akhunzada","5794616","Male","No","232","232","No","No",37,"General"
"02","1388140","1388140"," Azima Tasleem Kohistani","1388140","Female","No","188","188","No","No",38,"General"
"03","2492904","2492904","Senator Reda Azimi","2492904","Female","No","970","969","No","No",1,"General"
"03","972006","972006","Amanullah Nabi Zada","972006","Male","No","2652","2648","No","No",2,"General"
"03","2504933","2504933","Alhaj Sebat","2504933","Male","No","72","71","No","No",3,"General"
"03","2505898","2505898","Abdul Khalil Bayani","2505898","Male","No","2182","2174","No","No",4,"General"
"03","476427","476427","Saranwal Abdul Satar Khawasi","476427","Male","Yes","12555","11514","No","Yes",5,"General"
"03","8712102","8712102","Alhaj Ghulam Haidar Jilani","8712102","Male","No","6614","6484","No","No",6,"General"
"03","2488030","2488030","Eng. Bahlol Safi","2488030","Male","No","326","324","No","No",7,"General"
"03","837116","837116","Alhaj Muhammad Almas Zahid","837116","Male","Yes","12361","12323","Yes","Yes",8,"General"
"03","3618900","3618900","Muhammad Yaqub A.K.A Hajji Khan Padshah","3618900","Male","No","907","906","No","No",9,"General"
"03","2506889","2506889","Alhaj Mir Rhman Rahmani","2506889","Male","No","16998","16929","Yes","Yes",10,"General"
"03","2504929","2504929","Eng. Abdul Ghafar Gheyasi","2504929","Male","No","369","367","No","No",11,"General"
"03","2504934","2504934","Hajji Najeebullah Najeeb","2504934","Male","No","4156","4147","No","No",12,"General"
"03","2958101","2958101"," Muhammad Sharif Shamal","2958101","Male","No","115","113","No","No",13,"General"
"03","12890124","12890124"," Alhaj Abdul Sabor Ariayee","12890124","Male","No","610","610","No","No",14,"General"
"03","817022","817022"," Mir Zaman Jahadyar","817022","Male","No","110","110","No","No",15,"General"
"03","3630386","3630386","Abdul Satar Satar Yar","3630386","Male","No","301","298","No","No",16,"General"
"03","2533728","2533728"," Alhaj Lutfullah Haqbeen","2533728","Male","No","2541","2045","No","No",17,"General"
"03","2534340","2534340"," Hajji Masjidi Ghorbandi","2534340","Male","No","989","994","No","No",18,"General"
"03","6465385","6465385","Turialay Mirzada","6465385","Female","No","114","114","No","No",19,"General"
"03","6369320","6369320"," Ahmad Bashir Irshad","6369320","Male","No","689","689","No","No",20,"General"
"03","5476090","5476090"," Sayed Arif Awleiayee","5476090","Male","No","582","579","No","No",21,"General"
"03","851548","851548","Waheeda Adalat Jo","851548","Female","No","133","133","No","No",22,"General"
"03","2958104","2958104","Eng. Homayoon","2958104","Male","No","7775","7710","No","No",23,"General"
"03","10692813","10692813","Alhaj Maulawi Rahmatullah Hanafi","10692813","Male","No","96","94","No","No",24,"General"
"03","2958108","2958108"," Alhaj Muhammad Zada Parsa","2958108","Male","No","195","192","No","No",25,"General"
"03","2508001","2508001","Sayed Abdul wahid Shah Mustafawi","2508001","Male","No","475","473","No","No",26,"General"
"03","2958107","2958107"," Alhaj Dr. Abdul Razaq Azimi","2958107","Male","No","1228","1226","No","No",27,"General"
"03","14001961","14001961","Maulawi Muhammad Shen Gull Sharaee Bot Shekan","14001961","Male","No","83","83","No","No",28,"General"
"03","3695297","3695297","Sayed Abdul Razaq  Hashimi A.K.A Agha Sahib","3695297","Male","No","0","125","No","No",29,"General"
"03","6909234","6909234","Hajji Noor Muhammad","6909234","Male","No","47","47","No","No",30,"General"
"03","2504925","2504925","Samiah Azizi Sadat","2504925","Female","Yes","1679","1627","Yes","Yes",31,"General"
"03","2504926","2504926","Hajji Abdul Shukor Qudosi","2504926","Male","No","4669","4627","No","No",32,"General"
"03","5423398","5423398","Rohullah Sakhi Zad","5423398","Male","No","601","600","No","No",33,"General"
"03","2504928","2504928","Alhajj Gull Aqa Rahemi","2504928","Male","No","1751","1738","No","No",34,"General"
"03","2501845","2501845","Hajji Fazal Said Khili","2501845","Male","No","0","12857","Yes","No",35,"General"
"03","2525097","2525097"," Hajji Abdul Satar","2525097","Male","No","4445","4441","No","No",36,"General"
"03","6913001","6913001"," Maulawi Lal Muhammad","6913001","Male","No","0","32","No","No",37,"General"
"03","773376","773376","Abdul Hay A.K.A Zabit Zelgay","773376","Male","No","0","146","No","No",38,"General"
"03","2504931","2504931","Maulawi Rahmatullah Jamal","2504931","Male","No","967","920","No","No",39,"General"
"03","2958102","2958102"," Zabit Shams-u-din Said Kheli Safi","2958102","Male","No","489","479","No","No",40,"General"
"03","5947103","5947103","Muhammad Afzal Afzali","5947103","Male","No","0","160","No","No",41,"General"
"03","2518311","2518311"," General Habibullah Salangyar","2518311","Male","No","67","67","No","No",42,"General"
"03","823296","823296"," Dr. Mahira Muhammadi","823296","Female","No","0","81","No","No",43,"General"
"03","444151","444151"," Maulawi Najeebullah Rohani","444151","Male","No","184","179","No","No",44,"General"
"03","29581031","2958103","Alhaj Sayed Jan Delir","2958103","Male","No","946","921","No","No",45,"General"
"03","481251","481251"," Alhaj Muhammad-u-din Ghorbandi","481251","Male","No","760","759","No","No",46,"General"
"03","2504924","2504924"," Azima Sadat","2504924","Female","No","352","352","No","No",47,"General"
"03","484040","484040"," Roshna Khalid","484040","Female","No","0","70","No","No",48,"General"
"03","2524232","2524232","Muhammad Yasen Kashmir","2524232","Male","No","150","148","No","No",49,"General"
"03","7722209","7722209","Hajji Asel Khan Hotak","7722209","Male","No","83","83","No","No",50,"General"
"03","6456146","6456146","Saieda Mirzad","6456146","Female","No","1375","1373","No","No",51,"General"
"03","14002881","14002881","Alhaj Jan Aqa Arifi","14002881","Male","No","0","155","No","No",52,"General"
"03","435250","435250","Khuwaja Sediq Ahmad Osmani","435250","Male","Yes","13074","12855","Yes","Yes",53,"General"
"03","2496995","2496995","Zakia Sangeen","2496995","Female","No","1802","1801","Yes","Yes",54,"General"
"03","2254002","2254002","Muhammad Nazir Kargar","2254002","Male","No","482","481","No","No",55,"General"
"03","7783285","7783285","Bibi Hajji Wakila Shafiqa Noori","7783285","Female","Yes","1352","1351","No","No",57,"General"
"03","593069","593069","Zainab Haibat","593069","Female","No","470","461","No","No",58,"General"
"04","1924705","1924705","Hajji Faiz","1924705","Male","No","3168","3168","No","No",1,"General"
"04","1515001","1515001","Hajji Waheedullah Kalimzai Wardak","1515001","Male","No","0","12508","Yes","No",2,"General"
"04","1515005","1515005","Mohammad Aman Bahbudi","1515005","Male","No","1143","1144","No","No",3,"General"
"04","2919088","2919088","Fakhria Rahmani","2919088","Female","No","753","757","No","No",4,"General"
"04","1547603","1547603","Alhaj Rahila Wardak","1547603","Female","No","348","238","No","No",5,"General"
"04","6414770","6414770","Hajji Mohammad Asif Mahdiyar","6414770","Male","No","763","765","No","No",6,"General"
"04","1515021","1515021","Fatima Fatir","1515021","Female","No","476","476","No","No",7,"General"
"04","2918166","2918166","Hajji Abdul Aahad Durani","2918166","Male","No","12774","14520","Yes","Yes",8,"General"
"04","1515004","1515004","Ustad Humaira Haqmal","1515004","Female","No","1537","1551","No","No",9,"General"
"04","5442288","5442288","Hajji Mohammad Mosa Hotak","5442288","Male","Yes","4856","4928","No","No",10,"General"
"04","1515018","1515018","Saied Mohammad Hadi Hadi","1515018","Male","No","4012","4011","No","No",11,"General"
"04","1515006","1515006","Sharif Poya","1515006","Male","No","1646","1646","No","No",12,"General"
"04","1515015","1515015","Ustad Mohammad Anwar Maidanwall","1515015","Male","No","191","179","No","No",13,"General"
"04","1515016","1515016","Dr. Meia Fazal Rahim Bawar","1515016","Male","No","26","27","No","No",14,"General"
"04","1775650","1775650","Ustad Hajji Hedayati","1775650","Male","No","1454","1454","No","No",15,"General"
"04","6221882","6221882"," Alhaj Akhtar Mohammad Taheri","6221882","Male","No","5038","5039","No","No",16,"General"
"04","1563884","1563884","Hajji Ghulam Hasan Akbari","1563884","Male","No","570","570","No","No",17,"General"
"04","2964827","2964827"," Bakhto Jan Gurbati Wardak","2964827","Male","No","110","86","No","No",18,"General"
"04","14142588","14142588"," Ustad Zahab","14142588","Male","No","3630","3630","No","No",19,"General"
"04","1515019","1515019"," Bartali Jafari","1515019","Male","No","1401","1401","No","No",20,"General"
"04","1515011","1515011","Eng. Hamida Akbari","1515011","Female","No","2236","2236","Yes","Yes",21,"General"
"04","9236600","9236600"," Nafisa Nasib","9236600","Female","No","1373","1373","No","No",22,"General"
"04","1515012","1515012","Zaidullah Haidari","1515012","Male","No","42","42","No","No",23,"General"
"04","4070527","4070527","Dr. Roshanak Wardak","4070527","Female","Yes","865","795","No","No",24,"General"
"04","1515008","1515008","Hajji Abdul Majed Wardak","1515008","Male","No","5470","5405","No","Yes",25,"General"
"04","1515009","1515009","Eng. Suhaila Faize Nazhad","1515009","Female","No","1329","1314","No","No",26,"General"
"04","1515013","1515013","Mohammad Dawood Husaini","1515013","Male","No","690","690","No","No",27,"General"
"04","9338715","9338715","Mohamad Kabir Ahmadi","9338715","Male","No","681","681","No","No",28,"General"
"04","7428380","7428380"," Gullam Mustafa Wardak","7428380","Male","No","1433","1433","No","No",29,"General"
"04","1515002","1515002"," Ghulam Husain Naseri","1515002","Male","No","8552","8552","Yes","Yes",30,"General"
"04","1924529","1924529","Ahmad Hussain Sangardost","1924529","Male","Yes","4115","4146","No","No",31,"General"
"04","2918784","2918784"," Dr. Mohammad Ibrahim Karimi","2918784","Male","No","440","436","No","No",32,"General"
"04","1515010","1515010","Dr. Zabihullah Ahmadi","1515010","Male","No","4945","5209","No","No",33,"General"
"04","1515007","1515007","Sediqa Mubariz","1515007","Female","Yes","3176","3171","Yes","Yes",34,"General"
"04","11769499","11769499","Khan Amir Iftikhari","11769499","Male","No","767","767","No","No",35,"General"
"04","2646561","2646561"," Talib Hussain Muhadi","2646561","Male","No","954","954","No","No",36,"General"
"04","1515017","1515017","General Zalmai Wardak","1515017","Male","No","240","198","No","No",37,"General"
"05","2611593","2611593","Amin Gul","2611593","Male","No","6","6","No","No",1,"General"
"05","888335","888335","Sayed Enayatullah A.K.A Hajji Jan Agha","888335","Male","No","1492","1492","No","No",2,"General"
"05","1553205","1553205","Noorullah Azimi","1553205","Male","No","749","997","No","No",3,"General"
"05","1553207","1553207","Dilawar Faizan","1553207","Male","No","1754","1910","No","No",4,"General"
"05","14139841","14139841","Eng. Asadullah Falah","14139841","Male","No","457","590","No","No",5,"General"
"05","7939501","7939501","Alhaj Shakila Hashimi","7939501","Female","Yes","1174","1216","Yes","Yes",6,"General"
"05","4896524","4896524","Sayed Farhad Akbari","4896524","Male","No","674","674","No","No",7,"General"
"05","7939506","7939506","Eng. Bashir Ahmad","7939506","Male","No","833","1607","No","No",8,"General"
"05","6301796","6301796","Obaidullah Abdul Rahimzai","6301796","Male","No","354","392","No","No",9,"General"
"05","1553220","1553220","Parween Sadat","1553220","Female","No","0","2","No","No",10,"General"
"05","1553213","1553213","Alhaj Sayed Qaribullah","1553213","Male","No","438","439","No","No",11,"General"
"05","6821293","6821293","Muhammad Masood Popal","6821293","Male","No","14","14","No","No",12,"General"
"05","10392688","10392688","Alhaj Dr. Asadullah Hematyar","10392688","Male","Yes","85","87","No","No",13,"General"
"05","639759","639759","Ghulam Yahya Lashkar","639759","Male","No","260","883","No","No",14,"General"
"05","1553214","1553214","Ustad Abdul Razaq Azizi","1553214","Male","No","244","249","No","No",15,"General"
"05","5613959","5613959"," Alhaj Noor Rahman Jazib","5613959","Male","No","654","674","No","No",16,"General"
"05","1553208","1553208"," Eng. Muhammad Hayat Ahmadzai","1553208","Male","No","37","37","No","No",17,"General"
"05","4895021","4895021","Abdullah Khan Alham","4895021","Male","No","973","984","No","No",18,"General"
"05","1553209","1553209","Eng. Sahib Khan","1553209","Male","No","1831","1975","No","Yes",19,"General"
"05","1553219","1553219","Eng. Hamisha Gul","1553219","Male","No","11","11","No","No",20,"General"
"05","642212","642212","Eng. Zafar Khan","642212","Male","No","451","517","No","No",21,"General"
"05","7939516","7939516","Nafisa Bahar","7939516","Female","No","391","399","No","No",22,"General"
"05","1553204","1553204","Hajji Muhammad Akbar Stanikzai","1553204","Male","No","2224","3455","Yes","Yes",23,"General"
"05","1553217","1553217","Dr. Rahila Nadir","1553217","Female","No","271","277","No","No",24,"General"
"05","1553206","1553206"," Anisa Safi Sadat","1553206","Female","No","218","245","No","No",25,"General"
"05","638178","638178"," Hajji Sultan Jan Khaksar","638178","Male","No","185","1609","No","No",26,"General"
"05","990147","990147","Eng. Abdul Latif Ahmadzai","990147","Male","No","805","1226","No","No",27,"General"
"05","1553216","1553216","Alhaj Mustafa Badar","1553216","Male","No","78","96","No","No",28,"General"
"05","638911","638911","Saranwal  uhammad Nadir","638911","Male","No","676","1138","No","No",29,"General"
"05","1553210","1553210","Hoquqmal Qalam-u-Rahman Ahmadzai","1553210","Male","No","416","417","No","No",30,"General"
"05","1553215","1553215"," Saif ‐ur‐ Rahman Tariq","1553215","Male","No","702","1326","No","No",31,"General"
"05","2611512","2611512","Hajji Muhammad  Omar Khan Hussain Khil Ahmadzai","2611512","Male","No","456","546","No","No",32,"General"
"05","1553201","1553201","Sadaqat Haqman","1553201","Male","No","5","25","No","No",33,"General"
"05","2395900","2395900"," Wali Wahdat Yar Ahmadzai","2395900","Male","No","1558","3637","Yes","No",34,"General"
"05","602367","602367"," Farzana Shansib Ahmadi","602367","Female","No","218","423","No","No",35,"General"
"05","4975661","4975661"," Hajji Ali Muhammad","4975661","Male","Yes","3540","4322","Yes","Yes",36,"General"
"05","1553218","1553218"," Dawlat Abdullah","1553218","Male","No","1167","1407","No","No",37,"General"
"05","1553211","1553211"," Alhaj Eng. Zahra Ahmadzai","1553211","Female","No","353","454","No","No",38,"General"
"05","2622602","2622602","Serandoy Shazada Tawheedmal","2622602","Male","No","1031","1072","No","No",39,"General"
"05","1553212","1553212","Bakht ‐un‐ Nisa Ahmadzai","1553212","Female","No","117","139","No","No",40,"General"
"06","3248044","3248044","Alhaj Dr. Muhammad Ghani Bahaduri","3248044","Male","No","35","35","No","No",1,"General"
"06","13038521","13038521","Alhaj Allah Nazar Zeiayee","13038521","Male","No","520","113","No","No",2,"General"
"06","8948627","8948627","Muhammad Sharif Habibi Hazara","8948627","Male","No","653","653","No","No",3,"General"
"06","8948606","8948606","Ustad Muhammad Arif Rahmani","8948606","Male","No","6864","6865","Yes","Yes",4,"General"
"06","8948639","8948639","Ustad Dr. Karemi Sherdagh","8948639","Male","No","656","656","No","No",5,"General"
"06","573205","573205","Hajji Abdul Halim Andar","573205","Male","No","61","60","No","No",6,"General"
"06","14297017","14297017","Alhaj Abdul Qadir Saadat Ghaznawi","14297017","Male","No","50","50","No","No",7,"General"
"06","8948604","8948604","Sayed Barat Ali Hakemi Musawi","8948604","Male","No","881","880","No","No",8,"General"
"06","8948623","8948623","Ustad Nawroz Ali Karemi","8948623","Male","No","3893","3893","No","No",9,"General"
"06","2451078","2451078","Kubra Sadat Ghaznawi","2451078","Female","No","278","278","No","No",10,"General"
"06","11201081","11201081","Dr. Faraidoon Almas","11201081","Male","No","103","103","No","No",11,"General"
"06","55275387","55275387","Alhaj Kheyal Muhammad Hussaini","55275387","Male","Yes","839","791","No","No",12,"General"
"06","2496015","2496015"," Alhaj Maulana Abdul Rahman Hakemi","2496015","Male","No","2037","2037","No","No",13,"General"
"06","4968179","4968179"," Ali Akbar Qasimi","4968179","Male","Yes","13855","14153","Yes","Yes",14,"General"
"06","1124252","1124252","Eng. Nafisa Azimi","1124252","Female","No","6228","6240","Yes","Yes",15,"General"
"06","12113983","12113983","Alhaj Najeebullah Gulestani","12113983","Male","No","0","81","No","No",16,"General"
"06","7726013","7726013","Shah Gull Rezayee","7726013","Female","Yes","3679","3678","Yes","Yes",17,"General"
"06","8948631","8948631","Alhaj Khuda Dad Erfani","8948631","Male","No","6658","6657","Yes","Yes",18,"General"
"06","1412943","1412943"," Abdul Khaliq Azad","1412943","Male","No","4271","4270","No","No",19,"General"
"06","101029927","101029927","Ahmad Mirwais Arya","101029927","Male","No","149","131","No","No",20,"General"
"06","5088304","5088304","Hajji Taj Muhammad Musa","5088304","Male","No","39","39","No","No",21,"General"
"06","2705751","2705751","Muhammad Hashim Fasihi","2705751","Male","No","3013","3014","No","No",22,"General"
"06","1447763","1447763"," Anisa Amiri","1447763","Female","No","915","915","No","No",23,"General"
"06","7726038","7726038","Sayed Muhammad Hasam-u-din Gilani","7726038","Male","Yes","581","580","No","No",24,"General"
"06","8948642","8948642"," Abdul Hussain Rafiee","8948642","Male","No","299","299","No","No",25,"General"
"06","2655914","2655914","Ali Yawar Hussain Zada","2655914","Male","No","4986","4989","No","No",26,"General"
"06","2933779","2933779","Hajji Abasi","2933779","Male","No","4197","4196","No","No",27,"General"
"06","2814184","2814184","Dr. Abdul Qayoom Sajadi","2814184","Male","No","6898","6846","Yes","Yes",28,"General"
"06","8948626","8948626","Fatima Noori","8948626","Female","No","2019","2019","No","No",29,"General"
"06","8948617","8948617","Sayed Sardar Alimi","8948617","Male","No","1142","1159","No","No",30,"General"
"06","7726020","7726020"," Husai Andar","7726020","Female","No","797","681","No","No",31,"General"
"06","2701411","2701411","Khalida Ghaznawi","2701411","Female","No","140","140","No","No",32,"General"
"06","8948612","8948612","Muhammad Dawoud Sultanzoy","8948612","Male","Yes","3311","2806","No","No",33,"General"
"06","1083737","1083737"," Abdul Malik Habibi","1083737","Male","No","2390","2390","No","No",34,"General"
"06","1081847","1081847"," Dr. Ali Jan Jamal","1081847","Male","No","2408","2524","No","No",35,"General"
"06","1283703","1283703"," Sharifullah Sharifi","1283703","Male","No","228","211","No","No",36,"General"
"06","8948614","8948614"," Chaman Shah Etimadi","8948614","Male","No","5891","5874","Yes","Yes",37,"General"
"06","8948601","8948601","Abdul Jamil Faizi","8948601","Male","No","433","433","No","No",38,"General"
"06","8948620","8948620","Huma Sultani","8948620","Female","No","6238","6200","Yes","Yes",39,"General"
"06","7726040","7726040","Hajji Niaz Muhammad Amiri","7726040","Male","Yes","1578","1463","No","No",40,"General"
"06","5908565","5908565"," Ghulam Haidar Khan Ali Yar","5908565","Male","No","1265","1265","No","No",41,"General"
