"province_code","candidate_id","voter_id","candidate_name_eng","candidate_id_corrected","candidate_gender","incumbent","final_votes","prelim_votes","prelim_winner","final_winner","ballot_position","electorate"
"01","749247","749247","Naseem GulTutakhil","749247","Male","No","623","621","No","No",36,"General"
"01","5486154","5486154","Farkhunda Zahra Naderi","5486154","Female","No","6612","6600","Yes","Yes",37,"General"
"01","3466697","3466697","Noor Muhammad Salik","3466697","Male","No","1442","1348","No","No",38,"General"
"01","3658859","3658859","Dr. Muhammad Ali Dostdar","3658859","Male","No","126","125","No","No",39,"General"
"01","6470374","6470374","Rajab Ali Hussaini Allah Dad","6470374","Male","No","182","181","No","No",40,"General"
"01","5732240","5732240","Ahmad Tameem Rahyaab","5732240","Male","No","689","673","No","No",41,"General"
"01","3601440","3601440","Hajji Faiz Muhammad Mussazai","3601440","Male","No","608","607","No","No",42,"General"
"01","1001242","1001242","Jawad Omid","1001242","Male","No","988","970","No","No",43,"General"
"01","3466677","3466677","Sayed Essa Hussaini Mazari","3466677","Male","No","499","493","No","No",44,"General"
"01","5765397","5765397","Alhaj Sardar Muhammad Waqibeen","5765397","Male","No","158","158","No","No",45,"General"
"01","3466686","3466686","Muhammad Ibrahim Rasooli","3466686","Male","No","463","459","No","No",46,"General"
"01","5765383","5765383","Hajji Shireen Agha Rahmani","5765383","Male","No","330","328","No","No",47,"General"
"01","3466648","3466648","Muhammad Haroon Asadi","3466648","Male","No","831","821","No","No",48,"General"
"01","967571","967571"," Molawi Fazal Karim Saraji","967571","Male","No","582","578","No","No",49,"General"
"01","3907226","3907226","Muhammad Hussain Momin Zada","3907226","Male","No","461","458","No","No",50,"General"
"01","3466631","3466631","Muhammad Yosuf Amin Zazai","3466631","Male","No","238","237","No","No",51,"General"
"01","2278941","2278941","Mir Amanullah Guzar","2278941","Male","No","6686","6645","Yes","Yes",52,"General"
"01","5765371","5765371","Saranwal Muhammad Shakir Baryal","5765371","Male","No","330","328","No","No",53,"General"
"01","11202201","11202201","Yardil Nizami","11202201","Male","No","1752","1725","No","No",54,"General"
"01","5485531","5485531","Ghulam Sakhi Masraf","5485531","Male","No","128","126","No","No",55,"General"
"01","776444","776444","Ustad Abdul Habib Samim","776444","Male","No","1035","1023","No","No",56,"General"
"01","3664610","3664610","Dr. Farid khalid","3664610","Male","No","344","300","No","No",57,"General"
"01","3466622","3466622","Muhammad Zia Yari","3466622","Male","No","618","616","No","No",58,"General"
"01","725614","725614","Muhammad Ullah Babrak","725614","Male","No","2208","2192","No","No",59,"General"
"01","747229","747229","Ismail Safdari","747229","Male","Yes","357","356","No","No",60,"General"
"01","4363325","4363325","Abdul Hay Rahimi","4363325","Male","No","481","480","No","No",61,"General"
"01","3466650","3466650","Alhaj Muhammad Osman Najeeb","3466650","Male","No","314","310","No","No",62,"General"
"01","3445024","3445024","Dr. Sadr‐ud‐Din Fakhri","3445024","Male","No","621","608","No","No",63,"General"
"01","5765321","5765321","Alhaj Muhammad Hassan Hassam","5765321","Male","No","1634","1631","No","No",64,"General"
"01","4236418","4236418","Ahmad Fayaz Qalandari","4236418","Male","No","240","227","No","No",65,"General"
"01","972471","972471","Sayed Askar Faqiri","972471","Male","No","46","46","No","No",66,"General"
"01","1032394","1032394","Hajji Eng. Muhammad Zia Tahiri","1032394","Male","No","263","263","No","No",67,"General"
"01","3466683","3466683","Dr. Asghar Khil Mangal","3466683","Male","No","875","873","No","No",68,"General"
"01","10704929","10704929","Ahmad Sameer Mayel","10704929","Male","No","381","373","No","No",69,"General"
"01","5765406","5765406","Shahla Maihan Dost","5765406","Female","No","161","160","No","No",70,"General"
"01","3466612","3466612","Hajji Abdul Masood Satari","3466612","Male","No","415","412","No","No",71,"General"
"01","3466647","3466647","Abdul Samad A.K.A Shah Ghasi","3466647","Male","No","153","153","No","No",72,"General"
"01","11238922","11238922","Gulalay Yaqubi","11238922","Female","No","46","44","No","No",73,"General"
"01","992330","992330","Abdul Samad Naab","992330","Male","No","79","79","No","No",74,"General"
"01","3466657","3466657","Hajji Sabir Khan","3466657","Male","No","1039","1047","No","No",75,"General"
"01","5765340","5765340","Hajji Zia‐ul‐Haq","5765340","Male","No","359","462","No","No",76,"General"
"01","3466681","3466681","Nabi Haikal","3466681","Male","No","47","43","No","No",77,"General"
"01","987061","987061","Nadira Kharoty","987061","Female","No","148","146","No","No",78,"General"
"01","7821642","7821642","Alhaj Ghulam Rabani Nashir","7821642","Male","No","231","229","No","No",79,"General"
"01","3466611","3466611","Master Ghulam Mustafa Faizi","3466611","Male","No","57","54","No","No",80,"General"
"01","3708920","3708920","Nazari Paryani","3708920","Male","No","198","198","No","No",81,"General"
"01","5765330","5765330","Sardar Muhammad Ali Ahmad Zada","5765330","Male","No","1856","1841","No","No",82,"General"
"01","3121280","3121280","Alhaj Abdul Satar Mubariz","3121280","Male","No","1656","1655","No","No",83,"General"
"01","5765379","5765379","Eng. Tughyan Bakhshi","5765379","Male","No","93","93","No","No",84,"General"
"01","1044582","1044582","Muhammad Aqa Nazari","1044582","Male","No","195","193","No","No",85,"General"
"01","11228682","11228682","Alhaj Mir Abdul Ghafoor Mawdoodi","11228682","Male","No","290","287","No","No",86,"General"
"01","6350173","6350173","Muhammad Hashim Sangar Niazi","6350173","Male","No","0","63","No","No",87,"General"
"01","5279269","5279269","Dr. Muhammad Saeed Niazi","5279269","Male","No","74","74","No","No",88,"General"
"01","3466692","3466692","Barialay Bayat","3466692","Male","No","726","720","No","No",89,"General"
"01","10409918","10409918","Hajji Gul Marjan Aka Khil","10409918","Male","No","1517","1516","No","No",90,"General"
"01","6358601","6358601","Prof. Dr. Ghulam Faroq Nejarbi","6358601","Male","No","125","118","No","No",91,"General"
"01","3664620","3664620","Hajji Noor Muhammad","3664620","Male","No","58","58","No","No",92,"General"
"01","3659737","3659737","Muhammad Arif Nooristani","3659737","Male","No","148","143","No","No",93,"General"
"01","4814212","4814212","Arfanullah Arfan","4814212","Male","Yes","2977","2970","Yes","Yes",94,"General"
"01","5765415","5765415"," Bibi Hajji Zarifa Hasas Nasiri","5765415","Female","No","304","303","No","No",95,"General"
"01","11040318","11040318","Ustad Qurban Ali Arfani","11040318","Male","No","2905","2833","Yes","Yes",96,"General"
"01","4936817","4936817"," Humayoon Nezami","4936817","Male","No","87","87","No","No",97,"General"
"01","3466655","3466655"," Muhammad Nawab Tuta khil","3466655","Male","No","160","160","No","No",98,"General"
"01","5765390","5765390"," Dr. Shafiqullah Faizi","5765390","Male","No","1388","1108","No","No",99,"General"
"01","997138","997138","Dr. Ramzan Bashar Dost","997138","Male","Yes","7935","7856","Yes","Yes",100,"General"
"01","6371308","6371308"," Afifa Shams","6371308","Female","No","0","48","No","No",101,"General"
"01","3466693","3466693"," Hakim","3466693","Male","No","61","61","No","No",102,"General"
"01","3861413","3861413","Ustad Rababa Parwani Darwish","3861413","Female","No","1309","1305","Yes","Yes",103,"General"
"01","972403","972403"," Hajji Mahdawi","972403","Male","No","2754","2743","No","No",104,"General"
"01","5765372","5765372"," Muhammad Sangeen Tawakalzay","5765372","Male","Yes","1668","1668","No","No",105,"General"
"01","5765303","5765303"," Mina Khashiee","5765303","Female","No","929","927","No","No",106,"General"
"01","6004888","6004888","Muhammad Dawood","6004888","Male","No","114","113","No","No",107,"General"
"01","3904870","3904870"," Khadim Hussain Karimi","3904870","Male","No","456","436","No","No",108,"General"
"01","5765324","5765324","Ahmad Shekib Haidari","5765324","Male","No","1262","1254","No","No",109,"General"
"01","5971319","5971319","Wakeel Ahmad Hussain Ikhteyar","5971319","Male","No","464","463","No","No",110,"General"
"01","3466668","3466668"," Hajji Shawkat Stanikzai","3466668","Male","No","169","168","No","No",112,"General"
"01","5765306","5765306"," Mir Zaman Humayoon Sadat","5765306","Male","No","174","172","No","No",113,"General"
"01","5765413","5765413"," Rana Nooristani","5765413","Female","No","488","481","No","No",114,"General"
"01","5276242","5276242","Muhammad Wasa","5276242","Male","No","130","130","No","No",115,"General"
"01","3466700","3466700"," Turab Khan Hussain Khil","3466700","Male","No","84","83","No","No",116,"General"
"01","2364003","2364003"," Qurban Ali Faseehi","2364003","Male","No","967","967","No","No",117,"General"
"01","1071366","1071366"," Shah Muhammad Nazari","1071366","Male","No","1187","1184","No","No",118,"General"
"01","663139","663139"," Zalmay Tofaan","663139","Male","No","2411","2386","No","No",119,"General"
"01","3466698","3466698","Hajji Dr. Muhammad Zaman Bahlol","3466698","Male","No","204","204","No","No",120,"General"
"01","3466665","3466665","Pohandoy  Muhammad Hassan Furootan","3466665","Male","No","152","150","No","No",121,"General"
"01","5976887","5976887"," Wakeel Ghulam Raza Ahmadi","5976887","Male","No","625","616","No","No",122,"General"
"01","3664623","3664623","Ghulam Rabani Rabani","3664623","Male","No","128","127","No","No",123,"General"
"01","7784763","7784763","Hajji Sadaqat Zahid","7784763","Male","No","0","47","No","No",124,"General"
"01","5765354","5765354","Jan Gul Kargar","5765354","Male","No","298","289","No","No",125,"General"
"01","3466654","3466654"," Baktash Siawash","3466654","Male","No","4557","4505","Yes","Yes",126,"General"
"01","3664609","3664609","Saranwal Hussain Bakshi","3664609","Male","NA","NA","NA","NA","NA",127,"General"
"01","11327530","11327530","Najeebullah Intizar Kuhdamani","11327530","Male","No","221","221","No","No",128,"General"
"01","6666831","6666831","General Khuwajah Salah‐ud‐Din Seddiqi","6666831","Male","No","149","148","No","No",129,"General"
"01","1017429","1017429"," Dr. Abdul Khalil Khakzad","1017429","Male","No","0","43","No","No",130,"General"
"01","3626273","3626273","Muhammad Yosuf Ahmadzai","3626273","Male","No","132","130","No","No",131,"General"
"01","988772","988772"," Sayed Abdullah","988772","Male","No","69","69","No","No",132,"General"
"01","3664614","3664614","Dr. Hashmat Hassan Rahguzar","3664614","Male","No","144","142","No","No",133,"General"
"01","5551880","5551880","Muhammad Yaseen Habib","5551880","Male","No","100","99","No","No",134,"General"
"01","3466688","3466688","Abdul Wali Baz","3466688","Male","No","947","940","No","No",135,"General"
"01","848023","848023","Muhammad Sadiq  A.K.A Malim Qand gha","848023","Male","No","266","266","No","No",136,"General"
"01","14182170","14182170","Muhammad Irshad Manawi","14182170","Male","No","1335","1333","No","No",137,"General"
"01","3466614","3466614","Eng. Abdul Ghafar Rasooli","3466614","Male","No","111","107","No","No",138,"General"
"01","6350934","6350934"," Abdul Hameed Islampor","6350934","Male","No","347","341","No","No",139,"General"
"01","3659192","3659192","Dagarwal Niazai Wal","3659192","Male","No","174","174","No","No",140,"General"
"01","7408088","7408088","Mir Nasratullah Shams","7408088","Male","No","545","542","No","No",141,"General"
"01","5765362","5765362"," Abdul Karim Bekran","5765362","Male","No","113","113","No","No",142,"General"
"01","10585921","10585921"," Muhammad Rafiq Masroor Kakar","10585921","Male","No","1133","1128","No","No",143,"General"
"01","11167326","11167326","Abdul Fatah Mahraban","11167326","Male","No","227","225","No","No",144,"General"
"01","987032","987032","Amani Alhaj Bibi Hajji  Halima Muslima","987032","Female","No","128","123","No","No",145,"General"
"01","6188777","6188777","Muhammad Ibrahim Zarif","6188777","Male","No","2016","2010","No","No",146,"General"
"01","11082236","11082236"," Muhammad Sabir","11082236","Male","No","258","258","No","No",147,"General"
"01","4813902","4813902"," Sayed Fazal Hashimi","4813902","Male","No","68","65","No","No",148,"General"
"01","3797749","3797749"," Alhaj Eng. Abdul Khalil Dawlatzai","3797749","Male","No","930","928","No","No",149,"General"
"01","3466671","3466671","Mir Ahmad Niazmand","3466671","Male","No","297","295","No","No",150,"General"
"01","3690629","3690629","Sayed Muhammad Alawi","3690629","Male","No","296","294","No","No",151,"General"
"01","5765378","5765378"," Muhammad Dawood Aman Haidari","5765378","Male","No","320","315","No","No",152,"General"
"01","3771573","3771573","Ustad Maria","3771573","Female","No","145","145","No","No",153,"General"
"01","5301671","5301671","Zarghoona Bakhsi","5301671","Female","No","153","153","No","No",154,"General"
"01","5174098","5174098","Dr. Zohra Karimi Turkmani","5174098","Female","No","342","342","No","No",155,"General"
"01","3614289","3614289"," Hajji Yaar Muhammad Fazal","3614289","Male","No","1476","1469","No","No",156,"General"
"01","3862326","3862326"," Abd‐ur‐ Rasheed","3862326","Male","No","523","510","No","No",157,"General"
"01","6040720","6040720"," Kamdar Hutak","6040720","Male","No","278","274","No","No",158,"General"
"01","7827841","7827841","Muhammad Akbar Safi","7827841","Male","No","60","60","No","No",159,"General"
"01","972751","972751"," Muhammad Rafi","972751","Male","No","221","217","No","No",160,"General"
"01","5765416","5765416"," Shahla Rahimi","5765416","Female","No","77","76","No","No",161,"General"
"01","1051349","1051349","Ustad Sayed Yosuf Qadis","1051349","Male","No","236","233","No","No",162,"General"
"01","5750749","5750749"," Abdul Qadar","5750749","Male","No","135","129","No","No",163,"General"
"01","3466679","3466679"," Ahmad Salangi","3466679","Male","No","1046","1038","No","No",164,"General"
"01","11021649","11021649"," Khalil Ruman","11021649","Male","No","280","277","No","No",165,"General"
"01","11014324","11014324","Muhammad Alam Watan Dost","11014324","Male","No","893","732","No","No",166,"General"
"01","5765332","5765332"," Ahmad Shahpoor Ahmadi","5765332","Male","No","234","233","No","No",167,"General"
"01","1243575","1243575","Eng. Muhammad Khan","1243575","Male","No","1270","1331","No","No",168,"General"
"01","948420","948420","Ustad Nafisa Hanif Khush Naseeb","948420","Female","No","80","80","No","No",169,"General"
"01","5765425","5765425"," Dr. Raisa Seddiqi","5765425","Female","No","94","92","No","No",170,"General"
"01","828465","828465"," Fawad Sultani","828465","Male","No","888","886","No","No",171,"General"
"01","3466651","3466651","Abdul Hadi Rashid","3466651","Male","No","1736","1717","No","No",172,"General"
"01","3466674","3466674","Mazdur Yar","3466674","Male","No","172","169","No","No",173,"General"
"01","5765350","5765350"," Muhammad Ayoub Qasimi","5765350","Male","No","74","74","No","No",174,"General"
"01","5714443","5714443"," Masooma Muhammadi","5714443","Female","No","427","427","No","No",175,"General"
"01","11336357","11336357","Hayatullah Balaghi","11336357","Male","No","1351","1347","No","No",176,"General"
"01","3466627","3466627","Dr. Murtaza Kaiwan Basharmal","3466627","Male","No","472","469","No","No",177,"General"
"01","3612624","3612624","Torpekai Patman","3612624","Female","No","2258","2247","Yes","Yes",178,"General"
"01","6020244","6020244","Hajji Gul Nazem Farman Bahzad","6020244","Male","No","73","70","No","No",179,"General"
"01","1044702","1044702"," Hajji Muhammad Aman Safi","1044702","Male","No","185","161","No","No",180,"General"
"01","5765438","5765438","Nazira Ziayee","5765438","Female","No","37","36","No","No",181,"General"
"01","798530","798530","Hajji Roz‐ud‐Din","798530","Male","No","449","464","No","No",182,"General"
"01","4206518","4206518"," Hamid Khan Mumiez","4206518","Male","No","389","387","No","No",183,"General"
"01","981488","981488","Hajji Sikandar Farji","981488","Male","No","183","181","No","No",184,"General"
"01","2274719","2274719"," Fatima Naziri","2274719","Female","Yes","279","277","No","No",185,"General"
"01","6475120","6475120"," Saboor Shams","6475120","Male","No","195","193","No","No",186,"General"
"01","3466623","3466623","Wakeel Muhammad Hadi Hani","3466623","Male","No","91","91","No","No",187,"General"
"01","2260470","2260470"," Amanullah Qati","2260470","Male","No","384","384","No","No",188,"General"
"01","6043787","6043787"," Qais Hassan","6043787","Male","No","3608","3647","Yes","Yes",189,"General"
"01","5749744","5749744","Humaira Muhammadi","5749744","Female","No","77","77","No","No",190,"General"
"01","3010721","3010721","Muhammad Amin Gawhari","3010721","Male","No","46","45","No","No",191,"General"
"01","5765366","5765366","Qadam Ali Khadim","5765366","Male","No","1880","1866","No","No",192,"General"
"01","6374351","6374351"," Noor Agha Sahak","6374351","Male","No","1169","1159","No","No",193,"General"
"01","3466630","3466630"," Barimal Areenpoor","3466630","Male","No","99","99","No","No",194,"General"
"01","8464412","8464412","Hajji Muhammad Najem Ameri","8464412","Male","No","124","122","No","No",195,"General"
"01","8349990","8349990","Dr. Nimatullah","8349990","Male","Yes","1693","1692","No","No",196,"General"
"01","11041325","11041325","Abdullah Afzali","11041325","Male","No","395","388","No","No",197,"General"
"01","8958672","8958672"," Abdul Ali Saeed","8958672","Male","No","311","311","No","No",198,"General"
"01","5765386","5765386","Yaqub Shah Areenpoor","5765386","Male","No","437","432","No","No",199,"General"
"01","4781836","4781836"," Faridoon Alham Mahmoodi","4781836","Male","No","1383","1367","No","No",200,"General"
"01","620226","620226","Abdul Jamil Oryakhil","620226","Male","No","122","121","No","No",201,"General"
"01","3466645","3466645","Muhammad Ibrahim Babah","3466645","Male","No","262","261","No","No",202,"General"
"01","3664602","3664602","Sardar Barialay Amiri","3664602","Male","No","99","99","No","No",203,"General"
"01","5917527","5917527","Ahmad Ali Rashid","5917527","Male","No","187","187","No","No",204,"General"
"01","5765393","5765393","Dr. Abdul Kahalil Abasi","5765393","Male","No","79","78","No","No",205,"General"
"01","5138505","5138505"," Maulawi Baba Jan Seghani","5138505","Male","No","320","314","No","No",206,"General"
"01","3466649","3466649","Mudeer Muhammad  Zahir Malistani","3466649","Male","No","234","232","No","No",207,"General"
"01","3768441","3768441"," Jawad Neyosh","3768441","Male","No","223","223","No","No",208,"General"
"01","4754128","4754128"," Abdul Hafeez Mansoor","4754128","Male","No","2903","2848","Yes","Yes",209,"General"
"01","3455588","3455588"," Hajji Khawas Haqyar","3455588","Male","No","107","105","No","No",210,"General"
"01","5765339","5765339"," Ahmad Haidar Haidar","5765339","Male","No","113","113","No","No",211,"General"
"01","926537","926537","Muhammad Hakim Tursan","926537","Male","No","64","64","No","No",212,"General"
"01","11096632","11096632","Muhammad Zarif Nasiri A.K.A Mama","11096632","Male","No","502","500","No","No",213,"General"
"01","11380005","11380005","Diploma Eng. Abdul Wakeel Azizi","11380005","Male","No","270","268","No","No",214,"General"
"01","5765349","5765349"," Muhammad Yosuf Nooristani","5765349","Male","No","235","230","No","No",215,"General"
"01","10206325","10206325","Saranwal  Muhammad Ismail Babakarkhail","10206325","Male","No","422","410","No","No",216,"General"
"01","7408041","7408041","Fahim Kohdamani","7408041","Male","No","479","476","No","No",217,"General"
"01","3664607","3664607","Alhaj Muhaqiq Khalilullah Abqari","3664607","Male","No","68","66","No","No",218,"General"
"01","6139053","6139053","Hajji Muhammad Amir Bazil","6139053","Male","No","568","568","No","No",219,"General"
"01","5109113","5109113","General Aminullah Amarkhil","5109113","Male","No","0","257","No","No",220,"General"
"01","5765367","5765367","Eng. Abdul Wakeel Sadaat","5765367","Male","No","299","295","No","No",221,"General"
"01","6176526","6176526"," Dr. Jafar Mahdawi","6176526","Male","No","5013","5004","Yes","Yes",222,"General"
"01","3466615","3466615"," Hamid Shah Babakarkhil","3466615","Male","No","589","586","No","No",223,"General"
"01","788019","788019","Eng. Hedayatullah Zafari","788019","Male","No","56","57","No","No",224,"General"
"01","664088","664088","Alhaj Abdul Karim Karimi","664088","Male","No","12","11","No","No",225,"General"
"01","5125270","5125270"," Sayed Karim Agha","5125270","Male","No","237","237","No","No",226,"General"
"01","3899426","3899426","Ustad Hajji  Muhammad Akbar Darman","3899426","Male","No","178","178","No","No",227,"General"
"01","5765320","5765320"," Ahmad Farid Mahrabi","5765320","Male","No","529","527","No","No",228,"General"
"01","13886131","13886131","Sayed Muhammad Farhad Hashimi","13886131","Male","No","385","376","No","No",229,"General"
"01","3766150","3766150","Muhammad Jafar Kuhistani","3766150","Male","No","235","233","No","No",230,"General"
"01","5765328","5765328","Ajmal Gulab","5765328","Male","No","1413","1409","No","No",231,"General"
"01","972453","972453","Alhaj Sayed Abdul Nasir Yaqubi","972453","Male","No","686","684","No","No",232,"General"
"01","5765359","5765359","Qismat Khan","5765359","Male","No","356","356","No","No",233,"General"
"01","14257253","14257253","General Abdul Wahid Taqat","14257253","Male","No","633","623","No","No",234,"General"
"01","688007","688007","Malim Abid","688007","Male","No","958","957","No","No",235,"General"
"01","5765307","5765307","Alhaj Eng. Muhammad Haneef","5765307","Male","No","609","602","No","No",236,"General"
"01","610537","610537","Hamida Amiri","610537","Female","No","86","83","No","No",237,"General"
"01","5765310","5765310","Akhgar Shams","5765310","Male","No","319","318","No","No",238,"General"
"01","3443958","3443958"," Shamsullah Javid","3443958","Male","No","355","343","No","No",239,"General"
"01","1073284","1073284","Sayed Dawood Shah Murtazawi","1073284","Male","No","1123","1103","No","No",240,"General"
"01","5765305","5765305"," Iwaz Khan Dargai","5765305","Male","No","800","792","No","No",241,"General"
"01","6371192","6371192"," Sona Sahar","6371192","Female","No","186","181","No","No",242,"General"
"01","3699134","3699134","Muhammad Jafar  Rahimi S/O Hajji Qambar Tabib","3699134","Male","No","149","148","No","No",243,"General"
"01","3664616","3664616"," Alhaj Samiullah Karimi","3664616","Male","No","8","8","No","No",244,"General"
"01","6370858","6370858","Ustad Alia Husan Yar","6370858","Female","No","108","107","No","No",245,"General"
"01","8895893","8895893","Alhaj Abdul Qayoom Parsa","8895893","Male","No","1977","1974","No","No",246,"General"
"01","5765311","5765311","Hajji Najeebullah Kabuli","5765311","Male","Yes","937","932","No","No",247,"General"
"01","5749640","5749640"," Fawzia Sadat Samkanai","5749640","Female","No","199","195","No","No",248,"General"
"01","5765345","5765345","Muhammad Tahir Shuaib","5765345","Male","No","1313","1313","No","No",249,"General"
"01","3466629","3466629","Maulawi  Muhammad Mukhtar Muflih","3466629","Male","No","218","213","No","No",250,"General"
"01","5569480","5569480"," Turpekai Zia","5569480","Female","No","170","162","No","No",251,"General"
"01","5765376","5765376"," Abdul Mubeen Wahidi","5765376","Male","No","199","199","No","No",252,"General"
"01","630791","630791","Muhammad Zahir Abasi","630791","Male","No","337","337","No","No",253,"General"
"01","6494335","6494335"," Izatullah Nasratyar","6494335","Male","No","1184","1178","No","No",254,"General"
"01","4896564","4896564"," Sayed Asmatullah Wijdani","4896564","Male","No","195","171","No","No",255,"General"
"01","11011693","11011693","Hajji Muhammad Farhad Seddiqi","11011693","Male","No","5128","4878","Yes","Yes",256,"General"
"01","3440614","3440614","Alhaj Abdul Wasa Turkmani","3440614","Male","No","901","900","No","No",257,"General"
"01","14171676","14171676"," Robina Jalali","14171676","Female","No","1109","1087","No","No",258,"General"
"01","5765388","5765388","Alhaj Habibullah Amarkhil Janabdar","5765388","Male","No","367","366","No","No",259,"General"
"01","3664622","3664622","Shekh Abdul Bari Madani","3664622","Male","No","53","53","No","No",260,"General"
"01","14346501","14346501","Shakila Naveed","14346501","Female","No","60","59","No","No",261,"General"
"01","6359945","6359945","Hajji Nimatullah","6359945","Male","No","194","194","No","No",262,"General"
"01","6492372","6492372","Ustad Nima Suratgar","6492372","Female","No","114","112","No","No",263,"General"
"01","980690","980690"," Muhammad Dawood Jalali","980690","Male","No","301","302","No","No",264,"General"
"01","5765355","5765355","Qari Yar Muhammad Maihan Parast","5765355","Male","No","223","201","No","No",265,"General"
"01","6370396","6370396","Malalai Shinwari","6370396","Female","Yes","1062","1059","No","No",266,"General"
"01","3683895","3683895","Ustad Hajji Abas Hassan Zada","3683895","Male","No","940","933","No","No",267,"General"
"01","11336260","11336260"," Ustad Dr. Ahmad Zia Amiri Safi","11336260","Male","No","63","63","No","No",268,"General"
"01","5765399","5765399"," Alhaj Fazal Ahmad Sabat","5765399","Male","No","285","285","No","No",269,"General"
"01","7408029","7408029"," Hajji Shalizi Didar","7408029","Male","No","942","1195","No","No",270,"General"
"01","660038","660038","Alhaj Noorullah Noor","660038","Male","No","680","664","No","No",271,"General"
"01","980186","980186","Wahidullah Ghazikhil","980186","Male","No","709","709","No","No",272,"General"
"01","3709007","3709007","Hajji Aminullah Wijdan","3709007","Male","No","599","596","No","No",273,"General"
"01","3440463","3440463","Dr. Abdul Haq","3440463","Male","No","1180","1180","No","No",274,"General"
"01","4798985","4798985"," Noor Agha Mahmoodi","4798985","Male","No","1656","1627","No","No",275,"General"
"01","3466613","3466613"," Sayed Enayatullah Hufyani","3466613","Male","No","0","89","No","No",276,"General"
"01","7032991","7032991","Muhammad Afzal Habib Safi","7032991","Male","No","299","297","No","No",277,"General"
"01","3677437","3677437","Qazi Mahbubullah Shafiq","3677437","Male","No","68","67","No","No",278,"General"
"01","3466669","3466669","Sayed Muhammad Alam Hashimi","3466669","Male","No","101","97","No","No",279,"General"
