"province_code","province_name_eng","district_code","district_name_eng","district_or_subdivision_name","provincial_capital","pc_code","pc_name_eng","pc_location","prelim_ps_count","final_ps_count","prelim_results_reporting","final_results_reporting","pc_change_initial_final_plan","assessment_status","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"06","NANGARHAR","0617","MUHMAND DARA","MUHMAND DARA","NO","0617375"," Utmanzai Mosque","Gardi Otmanzi",NA,NA,"NO","NO","no change","Old",3000,48,6,0,7,0,0,3,32,2914,1154,1760,38,0,1182,1770,2952
"06","NANGARHAR","0617","MUHMAND DARA","MUHMAND DARA","NO","0617389"," Sagi Speen Jomat Mosque","Sagai",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0618","LAL POOR","LAL POOR","NO","0618392"," Gul Daag High School","Gul Dag Kalai",NA,NA,"NO","NO","no change","Old",3248,66,7,0,22,0,0,9,28,3181,2207,974,1,0,2207,975,3182
"06","NANGARHAR","0618","LAL POOR","LAL POOR","NO","0618393"," Chaknoor High School","Chaknoor Kalai",NA,NA,"NO","NO","no change","Not Assessed",3126,49,5,0,23,0,0,7,14,3074,1632,1442,3,0,1635,1442,3077
"06","NANGARHAR","0620","NAZYAN","NAZYAN","NO","0620413"," Jai Sar Mosque","Morchal Kalai",NA,NA,"NO","NO","no change","Old",294,12,5,0,3,0,0,3,1,282,179,103,0,0,179,103,282
"06","NANGARHAR","0620","NAZYAN","NAZYAN","NO","0620414"," Morchal Kali Maidan (Morchal village ground)","Morchal Kalai",NA,NA,"NO","NO","no change","Not Assessed",810,29,14,0,3,0,0,9,3,781,528,253,0,0,528,253,781
"06","NANGARHAR","0623","SPIN GHAR","SPIN GHAR","NO","0623334","Marouf Cheenah Jame Mosque","Marouf Cheenah",NA,NA,"NO","NO","added",NA,3168,101,10,0,17,0,0,16,58,3047,2041,1006,20,0,2061,1006,3067
"06","NANGARHAR","0623","SPIN GHAR","SPIN GHAR","NO","0623340","Zaree Kholah","Zaree Kholah Kalai",NA,NA,"NO","NO","added",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0623","SPIN GHAR","SPIN GHAR","NO","0623352","Ilyas Ba Ba School","Wach Got",NA,NA,"NO","NO","added",NA,2082,105,5,0,14,0,0,6,80,1975,1133,842,2,0,1134,843,1977
"06","NANGARHAR","0623","SPIN GHAR","SPIN GHAR","NO","0623354","Morgii Mosque","Morgai Kalai",NA,NA,"NO","NO","added",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0623","SPIN GHAR","SPIN GHAR","NO","0623356","Momand Clinic","Showkanai",NA,NA,"NO","NO","added",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","ALINGAR","NO","0704094"," Sanderwa School","Sanderwa",NA,NA,"NO","NO","no change","Relocated",420,43,18,0,1,0,0,9,15,372,320,52,5,0,325,52,377
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705109"," Mosque","Gadyalah",NA,NA,"NO","NO","no change","Not Assessed",384,24,9,0,5,0,0,6,4,360,278,82,0,0,278,82,360
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705111"," Mosque","Kasheedor ",NA,NA,"NO","NO","no change","Not Assessed",666,97,18,0,12,0,0,27,40,565,515,50,4,0,519,50,569
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705112"," New Bala Deh School","New Bala Deh",NA,NA,"NO","NO","no change","Not Assessed",1056,86,12,0,13,0,0,24,37,870,753,117,100,0,851,119,970
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705113"," Keel Mosque","Keel",NA,NA,"NO","NO","no change","Old",1116,75,35,0,7,0,0,30,3,1041,599,442,0,0,599,442,1041
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705114"," Neel Khan Mosque","Neel Khan",NA,NA,"NO","NO","no change","Old",948,68,22,0,13,0,0,21,12,880,880,0,0,0,880,0,880
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705116"," Karak Mosque","Karak",NA,NA,"NO","NO","no change","Old",1602,84,19,0,16,0,0,14,35,1518,780,738,0,0,780,738,1518
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705117"," Chashdar School","Chashdar",NA,NA,"NO","NO","no change","Old",420,113,13,0,87,0,0,5,8,307,179,128,0,0,179,128,307
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705118"," Sang Peetak School","Sang Peetak",NA,NA,"NO","NO","no change","New",744,53,21,0,8,0,0,1,23,691,377,314,0,0,377,314,691
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705119"," Peetak Mosque","Peetak",NA,NA,"NO","NO","no change","Old",1608,123,43,0,20,0,0,16,44,1484,1041,443,1,0,1042,443,1485
"07","LAGHMAN","0705","DAWLATSHAH","DAWLATSHAH","NO","0705120"," Gamandook Mosque","Gamandok",NA,NA,"NO","NO","no change","Old",516,18,12,0,2,0,0,0,4,498,388,110,0,0,388,110,498
"09","BAGHLAN","0901","PULE KHUMRI","PULE KHUMRI","YES","0901019","Toor Shaheed School","Khalazai village",NA,NA,"NO","NO","no change","Old",1368,196,10,0,8,0,0,165,13,1154,718,436,18,0,736,436,1172
"09","BAGHLAN","0901","PULE KHUMRI","PULE KHUMRI","YES","0901037","Kuhnah Masjid","Surkh Kotal School",NA,NA,"NO","NO","no change","Not Assessed",18,6,6,0,0,0,0,0,0,12,12,0,0,0,12,0,12
"09","BAGHLAN","0901","PULE KHUMRI","PULE KHUMRI","YES","0901038","Chashma e Sheer School","Eisa Bye village",NA,NA,"NO","NO","no change","Old",138,9,7,0,0,0,0,1,1,124,117,7,5,0,122,7,129
"09","BAGHLAN","0901","PULE KHUMRI","PULE KHUMRI","YES","0901040","Aljihad Mahajereen School","<Null>",NA,NA,"NO","NO","no change","Old",126,13,11,0,1,0,0,0,1,111,105,6,2,0,107,6,113
"09","BAGHLAN","0901","PULE KHUMRI","PULE KHUMRI","YES","0901041","Khwajah Alwan camp, Pul e Khumri Mazar Shareef Ro*","Khwaja Alwan, Camp Kuhnah",NA,NA,"NO","NO","no change","Old",534,26,13,0,4,0,0,5,4,415,387,28,93,0,476,32,508
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903068","Kyan School","Markaz Kyan",NA,NA,"NO","NO","no change","Old",1800,26,4,0,4,0,0,7,11,1772,584,1188,2,0,584,1190,1774
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903081","Kuru village Jame Madrassah","Karoo village",NA,NA,"NO","NO","no change","Not Assessed",186,19,8,0,1,0,0,3,7,167,156,11,0,0,156,11,167
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903082","Saloon Ijtemai (Community Hall) Zard Sang","Zard Sang village",NA,NA,"NO","NO","no change","Old",823,45,9,0,16,0,0,1,19,777,390,387,1,0,391,387,778
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903083","Sang Surakh Secondary School","Sang Sorakh",NA,NA,"NO","NO","no change","Old",1380,51,21,0,11,0,0,12,7,1326,767,559,3,0,770,559,1329
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903085","Kelah Gai High School","Kelah Gai village",NA,NA,"NO","NO","no change","Old",2004,72,15,0,15,0,0,9,33,1930,1222,708,2,0,1224,708,1932
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903086","LarKhwab School","Darah e Larkhwab",NA,NA,"NO","NO","no change","Old",2304,69,19,0,24,0,0,3,23,2235,1152,1083,0,0,1152,1083,2235
"09","BAGHLAN","0903","DOSHI","DOSHI","NO","0903087","Chehel Kapah School","Chehel Kapah",NA,NA,"NO","NO","no change","Old",2388,85,21,0,25,0,0,11,28,2283,1134,1149,20,0,1154,1149,2303
"09","BAGHLAN","0904","NAHREEN","NAHREEN","NO","0904100","Syah Darah School","Aab Mazar",NA,NA,"NO","NO","no change","New",2863,66,17,0,19,0,0,10,20,2787,1610,1177,10,0,1619,1178,2797
"09","BAGHLAN","0904","NAHREEN","NAHREEN","NO","0904107","Mir Mohammad Shaheed Ilhaqia School","Darah Gai Dasht e Qazi",NA,NA,"NO","NO","no change","New",906,228,21,0,166,0,0,8,33,677,523,154,1,0,524,154,678
"09","BAGHLAN","0904","NAHREEN","NAHREEN","NO","0904109","Hazrat Usman School","Sarak Sayad",NA,NA,"NO","NO","no change","Old",924,48,24,0,6,0,0,3,15,876,652,224,0,0,652,224,876
"09","BAGHLAN","0904","NAHREEN","NAHREEN","NO","0904116","Tali ha School","Tali ha",NA,NA,"NO","NO","no change","Old",3000,86,15,0,9,0,0,10,52,2909,1741,1168,5,0,1745,1169,2914
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905130","Nazukmeer Shaheed School","Sarak Hashtum  (Street 8)",NA,NA,"NO","NO","no change","Old",550,36,10,0,9,0,0,1,16,512,381,131,2,0,383,131,514
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905131","Khwajah Khan Baba School","Sarak 12 (Street 12) Khwajah Khan",NA,NA,"NO","NO","no change","Old",2586,140,9,0,56,0,0,20,55,1758,964,794,688,0,1298,1148,2446
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905147","Chahar Shanbah Tepah School","Tahiri ha village",NA,NA,"NO","NO","no change","Old",1752,286,1,0,26,0,0,1,258,1465,977,488,1,0,977,489,1466
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905150","Abu Had Jarkhushk School","Jar e Khushk",NA,NA,"NO","NO","no change","Old",2814,72,13,0,22,0,0,4,33,2613,1685,928,129,0,1760,982,2742
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905154","Shahi Khil Secondary School","Shahi Khil",NA,NA,"NO","NO","no change","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905155","Allauddin Jame Mosque","Shahi Khil village",NA,NA,"NO","NO","no change","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905156","Mangal Ha Boys High School","Mangal ha village",NA,NA,"NO","NO","no change","Old",4794,301,4,0,37,0,0,66,194,4486,2304,2182,7,0,2311,2182,4493
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905160","Arab ha village, on the left side of the Qasarkhil","Qeshlaq  (village) Arab ha",NA,NA,"NO","NO","no change","Old",1194,62,8,0,11,0,0,27,16,1129,754,375,3,0,756,376,1132
"09","BAGHLAN","0905","BAGHLAN JADID","BAGHLAN JADID","NO","0905161","Qaisarkhil High School","Qaisarkhil",NA,NA,"NO","NO","no change","Old",1308,114,11,0,12,0,0,20,71,1194,757,437,0,0,757,437,1194
"09","BAGHLAN","0910","BORKA","BORKA","NO","0910207","Sai Hazarah Secondary School","Haji Hazrat Shah village",NA,NA,"NO","NO","no change","Old",3438,121,14,1,20,0,0,35,51,3315,1666,1649,2,0,1667,1650,3317
"09","BAGHLAN","0910","BORKA","BORKA","NO","0910212","Chappah School","Chapah",NA,NA,"NO","NO","no change","Old",1019,99,23,0,11,0,0,13,52,920,550,370,0,0,550,370,920
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911223","Amir Naziah Mosque","Dahana e Reshqab",NA,NA,"NO","NO","no change","Old",2400,114,10,0,14,0,0,3,87,2284,1137,1147,2,0,1138,1148,2286
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911224","Gardandah Jame Mosque","Gardandah",NA,NA,"NO","NO","no change","New",2400,91,11,0,34,0,0,22,24,2309,1160,1149,0,0,1160,1149,2309
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911227","Sang Paran Mosque","Sang Paran",NA,NA,"NO","NO","no change","New",1200,102,2,0,71,0,0,6,23,1098,545,553,0,0,545,553,1098
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911228","Kololah Sang Mosque","Kulula Sang",NA,NA,"NO","NO","no change","Old",2400,77,6,0,37,0,0,8,26,2322,1177,1145,1,0,1178,1145,2323
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911230","Khelar Secondary School","Khilar",NA,NA,"NO","NO","no change","New",1794,88,4,0,13,0,0,15,56,1705,566,1139,1,0,566,1140,1706
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911231","Wadu High School","Wadur",NA,NA,"NO","NO","no change","Old",600,29,3,0,5,0,0,14,7,571,571,0,0,0,571,0,571
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911232","Tarmesh School","Tarmesh",NA,NA,"NO","NO","no change","Relocated",1800,33,6,0,7,0,0,7,13,1767,582,1185,0,0,582,1185,1767
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911233","Bilandi Ashraf Madrassah","Bilandi Ashraf village",NA,NA,"NO","NO","no change","Old",1799,87,19,0,11,0,0,21,36,1712,1140,572,0,0,1140,572,1712
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911235","Talah Boys High School","Talah district center",NA,NA,"NO","NO","no change","Old",4800,228,14,0,63,0,0,63,88,4570,2246,2324,2,0,2248,2324,4572
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911236","Barfak Secondary School","Surkh Joi",NA,NA,"NO","NO","no change","Old",3000,250,30,1,137,0,0,31,51,2750,1701,1049,0,0,1701,1049,2750
"09","BAGHLAN","0911","TALA WA BARFAK","TALA WA BARFAK","NO","0911237","Nomania Madrassah","Zer Bagh",NA,NA,"NO","NO","no change","Old",4200,166,11,0,79,0,0,28,48,4033,2338,1695,1,0,2338,1696,4034
"09","BAGHLAN","0913","KHOST WA FERENG","KHOST WA FERENG","NO","0913257","Sabz Mohammad Khan High School","Farghanbel",NA,NA,"NO","NO","no change","Old",1416,133,16,0,11,0,0,33,73,1282,770,512,1,0,770,513,1283
"09","BAGHLAN","0913","KHOST WA FERENG","KHOST WA FERENG","NO","0913266","Baharak Secondary School","Baharak",NA,NA,"NO","NO","no change","Old",504,51,23,0,5,0,0,8,15,453,383,70,0,0,383,70,453
"09","BAGHLAN","0913","KHOST WA FERENG","KHOST WA FERENG","NO","0913271","Sachi Secondary School","Sachi",NA,NA,"NO","NO","no change","Old",1200,86,7,0,12,0,0,11,56,1114,547,567,0,0,547,567,1114
"10","BAMYAN","1002","SHEBAR","SHEBAR","NO","1002046"," Sar e Qundi Baghak Madrassah","Imandab, Sar e Qundi Baghak",NA,NA,"NO","NO","no change","Old",702,51,32,0,9,0,0,0,10,651,359,292,0,0,359,292,651
"12","PAKTIKA","1203","YOSUFKHEL","YOSUFKHEL","NO","1203028"," Aryana School"," Mashkhil",3,0,"YES","NO","no change","Relocated",1050,72,26,0,8,0,0,2,36,959,747,212,19,0,766,212,978
"12","PAKTIKA","1203","YOSUFKHEL","YOSUFKHEL","NO","1203032"," Barat Khil Girls School"," Barat Khil",3,0,"YES","NO","no change","New",924,41,9,0,11,0,0,2,19,883,696,187,0,0,696,187,883
"12","PAKTIKA","1205","SAR RAWZA","SAR RAWZA","NO","1205052"," Sultani High School"," Sultani",3,0,"YES","NO","no change","Relocated",1272,118,5,0,11,0,0,4,98,1152,941,211,2,0,943,211,1154
"12","PAKTIKA","1207","ZARGHONSHAHR","ZARGHONSHAHR","NO","1207064"," Bi Bi Ayesh School"," Mili Zai",1,0,"YES","NO","no change","Relocated",600,54,0,1,13,0,0,13,27,545,545,0,1,0,546,0,546
"12","PAKTIKA","1208","GOMAL","GOMAL","NO","1208094"," Sayed Khil Mosque"," Sayed Khil",NA,NA,"NO","NO","no change","Not Assessed",2400,43,0,0,8,0,0,3,32,2301,1720,581,56,0,1776,581,2357
"12","PAKTIKA","1208","GOMAL","GOMAL","NO","1208097"," Eisa Jee School"," Menzai",NA,NA,"NO","NO","no change","Not Assessed",1578,47,10,0,13,0,0,5,19,1528,1528,0,3,0,1531,0,1531
"12","PAKTIKA","1208","GOMAL","GOMAL","NO","1208101"," Mullah Dawlat Madrassah"," Zawlo Khil",NA,NA,"NO","NO","no change","Not Assessed",1434,59,3,0,8,0,0,13,35,1374,1374,0,1,0,1375,0,1375
"12","PAKTIKA","1209","JANIKHEL","JANIKHEL","NO","1209111"," Shahturo Primary School"," Shah Tori",NA,NA,"NO","NO","no change","Relocated",3594,168,16,0,58,0,0,24,70,3036,2084,952,390,0,2257,1169,3426
"12","PAKTIKA","1210","SAROBI","SAROBI","NO","1210116"," Ahmadya Secondary School"," Hebathi",1,0,"YES","NO","no change","Relocated",1200,80,0,0,17,0,0,19,44,1120,555,565,0,0,555,565,1120
"12","PAKTIKA","1211","URGUN","URGUN","NO","1211134"," Ali Baz Melmastoon (Guest House)"," Pushte Village",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","PAKTIKA","1211","URGUN","URGUN","NO","1211142"," Dahane Secondary School"," Dahana village",2,0,"YES","NO","no change","New",558,36,6,0,6,0,0,4,20,522,505,17,0,0,505,17,522
"12","PAKTIKA","1211","URGUN","URGUN","NO","1211149"," Urgoon old Girls School"," Zorr Urgoon ",3,0,"YES","NO","no change","Old",1284,80,15,0,14,0,0,16,35,1204,923,281,0,0,923,281,1204
"12","PAKTIKA","1211","URGUN","URGUN","NO","1211151"," Ghoch School"," Qalla Jani",4,0,"YES","NO","no change","Old",2226,114,16,0,9,0,0,2,87,2094,1081,1013,18,0,1099,1013,2112
"12","PAKTIKA","1214","BARAL","BARAL","NO","1214183"," Border Ahmadzai Mosque"," Ahmadzai Madrassah",2,0,"YES","NO","no change","Old",708,30,8,0,6,0,0,1,15,678,587,91,0,0,587,91,678
"12","PAKTIKA","1216","DELA","DELA","NO","1216209"," Health Clinic"," District Center",NA,NA,"NO","NO","no change","Not Assessed",2353,54,9,0,10,0,0,12,23,2298,1714,584,1,0,1715,584,2299
"12","PAKTIKA","1216","DELA","DELA","NO","1216210"," Akbar Jan Shop"," District Center",NA,NA,"NO","NO","no change","Not Assessed",1248,28,2,0,12,0,0,2,12,1219,1173,46,1,0,1174,46,1220
"13","PAKTYA","1301","GARDEZ","GARDEZ","YES","1301008"," Ibrahim Khil School"," Ibrahim Khil",2,0,"YES","NO","no change","Old",144,18,5,0,4,0,0,5,4,126,102,24,0,0,102,24,126
"13","PAKTYA","1302","AHMADABA","AHMADABA","NO","1302033"," Borgai School"," Borgaio Village village",NA,NA,"NO","NO","no change","Old",4199,99,3,1,24,0,0,27,44,4002,1113,2889,96,2,1158,2942,4100
"13","PAKTYA","1302","AHMADABA","AHMADABA","NO","1302035"," Fazel Khil Jame Mosque"," Gharrak",NA,NA,"NO","NO","no change","Old",1200,56,6,0,9,0,0,0,41,1059,504,555,84,1,586,558,1144
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303037"," Shahi Kot School"," Armah Shahi Kot",NA,NA,"NO","NO","no change","Old",1859,84,4,0,26,0,0,35,19,1771,1720,51,4,0,1724,51,1775
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303038"," District Center Armah"," Armah ",NA,NA,"NO","NO","no change","Old",210,44,0,0,2,0,0,0,42,165,113,52,1,0,114,52,166
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303048"," Batoor High School"," Batoor",NA,NA,"NO","NO","no change","Old",1152,49,2,0,13,0,0,21,13,1103,1103,0,0,0,1103,0,1103
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303050"," Sahak Clinic"," Sahak",NA,NA,"NO","NO","no change","Old",1098,27,8,0,0,0,0,16,3,1009,936,73,62,0,998,73,1071
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303051"," Sahak High School"," Sahak",NA,NA,"NO","NO","no change","Old",2814,111,5,0,26,0,0,42,38,2689,2287,402,14,0,2301,402,2703
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303052"," Haibat School"," Haibat Khil",NA,NA,"NO","NO","no change","Relocated",2058,72,11,0,17,0,0,28,16,1946,1863,83,40,0,1903,83,1986
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303053"," Shamolzai School"," Shamolzai Sahak",NA,NA,"NO","NO","no change","Relocated",156,10,7,0,2,0,0,0,1,137,75,62,9,0,84,62,146
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303054"," Shagom Bala Madrassah"," Haibat Khil",NA,NA,"NO","NO","no change","Old",600,9,0,0,3,0,0,0,6,591,0,591,0,0,0,591,591
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303055"," Dagar Ji Mosque"," Gerji",NA,NA,"NO","NO","no change","Relocated",2562,99,14,0,20,0,0,39,26,2439,2092,347,24,0,2111,352,2463
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303056"," Dawlat Khan village Mosque"," Dawlat Khan",NA,NA,"NO","NO","no change","Old",696,14,1,0,7,0,0,6,0,596,538,58,86,0,586,96,682
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303057"," Kolalgo High School"," Kolalgu",NA,NA,"NO","NO","no change","Old",2592,129,3,0,31,0,0,45,50,2462,2270,192,1,0,2271,192,2463
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303058"," Itefaq School"," Jeghatyan Kolalgu",NA,NA,"NO","NO","no change","Old",2640,103,6,0,18,0,0,37,42,2530,2294,236,7,0,2301,236,2537
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303059"," Koti Khil School"," Koti Khil",NA,NA,"NO","NO","no change","Old",1063,33,4,0,14,0,0,1,14,717,631,86,313,0,944,86,1030
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303060"," Dawlat Zai High School"," Makawah Dawlat zai",NA,NA,"NO","NO","no change","Old",1200,56,2,0,5,0,0,2,47,837,411,426,307,0,551,593,1144
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303065"," Alozo School"," Alozo Kala, Sourkai",NA,NA,"NO","NO","no change","Old",1584,106,10,0,7,0,0,36,53,1478,1262,216,0,0,1262,216,1478
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303066"," Soorkai School"," Sourkai",NA,NA,"NO","NO","no change","Old",1506,122,7,0,10,0,0,26,79,1376,1144,232,8,0,1152,232,1384
"13","PAKTYA","1303","ZURMAT","ZURMAT","NO","1303067"," Kam Jamali village Mosque"," Sourkai",NA,NA,"NO","NO","no change","Relocated",522,18,7,0,2,0,0,3,6,503,428,75,1,0,429,75,504
"13","PAKTYA","1305","ZADRAN","ZADRAN","NO","1305072"," Adah Mosque"," Moti",NA,NA,"NO","NO","no change","Old",1500,36,6,0,10,0,0,10,10,1463,894,569,1,0,895,569,1464
"13","PAKTYA","1305","ZADRAN","ZADRAN","NO","1305073"," Moti Mosque"," Ster Village Meti",NA,NA,"NO","NO","no change","Relocated",2394,35,1,0,6,0,0,5,23,2359,1190,1169,0,0,1190,1169,2359
"13","PAKTYA","1305","ZADRAN","ZADRAN","NO","1305082"," Keen Lagad Mosque"," Keen Lagad",NA,NA,"NO","NO","no change","Relocated",1200,53,0,0,31,0,0,13,9,1146,583,563,1,0,584,563,1147
"13","PAKTYA","1306","SAYEDKARAM","SAYEDKARAM","NO","1306091"," Boqar Mosque"," Usman Khil",NA,NA,"NO","NO","no change","Relocated",3600,117,11,0,35,0,0,5,66,3473,1717,1756,10,0,1724,1759,3483
"13","PAKTYA","1306","SAYEDKARAM","SAYEDKARAM","NO","1306093"," Khan Khil School"," Khan Khil, Bar Kalgar",NA,NA,"NO","NO","no change","Old",2994,78,4,0,29,0,0,0,45,2916,1747,1169,0,0,1747,1169,2916
"13","PAKTYA","1306","SAYEDKARAM","SAYEDKARAM","NO","1306094"," Khoshal Khil Madrassah"," Khoshal Khil",NA,NA,"NO","NO","no change","Old",792,46,4,0,10,0,0,1,31,742,521,221,4,0,525,221,746
"13","PAKTYA","1306","SAYEDKARAM","SAYEDKARAM","NO","1306096"," Shajanak School"," Sajanak",NA,NA,"NO","NO","no change","Relocated",1200,64,1,0,28,0,0,9,26,1135,573,562,1,0,573,563,1136
"13","PAKTYA","1306","SAYEDKARAM","SAYEDKARAM","NO","1306099"," Khand Khil School"," Khand Khil",NA,NA,"NO","NO","no change","Old",1668,69,9,0,14,0,0,23,23,1584,897,687,15,0,912,687,1599
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307105"," Kotkai Mosque"," Kotki",2,0,"YES","NO","no change","Old",2400,91,10,0,41,0,0,11,29,2307,1141,1166,2,0,1142,1167,2309
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307106"," Gul Ghundai Mosque"," Gul Ghondi",5,0,"YES","NO","no change","Old",4200,124,3,0,42,0,0,16,63,4074,2325,1749,2,0,2326,1750,4076
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307107"," Soor Gul School"," Sour Gul",4,0,"YES","NO","no change","Old",3600,75,14,0,34,0,0,3,24,3513,1748,1765,12,0,1759,1766,3525
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307108"," Mohammadullah School"," Belawoot",NA,NA,"NO","NO","no change","Old",2400,40,1,0,12,0,0,10,17,2359,1179,1180,1,0,1179,1181,2360
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307109"," Faqeer Baba School"," Lar Lewanai or Shareef Village",2,0,"YES","NO","no change","Old",4800,182,4,0,137,0,0,9,32,4601,2348,2253,16,1,2363,2255,4618
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307110"," Patlaw Clinic"," Ali Sangi",NA,NA,"NO","NO","no change","Relocated",2400,705,9,0,651,0,0,1,44,1694,757,937,1,0,758,937,1695
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307111"," Ali Sangai Clinic"," Ali Sangi Payan",1,0,"YES","NO","no change","Old",3600,112,1,0,36,0,0,7,68,3487,1750,1737,1,0,1750,1738,3488
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307112"," Ahmad Khil School"," Ghonzai Ahmad Khil",5,0,"YES","NO","no change","Old",3144,134,21,0,29,0,0,15,69,3010,2183,827,0,0,2183,827,3010
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307113"," Khwazi Khil Speen Masjid Mosque"," Khwazi Khil",2,0,"YES","NO","no change","Relocated",2400,203,17,0,39,0,0,7,140,2197,1068,1129,0,0,1068,1129,2197
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307114"," Kanna Khil School"," Kanna Khil",5,0,"YES","NO","no change","Old",3570,68,16,0,29,0,0,3,20,3500,1761,1739,0,2,1762,1740,3502
"13","PAKTYA","1307","JAJEE","JAJEE","NO","1307115"," Mahram Astya School"," Mahram Astya",2,0,"YES","NO","no change","Old",1200,24,2,0,10,0,0,4,8,1176,590,586,0,0,590,586,1176
