"results_status","province_code","district_code","pc_code","reporting_results"
"FINAL","06","0615","0615348","YES"
"PRELIMINARY","06","0615","0615348","YES"
"FINAL","06","0615","0615349","YES"
"PRELIMINARY","06","0615","0615349","YES"
"FINAL","06","0615","0615350","NO"
"PRELIMINARY","06","0615","0615350","NO"
"FINAL","06","0615","0615351","NO"
"PRELIMINARY","06","0615","0615351","NO"
"FINAL","06","0615","0615352","NO"
"PRELIMINARY","06","0615","0615352","NO"
"FINAL","06","0615","0615353","NO"
"PRELIMINARY","06","0615","0615353","NO"
"FINAL","06","0615","0615354","NO"
"PRELIMINARY","06","0615","0615354","NO"
"FINAL","06","0615","0615355","NO"
"PRELIMINARY","06","0615","0615355","NO"
"FINAL","06","0615","0615356","NO"
"PRELIMINARY","06","0615","0615356","NO"
"FINAL","06","0615","0615357","NO"
"PRELIMINARY","06","0615","0615357","NO"
"FINAL","06","0616","0616358","YES"
"PRELIMINARY","06","0616","0616358","YES"
"FINAL","06","0616","0616359","YES"
"PRELIMINARY","06","0616","0616359","YES"
"FINAL","06","0616","0616360","YES"
"PRELIMINARY","06","0616","0616360","YES"
"FINAL","06","0616","0616361","YES"
"PRELIMINARY","06","0616","0616361","YES"
"FINAL","06","0616","0616362","YES"
"PRELIMINARY","06","0616","0616362","YES"
"FINAL","06","0616","0616363","YES"
"PRELIMINARY","06","0616","0616363","YES"
"FINAL","06","0616","0616364","NO"
"PRELIMINARY","06","0616","0616364","NO"
"FINAL","06","0616","0616365","YES"
"PRELIMINARY","06","0616","0616365","YES"
"FINAL","06","0616","0616366","YES"
"PRELIMINARY","06","0616","0616366","YES"
"FINAL","06","0616","0616367","NO"
"PRELIMINARY","06","0616","0616367","NO"
"FINAL","06","0616","0616368","YES"
"PRELIMINARY","06","0616","0616368","YES"
"FINAL","06","0616","0616369","NO"
"PRELIMINARY","06","0616","0616369","NO"
"FINAL","06","0616","0616370","NO"
"PRELIMINARY","06","0616","0616370","NO"
"FINAL","06","0617","0617371","YES"
"PRELIMINARY","06","0617","0617371","YES"
"FINAL","06","0617","0617372","YES"
"PRELIMINARY","06","0617","0617372","YES"
"FINAL","06","0617","0617373","YES"
"PRELIMINARY","06","0617","0617373","YES"
"FINAL","06","0617","0617374","YES"
"PRELIMINARY","06","0617","0617374","YES"
"FINAL","06","0617","0617375","NO"
"PRELIMINARY","06","0617","0617375","NO"
"FINAL","06","0617","0617376","YES"
"PRELIMINARY","06","0617","0617376","YES"
"FINAL","06","0617","0617377","YES"
"PRELIMINARY","06","0617","0617377","YES"
"FINAL","06","0617","0617378","YES"
"PRELIMINARY","06","0617","0617378","YES"
"FINAL","06","0617","0617379","YES"
"PRELIMINARY","06","0617","0617379","YES"
"FINAL","06","0617","0617380","YES"
"PRELIMINARY","06","0617","0617380","YES"
"FINAL","06","0617","0617381","YES"
"PRELIMINARY","06","0617","0617381","YES"
"FINAL","06","0617","0617382","YES"
"PRELIMINARY","06","0617","0617382","YES"
"FINAL","06","0617","0617383","YES"
"PRELIMINARY","06","0617","0617383","YES"
"FINAL","06","0617","0617384","NO"
"PRELIMINARY","06","0617","0617384","NO"
"FINAL","06","0617","0617385","NO"
"PRELIMINARY","06","0617","0617385","NO"
"FINAL","06","0617","0617386","NO"
"PRELIMINARY","06","0617","0617386","NO"
"FINAL","06","0617","0617387","YES"
"PRELIMINARY","06","0617","0617387","YES"
"FINAL","06","0617","0617388","YES"
"PRELIMINARY","06","0617","0617388","YES"
"FINAL","06","0617","0617389","NO"
"PRELIMINARY","06","0617","0617389","NO"
"FINAL","06","0618","0618390","YES"
"PRELIMINARY","06","0618","0618390","YES"
"FINAL","06","0618","0618391","YES"
"PRELIMINARY","06","0618","0618391","YES"
"FINAL","06","0618","0618392","NO"
"PRELIMINARY","06","0618","0618392","NO"
"FINAL","06","0618","0618393","NO"
"PRELIMINARY","06","0618","0618393","NO"
"FINAL","06","0619","0619394","NO"
"PRELIMINARY","06","0619","0619394","NO"
"FINAL","06","0619","0619395","NO"
"PRELIMINARY","06","0619","0619395","NO"
"FINAL","06","0619","0619396","NO"
"PRELIMINARY","06","0619","0619396","NO"
"FINAL","06","0619","0619397","NO"
"PRELIMINARY","06","0619","0619397","NO"
"FINAL","06","0619","0619398","NO"
"PRELIMINARY","06","0619","0619398","NO"
"FINAL","06","0619","0619399","YES"
"PRELIMINARY","06","0619","0619399","YES"
"FINAL","06","0619","0619400","NO"
"PRELIMINARY","06","0619","0619400","NO"
"FINAL","06","0619","0619401","NO"
"PRELIMINARY","06","0619","0619401","NO"
"FINAL","06","0619","0619402","NO"
"PRELIMINARY","06","0619","0619402","NO"
"FINAL","06","0619","0619403","NO"
"PRELIMINARY","06","0619","0619403","NO"
"FINAL","06","0619","0619404","NO"
"PRELIMINARY","06","0619","0619404","NO"
"FINAL","06","0619","0619405","NO"
"PRELIMINARY","06","0619","0619405","NO"
"FINAL","06","0620","0620406","NO"
"PRELIMINARY","06","0620","0620406","NO"
"FINAL","06","0620","0620407","NO"
"PRELIMINARY","06","0620","0620407","NO"
"FINAL","06","0620","0620408","NO"
"PRELIMINARY","06","0620","0620408","NO"
"FINAL","06","0620","0620409","NO"
"PRELIMINARY","06","0620","0620409","NO"
"FINAL","06","0620","0620410","NO"
"PRELIMINARY","06","0620","0620410","NO"
"FINAL","06","0620","0620411","NO"
"PRELIMINARY","06","0620","0620411","NO"
"FINAL","06","0620","0620412","NO"
"PRELIMINARY","06","0620","0620412","NO"
"FINAL","06","0620","0620413","NO"
"PRELIMINARY","06","0620","0620413","NO"
"FINAL","06","0620","0620414","NO"
"PRELIMINARY","06","0620","0620414","NO"
"FINAL","06","0620","0620415","YES"
"PRELIMINARY","06","0620","0620415","YES"
"FINAL","06","0620","0620416","YES"
"PRELIMINARY","06","0620","0620416","YES"
"FINAL","06","0620","0620417","YES"
"PRELIMINARY","06","0620","0620417","YES"
"FINAL","06","0620","0620418","YES"
"PRELIMINARY","06","0620","0620418","YES"
"FINAL","06","0620","0620419","YES"
"PRELIMINARY","06","0620","0620419","YES"
"FINAL","06","0620","0620420","YES"
"PRELIMINARY","06","0620","0620420","YES"
"FINAL","06","0621","0621421","NO"
"PRELIMINARY","06","0621","0621421","NO"
"FINAL","06","0621","0621422","NO"
"PRELIMINARY","06","0621","0621422","NO"
"FINAL","06","0621","0621423","NO"
"PRELIMINARY","06","0621","0621423","NO"
"FINAL","06","0621","0621424","NO"
"PRELIMINARY","06","0621","0621424","NO"
"FINAL","06","0621","0621425","NO"
"PRELIMINARY","06","0621","0621425","NO"
"FINAL","06","0621","0621426","YES"
"PRELIMINARY","06","0621","0621426","YES"
"FINAL","06","0621","0621427","YES"
"PRELIMINARY","06","0621","0621427","YES"
"FINAL","06","0621","0621428","YES"
"PRELIMINARY","06","0621","0621428","YES"
"FINAL","06","0621","0621429","NO"
"PRELIMINARY","06","0621","0621429","NO"
"FINAL","06","0621","0621430","YES"
"PRELIMINARY","06","0621","0621430","YES"
"FINAL","06","0621","0621431","YES"
"PRELIMINARY","06","0621","0621431","YES"
"FINAL","06","0621","0621432","NO"
"PRELIMINARY","06","0621","0621432","NO"
"FINAL","06","0621","0621433","NO"
"PRELIMINARY","06","0621","0621433","NO"
"FINAL","06","0621","0621434","NO"
"PRELIMINARY","06","0621","0621434","NO"
"FINAL","06","0621","0621435","NO"
"PRELIMINARY","06","0621","0621435","NO"
"FINAL","06","0621","0621436","NO"
"PRELIMINARY","06","0621","0621436","NO"
"FINAL","06","0621","0621437","NO"
"PRELIMINARY","06","0621","0621437","NO"
"FINAL","06","0621","0621438","NO"
"PRELIMINARY","06","0621","0621438","NO"
"FINAL","06","0621","0621439","NO"
"PRELIMINARY","06","0621","0621439","NO"
"FINAL","06","0621","0621440","NO"
"PRELIMINARY","06","0621","0621440","NO"
"FINAL","06","0621","0621441","NO"
"PRELIMINARY","06","0621","0621441","NO"
"FINAL","06","0621","0621442","NO"
"PRELIMINARY","06","0621","0621442","NO"
"FINAL","06","0621","0621443","NO"
"PRELIMINARY","06","0621","0621443","NO"
"FINAL","06","0621","0621444","NO"
"PRELIMINARY","06","0621","0621444","NO"
"FINAL","06","0621","0621445","NO"
"PRELIMINARY","06","0621","0621445","NO"
"FINAL","06","0622","0622446","YES"
"PRELIMINARY","06","0622","0622446","YES"
"FINAL","06","0622","0622447","YES"
"PRELIMINARY","06","0622","0622447","YES"
"FINAL","06","0622","0622448","YES"
"PRELIMINARY","06","0622","0622448","YES"
"FINAL","06","0622","0622449","YES"
"PRELIMINARY","06","0622","0622449","YES"
"FINAL","06","0622","0622450","YES"
"PRELIMINARY","06","0622","0622450","YES"
"FINAL","06","0622","0622451","YES"
"PRELIMINARY","06","0622","0622451","YES"
"FINAL","06","0622","0622452","YES"
"PRELIMINARY","06","0622","0622452","YES"
"FINAL","06","0622","0622453","YES"
"PRELIMINARY","06","0622","0622453","YES"
"FINAL","06","0622","0622454","YES"
"PRELIMINARY","06","0622","0622454","YES"
"FINAL","06","0622","0622455","YES"
"PRELIMINARY","06","0622","0622455","YES"
"FINAL","06","0622","0622456","YES"
"PRELIMINARY","06","0622","0622456","YES"
"FINAL","06","0622","0622457","YES"
"PRELIMINARY","06","0622","0622457","YES"
"FINAL","06","0623","0623334","NO"
"PRELIMINARY","06","0623","0623334","NO"
"FINAL","06","0623","0623337","YES"
"PRELIMINARY","06","0623","0623337","YES"
"FINAL","06","0623","0623338","YES"
"PRELIMINARY","06","0623","0623338","YES"
"FINAL","06","0623","0623340","NO"
"PRELIMINARY","06","0623","0623340","NO"
"FINAL","06","0623","0623341","YES"
"PRELIMINARY","06","0623","0623341","YES"
"FINAL","06","0623","0623342","YES"
"PRELIMINARY","06","0623","0623342","YES"
"FINAL","06","0623","0623343","YES"
"PRELIMINARY","06","0623","0623343","YES"
"FINAL","06","0623","0623344","YES"
"PRELIMINARY","06","0623","0623344","YES"
"FINAL","06","0623","0623345","YES"
"PRELIMINARY","06","0623","0623345","YES"
"FINAL","06","0623","0623350","YES"
"PRELIMINARY","06","0623","0623350","YES"
"FINAL","06","0623","0623351","YES"
"PRELIMINARY","06","0623","0623351","YES"
"FINAL","06","0623","0623352","NO"
"PRELIMINARY","06","0623","0623352","NO"
"FINAL","06","0623","0623353","YES"
"PRELIMINARY","06","0623","0623353","YES"
"FINAL","06","0623","0623354","NO"
"PRELIMINARY","06","0623","0623354","NO"
"FINAL","06","0623","0623355","YES"
"PRELIMINARY","06","0623","0623355","YES"
"FINAL","06","0623","0623356","NO"
"PRELIMINARY","06","0623","0623356","NO"
"FINAL","07","0701","0701001","YES"
"PRELIMINARY","07","0701","0701001","YES"
"FINAL","07","0701","0701002","YES"
"PRELIMINARY","07","0701","0701002","YES"
"FINAL","07","0701","0701003","YES"
"PRELIMINARY","07","0701","0701003","YES"
"FINAL","07","0701","0701004","YES"
"PRELIMINARY","07","0701","0701004","YES"
"FINAL","07","0701","0701005","YES"
"PRELIMINARY","07","0701","0701005","YES"
"FINAL","07","0701","0701006","YES"
"PRELIMINARY","07","0701","0701006","YES"
"FINAL","07","0701","0701007","YES"
"PRELIMINARY","07","0701","0701007","YES"
"FINAL","07","0701","0701008","YES"
"PRELIMINARY","07","0701","0701008","YES"
"FINAL","07","0701","0701009","YES"
"PRELIMINARY","07","0701","0701009","YES"
"FINAL","07","0701","0701010","YES"
"PRELIMINARY","07","0701","0701010","YES"
"FINAL","07","0701","0701011","YES"
"PRELIMINARY","07","0701","0701011","YES"
"FINAL","07","0701","0701012","YES"
"PRELIMINARY","07","0701","0701012","YES"
"FINAL","07","0701","0701013","YES"
"PRELIMINARY","07","0701","0701013","YES"
"FINAL","07","0701","0701014","YES"
"PRELIMINARY","07","0701","0701014","YES"
"FINAL","07","0701","0701015","YES"
"PRELIMINARY","07","0701","0701015","YES"
"FINAL","07","0701","0701016","YES"
"PRELIMINARY","07","0701","0701016","YES"
"FINAL","07","0701","0701017","YES"
"PRELIMINARY","07","0701","0701017","YES"
"FINAL","07","0701","0701018","YES"
"PRELIMINARY","07","0701","0701018","YES"
"FINAL","07","0701","0701019","YES"
"PRELIMINARY","07","0701","0701019","YES"
"FINAL","07","0701","0701020","YES"
"PRELIMINARY","07","0701","0701020","YES"
"FINAL","07","0701","0701021","YES"
"PRELIMINARY","07","0701","0701021","YES"
"FINAL","07","0701","0701022","YES"
"PRELIMINARY","07","0701","0701022","YES"
"FINAL","07","0701","0701023","YES"
"PRELIMINARY","07","0701","0701023","YES"
"FINAL","07","0701","0701024","YES"
"PRELIMINARY","07","0701","0701024","YES"
"FINAL","07","0701","0701025","YES"
"PRELIMINARY","07","0701","0701025","YES"
"FINAL","07","0701","0701124","YES"
"PRELIMINARY","07","0701","0701124","YES"
"FINAL","07","0702","0702026","YES"
"PRELIMINARY","07","0702","0702026","YES"
"FINAL","07","0702","0702027","YES"
"PRELIMINARY","07","0702","0702027","YES"
"FINAL","07","0702","0702028","YES"
"PRELIMINARY","07","0702","0702028","YES"
"FINAL","07","0702","0702029","YES"
"PRELIMINARY","07","0702","0702029","YES"
"FINAL","07","0702","0702030","YES"
"PRELIMINARY","07","0702","0702030","YES"
"FINAL","07","0702","0702031","YES"
"PRELIMINARY","07","0702","0702031","YES"
"FINAL","07","0702","0702032","YES"
"PRELIMINARY","07","0702","0702032","YES"
"FINAL","07","0702","0702033","YES"
"PRELIMINARY","07","0702","0702033","YES"
"FINAL","07","0702","0702034","YES"
"PRELIMINARY","07","0702","0702034","YES"
"FINAL","07","0702","0702035","YES"
"PRELIMINARY","07","0702","0702035","YES"
"FINAL","07","0702","0702036","YES"
"PRELIMINARY","07","0702","0702036","YES"
"FINAL","07","0702","0702037","YES"
"PRELIMINARY","07","0702","0702037","YES"
"FINAL","07","0702","0702038","YES"
"PRELIMINARY","07","0702","0702038","YES"
"FINAL","07","0702","0702039","YES"
"PRELIMINARY","07","0702","0702039","YES"
"FINAL","07","0702","0702040","YES"
"PRELIMINARY","07","0702","0702040","YES"
"FINAL","07","0702","0702041","YES"
"PRELIMINARY","07","0702","0702041","YES"
"FINAL","07","0702","0702042","YES"
"PRELIMINARY","07","0702","0702042","YES"
"FINAL","07","0702","0702043","YES"
"PRELIMINARY","07","0702","0702043","YES"
"FINAL","07","0702","0702044","YES"
"PRELIMINARY","07","0702","0702044","YES"
"FINAL","07","0702","0702045","YES"
"PRELIMINARY","07","0702","0702045","YES"
"FINAL","07","0702","0702046","YES"
"PRELIMINARY","07","0702","0702046","YES"
"FINAL","07","0703","0703047","NO"
"PRELIMINARY","07","0703","0703047","NO"
"FINAL","07","0703","0703048","NO"
"PRELIMINARY","07","0703","0703048","NO"
"FINAL","07","0703","0703049","NO"
"PRELIMINARY","07","0703","0703049","NO"
"FINAL","07","0703","0703050","NO"
"PRELIMINARY","07","0703","0703050","NO"
"FINAL","07","0703","0703051","YES"
"PRELIMINARY","07","0703","0703051","YES"
"FINAL","07","0703","0703052","YES"
"PRELIMINARY","07","0703","0703052","YES"
"FINAL","07","0703","0703053","NO"
"PRELIMINARY","07","0703","0703053","NO"
"FINAL","07","0703","0703054","YES"
"PRELIMINARY","07","0703","0703054","YES"
"FINAL","07","0703","0703055","NO"
"PRELIMINARY","07","0703","0703055","NO"
"FINAL","07","0703","0703056","YES"
"PRELIMINARY","07","0703","0703056","YES"
"FINAL","07","0703","0703057","YES"
"PRELIMINARY","07","0703","0703057","YES"
"FINAL","07","0703","0703058","YES"
"PRELIMINARY","07","0703","0703058","YES"
"FINAL","07","0703","0703059","NO"
"PRELIMINARY","07","0703","0703059","NO"
"FINAL","07","0703","0703060","YES"
"PRELIMINARY","07","0703","0703060","YES"
"FINAL","07","0703","0703061","NO"
"PRELIMINARY","07","0703","0703061","NO"
"FINAL","07","0703","0703062","NO"
"PRELIMINARY","07","0703","0703062","NO"
"FINAL","07","0703","0703063","NO"
"PRELIMINARY","07","0703","0703063","NO"
"FINAL","07","0703","0703064","NO"
"PRELIMINARY","07","0703","0703064","NO"
"FINAL","07","0703","0703065","YES"
"PRELIMINARY","07","0703","0703065","YES"
"FINAL","07","0703","0703066","NO"
"PRELIMINARY","07","0703","0703066","NO"
"FINAL","07","0703","0703067","NO"
"PRELIMINARY","07","0703","0703067","NO"
"FINAL","07","0703","0703068","NO"
"PRELIMINARY","07","0703","0703068","NO"
"FINAL","07","0703","0703069","NO"
"PRELIMINARY","07","0703","0703069","NO"
"FINAL","07","0704","0704070","NO"
"PRELIMINARY","07","0704","0704070","NO"
"FINAL","07","0704","0704071","NO"
"PRELIMINARY","07","0704","0704071","NO"
"FINAL","07","0704","0704072","YES"
"PRELIMINARY","07","0704","0704072","YES"
"FINAL","07","0704","0704073","NO"
"PRELIMINARY","07","0704","0704073","NO"
"FINAL","07","0704","0704074","NO"
"PRELIMINARY","07","0704","0704074","NO"
"FINAL","07","0704","0704075","YES"
"PRELIMINARY","07","0704","0704075","YES"
"FINAL","07","0704","0704076","YES"
"PRELIMINARY","07","0704","0704076","YES"
"FINAL","07","0704","0704077","NO"
"PRELIMINARY","07","0704","0704077","NO"
"FINAL","07","0704","0704078","NO"
"PRELIMINARY","07","0704","0704078","NO"
"FINAL","07","0704","0704079","NO"
"PRELIMINARY","07","0704","0704079","NO"
"FINAL","07","0704","0704080","NO"
"PRELIMINARY","07","0704","0704080","NO"
"FINAL","07","0704","0704081","NO"
"PRELIMINARY","07","0704","0704081","NO"
"FINAL","07","0704","0704082","NO"
"PRELIMINARY","07","0704","0704082","NO"
"FINAL","07","0704","0704083","NO"
"PRELIMINARY","07","0704","0704083","NO"
"FINAL","07","0704","0704084","NO"
"PRELIMINARY","07","0704","0704084","NO"
"FINAL","07","0704","0704085","NO"
"PRELIMINARY","07","0704","0704085","NO"
"FINAL","07","0704","0704086","NO"
"PRELIMINARY","07","0704","0704086","NO"
"FINAL","07","0704","0704087","NO"
"PRELIMINARY","07","0704","0704087","NO"
"FINAL","07","0704","0704088","NO"
"PRELIMINARY","07","0704","0704088","NO"
"FINAL","07","0704","0704089","NO"
"PRELIMINARY","07","0704","0704089","NO"
"FINAL","07","0704","0704090","NO"
"PRELIMINARY","07","0704","0704090","NO"
"FINAL","07","0704","0704091","YES"
"PRELIMINARY","07","0704","0704091","YES"
"FINAL","07","0704","0704092","YES"
"PRELIMINARY","07","0704","0704092","YES"
"FINAL","07","0704","0704093","NO"
"PRELIMINARY","07","0704","0704093","NO"
"FINAL","07","0704","0704094","NO"
"PRELIMINARY","07","0704","0704094","NO"
"FINAL","07","0704","0704095","NO"
"PRELIMINARY","07","0704","0704095","NO"
"FINAL","07","0704","0704096","NO"
"PRELIMINARY","07","0704","0704096","NO"
"FINAL","07","0704","0704097","NO"
"PRELIMINARY","07","0704","0704097","NO"
"FINAL","07","0704","0704098","NO"
"PRELIMINARY","07","0704","0704098","NO"
"FINAL","07","0704","0704099","NO"
"PRELIMINARY","07","0704","0704099","NO"
"FINAL","07","0704","0704100","NO"
"PRELIMINARY","07","0704","0704100","NO"
"FINAL","07","0704","0704101","YES"
"PRELIMINARY","07","0704","0704101","YES"
"FINAL","07","0704","0704102","YES"
"PRELIMINARY","07","0704","0704102","YES"
"FINAL","07","0705","0705103","YES"
"PRELIMINARY","07","0705","0705103","YES"
"FINAL","07","0705","0705104","YES"
"PRELIMINARY","07","0705","0705104","YES"
"FINAL","07","0705","0705105","YES"
"PRELIMINARY","07","0705","0705105","YES"
"FINAL","07","0705","0705106","YES"
"PRELIMINARY","07","0705","0705106","YES"
"FINAL","07","0705","0705107","NO"
"PRELIMINARY","07","0705","0705107","NO"
"FINAL","07","0705","0705108","YES"
"PRELIMINARY","07","0705","0705108","YES"
"FINAL","07","0705","0705109","NO"
"PRELIMINARY","07","0705","0705109","NO"
"FINAL","07","0705","0705110","NO"
"PRELIMINARY","07","0705","0705110","NO"
"FINAL","07","0705","0705111","NO"
"PRELIMINARY","07","0705","0705111","NO"
"FINAL","07","0705","0705112","NO"
"PRELIMINARY","07","0705","0705112","NO"
"FINAL","07","0705","0705113","NO"
"PRELIMINARY","07","0705","0705113","NO"
"FINAL","07","0705","0705114","NO"
"PRELIMINARY","07","0705","0705114","NO"
"FINAL","07","0705","0705115","NO"
"PRELIMINARY","07","0705","0705115","NO"
"FINAL","07","0705","0705116","NO"
"PRELIMINARY","07","0705","0705116","NO"
"FINAL","07","0705","0705117","NO"
"PRELIMINARY","07","0705","0705117","NO"
"FINAL","07","0705","0705118","NO"
"PRELIMINARY","07","0705","0705118","NO"
"FINAL","07","0705","0705119","NO"
"PRELIMINARY","07","0705","0705119","NO"
"FINAL","07","0705","0705120","NO"
"PRELIMINARY","07","0705","0705120","NO"
"FINAL","07","0706","0706121","YES"
"PRELIMINARY","07","0706","0706121","YES"
"FINAL","07","0706","0706122","NO"
"PRELIMINARY","07","0706","0706122","NO"
"FINAL","07","0706","0706123","NO"
"PRELIMINARY","07","0706","0706123","NO"
"FINAL","08","0801","0801001","YES"
"PRELIMINARY","08","0801","0801001","YES"
"FINAL","08","0801","0801002","YES"
"PRELIMINARY","08","0801","0801002","YES"
"FINAL","08","0801","0801003","YES"
"PRELIMINARY","08","0801","0801003","YES"
"FINAL","08","0801","0801004","YES"
"PRELIMINARY","08","0801","0801004","YES"
"FINAL","08","0801","0801005","YES"
"PRELIMINARY","08","0801","0801005","YES"
"FINAL","08","0801","0801006","YES"
"PRELIMINARY","08","0801","0801006","YES"
"FINAL","08","0801","0801007","YES"
"PRELIMINARY","08","0801","0801007","YES"
"FINAL","08","0801","0801008","YES"
"PRELIMINARY","08","0801","0801008","YES"
"FINAL","08","0801","0801009","YES"
"PRELIMINARY","08","0801","0801009","YES"
"FINAL","08","0801","0801010","YES"
"PRELIMINARY","08","0801","0801010","YES"
"FINAL","08","0801","0801011","YES"
"PRELIMINARY","08","0801","0801011","YES"
"FINAL","08","0801","0801018","YES"
"PRELIMINARY","08","0801","0801018","YES"
"FINAL","08","0802","0802012","YES"
"PRELIMINARY","08","0802","0802012","YES"
"FINAL","08","0802","0802013","YES"
"PRELIMINARY","08","0802","0802013","YES"
"FINAL","08","0802","0802014","YES"
"PRELIMINARY","08","0802","0802014","YES"
"FINAL","08","0802","0802015","YES"
"PRELIMINARY","08","0802","0802015","YES"
"FINAL","08","0802","0802016","YES"
"PRELIMINARY","08","0802","0802016","YES"
"FINAL","08","0802","0802017","YES"
"PRELIMINARY","08","0802","0802017","YES"
"FINAL","08","0802","0802018","NO"
"PRELIMINARY","08","0802","0802018","NO"
"FINAL","08","0802","0802019","YES"
"PRELIMINARY","08","0802","0802019","YES"
"FINAL","08","0802","0802020","YES"
"PRELIMINARY","08","0802","0802020","YES"
"FINAL","08","0803","0803021","YES"
"PRELIMINARY","08","0803","0803021","YES"
"FINAL","08","0803","0803022","YES"
"PRELIMINARY","08","0803","0803022","YES"
"FINAL","08","0803","0803023","YES"
"PRELIMINARY","08","0803","0803023","YES"
"FINAL","08","0803","0803024","YES"
"PRELIMINARY","08","0803","0803024","YES"
"FINAL","08","0803","0803025","YES"
"PRELIMINARY","08","0803","0803025","YES"
"FINAL","08","0803","0803026","YES"
"PRELIMINARY","08","0803","0803026","YES"
"FINAL","08","0803","0803027","YES"
"PRELIMINARY","08","0803","0803027","YES"
"FINAL","08","0803","0803028","YES"
"PRELIMINARY","08","0803","0803028","YES"
"FINAL","08","0803","0803029","YES"
"PRELIMINARY","08","0803","0803029","YES"
"FINAL","08","0803","0803030","YES"
"PRELIMINARY","08","0803","0803030","YES"
"FINAL","08","0803","0803031","YES"
"PRELIMINARY","08","0803","0803031","YES"
"FINAL","08","0803","0803032","YES"
"PRELIMINARY","08","0803","0803032","YES"
"FINAL","08","0803","0803033","YES"
"PRELIMINARY","08","0803","0803033","YES"
"FINAL","08","0804","0804034","YES"
"PRELIMINARY","08","0804","0804034","YES"
"FINAL","08","0804","0804035","YES"
"PRELIMINARY","08","0804","0804035","YES"
"FINAL","08","0804","0804036","YES"
"PRELIMINARY","08","0804","0804036","YES"
"FINAL","08","0804","0804037","YES"
"PRELIMINARY","08","0804","0804037","YES"
"FINAL","08","0804","0804038","YES"
"PRELIMINARY","08","0804","0804038","YES"
"FINAL","08","0804","0804039","YES"
"PRELIMINARY","08","0804","0804039","YES"
"FINAL","08","0804","0804040","YES"
"PRELIMINARY","08","0804","0804040","YES"
"FINAL","08","0804","0804041","YES"
"PRELIMINARY","08","0804","0804041","YES"
"FINAL","08","0804","0804042","YES"
"PRELIMINARY","08","0804","0804042","YES"
"FINAL","08","0804","0804043","YES"
"PRELIMINARY","08","0804","0804043","YES"
"FINAL","08","0804","0804044","YES"
"PRELIMINARY","08","0804","0804044","YES"
"FINAL","08","0804","0804045","YES"
"PRELIMINARY","08","0804","0804045","YES"
"FINAL","08","0804","0804046","YES"
"PRELIMINARY","08","0804","0804046","YES"
"FINAL","08","0804","0804047","YES"
"PRELIMINARY","08","0804","0804047","YES"
"FINAL","08","0804","0804048","YES"
"PRELIMINARY","08","0804","0804048","YES"
"FINAL","08","0804","0804049","YES"
"PRELIMINARY","08","0804","0804049","YES"
"FINAL","08","0804","0804050","YES"
"PRELIMINARY","08","0804","0804050","YES"
"FINAL","08","0805","0805051","YES"
"PRELIMINARY","08","0805","0805051","YES"
"FINAL","08","0805","0805052","YES"
"PRELIMINARY","08","0805","0805052","YES"
"FINAL","08","0805","0805053","YES"
"PRELIMINARY","08","0805","0805053","YES"
"FINAL","08","0805","0805054","YES"
"PRELIMINARY","08","0805","0805054","YES"
"FINAL","08","0805","0805055","YES"
"PRELIMINARY","08","0805","0805055","YES"
"FINAL","08","0805","0805056","YES"
"PRELIMINARY","08","0805","0805056","YES"
"FINAL","08","0805","0805057","YES"
"PRELIMINARY","08","0805","0805057","YES"
"FINAL","08","0805","0805058","YES"
"PRELIMINARY","08","0805","0805058","YES"
"FINAL","08","0805","0805059","YES"
"PRELIMINARY","08","0805","0805059","YES"
"FINAL","08","0805","0805060","YES"
"PRELIMINARY","08","0805","0805060","YES"
"FINAL","08","0805","0805061","YES"
"PRELIMINARY","08","0805","0805061","YES"
"FINAL","08","0806","0806062","YES"
"PRELIMINARY","08","0806","0806062","YES"
"FINAL","08","0806","0806063","YES"
"PRELIMINARY","08","0806","0806063","YES"
"FINAL","08","0806","0806064","YES"
"PRELIMINARY","08","0806","0806064","YES"
"FINAL","08","0806","0806065","YES"
"PRELIMINARY","08","0806","0806065","YES"
"FINAL","08","0806","0806066","YES"
"PRELIMINARY","08","0806","0806066","YES"
"FINAL","08","0806","0806067","YES"
"PRELIMINARY","08","0806","0806067","YES"
"FINAL","08","0807","0807068","YES"
"PRELIMINARY","08","0807","0807068","YES"
"FINAL","08","0807","0807069","YES"
"PRELIMINARY","08","0807","0807069","YES"
"FINAL","08","0807","0807070","YES"
"PRELIMINARY","08","0807","0807070","YES"
"FINAL","08","0807","0807071","YES"
"PRELIMINARY","08","0807","0807071","YES"
"FINAL","08","0807","0807072","YES"
"PRELIMINARY","08","0807","0807072","YES"
"FINAL","08","0807","0807073","YES"
"PRELIMINARY","08","0807","0807073","YES"
"FINAL","08","0807","0807074","YES"
"PRELIMINARY","08","0807","0807074","YES"
"FINAL","08","0807","0807075","YES"
"PRELIMINARY","08","0807","0807075","YES"
"FINAL","08","0807","0807076","YES"
"PRELIMINARY","08","0807","0807076","YES"
"FINAL","08","0807","0807077","YES"
"PRELIMINARY","08","0807","0807077","YES"
"FINAL","08","0807","0807078","YES"
"PRELIMINARY","08","0807","0807078","YES"
"FINAL","08","0807","0807079","YES"
"PRELIMINARY","08","0807","0807079","YES"
"FINAL","08","0807","0807080","YES"
"PRELIMINARY","08","0807","0807080","YES"
"FINAL","08","0807","0807081","YES"
"PRELIMINARY","08","0807","0807081","YES"
"FINAL","08","0807","0807082","YES"
