"province_code","district_code","pc_code","ps_code","prelim_reporting","final_reporting"
"03","0304","0304075","0304075-03","YES","YES"
"03","0304","0304075","0304075-04","YES","YES"
"03","0304","0304076","0304076-01","YES","YES"
"03","0304","0304076","0304076-02","YES","YES"
"03","0304","0304076","0304076-03","YES","YES"
"03","0304","0304076","0304076-04","YES","YES"
"03","0304","0304077","0304077-01","YES","YES"
"03","0304","0304077","0304077-02","YES","YES"
"03","0304","0304077","0304077-03","YES","YES"
"03","0304","0304077","0304077-04","YES","YES"
"03","0304","0304078","0304078-01","YES","YES"
"03","0304","0304078","0304078-02","YES","YES"
"03","0304","0304079","0304079-01","YES","YES"
"03","0304","0304079","0304079-02","YES","YES"
"03","0304","0304080","0304080-01","YES","YES"
"03","0304","0304080","0304080-02","YES","YES"
"03","0304","0304081","0304081-01","YES","YES"
"03","0304","0304081","0304081-02","YES","YES"
"03","0304","0304082","0304082-01","YES","YES"
"03","0304","0304083","0304083-01","YES","YES"
"03","0304","0304083","0304083-02","YES","YES"
"03","0304","0304084","0304084-01","YES","YES"
"03","0304","0304084","0304084-02","YES","YES"
"03","0304","0304084","0304084-03","YES","YES"
"03","0304","0304085","0304085-01","YES","YES"
"03","0304","0304085","0304085-02","YES","YES"
"03","0304","0304086","0304086-01","YES","YES"
"03","0304","0304086","0304086-02","YES","YES"
"03","0304","0304086","0304086-03","YES","YES"
"03","0304","0304086","0304086-04","YES","YES"
"03","0304","0304086","0304086-05","YES","YES"
"03","0305","0305087","0305087-01","YES","YES"
"03","0305","0305087","0305087-02","YES","YES"
"03","0305","0305088","0305088-01","YES","YES"
"03","0305","0305088","0305088-02","YES","YES"
"03","0305","0305088","0305088-03","YES","YES"
"03","0305","0305089","0305089-01","YES","YES"
"03","0305","0305089","0305089-02","YES","YES"
"03","0305","0305089","0305089-03","YES","YES"
"03","0305","0305089","0305089-04","YES","YES"
"03","0305","0305089","0305089-05","YES","YES"
"03","0305","0305090","0305090-01","YES","YES"
"03","0305","0305090","0305090-02","YES","YES"
"03","0305","0305091","0305091-01","YES","YES"
"03","0305","0305091","0305091-02","YES","YES"
"03","0305","0305092","0305092-01","YES","YES"
"03","0305","0305092","0305092-02","YES","YES"
"03","0305","0305093","0305093-01","YES","YES"
"03","0305","0305093","0305093-02","YES","YES"
"03","0305","0305094","0305094-01","YES","YES"
"03","0305","0305094","0305094-02","YES","YES"
"03","0305","0305094","0305094-03","YES","YES"
"03","0305","0305094","0305094-04","YES","YES"
"03","0305","0305095","0305095-01","YES","YES"
"03","0305","0305095","0305095-02","YES","YES"
"03","0305","0305095","0305095-03","YES","YES"
"03","0305","0305095","0305095-04","YES","YES"
"03","0305","0305096","0305096-01","YES","YES"
"03","0305","0305096","0305096-02","YES","YES"
"03","0305","0305097","0305097-01","YES","YES"
"03","0305","0305097","0305097-02","YES","YES"
"03","0305","0305097","0305097-03","YES","YES"
"03","0305","0305097","0305097-04","YES","YES"
"03","0305","0305097","0305097-05","YES","YES"
"03","0305","0305097","0305097-06","YES","YES"
"03","0305","0305098","0305098-01","YES","YES"
"03","0305","0305098","0305098-02","YES","YES"
"03","0305","0305098","0305098-03","YES","YES"
"03","0305","0305098","0305098-04","YES","YES"
"03","0305","0305099","0305099-01","YES","YES"
"03","0305","0305099","0305099-02","YES","YES"
"03","0305","0305099","0305099-03","YES","YES"
"03","0305","0305100","0305100-01","YES","YES"
"03","0305","0305100","0305100-02","YES","YES"
"03","0305","0305100","0305100-03","YES","YES"
"03","0305","0305100","0305100-04","YES","YES"
"03","0305","0305101","0305101-01","YES","YES"
"03","0305","0305101","0305101-02","YES","YES"
"03","0305","0305102","0305102-01","YES","YES"
"03","0305","0305102","0305102-02","YES","YES"
"03","0305","0305103","0305103-01","YES","YES"
"03","0305","0305103","0305103-02","YES","YES"
"03","0306","0306104","0306104-01","YES","YES"
"03","0306","0306104","0306104-02","YES","YES"
"03","0306","0306104","0306104-03","YES","YES"
"03","0306","0306105","0306105-01","YES","YES"
"03","0306","0306105","0306105-02","YES","YES"
"03","0306","0306105","0306105-03","YES","YES"
"03","0306","0306106","0306106-01","YES","YES"
"03","0306","0306106","0306106-02","YES","YES"
"03","0306","0306106","0306106-03","YES","YES"
"03","0306","0306107","0306107-01","YES","YES"
"03","0306","0306107","0306107-02","YES","YES"
"03","0306","0306107","0306107-03","YES","YES"
"03","0306","0306108","0306108-01","YES","YES"
"03","0306","0306108","0306108-02","YES","YES"
"03","0306","0306108","0306108-03","YES","YES"
"03","0306","0306108","0306108-04","YES","YES"
"03","0306","0306109","0306109-01","YES","YES"
"03","0306","0306109","0306109-02","YES","YES"
"03","0306","0306110","0306110-01","YES","YES"
"03","0306","0306110","0306110-02","YES","YES"
"03","0306","0306111","0306111-01","YES","YES"
"03","0306","0306111","0306111-02","YES","YES"
"03","0306","0306112","0306112-01","YES","YES"
"03","0306","0306112","0306112-02","YES","YES"
"03","0306","0306113","0306113-01","YES","YES"
"03","0306","0306113","0306113-02","YES","YES"
"03","0306","0306114","0306114-01","YES","YES"
"03","0306","0306114","0306114-02","YES","YES"
"03","0306","0306114","0306114-03","YES","YES"
"03","0306","0306114","0306114-04","YES","YES"
"03","0306","0306115","0306115-01","YES","YES"
"03","0306","0306115","0306115-02","YES","YES"
"03","0306","0306116","0306116-01","YES","YES"
"03","0306","0306116","0306116-02","YES","YES"
"03","0307","0307118","0307118-01","YES","YES"
"03","0307","0307118","0307118-02","YES","YES"
"03","0307","0307118","0307118-03","YES","YES"
"03","0307","0307118","0307118-04","YES","YES"
"03","0307","0307118","0307118-05","YES","YES"
"03","0307","0307119","0307119-01","YES","YES"
"03","0307","0307119","0307119-02","YES","YES"
"03","0307","0307119","0307119-03","YES","YES"
"03","0307","0307119","0307119-04","YES","YES"
"03","0307","0307119","0307119-05","YES","YES"
"03","0307","0307119","0307119-06","YES","YES"
"03","0307","0307119","0307119-07","YES","YES"
"03","0307","0307119","0307119-08","YES","YES"
"03","0307","0307126","0307126-01","YES","YES"
"03","0307","0307126","0307126-02","YES","YES"
"03","0307","0307126","0307126-03","YES","YES"
"03","0307","0307126","0307126-04","YES","YES"
"03","0307","0307126","0307126-05","YES","YES"
"03","0307","0307127","0307127-01","YES","YES"
"03","0307","0307127","0307127-02","YES","YES"
"03","0307","0307127","0307127-03","YES","YES"
"03","0307","0307127","0307127-04","YES","YES"
"03","0307","0307127","0307127-05","YES","YES"
"03","0307","0307129","0307129-01","YES","YES"
"03","0307","0307129","0307129-02","YES","YES"
"03","0307","0307129","0307129-03","YES","YES"
"03","0307","0307171","0307171-01","YES","YES"
"03","0307","0307171","0307171-02","YES","YES"
"03","0307","0307171","0307171-03","YES","YES"
"03","0308","0308135","0308135-01","YES","YES"
"03","0308","0308136","0308136-01","YES","YES"
"03","0308","0308136","0308136-02","YES","YES"
"03","0308","0308137","0308137-01","YES","YES"
"03","0308","0308138","0308138-01","YES","YES"
"03","0308","0308138","0308138-02","YES","NO"
"03","0308","0308139","0308139-01","YES","YES"
"03","0308","0308140","0308140-01","YES","YES"
"03","0308","0308140","0308140-02","YES","YES"
"03","0308","0308141","0308141-01","YES","YES"
"03","0308","0308141","0308141-02","YES","YES"
"03","0308","0308141","0308141-03","YES","YES"
"03","0308","0308142","0308142-01","YES","YES"
"03","0308","0308142","0308142-02","YES","YES"
"03","0308","0308142","0308142-03","YES","YES"
"03","0308","0308142","0308142-04","YES","YES"
"03","0308","0308143","0308143-01","YES","YES"
"03","0308","0308143","0308143-02","YES","YES"
"03","0308","0308145","0308145-01","YES","YES"
"03","0308","0308145","0308145-02","YES","YES"
"03","0309","0309146","0309146-01","YES","YES"
"03","0309","0309146","0309146-02","YES","YES"
"03","0309","0309147","0309147-01","YES","YES"
"03","0309","0309147","0309147-02","YES","YES"
"03","0309","0309147","0309147-03","YES","YES"
"03","0309","0309148","0309148-01","YES","YES"
"03","0309","0309148","0309148-02","YES","YES"
"03","0309","0309148","0309148-03","YES","YES"
"03","0309","0309148","0309148-04","YES","YES"
"03","0309","0309148","0309148-05","YES","YES"
"03","0309","0309149","0309149-01","YES","YES"
"03","0309","0309149","0309149-02","YES","YES"
"03","0309","0309149","0309149-03","YES","YES"
"03","0309","0309149","0309149-04","YES","YES"
"03","0309","0309150","0309150-01","YES","YES"
"03","0309","0309150","0309150-02","YES","YES"
"03","0309","0309151","0309151-01","YES","YES"
"03","0309","0309151","0309151-02","YES","YES"
"03","0309","0309152","0309152-01","YES","YES"
"03","0309","0309152","0309152-02","YES","YES"
"03","0309","0309153","0309153-01","YES","YES"
"03","0309","0309153","0309153-02","YES","YES"
"03","0309","0309154","0309154-01","YES","YES"
"03","0309","0309154","0309154-02","YES","YES"
"03","0309","0309155","0309155-01","YES","YES"
"03","0309","0309155","0309155-02","YES","YES"
"03","0309","0309156","0309156-01","YES","YES"
"03","0309","0309156","0309156-02","YES","YES"
"03","0309","0309157","0309157-01","YES","YES"
"03","0309","0309157","0309157-02","YES","YES"
"03","0309","0309158","0309158-01","YES","YES"
"03","0309","0309158","0309158-02","YES","YES"
"03","0310","0310159","0310159-01","YES","YES"
"03","0310","0310159","0310159-02","YES","YES"
"03","0310","0310160","0310160-01","YES","YES"
"03","0310","0310160","0310160-02","YES","YES"
"03","0310","0310161","0310161-01","YES","YES"
"03","0310","0310161","0310161-02","YES","YES"
"03","0310","0310162","0310162-01","YES","YES"
"03","0310","0310162","0310162-02","YES","YES"
"03","0310","0310162","0310162-03","YES","YES"
"03","0310","0310163","0310163-01","YES","YES"
"03","0310","0310163","0310163-02","YES","YES"
"03","0310","0310164","0310164-01","YES","YES"
"03","0310","0310164","0310164-02","YES","YES"
"03","0310","0310165","0310165-01","YES","YES"
"03","0310","0310165","0310165-02","YES","YES"
"03","0310","0310166","0310166-01","YES","YES"
"03","0310","0310166","0310166-02","YES","YES"
"03","0310","0310167","0310167-01","YES","YES"
"03","0310","0310167","0310167-02","YES","YES"
"03","0310","0310168","0310168-01","YES","YES"
"03","0310","0310168","0310168-02","YES","YES"
"03","0310","0310168","0310168-03","YES","YES"
"03","0310","0310168","0310168-04","YES","YES"
"03","0310","0310169","0310169-01","YES","YES"
"03","0310","0310169","0310169-02","YES","YES"
"03","0310","0310170","0310170-01","YES","YES"
"03","0310","0310170","0310170-02","YES","YES"
"04","0401","0401001","0401001-01","YES","YES"
"04","0401","0401001","0401001-02","YES","YES"
"04","0401","0401001","0401001-03","YES","YES"
"04","0401","0401001","0401001-04","YES","YES"
"04","0401","0401001","0401001-05","YES","YES"
"04","0401","0401002","0401002-01","YES","YES"
"04","0401","0401002","0401002-02","YES","YES"
"04","0401","0401002","0401002-03","YES","YES"
"04","0401","0401002","0401002-04","YES","YES"
"04","0401","0401002","0401002-05","YES","YES"
"04","0401","0401002","0401002-06","YES","YES"
"04","0401","0401002","0401002-07","YES","YES"
"04","0401","0401002","0401002-08","YES","YES"
"04","0401","0401003","0401003-01","YES","YES"
"04","0401","0401003","0401003-02","YES","YES"
"04","0401","0401003","0401003-03","YES","YES"
"04","0401","0401003","0401003-04","YES","YES"
"04","0401","0401003","0401003-05","YES","YES"
"04","0401","0401004","0401004-01","YES","YES"
"04","0401","0401004","0401004-02","YES","YES"
"04","0401","0401004","0401004-03","YES","YES"
"04","0401","0401004","0401004-04","YES","YES"
"04","0401","0401005","0401005-01","YES","YES"
"04","0401","0401005","0401005-02","YES","YES"
"04","0401","0401005","0401005-03","YES","YES"
"04","0401","0401008","0401008-01","YES","YES"
"04","0401","0401008","0401008-02","YES","YES"
"04","0401","0401010","0401010-01","YES","YES"
"04","0401","0401010","0401010-02","YES","YES"
"04","0401","0401011","0401011-01","YES","YES"
"04","0401","0401011","0401011-02","YES","YES"
"04","0401","0401011","0401011-03","YES","YES"
"04","0401","0401012","0401012-01","YES","YES"
"04","0401","0401013","0401013-01","YES","YES"
"04","0401","0401013","0401013-02","YES","YES"
"04","0401","0401013","0401013-03","YES","YES"
"04","0401","0401013","0401013-04","YES","YES"
"04","0402","0402015","0402015-01","YES","YES"
"04","0402","0402015","0402015-02","YES","YES"
"04","0402","0402015","0402015-03","YES","YES"
"04","0402","0402015","0402015-04","YES","YES"
"04","0402","0402017","0402017-01","YES","YES"
"04","0402","0402017","0402017-02","YES","YES"
"04","0402","0402018","0402018-01","YES","YES"
"04","0402","0402018","0402018-02","YES","YES"
"04","0402","0402019","0402019-01","YES","YES"
"04","0402","0402019","0402019-02","YES","YES"
"04","0402","0402023","0402023-01","YES","YES"
"04","0403","0403030","0403030-01","YES","YES"
"04","0403","0403030","0403030-02","YES","YES"
"04","0403","0403032","0403032-01","YES","YES"
"04","0403","0403032","0403032-02","YES","YES"
"04","0403","0403032","0403032-03","YES","YES"
"04","0403","0403033","0403033-01","YES","YES"
"04","0403","0403034","0403034-01","YES","YES"
"04","0403","0403034","0403034-02","YES","YES"
"04","0403","0403034","0403034-03","YES","YES"
"04","0403","0403034","0403034-04","YES","YES"
"04","0403","0403035","0403035-01","YES","YES"
"04","0403","0403035","0403035-02","YES","YES"
"04","0403","0403035","0403035-03","YES","YES"
"04","0403","0403037","0403037-01","YES","YES"
"04","0403","0403037","0403037-02","YES","YES"
"04","0403","0403037","0403037-03","YES","YES"
"04","0403","0403038","0403038-01","YES","YES"
"04","0403","0403038","0403038-02","YES","YES"
"04","0403","0403038","0403038-03","YES","YES"
"04","0403","0403039","0403039-01","YES","YES"
"04","0403","0403039","0403039-02","YES","YES"
"04","0403","0403039","0403039-03","YES","YES"
"04","0404","0404043","0404043-01","YES","YES"
"04","0404","0404043","0404043-02","YES","YES"
"04","0404","0404044","0404044-01","YES","YES"
"04","0404","0404044","0404044-02","YES","YES"
"04","0404","0404045","0404045-01","YES","YES"
"04","0404","0404045","0404045-02","YES","YES"
"04","0404","0404046","0404046-01","YES","YES"
"04","0404","0404046","0404046-02","YES","YES"
"04","0404","0404046","0404046-03","YES","YES"
"04","0404","0404046","0404046-04","YES","YES"
"04","0404","0404047","0404047-01","YES","YES"
"04","0404","0404047","0404047-02","YES","YES"
"04","0404","0404047","0404047-03","YES","YES"
"04","0404","0404051","0404051-01","YES","YES"
"04","0404","0404051","0404051-02","YES","YES"
"04","0404","0404051","0404051-03","YES","YES"
"04","0404","0404052","0404052-01","YES","YES"
"04","0404","0404052","0404052-02","YES","YES"
"04","0404","0404053","0404053-01","YES","YES"
"04","0404","0404053","0404053-02","YES","YES"
"04","0405","0405073","0405073-01","YES","YES"
"04","0405","0405075","0405075-01","YES","YES"
"04","0405","0405085","0405085-01","YES","YES"
"04","0405","0405085","0405085-02","YES","YES"
"04","0405","0405085","0405085-03","YES","YES"
"04","0405","0405085","0405085-04","YES","YES"
"04","0405","0405085","0405085-05","YES","YES"
"04","0406","0406101","0406101-01","YES","YES"
"04","0406","0406101","0406101-02","YES","YES"
"04","0406","0406101","0406101-03","YES","YES"
"04","0406","0406102","0406102-01","YES","YES"
"04","0406","0406102","0406102-02","YES","YES"
"04","0406","0406102","0406102-03","YES","YES"
"04","0407","0407103","0407103-01","YES","YES"
"04","0407","0407103","0407103-02","YES","YES"
"04","0407","0407103","0407103-03","YES","YES"
"04","0407","0407103","0407103-04","YES","YES"
"04","0407","0407104","0407104-01","YES","YES"
"04","0407","0407104","0407104-02","YES","YES"
"04","0407","0407104","0407104-03","YES","YES"
"04","0407","0407104","0407104-04","YES","YES"
"04","0407","0407105","0407105-01","YES","YES"
"04","0407","0407105","0407105-02","YES","YES"
"04","0407","0407106","0407106-01","YES","YES"
"04","0407","0407106","0407106-02","YES","YES"
"04","0407","0407107","0407107-01","YES","YES"
"04","0407","0407107","0407107-02","YES","YES"
"04","0407","0407108","0407108-01","YES","YES"
"04","0407","0407108","0407108-02","YES","YES"
"04","0407","0407108","0407108-03","YES","YES"
"04","0407","0407109","0407109-01","YES","YES"
"04","0407","0407109","0407109-02","YES","YES"
"04","0407","0407110","0407110-01","YES","YES"
"04","0407","0407110","0407110-02","YES","YES"
"04","0407","0407110","0407110-03","YES","YES"
"04","0407","0407111","0407111-01","YES","YES"
"04","0407","0407111","0407111-02","YES","YES"
"04","0407","0407111","0407111-03","YES","YES"
"04","0407","0407111","0407111-04","YES","YES"
"04","0407","0407111","0407111-05","YES","YES"
"04","0407","0407111","0407111-06","YES","YES"
"04","0408","0408118","0408118-01","YES","YES"
"04","0408","0408118","0408118-02","YES","YES"
"04","0408","0408118","0408118-03","YES","YES"
"04","0408","0408119","0408119-01","YES","YES"
"04","0408","0408119","0408119-02","YES","YES"
"04","0408","0408119","0408119-03","YES","YES"
"04","0409","0409123","0409123-01","YES","YES"
"04","0409","0409123","0409123-02","YES","YES"
"04","0409","0409124","0409124-01","YES","YES"
"04","0409","0409124","0409124-02","YES","YES"
"04","0409","0409124","0409124-03","YES","YES"
"04","0409","0409125","0409125-01","YES","YES"
"04","0409","0409125","0409125-02","YES","YES"
"04","0409","0409125","0409125-03","YES","YES"
"04","0409","0409126","0409126-01","YES","YES"
"04","0409","0409126","0409126-02","YES","YES"
"04","0409","0409127","0409127-01","YES","YES"
"04","0409","0409127","0409127-02","YES","YES"
"04","0409","0409127","0409127-03","YES","YES"
"04","0409","0409127","0409127-04","YES","YES"
"04","0409","0409128","0409128-01","YES","YES"
"04","0409","0409128","0409128-02","YES","YES"
"04","0409","0409129","0409129-01","YES","YES"
"04","0409","0409129","0409129-02","YES","YES"
"04","0409","0409130","0409130-01","YES","YES"
"04","0409","0409130","0409130-02","YES","YES"
"04","0409","0409131","0409131-01","YES","YES"
"04","0409","0409131","0409131-02","YES","YES"
"04","0409","0409132","0409132-01","YES","YES"
"04","0409","0409132","0409132-02","YES","YES"
"04","0409","0409133","0409133-01","YES","YES"
"04","0409","0409133","0409133-02","YES","YES"
"04","0409","0409134","0409134-01","YES","YES"
"04","0409","0409134","0409134-02","YES","YES"
"04","0409","0409135","0409135-01","YES","YES"
"04","0409","0409135","0409135-02","YES","YES"
"04","0409","0409136","0409136-01","YES","YES"
"04","0409","0409136","0409136-02","YES","YES"
"04","0409","0409137","0409137-01","YES","YES"
"04","0409","0409137","0409137-02","YES","YES"
"04","0409","0409138","0409138-01","YES","YES"
"04","0409","0409138","0409138-02","YES","YES"
"04","0409","0409139","0409139-01","YES","YES"
"04","0409","0409139","0409139-02","YES","YES"
"04","0409","0409139","0409139-03","YES","YES"
"04","0409","0409140","0409140-01","YES","YES"
"04","0409","0409140","0409140-02","YES","YES"
"04","0409","0409140","0409140-03","YES","YES"
"04","0409","0409141","0409141-01","YES","YES"
"04","0409","0409141","0409141-02","YES","YES"
"04","0409","0409141","0409141-03","YES","YES"
"04","0409","0409142","0409142-01","YES","YES"
"04","0409","0409142","0409142-02","YES","YES"
"04","0409","0409143","0409143-01","YES","YES"
"04","0409","0409143","0409143-02","YES","YES"
"04","0409","0409144","0409144-01","YES","YES"
"04","0409","0409144","0409144-02","YES","YES"
"04","0409","0409145","0409145-01","YES","YES"
"04","0409","0409145","0409145-02","YES","YES"
"04","0409","0409145","0409145-03","YES","YES"
"04","0409","0409147","0409147-01","YES","YES"
"04","0409","0409147","0409147-02","YES","YES"
"04","0409","0409148","0409148-01","YES","YES"
"04","0409","0409148","0409148-02","YES","YES"
"04","0409","0409148","0409148-03","YES","YES"
"04","0409","0409149","0409149-01","YES","YES"
"04","0409","0409149","0409149-02","YES","YES"
"04","0409","0409150","0409150-01","YES","YES"
"04","0409","0409150","0409150-02","YES","YES"
"04","0409","0409151","0409151-01","YES","YES"
"04","0409","0409151","0409151-02","YES","YES"
"04","0409","0409152","0409152-01","YES","YES"
"04","0409","0409152","0409152-02","YES","YES"
"04","0409","0409153","0409153-01","YES","YES"
"04","0409","0409153","0409153-02","YES","YES"
"04","0409","0409154","0409154-01","YES","YES"
"04","0409","0409154","0409154-02","YES","YES"
"04","0409","0409155","0409155-01","YES","YES"
"04","0409","0409155","0409155-02","YES","YES"
"04","0409","0409155","0409155-03","YES","YES"
"04","0409","0409155","0409155-04","YES","YES"
"04","0409","0409156","0409156-01","YES","YES"
"04","0409","0409156","0409156-02","YES","YES"
"04","0409","0409157","0409157-01","YES","YES"
"04","0409","0409157","0409157-02","YES","YES"
"04","0409","0409157","0409157-03","YES","YES"
"05","0501","0501001","0501001-01","YES","YES"
"05","0501","0501001","0501001-02","YES","YES"
"05","0501","0501001","0501001-03","YES","YES"
"05","0501","0501001","0501001-04","YES","YES"
"05","0501","0501001","0501001-05","YES","YES"
"05","0501","0501001","0501001-06","YES","YES"
"05","0501","0501001","0501001-07","YES","YES"
"05","0501","0501001","0501001-08","YES","YES"
"05","0501","0501001","0501001-09","YES","YES"
"05","0501","0501001","0501001-10","YES","YES"
"05","0501","0501001","0501001-11","YES","YES"
"05","0501","0501001","0501001-12","YES","YES"
"05","0501","0501001","0501001-13","YES","YES"
"05","0501","0501002","0501002-01","YES","YES"
"05","0501","0501002","0501002-02","YES","YES"
"05","0501","0501002","0501002-03","YES","YES"
"05","0501","0501002","0501002-04","YES","YES"
"05","0501","0501002","0501002-05","YES","YES"
"05","0501","0501002","0501002-06","YES","YES"
"05","0501","0501002","0501002-07","YES","YES"
"05","0501","0501002","0501002-08","YES","YES"
"05","0501","0501002","0501002-09","YES","YES"
"05","0501","0501002","0501002-10","YES","YES"
"05","0501","0501002","0501002-11","YES","YES"
"05","0501","0501002","0501002-12","YES","YES"
"05","0501","0501002","0501002-13","YES","YES"
"05","0501","0501002","0501002-14","YES","YES"
"05","0501","0501002","0501002-15","YES","YES"
"05","0501","0501002","0501002-16","YES","YES"
"05","0501","0501002","0501002-17","YES","YES"
"05","0501","0501002","0501002-18","YES","YES"
"05","0501","0501002","0501002-19","YES","YES"
"05","0501","0501002","0501002-20","YES","YES"
"05","0501","0501002","0501002-21","YES","YES"
"05","0501","0501002","0501002-22","YES","YES"
"05","0501","0501002","0501002-23","YES","YES"
"05","0501","0501002","0501002-24","YES","YES"
"05","0501","0501003","0501003-01","YES","YES"
"05","0501","0501003","0501003-02","YES","YES"
"05","0501","0501003","0501003-03","YES","YES"
"05","0501","0501006","0501006-01","YES","YES"
"05","0501","0501006","0501006-02","YES","YES"
"05","0501","0501006","0501006-03","YES","YES"
"05","0501","0501006","0501006-04","YES","YES"
"05","0501","0501007","0501007-01","YES","YES"
"05","0501","0501007","0501007-02","YES","YES"
"05","0501","0501008","0501008-01","YES","YES"
"05","0501","0501008","0501008-02","YES","YES"
"05","0501","0501008","0501008-03","YES","YES"
"05","0501","0501008","0501008-04","YES","YES"
"05","0501","0501008","0501008-05","YES","YES"
"05","0501","0501009","0501009-01","YES","YES"
"05","0501","0501009","0501009-02","YES","YES"
"05","0501","0501010","0501010-01","YES","YES"
"05","0501","0501010","0501010-02","YES","YES"
"05","0501","0501011","0501011-01","YES","YES"
"05","0501","0501012","0501012-01","YES","YES"
"05","0501","0501012","0501012-02","YES","YES"
"05","0501","0501012","0501012-03","YES","YES"
"05","0501","0501012","0501012-04","YES","YES"
"05","0501","0501014","0501014-01","YES","YES"
"05","0501","0501014","0501014-02","YES","YES"
"05","0501","0501014","0501014-03","YES","YES"
"05","0501","0501014","0501014-04","YES","YES"
"05","0501","0501014","0501014-05","YES","YES"
"05","0501","0501017","0501017-01","YES","YES"
"05","0501","0501017","0501017-02","YES","YES"
"05","0501","0501017","0501017-03","YES","YES"
"05","0501","0501017","0501017-04","YES","YES"
"05","0501","0501017","0501017-05","YES","YES"
"05","0501","0501017","0501017-06","YES","YES"
"05","0501","0501017","0501017-07","YES","YES"
"05","0501","0501017","0501017-08","YES","YES"
"05","0501","0501017","0501017-09","YES","YES"
"05","0501","0501017","0501017-10","YES","YES"
"05","0501","0501017","0501017-11","YES","YES"
"05","0501","0501018","0501018-01","YES","YES"
"05","0501","0501018","0501018-02","YES","YES"
"05","0502","0502030","0502030-01","YES","YES"
"05","0502","0502032","0502032-01","YES","YES"
"05","0502","0502032","0502032-02","YES","YES"
"05","0503","0503044","0503044-01","YES","YES"
"05","0503","0503044","0503044-02","YES","YES"
"05","0503","0503044","0503044-03","YES","NO"
"05","0503","0503044","0503044-04","YES","NO"
"05","0504","0504045","0504045-01","YES","YES"
"05","0504","0504045","0504045-02","YES","YES"
"05","0504","0504045","0504045-03","YES","YES"
"05","0504","0504045","0504045-04","YES","YES"
"05","0504","0504045","0504045-05","YES","YES"
"05","0504","0504045","0504045-06","YES","NO"
"05","0504","0504045","0504045-07","YES","NO"
"05","0504","0504045","0504045-08","YES","NO"
"05","0504","0504045","0504045-09","YES","NO"
"05","0504","0504048","0504048-01","YES","YES"
"05","0504","0504048","0504048-02","YES","YES"
"05","0504","0504048","0504048-03","YES","YES"
"05","0504","0504048","0504048-04","YES","YES"
"05","0504","0504048","0504048-05","YES","YES"
"05","0504","0504048","0504048-06","YES","YES"
"05","0504","0504048","0504048-07","YES","YES"
"05","0504","0504048","0504048-08","YES","YES"
"05","0504","0504048","0504048-09","YES","YES"
"05","0504","0504048","0504048-10","YES","NO"
"05","0505","0505055","0505055-01","YES","YES"
"05","0505","0505055","0505055-02","YES","YES"
"05","0505","0505055","0505055-03","YES","YES"
"05","0505","0505055","0505055-04","YES","YES"
"05","0505","0505055","0505055-05","YES","YES"
"05","0505","0505055","0505055-06","YES","YES"
"05","0505","0505055","0505055-07","YES","YES"
"05","0505","0505055","0505055-08","YES","YES"
"05","0505","0505055","0505055-09","YES","YES"
"05","0505","0505055","0505055-10","YES","NO"
"05","0505","0505055","0505055-11","YES","NO"
"05","0505","0505056","0505056-01","YES","YES"
"05","0505","0505056","0505056-02","YES","YES"
"05","0505","0505056","0505056-03","YES","YES"
"05","0505","0505056","0505056-04","YES","YES"
"05","0505","0505057","0505057-01","YES","YES"
"05","0505","0505057","0505057-02","YES","YES"
"05","0505","0505057","0505057-03","YES","YES"
"05","0505","0505057","0505057-04","YES","YES"
"05","0505","0505057","0505057-05","YES","NO"
"05","0505","0505057","0505057-06","YES","NO"
"05","0505","0505060","0505060-01","YES","YES"
"05","0505","0505060","0505060-02","YES","YES"
"05","0505","0505060","0505060-03","YES","YES"
"05","0505","0505060","0505060-04","YES","YES"
"05","0505","0505060","0505060-05","YES","YES"
"05","0505","0505060","0505060-06","YES","YES"
"05","0505","0505060","0505060-07","YES","YES"
"05","0505","0505060","0505060-08","YES","YES"
"05","0505","0505060","0505060-09","YES","YES"
"05","0505","0505062","0505062-01","YES","YES"
"05","0505","0505062","0505062-02","YES","YES"
"05","0505","0505062","0505062-03","YES","YES"
"05","0505","0505062","0505062-04","YES","YES"
"05","0505","0505062","0505062-05","YES","YES"
"05","0505","0505063","0505063-01","YES","YES"
"05","0505","0505063","0505063-02","YES","YES"
"05","0505","0505064","0505064-01","YES","NO"
"05","0505","0505064","0505064-02","YES","NO"
"05","0505","0505065","0505065-01","YES","YES"
"05","0505","0505065","0505065-02","YES","YES"
"05","0505","0505065","0505065-03","YES","YES"
"05","0505","0505065","0505065-04","YES","YES"
"05","0505","0505067","0505067-01","YES","YES"
"05","0505","0505067","0505067-02","YES","YES"
"05","0505","0505067","0505067-03","YES","YES"
"05","0505","0505067","0505067-04","YES","YES"
"05","0505","0505067","0505067-05","YES","YES"
"05","0505","0505067","0505067-06","YES","YES"
"05","0505","0505067","0505067-07","YES","YES"
"05","0505","0505067","0505067-08","YES","YES"
"05","0505","0505067","0505067-09","YES","YES"
"05","0506","0506068","0506068-01","YES","YES"
"05","0507","0507078","0507078-01","YES","YES"
"05","0507","0507078","0507078-02","YES","YES"
"05","0507","0507078","0507078-03","YES","YES"
"05","0507","0507078","0507078-04","YES","YES"
"05","0507","0507080","0507080-01","YES","YES"
"05","0507","0507080","0507080-02","YES","YES"
"05","0507","0507080","0507080-03","YES","YES"
"05","0507","0507080","0507080-04","YES","YES"
"05","0507","0507081","0507081-01","YES","YES"
