"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","iec_vote_total","vote_share","candidate_rank","results_date","results_status","calculated_vote_total","error"
"01","Kabul",570353,"1-1629-87",438,439,"Anisa Maqsoodi","انیسه مقصودی","انیسه مقصودی",230,0.000403259034317344,419,"2019-05-15","Results Status : Certified",127,"ERROR"
"01","Kabul",570353,"1-1642-118",645,646,"Mohammad Halim Amini","محمد حلیم امینی ","محمد حلیم امینی ",228,0.000399752434018932,420,"2019-05-15","Results Status : Certified",167,"ERROR"
"01","Kabul",570353,"1-1385-26",263,263,"Mustafa Nikzad","مصطفی نیکزاد ","مصطفی نیکزاد ",227,0.000397999133869726,421,"2019-05-15","Results Status : Certified",140,"ERROR"
"01","Kabul",570353,"1-1359-3057",148,148,"Mohammad Edris Stanikzai","محمد ادریس  ستانکزی ","محمد ادریس  ستانکزی ",224,0.000392739233422109,422,"2019-05-15","Results Status : Certified",171,"ERROR"
"01","Kabul",570353,"1-1158-23",549,550,"Dr. Samim Shamsi","دکتور صمیم شمسی","دکتور صمیم شمسی",223,0.000390985933272903,423,"2019-05-15","Results Status : Certified",81,"ERROR"
"01","Kabul",570353,"1-1706-90",498,499,"Frozan Khalilyar","فروزان خلیل یار ","فروزان خلیل یار ",222,0.000389232633123697,424,"2019-05-15","Results Status : Certified",145,"ERROR"
"01","Kabul",570353,"1-1752-137",22,22,"Alhaj Mohammad Mosadeq Muqset","الحاج محمد مصدق مقسط","الحاج محمد مصدق مقسط",222,0.000389232633123697,424,"2019-05-15","Results Status : Certified",173,"ERROR"
"01","Kabul",570353,"1-1399-63",173,173,"Habib Zaki Rohgar","حبیبه ذکی روهگر","حبیبه ذکی روهگر",221,0.000387479332974491,425,"2019-05-15","Results Status : Certified",159,"ERROR"
"01","Kabul",570353,"1-1409-1030",446,447,"Sayed Jawid Andesh","سید جاوید اندیش","سید جاوید اندیش",220,0.000385726032825285,426,"2019-05-15","Results Status : Certified",158,"ERROR"
"01","Kabul",570353,"1-1554-13",276,276,"Mohammad Dawood Babur","محمد داود  بابر","محمد داود  بابر",219,0.00038397273267608,427,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1573-1089",346,346,"Dr. Aslam Khan Mirdadi","داکتر اسلم خان میر دادی","داکتر اسلم خان میر دادی",214,0.00037520623193005,428,"2019-05-15","Results Status : Certified",121,"ERROR"
"01","Kabul",570353,"1-1497-139",795,796,"Sayed Rohullah Sadat Naseri","سید روح الله سادات ناصری","سید روح الله سادات ناصری",213,0.000373452931780845,429,"2019-05-15","Results Status : Certified",128,"ERROR"
"01","Kabul",570353,"1-1760-162",379,380,"Dr. Faridullah sefat","داکتر فرید الله صفت ","داکتر فرید الله صفت ",210,0.000368193031333227,430,"2019-05-15","Results Status : Certified",147,"ERROR"
"01","Kabul",570353,"1-1413-184",189,189,"Karimullah Akhondzadah","کریم الله اخندزاده","کریم الله اخندزاده",210,0.000368193031333227,430,"2019-05-15","Results Status : Certified",162,"ERROR"
"01","Kabul",570353,"1-1511-194",244,244,"Abdul Qudos Jawzjani","عبدالقدوس جوزجانی","عبدالقدوس جوزجانی",201,0.000352413329990374,431,"2019-05-15","Results Status : Certified",149,"ERROR"
"01","Kabul",570353,"1-1716-150",39,39,"Rahela Jafari","راحله جعفری ","راحله جعفری ",201,0.000352413329990374,431,"2019-05-15","Results Status : Certified",126,"ERROR"
"01","Kabul",570353,"1-1695-167",295,295,"Hawa Alam Nooristani","حوا علم نورستانی","حوا علم نورستانی",200,0.000350660029841169,432,"2019-05-15","Results Status : Certified",146,"ERROR"
"01","Kabul",570353,"1-1285-19",606,607,"Fazel Rahman Sofizadah","فضل الرحمن صوفی زاده","فضل الرحمن صوفی زاده",198,0.000347153429542757,433,"2019-05-15","Results Status : Certified",127,"ERROR"
"01","Kabul",570353,"1-1729-1043",365,366,"Abdul Hadi Miran","عبدالهادی میران ","عبدالهادی میران ",198,0.000347153429542757,433,"2019-05-15","Results Status : Certified",97,"ERROR"
"01","Kabul",570353,"1-1784-3072",135,135,"Sayed Assadullah Hashimi","سید اسدالله  هاشمی","سید اسدالله  هاشمی",198,0.000347153429542757,433,"2019-05-15","Results Status : Certified",134,"ERROR"
"01","Kabul",570353,"1-1284-32",208,208,"Sayed Baqer Mohseni Kazemi","سید باقر محسنی کاظمی","سید باقر محسنی کاظمی",197,0.000345400129393551,434,"2019-05-15","Results Status : Certified",111,"ERROR"
"01","Kabul",570353,"1-1352-1058",3,3,"Farzana Rezaye","فرزانه رضایی","فرزانه رضایی",197,0.000345400129393551,434,"2019-05-15","Results Status : Certified",119,"ERROR"
"01","Kabul",570353,"1-1815-140",78,78,"Khesraw Khalid","خسرو خالد ","خسرو خالد ",196,0.000343646829244345,435,"2019-05-15","Results Status : Certified",126,"ERROR"
"01","Kabul",570353,"1-1434-31",550,551,"Anisa Turk","انیسه ترک","انیسه ترک",193,0.000338386928796728,436,"2019-05-15","Results Status : Certified",109,"ERROR"
"01","Kabul",570353,"1-1725-128",315,315,"Eng. Shams Rahman Shams","انجنیر شمس الرحمن شمس ","انجنیر شمس الرحمن شمس ",192,0.000336633628647522,437,"2019-05-15","Results Status : Certified",158,"ERROR"
"01","Kabul",570353,"1-1262-1163",722,723,"Mohammad Tamim Nooristani","محمد تمیم نورستانی ","محمد تمیم نورستانی ",191,0.000334880328498316,438,"2019-05-15","Results Status : Certified",144,"ERROR"
"01","Kabul",570353,"1-1331-29",531,532,"Mohammad Haroon Formoli","محمد هارون فرملی","محمد هارون فرملی",189,0.000331373728199904,439,"2019-05-15","Results Status : Certified",77,"ERROR"
"01","Kabul",570353,"1-1658-90",491,492,"Qari Zabiullah Tarakhel","قاری ذبیح الله تره خیل","قاری ذبیح الله تره خیل",189,0.000331373728199904,439,"2019-05-15","Results Status : Certified",173,"ERROR"
"01","Kabul",570353,"1-1575-175",414,415,"Mohammad Rafiq shirzad","محمد رفیق شیرزاد","محمد رفیق شیرزاد",189,0.000331373728199904,439,"2019-05-15","Results Status : Certified",118,"ERROR"
"01","Kabul",570353,"1-1051-43",150,150,"Dr. Sayed Makhdom Rahin","دکتور سید مخدوم رهین","دکتور سید مخدوم رهین",189,0.000331373728199904,439,"2019-05-15","Results Status : Certified",133,"ERROR"
"01","Kabul",570353,"1-1556-70",794,795,"Adela Bahram Nezami","عادله بهرام نظامی ","عادله بهرام نظامی ",188,0.000329620428050698,440,"2019-05-15","Results Status : Certified",118,"ERROR"
"01","Kabul",570353,"1-1500-1164",225,225,"Qadam Ali Khadem","قدم علی خادم ","قدم علی خادم ",187,0.000327867127901493,441,"2019-05-15","Results Status : Certified",128,"ERROR"
"01","Kabul",570353,"1-1421-196",624,625,"Najiba Fetrat","نجیبه فطرت","نجیبه فطرت",185,0.000324360527603081,442,"2019-05-15","Results Status : Certified",110,"ERROR"
"01","Kabul",570353,"1-1211-78",172,172,"Abdul Sabor Gardizi","عبدالصبور گردیزی","عبدالصبور گردیزی",185,0.000324360527603081,442,"2019-05-15","Results Status : Certified",132,"ERROR"
"01","Kabul",570353,"1-1710-163",54,54,"Abdul Basir Khalili Yousufzai","عبدالبصیر خلیلی یوسفزی","عبدالبصیر خلیلی یوسفزی",185,0.000324360527603081,442,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1739-1044",741,742,"Jamshid Sofizadah","جمشید صوفی زاده ","جمشید صوفی زاده ",183,0.000320853927304669,443,"2019-05-15","Results Status : Certified",131,"ERROR"
"01","Kabul",570353,"1-1719-1162",63,63,"Enjila Bafaiz","انجیلا با فیض ","انجیلا با فیض ",182,0.000319100627155463,444,"2019-05-15","Results Status : Certified",105,"ERROR"
"01","Kabul",570353,"1-1387-1081",281,281,"Mohammad sharif Omarzai","محمد شریف عمر زی","محمد شریف عمر زی",180,0.000315594026857052,445,"2019-05-15","Results Status : Certified",131,"ERROR"
"01","Kabul",570353,"1-1538-13",48,48,"Frozan Dawoodzai","فروزان داوودزی","فروزان داوودزی",180,0.000315594026857052,445,"2019-05-15","Results Status : Certified",125,"ERROR"
"01","Kabul",570353,"1-1350-81",711,712,"Hazrat Yousuf Zemarai Ahmadzai","حضرت یوسف زمری احمدزی","حضرت یوسف زمری احمدزی",179,0.000313840726707846,446,"2019-05-15","Results Status : Certified",114,"ERROR"
"01","Kabul",570353,"1-1820-136",284,284,"Mohammad Abid Andarabi","محمد عابد اندرابی ","محمد عابد اندرابی ",177,0.000310334126409434,447,"2019-05-15","Results Status : Certified",127,"ERROR"
"01","Kabul",570353,"1-1018-70",420,421,"Zergull Etefaaq Sahak","زیر ګل اتفاق سهاک","زیر ګل اتفاق سهاک",176,0.000308580826260228,448,"2019-05-15","Results Status : Certified",123,"ERROR"
"01","Kabul",570353,"35-1832-153",605,606,"Jubran","جبران ","جبران ",175,0.000306827526111022,449,"2019-05-15","Results Status : Certified",134,"ERROR"
"01","Kabul",570353,"1-1732-171",109,109,"Habiba Qaderi","حبیبه قادری","حبیبه قادری",175,0.000306827526111022,449,"2019-05-15","Results Status : Certified",136,"ERROR"
"01","Kabul",570353,"1-1788-1069",592,593,"Khalid Khan Ghaznawi","خالد خان غزنوی","خالد خان غزنوی",174,0.000305074225961817,450,"2019-05-15","Results Status : Certified",116,"ERROR"
"01","Kabul",570353,"1-1372-3070",653,654,"Noor Habib Hasir","نورالحبیب  حصیر","نورالحبیب  حصیر",172,0.000301567625663405,451,"2019-05-15","Results Status : Certified",145,"ERROR"
"01","Kabul",570353,"1-1859-147",472,473,"Khwaja Khalilullah Sediqyar","خواجه خلیل الله صدیقیار","خواجه خلیل الله صدیقیار",171,0.000299814325514199,452,"2019-05-15","Results Status : Certified",99,"ERROR"
"01","Kabul",570353,"1-1191-1055",191,191,"Somaya Bayat Kazemi","سٌمیه بیات کاظمی","سٌمیه بیات کاظمی",170,0.000298061025364993,453,"2019-05-15","Results Status : Certified",104,"ERROR"
"01","Kabul",570353,"1-1638-148",457,458,"Ziaullhaq Shams","ضیاءالحق  شمس","ضیاءالحق  شمس",169,0.000296307725215787,454,"2019-05-15","Results Status : Certified",130,"ERROR"
"01","Kabul",570353,"1-1636-75",434,435,"Mansoor Ahmad Ahmadzai","منصور احمد احمدزی","منصور احمد احمدزی",169,0.000296307725215787,454,"2019-05-15","Results Status : Certified",131,"ERROR"
"01","Kabul",570353,"1-1526-1023",93,93,"Zewaruddin Zewar","زیورالدین زیور","زیورالدین زیور",168,0.000294554425066582,455,"2019-05-15","Results Status : Certified",116,"ERROR"
"01","Kabul",570353,"1-1189-2027",80,80,"Maari","ماری","ماری",166,0.00029104782476817,456,"2019-05-15","Results Status : Certified",114,"ERROR"
"01","Kabul",570353,"1-2002-1033",177,177,"Leyaqat Ali Faramarz","لیاقت علی فرامرز","لیاقت علی فرامرز",165,0.000289294524618964,457,"2019-05-15","Results Status : Certified",112,"ERROR"
"01","Kabul",570353,"1-1156-37",74,74,"Mohammad Salim Paigir","محمد سلیم پیگیر ","محمد سلیم پیگیر ",165,0.000289294524618964,457,"2019-05-15","Results Status : Certified",118,"ERROR"
"01","Kabul",570353,"1-1254-21",782,783,"Dr. Abdul Basir Ranjbar","دکتور عبدالبصیر رنجبر","دکتور عبدالبصیر رنجبر",164,0.000287541224469758,458,"2019-05-15","Results Status : Certified",112,"ERROR"
"01","Kabul",570353,"1-1170-95",719,720,"Brg-Gen. Arkan Harb Ghullam Farooq Nayemi","برید جنرال ارکان حرب غلام فاروق نعیمی","برید جنرال ارکان حرب غلام فاروق نعیمی",164,0.000287541224469758,458,"2019-05-15","Results Status : Certified",112,"ERROR"
"01","Kabul",570353,"1-1267-3064",342,342,"Amanullah Tarin","آمان الله ترین","آمان الله ترین",164,0.000287541224469758,458,"2019-05-15","Results Status : Certified",130,"ERROR"
"01","Kabul",570353,"1-1831-147",137,137,"Deen Mohammad Darwishi","دین محمد درویشی ","دین محمد درویشی ",163,0.000285787924320552,459,"2019-05-15","Results Status : Certified",108,"ERROR"
"01","Kabul",570353,"1-1303-53",460,461,"Samimullah sultani","صمیم الله سلطانی ","صمیم الله سلطانی ",162,0.000284034624171347,460,"2019-05-15","Results Status : Certified",117,"ERROR"
"01","Kabul",570353,"35-1360-155",659,660,"Haji Azizullah Habibi","حاجی عزیز الله حبیبی","حاجی عزیز الله حبیبی",160,0.000280528023872935,461,"2019-05-15","Results Status : Certified",118,"ERROR"
"01","Kabul",570353,"1-1295-207",439,440,"Dr. Tobi Azami","داکتر طوبی اعظمی ","داکتر طوبی اعظمی ",159,0.000278774723723729,462,"2019-05-15","Results Status : Certified",79,"ERROR"
"01","Kabul",570353,"1-1726-121",687,688,"Mohammad Aref Nooristani","محمد عارف نورستانی","محمد عارف نورستانی",158,0.000277021423574523,463,"2019-05-15","Results Status : Certified",135,"ERROR"
"01","Kabul",570353,"1-1376-1203",350,350,"Qudsia Alokozai","قدسیه الکوزی ","قدسیه الکوزی ",158,0.000277021423574523,463,"2019-05-15","Results Status : Certified",42,"ERROR"
"01","Kabul",570353,"1-1844-1193",358,359,"Mirwais Ansar Mangal","میرویس انصار منگل","میرویس انصار منگل",157,0.000275268123425317,464,"2019-05-15","Results Status : Certified",103,"ERROR"
"01","Kabul",570353,"1-1005-179",174,174,"Mohammad Azam Azami Dehsabzi","محمد اعظم اعظمی ده سبزی ","محمد اعظم اعظمی ده سبزی ",157,0.000275268123425317,464,"2019-05-15","Results Status : Certified",137,"ERROR"
"01","Kabul",570353,"1-1854-144",108,108,"Eidi Mohammad Shareqi","عیدی محمد شارقی","عیدی محمد شارقی",157,0.000275268123425317,464,"2019-05-15","Results Status : Certified",115,"ERROR"
"01","Kabul",570353,"1-1001-89",493,494,"Haji Shafiqullah Ghorbandi","حاجی شفیع الله غوربندی ","حاجی شفیع الله غوربندی ",155,0.000271761523126906,465,"2019-05-15","Results Status : Certified",130,"ERROR"
"01","Kabul",570353,"1-1741-1070",4,4,"sayed Shah Mahmood Malekzadah","سید شاه محمود ملک زاده ","سید شاه محمود ملک زاده ",155,0.000271761523126906,465,"2019-05-15","Results Status : Certified",92,"ERROR"
"01","Kabul",570353,"1-1056-3054",316,316,"Sayed Mohammad Rashid Naserzadah","سید محمد رشید  ناصر زاده","سید محمد رشید  ناصر زاده",154,0.0002700082229777,466,"2019-05-15","Results Status : Certified",103,"ERROR"
"01","Kabul",570353,"1-1674-1093",26,26,"Mohammad Shafiq Haqyar","محمد شفیق حقیار","محمد شفیق حقیار",154,0.0002700082229777,466,"2019-05-15","Results Status : Certified",106,"ERROR"
"01","Kabul",570353,"1-1334-24",697,698,"Masood Shah","مسعود شاه","مسعود شاه",153,0.000268254922828494,467,"2019-05-15","Results Status : Certified",106,"ERROR"
"01","Kabul",570353,"1-1579-62",449,450,"ghullam Mohammad Panjshiri","غلام محمد پنجشیری","غلام محمد پنجشیری",153,0.000268254922828494,467,"2019-05-15","Results Status : Certified",110,"ERROR"
"01","Kabul",570353,"1-1772-1157",230,230,"Abdullah Kohbandi","عبدالله کوهبندی ","عبدالله کوهبندی ",153,0.000268254922828494,467,"2019-05-15","Results Status : Certified",60,"ERROR"
"01","Kabul",570353,"1-1449-128",354,355,"Mohammad Younus Wayar","محمد یونس ویاړ","محمد یونس ویاړ",152,0.000266501622679288,468,"2019-05-15","Results Status : Certified",125,"ERROR"
"01","Kabul",570353,"1-2005-1176",13,13,"Ustad Jafari","استاد جعفری ","استاد جعفری ",152,0.000266501622679288,468,"2019-05-15","Results Status : Certified",103,"ERROR"
"01","Kabul",570353,"1-1203-73",479,480,"Alhaj Abdul Sami Arefi","الحاج عبدالسمیع عارفی","الحاج عبدالسمیع عارفی",151,0.000264748322530082,469,"2019-05-15","Results Status : Certified",94,"ERROR"
"01","Kabul",570353,"1-1814-146",770,771,"Abdul Wakil Rashidi","عبدالوکیل رشیدی ","عبدالوکیل رشیدی ",150,0.000262995022380876,470,"2019-05-15","Results Status : Certified",91,"ERROR"
"01","Kabul",570353,"1-1723-1204",499,500,"Hamasa Sadat","حماسه سادات ","حماسه سادات ",150,0.000262995022380876,470,"2019-05-15","Results Status : Certified",90,"ERROR"
"01","Kabul",570353,"1-1512-131",112,112,"Dr. Wahidullah Ahmadzai","داکتر وحید الله احمدزی ","داکتر وحید الله احمدزی ",150,0.000262995022380876,470,"2019-05-15","Results Status : Certified",97,"ERROR"
"01","Kabul",570353,"1-1608-44",487,488,"Ramesh Noori","رامش نوری","رامش نوری",149,0.000261241722231671,471,"2019-05-15","Results Status : Certified",108,"ERROR"
"01","Kabul",570353,"1-1102-3069",293,293,"Abdul Qader Haidari","عبدالقادر  حیدری","عبدالقادر  حیدری",149,0.000261241722231671,471,"2019-05-15","Results Status : Certified",111,"ERROR"
"01","Kabul",570353,"1-1050-42",57,57,"Nasrullah Mesbah","نصرالله مصباح","نصرالله مصباح",149,0.000261241722231671,471,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1003-13",168,168,"Freshta Farah","فرشته فرح","فرشته فرح",148,0.000259488422082465,472,"2019-05-15","Results Status : Certified",90,"ERROR"
"01","Kabul",570353,"1-1848-195",749,750,"Bashir Ahmad Bezhan","بشیر احمد بیژن ","بشیر احمد بیژن ",147,0.000257735121933259,473,"2019-05-15","Results Status : Certified",117,"ERROR"
"01","Kabul",570353,"1-1255-3",639,640,"Zeba Safa","زیبا صفا","زیبا صفا",146,0.000255981821784053,474,"2019-05-15","Results Status : Certified",90,"ERROR"
"01","Kabul",570353,"1-1128-174",632,633,"Mohammad Naser Babakarkhel","محمد ناصر بابکر خیل","محمد ناصر بابکر خیل",146,0.000255981821784053,474,"2019-05-15","Results Status : Certified",102,"ERROR"
"01","Kabul",570353,"1-1082-84",352,353,"Abdal Amin Haqjo","عبدال امین حقجو","عبدال امین حقجو",146,0.000255981821784053,474,"2019-05-15","Results Status : Certified",104,"ERROR"
"01","Kabul",570353,"1-1877-1097",366,367,"Eng. Abdul Satar Azizi","انجنیر عبدالستار عزیزی","انجنیر عبدالستار عزیزی",145,0.000254228521634847,475,"2019-05-15","Results Status : Certified",70,"ERROR"
"01","Kabul",570353,"1-1822-141",159,159,"Mohammad Yousuf Nawabi","محمد یوسف نوابی","محمد یوسف نوابی",145,0.000254228521634847,475,"2019-05-15","Results Status : Certified",91,"ERROR"
"01","Kabul",570353,"1-1043-94",126,126,"Mohammad Nabi Baraki","محمد نبی بره کی ","محمد نبی بره کی ",145,0.000254228521634847,475,"2019-05-15","Results Status : Certified",106,"ERROR"
"01","Kabul",570353,"1-1471-1085",600,601,"Parwin Zafar Ahadi","پروین ظفر احدی","پروین ظفر احدی",143,0.000250721921336436,476,"2019-05-15","Results Status : Certified",80,"ERROR"
"01","Kabul",570353,"1-1365-1108",473,474,"Abdul Khaibar Hotak","عبدالخبیر هوتک ","عبدالخبیر هوتک ",143,0.000250721921336436,476,"2019-05-15","Results Status : Certified",89,"ERROR"
"01","Kabul",570353,"1-1373-3061",260,260,"Shahla Naseri Barikzai","شهلا  ناصری بارکزی","شهلا  ناصری بارکزی",142,0.00024896862118723,477,"2019-05-15","Results Status : Certified",107,"ERROR"
"01","Kabul",570353,"1-1416-139",669,670,"Assadullah Karimi","اسد الله کریمی","اسد الله کریمی",141,0.000247215321038024,478,"2019-05-15","Results Status : Certified",94,"ERROR"
"01","Kabul",570353,"1-1404-1012",672,673,"Sherabuddin Sayar","شیر اب الدین  سیار","شیر اب الدین  سیار",139,0.000243708720739612,479,"2019-05-15","Results Status : Certified",87,"ERROR"
"01","Kabul",570353,"1-1896-158",56,56,"Mohammad Shoaib Iqbal Zazai","محمد شعیب اقبال ځاځی","محمد شعیب اقبال ځاځی",139,0.000243708720739612,479,"2019-05-15","Results Status : Certified",105,"ERROR"
"01","Kabul",570353,"1-1002-14",710,711,"Sayed Mahdi Anwari","سید مهدی انوری ","سید مهدی انوری ",138,0.000241955420590406,480,"2019-05-15","Results Status : Certified",92,"ERROR"
"01","Kabul",570353,"1-1242-34",227,227,"Kamela Aimaq","کامله ایماق","کامله ایماق",138,0.000241955420590406,480,"2019-05-15","Results Status : Certified",94,"ERROR"
"01","Kabul",570353,"1-1383-171",403,404,"Pashtana Arabzai","پښتنه عربزۍ","پښتنه عربزۍ",137,0.0002402021204412,481,"2019-05-15","Results Status : Certified",80,"ERROR"
"01","Kabul",570353,"1-1011-2",314,314,"Abdul Rezaq Ismaili","عبدالرزاق اسماعیلی ","عبدالرزاق اسماعیلی ",137,0.0002402021204412,481,"2019-05-15","Results Status : Certified",92,"ERROR"
"01","Kabul",570353,"1-1558-80",183,183,"Saifuddin Shahab","سیف الدین شهاب","سیف الدین شهاب",137,0.0002402021204412,481,"2019-05-15","Results Status : Certified",102,"ERROR"
"01","Kabul",570353,"1-1345-105",603,604,"Dr. Mohammad Younus Karimi","داکتر محمد یونس کریمی ","داکتر محمد یونس کریمی ",135,0.000236695520142789,482,"2019-05-15","Results Status : Certified",72,"ERROR"
"01","Kabul",570353,"1-1264-1041",396,397,"Anwar Khan Shamali","انور خان  شمالی","انور خان  شمالی",135,0.000236695520142789,482,"2019-05-15","Results Status : Certified",107,"ERROR"
"01","Kabul",570353,"1-1131-1024",369,370,"Najibullah Haidari","نجیب الله حیدری","نجیب الله حیدری",134,0.000234942219993583,483,"2019-05-15","Results Status : Certified",86,"ERROR"
"01","Kabul",570353,"1-1458-117",43,43,"Abdul Qadir Sadeqyar","عبد القدیر صادقیار","عبد القدیر صادقیار",134,0.000234942219993583,483,"2019-05-15","Results Status : Certified",82,"ERROR"
"01","Kabul",570353,"1-1093-76",514,515,"Kulsom","کلثوم","کلثوم",133,0.000233188919844377,484,"2019-05-15","Results Status : Certified",74,"ERROR"
"01","Kabul",570353,"1-1019-41",367,368,"Ahmad Reza Noori","احمد رضآ نوری","احمد رضآ نوری",133,0.000233188919844377,484,"2019-05-15","Results Status : Certified",99,"ERROR"
"01","Kabul",570353,"1-1015-1063",282,282,"Mohammad Urfani","محمد عرفانی ","محمد عرفانی ",133,0.000233188919844377,484,"2019-05-15","Results Status : Certified",92,"ERROR"
"01","Kabul",570353,"1-1408-111",209,209,"Mohammad Shafiq Basharyar","محمد شفیق بشریار","محمد شفیق بشریار",133,0.000233188919844377,484,"2019-05-15","Results Status : Certified",87,"ERROR"
"01","Kabul",570353,"1-1840-1057",254,254,"Sayed Asghar Ashraq","سید اصغر اشراق","سید اصغر اشراق",132,0.000231435619695171,485,"2019-05-15","Results Status : Certified",79,"ERROR"
"01","Kabul",570353,"1-1435-57",388,389,"saifurahman Gharwal","سیف الرحمن غروال","سیف الرحمن غروال",131,0.000229682319545965,486,"2019-05-15","Results Status : Certified",93,"ERROR"
"01","Kabul",570353,"1-1407-113",40,40,"Abida Homa Azizi","عابده هما عزیزی","عابده هما عزیزی",130,0.00022792901939676,487,"2019-05-15","Results Status : Certified",85,"ERROR"
"01","Kabul",570353,"1-1624-214",409,410,"Dr. Abdul Ahad suhrabi","داکتر عبدالاحد سهرابی","داکتر عبدالاحد سهرابی",128,0.000224422419098348,488,"2019-05-15","Results Status : Certified",87,"ERROR"
"01","Kabul",570353,"1-1016-168",356,357,"Ghullam Farooq Mojadidi","غلام فاروق مجددی","غلام فاروق مجددی",128,0.000224422419098348,488,"2019-05-15","Results Status : Certified",95,"ERROR"
"01","Kabul",570353,"1-1610-5",270,270,"Ghullam Mohaiuddin Alokozai","غلام محی الدین  الکوزی","غلام محی الدین  الکوزی",128,0.000224422419098348,488,"2019-05-15","Results Status : Certified",98,"ERROR"
"01","Kabul",570353,"1-1181-106",726,727,"Alhaj Mohammad Dawood Paktyawal","الحاج محمد داود پکتیاوال","الحاج محمد داود پکتیاوال",127,0.000222669118949142,489,"2019-05-15","Results Status : Certified",86,"ERROR"
"01","Kabul",570353,"1-2007-164",633,634,"Alhaj Sharifullah Kamawal","الحاج شریف الله کامه وال ","الحاج شریف الله کامه وال ",126,0.000220915818799936,490,"2019-05-15","Results Status : Certified",81,"ERROR"
"01","Kabul",570353,"1-1199-17",300,300,"Phd. Lutfullah Safi","پوهاند لطف الله صافی ","پوهاند لطف الله صافی ",126,0.000220915818799936,490,"2019-05-15","Results Status : Certified",95,"ERROR"
"01","Kabul",570353,"1-1269-2",478,479,"Farah Diba Shahzad","فرح دیبا شهرزاد","فرح دیبا شهرزاد",125,0.00021916251865073,491,"2019-05-15","Results Status : Certified",105,"ERROR"
"01","Kabul",570353,"1-1510-185",188,188,"Dr. Ahmad Tamim Rahman","داکتر احمد تمیم رحمان","داکتر احمد تمیم رحمان",124,0.000217409218501524,492,"2019-05-15","Results Status : Certified",104,"ERROR"
"01","Kabul",570353,"1-1405-112",10,10,"Abdul Ghafar Faizi Zadran","عبدالغفار فیضی  ځدران ","عبدالغفار فیضی  ځدران ",124,0.000217409218501524,492,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1354-109",634,635,"Mohammad Aalem Kohkan","محمد عالم کوهکن ","محمد عالم کوهکن ",122,0.000213902618203113,493,"2019-05-15","Results Status : Certified",90,"ERROR"
"01","Kabul",570353,"1-1802-3065",595,596,"Shahzad Gull Musleh Zazai","شهزاد گل  مصلح   ځاځی","شهزاد گل  مصلح   ځاځی",122,0.000213902618203113,493,"2019-05-15","Results Status : Certified",65,"ERROR"
"01","Kabul",570353,"1-1747-181",149,149,"Sayed Paiwand Ali Sajadi","سید پیوند علی سجادی","سید پیوند علی سجادی",122,0.000213902618203113,493,"2019-05-15","Results Status : Certified",55,"ERROR"
"01","Kabul",570353,"1-1482-148",38,38,"Eng. Mohammad Dawood Yousufzai","انجنیر محمد داود یوسفزی","انجنیر محمد داود یوسفزی",121,0.000212149318053907,494,"2019-05-15","Results Status : Certified",60,"ERROR"
"01","Kabul",570353,"1-1171-71",676,677,"Alhaj Jalaluddin Fakhri","الحاج جلال الدین فخری ","الحاج جلال الدین فخری ",120,0.000210396017904701,495,"2019-05-15","Results Status : Certified",86,"ERROR"
"01","Kabul",570353,"1-1340-8",751,752,"Aminullah Patyani","امین الله پتیانی ","امین الله پتیانی ",119,0.000208642717755495,496,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1298-54",657,658,"Alhaj Hamidullah Bakhshi","الحاج حمید الله بخشی ","الحاج حمید الله بخشی ",117,0.000205136117457084,497,"2019-05-15","Results Status : Certified",78,"ERROR"
"01","Kabul",570353,"1-1839-1177",465,466,"Eng. Hamid Rahman","انجنیر حمیدالرحمن ","انجنیر حمیدالرحمن ",117,0.000205136117457084,497,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1817-131",237,237,"Sanaullah Mukhles","ثناء الله مخلص","ثناء الله مخلص",117,0.000205136117457084,497,"2019-05-15","Results Status : Certified",80,"ERROR"
"01","Kabul",570353,"1-1008-143",99,99,"Farida Sahar","فریده سحر","فریده سحر",117,0.000205136117457084,497,"2019-05-15","Results Status : Certified",85,"ERROR"
"01","Kabul",570353,"1-1634-8",714,715,"Pariza Rahmani","پریزا رحمانی","پریزا رحمانی",116,0.000203382817307878,498,"2019-05-15","Results Status : Certified",87,"ERROR"
"01","Kabul",570353,"1-1460-217",640,641,"Mumtaz Yousufzai","ممتاز یوسفزی","ممتاز یوسفزی",116,0.000203382817307878,498,"2019-05-15","Results Status : Certified",72,"ERROR"
"01","Kabul",570353,"1-1630-1022",400,401,"Nazar Mohammad Isshaqzai","نظر محمد اسحاقزی","نظر محمد اسحاقزی",116,0.000203382817307878,498,"2019-05-15","Results Status : Certified",84,"ERROR"
"01","Kabul",570353,"1-1256-120",681,682,"Sayed Karim Mansoor","سید کریم منصور ","سید کریم منصور ",113,0.00019812291686026,499,"2019-05-15","Results Status : Certified",82,"ERROR"
