"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name_eng","candidate_name_dari","candidate_name_pashto","iec_vote_total","vote_share","candidate_rank","results_date","results_status","calculated_vote_total","error"
"01","Kabul",570353,"1-1544-3",145,145,"Farida Sediqi","فریده صدیقی ","فریده صدیقی ",113,0.00019812291686026,499,"2019-05-15","Results Status : Certified",71,"ERROR"
"01","Kabul",570353,"1-1828-163",641,642,"Khalilullah Shinwari","خلیل الله شینواری","خلیل الله شینواری",111,0.000194616316561849,500,"2019-05-15","Results Status : Certified",50,"ERROR"
"01","Kabul",570353,"1-1070-77",662,663,"Sultan Mansoor Osmani","سلطان منصور عثمانی","سلطان منصور عثمانی",110,0.000192863016412643,501,"2019-05-15","Results Status : Certified",79,"ERROR"
"01","Kabul",570353,"1-1112-1067",294,294,"Mohammad Taher Ebadi","محمد طاهر عبادی","محمد طاهر عبادی",110,0.000192863016412643,501,"2019-05-15","Results Status : Certified",72,"ERROR"
"01","Kabul",570353,"1-1108-215",670,671,"Abdul Wahab Kabuli","عبدالوهاب کابلی","عبدالوهاب کابلی",108,0.000189356416114231,502,"2019-05-15","Results Status : Certified",69,"ERROR"
"01","Kabul",570353,"1-1727-135",424,425,"Faiz Mohammad Daqiq","فیض محمد دقیق","فیض محمد دقیق",106,0.000185849815815819,503,"2019-05-15","Results Status : Certified",77,"ERROR"
"01","Kabul",570353,"1-1063-67",235,235,"Dr. Zuhra Nawabi","داکتر زهره نوابی","داکتر زهره نوابی",105,0.000184096515666613,504,"2019-05-15","Results Status : Certified",87,"ERROR"
"01","Kabul",570353,"1-1053-1053",571,572,"Abdul Khaleq Ramesh Salemi","عبدالخالق رامش سالمی","عبدالخالق رامش سالمی",104,0.000182343215517408,505,"2019-05-15","Results Status : Certified",65,"ERROR"
"01","Kabul",570353,"1-1138-3053",153,153,"Ahmadullah Aksir","احمدالله  اکسیر","احمدالله  اکسیر",104,0.000182343215517408,505,"2019-05-15","Results Status : Certified",59,"ERROR"
"01","Kabul",570353,"1-1085-3062",621,622,"Razuddin Fakhri","رازالدن فخری","رازالدن فخری",103,0.000180589915368202,506,"2019-05-15","Results Status : Certified",73,"ERROR"
"01","Kabul",570353,"1-1650-89",382,383,"Mohammad Nazir Hafizi","محمد نظیر حفیظی","محمد نظیر حفیظی",103,0.000180589915368202,506,"2019-05-15","Results Status : Certified",82,"ERROR"
"01","Kabul",570353,"1-1485-63",631,632,"Abdul Mohammad Elham Nadi","عبدالمحمد الهام نادی","عبدالمحمد الهام نادی",102,0.000178836615218996,507,"2019-05-15","Results Status : Certified",64,"ERROR"
"01","Kabul",570353,"1-1754-131",579,580,"Mohammad Aref Wardag","محمد عارف وردگ ","محمد عارف وردگ ",102,0.000178836615218996,507,"2019-05-15","Results Status : Certified",67,"ERROR"
"01","Kabul",570353,"1-1699-12",368,369,"Naqibullah Faizi","نقیب الله فیضی","نقیب الله فیضی",102,0.000178836615218996,507,"2019-05-15","Results Status : Certified",66,"ERROR"
"01","Kabul",570353,"1-1315-24",17,17,"Sayed Saifullah Sadat","سید سیف الله سادات","سید سیف الله سادات",102,0.000178836615218996,507,"2019-05-15","Results Status : Certified",61,"ERROR"
"01","Kabul",570353,"1-1044-166",305,305,"Mohammad Osman Taheri","محمد عثمان طاهری","محمد عثمان طاهری",101,0.00017708331506979,508,"2019-05-15","Results Status : Certified",73,"ERROR"
"01","Kabul",570353,"1-1208-114",471,472,"Deplom Eng. Noor Gull Mangal","دیپلوم انجنیر نورگل منگل","دیپلوم انجنیر نورگل منگل",100,0.000175330014920584,509,"2019-05-15","Results Status : Certified",79,"ERROR"
"01","Kabul",570353,"1-1091-1104",118,118,"Fatema Akbari","فاطمه اکبری","فاطمه اکبری",99,0.000173576714771378,510,"2019-05-15","Results Status : Certified",51,"ERROR"
"01","Kabul",570353,"1-1858-1179",343,343,"Emal Burhan Wardak","ایمل برهان وردک ","ایمل برهان وردک ",98,0.000171823414622173,511,"2019-05-15","Results Status : Certified",65,"ERROR"
"01","Kabul",570353,"1-1155-102",124,124,"Kalimullah Hamsukhan","کلیم الله هم سخن ","کلیم الله هم سخن ",98,0.000171823414622173,511,"2019-05-15","Results Status : Certified",73,"ERROR"
"01","Kabul",570353,"1-1277-164",529,530,"Eng. Fazelhaq Hemati","انجنیر فضل الحق همتی","انجنیر فضل الحق همتی",97,0.000170070114472967,512,"2019-05-15","Results Status : Certified",61,"ERROR"
"01","Kabul",570353,"1-1371-3059",783,784,"Dr. Ali Asghar Paiman"," دوکتور علی اصغر پیمان"," دوکتور علی اصغر پیمان",96,0.000168316814323761,513,"2019-05-15","Results Status : Certified",76,"ERROR"
"01","Kabul",570353,"1-1486-139",588,589,"Zabiullah Laho Zazai","ذبیح الله لاهو ځاځی","ذبیح الله لاهو ځاځی",95,0.000166563514174555,514,"2019-05-15","Results Status : Certified",49,"ERROR"
"01","Kabul",570353,"1-1673-161",683,684,"Ustad Darab Ali Aliyar","استاد داراب علی علی یار","استاد داراب علی علی یار",94,0.000164810214025349,515,"2019-05-15","Results Status : Certified",49,"ERROR"
"01","Kabul",570353,"1-1278-114",665,666,"Sayed Alem Rasa","سید عالم رسا","سید عالم رسا",94,0.000164810214025349,515,"2019-05-15","Results Status : Certified",78,"ERROR"
"01","Kabul",570353,"1-1676-166",593,594,"Bibi Noor Darwazi","بی بی نور دروازی ","بی بی نور دروازی ",94,0.000164810214025349,515,"2019-05-15","Results Status : Certified",56,"ERROR"
"01","Kabul",570353,"1-1219-1216",280,280,"Ustad Mawlawi Shamsullah Haqani","استادمولوی شمس الله حقانی","استادمولوی شمس الله حقانی",94,0.000164810214025349,515,"2019-05-15","Results Status : Certified",72,"ERROR"
"01","Kabul",570353,"1-1713-253",301,301,"Murtaza Nikzad","مرتضی نیکزاد","مرتضی نیکزاد",93,0.000163056913876143,516,"2019-05-15","Results Status : Certified",63,"ERROR"
"01","Kabul",570353,"35-1769-156",730,731,"Ustad Laila Barikzai","استاد لیلا بارکزی ","استاد لیلا بارکزی ",92,0.000161303613726938,517,"2019-05-15","Results Status : Certified",58,"ERROR"
"01","Kabul",570353,"1-1882-1077",454,455,"Tafsir seyahposh","تفسیر سیاه پوش","تفسیر سیاه پوش",92,0.000161303613726938,517,"2019-05-15","Results Status : Certified",56,"ERROR"
"01","Kabul",570353,"1-1761-143",312,312,"Jamal Naser Mujahid","جمال ناصر مجاهد","جمال ناصر مجاهد",92,0.000161303613726938,517,"2019-05-15","Results Status : Certified",67,"ERROR"
"01","Kabul",570353,"1-1098-175",164,164,"Sayed Aziz Ahmad Wardak","سید عزیز احمد وردک","سید عزیز احمد وردک",92,0.000161303613726938,517,"2019-05-15","Results Status : Certified",65,"ERROR"
"01","Kabul",570353,"1-1851-1105",539,540,"Qari Urfanullah Marefat","قاری عرفان الله معرفت ","قاری عرفان الله معرفت ",88,0.000154290413130114,518,"2019-05-15","Results Status : Certified",65,"ERROR"
"01","Kabul",570353,"1-1495-211",700,701,"Afghani Oryakhel","افغانی اوریا  خیل","افغانی اوریا  خیل",87,0.000152537112980908,519,"2019-05-15","Results Status : Certified",58,"ERROR"
"01","Kabul",570353,"1-1379-1098",372,373,"Abdul Razaq Hakimi","عبداالرزاق  حکیمی ","عبداالرزاق  حکیمی ",86,0.000150783812831702,520,"2019-05-15","Results Status : Certified",63,"ERROR"
"01","Kabul",570353,"1-1400-15",29,29,"Shayesta Saleh","شایسته صالح","شایسته صالح",84,0.000147277212533291,521,"2019-05-15","Results Status : Certified",57,"ERROR"
"01","Kabul",570353,"1-1100-1096",569,570,"Aalia Azimi","عالیه عظیمی","عالیه عظیمی",83,0.000145523912384085,522,"2019-05-15","Results Status : Certified",57,"ERROR"
"01","Kabul",570353,"1-1036-68",405,406,"Nawid Ahmad Kohi","نوید احمد کوهی","نوید احمد کوهی",83,0.000145523912384085,522,"2019-05-15","Results Status : Certified",41,"ERROR"
"01","Kabul",570353,"1-1849-171",609,610,"Abdul Qayoum Sahraye","عبدالقیوم صحرایی","عبدالقیوم صحرایی",82,0.000143770612234879,523,"2019-05-15","Results Status : Certified",67,"ERROR"
"01","Kabul",570353,"35-1883-152",715,716,"Vida Saghari","ویدا ساغری","ویدا ساغری",79,0.000138510711787262,524,"2019-05-15","Results Status : Certified",37,"ERROR"
"01","Kabul",570353,"1-1807-130",542,543,"Rabea Stanikzai","رابعه ستانکزی","رابعه ستانکزی",79,0.000138510711787262,524,"2019-05-15","Results Status : Certified",63,"ERROR"
"01","Kabul",570353,"1-1037-117",76,76,"Eng. Mohmood Haidari","انجنیر محمود حیدری ","انجنیر محمود حیدری ",79,0.000138510711787262,524,"2019-05-15","Results Status : Certified",57,"ERROR"
"01","Kabul",570353,"1-1885-1051",737,738,"Mohammad Kabir Zamir","محمد کبیر ضمیر","محمد کبیر ضمیر",78,0.000136757411638056,525,"2019-05-15","Results Status : Certified",54,"ERROR"
"01","Kabul",570353,"1-1898-1086",296,296,"Shir Aqa Sayedkheli","شیر آقا سید خیلی ","شیر آقا سید خیلی ",78,0.000136757411638056,525,"2019-05-15","Results Status : Certified",57,"ERROR"
"01","Kabul",570353,"1-1894-143",194,194,"Haji Salim Logarwal","حاجی سلیم لوگروال","حاجی سلیم لوگروال",78,0.000136757411638056,525,"2019-05-15","Results Status : Certified",57,"ERROR"
"01","Kabul",570353,"1-1048-1159",77,77,"Nabila Sayedjanzada Hamid","نبیلا سیدجان زاده حمید ","نبیلا سیدجان زاده حمید ",78,0.000136757411638056,525,"2019-05-15","Results Status : Certified",64,"ERROR"
"01","Kabul",570353,"1-1714-1045",673,674,"Abu-Zar Ghafari","ابوذر غفاری","ابوذر غفاری",77,0.00013500411148885,526,"2019-05-15","Results Status : Certified",57,"ERROR"
"01","Kabul",570353,"1-1496-176",95,95,"Mohammad Ashraf Pirzad","محمد اشرف پیرزاد ","محمد اشرف پیرزاد ",77,0.00013500411148885,526,"2019-05-15","Results Status : Certified",62,"ERROR"
"01","Kabul",570353,"1-1147-213",144,144,"Eng. Rohullah Zarif","انجنیر روح الله ظریف","انجنیر روح الله ظریف",72,0.000126237610742821,527,"2019-05-15","Results Status : Certified",46,"ERROR"
"01","Kabul",570353,"1-1857-201",716,717,"Essa Mohammad Esmat Qane","عیسی محمد عصمت قانع","عیسی محمد عصمت قانع",71,0.000124484310593615,528,"2019-05-15","Results Status : Certified",55,"ERROR"
"01","Kabul",570353,"1-1712-147",692,693,"Sayed Nesar Hashemi","سید نثار هاشیمی","سید نثار هاشیمی",71,0.000124484310593615,528,"2019-05-15","Results Status : Certified",47,"ERROR"
"01","Kabul",570353,"1-1762-114",651,652,"Sayed Najibullah Faraz","سید نجیب الله فراز","سید نجیب الله فراز",71,0.000124484310593615,528,"2019-05-15","Results Status : Certified",45,"ERROR"
"01","Kabul",570353,"1-1103-149",130,130,"Mohammad Ibrahim Fedaye","محمد ابراهیم فدای","محمد ابراهیم فدای",71,0.000124484310593615,528,"2019-05-15","Results Status : Certified",41,"ERROR"
"01","Kabul",570353,"1-1084-30",543,544,"Del Aqa Kohdamani","دل آقا کوهدامنی","دل آقا کوهدامنی",70,0.000122731010444409,529,"2019-05-15","Results Status : Certified",49,"ERROR"
"01","Kabul",570353,"1-1768-205",513,514,"Tamana Zaryab Paryani","تمنا زریاب پریانی","تمنا زریاب پریانی",70,0.000122731010444409,529,"2019-05-15","Results Status : Certified",55,"ERROR"
"01","Kabul",570353,"1-1501-165",575,576,"Ahmad Parwiz Faizi","احمد پرویز فیضی","احمد پرویز فیضی",69,0.000120977710295203,530,"2019-05-15","Results Status : Certified",49,"ERROR"
"01","Kabul",570353,"1-1733-168",147,147,"Mohammad Nabi Ayani","محمد نبی عیانی","محمد نبی عیانی",69,0.000120977710295203,530,"2019-05-15","Results Status : Certified",44,"ERROR"
"01","Kabul",570353,"1-1576-133",186,186,"Pashtonmal Ahmadzai","پشتونمل احمدزی ","پشتونمل احمدزی ",68,0.000119224410145997,531,"2019-05-15","Results Status : Certified",50,"ERROR"
"01","Kabul",570353,"1-1101-178",511,512,"Dr. Bayani Salimi","داکتر بیانی سلیمی","داکتر بیانی سلیمی",67,0.000117471109996791,532,"2019-05-15","Results Status : Certified",35,"ERROR"
"01","Kabul",570353,"1-1238-1076",363,364,"Mohammad Malek Sabr","محمد ملک صبر","محمد ملک صبر",67,0.000117471109996791,532,"2019-05-15","Results Status : Certified",43,"ERROR"
"01","Kabul",570353,"1-1728-3056",257,257,"Khozha babakarkhel","خوږه  بابکر خیل ","خوږه  بابکر خیل ",67,0.000117471109996791,532,"2019-05-15","Results Status : Certified",39,"ERROR"
"01","Kabul",570353,"1-1292-1106",322,322,"Shir Mohammad Ghafoori","شیر محمد  غفوری","شیر محمد  غفوری",66,0.000115717809847586,533,"2019-05-15","Results Status : Certified",49,"ERROR"
"01","Kabul",570353,"1-1659-122",156,156,"Arezo Akbari","آرزو اکبری","آرزو اکبری",66,0.000115717809847586,533,"2019-05-15","Results Status : Certified",46,"ERROR"
"01","Kabul",570353,"1-1628-224",560,561,"Abdul Habib Farzam Nejrabi","عبدالحبیب فرزام نجرابی","عبدالحبیب فرزام نجرابی",63,0.000110457909399968,534,"2019-05-15","Results Status : Certified",46,"ERROR"
"01","Kabul",570353,"1-1813-172",384,385,"Asal Mohammad Shakeri Badakhshani","عسل محمد شاکری بدخشانی","عسل محمد شاکری بدخشانی",63,0.000110457909399968,534,"2019-05-15","Results Status : Certified",44,"ERROR"
"01","Kabul",570353,"1-1109-112",707,708,"Ogai Amil","اوگی امیل","اوگی امیل",62,0.000108704609250762,535,"2019-05-15","Results Status : Certified",28,"ERROR"
"01","Kabul",570353,"1-1666-40",444,445,"Mohammad Dawood Dawoodzai","محمد داود داودزی ","محمد داود داودزی ",62,0.000108704609250762,535,"2019-05-15","Results Status : Certified",38,"ERROR"
"01","Kabul",570353,"1-1130-73",772,773,"Zabiullah Sharifi","ذبیع الله شریفی","ذبیع الله شریفی",60,0.000105198008952351,536,"2019-05-15","Results Status : Certified",43,"ERROR"
"01","Kabul",570353,"1-2004-116",713,714,"Mohammad Humayoun Noori","محمد همایون نوری ","محمد همایون نوری ",60,0.000105198008952351,536,"2019-05-15","Results Status : Certified",43,"ERROR"
"01","Kabul",570353,"1-1853-1060",566,567,"Alhaj Shirin Aqa Stanikzai","الحاج شیرین آقا ستانکزی","الحاج شیرین آقا ستانکزی",60,0.000105198008952351,536,"2019-05-15","Results Status : Certified",41,"ERROR"
"01","Kabul",570353,"1-1412-86",331,331,"Mohammad Hakim Belali","محمد حکیم بلالی","محمد حکیم بلالی",60,0.000105198008952351,536,"2019-05-15","Results Status : Certified",39,"ERROR"
"01","Kabul",570353,"1-1475-1103",285,285,"Dr. Sayed Jalil sayed","داکتر سید جلیل سید","داکتر سید جلیل سید",60,0.000105198008952351,536,"2019-05-15","Results Status : Certified",36,"ERROR"
"01","Kabul",570353,"1-1355-173",308,308,"Mohammad Nayem Haqmal","محمد نعیم حقمل","محمد نعیم حقمل",59,0.000103444708803145,537,"2019-05-15","Results Status : Certified",46,"ERROR"
"01","Kabul",570353,"1-1518-43",760,761,"Mohammad Dawood Waziri","محمد داود وزیری","محمد داود وزیری",58,0.000101691408653939,538,"2019-05-15","Results Status : Certified",43,"ERROR"
"01","Kabul",570353,"1-1699-1182",636,637,"Rashed Nezam","راشد نظام ","راشد نظام ",58,0.000101691408653939,538,"2019-05-15","Results Status : Certified",47,"ERROR"
"01","Kabul",570353,"1-1347-149",597,598,"Ustad Hassina Sahak","استاد حسینه سهاک ","استاد حسینه سهاک ",58,0.000101691408653939,538,"2019-05-15","Results Status : Certified",36,"ERROR"
"01","Kabul",570353,"1-1055-2159",332,332,"Mohammad Fahim Osmani","محمد فهیم عثمانی","محمد فهیم عثمانی",58,0.000101691408653939,538,"2019-05-15","Results Status : Certified",39,"ERROR"
"01","Kabul",570353,"1-1574-167",197,197,"Eng. Ahmad Fahim Nasimyar","انجنیر احمد فهیم نسیمیار","انجنیر احمد فهیم نسیمیار",58,0.000101691408653939,538,"2019-05-15","Results Status : Certified",39,"ERROR"
"01","Kabul",570353,"1-1310-37",55,55,"Mohammad Lais Andar","محمدلیث اندړ","محمدلیث اندړ",58,0.000101691408653939,538,"2019-05-15","Results Status : Certified",41,"ERROR"
"01","Kabul",570353,"1-1875-153",786,787,"Zaman Jaan Karimi","زمان جان کریمی","زمان جان کریمی",57,0.000099938108504733,539,"2019-05-15","Results Status : Certified",42,"ERROR"
"01","Kabul",570353,"1-1167-148",200,200,"Mohammad Tariq Eqtedari","محمد طارق اقتداری","محمد طارق اقتداری",57,0.000099938108504733,539,"2019-05-15","Results Status : Certified",42,"ERROR"
"01","Kabul",570353,"1-1033-16",176,176,"Mufti Sayed Masood Hashemi","مفتی سید مسعود هاشمی ","مفتی سید مسعود هاشمی ",57,0.000099938108504733,539,"2019-05-15","Results Status : Certified",35,"ERROR"
"01","Kabul",570353,"1-1328-79",175,175,"Fahima Babakarkhel","فهیمه بابکر خیل","فهیمه بابکر خیل",57,0.000099938108504733,539,"2019-05-15","Results Status : Certified",45,"ERROR"
"01","Kabul",570353,"1-1122-1084",780,781,"Taranum Sayedi","ترنم سیدی","ترنم سیدی",56,0.0000981848083555272,540,"2019-05-15","Results Status : Certified",37,"ERROR"
"01","Kabul",570353,"1-1504-179",699,700,"Sayed Naser Shah Askarzadah","سید ناصر شاه عسکرزاده ","سید ناصر شاه عسکرزاده ",56,0.0000981848083555272,540,"2019-05-15","Results Status : Certified",46,"ERROR"
"01","Kabul",570353,"1-1139-138",215,215,"Mohammad Zaman Panahi","محمد زمان پناهی","محمد زمان پناهی",56,0.0000981848083555272,540,"2019-05-15","Results Status : Certified",37,"ERROR"
"01","Kabul",570353,"1-1869-219",184,184,"Zarghona Wali","زرغونه ولی","زرغونه ولی",56,0.0000981848083555272,540,"2019-05-15","Results Status : Certified",35,"ERROR"
"01","Kabul",570353,"1-1880-3073",798,799,"Fatma Hussaini","فاطمه  حسینی","فاطمه  حسینی",55,0.0000964315082063213,541,"2019-05-15","Results Status : Certified",29,"ERROR"
"01","Kabul",570353,"1-2006-161",733,734,"Abdul Maqsood Hassanzadah","عبدالمقصود حسن زاده ","عبدالمقصود حسن زاده ",54,0.0000946782080571155,542,"2019-05-15","Results Status : Certified",41,"ERROR"
"01","Kabul",570353,"1-1356-1091",248,248,"Malek Haji Azim shinwarzadah","ملک حاجی عظیم شینوزاده","ملک حاجی عظیم شینوزاده",54,0.0000946782080571155,542,"2019-05-15","Results Status : Certified",27,"ERROR"
"01","Kabul",570353,"1-1685-223",253,253,"Sediq Mansoor Ansari","صدیق منصور انصاری","صدیق منصور انصاری",53,0.0000929249079079097,543,"2019-05-15","Results Status : Certified",36,"ERROR"
"01","Kabul",570353,"1-1374-1190",413,414,"Arefa Urfan","عارفه عرفان ","عارفه عرفان ",52,0.0000911716077587038,544,"2019-05-15","Results Status : Certified",36,"ERROR"
"01","Kabul",570353,"1-1564-34",377,378,"Haji Zadran Azizi","حاجی ځدران عزیزی","حاجی ځدران عزیزی",52,0.0000911716077587038,544,"2019-05-15","Results Status : Certified",41,"ERROR"
"01","Kabul",570353,"1-1481-144",127,127,"Dr. Abdul Satar Stanikzai","داکتر عبدالستار ستانکزی","داکتر عبدالستار ستانکزی",52,0.0000911716077587038,544,"2019-05-15","Results Status : Certified",31,"ERROR"
"01","Kabul",570353,"1-1868-162",486,487,"Mohammad Qasem Fekri","محمد قاسم فکری","محمد قاسم فکری",51,0.000089418307609498,545,"2019-05-15","Results Status : Certified",37,"ERROR"
"01","Kabul",570353,"1-1515-1018",278,278,"Ahmad Tariq sheja","احمد طارق شجاع","احمد طارق شجاع",51,0.000089418307609498,545,"2019-05-15","Results Status : Certified",38,"ERROR"
"01","Kabul",570353,"1-1786-165",111,111,"Sediqa Popalzai","صدیقه پوپلزی","صدیقه پوپلزی",49,0.0000859117073110863,546,"2019-05-15","Results Status : Certified",33,"ERROR"
"01","Kabul",570353,"1-1852-180",758,759,"Fawzia Hariri","فوزیه حریری","فوزیه حریری",48,0.0000841584071618805,547,"2019-05-15","Results Status : Certified",32,"ERROR"
"01","Kabul",570353,"1-1765-3039",540,541,"Mahmood Haidari","محمود حیدری","محمود حیدری",48,0.0000841584071618805,547,"2019-05-15","Results Status : Certified",30,"ERROR"
"01","Kabul",570353,"1-1516-3044",395,396,"Qazi Mohammad Isshaq Farjad","قاضی محمد اسحاق فرجاد","قاضی محمد اسحاق فرجاد",48,0.0000841584071618805,547,"2019-05-15","Results Status : Certified",34,"ERROR"
"01","Kabul",570353,"1-1126-1073",299,299,"Mohammad Khalid Farahi","محمد خالد فراهی","محمد خالد فراهی",48,0.0000841584071618805,547,"2019-05-15","Results Status : Certified",36,"ERROR"
"01","Kabul",570353,"1-1110-121",739,740,"Dr. Karima Kohistani","داکتر کریمه کوهستانی","داکتر کریمه کوهستانی",47,0.0000824051070126746,548,"2019-05-15","Results Status : Certified",40,"ERROR"
"01","Kabul",570353,"1-1450-1083",337,337,"Shah Gull Rezaye","شاه گل رضایی","شاه گل رضایی",46,0.0000806518068634688,549,"2019-05-15","Results Status : Certified",22,"ERROR"
"01","Kabul",570353,"1-1527-169",313,313,"Maliha Joya","ملیحه جویا","ملیحه جویا",46,0.0000806518068634688,549,"2019-05-15","Results Status : Certified",29,"ERROR"
"01","Kabul",570353,"1-1424-173",132,132,"Shaima Rahimi","شیما رحیمی ","شیما رحیمی ",45,0.0000788985067142629,550,"2019-05-15","Results Status : Certified",27,"ERROR"
"01","Kabul",570353,"1-1280-1202",596,597,"Jamila Noorzai Raufi","جمیله نورزی روفی ","جمیله نورزی روفی ",44,0.0000771452065650571,551,"2019-05-15","Results Status : Certified",34,"ERROR"
"01","Kabul",570353,"1-1678-1161",406,407,"Ghullam Rabani Noori","غلام ربانی نوری ","غلام ربانی نوری ",44,0.0000771452065650571,551,"2019-05-15","Results Status : Certified",29,"ERROR"
"01","Kabul",570353,"1-1279-222",140,140,"Mariam Yousufi","مریم یوسفی","مریم یوسفی",44,0.0000771452065650571,551,"2019-05-15","Results Status : Certified",18,"ERROR"
"01","Kabul",570353,"1-1895-177",138,138,"sayed Ibrahim Hashemi","سید ابراهیم هاشیمی ","سید ابراهیم هاشیمی ",44,0.0000771452065650571,551,"2019-05-15","Results Status : Certified",30,"ERROR"
"01","Kabul",570353,"1-1369-122",708,709,"Nooria Munsef","نوریه منصف ","نوریه منصف ",43,0.0000753919064158512,552,"2019-05-15","Results Status : Certified",33,"ERROR"
"01","Kabul",570353,"1-1867-256",689,690,"Ahmad Reshad Mubarez","احمد راشد مبارز","احمد راشد مبارز",43,0.0000753919064158512,552,"2019-05-15","Results Status : Certified",32,"ERROR"
"01","Kabul",570353,"1-1843-141",203,203,"Mahsa Qurbani","مهسا قربانی ","مهسا قربانی ",43,0.0000753919064158512,552,"2019-05-15","Results Status : Certified",31,"ERROR"
"01","Kabul",570353,"1-1722-145",198,198,"Dr. Sayed Abdul Wahab Rahmani","داکترسید عبدالوهاب رحمانی","داکترسید عبدالوهاب رحمانی",42,0.0000736386062666454,553,"2019-05-15","Results Status : Certified",27,"ERROR"
"01","Kabul",570353,"1-1845-3038",196,196,"Shakila Nawid","شکیلا نوید","شکیلا نوید",42,0.0000736386062666454,553,"2019-05-15","Results Status : Certified",24,"ERROR"
"01","Kabul",570353,"1-1631-1210",131,131,"Laila Ali","لیلا علی ","لیلا علی ",42,0.0000736386062666454,553,"2019-05-15","Results Status : Certified",29,"ERROR"
"01","Kabul",570353,"1-1742-3041",456,457,"Eng. Nasir Ahamd Saleh","انجینر نصیر احمد صالح","انجینر نصیر احمد صالح",41,0.0000718853061174396,554,"2019-05-15","Results Status : Certified",33,"ERROR"
"01","Kabul",570353,"1-1656-129",727,728,"Mohammad Ajmal Zurmati","محمد اجمل زرمتی ","محمد اجمل زرمتی ",40,0.0000701320059682337,555,"2019-05-15","Results Status : Certified",28,"ERROR"
"01","Kabul",570353,"1-1794-255",679,680,"Mawlawi Mohammad Mustafa Barikzai","مولوی محمد مصطفی بارکزی","مولوی محمد مصطفی بارکزی",40,0.0000701320059682337,555,"2019-05-15","Results Status : Certified",28,"ERROR"
"01","Kabul",570353,"1-1462-29",581,582,"Haji Jalaluddin Salehi","حاجی جلال الدین صالحی","حاجی جلال الدین صالحی",40,0.0000701320059682337,555,"2019-05-15","Results Status : Certified",22,"ERROR"
"01","Kabul",570353,"1-1744-146",537,538,"Abdul Gheyas Kamran","عبدالغیاث کامران","عبدالغیاث کامران",40,0.0000701320059682337,555,"2019-05-15","Results Status : Certified",20,"ERROR"
"01","Kabul",570353,"1-1737-251",166,166,"Mawezuddin Osmani","موعیزالدین عثمانی","موعیزالدین عثمانی",40,0.0000701320059682337,555,"2019-05-15","Results Status : Certified",25,"ERROR"
"01","Kabul",570353,"1-1861-257",724,725,"Shafiq Mubarak Ahmadzai","شفیق مبارک احمدزی","شفیق مبارک احمدزی",38,0.000066625405669822,556,"2019-05-15","Results Status : Certified",29,"ERROR"
"01","Kabul",570353,"35-1549-159",616,617,"Kako Jaan Neyazai","کاکو جان نیازی","کاکو جان نیازی",38,0.000066625405669822,556,"2019-05-15","Results Status : Certified",23,"ERROR"
"01","Kabul",570353,"1-1218-1206",745,746,"Dr. Mir Latifa Begnezhad","داکتر میر لطیفه بیگ نژاد","داکتر میر لطیفه بیگ نژاد",37,0.0000648721055206162,557,"2019-05-15","Results Status : Certified",21,"ERROR"
"01","Kabul",570353,"1-1452-3058",611,612,"Sayed Hassan Hussaini","سید حسن حسینی ","سید حسن حسینی ",37,0.0000648721055206162,557,"2019-05-15","Results Status : Certified",25,"ERROR"
"01","Kabul",570353,"1-1757-1160",696,697,"Obaidullah Qalamyar","عبیدالله قلم یار ","عبیدالله قلم یار ",36,0.0000631188053714103,558,"2019-05-15","Results Status : Certified",20,"ERROR"
"01","Kabul",570353,"1-1104-46",302,302,"Assadullah Waziri","اسد الله وزیری","اسد الله وزیری",36,0.0000631188053714103,558,"2019-05-15","Results Status : Certified",28,"ERROR"
"01","Kabul",570353,"1-1366-1212",359,360,"Sayed Abdullah Sadat","سید عبدالله سادات ","سید عبدالله سادات ",34,0.0000596122050729987,559,"2019-05-15","Results Status : Certified",24,"ERROR"
"01","Kabul",570353,"1-1083-51",729,730,"Drs. Frozan Fana","دکتورس فروزان فنا","دکتورس فروزان فنا",33,0.0000578589049237928,560,"2019-05-15","Results Status : Certified",27,"ERROR"
"01","Kabul",570353,"1-1507-10",557,558,"Eng. Mohammad Amin Karim","انجنیرمحمد امین کریم","انجنیرمحمد امین کریم",33,0.0000578589049237928,560,"2019-05-15","Results Status : Certified",23,"ERROR"
"01","Kabul",570353,"1-1798-2158",340,340,"Hafizullah Barikzai","حفیظ الله بارکزی ","حفیظ الله بارکزی ",33,0.0000578589049237928,560,"2019-05-15","Results Status : Certified",20,"ERROR"
"01","Kabul",570353,"1-1491-1213",778,779,"Dr. Sarfaraz Safi","دوکتور سرفراز صافی ","دوکتور سرفراز صافی ",32,0.000056105604774587,561,"2019-05-15","Results Status : Certified",25,"ERROR"
"01","Kabul",570353,"1-1154-123",572,573,"Mohammad Ayoub Osmani","محمد ایوب عثمانی","محمد ایوب عثمانی",32,0.000056105604774587,561,"2019-05-15","Results Status : Certified",22,"ERROR"
"01","Kabul",570353,"1-1830-161",538,539,"Mohammad Jawad Habibi","محمد جواد حبیبی","محمد جواد حبیبی",32,0.000056105604774587,561,"2019-05-15","Results Status : Certified",22,"ERROR"
"01","Kabul",570353,"1-1847-3055",402,403,"Khoshhal Yari Ahmadzai","خوشحال یاری احمدزی","خوشحال یاری احمدزی",32,0.000056105604774587,561,"2019-05-15","Results Status : Certified",23,"ERROR"
