"pc_code","prelim_results_reporting","final_results_reporting"
"2717210","YES","YES"
"2717211","YES","YES"
"2717212","YES","YES"
"2717213","YES","YES"
"2717214","YES","YES"
"2717215","YES","YES"
"2718216","NO","NO"
"2718217","YES","YES"
"2718218","YES","YES"
"2718219","NO","NO"
"2718220","YES","YES"
"2718221","NO","NO"
"2718222","YES","YES"
"2718223","YES","YES"
"2718224","YES","YES"
"2718225","YES","YES"
"2801001","YES","YES"
"2801002","YES","YES"
"2801003","YES","YES"
"2801004","YES","YES"
"2801005","YES","YES"
"2801006","YES","YES"
"2801007","YES","YES"
"2801008","YES","YES"
"2801009","YES","YES"
"2801010","YES","YES"
"2801011","YES","YES"
"2801012","YES","YES"
"2801013","YES","YES"
"2801014","YES","YES"
"2801015","YES","YES"
"2801016","YES","YES"
"2801017","YES","YES"
"2801018","YES","YES"
"2801019","YES","YES"
"2801020","YES","YES"
"2801021","YES","YES"
"2801022","YES","YES"
"2801023","YES","YES"
"2801024","YES","YES"
"2801025","YES","YES"
"2801026","YES","YES"
"2801027","YES","YES"
"2801028","YES","YES"
"2801029","YES","YES"
"2801030","YES","YES"
"2801031","YES","YES"
"2802032","YES","YES"
"2802033","YES","YES"
"2802034","YES","YES"
"2802035","YES","YES"
"2802036","NO","NO"
"2802037","YES","YES"
"2803038","NO","NO"
"2803039","YES","YES"
"2803040","NO","NO"
"2803041","NO","NO"
"2803042","NO","NO"
"2803043","NO","NO"
"2803044","YES","YES"
"2803045","NO","NO"
"2803046","NO","NO"
"2804047","NO","NO"
"2804048","NO","NO"
"2804049","NO","NO"
"2804050","YES","YES"
"2804051","NO","NO"
"2804052","NO","NO"
"2804053","NO","NO"
"2804054","NO","NO"
"2804055","NO","NO"
"2804056","NO","NO"
"2804057","NO","NO"
"2805058","NO","NO"
"2805059","NO","NO"
"2805060","NO","NO"
"2805061","NO","NO"
"2805062","YES","YES"
"2805063","NO","NO"
"2805064","NO","NO"
"2805065","YES","YES"
"2805066","YES","YES"
"2805067","NO","NO"
"2806068","NO","NO"
"2806069","NO","NO"
"2806070","NO","NO"
"2806071","NO","NO"
"2807072","YES","YES"
"2807073","YES","YES"
"2807074","YES","YES"
"2807075","YES","YES"
"2807076","YES","YES"
"2807077","YES","YES"
"2807078","NO","NO"
"2807079","NO","NO"
"2807080","NO","NO"
"2807081","NO","NO"
"2807082","NO","NO"
"2807083","NO","NO"
"2807084","NO","NO"
"2807085","YES","YES"
"2807086","NO","NO"
"2807087","NO","NO"
"2807088","NO","NO"
"2808089","NO","NO"
"2808090","YES","YES"
"2808091","NO","NO"
"2808092","NO","NO"
"2808093","NO","NO"
"2808094","YES","YES"
"2808095","NO","NO"
"2808096","NO","NO"
"2808097","YES","YES"
"2808098","NO","NO"
"2808099","NO","NO"
"2808100","NO","NO"
"2809101","NO","NO"
"2809102","NO","NO"
"2809103","NO","NO"
"2809104","NO","NO"
"2809105","NO","NO"
"2809106","NO","NO"
"2809107","NO","NO"
"2809108","NO","NO"
"2809109","NO","NO"
"2809110","NO","NO"
"2810111","NO","NO"
"2810112","NO","NO"
"2810113","YES","YES"
"2810114","NO","NO"
"2811115","NO","NO"
"2811116","NO","NO"
"2811117","NO","NO"
"2811118","NO","NO"
"2811119","NO","NO"
"2811120","NO","NO"
"2811121","NO","NO"
"2811122","NO","NO"
"2811123","NO","NO"
"2811124","NO","NO"
"2811125","NO","NO"
"2811126","NO","NO"
"2811127","NO","NO"
"2811128","NO","NO"
"2811129","NO","NO"
"2901001","YES","YES"
"2901002","YES","YES"
"2901003","YES","YES"
"2901004","YES","YES"
"2901005","YES","YES"
"2901006","YES","YES"
"2901007","YES","YES"
"2901008","YES","YES"
"2901009","YES","YES"
"2901010","YES","YES"
"2901011","YES","YES"
"2901012","YES","YES"
"2901013","YES","YES"
"2901014","YES","YES"
"2901015","YES","YES"
"2901016","YES","YES"
"2901017","YES","YES"
"2901018","YES","YES"
"2901019","YES","YES"
"2901020","YES","YES"
"2901021","YES","YES"
"2901022","YES","YES"
"2901023","YES","YES"
"2901024","YES","YES"
"2902025","NO","NO"
"2902026","NO","NO"
"2902027","NO","NO"
"2902028","NO","NO"
"2902029","NO","NO"
"2902030","NO","NO"
"2902031","NO","NO"
"2902032","NO","NO"
"2902033","NO","NO"
"2902034","NO","NO"
"2902035","NO","NO"
"2902036","NO","NO"
"2902037","NO","NO"
"2902038","NO","NO"
"2902039","NO","NO"
"2902040","YES","YES"
"2902041","YES","YES"
"2902042","YES","YES"
"2902043","YES","YES"
"2902044","YES","YES"
"2902045","YES","YES"
"2902046","NO","NO"
"2902047","NO","NO"
"2902048","NO","NO"
"2902049","NO","NO"
"2902050","NO","NO"
"2902051","NO","NO"
"2902052","NO","NO"
"2902053","NO","NO"
"2902054","NO","NO"
"2902055","NO","NO"
"2902056","YES","YES"
"2902057","NO","NO"
"2902058","NO","NO"
"2902059","NO","NO"
"2902060","NO","NO"
"2902061","NO","NO"
"2902062","NO","NO"
"2902063","NO","NO"
"2902064","NO","NO"
"2902065","NO","NO"
"2902066","NO","NO"
"2903067","NO","NO"
"2903068","NO","NO"
"2903069","NO","NO"
"2903070","NO","NO"
"2903071","NO","NO"
"2903072","NO","NO"
"2903073","NO","NO"
"2903074","NO","NO"
"2903075","NO","NO"
"2903076","NO","NO"
"2903077","NO","NO"
"2904078","NO","NO"
"2904079","NO","NO"
"2904080","NO","NO"
"2904081","NO","NO"
"2904082","NO","NO"
"2904083","NO","NO"
"2904084","NO","NO"
"2904085","NO","NO"
"2904086","NO","YES"
"2904087","YES","YES"
"2904088","NO","NO"
"2904089","NO","NO"
"2904090","NO","NO"
"2904091","NO","NO"
"2904092","NO","NO"
"2904093","NO","NO"
"2904094","NO","NO"
"2904095","NO","NO"
"2905096","NO","NO"
"2905097","NO","NO"
"2905098","NO","NO"
"2905099","NO","NO"
"2905100","NO","NO"
"2905101","NO","NO"
"2905102","NO","NO"
"2905103","NO","NO"
"2905104","NO","NO"
"2905105","NO","NO"
"2905106","NO","NO"
"2906107","NO","NO"
"2906108","NO","NO"
"2906109","NO","NO"
"2906110","NO","NO"
"2906111","NO","NO"
"2906112","NO","NO"
"2906113","YES","YES"
"2906114","NO","NO"
"2906115","NO","NO"
"2906116","NO","NO"
"2906117","NO","NO"
"2906118","NO","NO"
"2906119","NO","NO"
"2906120","NO","NO"
"2906121","NO","NO"
"2907122","NO","NO"
"2907123","YES","YES"
"2907124","YES","YES"
"2907125","NO","NO"
"2907126","NO","NO"
"2907127","NO","NO"
"2907128","NO","NO"
"2907129","NO","NO"
"2907130","YES","YES"
"2907131","YES","YES"
"2907132","YES","YES"
"2907133","YES","YES"
"2907134","YES","YES"
"2907135","YES","YES"
"2907136","YES","YES"
"2907137","YES","YES"
"2907138","YES","YES"
"2907139","NO","NO"
"2907140","NO","NO"
"2907141","NO","NO"
"2907142","NO","NO"
"2907143","NO","NO"
"2907144","NO","NO"
"2907145","NO","NO"
"2907146","NO","NO"
"2907147","NO","NO"
"2907148","NO","NO"
"2907149","NO","NO"
"2907150","NO","NO"
"2907151","NO","NO"
"2907152","NO","NO"
"2907153","NO","NO"
"2907154","NO","NO"
"2907155","NO","NO"
"2907156","NO","NO"
"2907157","NO","NO"
"2907158","NO","NO"
"2907159","NO","NO"
"2908160","NO","NO"
"2908161","NO","NO"
"2908162","NO","NO"
"2908163","NO","NO"
"2908164","NO","NO"
"2908165","NO","NO"
"2908166","NO","NO"
"2908167","NO","NO"
"2908168","YES","YES"
"2908169","YES","YES"
"2908170","NO","NO"
"2908171","NO","NO"
"2908172","NO","NO"
"2908173","NO","NO"
"2909174","NO","NO"
"2909175","NO","NO"
"2909176","NO","NO"
"2909177","NO","NO"
"2909178","NO","NO"
"2909179","NO","NO"
"2909180","YES","YES"
"2909181","YES","YES"
"2909182","YES","YES"
"2909183","NO","NO"
"2909184","NO","NO"
"2909185","NO","NO"
"2909186","NO","NO"
"2909187","NO","NO"
"2910188","NO","NO"
"2910189","NO","NO"
"2910190","NO","NO"
"2910191","NO","NO"
"2910192","NO","NO"
"2910193","NO","NO"
"2910194","NO","NO"
"2910195","NO","NO"
"2910196","NO","NO"
"2910197","NO","NO"
"2910198","NO","NO"
"2910199","NO","NO"
"2910200","NO","NO"
"2910201","NO","NO"
"2911202","NO","NO"
"2911203","NO","NO"
"2911204","NO","NO"
"2911205","NO","NO"
"2911206","NO","NO"
"2911207","YES","YES"
"2911208","NO","NO"
"2911209","NO","NO"
"2911210","NO","NO"
"2912211","YES","YES"
"2912212","YES","YES"
"2912213","YES","YES"
"2912214","YES","YES"
"2912215","YES","YES"
"2912216","YES","YES"
"2912217","YES","YES"
"2912218","YES","NO"
"2912219","YES","YES"
"2912220","YES","YES"
"2912221","YES","YES"
"2913222","YES","YES"
"2913223","YES","YES"
"2913224","YES","YES"
"2913225","YES","YES"
"2913226","YES","YES"
"2913227","YES","YES"
"2913228","YES","YES"
"2913229","YES","YES"
"2913230","YES","YES"
"2913231","YES","YES"
"2914232","YES","YES"
"2914233","YES","YES"
"2914234","YES","YES"
"2914235","YES","YES"
"2914236","YES","YES"
"2914237","YES","YES"
"2914238","YES","YES"
"3001001","YES","YES"
"3001002","YES","YES"
"3001003","YES","YES"
"3001004","YES","YES"
"3001005","YES","YES"
"3001006","YES","YES"
"3001007","YES","YES"
"3001008","YES","YES"
"3001009","YES","YES"
"3001010","YES","YES"
"3001011","YES","YES"
"3001012","YES","YES"
"3001013","YES","YES"
"3001014","YES","YES"
"3001015","YES","YES"
"3001016","YES","YES"
"3001017","YES","YES"
"3001018","YES","YES"
"3001019","YES","YES"
"3001020","YES","YES"
"3001021","YES","YES"
"3001022","YES","YES"
"3001023","YES","YES"
"3001024","YES","YES"
"3001025","YES","YES"
"3001026","YES","YES"
"3001027","YES","YES"
"3001028","YES","YES"
"3001029","NO","NO"
"3001030","NO","NO"
"3001031","NO","NO"
"3001032","NO","NO"
"3001033","NO","NO"
"3001034","NO","NO"
"3001035","NO","NO"
"3002036","YES","YES"
"3002037","YES","YES"
"3002038","YES","YES"
"3002039","YES","YES"
"3002040","YES","YES"
"3002041","YES","YES"
"3002042","YES","YES"
"3002043","NO","NO"
"3002044","NO","NO"
"3002045","NO","NO"
"3002046","YES","YES"
"3002047","YES","YES"
"3002048","YES","YES"
"3002049","NO","NO"
"3003050","YES","YES"
"3003051","YES","YES"
"3003052","YES","YES"
"3003053","NO","NO"
"3003054","YES","YES"
"3003055","NO","NO"
"3003056","YES","YES"
"3003057","YES","YES"
"3003058","YES","YES"
"3003059","NO","NO"
"3003060","YES","YES"
"3003061","YES","YES"
"3003062","YES","YES"
"3003063","NO","NO"
"3003064","YES","YES"
"3003065","YES","YES"
"3003066","YES","YES"
"3003067","NO","NO"
"3003068","YES","YES"
"3003069","YES","YES"
"3003070","YES","YES"
"3004071","NO","NO"
"3004072","NO","NO"
"3004073","NO","NO"
"3004074","NO","NO"
"3004075","NO","NO"
"3004076","NO","NO"
"3004077","YES","YES"
"3004078","NO","NO"
"3004079","NO","NO"
"3004080","NO","NO"
"3004081","NO","NO"
"3004082","NO","NO"
"3004083","NO","NO"
"3004084","NO","NO"
"3004085","NO","NO"
"3004086","YES","YES"
"3004087","NO","NO"
"3004088","YES","YES"
"3004089","YES","YES"
"3004090","YES","YES"
"3004091","YES","YES"
"3004092","YES","YES"
"3004093","YES","YES"
"3004094","NO","NO"
"3004095","NO","NO"
"3004096","NO","NO"
"3004097","NO","NO"
"3004098","NO","NO"
"3005099","YES","YES"
"3005100","YES","YES"
"3005101","NO","NO"
"3005102","NO","NO"
"3005103","NO","NO"
"3005104","NO","NO"
"3006105","NO","NO"
"3006106","NO","NO"
"3006107","NO","NO"
"3006108","NO","NO"
"3006109","YES","YES"
"3006110","YES","YES"
"3006111","YES","YES"
"3006112","YES","YES"
"3006113","YES","YES"
"3006114","NO","NO"
"3006115","NO","NO"
"3006116","NO","NO"
"3006117","NO","NO"
"3006118","NO","NO"
"3006119","NO","NO"
"3006120","NO","NO"
"3006121","NO","NO"
"3006122","NO","NO"
"3006123","NO","NO"
"3006124","NO","NO"
"3007125","NO","NO"
"3007126","NO","NO"
"3007127","NO","NO"
"3007128","NO","NO"
"3007129","NO","NO"
"3007130","NO","NO"
"3007131","NO","NO"
"3007132","NO","NO"
"3007133","NO","NO"
"3007134","NO","NO"
"3007135","NO","NO"
"3007136","NO","NO"
"3007137","NO","NO"
"3007138","NO","NO"
"3008139","NO","NO"
"3008140","YES","YES"
"3008141","NO","NO"
"3008142","NO","NO"
"3008143","NO","NO"
"3008144","NO","NO"
"3008145","NO","NO"
"3008146","NO","NO"
"3008147","NO","NO"
"3008148","NO","NO"
"3008149","NO","NO"
"3008150","NO","NO"
"3009151","NO","NO"
"3009152","NO","NO"
"3009153","NO","NO"
"3009154","NO","NO"
"3009155","NO","NO"
"3009156","NO","NO"
"3009157","NO","NO"
"3009158","NO","NO"
"3009159","NO","NO"
"3009160","NO","NO"
"3009161","NO","NO"
"3009162","NO","NO"
"3010163","YES","YES"
"3010164","YES","YES"
"3010165","NO","NO"
"3010166","NO","NO"
"3010167","NO","NO"
"3010168","NO","NO"
"3010169","NO","NO"
"3010170","NO","NO"
"3010171","NO","NO"
"3010172","NO","NO"
"3010173","NO","NO"
"3010174","NO","NO"
"3010175","NO","NO"
"3010176","NO","NO"
"3010177","NO","NO"
"3010178","NO","NO"
"3010179","NO","NO"
"3010180","NO","NO"
"3010181","NO","NO"
"3010182","NO","NO"
"3010183","NO","NO"
"3011184","NO","NO"
"3011185","NO","NO"
"3011186","NO","NO"
"3011187","NO","NO"
"3011188","NO","NO"
"3011189","NO","NO"
"3011190","NO","NO"
"3011191","NO","NO"
"3012192","NO","NO"
"3012193","NO","NO"
"3012194","NO","NO"
"3012195","NO","NO"
"3012196","NO","NO"
"3012197","NO","NO"
"3012198","NO","NO"
"3012199","NO","NO"
"3012200","NO","NO"
"3012201","NO","NO"
"3012202","NO","NO"
"3012203","NO","NO"
"3012204","NO","NO"
"3012205","NO","NO"
"3012206","NO","NO"
"3012207","NO","NO"
"3013208","NO","NO"
"3013209","NO","NO"
"3013210","NO","NO"
"3013211","NO","NO"
"3014212","NO","NO"
"3014213","NO","NO"
"3014214","NO","NO"
"3014215","NO","NO"
"3014216","NO","NO"
"3014217","YES","YES"
"3014218","NO","NO"
"3014219","NO","NO"
"3014220","NO","NO"
"3014221","NO","NO"
"3014222","NO","NO"
"3014223","NO","NO"
"3014224","NO","NO"
"3014225","NO","NO"
"3015226","YES","YES"
"3015227","YES","YES"
"3015228","YES","YES"
"3015229","YES","YES"
"3015230","YES","YES"
"3015231","YES","YES"
"3015232","YES","YES"
"3015233","YES","YES"
"3015234","YES","YES"
"3015235","YES","YES"
"3015236","YES","YES"
"3015237","YES","YES"
"3015238","YES","YES"
"3015239","YES","YES"
"3015240","YES","YES"
"3015241","YES","YES"
"3015242","YES","YES"
"3015243","YES","YES"
"3015244","YES","YES"
"3015245","YES","YES"
"3015246","YES","YES"
"3015247","YES","YES"
"3101001","YES","YES"
"3101002","YES","YES"
"3101003","YES","YES"
"3101004","YES","YES"
"3101005","YES","YES"
"3101006","YES","YES"
"3101007","YES","YES"
"3101008","YES","YES"
"3101009","YES","YES"
"3101010","YES","YES"
"3101011","NO","NO"
"3101012","YES","YES"
"3101013","YES","YES"
"3101014","YES","YES"
"3101015","NO","NO"
"3101016","NO","NO"
"3101017","NO","NO"
"3101018","NO","NO"
"3101019","NO","NO"
"3101020","YES","YES"
"3101021","YES","YES"
"3101022","YES","YES"
"3101023","YES","YES"
"3101211","YES","YES"
"3102024","YES","YES"
"3102025","YES","YES"
"3102026","YES","YES"
"3102027","YES","YES"
"3102028","YES","YES"
"3102029","YES","YES"
"3102030","YES","YES"
"3102031","YES","YES"
"3102032","YES","YES"
"3102033","YES","YES"
"3102034","YES","YES"
"3102035","YES","YES"
"3102036","NO","NO"
"3102037","NO","NO"
"3102038","NO","NO"
"3102039","NO","NO"
"3102040","NO","NO"
"3102041","YES","YES"
"3102042","YES","YES"
"3102043","YES","YES"
"3102044","NO","NO"
"3102045","NO","NO"
"3102046","NO","NO"
"3102047","NO","NO"
"3102048","NO","NO"
"3102049","NO","NO"
"3102050","NO","NO"
"3102051","NO","NO"
"3102052","NO","NO"
"3102053","NO","NO"
"3102054","YES","YES"
"3102055","YES","YES"
"3102056","NO","NO"
"3102057","NO","NO"
"3102058","NO","NO"
"3102059","NO","NO"
"3103060","NO","NO"
"3103061","NO","NO"
"3103062","YES","YES"
"3103063","YES","YES"
"3103064","YES","YES"
"3103065","YES","YES"
"3103066","NO","NO"
"3103067","NO","NO"
"3103068","YES","YES"
"3103069","YES","NO"
"3104070","NO","NO"
"3104071","NO","NO"
"3104072","NO","NO"
"3104073","NO","NO"
"3104074","NO","NO"
"3104075","NO","NO"
"3104076","NO","NO"
"3104077","NO","NO"
"3104078","NO","NO"
"3104079","NO","NO"
"3104080","NO","NO"
"3104081","NO","NO"
"3104082","NO","NO"
"3104083","NO","NO"
"3104084","NO","NO"
"3104085","NO","NO"
"3104086","NO","NO"
"3104087","NO","NO"
"3104088","NO","NO"
"3104089","YES","YES"
"3104090","YES","YES"
"3104091","YES","YES"
"3104092","NO","NO"
"3104093","NO","NO"
"3104094","NO","NO"
"3104095","NO","NO"
"3104096","NO","NO"
"3104097","NO","NO"
"3104098","NO","NO"
"3104099","YES","YES"
"3104100","YES","YES"
"3104101","NO","NO"
"3104102","NO","NO"
"3104103","NO","NO"
"3104104","NO","NO"
"3104105","NO","NO"
"3104106","NO","NO"
"3104107","NO","NO"
"3104108","NO","NO"
"3104109","NO","NO"
"3104110","NO","NO"
"3105111","NO","NO"
"3105112","NO","NO"
"3105113","YES","YES"
"3105114","NO","NO"
"3105115","NO","NO"
"3105116","NO","NO"
"3105117","NO","NO"
"3105118","NO","NO"
"3105119","NO","NO"
"3105120","NO","NO"
"3105121","NO","NO"
"3105122","NO","NO"
"3105123","NO","NO"
"3105124","NO","NO"
"3105125","NO","NO"
"3105126","NO","NO"
"3105127","YES","YES"
"3105128","NO","NO"
"3105129","NO","NO"
"3105130","NO","NO"
"3105131","NO","NO"
"3105132","YES","YES"
"3105133","YES","YES"
"3105134","YES","YES"
"3105135","YES","YES"
"3105136","YES","YES"
"3105137","YES","YES"
"3105138","YES","YES"
"3105139","NO","NO"
"3105140","NO","NO"
"3105141","NO","NO"
"3105142","NO","NO"
"3105143","NO","NO"
"3106144","NO","NO"
"3106145","YES","YES"
"3106146","YES","YES"
"3106147","YES","YES"
"3106148","YES","YES"
"3106149","YES","YES"
"3106150","YES","YES"
"3106151","NO","NO"
"3106152","NO","NO"
"3106153","NO","NO"
"3106154","NO","NO"
"3106155","NO","NO"
"3106156","NO","NO"
"3106157","NO","NO"
"3106158","NO","NO"
"3106159","NO","NO"
"3106160","NO","NO"
"3106161","NO","NO"
"3106162","YES","YES"
"3106163","YES","YES"
"3106164","YES","YES"
"3106165","NO","NO"
"3106166","NO","NO"
"3106167","NO","NO"
"3106168","NO","NO"
"3106169","NO","NO"
"3106170","NO","NO"
"3106171","NO","NO"
"3106172","NO","NO"
"3106173","YES","YES"
"3106174","NO","NO"
"3106175","NO","NO"
"3106176","NO","NO"
"3106177","NO","NO"
"3106178","NO","NO"
"3106179","NO","NO"
"3106180","NO","NO"
"3106181","NO","NO"
"3106182","NO","NO"
"3106183","NO","NO"
"3106184","NO","NO"
"3106185","NO","NO"
"3106186","NO","NO"
"3106187","NO","NO"
"3107188","NO","NO"
"3107189","NO","NO"
"3107190","NO","NO"
"3107191","NO","NO"
"3107192","NO","NO"
"3107193","NO","NO"
"3107194","NO","NO"
"3107195","NO","NO"
"3107196","NO","NO"
"3107197","NO","NO"
"3107198","NO","NO"
"3107199","NO","NO"
"3107200","NO","NO"
"3107201","NO","NO"
"3107202","NO","NO"
"3107203","NO","NO"
"3107204","NO","NO"
"3107205","NO","NO"
"3107206","NO","NO"
"3107207","NO","NO"
"3107208","NO","NO"
"3107209","NO","NO"
"3107210","NO","NO"
"3201001","YES","YES"
"3201002","YES","YES"
"3201003","YES","YES"
"3201004","YES","YES"
"3201005","YES","YES"
"3201006","YES","YES"
"3201007","YES","YES"
"3201008","YES","YES"
"3201009","YES","YES"
"3201010","YES","YES"
"3201011","YES","YES"
"3201012","YES","YES"
"3201013","YES","YES"
"3201014","YES","YES"
"3201015","YES","YES"
"3201016","YES","YES"
"3201017","YES","YES"
"3201018","YES","YES"
"3201019","YES","YES"
"3201020","YES","YES"
"3201021","YES","YES"
"3201022","YES","YES"
"3201023","YES","YES"
"3201024","YES","YES"
"3201025","YES","YES"
"3201026","YES","YES"
"3201027","YES","YES"
"3201028","YES","YES"
"3201029","YES","YES"
"3201030","YES","YES"
"3201031","YES","YES"
"3201032","YES","YES"
"3201033","YES","YES"
"3201034","YES","YES"
"3201035","YES","YES"
"3201036","YES","YES"
"3201037","YES","YES"
"3201038","YES","YES"
"3201039","YES","YES"
"3201040","YES","YES"
"3201041","YES","YES"
"3201042","YES","YES"
"3201043","YES","YES"
"3201044","YES","YES"
"3201045","YES","YES"
"3201046","YES","YES"
"3201047","YES","YES"
"3201048","YES","YES"
"3201049","YES","YES"
"3201050","YES","YES"
"3201051","YES","YES"
"3202052","YES","YES"
"3202053","YES","YES"
"3202054","YES","YES"
"3202055","YES","YES"
"3202056","YES","YES"
"3202057","YES","YES"
"3202058","YES","YES"
"3202059","YES","YES"
"3202060","YES","YES"
"3202061","YES","YES"
"3202062","YES","YES"
"3202063","YES","YES"
"3202064","YES","YES"
"3202065","YES","YES"
"3202066","YES","YES"
"3202067","YES","YES"
"3202068","YES","YES"
"3202069","YES","YES"
"3202070","YES","YES"
"3202071","YES","YES"
"3202072","YES","YES"
"3202073","YES","YES"
"3202074","YES","YES"
"3202075","YES","YES"
"3202076","YES","YES"
"3202077","YES","YES"
"3202078","YES","YES"
"3202079","YES","YES"
"3202080","YES","YES"
"3202081","YES","YES"
"3202082","YES","YES"
"3202083","YES","YES"
"3202084","YES","YES"
"3202085","YES","YES"
"3202086","YES","YES"
"3202087","YES","YES"
"3202088","YES","YES"
"3202089","YES","YES"
"3202090","YES","YES"
"3202091","YES","YES"
"3202092","YES","YES"
"3202093","YES","YES"
"3202094","YES","YES"
"3202095","YES","YES"
"3203096","YES","YES"
"3203097","YES","YES"
"3203098","YES","YES"
"3203099","YES","YES"
"3203100","YES","YES"
"3203101","YES","YES"
"3203102","YES","YES"
"3203103","YES","YES"
"3203104","YES","YES"
"3203105","YES","YES"
"3203106","YES","YES"
"3203107","YES","YES"
"3203108","YES","YES"
"3203109","YES","YES"
"3203110","YES","YES"
"3203111","YES","YES"
"3203112","YES","YES"
"3203113","YES","YES"
"3203114","YES","YES"
"3203115","YES","YES"
"3203116","YES","YES"
"3203117","YES","YES"
"3203118","YES","YES"
"3203119","YES","YES"
"3203120","YES","YES"
"3203121","NO","NO"
"3203122","YES","YES"
"3203123","YES","YES"
"3203124","NO","NO"
"3203125","YES","YES"
"3203126","NO","NO"
"3203127","YES","YES"
"3203128","NO","NO"
"3204129","YES","YES"
"3204130","YES","YES"
"3204131","YES","YES"
"3204132","YES","YES"
"3204133","YES","YES"
"3204134","YES","YES"
"3204135","YES","YES"
"3204136","YES","YES"
"3204137","YES","YES"
"3204138","YES","YES"
"3204139","YES","YES"
"3204140","YES","YES"
"3204141","YES","YES"
"3204142","YES","YES"
"3204143","YES","YES"
"3204144","YES","YES"
"3204145","YES","YES"
"3204146","YES","YES"
"3205147","NO","NO"
"3205148","NO","NO"
"3205149","YES","YES"
"3205150","YES","YES"
"3205151","YES","YES"
"3205152","NO","NO"
"3205153","YES","YES"
"3205154","NO","NO"
"3205155","YES","YES"
"3205156","YES","YES"
"3205157","YES","YES"
"3205158","YES","YES"
"3205159","YES","YES"
"3205160","YES","YES"
"3205161","YES","YES"
"3205162","YES","YES"
"3205163","YES","YES"
"3206164","YES","YES"
"3206165","YES","YES"
"3206166","YES","YES"
"3206167","YES","YES"
"3206168","YES","YES"
"3206169","NO","NO"
"3206170","YES","YES"
"3206171","YES","YES"
"3206172","YES","YES"
"3206173","YES","YES"
"3206174","YES","YES"
"3206175","NO","NO"
"3206176","YES","YES"
"3206177","YES","YES"
"3206178","YES","YES"
"3206179","YES","YES"
"3206180","YES","YES"
"3206181","YES","YES"
"3206182","NO","NO"
"3206183","NO","NO"
"3206184","NO","NO"
"3206185","YES","YES"
"3206186","NO","NO"
"3206187","YES","YES"
"3206188","NO","NO"
"3206189","YES","YES"
"3206190","NO","NO"
"3206191","NO","NO"
"3206192","NO","NO"
"3207193","YES","YES"
"3207194","YES","YES"
"3207195","YES","YES"
"3207196","YES","YES"
"3207197","YES","YES"
"3207198","YES","YES"
"3207199","NO","NO"
"3207200","NO","NO"
"3207201","NO","NO"
"3207202","NO","NO"
"3207203","NO","NO"
"3207204","NO","NO"
"3207205","NO","NO"
"3207206","YES","YES"
"3207207","YES","YES"
"3207208","YES","YES"
"3207209","NO","NO"
"3207210","NO","NO"
"3207211","YES","YES"
"3207212","NO","NO"
"3207213","NO","NO"
"3207214","NO","NO"
"3207215","YES","YES"
"3207216","YES","YES"
"3207217","YES","YES"
"3207218","YES","YES"
"3207219","NO","NO"
"3207220","NO","NO"
"3207221","YES","YES"
"3207222","YES","YES"
"3207223","YES","YES"
"3207224","YES","YES"
"3207225","YES","YES"
"3207226","YES","YES"
"3207227","NO","NO"
"3207228","YES","YES"
"3207229","NO","NO"
"3208230","NO","NO"
"3208231","NO","NO"
"3208232","NO","NO"
"3208233","NO","NO"
"3208234","NO","NO"
"3208235","NO","NO"
"3208236","NO","NO"
"3208237","NO","NO"
"3208238","NO","NO"
"3208239","NO","NO"
"3208240","NO","NO"
"3208241","NO","NO"
"3208242","NO","NO"
"3208243","NO","NO"
"3208244","NO","NO"
"3208245","NO","NO"
"3208246","NO","NO"
"3208247","NO","NO"
"3208248","NO","NO"
"3208249","NO","NO"
"3208250","NO","NO"
"3208251","NO","NO"
"3208252","NO","NO"
"3208253","NO","NO"
"3208254","NO","NO"
"3208255","NO","NO"
"3208256","NO","NO"
"3208257","YES","YES"
"3208258","NO","NO"
"3208259","NO","NO"
"3208260","NO","NO"
"3208261","NO","NO"
"3208262","NO","NO"
"3208263","NO","NO"
"3209264","NO","NO"
"3209265","NO","NO"
"3209266","NO","NO"
"3209267","NO","NO"
"3209268","NO","NO"
"3209269","NO","NO"
"3209270","NO","NO"
"3209271","YES","YES"
"3209272","NO","NO"
"3209273","YES","YES"
"3209274","YES","YES"
"3209275","YES","YES"
"3209276","YES","YES"
"3209277","NO","NO"
"3209278","NO","NO"
"3209279","NO","NO"
"3209280","NO","NO"
"3209281","NO","NO"
"3209282","NO","NO"
"3209283","NO","NO"
"3209284","NO","NO"
"3209285","NO","NO"
"3209286","NO","NO"
"3209287","NO","NO"
"3209288","NO","NO"
"3209289","NO","NO"
"3209290","NO","NO"
"3209291","NO","NO"
"3209292","NO","NO"
"3209293","NO","NO"
"3209294","NO","NO"
"3210295","YES","YES"
"3210296","YES","YES"
"3210297","YES","YES"
"3210298","NO","NO"
"3210299","YES","YES"
"3210300","NO","NO"
"3210301","YES","YES"
"3210302","NO","NO"
"3210303","YES","YES"
"3210304","YES","YES"
"3210305","YES","YES"
"3210306","NO","NO"
"3210307","YES","YES"
"3210308","YES","YES"
"3210309","YES","YES"
"3210310","YES","YES"
"3210311","YES","YES"
"3210312","NO","NO"
"3211313","YES","YES"
"3211314","YES","YES"
"3211315","YES","YES"
"3211316","YES","YES"
"3211317","YES","YES"
"3211318","YES","YES"
"3211319","YES","YES"
"3211320","YES","YES"
"3211321","YES","YES"
"3211322","YES","YES"
"3211323","YES","YES"
