prov_name,dist_name_421,notes,alt_dist_names_421,prov_id_421_CSO_char,dist_id_421_CSO_char,prov_name_Farsi_421_CSO,dist_name_farsi_421_CSO,prov_name_Pashto_421_CSO,dist_name_Pashto_421_CSO,Popl_18-19_421_CSO_6-18,Popl_18-19_419_CSO_6-18,Popl_18-19_407_CSO_6-18,Popl_18_19_399_CSO_6-18,dist_name_414_CSO_OCHA_8-16,Popl_16-17_414_CSO-OCHA_8-16,Popl_16-17_407_CSO-OCHA_8-16,Popl_16-17_399_CSO_OCHA_8-16,prov_name_407_USFOR,dist_name_407_USFOR,Popl_Jan18_USFOR_407_USFOR,Popl_1_31_18_USFOR_399_AGCHO,Popl_est_2017_iMMAP_399_AGCHO
GHAZNI,Zanakhan,,,11,1108,غزنی,زنخان,غزنی,د زنخان ,13729,13729,13729,13729,Zanakhan,13051,13051,13051,GHAZNI,Zanakhan,15000,15000,18300
GHOR,Char Sada,,,23,2304,غور,چارصده,غور,د چارصدى ,29898,29898,29898,29898,Char Sada,28420,28420,28420,GHOR,Chahar Sadah,32000,32000,45000
GHOR,Chighcheran,,Feroz Koh,23,2301,غور,چغچران,غور,چغچران,148234,148234,148234,148234,Ghor  Center (Chighcheran),140829,140829,140829,GHOR,Chaghcharan,166000,166000,195000
GHOR,Dawlatyar,,,23,2303,غور,دولتیار,غور,د دولتيار ,35672,35672,35672,35672,Dawlatyar,33908,33908,33908,GHOR,Dowlatyar,42000,42000,49300
GHOR,Duleena,,,23,2302,غور,دولینه,غور,د دولينه ,39392,39392,39392,39392,Duleena,37445,37445,37445,GHOR,Do Lainah,44000,44000,57600
GHOR,Lal Wa SarJangal,,,23,2307,غور,لعل و سر جنگل,غور,د لعل و سر جنگل ,122285,122285,122285,122285,Lal Wa SarJangal,116238,116238,116238,GHOR,La'l wa SarJangal,136000,136000,64500
GHOR,Pasaband,,,23,2305,غور,پسا بند,غور,د پسا بند ,103550,103550,103550,103550,Pasaband,98431,98431,98431,GHOR,Pasaband,116000,116000,89200
GHOR,Saghar,,,23,2310,غور,ساغر,غور,د ساغر ,37852,37852,37852,37852,Saghar,35982,35982,35982,GHOR,Saghar,42000,42000,59000
GHOR,Shahrak,,,23,2306,غور,شهرک,غور,د شهرک ,65311,65311,65311,65311,Shahrak,62083,62083,62083,GHOR,Shahrak,73000,73000,103000
GHOR,Taywara,,,23,2308,غور,تیوره,غور,د تيورى ,99828,99828,99828,99828,Taywara,94893,94893,94893,GHOR,Taywarah,112000,112000,148000
GHOR,Tulak,,,23,2309,غور,تولک,غور,د تولک ,56202,56202,56202,56202,Tulak,53424,53424,53424,GHOR,Tulak,63000,63000,85100
HELMAND,Baghran,,,30,3012,هلمند,باغران,هلمند,د باغران ,106897,106897,125308,125308,Baghran         ,67147,84648,84648,HELMAND,Baghran,79000,79000,102000
HELMAND,Dishu,,,30,3013,هلمند,دیشو,هلمند,د ديشو ,29261,29261,29261,29261,Dishu,21223,21223,21223,HELMAND,Dishu,23000,23000,6640
HELMAND,Garm Ser,,Darwishan,30,3006,هلمند,گرم سیر,هلمند,د گرم سير ,115158,115158,115158,115158,Garm Ser,91235,91235,91235,HELMAND,Garm Ser,109000,109000,102000
HELMAND,Kajaki,,,30,3010,هلمند,کجکی,هلمند,د کجکی ,112831,112831,112831,112831,Kajaki,74037,74037,74037,HELMAND,Kajaki,88000,88000,116000
HELMAND,Lashkargah,,,30,3001,هلمند,لشکر گاه,هلمند,لشکر گاه,186708,186708,186708,186708,Helmand Center (Lashkargah),108174,108174,108174,HELMAND,Lashkar Gah,134000,134000,151000
HELMAND,Marja,Pashto and Farsi name differs,,30,3014,هلمند,مارجه,هلمند,د مارجی ,29384,29384,29384,NA,Marja,27931,27931,NA,HELMAND,Marja,74000,NA,NA
HELMAND,Musa Qala,,,30,3009,هلمند,موسی قلعه,هلمند,د موسی قلعه ,117585,117585,117585,117585,Musa Qala,61352,61352,61352,HELMAND,Musa Qal'ah,73000,73000,98000
HELMAND,Nad Ali,,,30,3002,هلمند,نادعلی,هلمند,د نادعلی ,180535,180535,180535,209919,Nad Ali,94649,94649,122580,HELMAND,Nad 'Ali,70000,144000,277000
HELMAND,Nahr-i-Saraj,,Gerishk,30,3004,هلمند,نهر سراج,هلمند,د نهر سراج ,168702,168702,168702,168702,Nahr-i- Saraj,122067,122067,122067,HELMAND,Nahr-e Saraj,140000,140000,183000
HELMAND,Nawa-i-Barikzayi,,Nawa,30,3003,هلمند,ناوه بارکزائی,هلمند,د ناوۀ بارکزائی ,107455,107455,107455,107455,Nawa-i- Barikzayi,96479,96479,96479,HELMAND,Nawah-ye-Barakzai,119000,119000,65800
HELMAND,Nawamish,Nawamish is part of Baghran in the 407-district set.,,30,3015,هلمند,ناوه  میش,هلمند,ناوه  میش ,18411,18411,NA,NA,Nawamish ,17501,NA,NA,NA,NA,NA,NA,NA
HELMAND,Nawzad,,,30,3007,هلمند,نوزاد,هلمند,د نوزاد ,94477,94477,94477,94477,Nawzad,52814,52814,52814,HELMAND,Now Zad,62000,62000,113000
HELMAND,Reg-e-Khan Nishin,,,30,3011,هلمند,ریگ خان نشین,هلمند,د ريگ  خان نشين ,25447,25447,25447,25447,Reg-i-Khan Nishin,27322,27322,27322,HELMAND,Reg-e Khan Neshin,25000,25000,20100
HELMAND,Sangin,,,30,3008,هلمند,سنگین,هلمند,د سنگين ,74708,74708,74708,74708,Sangin             ,62084,62084,62084,HELMAND,Sangin,72000,72000,50600
HELMAND,Washer,,,30,3005,هلمند,واشیر,هلمند,د واشير ,27955,27955,27955,27955,Washer,16222,16222,16222,HELMAND,Washer,19000,19000,40000
HERAT,Adraskan,,,32,3209,هرات,ادرسکن,هرات,د ادرسکن ,58639,58639,58639,58639,Adraskan,55741,55741,55741,HERAT,Adraskan,66000,66000,111000
HERAT,Chishti Sharif,,Khwaja Chist,32,3216,هرات,چشت شریف,هرات,د چشت شريف ,25919,25919,25919,25919,Chishti Sharif,24638,24638,24638,HERAT,Chisht-e Sharif,29000,29000,57100
HERAT,Enjil,,,32,3202,هرات,انجیل,هرات,د انجيل ,267023,267023,267023,267023,Enjil,253823,253823,253823,HERAT,Injil,380000,380000,548000
HERAT,Farsi,,,32,3215,هرات,فرسی,هرات,د فرسی ,33490,33490,33490,33490,Fersi,31834,31834,31834,HERAT,Farsi,38000,38000,42200
HERAT,Ghoryan,,,32,3211,هرات,غوریان,هرات,د غوريان ,97893,97893,97893,97893,Ghoryan,92670,92670,92670,HERAT,Ghorian,109000,109000,148000
HERAT,Gulran,,,32,3208,هرات,گلران,هرات,د گلران ,102780,102780,102780,102780,Gulran,97700,97700,97700,HERAT,Gulran,115000,115000,143000
HERAT,Guzera,,Nizam-i- Shahid,32,3203,هرات,گذره,هرات,د گذرى (نظام شهيد) ,160265,160265,160265,160265,Guzera (Nizam-i- Shahid),152342,152342,152342,HERAT,Guzarah,178000,178000,200000
HERAT,Herat,,,32,3201,هرات,هرات,هرات,هرات,538673,538673,538673,538673,Herat  Center (Herat),491967,491967,491967,HERAT,Herat,496000,496000,428000
HERAT,Karrukh,,,32,3204,هرات,کرخ,هرات,د کرخ ,69952,69952,69952,69952,Karrukh,66416,66416,66416,HERAT,Karrukh,81000,81000,70500
HERAT,Koh-i-Zor,Koh-i-zor is part of Shindand in the 407-district set; Pashto and Farsi name differs,,32,3219,هرات,کیه زور ?,هرات,NA,12759,12759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HERAT,Kohsan,,,32,3213,هرات,کهسان,هرات,د کهسان ,59409,59409,59409,59409,Kohsan,56472,56472,56472,HERAT,Kohsan,66000,66000,84000
HERAT,Kushk,,Rubat-i-Sangi,32,3207,هرات,گذره,هرات,د کشک( رباط سنگی) ,136495,136495,136495,136495,Kushk (Rubat-i-Sangi),129560,129560,129560,HERAT,Kushk,152000,152000,128000
HERAT,Kushk-i-Kuhna,,,32,3210,هرات,کشک کهنه,هرات,د کشک کهنه ,49913,49913,49913,49913,Kushk-i- Kuhna,47447,47447,47447,HERAT,Kushk-e Kuhnah,56000,56000,64500
HERAT,Obe,,,32,3212,هرات,اوبه,هرات,د اوبه ,82847,82847,82847,82847,Obe,78714,78714,78714,HERAT,Obeh,93000,93000,82100
HERAT,Pashtun Zarghun,,,32,3206,هرات,پشتون زرغون,هرات,د پشتون زرغون ,109453,109453,109453,109453,Pashtun Zarghun,104042,104042,104042,HERAT,Pashtun Zarghun,122000,122000,110000
HERAT,Pusht-i-Koh,Pusht-i-Koh is part of Shindand in the 407-district set; Pashto and Farsi name differs,,32,3218,هرات,پشت من کوه ?,هرات,پشت من کوه ?,34577,34577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HERAT,Shindand,,,32,3214,هرات,شیند ند,هرات,د شيند ند ,46425,46425,195400,195400,Shindand,185683,185683,185683,HERAT,Shindand,220000,220000,209000
HERAT,Zawol,Zawol is part of Shindand in the 407-district set; Pashto and Farsi name differs,,32,3220,هرات,زولول ?,هرات,زولول ?,49757,49757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HERAT,Zendahjan,,,32,3205,هرات,زنده جان,هرات,د زنده جان ,62363,62363,62363,62363,Zendahjan,59278,59278,59278,HERAT,Zindah Jan,73000,73000,88700
HERAT,Zer-i-Koh,Zer-i-Koh  is part of Shindand in the 407-district set; Pashto and Farsi name differs,,32,3217,هرات,زرکوه ?,هرات,زرکوه ?,51882,51882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOWZJAN,Aqchah,,,28,2807,جوزجان,آقچه,جوزجان,د اقچى ,83930,83930,83930,83930,Aqchah,79515,79515,79515,JOWZJAN,Aqchah,94000,94000,76000
JOWZJAN,Darzab,,,28,2811,جوزجان,درزآب,جوزجان,د درزاب ,53703,53703,53703,53703,Darzab,51025,51025,51025,JOWZJAN,Darzab,60000,60000,43200
JOWZJAN,Faizabad,,,28,2808,جوزجان,فیض آباد,جوزجان,د فيض آباد ,45424,45424,45424,45424,Faizabad                 ,43178,43178,43178,JOWZJAN,Faizabad,50000,50000,56800
JOWZJAN,Khamyab,,,28,2806,جوزجان,خمیاب,جوزجان,د خمياب ,15269,15269,15269,15269,Khamyab,14514,14514,14514,JOWZJAN,Khamyab,17000,17000,24300
JOWZJAN,Khanaqa,,,28,2803,جوزجان,خانقا ه,جوزجان,د خانقاه ,25406,25406,25406,25406,Khanaqa,24150,24150,24150,JOWZJAN,Khanaqa,29000,29000,46400
JOWZJAN,Khwaja Dukoh,,,28,2802,جوزجان,خواجه دوکوه,جوزجان,د خواجه دوكوه ,29385,29385,29385,29385,Khwaja Dukoh,27932,27932,27932,JOWZJAN,Khwajah Do Koh,32000,32000,51500
JOWZJAN,Mardyan,,,28,2809,جوزجان,مردیان,جوزجان,د مرديان ,42088,42088,42088,42088,Mardyan,40006,40006,40006,JOWZJAN,Mardian,46000,46000,55700
JOWZJAN,Mingajik,,,28,2804,جوزجان,منگجک,جوزجان,د منگجک ,46835,46835,46835,46835,Mingajik,44520,44520,44520,JOWZJAN,Mingajik,52000,52000,71300
JOWZJAN,Qarqin,,,28,2810,جوزجان,قرقین,جوزجان,د قرقين ,27168,27168,27168,27168,Qarqin,25739,25739,25739,JOWZJAN,Qarqin,30000,30000,43600
JOWZJAN,Qush Tepa,,,28,2805,جوزجان,قوش تیپه,جوزجان,د قوش تيپى ,25661,25661,25661,25661,Qush Tepa,24394,24394,24394,JOWZJAN,Qush Tepah,30000,30000,53100
JOWZJAN,Sheberghan,,,28,2801,جوزجان,شبر غان,جوزجان,شبر غان,184964,184964,184964,184964,Jawzjan Center (Sheberghan),174927,174927,174927,JOWZJAN,Shibirghan,200000,200000,244000
KABUL,Bagrami,,,1,104,کابل,بگرامی,کابل,د بگراميو ,60564,60564,60564,60564,Bagrami,57571,57571,57571,KABUL,Bagrami,76000,76000,513000
KABUL,Chahar Asyab,,,1,103,کابل,چهارآسیاب,کابل,د چهار اسياب ,40034,40034,40034,40034,Chahar Asyab,38055,38055,38055,KABUL,Chahar Asyab,46000,46000,85700
KABUL,DehSabz,,,1,105,کابل,ده سبز,کابل,د ده سبز ولسوالى,59024,59024,59024,59024, DehSabz                           ,56107,56107,56107,KABUL,Deh-e Sabz,62000,62000,164000
KABUL,Estalef,,,1,113,کابل,استالف,کابل,د استالف ,36698,36698,36698,36698,Estalef,34884,34884,34884,KABUL,Istalif,38000,38000,33300
KABUL,Farza,,,1,112,کابل,فرزه,کابل,د فرزى ,23481,23481,23481,23481,Farza,22321,22321,22321,KABUL,Farzah,29000,29000,39500
KABUL,Guldara,,,1,111,کابل,گلدره,کابل,د گلدرى ,25021,25021,25021,25021,Guldara,23784,23784,23784,KABUL,Gul Darah,26000,26000,22300
KABUL,Kabul,,,1,101,کابل,كابل,کابل,كابل,4117414,4117414,4117414,4117414,Kabul Center (Kabul )                                                    ,3817241,3817241,3817241,KABUL,Kabul,4486000,4486000,2930000
KABUL,Kalakan,,,1,110,کابل,کلکان,کابل,د كلكان ,33106,33106,33106,33106,Kalakan                   ,31468,31468,31468,KABUL,Kalakan,42000,42000,51100
KABUL,Khak-e-Jabar,,,1,109,کابل,خاک جبار,کابل,د خاك جبار ,15655,15655,15655,15655,Khak-e-Jabar,14880,14880,14880,KABUL,Khak-e Jabar,18000,18000,27900
KABUL,Mir Bacha Kot,,,1,108,کابل,میربچه کوت,کابل,د مير بچه كوټ ,57100,57100,57100,57100,Mir Bacha kot,54278,54278,54278,KABUL,Mir Bacha Kot,61000,61000,72200
KABUL,Musahi,,,1,107,کابل,موسهی,کابل,د موسهي ,25534,25534,25534,25534,Musahi,24272,24272,24272,KABUL,Musahi,28000,28000,38900
KABUL,Paghman,,,1,102,کابل,پغمان,کابل,د پغمان ,133460,133460,133460,133460,Paghman,126625,126625,126625,KABUL,Paghman,153000,153000,224000
KABUL,Qara Bagh,,,1,114,کابل,قره باغ,کابل,د قره باغ ,83404,83404,83404,83404,Qara Bagh                  ,79282,79282,79282,KABUL,Qarah Bagh,89000,89000,131000
KABUL,Shakar Dara,,,1,106,کابل,شکردره,کابل,د شكردرى ,89821,89821,89821,89821,Shakar Dara,85380,85380,85380,KABUL,Shakar Darah,103000,103000,318000
KABUL,Surubi,,,1,115,کابل,سروبی,کابل,د سروبي ,60564,60564,60564,60564,Surubi,57570,57570,57570,KABUL,Sarobi,69000,69000,114000
KANDAHAR,Arghandab,,,27,2702,کندهار,ارغنداب,کندهار,د ارغنداب ,67622,67622,67622,67622,Arghandab,64279,64279,64279,KANDAHAR,Arghandab,59000,59000,92800
KANDAHAR,Arghistan,,,27,2708,کندهار,ارغستان,کندهار,د آرغستان ,37596,37596,37596,37596,Arghistan,35738,35738,35738,KANDAHAR,Arghistan,42000,42000,71800
KANDAHAR,Daman,,,27,2703,کندهار,دامان,کندهار,د دامان ,37853,37853,37853,37853,Daman,35982,35982,35982,KANDAHAR,Daman,40000,40000,54600
KANDAHAR,Dand,Pashto and Farsi name differs,,27,2717,کندهار,دند,کندهار,د ډ ڼد ,49016,49016,49016,NA,Dand,46593,46593,NA,KANDAHAR,Dand,236000,NA,NA
KANDAHAR,Ghorak,,,27,2709,کندهار,غورک,کندهار,د غورک ,10522,10522,10522,10522,Ghorak,10002,10002,10002,KANDAHAR,Ghorak,12000,12000,26600
KANDAHAR,Kandahar,,,27,2701,کندهار,کندهار ,کندهار,کندهار ,596423,596423,596423,645439,Kandahar Center (Kandahar),548645,548645,595238,KANDAHAR,Kandahar,482000,718000,518000
KANDAHAR,Khakrez,,,27,2707,کندهار,خاکریز,کندهار,د خاکريز ,24893,24893,24893,24893,Khakrez,23662,23662,23662,KANDAHAR,Khakrez,28000,28000,43100
KANDAHAR,Maiwand,,,27,2710,کندهار,میوند,کندهار,د ميوند ,64030,64030,64030,64030,Maiwand,60864,60864,60864,KANDAHAR,Maiwand,72000,72000,154000
KANDAHAR,Maruf,,,27,2715,کندهار,معروف,کندهار,د معروف ,36056,36056,36056,36056,Maruf,34274,34274,34274,KANDAHAR,Ma'ruf,40000,40000,63300
KANDAHAR,Miyanishin,,,27,2713,کندهار,میانشین,کندهار,د ميانشين ,16424,16424,16424,16424,Miyanishin,15612,15612,15612,KANDAHAR,Mya Nishin,18000,18000,30200
KANDAHAR,Nesh,,,27,2712,کندهار,نیش,کندهار,د نيش ,14627,14627,14627,14627,Nesh,13904,13904,13904,KANDAHAR,Nesh,17000,17000,41600
KANDAHAR,Panjwayee,,,27,2704,کندهار,پنجوائی,کندهار,د پنجوائی ,95082,95082,95082,95082,Panjwayee,90381,90381,90381,KANDAHAR,Panjwa'i,107000,107000,116000
KANDAHAR,Reg,,Registan,27,2716,کندهار,ریگ,کندهار,د ريگ ,9752,9752,9752,9752,Reg,9270,9270,9270,KANDAHAR,Registan,8000,8000,1920
KANDAHAR,Shah Wali Kot,,,27,2706,کندهار,شاه ولی کوت,کندهار,د شاه ولی کوټ ,47349,47349,47349,47349,Shah Wali Kot,45007,45007,45007,KANDAHAR,Shah Wali Kot,54000,54000,104000
KANDAHAR,Shorabak,,,27,2714,کندهار,شورابک,کندهار,د شورابک ,12575,12575,12575,12575,Shorabak,11953,11953,11953,KANDAHAR,Shorabak,17000,17000,16200
KANDAHAR,Spin Boldak,,,27,2711,کندهار,سپین بولدک,کندهار,د سپين بولدک ,109837,109837,123694,123694,Spin Boldak,104408,117581,117581,KANDAHAR,Spin Boldak,139000,139000,194000
KANDAHAR,Takhta Pul,Takhta Pul is part of Spin Boldak in the 407-district set; Pashto and Farsi name differs,,27,2718,کندهار,تخته پل,کندهار,د تخته پل,13857,13857,NA,NA,Takhta pul,13173,NA,NA,NA,NA,NA,NA,NA
KANDAHAR,Zhire,,,27,2705,کندهار,ژیړی,کندهار,د ژړی ,93669,93669,93669,93669,Zhire,89039,89039,89039,KANDAHAR,Zharey,106000,106000,104000
KAPISA,Alasai,,,2,207,کاپیسا,اله سای,کاپیسا,د اله ساي ,41317,41317,41317,41317,Alasai,39275,39275,39275,KAPISA,Alah Say,47000,47000,50300
KAPISA,Hissa-e-Awali Kohistan,,Kohistan Awal,2,204,کاپیسا,حصه اولکوهستان,کاپیسا,د حصۀ اول كوهستان ,74294,74294,74294,74294,Hissa-e-Awali Kohistan,70622,70622,70622,KAPISA,Hisah-e Awal-e Kohistan,82000,82000,67200
KAPISA,Hissa-e-Duwumi Kohistan,,,2,202,کاپیسا,حصه دومکوهستان,کاپیسا,د حصۀ دوم كوهستان ,49144,49144,49144,49144,Hissa-e-Duwumi Kohistan,46715,46715,46715,KAPISA,Hisah-e Dowum-e Kohistan,56000,56000,78400
KAPISA,Koh Band,,,2,203,کاپیسا,کوه بند,کاپیسا,د كوه بند ,25662,25662,25662,25662,Koh Band,24394,24394,24394,KAPISA,Koh Band,28000,28000,19000
KAPISA,Mahmood Raqi,,,2,201,کاپیسا,محمودراقی,کاپیسا,محمودراقی,70206,70206,70206,70206,Kapisa Center (Mahmood Raqi),66719,66719,66719,KAPISA,Mahmud-e Raqi,90000,90000,75300
KAPISA,Nijrab,,,2,205,کاپیسا,نجراب,کاپیسا,د نجراب ,122669,122669,122669,122669,Nijrab,116604,116604,116604,KAPISA,Nejrab,128000,128000,116000
KAPISA,Tagab,,,2,206,کاپیسا,تگاب,کاپیسا,د تگاب ,88282,88282,88282,88282,Tagab,83916,83916,83916,KAPISA,Tagab,97000,97000,100000
KHOST,Baak,,,14,1409,خوست,باک,خوست,د باک ,24123,24123,24123,24123,Baak,22930,22930,22930,KHOST,Bak,27000,27000,22700
KHOST,Gurbuz,,,14,1403,خوست,گربز,خوست,د گربزو ,28615,28615,28615,28615,Gurbuz,27200,27200,27200,KHOST,Gurbuz,34000,34000,31900
KHOST,Jaji Maidan,,Zazi,14,1413,خوست,جاجی میدان,خوست,د ځاځی ميدان ,26304,26304,26304,26304,Jaji Maidan,25004,25004,25004,KHOST,Jaji Maidan,29000,29000,22000
KHOST,Khost,,Matun,14,1401,خوست,خوست,خوست,خوست,150599,150599,150599,150599,Khost Center(Khost),143026,143026,143026,KHOST,Khost,172000,172000,264000
KHOST,Manduzay,,Esmayel Khil,14,1402,خوست,مندوزائی,خوست,د مندوزائی(اسمعيل خيل) ,61591,61591,61591,61591,Manduzay (Esmayel khil)             ,58546,58546,58546,KHOST,Manduzai,66000,66000,61800
KHOST,Musa Khel,,,14,1405,خوست,موسی خیل,خوست,د موسی خيلو ,44781,44781,44781,44781,Musa khel,42568,42568,42568,KHOST,Musa Khel,49000,49000,24200
KHOST,Nadir Shah Kot,,,14,1406,خوست,نادرشاه کوت,خوست,د نادر شاه کوټ ,34773,34773,34773,34773,Nadir Shah kot,33054,33054,33054,KHOST,Nadir Shah Kot,41000,41000,33800
KHOST,Qalandar,,,14,1410,خوست,قلندر,خوست,د قلندر ,11163,11163,11163,11163,Qalandar,10612,10612,10612,KHOST,Qalandar,12000,12000,7340
KHOST,Sabari,,Yaqubi,14,1407,خوست,صبری,خوست,د صبریو (يعقو بی) ,77374,77374,77374,77374,Sabari (Yaqubi),73549,73549,73549,KHOST,Sabari,87000,87000,68400
KHOST,Shamul,,,14,1412,خوست,شمل,خوست,د شمل ,14884,14884,14884,14884,Shamul,14149,14149,14149,KHOST,Shamul,18000,18000,9380
KHOST,Spera,,,14,1411,خوست,سپیره,خوست,د سپيرى ,26561,26561,26561,26561,Spera,25248,25248,25248,KHOST,Sperah,28000,28000,30000
KHOST,Tanay,,,14,1404,خوست,تنی,خوست,د تڼيو ,65056,65056,65056,65056,Tanay,61840,61840,61840,KHOST,Tanai,70000,70000,39900
KHOST,Tirzayee,,Ali Sher,14,1408,خوست,تیرزائی,خوست,د تيرزائی (عليشير) ,48760,48760,48760,48760,Tirzayee (Ali Sher ),46349,46349,46349,KHOST,Tirzayee,54000,54000,44900
KUNAR,Asad Abad,,,15,1501,کنر ها,اسعد آباد,کنر ها,اسعد آباد,36864,36864,36864,36864,Kunarha Center (Asad Abad),34889,34889,34889,KUNAR,Asadabad,41000,41000,55800
KUNAR,Bar Kunar,,Asmar,15,1508,کنر ها,بر کنر,کنر ها,د بر کنړ ,23994,23994,23994,23994,Bar Kunar,22808,22808,22808,KUNAR,Bar Kunar,25000,25000,16200
KUNAR,Chapa Dara,,,15,1513,کنر ها,چپه دره,کنر ها,د چپه درى ,33875,33875,33875,33875,Chapa Dara,32200,32200,32200,KUNAR,Chapah Darah,39000,39000,43000
KUNAR,Dangam,,,15,1512,کنر ها,دانگام,کنر ها,د دانگام ,18478,18478,18478,18478,Dangam,17564,17564,17564,KUNAR,Dangam,22000,22000,19200
KUNAR,Dara-e-Pech,,Manogai,15,1507,کنر ها,دره پیچ,کنر ها,د درۀ پيچ ,59666,59666,59666,59666,Dara-e- Pech,56717,56717,56717,KUNAR,Darah-ye Pech,66000,66000,58700
KUNAR,Ghazi Abad,,,15,1511,کنر ها,غازی اباد,کنر ها,د غازی آباد ,20402,20402,20402,20402,Ghazi Abad,19393,19393,19393,KUNAR,Ghaziabad,23000,23000,40000
KUNAR,Khas Kunar,,,15,1510,کنر ها,خاص کنر,کنر ها,د خاص کنړ ,38238,38238,38238,38238,Khas Kunar   ,36348,36348,36348,KUNAR,Khas Kunar,43000,43000,43900
KUNAR,Marawara,,,15,1502,کنر ها,مروره,کنر ها,د مرورى ,22327,22327,22327,22327,Mara wara,21223,21223,21223,KUNAR,Marawara,25000,25000,21200
KUNAR,Narang Wa Badil,,,15,1504,کنر ها,نرنگ وبادیل,کنر ها,د نرنگ و باديل ,32977,32977,32977,32977,Narang Wa Badil,31346,31346,31346,KUNAR,Narang,36000,36000,29200
KUNAR,Nari,,,15,1515,کنر ها,ناری,کنر ها,ناری,30154,30154,30154,30154,Nari,28664,28664,28664,KUNAR,Nari,34000,34000,31000
KUNAR,Noorgal,,,15,1514,کنر ها,نورگل,کنر ها,د نورگل ,34516,34516,34516,34516,Noorgal,32810,32810,32810,KUNAR,Nurgal,38000,38000,28700
KUNAR,Sar Kani,,,15,1505,کنر ها,سرکانی,کنر ها,د سرکاڼی ,29769,29769,29769,29769,Sar Kani,28298,28298,28298,KUNAR,Sar Kani,33000,33000,27800
KUNAR,Sawkai,,Chawkai,15,1509,کنر ها,څوکی,کنر ها,د څوکی ,39006,39006,39006,39006,Sawkai,37080,37080,37080,KUNAR,Tsowkey,45000,45000,43200
KUNAR,Sheltan,Sheltan is part of Shigal wa Sheltan in the 407-district set,,15,1516,کنر ها,شلتن,کنر ها,د شيگل ,18831,18831,NA,NA,Sheltan,17899,NA,NA,NA,NA,NA,NA,NA
KUNAR,Shigal,,,15,1506,کنر ها,شیگل,کنر ها,د شيگل  ,13120,13120,31951,31951,Shigal,12472,30371,30371,KUNAR,Shigal wa Sheltan,36000,36000,46000
KUNAR,Watapoor,,,15,1503,کنر ها,وته پور,کنر ها,د وټه پورى ,29898,29898,29898,29898,Watapoor,28419,28419,28419,KUNAR,Watahpur,34000,34000,29600
KUNDUZ,Ali Abad,,,19,1903,کندز,علی آباد,کندز,د علی آباد ,51455,51455,51455,51455,Ali Abad,48910,48910,48910,KUNAR,Aliabad,60000,60000,67500
KUNDUZ,Aqtash,Aqtash is part of Khanabad in the 407-district set,,19,1910,کندز,اقتاش,کندز,د  اقتاش ,26629,26629,NA,NA,Akhtash ,25314,NA,NA,NA,NA,NA,NA,NA
KUNDUZ,Calbad,Calbad is part of Imam Sahib in the 407-district set,Galbad,19,1908,کندز,کلباد,کندز,د کلباد ,34742,34742,NA,NA,Calbad,33024,NA,NA,NA,NA,NA,NA,NA
KUNDUZ,Chahar Darah,,,19,1902,کندز,چهاردره,کندز,د چهاردرى ,80196,80196,80196,80196,Chahar Darah,76232,76232,76232,KUNDUZ,Chahar Darah,89000,89000,74600
KUNDUZ,Dasht-e-Archi,,,19,1906,کندز,دشت ارچی,کندز,د دشت ارچی ,92576,92576,92576,92576,Dasht-e- Archi,87963,87963,87963,KUNDUZ,Dasht-e Archi,101000,101000,112000
KUNDUZ,Gultipa,Gurtipa is part of the Kunduz capital district in the 407-district set,Gurtepa,19,1909,کندز,گل تیپه,کندز,د گل تیپه ,10337,10337,NA,NA,Gultipa,9826,NA,NA,NA,NA,NA,NA,NA
KUNDUZ,Imam Sahib,,Hazrati Imam Sahib,19,1905,کندز,حضرت امام صاحب,کندز,د حضرت امام صاحب ,220256,220256,254998,254998,Hazrati Imam Sahib,208981,242005,242005,KUNDUZ,Imam Sahib,287000,287000,362000
KUNDUZ,Khan Abad,,,19,1904,کندز,خان آباد,کندز,د خان آباد ,150544,150544,177173,177173,Khan Abad,142646,167960,167960,KUNDUZ,Khanabad,190000,190000,163000
KUNDUZ,Kunduz,,,19,1901,کندز,کندز,کندز,کندز,347765,347765,358102,358102,Kunduz Center (Kunduz),323956,333782,333782,KUNDUZ,Kunduz,397000,397000,298000
KUNDUZ,Qala-e-Zal,,,19,1907,کندز,قلعه ذال,کندز,د قلعۀ ذال ,76616,76616,76616,76616,Qala -e-Zal,72621,72621,72621,KUNDUZ,Qal'ah-ye Zal,86000,86000,103000
LAGHMAN,Alingar,,,7,704,لغمان,علینگار,لغمان,د علينگار ,105603,105603,105603,105603,Alingar,100383,100383,100383,LAGHMAN,Alingar,127000,127000,126000
LAGHMAN,Alishing,,,7,703,لغمان,علیشینگ,لغمان,د عليشينگ ,77887,77887,77887,77887,Alishing,74037,74037,74037,LAGHMAN,Alisheng,87000,87000,92500
LAGHMAN,Bad Pash,,Bad Pakh,7,706,لغمان,باد پښ,لغمان,د باد پښ ,8085,8085,8085,NA,Bad pash,7684,7684,NA,LAGHMAN,Bad Pash,9000,NA,NA
