2018_IEC_province_code,2012_AGCHO_province_code,2010_IEC_province_code,2010_IEC_district_name_eng,2010_IEC_district_code,2010_IEC_district_code_matched_to_2012_AGCHO_district_code,2010_IEC_district_code_matched_to_2018_IEC_district_code,2012_AGCHO_district_name_eng,2012_AGCHO_district_code,2012_AGCHO_district_code_matched_to_2018_IEC_district_code,2018_IEC_district_name_eng,2018_IEC_district_code,district_name_dari,district_name_pashto,alternate_dari_pashto,district_description_via_Map_Sync_Project
23,21,31,PROVINCIAL CENTER (CHAGHCHARAN),3101,2101,2301,Chaghcharan,2101,2301,Ferozkoh,2301,چغچران,چغچران,فیروزکوه,"Chighcheran, Chaghcheran, Feroz Koh, Ferozkoh.  (Chighcheran includes parts of what some call ""Murghab"" district. There is also a Murghab district in Badghis.)"
23,21,31,DOWLATYAR,3102,2104,2303,Dawlatyar,2104,2303,Dawlatyar,2303,دولتیار,دولتيار,,"Dawlatyar, Dolatyar, Dawlat Yar.  (There is also a Dawlatshar in Laghman, a Dawlat Abad in Faryab, and a Dawlatabad in Balkh.)"
23,21,31,CHAHAR SADA,3103,2102,2304,Charsada,2102,2304,Charsada,2304,چارصده,چارصدى,,"Char Sada, Chahar Sadah, Charsadda."
23,21,31,SHAHRAK,3104,2105,2306,Shahrak,2105,2306,Shahrak,2306,شهرک,شهرک,,Shahrak.
23,21,31,DULEENA,3105,2103,2302,DoLayna,2103,2302,DoLayna,2302,دولینه,دولينه,,"Duleena, DoLayna, Do Lainah, Dawlina."
23,21,31,PASSABAND,3106,2107,2305,Pasaband,2107,2305,Pasaband,2305,پسا بند,پسا بن,,Pasaband.
23,21,31,LAL-O-SARJANGAL,3107,2108,2307,Lal wa Sarjangal,2108,2307,Lal Wa Sarjangal,2307,لعل و سر جنگل,لعل و سر جنگل,,"Lal Wa SarJangal, La'l wa SarJangal."
23,21,31,TOLAK,3108,2109,2309,Tolak,2109,2309,Tolak,2309,تولک,تولک,,"Tulak, Tolak."
23,21,31,SAGHAR,3109,2110,2310,Saghar,2110,2310,Saghar,2310,ساغر,ساغر,,"Saghar, Sagher."
23,21,31,TEYORA,3110,2106,2308,Taywarah,2106,2308,Taywarah,2308,تیوره,تيورى,,"Taywara, Taywarah, Taiwara, Taywaraha."
30,32,27,PROVINCIAL CENTER (LASHKAR GAH),2701,3201,3001,Lashkargah,3201,3001,Lashkargah,3001,لشکر گاه,لشکر گاه,,"Lashkargah, Lashkar Gah."
30,32,27,NAHRE SARAJ,2702,3202,3004,Nahr-e-Saraj,3202,3004,Nahr-e-Saraj,3004,نهر سراج,نهر سراج,ګرشک‎,"Nahr-i-Saraj, Gerishk, Greshk."
30,32,27,NAD ALI,2703,3203,3002,Nad-e-Ali,3203,3002,Nad-e-Ali,3002,نادعلی,نادعلی,,"Nad Ali, Nad-e-Ali, Nad 'Ali, Nadali. (Marja is part of Nad Ali in the 399 district set.)"
30,32,27,NAWEI BARUKZAI,2704,3204,3003,Nawa-e-Barakzaiy,3204,3003,Nawa-e-Barakzaiy,3003,ناوه بارکزائی,ناوۀ بارکزائی,,"Nawa-i-Barikzayi, Nawa-e-Barakzaiy, Nawah-ye-Barakzai, Nawa, Shamalan.  (There is also a Nawa district in Ghazni.)"
30,32,27,GARM SEIR,2705,3209,3006,Garmser,3209,3006,Garmser,3006,گرم سیر,گرم سير,,"Garm Ser, Darwishan, Garmser."
30,32,27,SANGIN QALAH,2706,3205,3008,Sangin,3205,3008,Sangen,3008,سنگین,سنگين,,Sangin.
30,32,27,KAJAKI,2707,3210,3010,Kajaki,3210,3010,Kajaki,3010,کجکی,کجکی,,Kajaki.
30,32,27,MOOSA QALAH,2709,3206,3009,Musaqalah,3206,3009,Mosa Qala,3009,موسی قلعه,موسی قلعه,,"Musa Qala, Musaqalah."
30,32,27,NAWZAD,2710,3207,3007,Nawzad,3207,3007,Nawzad,3007,نوزاد,نوزا,,"Nawzad, Now Zad."
30,32,27,UNKNOWN,UNKNOWN,3211,3012,Baghran,3211,3012,Baghran,3012,باغران,باغران,,"Baghran.  (Nawamish is part of Baghran in the 399, 401, and 407 district sets, but is a temporary district in the 422 set.)"
30,32,27,UNKNOWN,UNKNOWN,3213,3013,Deh-e-shu,3213,3013,Desho,3013,دیشو,ديشو,,"Dishu, Deh-e-shu, Disho."
30,32,27,NA,NA,NA,3002,NA,NA,3002,Marja,3014,مارجه,مارجی,,"Marja.  (Marja is part of Nad Ali in the 399 district sets, but separate in the 407 set.  It is a temporary district in the 422 set.)"
30,32,27,NA,NA,NA,3012,NA,NA,3012,Nawa-i-Mesh,3015,ناوه  میش,ناوه  میش,,"Nawamish, Nawamesh, Nawa Mesh.  (Nawamish is part of Baghran in the 399 and 407 district sets, but as a temporary district in the 422 set.)"
30,32,27,UNKNOWN,UNKNOWN,3212,3011,Reg,3212,3011,Reg,3011,ریگ خان نشین,ريگ  خان نشين,ریگ,"Reg-e-Khan Nishin, Reg, Khan Neshin.  (There is also a Reg, or Registan, in Kandahar.)"
30,32,27,UNKNOWN,UNKNOWN,3208,3005,Washer,3208,3005,Washer,3005,واشیر,واشير,,"Washer, Washir."
32,30,24,PROVINCIAL CENTER (HERAT),2401,3001,3201,Herat,3001,3201,Hirat,3201,هرات,هرات,,Herat.
32,30,24,ENJIL,2402,3002,3202,Injil,3002,3202,Injel,3202,انجیل,انجيل,,"Enjil, Injil."
32,30,24,GUZERA,2403,3005,3203,Guzara,3005,3203,Guzara,3203,گذره,گذرى,نظام شهید,"Guzera, Nizam-i- Shahid, Gozara, Guzarah."
32,30,24,PASHTON ZARGHOON,2404,3006,3206,Pashtunzarghun,3006,3206,Pashton Zarghon,3206,پشتون زرغون,پشتون زرغون,,"Pashtun Zarghun, Pashtoon Zarghoon, Pashtunzarghun."
32,30,24,KARUKH,2405,3007,3204,Karukh,3007,3204,Karukh,3204,کرخ,کرخ,,"Karrukh, Karukh."
32,30,24,KUSHK,2406,3003,3207,Kushk,3003,3207,Kushk,3207,کُشک,کشک,رباط سنگی,"Kushk, Rubat-i-Sangi, Rabat Sangi."
32,30,24,GULRAN,2407,3008,3208,Gulran,3008,3208,Gulran,3208,گلران,گلران,,"Gulran, Golran."
32,30,24,KOHSAN,2408,3014,3213,Kohsan,3014,3213,Kohsan,3213,کهسان,کهسان,,"Kohsan, Kehsan, Kashan."
32,30,24,GHORYAN,2409,3009,3211,Ghoryan,3009,3211,Ghoryan,3211,غوریان,غوريان,,"Ghoryan, Ghorian."
32,30,24,ZENDAJAN,2410,3004,3205,Zindajan,3004,3205,Zindajan,3205,زنده جان,زنده جان,,"Zendahjan, Zindajan, Zinda Jan."
32,30,24,ADRASKAN,2411,3010,3209,Adraskan,3010,3209,Adraskan,3209,ادرسکن,ادرسکن,,Adraskan.
32,30,24,SHINDAND,2412,3015,3214,Shindand,3015,3214,Shindand,3214,شیند ند,شينن,/ شينډنډ‎,"Shindand, Sabzwar, Esfezar.  (The original Shindand is reported in the 399 and 407 sets.  Shindand is reported as a permanent district in the AGCHO 2018 set.  Some copies of the 422 set incorrectly report it as both a permanent and a temporary district)."
32,30,24,FARSI,2413,3011,3215,Farsi,3011,3215,Farsi,3215,فرسی,فرسی,,Farsi.
32,30,24,OBEH,2414,3012,3212,Obe,3012,3212,Obi,3212,اوبه,اوبه,,"Obe, Oba, Obeh."
32,30,24,CHESHTOSHARIF,2415,3016,3216,Chisht-e-Sharif,3016,3216,Chisht-e-Sharef,3216,چشت شریف,چشت شريف,,"Chishti Sharif, Chisht-e-Sharif, Khwaja Chist."
32,30,24,KISHK-I-KAHNA,2416,3013,3210,Kushk-e-Kohna,3013,3210,Kushk-e-Kuhna,3210,کشک کهنه,کشک کهنه,,"Kushk-i-Kuhna, Kushk-e-Kohna, Kashak Kohna, Koshk-e Kohna."
32,30,24,NA,NA,NA,3214,NA,NA,3214,Koh-i-Zor,3219,کیه زور,کوه ایور,,"Koh-i-Zor, Kozeor.  (Koh-i-Zor is part of Shindand in the 399 and 407 sets.)"
32,30,24,NA,NA,NA,3214,NA,NA,3214,Pusht-i-Koh,3218,پشت کوه,پشت کوه,,"Pusht-i-Koh, Pusht-e-Koh, Pusht Koh, Poshtko.  (Pusht-e Koh is part of Shindand in the 399 and 407 sets. It is a temporary district of the 422 set.)"
32,30,24,NA,NA,NA,3214,NA,NA,3214,Zawol,3220,زاول,زول,,"Zawol, Zewal.  (Zawol is part of Shindand in the 399 and 407 sets, but is a ""temporary"" district in the 422 set.)"
32,30,24,NA,NA,NA,3214,NA,NA,3214,Zer-i-Koh,3217,زیرکوه,زیرکوه,,"Zer-i-Koh, Zerko.  (Zer-i Koh is part of Shindand in the 399 and 407 sets.  It is a temporary district in the 422 set.)"
28,27,20,PROVINCIAL CENTER (SHEIRGHAN),2001,2701,2801,Shiberghan,2701,2801,Shiberghan,2801,شبر غان,شبر غان,,"Sheberghan, Shiberghan, Shibirghan."
28,27,20,AQCHAH,2002,2707,2807,Aqcha,2707,2807,Aqcha,2807,آقچه,اقچى,,"Aqchah, Aqcha."
28,27,20,FAIZ ABAD,2003,2705,2808,Fayzabad,2705,2808,Fayzabad,2808,فیض آباد,فيض آبا,,"Faizabad, Fayzabad, Faiz Abad.  (There is also a Faiz Abad district in Badakhshan.)"
28,27,20,MARDYAN,2004,2708,2809,Mardyan,2708,2809,Mardyan,2809,مردیان,مرديان,,"Mardyan, Mardian, Murdian."
28,27,20,MANGAJAK,2005,2702,2804,Mingajik,2702,2804,Mingajek,2804,منگجک,منگجک,,"Mingajik, Mangajek."
28,27,20,QARQIN,2006,2709,2810,Qarqin,2709,2810,Qarqen,2810,قرقین,قرقين,,"Qarqin, Qarqeen."
28,27,20,KHAMYAB,2007,2710,2806,Khamyab,2710,2806,Khamyab,2806,خمیاب,خمياب,,"Khamyab, Khamab, Kham Aab, Khamaab."
28,27,20,KHWAJA DUKOH,2010,2703,2802,Khwajadukoh,2703,2802,Khwaja Dukoh,2802,خواجه دوکوه,خواجه دوكوه,,"Khwajadukoh, Khwaja Dukoh, Khwajah Do Koh, Kohja Dukoh."
28,27,20,KHANAQA,2011,2706,2803,Khanaqa,2706,2803,Khanaqa,2803,خانقا ه,خانقاه,,"Khanaqa, Khaniqa."
28,27,20,DARZAB,2009,2711,2811,Darzab,2711,2811,Darzab,2811,درزآب,درزاب,,Darzab.
28,27,20,QOSHTAPA,2008,2704,2805,Qushtepa,2704,2805,Qoshtepa,2805,قوش تیپه,قوش تيپى,,"Qush Tepa, Qushtepa, Qushtipa."
1,1,1,PROVINCIAL CENTER (KABUL) ,101,101,101,Kabul,101,101,Kabul,101,كابل,كابل,,Kabul. 
1,1,1,DAHSABZ,102,102,105,Dehsabz,102,105,Deh Sabz,105,ده سبز,ده سبز,,"DehSabz, Deh-e Sabz, Deh Sabz, Dih Sabz."
1,1,1,MIRBACHKOT,103,110,108,Mirbachakot,110,108,Mir Bacha kot,108,میربچه کوت,مير بچه كوټ,,"Mir Bacha Kot, Mirbachakot."
1,1,1,KALAKAN,104,109,110,Kalakan,109,110,Kalakan,110,کلکان,كلكان,,Kalakan.
1,1,1,QARABAGH,105,108,114,Qarabagh,108,114,Qarabagh,114,قره باغ,قره باغ,,"Qara Bagh, Qarahbagh, Qarabagh.  (There is also a Qara Bagh district in Ghazni.)"
1,1,1,FARZA,106,115,112,Farza,115,112,Farza,112,فرزه,فرزى,,"Farza, Farzah."
1,1,1,ESTALEF,107,114,113,Estalef,114,113,Istalif,113,استالف,استالف,,"Estalef, Estalif, Istalif, Istalef."
1,1,1,GULDARA,108,111,111,Guldara,111,111,Guldara,111,گلدره,گلدرى,,"Guldara, Gul Dara, Gul Darah, Guldra."
1,1,1,SHAKER DARAH,109,103,106,Shakardara,103,106,Shakardara,106,شکردره,شكردرى,,"Shakar Dara, Shakardara."
1,1,1,PAGHMAN,110,104,102,Paghman,104,102,Paghman,102,پغمان,پغمان,,Paghman.
1,1,1,CHAR ASIAB,111,105,103,Chaharasyab,105,103,Chah Arasyab,103,چهارآسیاب,چهار اسياب,,"Chahar Asyab, Chaharasyab, Char Asyab, Char Asiab."
1,1,1,MUSAHI,112,106,107,Musayi,106,107,Mosahi,107,موسهی,موسهي,,"Musahi, Musayi, Musahi, Mussahi."
1,1,1,KHAK-I-JABAR,113,112,109,Khak-e-Jabbar,112,109,Khak-e-Jabar,109,خاک جبار,خاك جبار,,"Khak-e-Jabar, Khak-i-Jabar, Khak Jabar, Khaki Jabbar."
1,1,1,BAGRAMI,114,107,104,Bagrami,107,104,Bagrami,104,بگرامی,بگراميو,,"Bagrami.  (There is also a Bagram in Parwan. The airfield is in Baghram of Parwan, not Baghrami.)"
1,1,1,SURUBI (KABUL),115,113,115,Surobi,113,115,Surobi,115,سروبی,سروبي,,"Surubi, Sarobi, Sorubi, Sarubi, Surobi.  (There is also a Surubi in Paktika.)"
27,33,28,PROVINCIAL CENTER (KANDAHAR),2801,3301,2701,Kandahar,3301,2701,Kandahar,2701,کندهار,کندهار,,"Kandahar, Qandahar.  (Dand is part of the Kandahar capital district in both 399 sets.)"
27,33,28,DAMAN,2802,3305,2703,Daman,3305,2703,Daman,2703,دامان,دامان,,Daman.
27,33,28,SHAH WALI KOT,2803,3306,2706,Shahwalikot,3306,2706,Shah Wale Kot,2706,شاه ولی کوت,شاه ولی کوټ,,"Shah Wali Kot, Shahwalikot, Shah Walikot.."
27,33,28,ARGHANDAB (KANDAHAR),2804,3302,2702,Arghandab,3302,2702,Arghandab,2702,ارغنداب,ارغنداب,,Arghandab.  (There is also an Argandab in Zabul.)
27,33,28,KHAK REIZ,2805,3307,2707,Khakrez,3307,2707,Khakrez,2707,خاکریز,خاکريز,,"Khakrez, Khakriz."
27,33,28,MAIWAND,2807,3308,2710,Maywand,3308,2710,Maywand,2710,میوند,ميون,,"Maiwand, Maywand."
27,33,28,ZHERAI,2808,3303,2705,Zheray,3303,2705,Zhiray,2705,ژیړی,ژړی,,"Zhire, Zheray, Zhari, Zari, Zherai."
27,33,28,PANJAI,2809,3304,2704,Panjwayi,3304,2704,Panjwayi,2704,پنجوائی,پنجوائی,,"Panjwayee, Panjwayi, Panjwa'i, Panjwai."
27,33,28,REGESTAN,2810,3309,2716,Reg,3309,2716,Reg,2716,ریگ,ريگ,,"Reg, Registan.  (There is also a Reg-e Khan Neshin, in Kandahar, and a Ragistan in Badakhshan.)"
27,33,28,SHORABAK,2811,3310,2714,Shorabak,3310,2714,Shorabak,2714,شورابک,شورابک,,"Shorabak.  (There is also a military base named Shorabak, formerly Camp Bastion, in Washir, Helmand.)"
27,33,28,ESPEEN BOLDAK,2812,3311,2711,Spinboldak,3311,2711,Spen Boldak,2711,سپین بولدک,سپين بولدک,,"Spin Boldak, Spinboldak.  (Takhta Pul is part of Spin Boldak in the 399 an 407 sets.)"
27,33,28,ARGHESTAN,2813,3312,2708,Arghestan,3312,2708,Arghistan,2708,ارغستان,آرغستان,,"Arghistan, Argestan."
27,33,28,MAROOF,2814,3316,2715,Maruf,3316,2715,Marof,2715,معروف,معروف,,"Maruf, Ma'ruf, Maroof."
27,33,28,NISH,2816,3314,2712,Nesh,3314,2712,Nesh,2712,نیش,نيش,,"Nesh, Nish."
27,33,28,NA,NA,NA,2701,NA,NA,2701,Dand,2717,دند,ډ ڼ,,"Dand.  (There is also a Dand Patan district in Paktia.  Dand is part of the Kandahar capital district in both 399 sets, but separate in the 407 and a temporary district in the 422 set.)"
27,33,28,GHORAK,2806,3315,2709,Ghorak,3315,2709,Ghorak,2709,غورک,غورک,,Ghorak.
27,33,28,MYANESHIN,2815,3313,2713,Miyanshin,3313,2713,Miyanshen,2713,میانشین,ميانشين,,"Miyanishin, Miyanshin, Miyaneshin, Mya Nishin, Myan-e-Sheen."
27,33,28,NA,NA,NA,2711,NA,NA,2711,Takhtapul,2718,تخته پل,تخته پل,,"Takhta Pul, Shegah.  (Takhta Pul was part of Spin Boldak in the 399 an 407 sets.  It is a temporary district in the 422 set.)"
2,2,2,PROVINCIAL CENTER (MAHMOOD RAQI),201,201,201,Mahmud-e-Raqi,201,201,Mahmod-e-Raqi,201,محمودراقی,محمودراقی,,"Mahmood Raqi, Mahmudi Raqi, Mahmud-e-Raqi."
2,2,2,HESA DUWUM KOHISTAN,202,204,202,Hisa-e-Duwum-e-Kohestan,204,202,Hisa-e-Duwum-e-Kohistan,202,حصه دوم کوهستان,حصۀ دوم كوهستان,,"Hissa-e-Duwumi Kohistan, Hisah-e Dowum-e Kohistan, Kohistan-I-Duwum.  (There is also a Hissa-e-Awali Kohistan in Kapisa, a Kohistan in Badakhshan, another Kohistan in Faryab, and a Kohistanat in Saripul.)"
2,2,2,KOHISTAN HESA AWAL,203,207,204,Hisa-e-Awal-e-Kohestan,207,204,Hisa-e-Awal-e-Kohistan,204,حصه اول کوهستان,حصۀ اول كوهستان,,"Hissa-e-Awali Kohistan, Hisah-e Awal-e Kohistan, Kohistan Awal, Kohistani Awal.  (There is also a Hissa-e-Duwumi Kohistan in Kapisa, a Kohistan in Badakhshan, another Kohistan in Faryab, and Kohistanat in Saripul.)"
2,2,2,NAJRAB,204,202,205,Nejrab,202,205,Nijrab,205,نجراب,نجراب,,"Nijrab, Nejrab."
2,2,2,KOH BAND,205,203,203,Kohband,203,203,Kohband,203,کوه بند,كوه بن,,"Koh Band, Kohband."
2,2,2,TAGAB,206,205,206,Tagab,205,206,Tagab,206,تگاب,تگاب,,Tagab.
2,2,2,ALASI,207,206,207,Alasay,206,207,Alasay,207,اله سای,اله ساي,,"Alasai, Ala Say, Alasay."
14,26,9,PROVINCIAL CENTER (KHOST),901,2601,1401,Khost,2601,1401,Maton,1401,خوست,خوست,متون,"Khost, Matun."
14,26,9,TERZAYI,902,2608,1408,Terezayi,2608,1408,Tirezayi,1408,تیرزائی,تيرزائی,علیشیر,"Tirzayee, Terezayi, Tere Zayi, Ali Sher, Alisher."
14,26,9,BAK,903,2612,1409,Bak,2612,1409,Bak,1409,باک,باک,,"Baak, Bak."
14,26,9,JAJI MAIDAN,904,2613,1413,Jajimaydan,2613,1413,Jaji Maydan,1413,جاجی میدان,ځاځی ميدان,,"Jaji Maidan, Jajimaydan, Jaji, Zazi Maidan, Zazi, Zazai."
14,26,9,SABARI,905,2602,1407,Sabari,2602,1407,Sabari,1407,صبری,صبریو,یعقو بی,"Sabari, Sabaro, Yaqubi."
14,26,9,MUSA KHEIL,906,2603,1405,Musakhel,2603,1405,Mosa Khel,1405,موسی خیل,موسی خيلو,,"Musa Khel, Musakhel, Musakhil."
14,26,9,QALANDER,907,2609,1410,Qalandar,2609,1410,Qalandar,1410,قلندر,قلندر,,Qalandar.
14,26,9,NADERSHAH KOTT,908,2604,1406,Nadirshahkot,2604,1406,Nadir Shah Kot,1406,نادرشاه کوت,نادر شاه کوټ,,"Nadir Shah Kot, Nadirshahkot."
14,26,9,MANDOZAYI,909,2605,1402,Mandozayi,2605,1402,Mandozayi,1402,مندوزائی,مندوزائی,اسمعیل خیل,"Manduzay, Esmayel Khil, Mandozayi, Manduzai, Ismail Khel, Mando Zayi."
14,26,9,SHEMAL,910,2610,1412,Shamal,2610,1412,Shamal,1412,شمل,شمل,,"Shamul, Shamal."
14,26,9,ESPERA,911,2611,1411,Spera,2611,1411,Spera,1411,سپیره,سپيرى,,"Spera, Sperah."
14,26,9,TANAI,912,2606,1404,Tani,2606,1404,Tani,1404,تنی,تڼيو,,"Tanay, Tani."
14,26,9,GURBUZ,913,2607,1403,Gurbuz,2607,1403,Gurbuz,1403,گربز,گربزو,,Gurbuz.
15,13,11,PROVINCIAL CENTER (ASAD ABAD),1101,1301,1501,Asadabad,1301,1501,Asadabad,1501,اسعد آباد,اسعآباد,,"Asad Abad, Asadabad."
15,13,11,WATAPOOR,1102,1302,1503,Watapur,1302,1503,Watapor,1503,وته پور,وټه پورى,,"Watapoor, Watahpur, Watapur."
15,13,11,DAREH PEICH,1103,1307,1507,Dara-e-Pech,1307,1507,Dara-e-Pech,1507,دره پیچ,درۀ پيچ,,"Dara-e-Pech, Dara-I-Pech, Darah-ye Pech, Pech Dara, Mano Gai, Manogai, Manogay."
15,13,11,NARANG WA BADIL (TARANGO BADIL),1104,1303,1504,Narang,1303,1504,Narang,1504,نرنگ وبادیل,نرنگ و باديل,,"Narang Wa Badil, Narang."
15,13,11,SAR KANI,1105,1304,1505,Sarkani,1304,1505,Sarkani,1505,سرکانی,سرکاڼی,,"Sar Kani, Sarkani, Sarkano."
15,13,11,MURWARA,1106,1305,1502,Marawara,1305,1502,Marawara,1502,مروره,مرورى,,"Marawara, Marwara."
15,13,11,DANGAM,1107,1310,1512,Dangam,1310,1512,Dangam,1512,دانگام,دانگام,,Dangam.
15,13,11,BAR KUNAR,1108,1311,1508,Barkunar,1311,1508,Barkunar,1508,بر کنر,بر کنړ,/ اسمار‎,"Bar Kunar, Bar Konar, Barkunar, Asmar."
15,13,11,SHIGAL-WA-SHELTAN,1109,1306,1506,Shigal wa Sheltan,1306,1506,Shegal,1506,شیگل,شيگل,,"Shigal, Shigal wa Sheltan. (The Shigal and the Sheltan areas are combined as ""Shigal wa Sheltan"" in the 407 both of the 399 sets.  The rump district in the All 422 set is just ""Shigal"".  Sheltan is a temporary district in the 422 set.)"
15,13,11,NOOR GOOL,1111,1314,1514,Nurgal,1314,1514,Norgal,1514,نورگل,نورگل,,"Noorgal, Nurgal."
15,13,11,CHAWKI,1112,1308,1509,Chawkay,1308,1509,Chawkay,1509,څوکی,څوکی,,"Sawkai, Sowkay, Chawkai, Chowkay, Chawkey, Tsokey, Sewki."
15,13,11,KHAS KUNAR,1113,1309,1510,Khaskunar,1309,1510,Khas Kunar,1510,خاص کنر,خاص کنړ,,"Khas Kunar, Khaskunar, Khas."
15,13,11,NARAI,1114,1315,1515,Nari,1315,1515,Nari,1515,ناری,ناری,نرئی,"Nari, Naray."
15,13,11,GHAZI ABAD,1115,1312,1511,Ghaziabad,1312,1511,Ghaziabad,1511,غازی اباد,غازی آبا,,"Ghazi Abad, Ghaziabad."
15,13,11,CHAPA DARA,1110,1313,1513,Chapadara,1313,1513,Chapadara,1513,چپه دره,چپه درى,,"Chapa Dara, Chapah Darah, Chapadara."
15,13,11,NA,NA,NA,1506,NA,NA,1506,Sheltan,1516,شلتن,شيگل,,"Sheltan, Soltan.  (The Shigal and the Sheltan areas are combined as Shigal wa Sheltan in the 399 and 407 sets.  Sheltan is temporary district in the 422 set.)"
19,17,17,PROVINCIAL CENTER (KUNDUZ),1701,1701,1901,Kunduz,1701,1901,Kunduz,1901,کندز,کندز,,"Kunduz, Konduz.  (The Kunduz capital district includes Gul Tipa in the 399 and 407 sets.)"
19,17,17,IMAM SAHEB,1702,1702,1905,Emamsaheb,1702,1905,Imam Sahib,1905,حضرت امام صاحب,حضرت امام صاحب,امام صاحب,"Imam Sahib, Hazrati Imam Sahib, Emamsaheb, Emam Sahib.  Imam Sahib includes Galbad in the 399 and 407 sets.  Galbad is a temporary district in the 422 set.)"
19,17,17,QALA-I-ZAL,1703,1703,1907,Qala-e-Zal,1703,1907,Qala-e-Zal,1907,قلعه ذال,قلعۀ ذال,,"Qala-e-Zal, Qala-i-Zal, Qal'ah-ye Zal."
19,17,17,CHAR DARA,1704,1704,1902,Chardarah,1704,1902,Chardarah,1902,چهاردره,چهاردرى,,"Chahar Darah, Chardarah, Chardara."
19,17,17,ALI ABAD,1705,1705,1903,Aliabad,1705,1903,Aliabad,1903,علی آباد,علی آبا,,"Ali Abad, Aliabad."
19,17,17,KHAN ABAD,1706,1706,1904,Khanabad,1706,1904,Khanabad,1904,خان آباد,خان آبا,,"Khan Abad, Khanabad.  (Khan Abad includes Aqtash in the 399 and 407 sets.  Aqtash is a temporary district in the 422 set.)"
19,17,17,DASHT-I-ARCHI,1707,1707,1906,Dasht-e-Archi,1707,1906,Dasht-e-Archi,1906,دشت ارچی,دشت ارچی,,"Dasht-e-Archi, Dasht-i-Archi."
19,17,17,NA,NA,NA,1904,NA,NA,1904,Aqtash,1910,اقتاش,اقتاش,,Aqtash.  (Aqtash is part of Khan Abad in the 399 and 407 sets.  It is a temporary district of the 422 set)
19,17,17,NA,NA,NA,1905,NA,NA,1905,Kalbad,1908,کلباد,کلبا,,"Kalbad, Calbad, Galbad, Qulbad.  (Kalbad is part of Imam Sahib in the 399 and 407 sets.  It is a temporary district in the 422 set.)"
19,17,17,NA,NA,NA,1901,NA,NA,1901,Gurtipa,1909,گل تیپه,گل تیپه,گور تپا,"Gultipa, Gurtepa, Goltipa.  (Originally Gur Tepa, or Tomb Hill, but rebranded as Gultipa, Flower Hill.  Gurtipa is part of the Kunduz capital district in the 399 and 407 sets.   It is a temporary district in the 422 set.)"
7,7,12,PROVINCIAL CENTER (MEHTERLAM),1201,701,701,Mehtarlam,701,701,Mihtarlam,701,مهترلام,مهترلام,,"Mehterlam, Mehtarlam, Mehtar Lam, Meterlam (incorrect).  (Bak Pash is part of Mehterlam in the 399 set.)"
7,7,12,QARGHAI,1202,703,702,Qarghayi,703,702,Qarghayi,702,قرغه ئی,قرغه ئی,غنی خيل,"Qarghayee, Ghani Khel, Qarghayi, Qarghah'i, Ghanikhel, Ghanikhil.  (There is also a Ghani Khel (aka Shinwar) district in Nangarhar.)"
7,7,12,ALINGAR,1203,704,704,Alingar,704,704,Alingar,704,علینگار,علينگار,,"Alingar, Ali Negar, Alinegar."
7,7,12,ALISHING,1204,702,703,Alishang,702,703,Alishang,703,علیشینگ,عليشينگ,,"Alishing, Alisheng."
7,7,12,DAWLAT SHAH,1205,705,705,Dawlatshah,705,705,Dawlatshah,705,دولت شاه,دولت شاه,,"Dawlat Shah, Dawlatshah.  (There is also a Dawlatyar in Ghor, a Dawlatabad in Balkh, and another Dawlat Abad in Faryab.)"
7,7,12,NA,NA,NA,701,NA,NA,701,Badpakh,706,باد پښ,باپښ,,"Bad Pash, Badpash, Bad Pakh, Badpakh, Bad Pakh Shaitan.  (Bak Pash is part of Mehterlam in the 399 sets, but separate in the 407 set.  It is a temporary district of the 422 set.)"
5,5,5,PROVINCIAL CENTER (PULLE-ALAM),501,501,501,Pul-e-Alam,501,501,Pul-e-Alam,501,پل علم,پل علم,,"Puli Alam, Pul-e-Alam, Pul-i-Alam."
5,5,5,BARAKIBARAK,502,504,502,Barakibarak,504,502,Baraki Barak,502,برکی برک,بركي برك,,"Baraki Barak, Barakibarak, Barak-e-Barak."
5,5,5,CHARKH,503,505,503,Charkh,505,503,Charkh,503,چرخ,چرخ,,"Charkh, Tchark."
5,5,5,KHUSHI,504,502,504,Khoshi,502,504,Khoshi,504,خوشی,خوشی,,"Khushi, Khoshi."
5,5,5,MOHAMMAD AGHA,505,503,505,Mohammadagha,503,505,Muhammad Agha,505,محمد آغه,محمداغى,,"Mohammad Agha, Mohammadagha."
5,5,5,KHARWAR,506,506,506,Kharwar,506,506,Kharwar,506,خروار,خروار,,Kharwar.
5,5,5,AZRAW,507,507,507,Azra,507,507,Azra,507,ازره,ازرى,,Azra.
6,6,10,PROVINCIAL CENTER (JALALABAD ),1001,601,601,Jalalabad,601,601,Jalalabad,601,جلال آباد,جلال آباد,,"Jalalabad, Djalalabad."
6,6,10,BEHSOOD,1002,602,602,Behsud,602,602,Bihsod,602,بهسود,بهسوو,,"Behsud, Bihsud, Behsod.  (There is a Markaz-e-Behsud district, and a Hise-e-Awal-e-Behsud district, both in Wardak."
6,6,10,SURKHROD,1003,603,603,Surkhrod,603,603,Surkhrod,603,سرخرود,سرخرو,,"Surkh Rud, Surkhrud, Surkh Rod, Surkhrod, Sorkh Roud."
6,6,10,CHIPERHAR,1004,605,604,Chaparhar,605,604,Chaparhar,604,چپرهار,چپرهار,,Chaparhar.
6,6,10,RODAT,1005,606,607,Rodat,606,607,Rodat,607,رودات,روداتو,,Rodat.
