candidate_code,candidate_name_dari,candidate_party_dari,candidate_gender,province_code,province_name_eng,candidate_party_transliterated,candidate_party_eng,notes
1-1796-252,حاجی نظر محمد فرقانمل,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1298-9,حفیظ هللا اسحاقي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1285-65,حفیظ هللا حقمل,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1006-38,حفیظ هللا وفآ,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1185-12,حمدهللا نازک,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1290-33,حیات هللا همت,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1221-3,خالد پښتون,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1405-26,خان محمد اسحاق زی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1401-20,خلیل احمد مجاهد,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1334-25,څارنوال شبیراحمد قیومي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1697-64,داد محمد اعتمادی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1212-3,ډاکتر حیات هللا شاه ولي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1253-36,ډاکتر عبدالهادی ذوالحکمت,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1297-14,ډاکتر عزیزه وطنوال عزیزي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1197-41,ډاکتر محمود خان نصرت,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1369-79,ډاکترمحمد هارون نظری,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1069-59,راضیه حیدری,مستقل / خپلواک,F,27,Kandahar,,Independent,
27-1009-57,روح هللا خانزاده,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1194-8,روزي محمد حسني,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1250-30,زرغونه بلوڅ,مستقل / خپلواک,F,27,Kandahar,,Independent,
27-1261-21,زمریالی احدي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1010-16,سید احمد سیالب,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1463-28,سید احمد کوچی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1174-45,سید جالل آغا,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1477-42,سید علي فیصل,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1397-10,سید مقتدا میران,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1349-11,شکیبا هاشمي,مستقل / خپلواک,F,27,Kandahar,,Independent,
27-1206-82,شمسیه فضلی,حزب متحد ملی افغانستان,F,27,Kandahar,,,
27-1521-78,شیر اغا جهاد وال,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1601-29,صالح الدین هوتک,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1093-47,صدیق هللا فهیم,د افغانستان ولسی حرکت ګوند,M,27,Kandahar,,,
27-1121-72,عبدالباری رفیقی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1150-17,عبدالجلیل,حزب اسالمي افغانستان,M,27,Kandahar,,,
1-1797-249,عبدالخالق باال کرزی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1201-1037,عبدالرحیم اشنا,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1593-1,عبدالروف عزیز,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1010-27,عبدالروف کاکړ,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1441-7,عبدالمانع نصرت,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1289-14,عبدالواسع صالحی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1306-35,عبیدهللا اڅګزئي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1241-27,عزت هللا واصفي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1299-5,عطاهللا جان حبېب,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1809-6114,غالم محی الدین مسلم,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1313-32,فتح خان مظلوم یار,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1541-2,فریبا احمد ی کاکړ,مستقل / خپلواک,F,27,Kandahar,,Independent,
27-1398-73,فرید احمد یونسی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1202-1039,فیروز نبوی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1177-21,ګل احمد کمین,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1505-13,مال سیدمحمد,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1517-69,مال محمد مسعود,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1232-70,ماللی اسحق زی,مستقل / خپلواک,F,27,Kandahar,,Independent,
27-1081-31,محمد عمر شیرزاد,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1022-40,محمد قسیم ابدال,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1605-68,محمد قسیم قادري,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1141-2,محمد نعیم اللی حمیدزی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1457-1038,محمداسماعیل مجروح,مستقل / خپلواک,M,27,Kandahar,,Independent,
,محمدناصر مبارز,مستقل / خپلواک,M,27,Kandahar,,Independent,MISSING
27-1413-20,محمود جاللي,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1017-24,منور احمد واحدی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1569-18,مولوي محمد منظور,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1266-50,مولوي نور محمد ايقاظ,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1142-29,میرویس علیزی,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1157-52,نثار احمد صالح,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1001-28,نظرمحمد پوپل,مستقل / خپلواک,M,27,Kandahar,,Independent,
27-1233-22,نعمت هللا نورزی,ولسي تحریک,M,27,Kandahar,,,
27-1162-2039,یاسمین نادری,مستقل / خپلواک,F,27,Kandahar,,Independent,
28-1577-10,احمد فرید شبرغانی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1298-15,استاد نجیب هللا ارغندیوال,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1274-1028,امان هللا شریفی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1361-7,انجنیر عبدالغفار دهقان,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1233-1034,انه مراد شاهی,حزب جنبش ملی اسالمی افغانستان,M,28,Jawzjan,,,
28-1441-3,بکتاش ایشچی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1665-1033,جمیله مجاهد,مستقل / خپلواک,F,28,Jawzjan,,Independent,
28-1461-6,جنیدهللا مبارز,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1141-1030,حاجی باتور دوستم,حزب جنبش ملی اسالمی افغانستان,M,28,Jawzjan,,,
28-1266-1022,حاجی عبدالقادر فوالد,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1181-10,حاجی محمد امین خاکسار,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1505-17,حلیمه صدف کریمی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1330-2,خانمراد حمیدی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1545-1023,خدایقل فیض,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1225-1026,دوکتور سید نوید سراج,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1297-4,سایره شکیب سادات,جنبش ملی اسالمی افغانستان,F,28,Jawzjan,Junbesh-e-Milli,National Islamic Movement of Afghanistan,CHECK
28-1249-9,سمیر صافی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1093-1032,شاه محمود پیوستون,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1306-12,عبدالحکیم احمدی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1689-5,عبدالقادر حیات,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1437-1025,عزیزهللا الفتی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1329-8,فوزیه سادات,مستقل / خپلواک,F,28,Jawzjan,,Independent,
28-1234-3,محمد ابراهیم شاروال,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1553-1036,محمد ارشاد بای,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1126-1035,محمد عمر مخدوم,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1397-11,محمد کریم جوزجانی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1593-11,محمد یوسف خدنگ,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1305-1029,نصیر احمد حیدرزی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1185-12,نور احمد مخدوم زاده,مستقل / خپلواک,M,28,Jawzjan,,Independent,
28-1449-1027,وحید احمد مهدی,مستقل / خپلواک,M,28,Jawzjan,,Independent,
29-1186-2021,استاد سید شاه ولی پارسا,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1569-2061,استاد عبدالوکیل فاریابی,حزب اسالمی افغانستان,M,29,Faryab,,,
29-1553-2052,استاد ماریا نوری,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1225-1,الحاج داکتر فوزیه سلیمی,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1005-2,الحاج فوزیه روفی,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1021-2046,انجنیر احمد ضیا احمد زی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1222-2030,انجنیر حشمت هللا رحمانی,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1337-2062,انجنیر سید عصمت ه,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1249-2048,انجنیر فرهاد ایثار,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1274-4,انجنیر محمد ایوب غفاری,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1193-2028,انجنیر محمد نسیم رحمانی,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1070-2063,بانو فرزانه بهمن,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1241-2042,بانو مکرمه سادات,NA,F,29,Faryab,,No party listed,
29-1585-2012,بشیر احمد ته ینچ,جنبش ملی اسالمی افغانستان,M,29,Faryab,Junbesh-e-Milli,National Islamic Movement of Afghanistan,CHECK
29-1221-2058,بی بی نوریه توران,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1169-2035,جاوید خان قیصاری,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1297-2049,جمال ناصر فرهمند,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1173-2023,حاجی سید داود سادات,حزب جمعیت اسالمی افغانستان,M,29,Faryab,,,
29-1281-2059,حاجی ظهیر الدین صفری,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1541-1007,حشمت هللا ارمان,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1009-2020,خیر الدین مرادی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1234-2036,خیر هللا انوش,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1066-6,داکتر احسان هللا واحدی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1170-2053,داکتر محمد اشرف شیرزاد,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1290-2029,داکتر منیژه بوستانی,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1329-2014,رنگینه کارگر,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1174-2057,سارنوال آمنه مخلص زاده,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1305-2025,ستاد احسان هللا قووانچ,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1273-2060,ستاد ادریس برنا,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1685-2011,ستاد سید مأمون گهریک,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1142-2015,سنجر کارگر,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1081-2037,سهیال آسا کوهی,مستقل / خپلواک,F,29,Faryab,,Independent,
,سید احسان هللا هاشمی,مستقل / خپلواک,M,29,Faryab,,Independent,MISSING
29-1505-2034,سید بابر جمال,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1509-2054,سید جاوید سادات,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1074-2043,سید فرخ شاه جناب,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1233-5,سید فرید هاشمی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1381-2065,سیده آصفه شاداب,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1126-2027,شاه محمد نجوا,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1346-2026,شفیقه سخا یولچی,حزب جنبش ملی اسالمی افغانستان,F,29,Faryab,,,
29-1649-2041,شهر بانو سادات کاریزی,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1330-2047,صبغت هللا نادری,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1229-2016,عبدالرحیم اوزبیک اوغلی,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1417-2024,عزیزه سادات,مستقل / خپلواک,F,29,Faryab,,Independent,
,غالم سخی نوید,حزب جمعیت اسالمی افغانستان,M,29,Faryab,,,MISSING
29-1537-2039,فتح هللا قیصاری,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1157-2056,فقیر محمد خان سعیدی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1289-2050,کریمه ذکی,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1094-2018,گیتا سعید,حزب جنبش ملی اسالمی افغانستان,F,29,Faryab,,,
29-1605-2008,ماستر انجنیر امان امین,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1441-2009,ماستر عزت هللا کیغام,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1266-2031,محمد اسماعیل ایوبی,حزب جنبش ملی اسالمی افغانستان,M,29,Faryab,,,
29-1633-2022,محمد انور باشلیق,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1133-2045,محمد حسن سرداش,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1226-2033,محمد رسول فاریابی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1334-2038,محمد شاکر کریمی,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1242-2040,محمد صالح توده پور,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1141-1006,محمد هاشم اورتاق,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1545-3,محمد هاشم خان,مستقل / خپلواک,M,29,Faryab,,Independent,
29-1201-2066,میرمن هاجره عنایت کامران,مستقل / خپلواک,F,29,Faryab,,Independent,
29-1161-2032,نسیمه یوزباشی,مستقل / خپلواک,F,29,Faryab,,Independent,
30-1105-3,آقامحمد قریشی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1225-44,استاد عبدالصمد هلمندوال,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1186-43,اسدهللا زمری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1593-4,اغا محمد افغان,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1477-9,اقاګل باور,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1461-22,الحاج امین هللا فوالدی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1605-1,الحاج بورآغا کاروان,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1389-66,الحاج داکتر نثاراحمد بارک,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1437-31,الحاج محمد طاهر بارکزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1094-26,الحاج محمد کریم اتل,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1009-4,الحاج نورهللا جاللی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1246-10,الحاج نوید احمد وطنوال,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1170-42,انجنیر محمدسلیمان صمیم,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1169-30,انجنیر وحیدهللا مایار,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1226-69,انجینر داودشاه باریدوست,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1221-2,انجینر محمد داود همت,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1077-60,بریالی نظری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1325-3,بسم هللا مسلم,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1533-24,بشیر احمد شاکر,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1333-92,تیمورشاه,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1005-46,جان محمد شیرزاد,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1133-53,جمیله نیازی,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1001-34,حاجی احمدشاه خدمتګار,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1253-80,حاجی خان الماس سلطانزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1010-13,حاجی دوست محمد علیزی,مستقل / خپلواک,M,30,Helmand,,Independent,
,حاجی صالح محمد خان اڅکزی,مستقل / خپلواک,M,30,Helmand,,Independent,MISSING
30-1194-9,حاجی عبدالباری بارګزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1585-85,حاجی عبدالقدوس,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1329-12,حاجی عبدالهادی صوفی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1317-33,حاجی عبدهللا سنګر,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1069-131,حاجی عبدهللا فکور,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1194-24,حاجی غالم ولی افغان,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1250-14,حاجی محمد عابد,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1197-7,حاجی محمد ولی علیزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1397-76,حاجی میرحمزه سرکاتب,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1561-6,حاجی میرولی همت,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1269-62,حاجی نعمت هللا پوپل,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1553-79,حاجی نوراحمد ناصری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1234-8,حاجی ولی جان صابری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1093-93,حبیبه سادات,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1142-57,ډاکتر غالم فاروق نعیمی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1249-49,ډاکتر نصرت هللا صفاری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1081-15,ډګروال عبدالصمد مجاهد,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1185-14,راضیه بلوچ,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1021-102,رحمت هللا افضلی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1273-2,سد هللا شیرزاد,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1313-52,سمیع هللا وزیری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1161-63,سناتور عبدالواحد کاریزوال,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1157-15,سید حاجی عبدالستار سعیدی,مستقل / خپلواک,M,30,Helmand,,Independent,
,سید طالب موسوی,مستقل / خپلواک,M,30,Helmand,,Independent,MISSING
30-1093-17,سید عبدالقیوم حکمت,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1070-109,سید علی اکبر موسوی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1241-95,سید موسی هلمندی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1297-36,سیداعظم علیزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1685-83,شګوفه نورزی,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1022-39,شیرمحمد اخندزاده,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1073-16,صابره بارګزی,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1565-30,ضیاالحق هلمندی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1653-74,ظریف لعل زوی,مستقل / خپلواک,M,30,Helmand,,Independent,
,عبدالجبار قهرمان,مستقل / خپلواک,M,30,Helmand,,Independent,MISSING
30-1441-22,عبدالحی اخندزاده,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1281-44,عبدالرازق درانی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1545-5,عبدالرشید عزیزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1285-12,عبدالودود پوپل,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1141-35,عتیق هللا حمید,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1265-20,عصمت هللا اتل,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1305-21,عصمت هللا یعقوبی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-3003-1429-114,عطاهللا پوپل,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1193-17,علی احمد درویش,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1337-70,علی احمد ناصری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1242-104,علی محمد مظفری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1210-71,غالم ولی شاکر,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1125-46,محمد اشرف واحدی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1177-51,محمد اصف,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1149-65,محمد طاوس اشرف نادری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1034-19,محمد ظفر صادقی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1198-25,محمد فقیر عسکر,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1033-54,محمد موسی خان خیرزوی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1202-98,محمود,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1233-45,مسعودخان نورزی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1134-16,میرزاحسین علیزاده,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1158-20,میرویس پاڅون,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1541-67,میرویس پوپل,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1309-32,میرویس خادم,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1505-28,نجیبه فایز هلمندی,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1465-107,نرګس رخشانی,مستقل / خپلواک,F,30,Helmand,,Independent,
1-1368-178,نسیمه نیازی,مستقل / خپلواک,F,30,Helmand,,Independent,
30-1601-6,نعمت هللا غفاری,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1245-87,نوراحمد اسحق زی,مستقل / خپلواک,M,30,Helmand,,Independent,
30-1665-58,هادیه حمیدی هلمندی,مستقل / خپلواک,F,30,Helmand,,Independent,
31-1186-6,استاد غالم سرور فایز,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1441-35,استاد فریده بیکزاد,مستقل / خپلواک,F,31,Badghis ,,Independent,
31-1545-18,استاد نادیه هوتک,مستقل / خپلواک,F,31,Badghis ,,Independent,
31-5567-59,الحاج داکتر عبدالعزیز طارق,حزب اسالمی افغانستان,M,31,Badghis ,,,
31-1382-54,الحاج عبدالحمید خلیل,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1685-1,الحاج قاضی عبدالرحیم رهین,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1297-50,پیغله ضیا گل حبیبی,مستقل / خپلواک,F,31,Badghis ,,Independent,
31-1222-41,حاجی سید محمد غمگین,مستقل / خپلواک,M,31,Badghis ,,Independent,
,حاجی عبدالرازق عاطف,مستقل / خپلواک,M,31,Badghis ,,Independent,MISSING
31-1505-25,حاجی نصرهللا امین,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1094-30,حلیمه راهپیما,مستقل / خپلواک,F,31,Badghis ,,Independent,
31-1585-7,رمضان سخی زاده,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-3107-1541-68,سدهللا نعمانی کاکر,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1235-9,سید محمد موسی جناب نعمتی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1177-27,سید نقیب هللا صدیقی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1329-22,شفیقه فیضی,مستقل / خپلواک,F,31,Badghis ,,Independent,
,صالح محمد مالملنگ,مستقل / خپلواک,M,31,Badghis ,,Independent,MISSING
31-1142-2,ضیاء الدین اکازی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1333-29,عبدالبصیر عثمانی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1338-19,عبدالغفور محمودی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1033-28,عبدالقادر بیرگیت سرخابی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1273-8,عبدهللا مولوی زاده,مستقل / خپلواک,M,31,Badghis ,,Independent,
,فریبا رحمانی,مستقل / خپلواک,F,31,Badghis ,,Independent,MISSING
31-1601-46,فهیمه کمک,مستقل / خپلواک,F,31,Badghis ,,Independent,
31-1441-70,مبارک خان عزیزیار,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1169-47,محمد آصف ایماق,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1553-11,محمد حیدر شریفی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1234-45,محمد موسی هجوم,مستقل / خپلواک,M,31,Badghis ,,Independent,
,محمد یعقوب شمس,مستقل / خپلواک,M,31,Badghis ,,Independent,MISSING
31-1173-49,مسلمه شیرزاد,مستقل / خپلواک,F,31,Badghis ,,Independent,
31-1141-52,مولوی عبدالباسط صارم,حزب جنبش ملی اسالمی افغانستان,M,31,Badghis ,,,
31-1185-64,میرشاه نائب زاده,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1326-38,میرویس رحمانی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1005-21,نذیراحمد عظیمی,مستقل / خپلواک,M,31,Badghis ,,Independent,
31-1305-12,وکیل صفیه ایماق,مستقل / خپلواک,F,31,Badghis ,,Independent,
32-1509-1139,آرزو عزیزی,مستقل / خپلواک,F,32,Herat,,Independent,
32-1345-1053,احسان احمد کروخی,مستقل / خپلواک,M,32,Herat,,Independent,
32-1337-4,احمد جاوید زیارتجاهی,مستقل / خپلواک,M,32,Herat,,Independent,
32-1613-22,احمد خالد دوست,مستقل / خپلواک,M,32,Herat,,Independent,
,احمد شاه سادات الحسینی,مستقل / خپلواک,M,32,Herat,,Independent,MISSING
32-1693-1099,احمد فرزاد علم,مستقل / خپلواک,M,32,Herat,,Independent,
32-1465-1069,احمد وحید توخی,مستقل / خپلواک,M,32,Herat,,Independent,
32-1333-33,احمد وحید طاهری,مستقل / خپلواک,M,32,Herat,,Independent,
32-1190-1126,احمدعلی جبرئیلی,مستقل / خپلواک,M,32,Herat,,Independent,
32-1129-1142,ادریس یوسف,مستقل / خپلواک,M,32,Herat,,Independent,
32-1390-27,استاد پروانه رسولی دانشیار,مستقل / خپلواک,F,32,Herat,,Independent,
32-1317-1128,استاد حمید هللا حنیف,مستقل / خپلواک,M,32,Herat,,Independent,
32-1181-1046,استاد شیرین شهابی,مستقل / خپلواک,F,32,Herat,,Independent,
32-1689-1085,استاد عبدالرحمن عزیزی,مستقل / خپلواک,M,32,Herat,,Independent,
