candidate_code,candidate_name_dari,candidate_party_dari,candidate_gender,province_code,province_name_eng,candidate_party_transliterated,candidate_party_eng,notes
1-1182-2,مسلم شیرزاد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1078-11,مصطفی آرین تره خیل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1287-68,مصطفی سلطانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1385-26,مصطفی نیکزاد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1453-98,معلم عزیز رویش,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1193-3067,معلم محمد غازی سلطان زوی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1356-1091,ملک حاجی عظیم شینوزاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1035-6,ملک سیداقاحسین خیل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1527-169,ملیحه جویا,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1074-92,ممتاز جهانگیر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1460-217,ممتاز یوسفزی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1636-75,منصور احمد احمدزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1519-91,مهدی زاهدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1843-141,مهسا قربانی,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1031-1011,موال محمد پیمان اکاخیل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1024-53,موالنا محمد قاسم وزیرزاده,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1737-251,موعیزالدین عثمانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1198-97,مولوی احسان الحق حنفی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1763-153,مولوی عبدالرحمن رحمانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1578-56,مولوی عطا هللا فیضانی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1293-168,مولوی گدامحمد مفلح,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1794-255,مولوی محمد مصطفی بارکزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1493-1080,مولوی نادرشاه بلیغ,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1232-73,میالد یوسف ابراهیم,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1164-56,میر امان هللا گذر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1513-1034,میرزا محمد یارمند,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1127-182,میرزمان حقیار,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1844-1193,میرویس انصار منگل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1411-124,میرویس رحیم زوی,مستقل / خپلواک,M,1,Kabul,,Independent,
,میرویس زمانزی,مستقل / خپلواک,M,1,Kabul,,Independent,MISSING
1-1864-127,میرویس ستانکزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1342-1037,ناظرحسین حسین پور,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1237-113,نثار احمد بهاوی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1124-1208,نثار احمد بهلول,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1863-111,نجیب هللا آزاد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1263-3047,نجیب هللا اسالم یار,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1131-1024,نجیب هللا حیدری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1701-6,نجیب هللا کابلی,حزب مشارکت ملی افغانستان,M,1,Kabul,,,
1-1900-133,نجیب هللا مجاهد,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1563-31,نجیب هللا مومند کاموال,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1023-75,نجیب هللا ناصر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1421-196,نجیبه فطرت,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1050-42,نصرهللا مصباح,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1609-15,نصیر احمد انصاف,حذب وحدت اسالمی مردم افغانستان,M,1,Kabul,Hizb-e Wahdat Islami Afghanistan,,
1-1630-1022,نظر محمد اسحاقزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1466-1068,نعمت هللا احمدی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1699-12,نقیب هللا فیضی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1586-88,نور الرحمن اخالقی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1679-176,نور محمد رموزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1027-1,نوراحمد غفوری,حزب متحد ملی افغانستان,M,1,Kabul,,,
1-1363-1188,نوراحمد نوری شاکی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1372-3070,نورالحبیب حصیر,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1068-104,نورحبیب گلبهاری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1542-4,نورهللا داوود زی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1369-122,نوریه منصف,مستقل / خپلواک,F,1,Kabul,,Independent,
,نوید احمد ابراحیم خیل,مستقل / خپلواک,M,1,Kabul,,Independent,MISSING
1-1036-68,نوید احمد کوهی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1543-58,هارون شمس خان,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1106-1016,هدایت هللا رهایی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1627-1,هدایت هللا سلیمان خیل,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1660-49,هدایت هللا طاهری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1117-1019,هیلۍ ارشاد,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1184-84,وحید الرحمن امیری,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1587-27,وحید هللا رادمنش,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1804-1173,وزیر خان,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1028-25,وسیم شیرزی,مستقل / خپلواک,M,1,Kabul,,Independent,
1-1577-5,وکیل فاطمه نظری,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1533-1184,ولی احمدزی,مستقل / خپلواک,M,1,Kabul,,Independent,
35-1883-152,ویدا ساغری,مستقل / خپلواک,F,1,Kabul,,Independent,
1-1886-173,یاسمین سروری,مستقل / خپلواک,F,1,Kabul,,Independent,
1-2002-1033,یاقت علی فرامرز,حزب متحد ملی افغانستان,M,1,Kabul,,,
1-1858-1179,یمل برهان وردک,مستقل / خپلواک,M,1,Kabul,,Independent,
2-1290-26,آخندزاده عبدالسلام جواد,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1685-42,انجینر میر حیدر افضلی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-201-1142-13,جنرال محمد اقبال صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1266-54,حاجی آقاجان سیدی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1162-113,خالده حکیمی,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1274-34,خدیجه الهام خلیلی,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1273-83,داکتر محمد نعیم صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1389-35,داکتر هما شمیم,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1505-119,راضیه سعادت حبیبی,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1461-40,رحیمه شمس کوهستانی,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1553-92,روح الله صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1541-25,ساره سیرت,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1250-33,شجاع الدین مراد,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1545-48,شکرالله محمدی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1210-85,طالب جان صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1174-110,طاهره میرزاده,مستقل / خپلواک,F,2,Kapisa,,Independent,
2-1437-37,عبدالحکیم= خواجه پادشاه,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1009-68,عبدالوکیل جلیلی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1593-87,فضل هادی احمدی,حزب اسلامی افغانستان,M,2,Kapisa,,,
2-1297-4,قاری امید صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1390-73,قاضی عبدالرزاق نجرابی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1149-59,گل احمد صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1225-4,محمد رفیع صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1637-62,محمد شفیق علوی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1186-115,محمدفاضل صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1161-81,محمدنادر خالد,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1269-86,مولانا عبدالمعروف واثق,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1249-103,میرداد خان نجرابی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1133-3,نجیب الله رحیمی صافی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1141-10,نظرمحمد محمدی,مستقل / خپلواک,M,2,Kapisa,,Independent,
2-1081-112,نوریه کوهستانی,مستقل / خپلواک,F,2,Kapisa,,Independent,
3-1441-18,الحاج عبدالظاهر سالنگی,مستقل / خپلواک,M,3,Parwan,,Independent,
,الحاج غالم حیدر جیالنی,مستقل / خپلواک,M,3,Parwan,,Independent,MISSING
3-1249-42,الحاج محمدا گل مجاهد,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1093-1,الحاج میر رحمن رحمانی,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1250-29,بی بی حاجی شفیقه نوری,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1273-3,پلوشه اسماعیل زاده,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1173-14,حسیبا عفت,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1505-38,خاتول فقیر زاده,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1305-23,داکتر عبدالستار امیری,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1157-24,داکتر محمد شفیع مشفق,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1306-4,ذگیه سنگین,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1009-30,شکیبا سیدخیلی,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1541-2,صدیق احمد عثمانی,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1309-32,عبدالستار خواصی,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1593-34,عبدالعزیز - همایون هریرود,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1313-22,عبدالمتعال مبشر,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1329-19,عزیزه ایشانی ولیزاده,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1325-35,فرزانه فرحت,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1174-37,قاری عبدالجلیل عیار,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1177-15,ماستر سامعه عزیزی سادات,مستقل / خپلواک,F,3,Parwan,,Independent,
3-1437-25,مجاهد موحد ابراهیمی,حزب اسالمی افغانستان,M,3,Parwan,,,
3-1265-33,محمد انور نیازی,مستقل / خپلواک,M,3,Parwan,,Independent,
,محمد زاده پارسا,مستقل / خپلواک,M,3,Parwan,,Independent,MISSING
3-1585-16,محمد منیب حداد,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1198-27,معلم عبدهللا خلوزی,مستقل / خپلواک,M,3,Parwan,,Independent,
,نور احمد سکندری,مستقل / خپلواک,M,3,Parwan,,Independent,MISSING
3-1205-28,همتا مبارز,مستقل / خپلواک,M,3,Parwan,,Independent,
3-1397-36,وحیده پاینده,مستقل / خپلواک,F,3,Parwan,,Independent,
4-1021-24,احسان هللا ناصری,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1545-53,احمد فرید نیک زی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1505-7,الحاج صدیقه مبارز,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1185-6,الحاج عبداالحمد درانی,دعوت اسالمی افغانستان,M,4,Wardak,,,
4-1269-12,الحاج کل حبیب حبیبی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1305-35,الحاج محمد ایوب شریفی,حرب وحدت اسالمی افغانستان,M,4,Wardak,Hizb-e Wahdat Islami Afghanistan,,
4-1441-32,انجینر حشمت هللا کلیمزی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1477-40,انجینر حمیده اکبری,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1613-52,انجینر نیک محمد مایار,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1249-48,انیسه تاج وردګ,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1285-29,جمل شینو زاده,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1009-36,حاجی احمد خالد کریمزی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1453-41,حبیب هللا نظری,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1541-31,حلیمه عسکری,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1397-43,خادم حسین حسنی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1273-28,داکتر حمیده دانش وردګ,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1581-12,داکترضیا ګل رضایی,حزب وحدت اسالمی مردم افغانستان,F,4,Wardak,,,
4-1321-50,دوکتور محمد ابراهیم کریمی,حزب رفاه ملی افغانستان,M,4,Wardak,,,
,روحینا ولی زی,حزب اسالمی افغانستان,F,4,Wardak,,,MISSING
4-1477-47,سید حبیب حسینی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1577-46,سید روح هللا علوی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1141-19,سیف االرحمن کمال,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1265-33,شیر علم حریفال,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1465-51,صفی هللا وردګ,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1461-11,عبدالرضا رضایی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1081-40,فضل الرحمن طارق,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1161-47,محمد حسن منصف,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1489-13,محمد حضرت جانان,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1313-38,محمد داود عابد,NA,M,4,Wardak,,No party listed,
4-1001-30,محمد فرهاد وردګ,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1297-27,محمد مهدی راسخ,مستقل / خپلواک,M,4,Wardak,,Independent,
4-409-1329-26,محمد یاسین ابراهیمی,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1433-28,محمد یونس مجاهد زاده,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1281-59,ملیار وردګ,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1337-44,میرویس امیری مشهور په اشرف,حزب اسالمی افغانستان,M,4,Wardak,,,
4-1605-26,نجیب هللا نجیب,مستقل / خپلواک,M,4,Wardak,,Independent,
4-1093-27,نفیسه سیلی وردګ,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1325-37,هاجر میرزایی,مستقل / خپلواک,F,4,Wardak,,Independent,
4-1601-121,ولی هللا شاهین,مستقل / خپلواک,M,4,Wardak,,Independent,
5-1021-6,احمد خطاب درانی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1094-5,الحاج محمدهاشم حسین خیل,مستقل / خپلواک,M,5,Logar,,Independent,
5-1298-28,انجنیر صاحب خان,مستقل / خپلواک,M,5,Logar,,Independent,
5-1185-12,انجنیر محمد اصف نبی زی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1461-39,انجنیر محمد خالد اسحاقزاد,مستقل / خپلواک,M,5,Logar,,Independent,
5-1149-33,ثناهللا عظیمی احمدزی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1330-16,حاجی حیات خان احمدزی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1161-17,حمید عزیزی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1010-35,څيړنوال شهزاده توحیدمل,مستقل / خپلواک,M,5,Logar,,Independent,
5-1274-10,داکتر میرویس شاهد,مستقل / خپلواک,M,5,Logar,,Independent,
5-1441-11,داکترشکیال هاشمی,مستقل / خپلواک,F,5,Logar,,Independent,
5-1541-42,داکترصالح محمد احمدزی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1173-32,سمیع هللا نوری,مستقل / خپلواک,M,5,Logar,,Independent,
5-1141-29,سید فرهاد اکبری,مستقل / خپلواک,M,5,Logar,,Independent,
5-1273-31,سید محمد صدیق حسن زاده,مستقل / خپلواک,M,5,Logar,,Independent,
5-1022-41,شاه پور خان حسین زی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1509-34,شاه پور ستانکزی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1001-40,عبدالرازق خان,مستقل / خپلواک,M,5,Logar,,Independent,
5-1665-2,عبدالرحمن وطنوال,مستقل / خپلواک,M,5,Logar,,Independent,
5-1009-4,عبدالواسع نوری,مستقل / خپلواک,M,5,Logar,,Independent,
5-1313-13,غازی خان احمدزی,مستقل / خپلواک,M,5,Logar,,Independent,
5-1609-14,ګل اندام دینا,مستقل / خپلواک,F,5,Logar,,Independent,
5-1133-19,لیلما یوسفزی,مستقل / خپلواک,F,5,Logar,,Independent,
5-1593-20,محمد اسلم مسعود,مستقل / خپلواک,M,5,Logar,,Independent,
5-1142-21,محمد اسمعیل صدیقی,مستقل / خپلواک,M,5,Logar,,Independent,
,محمد اکبر ستانکزی,مستقل / خپلواک,M,5,Logar,,Independent,MISSING
5-1437-22,محمد خالد مومند,مستقل / خپلواک,M,5,Logar,,Independent,
5-1241-23,محمد رحیم امین,مستقل / خپلواک,M,5,Logar,,Independent,
5-1565-25,نصرت هللا وفا,مستقل / خپلواک,M,5,Logar,,Independent,
5-1398-24,نصیراحمد امین,مستقل / خپلواک,M,5,Logar,,Independent,
5-1201-26,نورضیا یوسفزی چرخی,مستقل / خپلواک,F,5,Logar,,Independent,
5-1397-27,هما احمدی,مستقل / خپلواک,F,5,Logar,,Independent,
5-1249-36,وفی هللا افتخار,مستقل / خپلواک,M,5,Logar,,Independent,
5-1553-37,یما لوګروال,مستقل / خپلواک,M,5,Logar,,Independent,
6-1093-99,ابرارهللا مراد,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1609-7,ارین یون,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1317-164,اسدهللا کاموی امرخیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1230-114,اعجازالحق مجاهد,حزب اسالمی افغانستان,M,6,Nangarhar,,,
6-1385-202,الجمیر صحرایی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1034-57,الحاج حضرت علی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1326-85,الحاج دوکتور ثناالحق,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1437-5,الحاج عبدالظاهر قدیر,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1021-126,الحاج عطاالرحمن هډه وال,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1186-130,الحاج لعل اغا کاکړ,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1581-111,الحاج معراج الدین معراج,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1221-213,الطاف حسین خلیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1306-73,امیر محمد دره نوری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1265-145,امیر محمد یار,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1241-50,امیرجان دولت زی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1077-171,انجنیر محمد نادر عمر,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1601-30,انجینر حمیدهللا قلندرزی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1577-53,انجینر خان محمد دوست,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1233-84,انجینر رحمن هللا حمزه,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1341-211,انجینر عارف هللا عظیمی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1169-87,انجینر محمد داود شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1637-235,انیسه عمرانی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1689-196,اولداد مهمند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1305-78,بی بی حاجی لیلما ولی حکمی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1129-206,پوهنمل دوکتور مسعود صافی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1613-162,تورپیکی رسولی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
,جاوید زمان,مستقل / خپلواک,M,6,Nangarhar,,Independent,MISSING
6-1225-82,جاوید عمری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1585-56,جمیله اسحق زی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1049-91,حاجی پیر بخش ګردیوال,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1193-68,حاجی جنت ګل اخنذاده,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1189-200,حاجی جهانزیب خان مومند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1434-197,حاجی دالور جرنیل ذاده,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1310-391,حاجی روح هللا وکیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1234-79,حاجی سحر ګل هزاربوز,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1029-277,حاجی سلطان جان خاکسار,حرکت انقالب اسالمی مردوم افغانستان,M,6,Nangarhar,,,
6-1398-72,حاجی شیر احمد شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1489-121,حاجی طال محمد نیازی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1050-159,حاجی عزیزالرحمن مهمند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1541-4,حاجی ګل مراد عرب,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1289-128,حاجی محمد امان خیری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1009-20,حاجی محمد انور شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1285-120,حاجی محمد سلیم شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1205-95,حمیدهللا افغان,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1026-146,حمیدهللا حمیدی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1426-207,خان اکبر حقمل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1118-198,ذبیح هللا امین,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1298-132,ذبیح هللا زمری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1245-186,ډاکټر شکرهللا مشکور,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1286-182,ډاکټر صدیق هللا رښتین,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1158-133,ډاکټر عصمت هللا شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1545-2,ډاکټر فهیمه حسین حکمی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1309-119,ډاکټر لعل محمد درانی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1553-15,ډاکټر محمد اصف شرف زی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1254-135,ډاکټر محمد شعیب یوسفزی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1017-183,ډاکټر محمد صدیق مومند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1533-169,ډاکټر واکمن رفیع,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1433-173,ډیوه نیازی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1681-209,رحیم ګل وسیمی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1537-18,رڼا ګل شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1149-117,ریس خان امرخیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1237-129,زبیح هللا بابا,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1002-203,زبیر خان شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1330-69,سایمه خوګیاڼی,مستقل / خپلواک,F,6,Nangarhar,,Independent,
6-1249-94,سبحان هللا فهیمی,حزب اسالمی اففانستان,M,6,Nangarhar,,,
6-1337-92,سکندر حیات,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1685-215,سید احمد هللا پاچا,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1198-118,سید اکرام,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1273-140,سید جمال پاچا,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1117-86,سید حکیم شاه میاخیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
,سید ضیا الحق بنوری,مستقل / خپلواک,M,6,Nangarhar,,Independent,MISSING
6-1081-139,سید عبدالغفار پاچا,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1397-45,سید غالم فاروق میړنی,افغان ملت,M,6,Nangarhar,,Afghan Millat Party,
6-1010-157,سید هاشم فوالد,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1290-67,سید هدایت هللا میاخیل,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1130-190,شاکرهللا عزام,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1569-155,شرمل افغانورور,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1281-193,شفیقه شیرزی سیر,حزب اسالمی افغانستان,M,6,Nangarhar,,,
6-1313-55,شمشاد خان عمر شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1125-76,طاهر حسن شینواری,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1325-13,عارف الرحمن هډه وال,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1201-89,عبد الناصر مومند,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1282-167,عبداالحمد حلیم,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1001-96,عبدالبصیر سباوون,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1173-38,عبدالرحمن شمس,دعوت اسالمی افغانستان,M,6,Nangarhar,,,
6-1593-83,عبدالروف شپون,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1018-275,عبدالستار خان حیات,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1274-12,عبدالکریم کریمی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1338-70,عبدالملوک ساپی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1334-165,عبیدهللا قانع,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1134-141,عزت هللا پټان الکوزی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1697-90,عزت هللا حلیمی,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1005-232,عصمت سنګین,مستقل / خپلواک,M,6,Nangarhar,,Independent,
6-1197-238,عنایت هللا سیالب,مستقل / خپلواک,M,6,Nangarhar,,Independent,
