"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name","candidate_votes","vote_share","candidate_rank","results_date","results_status"
"26","Zabul",12980,"26-1541-12",14,14,"Noor Agha Shahidzoi",1390,0.10708782742681,3,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1001-22",18,18,"Mohammad Ismail Zabuli",1135,0.087442218798151,4,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1142-10",3,3,"Haji Mohammad Hashem Grani",1112,0.0856702619414484,5,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1009-19",11,11,"Haji Enayatullah Hotak",883,0.0680277349768875,6,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1093-3",17,17,"Haji Abdul Wali Wali",617,0.0475346687211094,7,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1157-1",9,9,"Abdul Habib Andiwal",598,0.0460708782742681,8,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1265-21",16,16,"Sadullah Kakar",549,0.0422958397534669,9,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1273-7",6,6,"Zahra Tokhi",484,0.0372881355932203,10,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1437-11",22,22,"Haji Abdul Salam Raketi",398,0.0306625577812018,11,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1249-14",24,24,"Mohammad Iqbal Hotak",350,0.0269645608628659,12,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1021-46",8,8,"Mohammad Rasool Aziz",324,0.0249614791987673,13,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1305-34",1,1,"Torpekai Sulaimankhelah",275,0.0211864406779661,14,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1637-50",21,21,"Neda-ul-Haq Shamlzai",237,0.0182588597842835,15,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1545-45",7,7,"Abdulhaq Patan",219,0.0168721109399076,16,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1161-43",13,13,"Sayed Ahmad Hairan",217,0.0167180277349769,17,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1565-48",12,12,"Wazhma Tokhi",209,0.0161016949152542,18,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1250-16",10,10,"Dr Mohammad Younus Hairan",182,0.0140215716486903,19,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1173-29",23,23,"Sediqa Jalali",128,0.0098613251155624,20,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1505-23",19,19,"Dr Zaher Shah Rashidi",128,0.0098613251155624,20,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1329-33",4,4,"Fawzia Younus Kakar",108,0.00832049306625578,21,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1266-37",20,20,"Shabana Khoshhal",84,0.00647149460708783,22,2019-01-20,"Results Status : Certified"
"26","Zabul",12980,"26-1581-40",2,2,"Haji Mohammad Dawood Gullzar",70,0.00539291217257319,23,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1141-1030",6,6,"Haji Bator Dostum",20045,0.359590269804822,1,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1441-3",15,15,"Baktash Eshchi",6818,0.122309127439724,2,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1397-11",12,12,"Mohammad Karim Jawzjani",4159,0.07460892652124,3,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1437-1025",23,23,"Azizullah Ulfati",3515,0.0630561136624569,4,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1185-12",24,24,"Noor Ahmad Makhdomzadah",1822,0.032685132032147,5,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1093-1032",20,20,"Shah Mahmood Paiwaston",1785,0.032021383467279,6,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1126-1035",8,8,"Mohammad Omar Makhdom",1772,0.0317881745120551,7,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1330-2",25,25,"Khan Murad Hamidi",1771,0.0317702353616533,8,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1274-1028",19,19,"Amanullah Sharifi",1629,0.0292228760045924,9,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1361-7",30,30,"Eng Abdul Ghafar Dehqan",1232,0.0221010332950631,10,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1234-3",9,9,"Mohammad Ibrahim Sharwal",1178,0.0211323191733639,11,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1505-17",28,28,"Halima Sadaf Karimi",1154,0.0207017795637199,12,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1297-4",22,22,"Saayra Shekeb Sadat",1126,0.0201994833524684,13,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1593-11",1,1,"Mohammad Yousuf Khadang",1090,0.0195536739380023,14,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1249-9",2,2,"Samir Safi",1077,0.0193204649827784,15,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1233-1034",21,21,"Anna Murad Shahi",902,0.0161811136624569,16,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1181-10",14,14,"Haji Mohammad Amin Khaksar",662,0.0118757175660161,17,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1449-1027",4,4,"Wahid Ahmad Mahdi",642,0.0115169345579793,18,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1298-15",26,26,"Ustad Najibullah Arghandiwal",570,0.0102253157290471,19,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1665-1033",16,16,"Jamila Mujahid",506,0.00907721010332951,20,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1266-1022",13,13,"haji Abdul Qader Folad",381,0.00683481630309989,21,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1461-6",7,7,"Junaidullah Mubarez",361,0.00647603329506315,22,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1689-5",18,18,"Abdul Qader Hayat",334,0.00599167623421355,23,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1306-12",29,29,"Abdul Hakim Ahmadi",271,0.00486150975889782,24,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1329-8",5,5,"Fawzia Sadat",248,0.00444890929965557,25,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1545-1023",10,10,"Khudaiqul Faiz",238,0.0042695177956372,26,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1577-10",27,27,"Ahmad Farid Sheberghani",205,0.00367752583237658,27,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1225-1026",11,11,"Dr Sayed Nawid Saraj",200,0.00358783008036739,28,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1553-1036",17,17,"Mohammad Ershad Baai",27,0.000484357060849598,29,2019-01-20,"Results Status : Certified"
"28","Jawzjan",55744,"28-1305-1029",3,3,"Nasir Ahmad Haidarzai",24,0.000430539609644087,30,2019-01-20,"Results Status : Certified"
"29","Faryab",68984,"29-1541-1007",5,5,"Hashmatullah Arman",8772,0.127159921141134,1,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1226-2033",52,53,"Mohammad Rasool Faryabi",4166,0.0603908152615099,2,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1142-2015",14,14,"Sanjar Kargar",3563,0.051649657891685,3,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1545-3",11,11,"Mohammad Hashem Khan",3466,0.0502435347326916,4,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1505-2034",49,50,"Sayed Babar Jamal",3174,0.0460106691406703,5,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1334-2038",58,59,"Mohammad Shaker Karimi",3064,0.0444160964861417,6,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1633-2022",27,27,"Mohammad Anwar Bashliq",2979,0.0431839267076424,7,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1234-2036",10,10,"Khairullah Anosh",1967,0.0285138582859794,8,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1585-2012",31,31,"Bashir Ahmad Taianj",1960,0.0284123854806912,9,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1297-2049",36,36,"Jamal Naser Farahmand",1847,0.0267743244810391,10,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1305-2025",2,2,"Ustad Ihsanullah Quanch",1707,0.0247448683752754,11,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1537-2039",8,8,"Fathullah Qaisari",1632,0.0236576597471878,12,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1441-2009",23,23,"Master Ezatullah Kaigham",1582,0.0229328539951293,13,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1009-2020",43,43,"Khairuddin Muradi",1568,0.0227299083845529,14,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1329-2014",61,62,"Rangina Kargar",1519,0.0220195987475357,15,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1605-2008",20,20,"Master Eng Amanullah Amin",1490,0.0215992114113418,16,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1346-2026",54,55,"Shafiqa Sakha Youlchi",1355,0.019642235880784,17,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1005-2",45,46,"Alhaj Fawzia Raufi",1281,0.0185695233677374,18,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1169-2035",18,18,"Jawid Khan Qaisari",1111,0.0161051838107387,19,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1417-2024",32,32,"Aziza Sadat",1106,0.0160327032355329,20,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1274-4",35,35,"Eng Mohammad Ayoub Ghafari",1101,0.015960222660327,21,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1290-2029",12,12,"Dr Manizha Bostani",1072,0.0155398353241331,22,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1225-1",7,7,"Alhaj Dr Fawzia Salimi",1005,0.0145685956163748,23,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1066-6",1,1,"Dr Ihsanullah Wahedi",965,0.0139887510147281,24,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1249-2048",48,49,"Eng Farhad Esar",947,0.013727820943987,25,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1157-2056",22,22,"Faqir Mohammad Khan Sayeedi",836,0.0121187521744173,26,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1070-2063",42,42,"Bano Farzana Bahman",829,0.0120172793691291,27,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1193-2028",47,48,"Eng Mohammad Nasim Rahmani",827,0.0119882871390467,28,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1685-2011",46,47,"Ustad Sayed Mamon Guhrik",767,0.0111185202365766,29,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1281-2059",9,9,"Haji Zaheeruddin Safari",755,0.0109445668560826,30,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1229-2016",13,13,"Abdul Rahim Uzbik Oghly",741,0.0107416212455062,31,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1141-1006",21,21,"Mohammad Hashem Urtaaq",724,0.0104951872898063,32,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1173-2023",28,28,"haji Sayed Dawood Sadat",635,0.00920503305114229,33,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1074-2043",4,4,"Sayed Farukh Shah Jenab",633,0.00917604082105996,34,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1266-2031",16,16,"Mohammad Ismail Ayoubi",583,0.00845123506900151,35,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1242-2040",56,57,"Mohammad Saleh Todapor",556,0.00805983996288995,36,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1233-5",33,33,"Sayed Farid Hashemi",528,0.00765394874173721,37,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1337-2062",24,24,"Eng Sayed Esmatullah",503,0.00729154586570799,38,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1273-2060",59,60,"Ustad Edris Barna",481,0.00697263133480227,39,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1094-2018",25,25,"Gita Sayeed",472,0.00684216629943175,40,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1222-2030",50,51,"Eng Hashmatullah Rahmani",464,0.0067261973791024,41,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1201-2066",55,56,"Mermen Hajera Enayat Kamran",342,0.00495767134407979,42,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1241-2042",41,41,"Bano Mukarama Sadat",330,0.00478371796358576,43,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1330-2047",26,26,"Sebghatullah Naderi",327,0.00474022961846225,44,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1126-2027",37,37,"Shah Mohammad Najwa",324,0.00469674127333874,45,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1186-2021",3,3,"Ustad Sayed Shah Wali Parsa",317,0.00459526846805056,46,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1133-2045",19,19,"Mohammad Hassan Sardaash",297,0.00430534616722718,47,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1569-2061",60,61,"Ustad Abdul Wakil Faryabi",234,0.00339209091963354,48,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1553-2052",38,38,"Ustad Marya Noori",233,0.00337759480459237,49,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1021-2046",34,34,"Eng Ahmad Zia Ahmadzai",216,0.0031311608488925,50,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1381-2065",44,45,"Sayeda Asefa Shadab",213,0.00308767250376899,51,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1174-2057",39,39,"Saranwal Amena Mukhleszada",208,0.00301519192856315,52,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1289-2050",17,17,"Karima Zaki",207,0.00300069581352198,53,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1649-2041",6,6,"Shahr Bano Sadat Karezi",189,0.00273976574278093,54,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1477-2051",53,54,"Dr Ahmad Jawid Qazizadah",161,0.0023338745216282,55,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1221-2058",15,15,"Bibi Nooria Toran",138,0.00200046387568132,56,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1081-2037",40,40,"Suhaila Aassa Kohi",123,0.00178302215006378,57,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1161-2032",51,52,"Nasima Youzbashi",111,0.00160906876956976,58,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1065-2044",29,29,"Tahmina Sheja",105,0.00152209207932274,59,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1170-2053",30,30,"Dr Mohammad Ashraf Shirzad",101,0.00146410761915807,60,2019-01-31,"Results Status : Certified"
"29","Faryab",68984,"29-1509-2054",57,58,"Sayed Jawid Sadat",75,0.00108720862808767,61,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1397-26",17,17,"Humayoun Shahidzadah",2457,0.0974961311059085,1,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1305-4",36,37,"Abdul Satar Hussaini",1859,0.0737669140113488,2,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1541-1",11,11,"Abdul Nasir Farahi",1642,0.0651561445974366,3,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1505-16",39,40,"Abdul Ghafar Arman",1468,0.0582516566802905,4,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1593-6",26,26,"Abdul Jalil Bakhtwar",1467,0.0582119757152494,5,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1441-2",30,30,"Hekmatullah Nazari",1447,0.057418356414428,6,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1001-42",9,9,"Abdul Rezaq Farahwal",1297,0.0514662116582675,7,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1326-10",41,42,"Alhaj Nasrullah Noori",1238,0.0491250347208444,8,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1142-15",38,39,"Belqis Roshan",1098,0.0435696996150946,9,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1093-9",1,1,"Abdul Same Samim",1056,0.0419030990833697,10,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1010-5",33,33,"Ustad Humaira Ayoubi",900,0.0357128685369628,11,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1125-3",5,5,"Mohammad Nazir Khedmat",692,0.0274592278084203,12,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1298-7",32,32,"Alhaj Mohammad Sarwar Subaat",690,0.0273798658783382,13,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1081-13",24,24,"Mohammad Sarwar Osmani Farahi",658,0.0261100749970239,14,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1033-29",23,23,"Musa Khan Nasrat",622,0.0246815602555454,15,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1389-33",25,25,"Abdul Naser Farahi",604,0.0239673028848062,16,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1330-11",7,7,"Najibullah Omar",499,0.0198008015554938,17,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1221-21",20,20,"Haji Abdul Ghani Noorzai",418,0.0165866433871672,18,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1509-35",19,19,"Ustad Abdul Rauf Tawhidi",410,0.0162691956668386,19,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1309-22",12,12,"Eng Mohammad Sarwar Farahi",409,0.0162295147017975,20,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1161-14",28,28,"Abdul Khalil Afghan Farahi",408,0.0161898337367565,21,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1029-19",35,35,"Nasir Ahmad Qaderi",404,0.0160311098765922,22,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1266-23",3,3,"Mohammad Dawood Haqyar",400,0.0158723860164279,23,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1206-8",34,34,"Haji Mohammad Ibrahim Khairkhwah",377,0.0149597238204833,24,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1533-34",22,22,"Abdul Qayoum Qeyam",328,0.0130153565334709,25,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1461-24",37,38,"Abdul Hamid Sayar",281,0.0111503511765406,26,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1021-12",13,13,"Gen Abdul Karim Farahi",255,0.0101186460854728,27,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1185-20",40,41,"Sayed Ahmad Hamdard",233,0.00924566485456926,28,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1193-38",14,14,"Bahauddin Shinwari",209,0.00829332169358359,29,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1297-17",31,31,"Eng Fazel Ahmad Musleh",197,0.00781715011309075,30,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1141-36",10,10,"Ustad Hamed Elham",192,0.0076187452878854,31,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1157-18",16,16,"Ustad Sharifa Sadat",180,0.00714257370739256,32,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1082-37",27,27,"Abdul Khaleq Amini",161,0.00638863537161224,33,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1233-47",8,8,"Lal Mohammad Bahari",149,0.0059124637911194,34,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1149-28",18,18,"Eng Shah Wali Hamidi",135,0.00535693028054442,35,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1321-31",6,6,"Ainuddin Hamdard",121,0.00480139676996945,36,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1070-27",29,29,"Ahmadullah Noorzai",97,0.00384905360898377,37,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1250-44",21,21,"Mohammad Aref Abdullah",67,0.00265862465775168,38,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1398-45",4,4,"Shir Ahmad Sanator",54,0.00214277211221777,39,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1249-32",2,2,"Masood Bakhtwar",14,0.000555533510574977,40,2019-01-31,"Results Status : Certified"
"33","Farah",25201,"33-1174-43",15,15,"Abdul Satar Rahimi",8,0.000317447720328558,41,2019-01-31,"Results Status : Certified"
"34","Nimroz",30871,"34-1390-6",9,9,"Farida Hamidi",6336,0.205241164847268,1,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1033-16",11,11,"Gull Ahmad Noorzad",5812,0.188267305885783,2,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1250-39",10,10,"Alhaj Azizullah Noorzai",3403,0.110232904667811,3,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1330-38",7,7,"Alhaj Ustad Jumma Khan Naser",3021,0.0978588319134463,4,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1186-18",5,5,"Alhaj Mohammad Aslam Baloch",2558,0.0828609374493861,5,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1141-5",8,8,"Hajia Ruhgull Khairzad",2123,0.0687700430825046,6,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1505-27",4,4,"Alhaj Mohammad Nabi Noorzai",1870,0.0605746493472839,7,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1273-19",2,2,"Alhaj Mohammad Sediqi Chakhnsori",1815,0.0587930420135402,8,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1161-1",1,1,"Mina Barik",1694,0.0548735058793042,9,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1685-37",3,3,"Alhaj Abdul Qudos Zori",1580,0.0511807197693628,10,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1565-11",12,12,"Mir Ahmad Baloch",582,0.0188526448770691,11,2019-01-20,"Results Status : Certified"
"34","Nimroz",30871,"34-1198-31",6,6,"Abdul Latif Ghafoori",77,0.0024942502672411,12,2019-01-20,"Results Status : Certified"
