"province_code","province_name","province_votes","candidate_code","serial_number","ballot_position","candidate_name","candidate_name_dari","candidate_name_pashto","candidate_votes","vote_share","candidate_rank","results_date","results_status"
1,"Kabul",666478,"1-1872-1061",246,246,"Ezharulhaq Hamim","اظهارالحق همیم","اظهارالحق همیم",483,0.000724705091540906,318,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1207-66",216,216,"Alhaj Abdul Satar Behzad","الحاج عبد الستار بهزاد","الحاج عبد الستار بهزاد",477,0.000715702543819901,319,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1339-28",70,70,"Deplom Eng. Ghullam Ali","دیپلوم انجنیرغلام علی","دیپلوم انجنیرغلام علی",477,0.000715702543819901,319,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1244-82",660,661,"Haji Gull Rahman Rahmani Mangal","حاجی گلرحمن رحمانی منگل","حاجی گلرحمن رحمانی منگل",476,0.000714202119199734,320,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1320-153",800,801,"Hamed Haqdost","حامد حق دوست ","حامد حق دوست ",474,0.000711201269959399,321,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1364-1092",23,23,"Arian Khaibar","آرین خیبر ","آرین خیبر ",471,0.000706699996098896,322,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1562-13",11,11,"Khalida Adib","خالده ادیب ","خالده ادیب ",469,0.000703699146858561,323,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1429-225",219,219,"Aafyat Hashmatullah Omari","عافیت حشمت الله عمری","عافیت حشمت الله عمری",468,0.000702198722238393,324,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1448-107",525,526,"Abdullah Wejdan","عبدالله وجدان ","عبدالله وجدان ",467,0.000700698297618226,325,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1007-16",325,325,"Ahmad Parwiz Hassan","احمد پرویز حسن","احمد پرویز حسن",467,0.000700698297618226,325,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1205-3",107,107,"Ekramuddin Wali","اکرام الدین  ولی","اکرام الدین  ولی",466,0.000699197872998058,326,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"35-1187-2",277,277,"Qurban Mohammad","قربان محمد ","قربان محمد ",465,0.000697697448377891,327,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1351-1158",728,729,"Parwana Zamani","پروانه زمانی ","پروانه زمانی ",464,0.000696197023757723,328,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1614-1",599,600,"Alhaj Mohammad Amin Tarakhel","الحاج محمد امین تره خیل ","الحاج محمد امین تره خیل ",462,0.000693196174517388,329,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1300-41",71,71,"Sayed Burhan Sayed Jamal Taheri","سید برهان سید جمال طاهری","سید برهان سید جمال طاهری",462,0.000693196174517388,329,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1790-1042",83,83,"Haji Rohullah Mujahid","حاجی روح الله مجاهد","حاجی روح الله مجاهد",457,0.000685694051416551,330,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1553-206",243,243,"Sayeda Masooda Yari","سیده مسعوده یاری ","سیده مسعوده یاری ",454,0.000681192777556048,331,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1613-65",158,158,"Ahmadullah Barikzai","احمد الله بارکزی","احمد الله بارکزی",451,0.000676691503695546,332,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1313-64",155,155,"Haji Mohammad Zaman Rajabi","حاجی محمد زمان رجبی","حاجی محمد زمان رجبی",451,0.000676691503695546,332,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1388-1192",44,44,"Mariam Maroof Arwin","مریم معروف آروین ","مریم معروف آروین ",449,0.000673690654455211,333,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1391-134",492,493,"Alhaj Mohammadullah Ahmadi Safi","الحاج محمدالله احمدی صافی","الحاج محمدالله احمدی صافی",447,0.000670689805214876,334,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1570-32",736,737,"Ustad Abdul Gheyas Gheyasi","ااستاد عبدالغیاث غیاثی","ااستاد عبدالغیاث غیاثی",445,0.000667688955974541,335,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1667-17",554,555,"Bashir Ahmad","بشیراحمد","بشیراحمد",444,0.000666188531354373,336,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1030-110",398,399,"Omid Watanyar","امید وطنیار","امید وطنیار",440,0.000660186832873703,337,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1438-254",53,53,"Gen. Abdul Wahed Taqat","جنرال عبدالواحد طاقت","جنرال عبدالواحد طاقت",440,0.000660186832873703,337,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1605-38",33,33,"Khan Ali Radmand","خانعلی رادمند","خانعلی رادمند",439,0.000658686408253536,338,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1046-55",31,31,"Razia Arefi","راضیه عارفی ","راضیه عارفی ",439,0.000658686408253536,338,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1763-153",218,218,"Mawlawi Abdul Rahman Rahmani","مولوی عبدالرحمن رحمانی","مولوی عبدالرحمن رحمانی",438,0.000657185983633368,339,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1900-133",416,417,"Najibullah Mujahid","نجیب الله مجاهد","نجیب الله مجاهد",435,0.000652684709772866,340,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1212-140",399,400,"Hamidullah Stanikzai","حمید الله ستانکزی","حمید الله ستانکزی",434,0.000651184285152698,341,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1425-48",279,279,"Gen. Khalil Rahman Aamel","جنرال خلیل  الرحمن عامل","جنرال خلیل  الرحمن عامل",433,0.000649683860532531,342,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"35-1893-157",239,239,"Eng. Lajmir Khair Andesh","انجنیر لاجمیر خیر اندیش","انجنیر لاجمیر خیر اندیش",430,0.000645182586672028,343,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1257-12",412,413,"Haji Hamidullah Nawabi","حاجی حمید الله  نوابی ","حاجی حمید الله  نوابی ",425,0.000637680463571191,344,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1484-202",637,638,"Ahmad Kumail Mir Shadibeg","احمد کمیل میر شادی بیگ","احمد کمیل میر شادی بیگ",424,0.000636180038951023,345,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1560-1014",160,160,"Toryalai Shofaye","توریالی شوفه یی","توریالی شوفه یی",424,0.000636180038951023,345,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1505-191",228,228,"Safia Sediqi","صفیه صدیقی","صفیه صدیقی",423,0.000634679614330856,346,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1775-155",615,616,"Dr. Jawad Surosh","داکتر جواد سروش ","داکتر جواد سروش ",420,0.000630178340470353,347,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1410-39",750,751,"Ghazi Khan Dr. Naqib","غازی خان داکتر نقیب ","غازی خان داکتر نقیب ",419,0.000628677915850186,348,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1466-1068",265,265,"Nematullah Ahmadi"," نعمت الله احمدی"," نعمت الله احمدی",419,0.000628677915850186,348,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1671-129",348,348,"Alhaj Zemarai Naseri","الحاج زمری ناصری","الحاج زمری ناصری",417,0.000625677066609851,349,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1871-179",654,655,"Qaisullah Samkanai","قیس الله څمکنی","قیس الله څمکنی",415,0.000622676217369516,350,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1423-99",262,262,"Mohammad Haidari","محمد حیدری ","محمد حیدری ",414,0.000621175792749348,351,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1862-3074",577,578,"Burhanuddin Hafez","برهان الدین   حافظ","برهان الدین   حافظ",411,0.000616674518888846,352,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1891-164",652,653,"Sayed Rahman Wahedyar","سید الرحمن واحدیار","سید الرحمن واحدیار",408,0.000612173245028343,353,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1750-154",510,511,"Haji Noorullah Azizi Meyakhel","حاجی نورالله عزیزی میاخیل","حاجی نورالله عزیزی میاخیل",408,0.000612173245028343,353,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1597-1209",380,381,"Mohammad Yahya Wayar Ahmadzai","محمد یحی ویاړ احمدزی","محمد یحی ویاړ احمدزی",406,0.000609172395788008,354,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1559-141",362,363,"Abdul Hadi Osmani","عبدالهادی عثمانی","عبدالهادی عثمانی",404,0.000606171546547673,355,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1578-56",336,336,"Mawlawi Attaullah Faizani","مولوی عطا الله  فیضانی","مولوی عطا الله  فیضانی",402,0.000603170697307338,356,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1034-87",437,438,"Alhaj Khwaja Masoom Sediqi","الحاج خواجه معصوم صدیقی","الحاج خواجه معصوم صدیقی",401,0.00060167027268717,357,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1301-74",261,261,"Omran Omar Amarkhel","عمران عمر امرخیل","عمران عمر امرخیل",396,0.000594168149586333,358,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1117-1019",143,143,"Helai Ershad","هیلۍ  ارشاد","هیلۍ  ارشاد",393,0.00058966687572583,359,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1332-96",251,251,"Ghullam Mohammad Kamawal","غلام محمد کامه وال","غلام محمد کامه وال",390,0.000585165601865328,360,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1248-120",119,119,"Qurban Ali Uruzghani","قربان علی ارزگانی ","قربان علی ارزگانی ",389,0.00058366517724516,361,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1232-73",564,565,"Milad Yousuf Ibrahim","میلاد یوسف ابراهیم","میلاد یوسف ابراهیم",387,0.000580664328004825,362,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1690-120",193,193,"Rahimullah Hanifi","رحیم الله حنیفی","رحیم الله حنیفی",387,0.000580664328004825,362,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1312-49",544,545,"Kheyal Mohammad Khpelwak","خیال محمد خپلواک","خیال محمد خپلواک",386,0.000579163903384658,363,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1700-93",364,365,"Haji Taza khan Zurmati","حاجی تازه خان زرمتی","حاجی تازه خان زرمتی",384,0.000576163054144323,364,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1361-122",480,481,"Mohammad Haroon Motaref","محمد هارون معترف","محمد هارون معترف",383,0.000574662629524155,365,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1663-170",9,9,"Shabir Ahmad Ibrahimi","شبیر احمد ابراهیمی","شبیر احمد ابراهیمی",382,0.000573162204903988,366,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1603-74",506,507,"Sayed Rohullah Hussaini","سید روح الله حسینی ","سید روح الله حسینی ",380,0.000570161355663653,367,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1456-54",756,757,"Madaar Ali Karimi","مدار علی کریمی","مدار علی کریمی",379,0.000568660931043485,368,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1258-2032",212,212,"Gheljai Noorzai","غلجی  نورزی","غلجی  نورزی",377,0.00056566008180315,369,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1270-20",58,58,"Mohammad Anwar Allah Daad","محمد انور الله داد ","محمد انور الله داد ",375,0.000562659232562815,370,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1785-130",349,349,"Dr. Ziauddin Kamal ","داکتر ضیأالدین کمال ","داکتر ضیأالدین کمال ",370,0.000555157109461978,371,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1627-1",496,497,"Hedayatullah Sulaimankhel","هدایت الله سلیمان خیل","هدایت الله سلیمان خیل",369,0.00055365668484181,372,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1695-167",295,295,"Hawa Alam Nooristani","حوا علم نورستانی","حوا علم نورستانی",367,0.000550655835601475,373,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1426-218",103,103,"Lft-Gen. Sayed Aman","تورنجنرال سید امان ","تورنجنرال سید امان ",364,0.000546154561740973,374,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1027-1",589,590,"Noor Ahmad Ghafoori","نوراحمد غفوری","نوراحمد غفوری",360,0.000540152863260303,375,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1227-5",485,486,"Simin Hassanzadah","سیمین حسن زاده","سیمین حسن زاده",357,0.0005356515893998,376,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1184-84",345,345,"Wahid Rahman Amiri","وحید الرحمن امیری ","وحید الرحمن امیری ",357,0.0005356515893998,376,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1827-177",451,452,"Alhaj Mirwais Katawazai","الحاج میرویس کتوازی","الحاج میرویس کتوازی",356,0.000534151164779633,377,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1652-63",5,5,"Alhaj Khan Lala Shirzai","الحاج خان لالا شیرزی ","الحاج خان لالا شیرزی ",355,0.000532650740159465,378,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1643-83",769,770,"Temorshah Ayoubzai","تیمور شاه ایوبزی","تیمور شاه ایوبزی",354,0.000531150315539298,379,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1406-13",801,802,"Sayed Nasratullah Qubadi","سید نصرت الله قبادی","سید نصرت الله قبادی",352,0.000528149466298963,380,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1273-91",461,462,"Mohammad Ajmal Hodman","محمد اجمل هوډ من ","محمد اجمل هوډ من ",352,0.000528149466298963,380,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1390-44",258,258,"Mohammad Mukhtar Sharifi","محمد مختار شریفی","محمد مختار شریفی",352,0.000528149466298963,380,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1314-33",650,651,"Mohammad Younus Nawandesh","محمدیونس نواندیش","محمدیونس نواندیش",351,0.000526649041678795,381,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1789-142",65,65,"Dr. Moen Gull Samkanai","دوکتور معین گل څمکنی","دوکتور معین گل څمکنی",351,0.000526649041678795,381,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1489-13",393,394,"Haij Muzamel Hotak","حاجی مزمل هوتک","حاجی مزمل هوتک",350,0.000525148617058628,382,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1032-1049",674,675,"Eng. Azimullah Esmati","انجنیر عظیم الله عصمتی","انجنیر عظیم الله عصمتی",349,0.00052364819243846,383,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1878-154",291,291,"Abdul Rauf Assadi","عبدالروف اسدی ","عبدالروف اسدی ",346,0.000519146918577958,384,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1386-1050",501,502,"Mohammad Yaser Emar","محمد یاسر عمار","محمد یاسر عمار",345,0.00051764649395779,385,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1773-159",742,743,"Abdul Hai Maalek","عبدالحی مالک","عبدالحی مالک",344,0.000516146069337623,386,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"35-1771-158",85,85,"Gen. Abdul Rashid Sheja","جنرال عبدالرشید شجاع","جنرال عبدالرشید شجاع",344,0.000516146069337623,386,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1213-174",121,121,"Khatera Isshaqzai","خاطره اسحق زی","خاطره اسحق زی",335,0.000502642247756115,387,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1732-171",109,109,"Habiba Qaderi","حبیبه قادری","حبیبه قادری",335,0.000502642247756115,387,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1658-90",491,492,"Qari Zabiullah Tarakhel","قاری ذبیح الله تره خیل","قاری ذبیح الله تره خیل",334,0.000501141823135948,388,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1169-30",765,766,"Dr. Benafsha Bahar Nabizada","داکتربنفشه بهار نبی زاده ","داکتربنفشه بهار نبی زاده ",331,0.000496640549275445,389,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1490-20",690,691,"Jamshid Iqbal","جمشید اقبال","جمشید اقبال",330,0.000495140124655277,390,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1766-135",578,579,"Hassan Jaan Dawlatzai","حسن جان  دولت زی","حسن جان  دولت زی",330,0.000495140124655277,390,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1821-1064",401,402,"Tella Mohammad Atmanzai","طلا محمد اتمانزی","طلا محمد اتمانزی",330,0.000495140124655277,390,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1018-70",420,421,"Zergull Etefaaq Sahak","زیر ګل اتفاق سهاک","زیر ګل اتفاق سهاک",324,0.000486137576934272,391,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1321-71",169,169,"Aashna Gull Bandawal","اشنا گل بانډه وال","اشنا گل بانډه وال",324,0.000486137576934272,391,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1548-197",100,100,"Mirza Alizadah","میرزا علی زاده","میرزا علی زاده",320,0.000480135878453602,392,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1791-1178",675,676,"Alhaj Khaibar Zeyarmal","الحاج خیبر زیارمل ","الحاج خیبر زیارمل ",319,0.000478635453833435,393,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1826-188",567,568,"Sahel Khan","ساحل خان","ساحل خان",317,0.0004756346045931,394,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1129-79",391,392,"Mohammad Aref","محمد عارف ","محمد عارف ",317,0.0004756346045931,394,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1415-1169",27,27,"Mohammad Qayoum Khostwal","محمد قیوم خوستوال ","محمد قیوم خوستوال ",316,0.000474134179972932,395,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1105-111",229,229,"Sayed Nasim Hashimi","سید نسیم هاشمی","سید نسیم هاشمی",314,0.000471133330732597,396,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1076-50",88,88,"haji Sekandar Fraji","حاجی سکندر فراجی","حاجی سکندر فراجی",313,0.00046963290611243,397,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1409-1030",446,447,"Sayed Jawid Andesh","سید جاوید اندیش","سید جاوید اندیش",312,0.000468132481492262,398,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1392-27",430,431,"Khan Mohammad Khuram","خان محمد خرم","خان محمد خرم",310,0.000465131632251927,399,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1639-57",289,289,"Salma Akbari","سلما اکبری ","سلما اکبری ",310,0.000465131632251927,399,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1806-1167",6,6,"Shokria Jalalzai","شکریه جلالزی ","شکریه جلالزی ",309,0.00046363120763176,400,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1701-6",622,623,"Najibullah Kabuli","نجیب الله کابلی","نجیب الله کابلی",308,0.000462130783011592,401,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1192-180",419,420,"Dr. Maari Vida Safar","داکتر ماری ویدا صفر","داکتر ماری ویدا صفر",308,0.000462130783011592,401,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1235-71",482,483,"Dr. Mohebullah Moheb","دوکتور محب الله  محب","دوکتور محب الله  محب",307,0.000460630358391425,402,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1547-22",206,206,"Dr. Abdul Ali Mohammadi","دوکتور عبدالعلی محمدی","دوکتور عبدالعلی محمدی",307,0.000460630358391425,402,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1819-136",793,794,"Mohammad Qasem Ferdawsi","محمد قاسم فردوسی ","محمد قاسم فردوسی ",306,0.000459129933771257,403,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1052-88",629,630,"Abdul Baqi Saranwal Hotak","عبدالباقی څارنوال هوتک","عبدالباقی څارنوال هوتک",306,0.000459129933771257,403,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1348-181",551,552,"Dr. Ghullam Dastgir Elyas","دوکتور غلام دستگیر الیاس","دوکتور غلام دستگیر الیاس",306,0.000459129933771257,403,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1399-63",173,173,"Habib Zaki Rohgar","حبیبه ذکی روهگر","حبیبه ذکی روهگر",306,0.000459129933771257,403,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1064-7",75,75,"Mohammad Sajad Hashimi","محمد سجاد هاشمی ","محمد سجاد هاشمی ",304,0.000456129084530922,404,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1418-7",467,468,"Sayed Naser Mosawi","سید ناصر موسوی","سید ناصر موسوی",303,0.000454628659910755,405,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1572-26",252,252,"Gen. Mohammad Asef Jabarkhel"," جنرال محمد آصف جبارخیل"," جنرال محمد آصف جبارخیل",303,0.000454628659910755,405,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1584-44",245,245,"Shakila Ibrahim","شکیلا ابراهیم ","شکیلا ابراهیم ",302,0.000453128235290587,406,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1511-194",244,244,"Abdul Qudos Jawzjani","عبدالقدوس جوزجانی","عبدالقدوس جوزجانی",302,0.000453128235290587,406,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1480-52",69,69,"Alhaj Farid Khan Zurmati","الحاج فرید خان زرمتی","الحاج فرید خان زرمتی",301,0.00045162781067042,407,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1640-1102",702,703,"Qari Ahmad Reshad Khan Mamozai","قاری احمد رشاد خان مموزی","قاری احمد رشاد خان مموزی",297,0.00044562611218975,408,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1259-105",558,559,"Mohammad Allamazadah","محمد علامه زاده ","محمد علامه زاده ",295,0.000442625262949415,409,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1534-62",180,180,"Haji Mohammad Nawab Totakhel","حاجی محمد نواب طوطا خیل","حاجی محمد نواب طوطا خیل",295,0.000442625262949415,409,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-2009-1107",125,125,"Phd. Mohammad Dawood Rawosh","پوهاند محمد داود راوش ","پوهاند محمد داود راوش ",294,0.000441124838329247,410,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1474-220",440,441,"Khwaja Mohammad Musa Fariwar","خواجه محمد موسی فریور","خواجه محمد موسی فریور",292,0.000438123989088912,411,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1793-167",162,162,"Dr. Ajmal Aazem","داکتر اجمل عازم ","داکتر اجمل عازم ",292,0.000438123989088912,411,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1800-1165",754,755,"Mohammad Ibrahim Az-har","محمد ابراهیم ازهر","محمد ابراهیم ازهر",289,0.00043362271522841,412,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1886-173",463,464,"Yasamin Sarwari","یاسمین سروری","یاسمین سروری",289,0.00043362271522841,412,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1863-111",586,587,"Najibullah Azad","نجیب الله آزاد ","نجیب الله آزاد ",288,0.000432122290608242,413,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1059-149",723,724,"Ghullam Qader Sakhizadah","غلام قادر سخی زاده ","غلام قادر سخی زاده ",287,0.000430621865988075,414,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1609-15",746,747,"Nasir Ahmad Ensaf","نصیر احمد انصاف","نصیر احمد انصاف",286,0.000429121441367907,415,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1333-55",453,454,"Abdul Hadi Naseri","عبدالهادی ناصری","عبدالهادی ناصری",286,0.000429121441367907,415,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1420-6",747,748,"Sayed Maroof Hashemi Jahed","سید معروف ها شمی جاهد","سید معروف ها شمی جاهد",285,0.00042762101674774,416,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1706-90",498,499,"Frozan Khalilyar","فروزان خلیل یار ","فروزان خلیل یار ",284,0.000426120592127572,417,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1252-184",580,581,"Gullabuddin Rasekh","گلاب الدین راسخ","گلاب الدین راسخ",283,0.000424620167507405,418,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1346-1017",568,569,"Commander Mir Alam Haqpal","قومندان میر علم حقپال","قومندان میر علم حقپال",283,0.000424620167507405,418,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1752-137",22,22,"Alhaj Mohammad Mosadeq Muqset","الحاج محمد مصدق مقسط","الحاج محمد مصدق مقسط",283,0.000424620167507405,418,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1413-184",189,189,"Karimullah Akhondzadah","کریم الله اخندزاده","کریم الله اخندزاده",282,0.000423119742887237,419,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1642-118",645,646,"Mohammad Halim Amini","محمد حلیم امینی ","محمد حلیم امینی ",280,0.000420118893646902,420,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1876-138",87,87,"Fazel Menallah Momtaz","فضل من الله ممتاز","فضل من الله ممتاز",279,0.000418618469026735,421,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1215-103",469,470,"Abdul Bari Ramin Azimi","عبدالباری رامین عظیمی","عبدالباری رامین عظیمی",277,0.0004156176197864,422,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1180-43",459,460,"Dr. Homa Zinat","داکترهما زینت","داکترهما زینت",274,0.000411116345925897,423,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1385-26",263,263,"Mustafa Nikzad","مصطفی نیکزاد ","مصطفی نیکزاد ",273,0.00040961592130573,424,"2018-11-23","Results Status : Uncertified"
1,"Kabul",666478,"1-1151-60",668,669,"Dr. Masooda Jalal","داکتر مسعوده جلال","داکتر مسعوده جلال",271,0.000406615072065394,425,"2018-11-23","Results Status : Uncertified"
